stage,config,episode,panel,comparison,n_origins,mean_MAE_reduction_K,relative_MAE_reduction_pct,origin_positive_fraction,status
TRAIN_FORWARD,SUPPLY_30M,4,ALL,HISTORY_SUMMARY_PLAN_TUNED__vs__CURRENT_PLAN_TUNED,129,-0.04276275798349794,-18.028269359546957,0.3488372093023256,OBSERVED
TRAIN_FORWARD,SUPPLY_30M,4,RECENT_OR_PLANNED_CHANGE,HISTORY_SUMMARY_PLAN_TUNED__vs__CURRENT_PLAN_TUNED,55,-0.04046492507337777,-13.962139506436737,0.36363636363636365,OBSERVED
TRAIN_FORWARD,SUPPLY_30M,4,RECENT_PAST_CHANGE,HISTORY_SUMMARY_PLAN_TUNED__vs__CURRENT_PLAN_TUNED,15,-0.047111649124574585,-33.400633537774375,0.3333333333333333,OBSERVED
TRAIN_FORWARD,SUPPLY_30M,4,CHANGE_IN_PLAN,HISTORY_SUMMARY_PLAN_TUNED__vs__CURRENT_PLAN_TUNED,45,-0.04454099071794083,-13.58625388591766,0.35555555555555557,OBSERVED
TRAIN_FORWARD,SUPPLY_30M,4,NO_RECENT_OR_PLANNED_CHANGE,HISTORY_SUMMARY_PLAN_TUNED__vs__CURRENT_PLAN_TUNED,74,-0.044470606768046726,-22.449873068357576,0.33783783783783783,OBSERVED
TRAIN_FORWARD,SUPPLY_30M,4,MULTIPLE_CHANGES_IN_CONTEXT,HISTORY_SUMMARY_PLAN_TUNED__vs__CURRENT_PLAN_TUNED,63,-0.057091290802362554,-32.529554505138236,0.2698412698412698,OBSERVED
TRAIN_FORWARD,SUPPLY_30M,4,ALL,HISTORY_LAGS_PLAN_TUNED__vs__CURRENT_PLAN_TUNED,129,-0.037689689342619785,-15.889524052882784,0.4108527131782946,OBSERVED
TRAIN_FORWARD,SUPPLY_30M,4,RECENT_OR_PLANNED_CHANGE,HISTORY_LAGS_PLAN_TUNED__vs__CURRENT_PLAN_TUNED,55,-0.04909727459430919,-16.94067135991253,0.34545454545454546,OBSERVED
TRAIN_FORWARD,SUPPLY_30M,4,RECENT_PAST_CHANGE,HISTORY_LAGS_PLAN_TUNED__vs__CURRENT_PLAN_TUNED,15,-0.031114495019095325,-22.05916933830309,0.4,OBSERVED
TRAIN_FORWARD,SUPPLY_30M,4,CHANGE_IN_PLAN,HISTORY_LAGS_PLAN_TUNED__vs__CURRENT_PLAN_TUNED,45,-0.05871589198570279,-17.90999712394264,0.3333333333333333,OBSERVED
TRAIN_FORWARD,SUPPLY_30M,4,NO_RECENT_OR_PLANNED_CHANGE,HISTORY_LAGS_PLAN_TUNED__vs__CURRENT_PLAN_TUNED,74,-0.029211078682580358,-14.746482143457806,0.4594594594594595,OBSERVED
TRAIN_FORWARD,SUPPLY_30M,4,MULTIPLE_CHANGES_IN_CONTEXT,HISTORY_LAGS_PLAN_TUNED__vs__CURRENT_PLAN_TUNED,63,-0.02235606511909455,-12.738069652856954,0.49206349206349204,OBSERVED
TRAIN_FORWARD,SUPPLY_30M,4,ALL,HISTORY_SUMMARY_PLAN_A1__vs__CURRENT_PLAN_A1,129,-0.03417186049762745,-14.162590439869296,0.40310077519379844,OBSERVED
TRAIN_FORWARD,SUPPLY_30M,4,RECENT_OR_PLANNED_CHANGE,HISTORY_SUMMARY_PLAN_A1__vs__CURRENT_PLAN_A1,55,-0.02907825893413814,-9.740062501901066,0.45454545454545453,OBSERVED
TRAIN_FORWARD,SUPPLY_30M,4,RECENT_PAST_CHANGE,HISTORY_SUMMARY_PLAN_A1__vs__CURRENT_PLAN_A1,15,-0.020331687184604194,-12.328595856208842,0.5333333333333333,OBSERVED
TRAIN_FORWARD,SUPPLY_30M,4,CHANGE_IN_PLAN,HISTORY_SUMMARY_PLAN_A1__vs__CURRENT_PLAN_A1,45,-0.03361541305753321,-9.991251953735143,0.4444444444444444,OBSERVED
TRAIN_FORWARD,SUPPLY_30M,4,NO_RECENT_OR_PLANNED_CHANGE,HISTORY_SUMMARY_PLAN_A1__vs__CURRENT_PLAN_A1,74,-0.03795764544346411,-19.10066178684545,0.36486486486486486,OBSERVED
TRAIN_FORWARD,SUPPLY_30M,4,MULTIPLE_CHANGES_IN_CONTEXT,HISTORY_SUMMARY_PLAN_A1__vs__CURRENT_PLAN_A1,63,-0.04709894209511703,-25.026976486210298,0.3968253968253968,OBSERVED
TRAIN_FORWARD,SUPPLY_30M,4,ALL,HISTORY_LAGS_PLAN_A1__vs__CURRENT_PLAN_A1,129,-0.034139191095015946,-14.149050545863991,0.4186046511627907,OBSERVED
TRAIN_FORWARD,SUPPLY_30M,4,RECENT_OR_PLANNED_CHANGE,HISTORY_LAGS_PLAN_A1__vs__CURRENT_PLAN_A1,55,-0.047363123052488236,-15.86476617672845,0.38181818181818183,OBSERVED
TRAIN_FORWARD,SUPPLY_30M,4,RECENT_PAST_CHANGE,HISTORY_LAGS_PLAN_A1__vs__CURRENT_PLAN_A1,15,-0.01782193661631167,-10.806749677117562,0.4666666666666667,OBSERVED
TRAIN_FORWARD,SUPPLY_30M,4,CHANGE_IN_PLAN,HISTORY_LAGS_PLAN_A1__vs__CURRENT_PLAN_A1,45,-0.05496670363308166,-16.33733264334633,0.37777777777777777,OBSERVED
TRAIN_FORWARD,SUPPLY_30M,4,NO_RECENT_OR_PLANNED_CHANGE,HISTORY_LAGS_PLAN_A1__vs__CURRENT_PLAN_A1,74,-0.024310593018516263,-12.233330325400388,0.44594594594594594,OBSERVED
TRAIN_FORWARD,SUPPLY_30M,4,MULTIPLE_CHANGES_IN_CONTEXT,HISTORY_LAGS_PLAN_A1__vs__CURRENT_PLAN_A1,63,-0.011146040801815395,-5.9226744519659755,0.4603174603174603,OBSERVED
TRAIN_FORWARD,ZONE_60M,2,ALL,HISTORY_SUMMARY_PLAN_TUNED__vs__CURRENT_PLAN_TUNED,22,0.009023046496809663,7.919633851620309,0.5909090909090909,OBSERVED
TRAIN_FORWARD,ZONE_60M,2,RECENT_OR_PLANNED_CHANGE,HISTORY_SUMMARY_PLAN_TUNED__vs__CURRENT_PLAN_TUNED,18,0.025057107304833858,18.711225391254676,0.7222222222222222,OBSERVED
TRAIN_FORWARD,ZONE_60M,2,RECENT_PAST_CHANGE,HISTORY_SUMMARY_PLAN_TUNED__vs__CURRENT_PLAN_TUNED,10,0.0038914951167730734,4.109928295404991,0.7,OBSERVED
TRAIN_FORWARD,ZONE_60M,2,CHANGE_IN_PLAN,HISTORY_SUMMARY_PLAN_TUNED__vs__CURRENT_PLAN_TUNED,11,0.050370720362116914,27.8227802785072,0.8181818181818182,OBSERVED
TRAIN_FORWARD,ZONE_60M,2,NO_RECENT_OR_PLANNED_CHANGE,HISTORY_SUMMARY_PLAN_TUNED__vs__CURRENT_PLAN_TUNED,4,-0.0631302271392992,-262.9040784983887,0.0,OBSERVED
TRAIN_FORWARD,ZONE_60M,2,MULTIPLE_CHANGES_IN_CONTEXT,HISTORY_SUMMARY_PLAN_TUNED__vs__CURRENT_PLAN_TUNED,22,0.009023046496809663,7.919633851620309,0.5909090909090909,OBSERVED
TRAIN_FORWARD,ZONE_60M,2,ALL,HISTORY_LAGS_PLAN_TUNED__vs__CURRENT_PLAN_TUNED,22,-0.3825740698552517,-335.78975298964565,0.0,OBSERVED
TRAIN_FORWARD,ZONE_60M,2,RECENT_OR_PLANNED_CHANGE,HISTORY_LAGS_PLAN_TUNED__vs__CURRENT_PLAN_TUNED,18,-0.41106594867633445,-306.9607166853221,0.0,OBSERVED
TRAIN_FORWARD,ZONE_60M,2,RECENT_PAST_CHANGE,HISTORY_LAGS_PLAN_TUNED__vs__CURRENT_PLAN_TUNED,10,-0.4068349119411498,-429.6709274897012,0.0,OBSERVED
TRAIN_FORWARD,ZONE_60M,2,CHANGE_IN_PLAN,HISTORY_LAGS_PLAN_TUNED__vs__CURRENT_PLAN_TUNED,11,-0.4025898463715851,-222.37460090761016,0.0,OBSERVED
TRAIN_FORWARD,ZONE_60M,2,NO_RECENT_OR_PLANNED_CHANGE,HISTORY_LAGS_PLAN_TUNED__vs__CURRENT_PLAN_TUNED,4,-0.25436061516037967,-1059.277721074349,0.0,OBSERVED
TRAIN_FORWARD,ZONE_60M,2,MULTIPLE_CHANGES_IN_CONTEXT,HISTORY_LAGS_PLAN_TUNED__vs__CURRENT_PLAN_TUNED,22,-0.3825740698552517,-335.78975298964565,0.0,OBSERVED
TRAIN_FORWARD,ZONE_60M,2,ALL,HISTORY_SUMMARY_PLAN_A1__vs__CURRENT_PLAN_A1,22,-0.027818444565774748,-26.215517261083477,0.36363636363636365,OBSERVED
TRAIN_FORWARD,ZONE_60M,2,RECENT_OR_PLANNED_CHANGE,HISTORY_SUMMARY_PLAN_A1__vs__CURRENT_PLAN_A1,18,-0.017268397458963667,-14.961260504753696,0.3333333333333333,OBSERVED
TRAIN_FORWARD,ZONE_60M,2,RECENT_PAST_CHANGE,HISTORY_SUMMARY_PLAN_A1__vs__CURRENT_PLAN_A1,10,-0.022945333479784814,-22.87567639956079,0.3,OBSERVED
TRAIN_FORWARD,ZONE_60M,2,CHANGE_IN_PLAN,HISTORY_SUMMARY_PLAN_A1__vs__CURRENT_PLAN_A1,11,-0.010349786523886713,-7.477638466682703,0.36363636363636365,OBSERVED
TRAIN_FORWARD,ZONE_60M,2,NO_RECENT_OR_PLANNED_CHANGE,HISTORY_SUMMARY_PLAN_A1__vs__CURRENT_PLAN_A1,4,-0.07529365654642461,-117.21412258293117,0.5,OBSERVED
TRAIN_FORWARD,ZONE_60M,2,MULTIPLE_CHANGES_IN_CONTEXT,HISTORY_SUMMARY_PLAN_A1__vs__CURRENT_PLAN_A1,22,-0.027818444565774748,-26.215517261083477,0.36363636363636365,OBSERVED
TRAIN_FORWARD,ZONE_60M,2,ALL,HISTORY_LAGS_PLAN_A1__vs__CURRENT_PLAN_A1,22,-0.3876033836190434,-365.26927915376064,0.0,OBSERVED
TRAIN_FORWARD,ZONE_60M,2,RECENT_OR_PLANNED_CHANGE,HISTORY_LAGS_PLAN_A1__vs__CURRENT_PLAN_A1,18,-0.4286629458628573,-371.39161390221005,0.0,OBSERVED
TRAIN_FORWARD,ZONE_60M,2,RECENT_PAST_CHANGE,HISTORY_LAGS_PLAN_A1__vs__CURRENT_PLAN_A1,10,-0.3958145312839818,-394.6129237944339,0.0,OBSERVED
TRAIN_FORWARD,ZONE_60M,2,CHANGE_IN_PLAN,HISTORY_LAGS_PLAN_A1__vs__CURRENT_PLAN_A1,11,-0.44790253889783005,-323.60602283509667,0.0,OBSERVED
TRAIN_FORWARD,ZONE_60M,2,NO_RECENT_OR_PLANNED_CHANGE,HISTORY_LAGS_PLAN_A1__vs__CURRENT_PLAN_A1,4,-0.2028353535218805,-315.76588363996603,0.0,OBSERVED
TRAIN_FORWARD,ZONE_60M,2,MULTIPLE_CHANGES_IN_CONTEXT,HISTORY_LAGS_PLAN_A1__vs__CURRENT_PLAN_A1,22,-0.3876033836190434,-365.26927915376064,0.0,OBSERVED
TRAIN_FORWARD,ZONE_60M,3,ALL,HISTORY_SUMMARY_PLAN_TUNED__vs__CURRENT_PLAN_TUNED,22,-0.053361950718811585,-78.44517011488682,0.2727272727272727,OBSERVED
TRAIN_FORWARD,ZONE_60M,3,RECENT_OR_PLANNED_CHANGE,HISTORY_SUMMARY_PLAN_TUNED__vs__CURRENT_PLAN_TUNED,20,-0.05403248893589396,-74.2232302002826,0.3,OBSERVED
TRAIN_FORWARD,ZONE_60M,3,RECENT_PAST_CHANGE,HISTORY_SUMMARY_PLAN_TUNED__vs__CURRENT_PLAN_TUNED,14,-0.0666411858559222,-91.57614951553985,0.21428571428571427,OBSERVED
TRAIN_FORWARD,ZONE_60M,3,CHANGE_IN_PLAN,HISTORY_SUMMARY_PLAN_TUNED__vs__CURRENT_PLAN_TUNED,14,-0.0483509400303062,-60.089268698646826,0.35714285714285715,OBSERVED
TRAIN_FORWARD,ZONE_60M,3,NO_RECENT_OR_PLANNED_CHANGE,HISTORY_SUMMARY_PLAN_TUNED__vs__CURRENT_PLAN_TUNED,2,-0.04665656854798783,-229.8695681702355,0.0,OBSERVED
TRAIN_FORWARD,ZONE_60M,3,MULTIPLE_CHANGES_IN_CONTEXT,HISTORY_SUMMARY_PLAN_TUNED__vs__CURRENT_PLAN_TUNED,22,-0.053361950718811585,-78.44517011488682,0.2727272727272727,OBSERVED
TRAIN_FORWARD,ZONE_60M,3,ALL,HISTORY_LAGS_PLAN_TUNED__vs__CURRENT_PLAN_TUNED,22,-0.2278879185571359,-335.0084900858011,0.18181818181818182,OBSERVED
TRAIN_FORWARD,ZONE_60M,3,RECENT_OR_PLANNED_CHANGE,HISTORY_LAGS_PLAN_TUNED__vs__CURRENT_PLAN_TUNED,20,-0.23301261770133713,-320.08425863439544,0.2,OBSERVED
TRAIN_FORWARD,ZONE_60M,3,RECENT_PAST_CHANGE,HISTORY_LAGS_PLAN_TUNED__vs__CURRENT_PLAN_TUNED,14,-0.2343510499500652,-322.0375885229501,0.21428571428571427,OBSERVED
TRAIN_FORWARD,ZONE_60M,3,CHANGE_IN_PLAN,HISTORY_LAGS_PLAN_TUNED__vs__CURRENT_PLAN_TUNED,14,-0.21131262714246363,-262.61374078397733,0.21428571428571427,OBSERVED
TRAIN_FORWARD,ZONE_60M,3,NO_RECENT_OR_PLANNED_CHANGE,HISTORY_LAGS_PLAN_TUNED__vs__CURRENT_PLAN_TUNED,2,-0.17664092711512325,-870.2820396099314,0.0,OBSERVED
TRAIN_FORWARD,ZONE_60M,3,MULTIPLE_CHANGES_IN_CONTEXT,HISTORY_LAGS_PLAN_TUNED__vs__CURRENT_PLAN_TUNED,22,-0.2278879185571359,-335.0084900858011,0.18181818181818182,OBSERVED
TRAIN_FORWARD,ZONE_60M,3,ALL,HISTORY_SUMMARY_PLAN_A1__vs__CURRENT_PLAN_A1,22,-0.04895788252139364,-48.16130119019084,0.2727272727272727,OBSERVED
TRAIN_FORWARD,ZONE_60M,3,RECENT_OR_PLANNED_CHANGE,HISTORY_SUMMARY_PLAN_A1__vs__CURRENT_PLAN_A1,20,-0.04696078370886739,-42.69869716061731,0.3,OBSERVED
TRAIN_FORWARD,ZONE_60M,3,RECENT_PAST_CHANGE,HISTORY_SUMMARY_PLAN_A1__vs__CURRENT_PLAN_A1,14,-0.053701835066916496,-51.85114219891155,0.2857142857142857,OBSERVED
TRAIN_FORWARD,ZONE_60M,3,CHANGE_IN_PLAN,HISTORY_SUMMARY_PLAN_A1__vs__CURRENT_PLAN_A1,14,-0.03930354668759421,-31.5646933478349,0.35714285714285715,OBSERVED
TRAIN_FORWARD,ZONE_60M,3,NO_RECENT_OR_PLANNED_CHANGE,HISTORY_SUMMARY_PLAN_A1__vs__CURRENT_PLAN_A1,2,-0.06892887064665605,-375.1000253569111,0.0,OBSERVED
TRAIN_FORWARD,ZONE_60M,3,MULTIPLE_CHANGES_IN_CONTEXT,HISTORY_SUMMARY_PLAN_A1__vs__CURRENT_PLAN_A1,22,-0.04895788252139364,-48.16130119019084,0.2727272727272727,OBSERVED
TRAIN_FORWARD,ZONE_60M,3,ALL,HISTORY_LAGS_PLAN_A1__vs__CURRENT_PLAN_A1,22,-0.24906452470141868,-245.01205877715506,0.09090909090909091,OBSERVED
TRAIN_FORWARD,ZONE_60M,3,RECENT_OR_PLANNED_CHANGE,HISTORY_LAGS_PLAN_A1__vs__CURRENT_PLAN_A1,20,-0.26860249393339664,-244.2245558794415,0.1,OBSERVED
TRAIN_FORWARD,ZONE_60M,3,RECENT_PAST_CHANGE,HISTORY_LAGS_PLAN_A1__vs__CURRENT_PLAN_A1,14,-0.27906493552485045,-269.447694601099,0.07142857142857142,OBSERVED
TRAIN_FORWARD,ZONE_60M,3,CHANGE_IN_PLAN,HISTORY_LAGS_PLAN_A1__vs__CURRENT_PLAN_A1,14,-0.25522512700716843,-204.9713969244999,0.14285714285714285,OBSERVED
TRAIN_FORWARD,ZONE_60M,3,NO_RECENT_OR_PLANNED_CHANGE,HISTORY_LAGS_PLAN_A1__vs__CURRENT_PLAN_A1,2,-0.05368483238163909,-292.14437722129225,0.0,OBSERVED
TRAIN_FORWARD,ZONE_60M,3,MULTIPLE_CHANGES_IN_CONTEXT,HISTORY_LAGS_PLAN_A1__vs__CURRENT_PLAN_A1,22,-0.24906452470141868,-245.01205877715506,0.09090909090909091,OBSERVED
TRAIN_FORWARD,ZONE_60M,4,ALL,HISTORY_SUMMARY_PLAN_TUNED__vs__CURRENT_PLAN_TUNED,22,-0.003957303123977402,-8.77508428582178,0.45454545454545453,OBSERVED
TRAIN_FORWARD,ZONE_60M,4,RECENT_OR_PLANNED_CHANGE,HISTORY_SUMMARY_PLAN_TUNED__vs__CURRENT_PLAN_TUNED,18,-0.004543743593491929,-9.366879071174903,0.4444444444444444,OBSERVED
TRAIN_FORWARD,ZONE_60M,4,RECENT_PAST_CHANGE,HISTORY_SUMMARY_PLAN_TUNED__vs__CURRENT_PLAN_TUNED,11,-0.017371851965722152,-41.838941395322514,0.2727272727272727,OBSERVED
TRAIN_FORWARD,ZONE_60M,4,CHANGE_IN_PLAN,HISTORY_SUMMARY_PLAN_TUNED__vs__CURRENT_PLAN_TUNED,11,0.014965469608653442,25.71406172096698,0.5454545454545454,OBSERVED
TRAIN_FORWARD,ZONE_60M,4,NO_RECENT_OR_PLANNED_CHANGE,HISTORY_SUMMARY_PLAN_TUNED__vs__CURRENT_PLAN_TUNED,4,-0.0013183210111620287,-4.432086518745895,0.5,OBSERVED
TRAIN_FORWARD,ZONE_60M,4,MULTIPLE_CHANGES_IN_CONTEXT,HISTORY_SUMMARY_PLAN_TUNED__vs__CURRENT_PLAN_TUNED,22,-0.003957303123977402,-8.77508428582178,0.45454545454545453,OBSERVED
TRAIN_FORWARD,ZONE_60M,4,ALL,HISTORY_LAGS_PLAN_TUNED__vs__CURRENT_PLAN_TUNED,22,-0.01954921406618385,-43.34921934914067,0.36363636363636365,OBSERVED
TRAIN_FORWARD,ZONE_60M,4,RECENT_OR_PLANNED_CHANGE,HISTORY_LAGS_PLAN_TUNED__vs__CURRENT_PLAN_TUNED,18,-0.01953453369986978,-40.27023336892351,0.3888888888888889,OBSERVED
TRAIN_FORWARD,ZONE_60M,4,RECENT_PAST_CHANGE,HISTORY_LAGS_PLAN_TUNED__vs__CURRENT_PLAN_TUNED,11,-0.02300821462201029,-55.413743168014264,0.36363636363636365,OBSERVED
TRAIN_FORWARD,ZONE_60M,4,CHANGE_IN_PLAN,HISTORY_LAGS_PLAN_TUNED__vs__CURRENT_PLAN_TUNED,11,-0.018788439384227796,-32.2827884857902,0.36363636363636365,OBSERVED
TRAIN_FORWARD,ZONE_60M,4,NO_RECENT_OR_PLANNED_CHANGE,HISTORY_LAGS_PLAN_TUNED__vs__CURRENT_PLAN_TUNED,4,-0.019615275714597168,-65.94493929784215,0.25,OBSERVED
TRAIN_FORWARD,ZONE_60M,4,MULTIPLE_CHANGES_IN_CONTEXT,HISTORY_LAGS_PLAN_TUNED__vs__CURRENT_PLAN_TUNED,22,-0.01954921406618385,-43.34921934914067,0.36363636363636365,OBSERVED
TRAIN_FORWARD,ZONE_60M,4,ALL,HISTORY_SUMMARY_PLAN_A1__vs__CURRENT_PLAN_A1,22,-0.0022132539494141724,-4.23898187225135,0.5454545454545454,OBSERVED
TRAIN_FORWARD,ZONE_60M,4,RECENT_OR_PLANNED_CHANGE,HISTORY_SUMMARY_PLAN_A1__vs__CURRENT_PLAN_A1,18,-0.004187190117298309,-7.732035485626918,0.5,OBSERVED
TRAIN_FORWARD,ZONE_60M,4,RECENT_PAST_CHANGE,HISTORY_SUMMARY_PLAN_A1__vs__CURRENT_PLAN_A1,11,-0.01765928163201962,-39.964403180670104,0.36363636363636365,OBSERVED
TRAIN_FORWARD,ZONE_60M,4,CHANGE_IN_PLAN,HISTORY_SUMMARY_PLAN_A1__vs__CURRENT_PLAN_A1,11,0.015366796511170228,24.08295911601485,0.6363636363636364,OBSERVED
TRAIN_FORWARD,ZONE_60M,4,NO_RECENT_OR_PLANNED_CHANGE,HISTORY_SUMMARY_PLAN_A1__vs__CURRENT_PLAN_A1,4,0.006669458806064434,15.34142470936406,0.75,OBSERVED
TRAIN_FORWARD,ZONE_60M,4,MULTIPLE_CHANGES_IN_CONTEXT,HISTORY_SUMMARY_PLAN_A1__vs__CURRENT_PLAN_A1,22,-0.0022132539494141724,-4.23898187225135,0.5454545454545454,OBSERVED
TRAIN_FORWARD,ZONE_60M,4,ALL,HISTORY_LAGS_PLAN_A1__vs__CURRENT_PLAN_A1,22,-0.037792690339464335,-72.38325692133168,0.13636363636363635,OBSERVED
TRAIN_FORWARD,ZONE_60M,4,RECENT_OR_PLANNED_CHANGE,HISTORY_LAGS_PLAN_A1__vs__CURRENT_PLAN_A1,18,-0.037606361913244374,-69.4436404015372,0.16666666666666666,OBSERVED
TRAIN_FORWARD,ZONE_60M,4,RECENT_PAST_CHANGE,HISTORY_LAGS_PLAN_A1__vs__CURRENT_PLAN_A1,11,-0.050027578554799376,-113.21651475853345,0.18181818181818182,OBSERVED
TRAIN_FORWARD,ZONE_60M,4,CHANGE_IN_PLAN,HISTORY_LAGS_PLAN_A1__vs__CURRENT_PLAN_A1,11,-0.02807069474085402,-43.99260400895613,0.18181818181818182,OBSERVED
TRAIN_FORWARD,ZONE_60M,4,NO_RECENT_OR_PLANNED_CHANGE,HISTORY_LAGS_PLAN_A1__vs__CURRENT_PLAN_A1,4,-0.03863116825745412,-88.8613568941476,0.0,OBSERVED
TRAIN_FORWARD,ZONE_60M,4,MULTIPLE_CHANGES_IN_CONTEXT,HISTORY_LAGS_PLAN_A1__vs__CURRENT_PLAN_A1,22,-0.037792690339464335,-72.38325692133168,0.13636363636363635,OBSERVED
TRAIN_FORWARD,ZONE_120M,2,ALL,HISTORY_SUMMARY_PLAN_TUNED__vs__CURRENT_PLAN_TUNED,20,0.05427248057368874,15.473958241701485,0.6,OBSERVED
TRAIN_FORWARD,ZONE_120M,2,RECENT_OR_PLANNED_CHANGE,HISTORY_SUMMARY_PLAN_TUNED__vs__CURRENT_PLAN_TUNED,20,0.05427248057368874,15.473958241701485,0.6,OBSERVED
TRAIN_FORWARD,ZONE_120M,2,RECENT_PAST_CHANGE,HISTORY_SUMMARY_PLAN_TUNED__vs__CURRENT_PLAN_TUNED,10,0.0455963844750033,13.753489317932518,0.6,OBSERVED
TRAIN_FORWARD,ZONE_120M,2,CHANGE_IN_PLAN,HISTORY_SUMMARY_PLAN_TUNED__vs__CURRENT_PLAN_TUNED,16,0.08535434069847138,22.200779154702737,0.6875,OBSERVED
TRAIN_FORWARD,ZONE_120M,2,NO_RECENT_OR_PLANNED_CHANGE,HISTORY_SUMMARY_PLAN_TUNED__vs__CURRENT_PLAN_TUNED,0,,,,NO_PANEL_SUPPORT
TRAIN_FORWARD,ZONE_120M,2,MULTIPLE_CHANGES_IN_CONTEXT,HISTORY_SUMMARY_PLAN_TUNED__vs__CURRENT_PLAN_TUNED,20,0.05427248057368874,15.473958241701485,0.6,OBSERVED
TRAIN_FORWARD,ZONE_120M,2,ALL,HISTORY_LAGS_PLAN_TUNED__vs__CURRENT_PLAN_TUNED,20,-0.25883433078489193,-73.79783609938553,0.2,OBSERVED
TRAIN_FORWARD,ZONE_120M,2,RECENT_OR_PLANNED_CHANGE,HISTORY_LAGS_PLAN_TUNED__vs__CURRENT_PLAN_TUNED,20,-0.25883433078489193,-73.79783609938553,0.2,OBSERVED
TRAIN_FORWARD,ZONE_120M,2,RECENT_PAST_CHANGE,HISTORY_LAGS_PLAN_TUNED__vs__CURRENT_PLAN_TUNED,10,-0.2386957545751625,-71.99911897806459,0.2,OBSERVED
TRAIN_FORWARD,ZONE_120M,2,CHANGE_IN_PLAN,HISTORY_LAGS_PLAN_TUNED__vs__CURRENT_PLAN_TUNED,16,-0.30111388825807667,-78.320128524537,0.125,OBSERVED
TRAIN_FORWARD,ZONE_120M,2,NO_RECENT_OR_PLANNED_CHANGE,HISTORY_LAGS_PLAN_TUNED__vs__CURRENT_PLAN_TUNED,0,,,,NO_PANEL_SUPPORT
TRAIN_FORWARD,ZONE_120M,2,MULTIPLE_CHANGES_IN_CONTEXT,HISTORY_LAGS_PLAN_TUNED__vs__CURRENT_PLAN_TUNED,20,-0.25883433078489193,-73.79783609938553,0.2,OBSERVED
TRAIN_FORWARD,ZONE_120M,2,ALL,HISTORY_SUMMARY_PLAN_A1__vs__CURRENT_PLAN_A1,20,-0.05002521865737617,-33.07692785798472,0.3,OBSERVED
TRAIN_FORWARD,ZONE_120M,2,RECENT_OR_PLANNED_CHANGE,HISTORY_SUMMARY_PLAN_A1__vs__CURRENT_PLAN_A1,20,-0.05002521865737617,-33.07692785798472,0.3,OBSERVED
TRAIN_FORWARD,ZONE_120M,2,RECENT_PAST_CHANGE,HISTORY_SUMMARY_PLAN_A1__vs__CURRENT_PLAN_A1,10,-0.0887991789638645,-79.06830905763593,0.1,OBSERVED
TRAIN_FORWARD,ZONE_120M,2,CHANGE_IN_PLAN,HISTORY_SUMMARY_PLAN_A1__vs__CURRENT_PLAN_A1,16,-0.02184942429881327,-13.378335195443226,0.375,OBSERVED
TRAIN_FORWARD,ZONE_120M,2,NO_RECENT_OR_PLANNED_CHANGE,HISTORY_SUMMARY_PLAN_A1__vs__CURRENT_PLAN_A1,0,,,,NO_PANEL_SUPPORT
TRAIN_FORWARD,ZONE_120M,2,MULTIPLE_CHANGES_IN_CONTEXT,HISTORY_SUMMARY_PLAN_A1__vs__CURRENT_PLAN_A1,20,-0.05002521865737617,-33.07692785798472,0.3,OBSERVED
TRAIN_FORWARD,ZONE_120M,2,ALL,HISTORY_LAGS_PLAN_A1__vs__CURRENT_PLAN_A1,20,-0.4509788607496499,-298.1895060701111,0.0,OBSERVED
TRAIN_FORWARD,ZONE_120M,2,RECENT_OR_PLANNED_CHANGE,HISTORY_LAGS_PLAN_A1__vs__CURRENT_PLAN_A1,20,-0.4509788607496499,-298.1895060701111,0.0,OBSERVED
TRAIN_FORWARD,ZONE_120M,2,RECENT_PAST_CHANGE,HISTORY_LAGS_PLAN_A1__vs__CURRENT_PLAN_A1,10,-0.4443250128679,-395.6345976326384,0.0,OBSERVED
TRAIN_FORWARD,ZONE_120M,2,CHANGE_IN_PLAN,HISTORY_LAGS_PLAN_A1__vs__CURRENT_PLAN_A1,16,-0.5155948032413373,-315.6971098394504,0.0,OBSERVED
TRAIN_FORWARD,ZONE_120M,2,NO_RECENT_OR_PLANNED_CHANGE,HISTORY_LAGS_PLAN_A1__vs__CURRENT_PLAN_A1,0,,,,NO_PANEL_SUPPORT
TRAIN_FORWARD,ZONE_120M,2,MULTIPLE_CHANGES_IN_CONTEXT,HISTORY_LAGS_PLAN_A1__vs__CURRENT_PLAN_A1,20,-0.4509788607496499,-298.1895060701111,0.0,OBSERVED
TRAIN_FORWARD,ZONE_120M,3,ALL,HISTORY_SUMMARY_PLAN_TUNED__vs__CURRENT_PLAN_TUNED,20,-0.09471985082386042,-37.079080380492904,0.3,OBSERVED
TRAIN_FORWARD,ZONE_120M,3,RECENT_OR_PLANNED_CHANGE,HISTORY_SUMMARY_PLAN_TUNED__vs__CURRENT_PLAN_TUNED,20,-0.09471985082386042,-37.079080380492904,0.3,OBSERVED
TRAIN_FORWARD,ZONE_120M,3,RECENT_PAST_CHANGE,HISTORY_SUMMARY_PLAN_TUNED__vs__CURRENT_PLAN_TUNED,13,-0.1228056751332945,-47.1996236590995,0.23076923076923078,OBSERVED
TRAIN_FORWARD,ZONE_120M,3,CHANGE_IN_PLAN,HISTORY_SUMMARY_PLAN_TUNED__vs__CURRENT_PLAN_TUNED,18,-0.08463327409796444,-30.12164809147529,0.3333333333333333,OBSERVED
