target,seed,arm,variant,condition,metric,date,id,value
T0,73260,F0,RAW,S0,sum_CRPS_Wh,2024-10-03,T0_TEST_1003,377799.50365445646
T0,73260,F0,RAW,S0,energy,2024-10-03,T0_TEST_1003,0.90472742918729
T0,73260,F0,RAW,S0,variogram,2024-10-03,T0_TEST_1003,14354.18570620348
T0,73260,F0,RAW,S0,variogram_normalized,2024-10-03,T0_TEST_1003,0.03329376876131975
T0,73260,F0,RAW,S0,Brier,2024-10-03,T0_TEST_1003,0.09765625
T0,73260,F0,RAW,S0,marginal_CRPS_normalized,2024-10-03,T0_TEST_1003,0.12913930990033703
T0,73260,F1,RAW,S0,sum_CRPS_normalized,2024-10-03,T0_TEST_1003,0.035406124793501435
T0,73260,F1,RAW,S0,sum_CRPS_Wh,2024-10-03,T0_TEST_1003,366357.62858788285
T0,73260,F1,RAW,S0,energy,2024-10-03,T0_TEST_1003,0.8844077377003554
T0,73260,F1,RAW,S0,variogram,2024-10-03,T0_TEST_1003,13908.473878568006
T0,73260,F1,RAW,S0,variogram_normalized,2024-10-03,T0_TEST_1003,0.032259963930644654
T0,73260,F1,RAW,S0,Brier,2024-10-03,T0_TEST_1003,0.1618804931640625
T0,73260,F1,RAW,S0,marginal_CRPS_normalized,2024-10-03,T0_TEST_1003,0.12913930990033706
T0,73260,F2,RAW,S0,sum_CRPS_normalized,2024-10-03,T0_TEST_1003,0.03403292667677228
T0,73260,F2,RAW,S0,sum_CRPS_Wh,2024-10-03,T0_TEST_1003,352148.74217175134
T0,73260,F2,RAW,S0,energy,2024-10-03,T0_TEST_1003,0.8945524918875558
T0,73260,F2,RAW,S0,variogram,2024-10-03,T0_TEST_1003,13975.74268120165
T0,73260,F2,RAW,S0,variogram_normalized,2024-10-03,T0_TEST_1003,0.03241599033336616
T0,73260,F2,RAW,S0,Brier,2024-10-03,T0_TEST_1003,0.14654541015625
T0,73260,F2,RAW,S0,marginal_CRPS_normalized,2024-10-03,T0_TEST_1003,0.12913930990033703
T0,73260,F3,RAW,S0,sum_CRPS_normalized,2024-10-03,T0_TEST_1003,0.040086736173838254
T0,73260,F3,RAW,S0,sum_CRPS_Wh,2024-10-03,T0_TEST_1003,414789.296714308
T0,73260,F3,RAW,S0,energy,2024-10-03,T0_TEST_1003,0.8908942016795101
T0,73260,F3,RAW,S0,variogram,2024-10-03,T0_TEST_1003,14164.591042681155
T0,73260,F3,RAW,S0,variogram_normalized,2024-10-03,T0_TEST_1003,0.032854014043435305
T0,73260,F3,RAW,S0,Brier,2024-10-03,T0_TEST_1003,0.14654541015625
T0,73260,F3,RAW,S0,marginal_CRPS_normalized,2024-10-03,T0_TEST_1003,0.12913930990033706
T0,73260,F0,RAW,S0,sum_CRPS_normalized,2024-10-04,T0_TEST_1004,0.012315922104556398
T0,73260,F0,RAW,S0,sum_CRPS_Wh,2024-10-04,T0_TEST_1004,127436.48288011807
T0,73260,F0,RAW,S0,energy,2024-10-04,T0_TEST_1004,0.7032716436047988
T0,73260,F0,RAW,S0,variogram,2024-10-04,T0_TEST_1004,8968.145915585268
T0,73260,F0,RAW,S0,variogram_normalized,2024-10-04,T0_TEST_1004,0.020801136507675996
T0,73260,F0,RAW,S0,Brier,2024-10-04,T0_TEST_1004,0.0
T0,73260,F0,RAW,S0,marginal_CRPS_normalized,2024-10-04,T0_TEST_1004,0.0894899306541455
T0,73260,F1,RAW,S0,sum_CRPS_normalized,2024-10-04,T0_TEST_1004,0.02317394527356783
T0,73260,F1,RAW,S0,sum_CRPS_Wh,2024-10-04,T0_TEST_1004,239787.6549598549
T0,73260,F1,RAW,S0,energy,2024-10-04,T0_TEST_1004,0.7200456442835749
T0,73260,F1,RAW,S0,variogram,2024-10-04,T0_TEST_1004,8931.647431318197
T0,73260,F1,RAW,S0,variogram_normalized,2024-10-04,T0_TEST_1004,0.02071648021854903
T0,73260,F1,RAW,S0,Brier,2024-10-04,T0_TEST_1004,0.0055084228515625
T0,73260,F1,RAW,S0,marginal_CRPS_normalized,2024-10-04,T0_TEST_1004,0.08948993065414551
T0,73260,F2,RAW,S0,sum_CRPS_normalized,2024-10-04,T0_TEST_1004,0.017677049756159312
T0,73260,F2,RAW,S0,sum_CRPS_Wh,2024-10-04,T0_TEST_1004,182909.65382026753
T0,73260,F2,RAW,S0,energy,2024-10-04,T0_TEST_1004,0.7108475464565656
T0,73260,F2,RAW,S0,variogram,2024-10-04,T0_TEST_1004,8939.700534871969
T0,73260,F2,RAW,S0,variogram_normalized,2024-10-04,T0_TEST_1004,0.020735158963064253
T0,73260,F2,RAW,S0,Brier,2024-10-04,T0_TEST_1004,0.0012359619140625
T0,73260,F2,RAW,S0,marginal_CRPS_normalized,2024-10-04,T0_TEST_1004,0.08948993065414555
T0,73260,F3,RAW,S0,sum_CRPS_normalized,2024-10-04,T0_TEST_1004,0.030104859760751824
T0,73260,F3,RAW,S0,sum_CRPS_Wh,2024-10-04,T0_TEST_1004,311503.8738423061
T0,73260,F3,RAW,S0,energy,2024-10-04,T0_TEST_1004,0.7296765472783211
T0,73260,F3,RAW,S0,variogram,2024-10-04,T0_TEST_1004,9064.632790219439
T0,73260,F3,RAW,S0,variogram_normalized,2024-10-04,T0_TEST_1004,0.021024932671270577
T0,73260,F3,RAW,S0,Brier,2024-10-04,T0_TEST_1004,0.0111236572265625
T0,73260,F3,RAW,S0,marginal_CRPS_normalized,2024-10-04,T0_TEST_1004,0.0894899306541455
T0,73260,F0,RAW,S0,sum_CRPS_normalized,2024-10-05,T0_TEST_1005,0.16191982662606916
T0,73260,F0,RAW,S0,sum_CRPS_Wh,2024-10-05,T0_TEST_1005,1675432.260662871
T0,73260,F0,RAW,S0,energy,2024-10-05,T0_TEST_1005,0.9734511305570835
T0,73260,F0,RAW,S0,variogram,2024-10-05,T0_TEST_1005,8210.114006594988
T0,73260,F0,RAW,S0,variogram_normalized,2024-10-05,T0_TEST_1005,0.019042921892916127
T0,73260,F0,RAW,S0,Brier,2024-10-05,T0_TEST_1005,6.103515625e-05
T0,73260,F0,RAW,S0,marginal_CRPS_normalized,2024-10-05,T0_TEST_1005,0.12830329171762334
T0,73260,F1,RAW,S0,sum_CRPS_normalized,2024-10-05,T0_TEST_1005,0.1389290386246045
T0,73260,F1,RAW,S0,sum_CRPS_Wh,2024-10-05,T0_TEST_1005,1437539.7880834008
T0,73260,F1,RAW,S0,energy,2024-10-05,T0_TEST_1005,0.9423614370177003
T0,73260,F1,RAW,S0,variogram,2024-10-05,T0_TEST_1005,7778.186481885433
T0,73260,F1,RAW,S0,variogram_normalized,2024-10-05,T0_TEST_1005,0.018041089018264497
T0,73260,F1,RAW,S0,Brier,2024-10-05,T0_TEST_1005,0.006103515625
T0,73260,F1,RAW,S0,marginal_CRPS_normalized,2024-10-05,T0_TEST_1005,0.12830329171762334
T0,73260,F2,RAW,S0,sum_CRPS_normalized,2024-10-05,T0_TEST_1005,0.14541704510952708
T0,73260,F2,RAW,S0,sum_CRPS_Wh,2024-10-05,T0_TEST_1005,1504673.1070767096
T0,73260,F2,RAW,S0,energy,2024-10-05,T0_TEST_1005,0.9485031566648204
T0,73260,F2,RAW,S0,variogram,2024-10-05,T0_TEST_1005,7910.168669855883
T0,73260,F2,RAW,S0,variogram_normalized,2024-10-05,T0_TEST_1005,0.018347214669474525
T0,73260,F2,RAW,S0,Brier,2024-10-05,T0_TEST_1005,0.0007476806640625
T0,73260,F2,RAW,S0,marginal_CRPS_normalized,2024-10-05,T0_TEST_1005,0.12830329171762334
T0,73260,F3,RAW,S0,sum_CRPS_normalized,2024-10-05,T0_TEST_1005,0.13612011544297237
T0,73260,F3,RAW,S0,sum_CRPS_Wh,2024-10-05,T0_TEST_1005,1408475.0304543148
T0,73260,F3,RAW,S0,energy,2024-10-05,T0_TEST_1005,0.9415450240806515
T0,73260,F3,RAW,S0,variogram,2024-10-05,T0_TEST_1005,7812.438367608884
T0,73260,F3,RAW,S0,variogram_normalized,2024-10-05,T0_TEST_1005,0.018120534441798546
T0,73260,F3,RAW,S0,Brier,2024-10-05,T0_TEST_1005,0.0087890625
T0,73260,F3,RAW,S0,marginal_CRPS_normalized,2024-10-05,T0_TEST_1005,0.12830329171762334
T0,73260,F0,RAW,S0,sum_CRPS_normalized,2024-10-06,T0_TEST_1006,0.16282599259323177
T0,73260,F0,RAW,S0,sum_CRPS_Wh,2024-10-06,T0_TEST_1006,1684808.6275138874
T0,73260,F0,RAW,S0,energy,2024-10-06,T0_TEST_1006,1.3178733688897109
T0,73260,F0,RAW,S0,variogram,2024-10-06,T0_TEST_1006,20877.399791152602
T0,73260,F0,RAW,S0,variogram_normalized,2024-10-06,T0_TEST_1006,0.048424016186711494
T0,73260,F0,RAW,S0,Brier,2024-10-06,T0_TEST_1006,0.00054931640625
T0,73260,F0,RAW,S0,marginal_CRPS_normalized,2024-10-06,T0_TEST_1006,0.14714596294663276
T0,73260,F1,RAW,S0,sum_CRPS_normalized,2024-10-06,T0_TEST_1006,0.13587529433173845
T0,73260,F1,RAW,S0,sum_CRPS_Wh,2024-10-06,T0_TEST_1006,1405941.7941212505
T0,73260,F1,RAW,S0,energy,2024-10-06,T0_TEST_1006,1.2860349995179103
T0,73260,F1,RAW,S0,variogram,2024-10-06,T0_TEST_1006,20609.15912030974
T0,73260,F1,RAW,S0,variogram_normalized,2024-10-06,T0_TEST_1006,0.047801846246164896
T0,73260,F1,RAW,S0,Brier,2024-10-06,T0_TEST_1006,0.019775390625
T0,73260,F1,RAW,S0,marginal_CRPS_normalized,2024-10-06,T0_TEST_1006,0.1471459629466328
T0,73260,F2,RAW,S0,sum_CRPS_normalized,2024-10-06,T0_TEST_1006,0.14265609925253975
T0,73260,F2,RAW,S0,sum_CRPS_Wh,2024-10-06,T0_TEST_1006,1476104.7849933205
T0,73260,F2,RAW,S0,energy,2024-10-06,T0_TEST_1006,1.2896892778941247
T0,73260,F2,RAW,S0,variogram,2024-10-06,T0_TEST_1006,20842.664818911362
T0,73260,F2,RAW,S0,variogram_normalized,2024-10-06,T0_TEST_1006,0.048343450269744785
T0,73260,F2,RAW,S0,Brier,2024-10-06,T0_TEST_1006,0.0067291259765625
T0,73260,F2,RAW,S0,marginal_CRPS_normalized,2024-10-06,T0_TEST_1006,0.14714596294663276
T0,73260,F3,RAW,S0,sum_CRPS_normalized,2024-10-06,T0_TEST_1006,0.1278681730546717
T0,73260,F3,RAW,S0,sum_CRPS_Wh,2024-10-06,T0_TEST_1006,1323089.7457824228
T0,73260,F3,RAW,S0,energy,2024-10-06,T0_TEST_1006,1.2754768686925337
T0,73260,F3,RAW,S0,variogram,2024-10-06,T0_TEST_1006,20704.542716343392
T0,73260,F3,RAW,S0,variogram_normalized,2024-10-06,T0_TEST_1006,0.04802308341384311
T0,73260,F3,RAW,S0,Brier,2024-10-06,T0_TEST_1006,0.0208892822265625
T0,73260,F3,RAW,S0,marginal_CRPS_normalized,2024-10-06,T0_TEST_1006,0.14714596294663276
T0,73260,F0,RAW,S0,sum_CRPS_normalized,2024-10-07,T0_TEST_1007,0.061513797469897276
T0,73260,F0,RAW,S0,sum_CRPS_Wh,2024-10-07,T0_TEST_1007,636501.4273079447
T0,73260,F0,RAW,S0,energy,2024-10-07,T0_TEST_1007,1.0063793566967412
T0,73260,F0,RAW,S0,variogram,2024-10-07,T0_TEST_1007,13634.772595788556
T0,73260,F0,RAW,S0,variogram_normalized,2024-10-07,T0_TEST_1007,0.031625128391726036
T0,73260,F0,RAW,S0,Brier,2024-10-07,T0_TEST_1007,0.40045166015625
T0,73260,F0,RAW,S0,marginal_CRPS_normalized,2024-10-07,T0_TEST_1007,0.11562089602055046
T0,73260,F1,RAW,S0,sum_CRPS_normalized,2024-10-07,T0_TEST_1007,0.05022322891484805
T0,73260,F1,RAW,S0,sum_CRPS_Wh,2024-10-07,T0_TEST_1007,519674.58038918907
T0,73260,F1,RAW,S0,energy,2024-10-07,T0_TEST_1007,0.9807128077266589
T0,73260,F1,RAW,S0,variogram,2024-10-07,T0_TEST_1007,13804.729830565242
T0,73260,F1,RAW,S0,variogram_normalized,2024-10-07,T0_TEST_1007,0.032019335140181494
T0,73260,F1,RAW,S0,Brier,2024-10-07,T0_TEST_1007,0.3665924072265625
T0,73260,F1,RAW,S0,marginal_CRPS_normalized,2024-10-07,T0_TEST_1007,0.11562089602055048
T0,73260,F2,RAW,S0,sum_CRPS_normalized,2024-10-07,T0_TEST_1007,0.0521240471724416
T0,73260,F2,RAW,S0,sum_CRPS_Wh,2024-10-07,T0_TEST_1007,539342.9082078929
T0,73260,F2,RAW,S0,energy,2024-10-07,T0_TEST_1007,0.9804925622921941
T0,73260,F2,RAW,S0,variogram,2024-10-07,T0_TEST_1007,13565.04715091253
T0,73260,F2,RAW,S0,variogram_normalized,2024-10-07,T0_TEST_1007,0.03146340393824629
T0,73260,F2,RAW,S0,Brier,2024-10-07,T0_TEST_1007,0.3479156494140625
T0,73260,F2,RAW,S0,marginal_CRPS_normalized,2024-10-07,T0_TEST_1007,0.11562089602055045
T0,73260,F3,RAW,S0,sum_CRPS_normalized,2024-10-07,T0_TEST_1007,0.04820932363397435
T0,73260,F3,RAW,S0,sum_CRPS_Wh,2024-10-07,T0_TEST_1007,498836.10774626024
T0,73260,F3,RAW,S0,energy,2024-10-07,T0_TEST_1007,0.975177337363466
T0,73260,F3,RAW,S0,variogram,2024-10-07,T0_TEST_1007,13741.000867280614
T0,73260,F3,RAW,S0,variogram_normalized,2024-10-07,T0_TEST_1007,0.03187151920617975
T0,73260,F3,RAW,S0,Brier,2024-10-07,T0_TEST_1007,0.2539215087890625
T0,73260,F3,RAW,S0,marginal_CRPS_normalized,2024-10-07,T0_TEST_1007,0.11562089602055048
T0,73260,F0,RAW,S0,sum_CRPS_normalized,2024-10-08,T0_TEST_1008,0.10905282223921087
T0,73260,F0,RAW,S0,sum_CRPS_Wh,2024-10-08,T0_TEST_1008,1128401.7547638034
T0,73260,F0,RAW,S0,energy,2024-10-08,T0_TEST_1008,0.9760409209486989
T0,73260,F0,RAW,S0,variogram,2024-10-08,T0_TEST_1008,16555.377393204977
T0,73260,F0,RAW,S0,variogram_normalized,2024-10-08,T0_TEST_1008,0.038399315570198995
T0,73260,F0,RAW,S0,Brier,2024-10-08,T0_TEST_1008,0.00152587890625
T0,73260,F0,RAW,S0,marginal_CRPS_normalized,2024-10-08,T0_TEST_1008,0.11373117734533576
T0,73260,F1,RAW,S0,sum_CRPS_normalized,2024-10-08,T0_TEST_1008,0.08737984928237946
T0,73260,F1,RAW,S0,sum_CRPS_Wh,2024-10-08,T0_TEST_1008,904145.103598991
T0,73260,F1,RAW,S0,energy,2024-10-08,T0_TEST_1008,0.9407849543066946
T0,73260,F1,RAW,S0,variogram,2024-10-08,T0_TEST_1008,16144.03697679229
T0,73260,F1,RAW,S0,variogram_normalized,2024-10-08,T0_TEST_1008,0.03744523339608372
T0,73260,F1,RAW,S0,Brier,2024-10-08,T0_TEST_1008,0.02691650390625
T0,73260,F1,RAW,S0,marginal_CRPS_normalized,2024-10-08,T0_TEST_1008,0.11373117734533576
T0,73260,F2,RAW,S0,sum_CRPS_normalized,2024-10-08,T0_TEST_1008,0.09283458212329215
T0,73260,F2,RAW,S0,sum_CRPS_Wh,2024-10-08,T0_TEST_1008,960586.8350743318
T0,73260,F2,RAW,S0,energy,2024-10-08,T0_TEST_1008,0.9417128699088413
T0,73260,F2,RAW,S0,variogram,2024-10-08,T0_TEST_1008,16098.078679070093
T0,73260,F2,RAW,S0,variogram_normalized,2024-10-08,T0_TEST_1008,0.03733863557379378
T0,73260,F2,RAW,S0,Brier,2024-10-08,T0_TEST_1008,0.0044097900390625
T0,73260,F2,RAW,S0,marginal_CRPS_normalized,2024-10-08,T0_TEST_1008,0.11373117734533576
T0,73260,F3,RAW,S0,sum_CRPS_normalized,2024-10-08,T0_TEST_1008,0.07915798107412232
T0,73260,F3,RAW,S0,sum_CRPS_Wh,2024-10-08,T0_TEST_1008,819071.0053488472
T0,73260,F3,RAW,S0,energy,2024-10-08,T0_TEST_1008,0.9252935496176551
T0,73260,F3,RAW,S0,variogram,2024-10-08,T0_TEST_1008,16021.725636038811
T0,73260,F3,RAW,S0,variogram_normalized,2024-10-08,T0_TEST_1008,0.03716153875960055
T0,73260,F3,RAW,S0,Brier,2024-10-08,T0_TEST_1008,0.03515625
T0,73260,F3,RAW,S0,marginal_CRPS_normalized,2024-10-08,T0_TEST_1008,0.11373117734533576
T0,73260,F0,RAW,S0,sum_CRPS_normalized,2024-10-09,T0_TEST_1009,0.011494379917717632
T0,73260,F0,RAW,S0,sum_CRPS_Wh,2024-10-09,T0_TEST_1009,118935.74327332561
T0,73260,F0,RAW,S0,energy,2024-10-09,T0_TEST_1009,0.5193938553912827
T0,73260,F0,RAW,S0,variogram,2024-10-09,T0_TEST_1009,8656.295871694016
T0,73260,F0,RAW,S0,variogram_normalized,2024-10-09,T0_TEST_1009,0.020077816950438022
T0,73260,F0,RAW,S0,Brier,2024-10-09,T0_TEST_1009,0.0
T0,73260,F0,RAW,S0,marginal_CRPS_normalized,2024-10-09,T0_TEST_1009,0.07752213418145645
T0,73260,F1,RAW,S0,sum_CRPS_normalized,2024-10-09,T0_TEST_1009,0.02710878562381006
T0,73260,F1,RAW,S0,sum_CRPS_Wh,2024-10-09,T0_TEST_1009,280502.61001337285
T0,73260,F1,RAW,S0,energy,2024-10-09,T0_TEST_1009,0.5142244901302921
T0,73260,F1,RAW,S0,variogram,2024-10-09,T0_TEST_1009,8415.57348157719
T0,73260,F1,RAW,S0,variogram_normalized,2024-10-09,T0_TEST_1009,0.01951947419549107
T0,73260,F1,RAW,S0,Brier,2024-10-09,T0_TEST_1009,0.00494384765625
T0,73260,F1,RAW,S0,marginal_CRPS_normalized,2024-10-09,T0_TEST_1009,0.07752213418145647
T0,73260,F2,RAW,S0,sum_CRPS_normalized,2024-10-09,T0_TEST_1009,0.020639719866284285
T0,73260,F2,RAW,S0,sum_CRPS_Wh,2024-10-09,T0_TEST_1009,213565.27631959296
T0,73260,F2,RAW,S0,energy,2024-10-09,T0_TEST_1009,0.5155095344359415
T0,73260,F2,RAW,S0,variogram,2024-10-09,T0_TEST_1009,8269.450572326023
T0,73260,F2,RAW,S0,variogram_normalized,2024-10-09,T0_TEST_1009,0.01918054989487838
T0,73260,F2,RAW,S0,Brier,2024-10-09,T0_TEST_1009,0.0001373291015625
T0,73260,F2,RAW,S0,marginal_CRPS_normalized,2024-10-09,T0_TEST_1009,0.07752213418145645
T0,73260,F3,RAW,S0,sum_CRPS_normalized,2024-10-09,T0_TEST_1009,0.0356276497008897
T0,73260,F3,RAW,S0,sum_CRPS_Wh,2024-10-09,T0_TEST_1009,368649.8122204393
T0,73260,F3,RAW,S0,energy,2024-10-09,T0_TEST_1009,0.5514887732345355
T0,73260,F3,RAW,S0,variogram,2024-10-09,T0_TEST_1009,8085.700653077091
T0,73260,F3,RAW,S0,variogram_normalized,2024-10-09,T0_TEST_1009,0.018754351749849425
T0,73260,F3,RAW,S0,Brier,2024-10-09,T0_TEST_1009,6.103515625e-05
T0,73260,F3,RAW,S0,marginal_CRPS_normalized,2024-10-09,T0_TEST_1009,0.07752213418145648
T0,73260,F0,RAW,S0,sum_CRPS_normalized,2024-10-10,T0_TEST_1010,0.09801629875973979
T0,73260,F0,RAW,S0,sum_CRPS_Wh,2024-10-10,T0_TEST_1010,1014203.5872609979
T0,73260,F0,RAW,S0,energy,2024-10-10,T0_TEST_1010,1.2741776978334252
T0,73260,F0,RAW,S0,variogram,2024-10-10,T0_TEST_1010,29161.45550300391
T0,73260,F0,RAW,S0,variogram_normalized,2024-10-10,T0_TEST_1010,0.06763844192436036
T0,73260,F0,RAW,S0,Brier,2024-10-10,T0_TEST_1010,0.0009765625
T0,73260,F0,RAW,S0,marginal_CRPS_normalized,2024-10-10,T0_TEST_1010,0.16483657466208204
T0,73260,F1,RAW,S0,sum_CRPS_normalized,2024-10-10,T0_TEST_1010,0.08055099395247416
T0,73260,F1,RAW,S0,sum_CRPS_Wh,2024-10-10,T0_TEST_1010,833484.9209547434
T0,73260,F1,RAW,S0,energy,2024-10-10,T0_TEST_1010,1.234738513988235
T0,73260,F1,RAW,S0,variogram,2024-10-10,T0_TEST_1010,28424.64200584064
T0,73260,F1,RAW,S0,variogram_normalized,2024-10-10,T0_TEST_1010,0.06592944228503066
T0,73260,F1,RAW,S0,Brier,2024-10-10,T0_TEST_1010,0.0282135009765625
T0,73260,F1,RAW,S0,marginal_CRPS_normalized,2024-10-10,T0_TEST_1010,0.164836574662082
T0,73260,F2,RAW,S0,sum_CRPS_normalized,2024-10-10,T0_TEST_1010,0.08203470092061291
T0,73260,F2,RAW,S0,sum_CRPS_Wh,2024-10-10,T0_TEST_1010,848837.2750894269
T0,73260,F2,RAW,S0,energy,2024-10-10,T0_TEST_1010,1.2493327854737168
T0,73260,F2,RAW,S0,variogram,2024-10-10,T0_TEST_1010,28702.08134590427
T0,73260,F2,RAW,S0,variogram_normalized,2024-10-10,T0_TEST_1010,0.06657294804860593
T0,73260,F2,RAW,S0,Brier,2024-10-10,T0_TEST_1010,0.006103515625
T0,73260,F2,RAW,S0,marginal_CRPS_normalized,2024-10-10,T0_TEST_1010,0.16483657466208207
T0,73260,F3,RAW,S0,sum_CRPS_normalized,2024-10-10,T0_TEST_1010,0.07194208212895735
T0,73260,F3,RAW,S0,sum_CRPS_Wh,2024-10-10,T0_TEST_1010,744405.9681243934
T0,73260,F3,RAW,S0,energy,2024-10-10,T0_TEST_1010,1.2360298983953983
T0,73260,F3,RAW,S0,variogram,2024-10-10,T0_TEST_1010,28566.80007392332
T0,73260,F3,RAW,S0,variogram_normalized,2024-10-10,T0_TEST_1010,0.06625917034785316
T0,73260,F3,RAW,S0,Brier,2024-10-10,T0_TEST_1010,0.0186920166015625
T0,73260,F3,RAW,S0,marginal_CRPS_normalized,2024-10-10,T0_TEST_1010,0.164836574662082
T0,73260,F0,RAW,S0,sum_CRPS_normalized,2024-10-11,T0_TEST_1011,0.012054695650296147
