target,id,arm,lead,original_2pinball,ensemble_CRPS
T1,T1_TEST_1224,F0,23,145920.78347222222,152377.54459672992
T1,T1_TEST_1224,F1,0,36573.37595238087,38356.43544720112
T1,T1_TEST_1224,F1,1,16349.304880952388,17068.005652957938
T1,T1_TEST_1224,F1,2,34388.53988095236,36034.74509990966
T1,T1_TEST_1224,F1,3,21269.478988095252,22174.772159725326
T1,T1_TEST_1224,F1,4,23701.295059523807,24738.885845508426
T1,T1_TEST_1224,F1,5,53658.04892857148,56059.33571555246
T1,T1_TEST_1224,F1,6,43933.27206349209,46061.72078339121
T1,T1_TEST_1224,F1,7,14347.045039682538,14972.140269337855
T1,T1_TEST_1224,F1,8,39120.75535714285,40873.95684244484
T1,T1_TEST_1224,F1,9,20331.95875,21277.24783967808
T1,T1_TEST_1224,F1,10,11321.500059523798,11858.459442301348
T1,T1_TEST_1224,F1,11,9597.303273809524,10003.903258241713
T1,T1_TEST_1224,F1,12,10624.576051587317,11086.71647723265
T1,T1_TEST_1224,F1,13,12287.586785714318,12827.645015696784
T1,T1_TEST_1224,F1,14,15581.044166666663,16340.275412138551
T1,T1_TEST_1224,F1,15,20415.28255952387,21364.28212886185
T1,T1_TEST_1224,F1,16,20621.5565972222,21537.224639023916
T1,T1_TEST_1224,F1,17,36143.28655753966,37701.378787198824
T1,T1_TEST_1224,F1,18,41417.441111111075,43312.165845642274
T1,T1_TEST_1224,F1,19,26512.989136904773,27701.522842831175
T1,T1_TEST_1224,F1,20,25903.611845238152,27081.356891203584
T1,T1_TEST_1224,F1,21,46340.40649801584,48327.1563870478
T1,T1_TEST_1224,F1,22,88532.17426587307,92030.91384719017
T1,T1_TEST_1224,F1,23,145920.78347222222,152377.54459672995
T1,T1_TEST_1224,F2,0,36573.37595238087,38356.43544720112
T1,T1_TEST_1224,F2,1,16349.304880952388,17068.00565295799
T1,T1_TEST_1224,F2,2,34388.53988095236,36034.74509990966
T1,T1_TEST_1224,F2,3,21269.478988095252,22174.7721597254
T1,T1_TEST_1224,F2,4,23701.295059523807,24738.885845508426
T1,T1_TEST_1224,F2,5,53658.04892857148,56059.33571555241
T1,T1_TEST_1224,F2,6,43933.27206349209,46061.720783391254
T1,T1_TEST_1224,F2,7,14347.045039682538,14972.140269337833
T1,T1_TEST_1224,F2,8,39120.75535714285,40873.95684244484
T1,T1_TEST_1224,F2,9,20331.95875,21277.24783967808
T1,T1_TEST_1224,F2,10,11321.500059523798,11858.459442301333
T1,T1_TEST_1224,F2,11,9597.303273809524,10003.903258241713
T1,T1_TEST_1224,F2,12,10624.576051587317,11086.716477232629
T1,T1_TEST_1224,F2,13,12287.586785714318,12827.645015696784
T1,T1_TEST_1224,F2,14,15581.044166666663,16340.275412138551
T1,T1_TEST_1224,F2,15,20415.28255952387,21364.28212886183
T1,T1_TEST_1224,F2,16,20621.5565972222,21537.224639023858
T1,T1_TEST_1224,F2,17,36143.28655753966,37701.37878719885
T1,T1_TEST_1224,F2,18,41417.441111111075,43312.1658456423
T1,T1_TEST_1224,F2,19,26512.989136904773,27701.522842831153
T1,T1_TEST_1224,F2,20,25903.611845238152,27081.356891203606
T1,T1_TEST_1224,F2,21,46340.40649801584,48327.15638704783
T1,T1_TEST_1224,F2,22,88532.17426587307,92030.9138471902
T1,T1_TEST_1224,F2,23,145920.78347222222,152377.54459672992
T1,T1_TEST_1224,F3,0,36573.37595238087,38356.43544720112
T1,T1_TEST_1224,F3,1,16349.304880952388,17068.00565295796
T1,T1_TEST_1224,F3,2,34388.53988095236,36034.745099909705
T1,T1_TEST_1224,F3,3,21269.478988095252,22174.772159725486
T1,T1_TEST_1224,F3,4,23701.295059523807,24738.885845508426
T1,T1_TEST_1224,F3,5,53658.04892857148,56059.33571555243
T1,T1_TEST_1224,F3,6,43933.27206349209,46061.72078339121
T1,T1_TEST_1224,F3,7,14347.045039682538,14972.14026933784
T1,T1_TEST_1224,F3,8,39120.75535714285,40873.95684244484
T1,T1_TEST_1224,F3,9,20331.95875,21277.24783967808
T1,T1_TEST_1224,F3,10,11321.500059523798,11858.459442301326
T1,T1_TEST_1224,F3,11,9597.303273809524,10003.903258241713
T1,T1_TEST_1224,F3,12,10624.576051587317,11086.716477232614
T1,T1_TEST_1224,F3,13,12287.586785714318,12827.645015696762
T1,T1_TEST_1224,F3,14,15581.044166666663,16340.275412138551
T1,T1_TEST_1224,F3,15,20415.28255952387,21364.282128861843
T1,T1_TEST_1224,F3,16,20621.5565972222,21537.22463902391
T1,T1_TEST_1224,F3,17,36143.28655753966,37701.37878719882
T1,T1_TEST_1224,F3,18,41417.441111111075,43312.16584564229
T1,T1_TEST_1224,F3,19,26512.989136904773,27701.52284283116
T1,T1_TEST_1224,F3,20,25903.611845238152,27081.356891203606
T1,T1_TEST_1224,F3,21,46340.40649801584,48327.15638704781
T1,T1_TEST_1224,F3,22,88532.17426587307,92030.9138471902
T1,T1_TEST_1224,F3,23,145920.78347222222,152377.54459672995
T1,T1_TEST_1225,F0,0,18841.480575396872,19666.383297951288
T1,T1_TEST_1225,F0,1,14129.376964285717,14726.537006556988
T1,T1_TEST_1225,F0,2,15143.86142857143,15808.471610553563
T1,T1_TEST_1225,F0,3,37329.311746031795,38992.41525654869
T1,T1_TEST_1225,F0,4,18988.321825396844,19788.71058383953
T1,T1_TEST_1225,F0,5,26541.148749999935,27693.72483055771
T1,T1_TEST_1225,F0,6,28625.87035714289,30012.501114645274
T1,T1_TEST_1225,F0,7,57926.1738293651,60519.020631701846
T1,T1_TEST_1225,F0,8,86981.90073412692,90940.26790822961
T1,T1_TEST_1225,F0,9,34934.492777777734,36533.0477649744
T1,T1_TEST_1225,F0,10,59540.46192460311,62201.957991396164
T1,T1_TEST_1225,F0,11,72880.58109126991,75840.20318586784
T1,T1_TEST_1225,F0,12,21150.298650793702,22154.62640602512
T1,T1_TEST_1225,F0,13,11247.699761904734,11743.47773273661
T1,T1_TEST_1225,F0,14,10047.075744047619,10521.068607250229
T1,T1_TEST_1225,F0,15,9592.004156746043,10035.323206154622
T1,T1_TEST_1225,F0,16,12644.84720238097,13217.120073446371
T1,T1_TEST_1225,F0,17,9149.408601190476,9562.927902732044
T1,T1_TEST_1225,F0,18,8425.014166666666,8798.041665580124
T1,T1_TEST_1225,F0,19,8488.145386904764,8858.259146664292
T1,T1_TEST_1225,F0,20,14206.74276785713,14862.772628826373
T1,T1_TEST_1225,F0,21,16793.192738095222,17579.516296682217
T1,T1_TEST_1225,F0,22,31828.735734126956,33244.91048514335
T1,T1_TEST_1225,F0,23,69030.54515873012,72081.5246065821
T1,T1_TEST_1225,F1,0,18841.480575396872,19666.383297951274
T1,T1_TEST_1225,F1,1,14129.376964285717,14726.537006556988
T1,T1_TEST_1225,F1,2,15143.86142857143,15808.471610553563
T1,T1_TEST_1225,F1,3,37329.311746031795,38992.41525654873
T1,T1_TEST_1225,F1,4,18988.321825396844,19788.71058383955
T1,T1_TEST_1225,F1,5,26541.148749999935,27693.724830557767
T1,T1_TEST_1225,F1,6,28625.87035714289,30012.501114645333
T1,T1_TEST_1225,F1,7,57926.1738293651,60519.0206317018
T1,T1_TEST_1225,F1,8,86981.90073412692,90940.26790822961
T1,T1_TEST_1225,F1,9,34934.492777777734,36533.04776497431
T1,T1_TEST_1225,F1,10,59540.46192460311,62201.95799139615
T1,T1_TEST_1225,F1,11,72880.58109126991,75840.20318586782
T1,T1_TEST_1225,F1,12,21150.298650793702,22154.626406025127
T1,T1_TEST_1225,F1,13,11247.699761904734,11743.47773273661
T1,T1_TEST_1225,F1,14,10047.075744047619,10521.068607250229
T1,T1_TEST_1225,F1,15,9592.004156746043,10035.323206154615
T1,T1_TEST_1225,F1,16,12644.84720238097,13217.1200734464
T1,T1_TEST_1225,F1,17,9149.408601190476,9562.927902732044
T1,T1_TEST_1225,F1,18,8425.014166666666,8798.041665580124
T1,T1_TEST_1225,F1,19,8488.145386904764,8858.259146664292
T1,T1_TEST_1225,F1,20,14206.74276785713,14862.772628826417
T1,T1_TEST_1225,F1,21,16793.192738095222,17579.516296682195
T1,T1_TEST_1225,F1,22,31828.735734126956,33244.91048514334
T1,T1_TEST_1225,F1,23,69030.54515873012,72081.52460658216
T1,T1_TEST_1225,F2,0,18841.480575396872,19666.383297951274
T1,T1_TEST_1225,F2,1,14129.376964285717,14726.537006556988
T1,T1_TEST_1225,F2,2,15143.86142857143,15808.471610553563
T1,T1_TEST_1225,F2,3,37329.311746031795,38992.4152565487
T1,T1_TEST_1225,F2,4,18988.321825396844,19788.71058383948
T1,T1_TEST_1225,F2,5,26541.148749999935,27693.72483055778
T1,T1_TEST_1225,F2,6,28625.87035714289,30012.501114645347
T1,T1_TEST_1225,F2,7,57926.1738293651,60519.02063170183
T1,T1_TEST_1225,F2,8,86981.90073412692,90940.26790822958
T1,T1_TEST_1225,F2,9,34934.492777777734,36533.04776497431
T1,T1_TEST_1225,F2,10,59540.46192460311,62201.957991396164
T1,T1_TEST_1225,F2,11,72880.58109126991,75840.20318586782
T1,T1_TEST_1225,F2,12,21150.298650793702,22154.62640602512
T1,T1_TEST_1225,F2,13,11247.699761904734,11743.477732736617
T1,T1_TEST_1225,F2,14,10047.075744047619,10521.068607250229
T1,T1_TEST_1225,F2,15,9592.004156746043,10035.323206154615
T1,T1_TEST_1225,F2,16,12644.84720238097,13217.120073446378
T1,T1_TEST_1225,F2,17,9149.408601190476,9562.927902732044
T1,T1_TEST_1225,F2,18,8425.014166666666,8798.041665580124
T1,T1_TEST_1225,F2,19,8488.145386904764,8858.259146664292
T1,T1_TEST_1225,F2,20,14206.74276785713,14862.772628826366
T1,T1_TEST_1225,F2,21,16793.192738095222,17579.51629668216
T1,T1_TEST_1225,F2,22,31828.735734126956,33244.91048514334
T1,T1_TEST_1225,F2,23,69030.54515873012,72081.52460658213
T1,T1_TEST_1225,F3,0,18841.480575396872,19666.383297951215
T1,T1_TEST_1225,F3,1,14129.376964285717,14726.537006556988
T1,T1_TEST_1225,F3,2,15143.86142857143,15808.471610553563
T1,T1_TEST_1225,F3,3,37329.311746031795,38992.41525654872
T1,T1_TEST_1225,F3,4,18988.321825396844,19788.710583839493
T1,T1_TEST_1225,F3,5,26541.148749999935,27693.724830557738
T1,T1_TEST_1225,F3,6,28625.87035714289,30012.50111464536
T1,T1_TEST_1225,F3,7,57926.1738293651,60519.02063170183
T1,T1_TEST_1225,F3,8,86981.90073412692,90940.26790822955
T1,T1_TEST_1225,F3,9,34934.492777777734,36533.0477649743
T1,T1_TEST_1225,F3,10,59540.46192460311,62201.957991396164
T1,T1_TEST_1225,F3,11,72880.58109126991,75840.20318586784
T1,T1_TEST_1225,F3,12,21150.298650793702,22154.62640602514
T1,T1_TEST_1225,F3,13,11247.699761904734,11743.47773273661
T1,T1_TEST_1225,F3,14,10047.075744047619,10521.068607250229
T1,T1_TEST_1225,F3,15,9592.004156746043,10035.32320615463
T1,T1_TEST_1225,F3,16,12644.84720238097,13217.1200734464
T1,T1_TEST_1225,F3,17,9149.408601190476,9562.927902732044
T1,T1_TEST_1225,F3,18,8425.014166666666,8798.041665580124
T1,T1_TEST_1225,F3,19,8488.145386904764,8858.259146664292
T1,T1_TEST_1225,F3,20,14206.74276785713,14862.772628826366
T1,T1_TEST_1225,F3,21,16793.192738095222,17579.516296682195
T1,T1_TEST_1225,F3,22,31828.735734126956,33244.91048514328
T1,T1_TEST_1225,F3,23,69030.54515873012,72081.5246065822
T1,T1_TEST_1226,F0,0,25262.87119047625,26428.384235459067
T1,T1_TEST_1226,F0,1,64475.63571428582,67272.1752389744
T1,T1_TEST_1226,F0,2,53247.33581349203,55624.10152802619
T1,T1_TEST_1226,F0,3,65638.48648809522,68701.43934537098
T1,T1_TEST_1226,F0,4,36536.21035714286,38177.15729549527
T1,T1_TEST_1226,F0,5,29473.96021825399,30800.098482777852
T1,T1_TEST_1226,F0,6,20177.473809523814,21050.562186088413
T1,T1_TEST_1226,F0,7,17642.241349206364,18386.5593045106
T1,T1_TEST_1226,F0,8,25350.67261904764,26454.211493594034
T1,T1_TEST_1226,F0,9,47127.5029166667,49371.38039435305
T1,T1_TEST_1226,F0,10,29334.976845238096,30663.7588468194
T1,T1_TEST_1226,F0,11,30853.577083333425,32216.07221848146
T1,T1_TEST_1226,F0,12,34198.604781746064,35654.304126154806
T1,T1_TEST_1226,F0,13,36540.4137500001,38234.240933857865
T1,T1_TEST_1226,F0,14,36514.55226190476,38252.70470386371
T1,T1_TEST_1226,F0,15,11454.590873015914,11962.788397416603
T1,T1_TEST_1226,F0,16,20701.51099206346,21559.120322758972
T1,T1_TEST_1226,F0,17,9349.41238095238,9767.593584634364
T1,T1_TEST_1226,F0,18,5569.908501984137,5809.786904282257
T1,T1_TEST_1226,F0,19,5065.426378968255,5296.559779462103
T1,T1_TEST_1226,F0,20,18137.422678571398,18964.974247808277
T1,T1_TEST_1226,F0,21,38236.22272817454,39837.01424065681
T1,T1_TEST_1226,F0,22,30227.516240079338,31559.53363557331
T1,T1_TEST_1226,F0,23,53118.62988095238,55482.34068315104
T1,T1_TEST_1226,F1,0,25262.87119047625,26428.384235459045
T1,T1_TEST_1226,F1,1,64475.63571428582,67272.1752389744
T1,T1_TEST_1226,F1,2,53247.33581349203,55624.10152802616
T1,T1_TEST_1226,F1,3,65638.48648809522,68701.43934537098
T1,T1_TEST_1226,F1,4,36536.21035714286,38177.15729549527
T1,T1_TEST_1226,F1,5,29473.96021825399,30800.098482777816
T1,T1_TEST_1226,F1,6,20177.473809523814,21050.562186088413
T1,T1_TEST_1226,F1,7,17642.241349206364,18386.559304510607
T1,T1_TEST_1226,F1,8,25350.67261904764,26454.211493594077
T1,T1_TEST_1226,F1,9,47127.5029166667,49371.38039435311
T1,T1_TEST_1226,F1,10,29334.976845238096,30663.7588468194
T1,T1_TEST_1226,F1,11,30853.577083333425,32216.07221848146
T1,T1_TEST_1226,F1,12,34198.604781746064,35654.304126154784
T1,T1_TEST_1226,F1,13,36540.4137500001,38234.24093385787
T1,T1_TEST_1226,F1,14,36514.55226190476,38252.70470386371
T1,T1_TEST_1226,F1,15,11454.590873015914,11962.78839741661
T1,T1_TEST_1226,F1,16,20701.51099206346,21559.120322758994
T1,T1_TEST_1226,F1,17,9349.41238095238,9767.593584634364
T1,T1_TEST_1226,F1,18,5569.908501984137,5809.786904282235
T1,T1_TEST_1226,F1,19,5065.426378968255,5296.559779462106
T1,T1_TEST_1226,F1,20,18137.422678571398,18964.974247808284
T1,T1_TEST_1226,F1,21,38236.22272817454,39837.01424065682
T1,T1_TEST_1226,F1,22,30227.516240079338,31559.533635573287
T1,T1_TEST_1226,F1,23,53118.62988095238,55482.34068315104
T1,T1_TEST_1226,F2,0,25262.87119047625,26428.38423545903
T1,T1_TEST_1226,F2,1,64475.63571428582,67272.1752389744
T1,T1_TEST_1226,F2,2,53247.33581349203,55624.10152802618
T1,T1_TEST_1226,F2,3,65638.48648809522,68701.43934537098
T1,T1_TEST_1226,F2,4,36536.21035714286,38177.15729549527
T1,T1_TEST_1226,F2,5,29473.96021825399,30800.09848277781
T1,T1_TEST_1226,F2,6,20177.473809523814,21050.562186088413
T1,T1_TEST_1226,F2,7,17642.241349206364,18386.55930451062
T1,T1_TEST_1226,F2,8,25350.67261904764,26454.211493594077
T1,T1_TEST_1226,F2,9,47127.5029166667,49371.38039435314
T1,T1_TEST_1226,F2,10,29334.976845238096,30663.7588468194
T1,T1_TEST_1226,F2,11,30853.577083333425,32216.07221848146
T1,T1_TEST_1226,F2,12,34198.604781746064,35654.30412615479
T1,T1_TEST_1226,F2,13,36540.4137500001,38234.24093385787
T1,T1_TEST_1226,F2,14,36514.55226190476,38252.70470386371
T1,T1_TEST_1226,F2,15,11454.590873015914,11962.788397416607
T1,T1_TEST_1226,F2,16,20701.51099206346,21559.120322759016
T1,T1_TEST_1226,F2,17,9349.41238095238,9767.593584634364
T1,T1_TEST_1226,F2,18,5569.908501984137,5809.786904282253
T1,T1_TEST_1226,F2,19,5065.426378968255,5296.559779462084
T1,T1_TEST_1226,F2,20,18137.422678571398,18964.97424780827
T1,T1_TEST_1226,F2,21,38236.22272817454,39837.0142406568
T1,T1_TEST_1226,F2,22,30227.516240079338,31559.53363557331
T1,T1_TEST_1226,F2,23,53118.62988095238,55482.34068315104
T1,T1_TEST_1226,F3,0,25262.87119047625,26428.384235459038
T1,T1_TEST_1226,F3,1,64475.63571428582,67272.1752389744
T1,T1_TEST_1226,F3,2,53247.33581349203,55624.10152802616
T1,T1_TEST_1226,F3,3,65638.48648809522,68701.43934537098
T1,T1_TEST_1226,F3,4,36536.21035714286,38177.15729549527
T1,T1_TEST_1226,F3,5,29473.96021825399,30800.098482777823
T1,T1_TEST_1226,F3,6,20177.473809523814,21050.562186088413
T1,T1_TEST_1226,F3,7,17642.241349206364,18386.55930451062
T1,T1_TEST_1226,F3,8,25350.67261904764,26454.211493594063
T1,T1_TEST_1226,F3,9,47127.5029166667,49371.380394353066
T1,T1_TEST_1226,F3,10,29334.976845238096,30663.7588468194
T1,T1_TEST_1226,F3,11,30853.577083333425,32216.072218481466
T1,T1_TEST_1226,F3,12,34198.604781746064,35654.3041261548
T1,T1_TEST_1226,F3,13,36540.4137500001,38234.24093385787
T1,T1_TEST_1226,F3,14,36514.55226190476,38252.70470386371
T1,T1_TEST_1226,F3,15,11454.590873015914,11962.788397416614
T1,T1_TEST_1226,F3,16,20701.51099206346,21559.120322758987
T1,T1_TEST_1226,F3,17,9349.41238095238,9767.593584634364
T1,T1_TEST_1226,F3,18,5569.908501984137,5809.78690428226
T1,T1_TEST_1226,F3,19,5065.426378968255,5296.559779462095
T1,T1_TEST_1226,F3,20,18137.422678571398,18964.974247808263
T1,T1_TEST_1226,F3,21,38236.22272817454,39837.014240656805
T1,T1_TEST_1226,F3,22,30227.516240079338,31559.5336355733
T1,T1_TEST_1226,F3,23,53118.62988095238,55482.34068315104
T1,T1_TEST_1227,F0,0,33617.96047619042,35258.416630912696
T1,T1_TEST_1227,F0,1,81439.4605555555,84704.81533388582
T1,T1_TEST_1227,F0,2,75376.07458333322,78507.83216285332
T1,T1_TEST_1227,F0,3,22150.02910714285,23195.470899492502
T1,T1_TEST_1227,F0,4,21078.06315476189,21993.49786408237
T1,T1_TEST_1227,F0,5,118828.94845238095,123680.50185284391
T1,T1_TEST_1227,F0,6,26841.19746031742,28101.59101482609
T1,T1_TEST_1227,F0,7,36717.43503968256,38449.32763019089
T1,T1_TEST_1227,F0,8,63653.508829365215,66528.58657884583
T1,T1_TEST_1227,F0,9,70110.2275198414,73373.5359381783
T1,T1_TEST_1227,F0,10,66320.53625,69547.9131257981
T1,T1_TEST_1227,F0,11,46983.43583333324,49081.861564122126
T1,T1_TEST_1227,F0,12,37278.19928571438,38907.57201662288
T1,T1_TEST_1227,F0,13,37718.3256547619,39384.34631019458
T1,T1_TEST_1227,F0,14,12117.11922619046,12700.173068337186
T1,T1_TEST_1227,F0,15,28664.326607142862,29978.896756943315
T1,T1_TEST_1227,F0,16,12079.173690476207,12647.82765444243
T1,T1_TEST_1227,F0,17,11857.98872023813,12370.37316779491
T1,T1_TEST_1227,F0,18,26192.074880952383,27349.106541197747
T1,T1_TEST_1227,F0,19,23484.87785714286,24524.56149843894
T1,T1_TEST_1227,F0,20,18914.944732142856,19811.46654864587
T1,T1_TEST_1227,F0,21,14343.577182539697,14993.597411567978
T1,T1_TEST_1227,F0,22,12311.65517857143,12846.487899556756
T1,T1_TEST_1227,F0,23,18916.006230158706,19769.72845261053
T1,T1_TEST_1227,F1,0,33617.96047619042,35258.416630912696
T1,T1_TEST_1227,F1,1,81439.4605555555,84704.8153338858
T1,T1_TEST_1227,F1,2,75376.07458333322,78507.83216285332
T1,T1_TEST_1227,F1,3,22150.02910714285,23195.470899492502
T1,T1_TEST_1227,F1,4,21078.06315476189,21993.49786408239
T1,T1_TEST_1227,F1,5,118828.94845238095,123680.50185284391
T1,T1_TEST_1227,F1,6,26841.19746031742,28101.591014826103
T1,T1_TEST_1227,F1,7,36717.43503968256,38449.32763019088
T1,T1_TEST_1227,F1,8,63653.508829365215,66528.5865788459
T1,T1_TEST_1227,F1,9,70110.2275198414,73373.53593817833
T1,T1_TEST_1227,F1,10,66320.53625,69547.9131257981
T1,T1_TEST_1227,F1,11,46983.43583333324,49081.861564122126
T1,T1_TEST_1227,F1,12,37278.19928571438,38907.57201662288
T1,T1_TEST_1227,F1,13,37718.3256547619,39384.34631019458
T1,T1_TEST_1227,F1,14,12117.11922619046,12700.173068337157
T1,T1_TEST_1227,F1,15,28664.326607142862,29978.896756943315
T1,T1_TEST_1227,F1,16,12079.173690476207,12647.827654442415
T1,T1_TEST_1227,F1,17,11857.98872023813,12370.373167794918
T1,T1_TEST_1227,F1,18,26192.074880952383,27349.106541197747
T1,T1_TEST_1227,F1,19,23484.87785714286,24524.56149843894
T1,T1_TEST_1227,F1,20,18914.944732142856,19811.46654864587
T1,T1_TEST_1227,F1,21,14343.577182539697,14993.597411568007
T1,T1_TEST_1227,F1,22,12311.65517857143,12846.487899556756
T1,T1_TEST_1227,F1,23,18916.006230158706,19769.728452610514
T1,T1_TEST_1227,F2,0,33617.96047619042,35258.41663091266
T1,T1_TEST_1227,F2,1,81439.4605555555,84704.8153338858
T1,T1_TEST_1227,F2,2,75376.07458333322,78507.83216285332
T1,T1_TEST_1227,F2,3,22150.02910714285,23195.470899492502
T1,T1_TEST_1227,F2,4,21078.06315476189,21993.49786408236
T1,T1_TEST_1227,F2,5,118828.94845238095,123680.50185284391
T1,T1_TEST_1227,F2,6,26841.19746031742,28101.591014826103
T1,T1_TEST_1227,F2,7,36717.43503968256,38449.32763019085
T1,T1_TEST_1227,F2,8,63653.508829365215,66528.58657884586
T1,T1_TEST_1227,F2,9,70110.2275198414,73373.53593817828
T1,T1_TEST_1227,F2,10,66320.53625,69547.9131257981
T1,T1_TEST_1227,F2,11,46983.43583333324,49081.861564122126
T1,T1_TEST_1227,F2,12,37278.19928571438,38907.57201662288
T1,T1_TEST_1227,F2,13,37718.3256547619,39384.34631019458
T1,T1_TEST_1227,F2,14,12117.11922619046,12700.173068337164
T1,T1_TEST_1227,F2,15,28664.326607142862,29978.896756943315
T1,T1_TEST_1227,F2,16,12079.173690476207,12647.82765444243
T1,T1_TEST_1227,F2,17,11857.98872023813,12370.373167794896
T1,T1_TEST_1227,F2,18,26192.074880952383,27349.106541197747
T1,T1_TEST_1227,F2,19,23484.87785714286,24524.56149843894
T1,T1_TEST_1227,F2,20,18914.944732142856,19811.46654864587
T1,T1_TEST_1227,F2,21,14343.577182539697,14993.597411567978
T1,T1_TEST_1227,F2,22,12311.65517857143,12846.487899556756
T1,T1_TEST_1227,F2,23,18916.006230158706,19769.72845261052
T1,T1_TEST_1227,F3,0,33617.96047619042,35258.416630912696
T1,T1_TEST_1227,F3,1,81439.4605555555,84704.8153338858
T1,T1_TEST_1227,F3,2,75376.07458333322,78507.83216285332
T1,T1_TEST_1227,F3,3,22150.02910714285,23195.470899492502
T1,T1_TEST_1227,F3,4,21078.06315476189,21993.497864082354
T1,T1_TEST_1227,F3,5,118828.94845238095,123680.50185284391
T1,T1_TEST_1227,F3,6,26841.19746031742,28101.591014826103
T1,T1_TEST_1227,F3,7,36717.43503968256,38449.32763019089
T1,T1_TEST_1227,F3,8,63653.508829365215,66528.58657884583
T1,T1_TEST_1227,F3,9,70110.2275198414,73373.53593817829
T1,T1_TEST_1227,F3,10,66320.53625,69547.9131257981
T1,T1_TEST_1227,F3,11,46983.43583333324,49081.861564122126
T1,T1_TEST_1227,F3,12,37278.19928571438,38907.57201662288
T1,T1_TEST_1227,F3,13,37718.3256547619,39384.34631019458
T1,T1_TEST_1227,F3,14,12117.11922619046,12700.17306833715
T1,T1_TEST_1227,F3,15,28664.326607142862,29978.896756943315
T1,T1_TEST_1227,F3,16,12079.173690476207,12647.827654442415
T1,T1_TEST_1227,F3,17,11857.98872023813,12370.37316779491
T1,T1_TEST_1227,F3,18,26192.074880952383,27349.106541197747
T1,T1_TEST_1227,F3,19,23484.87785714286,24524.56149843894
T1,T1_TEST_1227,F3,20,18914.944732142856,19811.46654864587
T1,T1_TEST_1227,F3,21,14343.577182539697,14993.597411567971
T1,T1_TEST_1227,F3,22,12311.65517857143,12846.487899556756
T1,T1_TEST_1227,F3,23,18916.006230158706,19769.728452610543
T1,T1_TEST_1228,F0,0,63480.495277777816,66186.77080812288
T1,T1_TEST_1228,F0,1,116941.63916666666,122019.54387703165
T1,T1_TEST_1228,F0,2,114349.80900793658,119117.48705293244
T1,T1_TEST_1228,F0,3,128013.15964285715,133653.93102962896
T1,T1_TEST_1228,F0,4,119981.52474206353,125053.93426709261
T1,T1_TEST_1228,F0,5,102473.46871031744,106695.19070765641
T1,T1_TEST_1228,F0,6,73783.09902777782,77335.24105489717
T1,T1_TEST_1228,F0,7,29027.257976190333,30391.239230129846
T1,T1_TEST_1228,F0,8,15239.519484126968,15880.129567749798
T1,T1_TEST_1228,F0,9,12935.835396825416,13497.062756141022
T1,T1_TEST_1228,F0,10,10611.062321428572,11065.41917996481
T1,T1_TEST_1228,F0,11,12053.146845238094,12613.52373674512
T1,T1_TEST_1228,F0,12,8435.421527777795,8789.256927625647
T1,T1_TEST_1228,F0,13,10225.498809523791,10665.300181904218
T1,T1_TEST_1228,F0,14,17721.32238095238,18542.641918953508
T1,T1_TEST_1228,F0,15,6830.986785714258,7146.048077240579
T1,T1_TEST_1228,F0,16,6443.287757936513,6749.245923817143
T1,T1_TEST_1228,F0,17,7807.176845238095,8149.616537060589
T1,T1_TEST_1228,F0,18,17470.032946428568,18269.94114032574
T1,T1_TEST_1228,F0,19,12446.37091269837,13014.54352146497
T1,T1_TEST_1228,F0,20,21411.982023809524,22369.45812318474
T1,T1_TEST_1228,F0,21,23866.428928571484,24924.838481792554
T1,T1_TEST_1228,F0,22,49737.292083333334,52104.182300023735
T1,T1_TEST_1228,F0,23,44613.645059523864,46810.59064217296
T1,T1_TEST_1228,F1,0,63480.495277777816,66186.7708081229
T1,T1_TEST_1228,F1,1,116941.63916666666,122019.54387703165
T1,T1_TEST_1228,F1,2,114349.80900793658,119117.48705293241
T1,T1_TEST_1228,F1,3,128013.15964285715,133653.93102962896
T1,T1_TEST_1228,F1,4,119981.52474206353,125053.93426709264
T1,T1_TEST_1228,F1,5,102473.46871031744,106695.19070765641
T1,T1_TEST_1228,F1,6,73783.09902777782,77335.24105489714
T1,T1_TEST_1228,F1,7,29027.257976190333,30391.239230129846
T1,T1_TEST_1228,F1,8,15239.519484126968,15880.129567749813
T1,T1_TEST_1228,F1,9,12935.835396825416,13497.062756141058
T1,T1_TEST_1228,F1,10,10611.062321428572,11065.41917996481
T1,T1_TEST_1228,F1,11,12053.146845238094,12613.52373674512
T1,T1_TEST_1228,F1,12,8435.421527777795,8789.256927625658
T1,T1_TEST_1228,F1,13,10225.498809523791,10665.30018190423
T1,T1_TEST_1228,F1,14,17721.32238095238,18542.641918953508
T1,T1_TEST_1228,F1,15,6830.986785714258,7146.048077240583
T1,T1_TEST_1228,F1,16,6443.287757936513,6749.245923817169
T1,T1_TEST_1228,F1,17,7807.176845238095,8149.616537060589
T1,T1_TEST_1228,F1,18,17470.032946428568,18269.94114032574
T1,T1_TEST_1228,F1,19,12446.37091269837,13014.543521464973
T1,T1_TEST_1228,F1,20,21411.982023809524,22369.45812318474
T1,T1_TEST_1228,F1,21,23866.428928571484,24924.83848179256
T1,T1_TEST_1228,F1,22,49737.292083333334,52104.182300023735
T1,T1_TEST_1228,F1,23,44613.645059523864,46810.5906421729
T1,T1_TEST_1228,F2,0,63480.495277777816,66186.77080812286
T1,T1_TEST_1228,F2,1,116941.63916666666,122019.54387703165
