month,scope,policy,variant,case,method,baseline,method_score,baseline_score,gain_percent,ci_low,ci_high,original_resamples,defined_month_resamples,undefined_empty_month_resamples,origins_per_target
10,ALL,SELECTED,RAW,S2,PATH,LATEST,0.12482289011379195,0.12444526660795098,-0.3034454552864825,-7.0903936887260555,3.2737572220181304,2000,1986,14,25
10,ALL,SELECTED,RAW,S3,PATH,LATEST,0.1347807612121543,0.1388389739469947,2.922963645921023,0.40078325668454384,6.855722341431513,2000,1986,14,25
10,ALL,SELECTED,RAW,MEAN,PATH,LATEST,0.1238137843679094,0.12430001071745998,0.3911716071013103,-3.6983230957804554,4.582439817771851,2000,1986,14,25
10,ALL,SELECTED,RAW,WORST,PATH,LATEST,0.1365648630403096,0.1408317463624096,3.0297737777956835,0.8021554074212793,7.013951966504009,2000,1986,14,25
10,ADDITIONAL,SELECTED,RAW,S0,PATH,LATEST,0.11417399300935609,0.11286257177905805,-1.1619629161608165,-6.111645221155994,3.6600908931161,2000,1986,14,25
10,ADDITIONAL,SELECTED,RAW,S1,PATH,LATEST,0.12384711230414744,0.12204589793662649,-1.4758499859259928,-6.604390209782851,3.8084820505857877,2000,1986,14,25
10,ADDITIONAL,SELECTED,RAW,S2,PATH,LATEST,0.1247960116927207,0.12368555589221505,-0.8978055622544506,-7.04133353448667,2.2117937856768024,2000,1986,14,25
10,ADDITIONAL,SELECTED,RAW,S3,PATH,LATEST,0.13017564982856383,0.13102343981275746,0.6470521499093504,-2.98480606295882,4.879703744564277,2000,1986,14,25
10,ADDITIONAL,SELECTED,RAW,MEAN,PATH,LATEST,0.12324819170869701,0.12240436635516427,-0.6893752066689539,-5.55931471589096,3.682964494025134,2000,1986,14,25
10,ADDITIONAL,SELECTED,RAW,WORST,PATH,LATEST,0.13285180257079682,0.13401259843587982,0.8661841339031989,-2.263198290926535,5.177965719665493,2000,1986,14,25
10,T0,SELECTED,RAW,S0,PATH,DROP,0.10574779474820631,0.10634205804265294,0.5588224502936338,-6.476715776548543,6.389898968825465,2000,1986,14,25
10,T0,SELECTED,RAW,S1,PATH,DROP,0.12516445306186064,0.12855135675513246,2.63466973726561,-0.9703977028742317,5.694646327650554,2000,1986,14,25
10,T0,SELECTED,RAW,S2,PATH,DROP,0.12487664695593446,0.1270907875883026,1.7421724063435862,-4.596988267867295,6.126628810259404,2000,1986,14,25
10,T0,SELECTED,RAW,S3,PATH,DROP,0.14399098397933524,0.1540814114142422,6.548763632349663,3.294886570514971,10.649228068701655,2000,1986,14,25
10,T0,SELECTED,RAW,MEAN,PATH,DROP,0.12494496968633416,0.12901640345008256,3.15574892406892,0.07662310196817221,7.260685802082138,2000,1986,14,25
10,T0,SELECTED,RAW,WORST,PATH,DROP,0.14399098397933524,0.1540814114142422,6.548763632349663,3.3839189182864526,10.649228068701655,2000,1986,14,25
10,T1,SELECTED,RAW,S0,PATH,DROP,0.1079453784626371,0.1087751055239057,0.7627913181718212,-1.5475847715786502,3.2718374646573616,2000,1986,14,25
10,T1,SELECTED,RAW,S1,PATH,DROP,0.12370968741014567,0.12561490795798264,1.5167153157284907,-0.06150659689793744,3.4654170403186306,2000,1986,14,25
10,T1,SELECTED,RAW,S2,PATH,DROP,0.12335386123964484,0.1256044215846579,1.7917843310127195,-1.0158515222669906,3.331696734199923,2000,1986,14,25
10,T1,SELECTED,RAW,S3,PATH,DROP,0.13946544299579705,0.144922424849789,3.765450281174967,1.6739865938674627,6.124849460054684,2000,1986,14,25
10,T1,SELECTED,RAW,MEAN,PATH,DROP,0.12361859252705616,0.1262292149790838,2.0681602531238203,0.3412209285638829,4.009304542526346,2000,1986,14,25
10,T1,SELECTED,RAW,WORST,PATH,DROP,0.13946544299579705,0.144922424849789,3.765450281174967,1.7673195085233329,6.124849460054684,2000,1986,14,25
10,T2,SELECTED,RAW,S0,PATH,DROP,0.12040260755607507,0.11952039376662313,-0.738128248786196,-4.121119417975526,3.692277291763804,2000,1986,14,25
10,T2,SELECTED,RAW,S1,PATH,DROP,0.1239845371981492,0.1187604513033387,-4.3988430807383,-9.961467473881319,0.7492193842923783,2000,1986,14,25
10,T2,SELECTED,RAW,S2,PATH,DROP,0.12623816214579656,0.1219198785543949,-3.5419027992839096,-7.596184208796765,0.5993259662126879,2000,1986,14,25
10,T2,SELECTED,RAW,S3,PATH,DROP,0.12088585666133062,0.11752577260786917,-2.859018901898682,-7.135356618437042,1.8532446304845474,2000,1986,14,25
10,T2,SELECTED,RAW,MEAN,PATH,DROP,0.12287779089033786,0.11943162405805648,-2.885472637135186,-7.179948678311632,1.5086742530448478,2000,1986,14,25
10,T2,SELECTED,RAW,WORST,PATH,DROP,0.12623816214579656,0.1219198785543949,-3.5419027992839096,-7.596184208796765,1.3653590356384466,2000,1986,14,25
10,ALL,SELECTED,RAW,S0,PATH,DROP,0.11136526025563949,0.11154585244439393,0.1618995101986978,-3.5326414237890735,3.9708443990623943,2000,1986,14,25
10,ALL,SELECTED,RAW,S1,PATH,DROP,0.12428622589005182,0.12430890533881793,0.018244428027332303,-3.542507275142669,3.348310053716244,2000,1986,14,25
10,ALL,SELECTED,RAW,S2,PATH,DROP,0.12482289011379195,0.12487169590911847,0.039084754131979434,-3.509635687935382,3.1156083916544155,2000,1986,14,25
10,ALL,SELECTED,RAW,S3,PATH,DROP,0.1347807612121543,0.13884320295730013,2.9259205050139894,-0.06576659716913924,6.404421086402316,2000,1986,14,25
10,ALL,SELECTED,RAW,MEAN,PATH,DROP,0.1238137843679094,0.12489241416240761,0.8636471652278145,-1.8181570303364023,4.15721241468458,2000,1986,14,25
10,ALL,SELECTED,RAW,WORST,PATH,DROP,0.1365648630403096,0.14030790493947537,2.66773415281228,-0.05989255722858712,6.272389302516201,2000,1986,14,25
10,ADDITIONAL,SELECTED,RAW,S0,PATH,DROP,0.11417399300935609,0.11414774964526442,-0.02299069773449315,-2.3092977068086733,2.8215532737950557,2000,1986,14,25
10,ADDITIONAL,SELECTED,RAW,S1,PATH,DROP,0.12384711230414744,0.12218767963066067,-1.3581014702159593,-4.855730222597394,2.146400323594289,2000,1986,14,25
10,ADDITIONAL,SELECTED,RAW,S2,PATH,DROP,0.1247960116927207,0.1237621500695264,-0.8353617181129301,-2.944877644791138,1.436428196551234,2000,1986,14,25
10,ADDITIONAL,SELECTED,RAW,S3,PATH,DROP,0.13017564982856383,0.1312240987288291,0.7989758820381375,-2.1205619404598783,3.922986543750518,2000,1986,14,25
10,ADDITIONAL,SELECTED,RAW,MEAN,PATH,DROP,0.12324819170869701,0.12283041951857013,-0.3401211131284318,-2.7611758461828306,2.482742984906816,2000,1986,14,25
10,ADDITIONAL,SELECTED,RAW,WORST,PATH,DROP,0.13285180257079682,0.13342115170209196,0.4267307874589507,-1.8945948375872292,3.665699463608106,2000,1986,14,25
10,T0,SELECTED,RAW,S0,PATH,POINT,0.10574779474820631,0.10552413062453969,-0.21195542890793911,-2.8611725752453228,3.057655213933882,2000,1986,14,25
10,T0,SELECTED,RAW,S1,PATH,POINT,0.12516445306186064,0.12850826444606833,2.6020204993204996,-0.428694323859558,4.716610310656668,2000,1986,14,25
10,T0,SELECTED,RAW,S2,PATH,POINT,0.12487664695593446,0.12584997409459742,0.7734027326309445,-5.5869048658159475,3.5160731709262714,2000,1986,14,25
10,T0,SELECTED,RAW,S3,PATH,POINT,0.14399098397933524,0.15351419069934158,6.203469970185098,4.234003727178932,7.725327247249034,2000,1986,14,25
10,T0,SELECTED,RAW,MEAN,PATH,POINT,0.12494496968633416,0.12834913996613675,2.652273541295829,-0.4116788264121805,4.203187698772308,2000,1986,14,25
10,T0,SELECTED,RAW,WORST,PATH,POINT,0.14399098397933524,0.15351419069934158,6.203469970185098,4.481182397892223,7.725327247249034,2000,1986,14,25
10,T1,SELECTED,RAW,S0,PATH,POINT,0.1079453784626371,0.1072566910176989,-0.6420927574808003,-1.2372432343739042,0.09572648916400615,2000,1986,14,25
10,T1,SELECTED,RAW,S1,PATH,POINT,0.12370968741014567,0.12402294494108125,0.2525803036562321,-0.44316955660710633,1.11174543348696,2000,1986,14,25
10,T1,SELECTED,RAW,S2,PATH,POINT,0.12335386123964484,0.12312518405344866,-0.18572738628103186,-1.309285933991338,0.5540760500571024,2000,1986,14,25
10,T1,SELECTED,RAW,S3,PATH,POINT,0.13946544299579705,0.14112362501646764,1.1749854218080722,0.12525174372762762,1.7271284685980643,2000,1986,14,25
10,T1,SELECTED,RAW,MEAN,PATH,POINT,0.12361859252705616,0.12388211125717412,0.21271733864052617,-0.08714582015240314,0.5869659140092247,2000,1986,14,25
10,T1,SELECTED,RAW,WORST,PATH,POINT,0.13946544299579705,0.14112362501646764,1.1749854218080722,0.26733515000977415,1.7271284685980643,2000,1986,14,25
10,T2,SELECTED,RAW,S0,PATH,POINT,0.12040260755607507,0.11882616031684856,-1.3266836486367397,-1.701150927632652,-0.785666135780271,2000,1986,14,25
10,T2,SELECTED,RAW,S1,PATH,POINT,0.1239845371981492,0.12290136440490103,-0.8813350433438918,-1.8784202657801885,0.5348383398559114,2000,1986,14,25
10,T2,SELECTED,RAW,S2,PATH,POINT,0.12623816214579656,0.1249443934206357,-1.0354756141840495,-2.223565038725425,0.5320584366694644,2000,1986,14,25
10,T2,SELECTED,RAW,S3,PATH,POINT,0.12088585666133062,0.11949779118202267,-1.1615825410476457,-2.166912944025403,0.19288360507237173,2000,1986,14,25
10,T2,SELECTED,RAW,MEAN,PATH,POINT,0.12287779089033786,0.12154242733110199,-1.0986810026412566,-1.9415133650784415,0.056928969857229325,2000,1986,14,25
10,T2,SELECTED,RAW,WORST,PATH,POINT,0.12623816214579656,0.1249443934206357,-1.0354756141840495,-2.223565038725425,0.3894843986874015,2000,1986,14,25
10,ALL,SELECTED,RAW,S0,PATH,POINT,0.11136526025563949,0.11053566065302906,-0.7505266605449109,-1.685525208043682,0.5826951996070324,2000,1986,14,25
10,ALL,SELECTED,RAW,S1,PATH,POINT,0.12428622589005182,0.12514419126401685,0.6855814603132295,-0.7479862772655537,2.0420299110175333,2000,1986,14,25
10,ALL,SELECTED,RAW,S2,PATH,POINT,0.12482289011379195,0.12463985052289393,-0.14685479012541022,-3.0609799658924084,1.367096564459434,2000,1986,14,25
10,ALL,SELECTED,RAW,S3,PATH,POINT,0.1347807612121543,0.1380452022992773,2.3647624348768113,1.3325713606529057,3.389150735506091,2000,1986,14,25
10,ALL,SELECTED,RAW,MEAN,PATH,POINT,0.1238137843679094,0.12459122618480428,0.6239940328877742,-0.7789138457992486,1.673487446906243,2000,1986,14,25
10,ALL,SELECTED,RAW,WORST,PATH,POINT,0.1365648630403096,0.13986073637881496,2.3565393861351076,1.4445884395304813,3.3270948424331355,2000,1986,14,25
10,ADDITIONAL,SELECTED,RAW,S0,PATH,POINT,0.11417399300935609,0.11304142566727374,-1.001904687062201,-1.4180851931892633,-0.5647873427422079,2000,1986,14,25
10,ADDITIONAL,SELECTED,RAW,S1,PATH,POINT,0.12384711230414744,0.12346215467299114,-0.31180213254492417,-1.2117232798701367,0.6968332544227409,2000,1986,14,25
10,ADDITIONAL,SELECTED,RAW,S2,PATH,POINT,0.1247960116927207,0.12403478873704218,-0.6137172993395683,-1.7760997204905953,0.2929103233487904,2000,1986,14,25
10,ADDITIONAL,SELECTED,RAW,S3,PATH,POINT,0.13017564982856383,0.13031070809924516,0.10364326359002746,-0.34154918279500124,0.8986515366895995,2000,1986,14,25
10,ADDITIONAL,SELECTED,RAW,MEAN,PATH,POINT,0.12324819170869701,0.12271226929413806,-0.43673091341368564,-0.9771424508222384,0.3229041527373956,2000,1986,14,25
10,ADDITIONAL,SELECTED,RAW,WORST,PATH,POINT,0.13285180257079682,0.13303400921855166,0.13696245706276983,-0.6962650309843379,0.8960726890006013,2000,1986,14,25
10,T0,SELECTED,RAW,S0,PATH,FROZEN_WEATHER,0.10574779474820631,0.10777309495711938,1.879226173952691,-6.987348833744877,10.566505705266163,2000,1986,14,25
10,T0,SELECTED,RAW,S1,PATH,FROZEN_WEATHER,0.12516445306186064,0.1314015384500219,4.74658475215152,0.3925388833097898,9.97937345810706,2000,1986,14,25
10,T0,SELECTED,RAW,S2,PATH,FROZEN_WEATHER,0.12487664695593446,0.12849274341268926,2.8142417701680835,-7.35385956838815,9.469376927396215,2000,1986,14,25
10,T0,SELECTED,RAW,S3,PATH,FROZEN_WEATHER,0.14399098397933524,0.15536851146245131,7.322930094407023,4.327210263978507,11.111144309910987,2000,1986,14,25
10,T0,SELECTED,RAW,MEAN,PATH,FROZEN_WEATHER,0.12494496968633416,0.13075897207057047,4.4463506344317985,0.18269559894408424,9.843390027113013,2000,1986,14,25
10,T0,SELECTED,RAW,WORST,PATH,FROZEN_WEATHER,0.14399098397933524,0.15536851146245131,7.322930094407023,4.772617208339563,11.111144309910987,2000,1986,14,25
10,T1,SELECTED,RAW,S0,PATH,FROZEN_WEATHER,0.1079453784626371,0.11065447617941963,2.4482495515047122,0.3007161117980025,5.498430492376783,2000,1986,14,25
10,T1,SELECTED,RAW,S1,PATH,FROZEN_WEATHER,0.12370968741014567,0.12877423138112326,3.93288619676436,-0.7328275823287017,7.501257498785004,2000,1986,14,25
10,T1,SELECTED,RAW,S2,PATH,FROZEN_WEATHER,0.12335386123964484,0.12792338255755906,3.5720766810228475,-4.22611601831728,6.7763935927923145,2000,1986,14,25
10,T1,SELECTED,RAW,S3,PATH,FROZEN_WEATHER,0.13946544299579705,0.14742836514908345,5.401214444204192,2.980119829504442,7.946212302705788,2000,1986,14,25
10,T1,SELECTED,RAW,MEAN,PATH,FROZEN_WEATHER,0.12361859252705616,0.12869511381679635,3.944610746424189,0.08596517671530193,6.887260000960433,2000,1986,14,25
10,T1,SELECTED,RAW,WORST,PATH,FROZEN_WEATHER,0.13946544299579705,0.14742836514908345,5.401214444204192,3.0970692747631072,7.946212302705788,2000,1986,14,25
10,T2,SELECTED,RAW,S0,PATH,FROZEN_WEATHER,0.12040260755607507,0.12000407025789613,-0.3321031506035279,-12.712317675301781,8.10560680188945,2000,1986,14,25
10,T2,SELECTED,RAW,S1,PATH,FROZEN_WEATHER,0.1239845371981492,0.12368244960238378,-0.24424451224613633,-11.443720390720994,9.609529349964344,2000,1986,14,25
10,T2,SELECTED,RAW,S2,PATH,FROZEN_WEATHER,0.12623816214579656,0.12495185627757956,-1.0294411836183381,-10.718807168824132,8.672230363385774,2000,1986,14,25
10,T2,SELECTED,RAW,S3,PATH,FROZEN_WEATHER,0.12088585666133062,0.11981136184665342,-0.8968221361613785,-15.747103366102094,7.762274794028482,2000,1986,14,25
10,T2,SELECTED,RAW,MEAN,PATH,FROZEN_WEATHER,0.12287779089033786,0.12211243449612821,-0.6267636849332594,-12.610714466758735,8.367441633270925,2000,1986,14,25
10,T2,SELECTED,RAW,WORST,PATH,FROZEN_WEATHER,0.12623816214579656,0.12495185627757956,-1.0294411836183381,-10.718807168824132,9.478545010029906,2000,1986,14,25
10,ALL,SELECTED,RAW,S0,PATH,FROZEN_WEATHER,0.11136526025563949,0.11281054713147838,1.2811628988506183,-4.581154796599289,7.382362038698375,2000,1986,14,25
10,ALL,SELECTED,RAW,S1,PATH,FROZEN_WEATHER,0.12428622589005182,0.1279527398111763,2.8655220095601415,-2.9162765376258553,8.588865769046958,2000,1986,14,25
10,ALL,SELECTED,RAW,S2,PATH,FROZEN_WEATHER,0.12482289011379195,0.12712266074927595,1.8090957362982116,-7.421785172321956,7.697093084637983,2000,1986,14,25
10,ALL,SELECTED,RAW,S3,PATH,FROZEN_WEATHER,0.1347807612121543,0.14086941281939605,4.3221956316718755,-0.2887565529363034,8.667113438598061,2000,1986,14,25
10,ALL,SELECTED,RAW,MEAN,PATH,FROZEN_WEATHER,0.1238137843679094,0.1271888401278317,2.653578534508357,-3.560420736792242,8.121586397910994,2000,1986,14,25
10,ALL,SELECTED,RAW,WORST,PATH,FROZEN_WEATHER,0.1365648630403096,0.1425829109630381,4.220735768460056,0.69333144904742,9.076444925023019,2000,1986,14,25
10,ADDITIONAL,SELECTED,RAW,S0,PATH,FROZEN_WEATHER,0.11417399300935609,0.11532927321865788,1.0017233067197482,-5.787575101205873,6.857428635664208,2000,1986,14,25
10,ADDITIONAL,SELECTED,RAW,S1,PATH,FROZEN_WEATHER,0.12384711230414744,0.12622834049175352,1.8864449760881137,-5.630945974843626,7.967806078116315,2000,1986,14,25
10,ADDITIONAL,SELECTED,RAW,S2,PATH,FROZEN_WEATHER,0.1247960116927207,0.1264376194175693,1.2983538700037427,-7.457665774383185,7.02373973733072,2000,1986,14,25
10,ADDITIONAL,SELECTED,RAW,S3,PATH,FROZEN_WEATHER,0.13017564982856383,0.13361986349786842,2.5776210056969036,-4.152428924484881,7.3075237387976815,2000,1986,14,25
10,ADDITIONAL,SELECTED,RAW,MEAN,PATH,FROZEN_WEATHER,0.12324819170869701,0.12540377415646228,1.718913535310206,-5.687754067740256,7.21231848289389,2000,1986,14,25
10,ADDITIONAL,SELECTED,RAW,WORST,PATH,FROZEN_WEATHER,0.13285180257079682,0.1361901107133315,2.4512118574905504,-2.4454090441298266,7.98710668507654,2000,1986,14,25
10,T0,SELECTED,CALIBRATED,S0,PATH,LATEST,0.10570716946433426,0.1069762571110641,1.1863264625273398,-5.001210126011277,7.3985994584709,2000,1986,14,25
10,T0,SELECTED,CALIBRATED,S1,PATH,LATEST,0.12374519648119414,0.12842812964513983,3.6463453737784066,0.3235197343917404,7.299996634620517,2000,1986,14,25
10,T0,SELECTED,CALIBRATED,S2,PATH,LATEST,0.12312064776115109,0.1257958538332965,2.126624996472914,-5.991263194065937,6.756056591431438,2000,1986,14,25
10,T0,SELECTED,CALIBRATED,S3,PATH,LATEST,0.14201077747008822,0.15349878116961416,7.4841009237929,4.867486810231891,11.07085349713505,2000,1986,14,25
10,T0,SELECTED,CALIBRATED,MEAN,PATH,LATEST,0.12364594779419193,0.12867475543977863,3.9081540340989807,0.5380198428232875,7.957822161910519,2000,1986,14,25
10,T0,SELECTED,CALIBRATED,WORST,PATH,LATEST,0.14201077747008822,0.15349878116961416,7.4841009237929,5.170276465546477,11.07085349713505,2000,1986,14,25
10,T1,SELECTED,CALIBRATED,S0,PATH,LATEST,0.10962536958071614,0.1119771742426709,2.1002536256702187,0.16869712666221176,4.805455253768212,2000,1986,14,25
10,T1,SELECTED,CALIBRATED,S1,PATH,LATEST,0.12372538493943344,0.1276783034403245,3.0959986108670403,0.15723021362082745,5.561112238589898,2000,1986,14,25
10,T1,SELECTED,CALIBRATED,S2,PATH,LATEST,0.1223889326482423,0.12620158370551793,3.021080199890493,-1.5079209018253816,5.249992879432731,2000,1986,14,25
10,T1,SELECTED,CALIBRATED,S3,PATH,LATEST,0.1390613251789557,0.14668901778455312,5.199907069253448,3.6190738035228738,7.518244922515079,2000,1986,14,25
10,T1,SELECTED,CALIBRATED,MEAN,PATH,LATEST,0.1237002530868369,0.12813651979326662,3.462140780463781,0.959139032271001,5.610265574763744,2000,1986,14,25
10,T1,SELECTED,CALIBRATED,WORST,PATH,LATEST,0.1390613251789557,0.14668901778455312,5.199907069253448,3.6452825740083323,7.518244922515079,2000,1986,14,25
10,T2,SELECTED,CALIBRATED,S0,PATH,LATEST,0.12172183936958367,0.11776331444383807,-3.361424518697151,-10.18815849228226,2.5256169611169237,2000,1986,14,25
10,T2,SELECTED,CALIBRATED,S1,PATH,LATEST,0.12642944652743193,0.11939213194585069,-5.894286722991897,-13.001273594385248,1.3691133890676597,2000,1986,14,25
10,T2,SELECTED,CALIBRATED,S2,PATH,LATEST,0.12866989729433423,0.12321415800757554,-4.427850966950773,-10.86117275148177,0.28912167964239366,2000,1986,14,25
10,T2,SELECTED,CALIBRATED,S3,PATH,LATEST,0.12290710658620049,0.1167227987645127,-5.29828609932887,-13.496671612718956,0.8882263377179562,2000,1986,14,25
10,T2,SELECTED,CALIBRATED,MEAN,PATH,LATEST,0.12493207244438759,0.11927310079044424,-4.744549790724247,-11.877074597060789,1.2737770226748903,2000,1986,14,25
10,T2,SELECTED,CALIBRATED,WORST,PATH,LATEST,0.12866989729433423,0.12321415800757554,-4.427850966950773,-10.86117275148177,1.3691133890676597,2000,1986,14,25
10,ALL,SELECTED,CALIBRATED,S0,PATH,LATEST,0.11235145947154468,0.11223891526585768,-0.10027200050928903,-3.7372283196612903,4.343102810191007,2000,1986,14,25
10,ALL,SELECTED,CALIBRATED,S1,PATH,LATEST,0.12463334264935318,0.12516618834377166,0.42571057045774435,-3.2399362185781184,4.7929662286559624,2000,1986,14,25
10,ALL,SELECTED,CALIBRATED,S2,PATH,LATEST,0.1247264925679092,0.12507053184879666,0.2750762116398297,-6.099288726896232,3.8143042983230275,2000,1986,14,25
10,ALL,SELECTED,CALIBRATED,S3,PATH,LATEST,0.13465973641174814,0.13897019923955997,3.1017173835819007,0.25643385467516977,6.942682882563284,2000,1986,14,25
10,ALL,SELECTED,CALIBRATED,MEAN,PATH,LATEST,0.1240927577751388,0.1253614586744965,1.0120342510148226,-2.98944711715316,5.054176749358421,2000,1986,14,25
10,ALL,SELECTED,CALIBRATED,WORST,PATH,LATEST,0.1365806666477927,0.14113398565391425,3.2262385172676264,0.7396461557030248,6.991576169607401,2000,1986,14,25
10,ADDITIONAL,SELECTED,CALIBRATED,S0,PATH,LATEST,0.1156736044751499,0.11487024434325449,-0.6993631261850709,-4.79388427734207,3.6465208102455615,2000,1986,14,25
10,ADDITIONAL,SELECTED,CALIBRATED,S1,PATH,LATEST,0.12507741573343267,0.12353521769308759,-1.2483873579893134,-5.869911159023559,3.5329738062402773,2000,1986,14,25
10,ADDITIONAL,SELECTED,CALIBRATED,S2,PATH,LATEST,0.12552941497128828,0.12470787085654673,-0.6587748705024218,-6.154659373720986,2.209367830700428,2000,1986,14,25
10,ADDITIONAL,SELECTED,CALIBRATED,S3,PATH,LATEST,0.13098421588257808,0.1317059082745329,0.5479574921198691,-3.1880581446370013,4.577154541744122,2000,1986,14,25
10,ADDITIONAL,SELECTED,CALIBRATED,MEAN,PATH,LATEST,0.12431616276561225,0.12370481029185543,-0.494202668687227,-4.932399580261974,3.5244831747122793,2000,1986,14,25
10,ADDITIONAL,SELECTED,CALIBRATED,WORST,PATH,LATEST,0.13386561123664498,0.13495158789606432,0.8047157327676112,-2.334333796859263,4.709181940130808,2000,1986,14,25
10,T0,SELECTED,CALIBRATED,S0,PATH,DROP,0.10570716946433426,0.10906184727222384,3.0759407545299915,-2.9062273532084912,9.011006039538048,2000,1986,14,25
10,T0,SELECTED,CALIBRATED,S1,PATH,DROP,0.12374519648119414,0.12844704309501834,3.6605331664552354,-0.3941272570314822,7.905791947245181,2000,1986,14,25
10,T0,SELECTED,CALIBRATED,S2,PATH,DROP,0.12312064776115109,0.12604651980991513,2.3212636518456957,-4.9018553775780545,7.483355033020038,2000,1986,14,25
10,T0,SELECTED,CALIBRATED,S3,PATH,DROP,0.14201077747008822,0.15248712937381076,6.870318791326017,3.741189904075369,11.229030733696815,2000,1986,14,25
10,T0,SELECTED,CALIBRATED,MEAN,PATH,DROP,0.12364594779419193,0.129010634887742,4.158329348753407,0.8330878493095932,8.799833746124904,2000,1986,14,25
10,T0,SELECTED,CALIBRATED,WORST,PATH,DROP,0.14201077747008822,0.15248712937381076,6.870318791326017,3.9918497581284913,11.229030733696815,2000,1986,14,25
10,T1,SELECTED,CALIBRATED,S0,PATH,DROP,0.10962536958071614,0.11206014748242965,2.1727420107985016,-0.29844196623577035,4.7194690095327605,2000,1986,14,25
10,T1,SELECTED,CALIBRATED,S1,PATH,DROP,0.12372538493943344,0.12648051857419892,2.1783067193460335,0.14079460044250633,4.309674136289952,2000,1986,14,25
10,T1,SELECTED,CALIBRATED,S2,PATH,DROP,0.1223889326482423,0.12520345331288563,2.2479576961905283,-0.437723266087815,3.7303909478230834,2000,1986,14,25
10,T1,SELECTED,CALIBRATED,S3,PATH,DROP,0.1390613251789557,0.14460933390867192,3.8365495364359203,1.9395254390048655,6.298849292855363,2000,1986,14,25
10,T1,SELECTED,CALIBRATED,MEAN,PATH,DROP,0.1237002530868369,0.12708836331954654,2.6659484347836764,0.6157776923258156,4.770744599361208,2000,1986,14,25
10,T1,SELECTED,CALIBRATED,WORST,PATH,DROP,0.1390613251789557,0.14460933390867192,3.8365495364359203,2.0588132914799484,6.298849292855363,2000,1986,14,25
