target,arm,seed,policy,variant,case,id,date,month,prediction,prediction_index,primary,raw_2pinball,RMSE,MAE,coverage80,width80
T1,FROZEN_HISTORY,-1,SELECTED,RAW,S1,T1_TEST_1202,2024-12-02,12,.cache/forecast_path_structure_v1_20260916/predictions/T1_TEST_FROZEN_HISTORY_1.npz,48,0.05133306518363838,29265.691572007276,58963.950034539324,38152.2052951389,0.9583333333333334,222497.53385416666
T1,FROZEN_HISTORY,-1,SELECTED,RAW,S2,T1_TEST_1202,2024-12-02,12,.cache/forecast_path_structure_v1_20260916/predictions/T1_TEST_FROZEN_HISTORY_1.npz,48,0.05133306518363838,29265.691572007276,58963.950034539324,38152.2052951389,0.9583333333333334,222497.53385416666
T1,FROZEN_HISTORY,-1,SELECTED,RAW,S3,T1_TEST_1202,2024-12-02,12,.cache/forecast_path_structure_v1_20260916/predictions/T1_TEST_FROZEN_HISTORY_1.npz,48,0.05133306518363838,29265.691572007276,58963.950034539324,38152.2052951389,0.9583333333333334,222497.53385416666
T1,FROZEN_HISTORY,-1,SELECTED,RAW,S0,T1_TEST_1203,2024-12-03,12,.cache/forecast_path_structure_v1_20260916/predictions/T1_TEST_FROZEN_HISTORY_1.npz,49,0.07648951205978091,43607.73042534722,114132.64763655502,65026.576388888876,0.8333333333333334,169929.0625
T1,FROZEN_HISTORY,-1,SELECTED,RAW,S1,T1_TEST_1203,2024-12-03,12,.cache/forecast_path_structure_v1_20260916/predictions/T1_TEST_FROZEN_HISTORY_1.npz,49,0.07648951205978091,43607.73042534722,114132.64763655502,65026.576388888876,0.8333333333333334,169929.0625
T1,FROZEN_HISTORY,-1,SELECTED,RAW,S2,T1_TEST_1203,2024-12-03,12,.cache/forecast_path_structure_v1_20260916/predictions/T1_TEST_FROZEN_HISTORY_1.npz,49,0.07648951205978091,43607.73042534722,114132.64763655502,65026.576388888876,0.8333333333333334,169929.0625
T1,FROZEN_HISTORY,-1,SELECTED,RAW,S3,T1_TEST_1203,2024-12-03,12,.cache/forecast_path_structure_v1_20260916/predictions/T1_TEST_FROZEN_HISTORY_1.npz,49,0.07648951205978091,43607.73042534722,114132.64763655502,65026.576388888876,0.8333333333333334,169929.0625
T1,FROZEN_HISTORY,-1,SELECTED,RAW,S0,T1_TEST_1204,2024-12-04,12,.cache/forecast_path_structure_v1_20260916/predictions/T1_TEST_FROZEN_HISTORY_1.npz,50,0.09283867615020953,52928.61535631614,122310.51172366233,84577.96006944444,0.7083333333333334,196431.67317708334
T1,FROZEN_HISTORY,-1,SELECTED,RAW,S1,T1_TEST_1204,2024-12-04,12,.cache/forecast_path_structure_v1_20260916/predictions/T1_TEST_FROZEN_HISTORY_1.npz,50,0.09283867615020953,52928.61535631614,122310.51172366233,84577.96006944444,0.7083333333333334,196431.67317708334
T1,FROZEN_HISTORY,-1,SELECTED,RAW,S2,T1_TEST_1204,2024-12-04,12,.cache/forecast_path_structure_v1_20260916/predictions/T1_TEST_FROZEN_HISTORY_1.npz,50,0.09283867615020953,52928.61535631614,122310.51172366233,84577.96006944444,0.7083333333333334,196431.67317708334
T1,FROZEN_HISTORY,-1,SELECTED,RAW,S3,T1_TEST_1204,2024-12-04,12,.cache/forecast_path_structure_v1_20260916/predictions/T1_TEST_FROZEN_HISTORY_1.npz,50,0.09283867615020953,52928.61535631614,122310.51172366233,84577.96006944444,0.7083333333333334,196431.67317708334
T1,FROZEN_HISTORY,-1,SELECTED,RAW,S0,T1_TEST_1205,2024-12-05,12,.cache/forecast_path_structure_v1_20260916/predictions/T1_TEST_FROZEN_HISTORY_1.npz,51,0.14111770304555407,80453.15739293981,205424.15304034716,124956.38020833333,0.6666666666666666,241871.62630208334
T1,FROZEN_HISTORY,-1,SELECTED,RAW,S1,T1_TEST_1205,2024-12-05,12,.cache/forecast_path_structure_v1_20260916/predictions/T1_TEST_FROZEN_HISTORY_1.npz,51,0.14111770304555407,80453.15739293981,205424.15304034716,124956.38020833333,0.6666666666666666,241871.62630208334
T1,FROZEN_HISTORY,-1,SELECTED,RAW,S2,T1_TEST_1205,2024-12-05,12,.cache/forecast_path_structure_v1_20260916/predictions/T1_TEST_FROZEN_HISTORY_1.npz,51,0.14111770304555407,80453.15739293981,205424.15304034716,124956.38020833333,0.6666666666666666,241871.62630208334
T1,FROZEN_HISTORY,-1,SELECTED,RAW,S3,T1_TEST_1205,2024-12-05,12,.cache/forecast_path_structure_v1_20260916/predictions/T1_TEST_FROZEN_HISTORY_1.npz,51,0.14111770304555407,80453.15739293981,205424.15304034716,124956.38020833333,0.6666666666666666,241871.62630208334
T1,FROZEN_HISTORY,-1,SELECTED,RAW,S0,T1_TEST_1206,2024-12-06,12,.cache/forecast_path_structure_v1_20260916/predictions/T1_TEST_FROZEN_HISTORY_1.npz,52,0.06720645629817017,38315.33173859127,53618.23798142282,44372.11805555556,0.8333333333333334,271280.5729166667
T1,FROZEN_HISTORY,-1,SELECTED,RAW,S1,T1_TEST_1206,2024-12-06,12,.cache/forecast_path_structure_v1_20260916/predictions/T1_TEST_FROZEN_HISTORY_1.npz,52,0.06720645629817017,38315.33173859127,53618.23798142282,44372.11805555556,0.8333333333333334,271280.5729166667
T1,FROZEN_HISTORY,-1,SELECTED,RAW,S2,T1_TEST_1206,2024-12-06,12,.cache/forecast_path_structure_v1_20260916/predictions/T1_TEST_FROZEN_HISTORY_1.npz,52,0.06720645629817017,38315.33173859127,53618.23798142282,44372.11805555556,0.8333333333333334,271280.5729166667
T1,FROZEN_HISTORY,-1,SELECTED,RAW,S3,T1_TEST_1206,2024-12-06,12,.cache/forecast_path_structure_v1_20260916/predictions/T1_TEST_FROZEN_HISTORY_1.npz,52,0.06720645629817017,38315.33173859127,53618.23798142282,44372.11805555556,0.8333333333333334,271280.5729166667
T1,FROZEN_HISTORY,-1,SELECTED,RAW,S0,T1_TEST_1207,2024-12-07,12,.cache/forecast_path_structure_v1_20260916/predictions/T1_TEST_FROZEN_HISTORY_1.npz,53,0.06187561485069833,35276.14518187831,81149.58152153884,46625.36631944444,0.9166666666666666,251263.8515625
T1,FROZEN_HISTORY,-1,SELECTED,RAW,S1,T1_TEST_1207,2024-12-07,12,.cache/forecast_path_structure_v1_20260916/predictions/T1_TEST_FROZEN_HISTORY_1.npz,53,0.06187561485069833,35276.14518187831,81149.58152153884,46625.36631944444,0.9166666666666666,251263.8515625
T1,FROZEN_HISTORY,-1,SELECTED,RAW,S2,T1_TEST_1207,2024-12-07,12,.cache/forecast_path_structure_v1_20260916/predictions/T1_TEST_FROZEN_HISTORY_1.npz,53,0.06187561485069833,35276.14518187831,81149.58152153884,46625.36631944444,0.9166666666666666,251263.8515625
T1,FROZEN_HISTORY,-1,SELECTED,RAW,S3,T1_TEST_1207,2024-12-07,12,.cache/forecast_path_structure_v1_20260916/predictions/T1_TEST_FROZEN_HISTORY_1.npz,53,0.06187561485069833,35276.14518187831,81149.58152153884,46625.36631944444,0.9166666666666666,251263.8515625
T1,FROZEN_HISTORY,-1,SELECTED,RAW,S0,T1_TEST_1208,2024-12-08,12,.cache/forecast_path_structure_v1_20260916/predictions/T1_TEST_FROZEN_HISTORY_1.npz,54,0.1318549138016079,75172.3129286541,153402.5930738694,113800.39973958331,0.4166666666666667,207189.86588541666
T1,FROZEN_HISTORY,-1,SELECTED,RAW,S1,T1_TEST_1208,2024-12-08,12,.cache/forecast_path_structure_v1_20260916/predictions/T1_TEST_FROZEN_HISTORY_1.npz,54,0.1318549138016079,75172.3129286541,153402.5930738694,113800.39973958331,0.4166666666666667,207189.86588541666
T1,FROZEN_HISTORY,-1,SELECTED,RAW,S2,T1_TEST_1208,2024-12-08,12,.cache/forecast_path_structure_v1_20260916/predictions/T1_TEST_FROZEN_HISTORY_1.npz,54,0.1318549138016079,75172.3129286541,153402.5930738694,113800.39973958331,0.4166666666666667,207189.86588541666
T1,FROZEN_HISTORY,-1,SELECTED,RAW,S3,T1_TEST_1208,2024-12-08,12,.cache/forecast_path_structure_v1_20260916/predictions/T1_TEST_FROZEN_HISTORY_1.npz,54,0.1318549138016079,75172.3129286541,153402.5930738694,113800.39973958331,0.4166666666666667,207189.86588541666
T1,FROZEN_HISTORY,-1,SELECTED,RAW,S0,T1_TEST_1209,2024-12-09,12,.cache/forecast_path_structure_v1_20260916/predictions/T1_TEST_FROZEN_HISTORY_1.npz,55,0.09576730168845403,54598.26534556879,98055.76633703324,83875.99826388889,0.5833333333333334,212607.12890625
T1,FROZEN_HISTORY,-1,SELECTED,RAW,S1,T1_TEST_1209,2024-12-09,12,.cache/forecast_path_structure_v1_20260916/predictions/T1_TEST_FROZEN_HISTORY_1.npz,55,0.09576730168845403,54598.26534556879,98055.76633703324,83875.99826388889,0.5833333333333334,212607.12890625
T1,FROZEN_HISTORY,-1,SELECTED,RAW,S2,T1_TEST_1209,2024-12-09,12,.cache/forecast_path_structure_v1_20260916/predictions/T1_TEST_FROZEN_HISTORY_1.npz,55,0.09576730168845403,54598.26534556879,98055.76633703324,83875.99826388889,0.5833333333333334,212607.12890625
T1,FROZEN_HISTORY,-1,SELECTED,RAW,S3,T1_TEST_1209,2024-12-09,12,.cache/forecast_path_structure_v1_20260916/predictions/T1_TEST_FROZEN_HISTORY_1.npz,55,0.09576730168845403,54598.26534556879,98055.76633703324,83875.99826388889,0.5833333333333334,212607.12890625
T1,FROZEN_HISTORY,-1,SELECTED,RAW,S0,T1_TEST_1210,2024-12-10,12,.cache/forecast_path_structure_v1_20260916/predictions/T1_TEST_FROZEN_HISTORY_1.npz,56,0.05388472021552104,30720.425453455682,61549.79686500802,47982.721354166664,0.9583333333333334,201257.22916666666
T1,FROZEN_HISTORY,-1,SELECTED,RAW,S1,T1_TEST_1210,2024-12-10,12,.cache/forecast_path_structure_v1_20260916/predictions/T1_TEST_FROZEN_HISTORY_1.npz,56,0.05388472021552104,30720.425453455682,61549.79686500802,47982.721354166664,0.9583333333333334,201257.22916666666
T1,FROZEN_HISTORY,-1,SELECTED,RAW,S2,T1_TEST_1210,2024-12-10,12,.cache/forecast_path_structure_v1_20260916/predictions/T1_TEST_FROZEN_HISTORY_1.npz,56,0.05388472021552104,30720.425453455682,61549.79686500802,47982.721354166664,0.9583333333333334,201257.22916666666
T1,FROZEN_HISTORY,-1,SELECTED,RAW,S3,T1_TEST_1210,2024-12-10,12,.cache/forecast_path_structure_v1_20260916/predictions/T1_TEST_FROZEN_HISTORY_1.npz,56,0.05388472021552104,30720.425453455682,61549.79686500802,47982.721354166664,0.9583333333333334,201257.22916666666
T1,FROZEN_HISTORY,-1,SELECTED,RAW,S0,T1_TEST_1211,2024-12-11,12,.cache/forecast_path_structure_v1_20260916/predictions/T1_TEST_FROZEN_HISTORY_1.npz,57,0.047063548327522145,26831.58086722883,65401.096212161094,40263.01041666665,0.9166666666666666,162431.5234375
T1,FROZEN_HISTORY,-1,SELECTED,RAW,S1,T1_TEST_1211,2024-12-11,12,.cache/forecast_path_structure_v1_20260916/predictions/T1_TEST_FROZEN_HISTORY_1.npz,57,0.047063548327522145,26831.58086722883,65401.096212161094,40263.01041666665,0.9166666666666666,162431.5234375
T1,FROZEN_HISTORY,-1,SELECTED,RAW,S2,T1_TEST_1211,2024-12-11,12,.cache/forecast_path_structure_v1_20260916/predictions/T1_TEST_FROZEN_HISTORY_1.npz,57,0.047063548327522145,26831.58086722883,65401.096212161094,40263.01041666665,0.9166666666666666,162431.5234375
T1,FROZEN_HISTORY,-1,SELECTED,RAW,S3,T1_TEST_1211,2024-12-11,12,.cache/forecast_path_structure_v1_20260916/predictions/T1_TEST_FROZEN_HISTORY_1.npz,57,0.047063548327522145,26831.58086722883,65401.096212161094,40263.01041666665,0.9166666666666666,162431.5234375
T1,FROZEN_HISTORY,-1,SELECTED,RAW,S0,T1_TEST_1212,2024-12-12,12,.cache/forecast_path_structure_v1_20260916/predictions/T1_TEST_FROZEN_HISTORY_1.npz,58,0.04846103398719237,27628.3068010086,50746.55162128899,38793.76215277777,0.8333333333333334,152147.62369791666
T1,FROZEN_HISTORY,-1,SELECTED,RAW,S1,T1_TEST_1212,2024-12-12,12,.cache/forecast_path_structure_v1_20260916/predictions/T1_TEST_FROZEN_HISTORY_1.npz,58,0.04846103398719237,27628.3068010086,50746.55162128899,38793.76215277777,0.8333333333333334,152147.62369791666
T1,FROZEN_HISTORY,-1,SELECTED,RAW,S2,T1_TEST_1212,2024-12-12,12,.cache/forecast_path_structure_v1_20260916/predictions/T1_TEST_FROZEN_HISTORY_1.npz,58,0.04846103398719237,27628.3068010086,50746.55162128899,38793.76215277777,0.8333333333333334,152147.62369791666
T1,FROZEN_HISTORY,-1,SELECTED,RAW,S3,T1_TEST_1212,2024-12-12,12,.cache/forecast_path_structure_v1_20260916/predictions/T1_TEST_FROZEN_HISTORY_1.npz,58,0.04846103398719237,27628.3068010086,50746.55162128899,38793.76215277777,0.8333333333333334,152147.62369791666
T1,FROZEN_HISTORY,-1,SELECTED,RAW,S0,T1_TEST_1213,2024-12-13,12,.cache/forecast_path_structure_v1_20260916/predictions/T1_TEST_FROZEN_HISTORY_1.npz,59,0.08915632570698528,50829.25635747354,99862.45797252512,75880.4809027778,0.5416666666666666,154582.98177083334
T1,FROZEN_HISTORY,-1,SELECTED,RAW,S1,T1_TEST_1213,2024-12-13,12,.cache/forecast_path_structure_v1_20260916/predictions/T1_TEST_FROZEN_HISTORY_1.npz,59,0.08915632570698528,50829.25635747354,99862.45797252512,75880.4809027778,0.5416666666666666,154582.98177083334
T1,FROZEN_HISTORY,-1,SELECTED,RAW,S2,T1_TEST_1213,2024-12-13,12,.cache/forecast_path_structure_v1_20260916/predictions/T1_TEST_FROZEN_HISTORY_1.npz,59,0.08915632570698528,50829.25635747354,99862.45797252512,75880.4809027778,0.5416666666666666,154582.98177083334
T1,FROZEN_HISTORY,-1,SELECTED,RAW,S3,T1_TEST_1213,2024-12-13,12,.cache/forecast_path_structure_v1_20260916/predictions/T1_TEST_FROZEN_HISTORY_1.npz,59,0.08915632570698528,50829.25635747354,99862.45797252512,75880.4809027778,0.5416666666666666,154582.98177083334
T1,FROZEN_HISTORY,-1,SELECTED,RAW,S0,T1_TEST_1214,2024-12-14,12,.cache/forecast_path_structure_v1_20260916/predictions/T1_TEST_FROZEN_HISTORY_1.npz,60,0.06059692574369623,34547.146808449084,82136.87564099683,53232.275173611146,1.0,228549.36067708334
T1,FROZEN_HISTORY,-1,SELECTED,RAW,S1,T1_TEST_1214,2024-12-14,12,.cache/forecast_path_structure_v1_20260916/predictions/T1_TEST_FROZEN_HISTORY_1.npz,60,0.06059692574369623,34547.146808449084,82136.87564099683,53232.275173611146,1.0,228549.36067708334
T1,FROZEN_HISTORY,-1,SELECTED,RAW,S2,T1_TEST_1214,2024-12-14,12,.cache/forecast_path_structure_v1_20260916/predictions/T1_TEST_FROZEN_HISTORY_1.npz,60,0.06059692574369623,34547.146808449084,82136.87564099683,53232.275173611146,1.0,228549.36067708334
T1,FROZEN_HISTORY,-1,SELECTED,RAW,S3,T1_TEST_1214,2024-12-14,12,.cache/forecast_path_structure_v1_20260916/predictions/T1_TEST_FROZEN_HISTORY_1.npz,60,0.06059692574369623,34547.146808449084,82136.87564099683,53232.275173611146,1.0,228549.36067708334
T1,FROZEN_HISTORY,-1,SELECTED,RAW,S0,T1_TEST_1215,2024-12-15,12,.cache/forecast_path_structure_v1_20260916/predictions/T1_TEST_FROZEN_HISTORY_1.npz,61,0.07746361303527723,44163.07888558202,89475.67310481482,69235.65972222223,0.75,231531.64192708334
T1,FROZEN_HISTORY,-1,SELECTED,RAW,S1,T1_TEST_1215,2024-12-15,12,.cache/forecast_path_structure_v1_20260916/predictions/T1_TEST_FROZEN_HISTORY_1.npz,61,0.07746361303527723,44163.07888558202,89475.67310481482,69235.65972222223,0.75,231531.64192708334
T1,FROZEN_HISTORY,-1,SELECTED,RAW,S2,T1_TEST_1215,2024-12-15,12,.cache/forecast_path_structure_v1_20260916/predictions/T1_TEST_FROZEN_HISTORY_1.npz,61,0.07746361303527723,44163.07888558202,89475.67310481482,69235.65972222223,0.75,231531.64192708334
T1,FROZEN_HISTORY,-1,SELECTED,RAW,S3,T1_TEST_1215,2024-12-15,12,.cache/forecast_path_structure_v1_20260916/predictions/T1_TEST_FROZEN_HISTORY_1.npz,61,0.07746361303527723,44163.07888558202,89475.67310481482,69235.65972222223,0.75,231531.64192708334
T1,FROZEN_HISTORY,-1,SELECTED,RAW,S0,T1_TEST_1216,2024-12-16,12,.cache/forecast_path_structure_v1_20260916/predictions/T1_TEST_FROZEN_HISTORY_1.npz,62,0.03448668346877141,19661.335985449732,40843.5407655296,29887.30729166666,0.9583333333333334,126268.06901041667
T1,FROZEN_HISTORY,-1,SELECTED,RAW,S1,T1_TEST_1216,2024-12-16,12,.cache/forecast_path_structure_v1_20260916/predictions/T1_TEST_FROZEN_HISTORY_1.npz,62,0.03448668346877141,19661.335985449732,40843.5407655296,29887.30729166666,0.9583333333333334,126268.06901041667
T1,FROZEN_HISTORY,-1,SELECTED,RAW,S2,T1_TEST_1216,2024-12-16,12,.cache/forecast_path_structure_v1_20260916/predictions/T1_TEST_FROZEN_HISTORY_1.npz,62,0.03448668346877141,19661.335985449732,40843.5407655296,29887.30729166666,0.9583333333333334,126268.06901041667
T1,FROZEN_HISTORY,-1,SELECTED,RAW,S3,T1_TEST_1216,2024-12-16,12,.cache/forecast_path_structure_v1_20260916/predictions/T1_TEST_FROZEN_HISTORY_1.npz,62,0.03448668346877141,19661.335985449732,40843.5407655296,29887.30729166666,0.9583333333333334,126268.06901041667
T1,FROZEN_HISTORY,-1,SELECTED,RAW,S0,T1_TEST_1217,2024-12-17,12,.cache/forecast_path_structure_v1_20260916/predictions/T1_TEST_FROZEN_HISTORY_1.npz,63,0.07608994385485364,43379.931056547604,93147.18539697431,61026.216145833336,0.7916666666666666,122175.61067708333
T1,FROZEN_HISTORY,-1,SELECTED,RAW,S1,T1_TEST_1217,2024-12-17,12,.cache/forecast_path_structure_v1_20260916/predictions/T1_TEST_FROZEN_HISTORY_1.npz,63,0.07608994385485364,43379.931056547604,93147.18539697431,61026.216145833336,0.7916666666666666,122175.61067708333
T1,FROZEN_HISTORY,-1,SELECTED,RAW,S2,T1_TEST_1217,2024-12-17,12,.cache/forecast_path_structure_v1_20260916/predictions/T1_TEST_FROZEN_HISTORY_1.npz,63,0.07608994385485364,43379.931056547604,93147.18539697431,61026.216145833336,0.7916666666666666,122175.61067708333
T1,FROZEN_HISTORY,-1,SELECTED,RAW,S3,T1_TEST_1217,2024-12-17,12,.cache/forecast_path_structure_v1_20260916/predictions/T1_TEST_FROZEN_HISTORY_1.npz,63,0.07608994385485364,43379.931056547604,93147.18539697431,61026.216145833336,0.7916666666666666,122175.61067708333
T1,FROZEN_HISTORY,-1,SELECTED,RAW,S0,T1_TEST_1218,2024-12-18,12,.cache/forecast_path_structure_v1_20260916/predictions/T1_TEST_FROZEN_HISTORY_1.npz,64,0.05905926653267518,33670.505991236765,69762.0281902391,52462.55338541665,0.7083333333333334,126346.0
T1,FROZEN_HISTORY,-1,SELECTED,RAW,S1,T1_TEST_1218,2024-12-18,12,.cache/forecast_path_structure_v1_20260916/predictions/T1_TEST_FROZEN_HISTORY_1.npz,64,0.05905926653267518,33670.505991236765,69762.0281902391,52462.55338541665,0.7083333333333334,126346.0
T1,FROZEN_HISTORY,-1,SELECTED,RAW,S2,T1_TEST_1218,2024-12-18,12,.cache/forecast_path_structure_v1_20260916/predictions/T1_TEST_FROZEN_HISTORY_1.npz,64,0.05905926653267518,33670.505991236765,69762.0281902391,52462.55338541665,0.7083333333333334,126346.0
T1,FROZEN_HISTORY,-1,SELECTED,RAW,S3,T1_TEST_1218,2024-12-18,12,.cache/forecast_path_structure_v1_20260916/predictions/T1_TEST_FROZEN_HISTORY_1.npz,64,0.05905926653267518,33670.505991236765,69762.0281902391,52462.55338541665,0.7083333333333334,126346.0
T1,FROZEN_HISTORY,-1,SELECTED,RAW,S0,T1_TEST_1219,2024-12-19,12,.cache/forecast_path_structure_v1_20260916/predictions/T1_TEST_FROZEN_HISTORY_1.npz,65,0.09557654627366916,54489.51304108798,81552.10401537569,77266.86024305558,0.4166666666666667,137940.34895833334
T1,FROZEN_HISTORY,-1,SELECTED,RAW,S1,T1_TEST_1219,2024-12-19,12,.cache/forecast_path_structure_v1_20260916/predictions/T1_TEST_FROZEN_HISTORY_1.npz,65,0.09557654627366916,54489.51304108798,81552.10401537569,77266.86024305558,0.4166666666666667,137940.34895833334
T1,FROZEN_HISTORY,-1,SELECTED,RAW,S2,T1_TEST_1219,2024-12-19,12,.cache/forecast_path_structure_v1_20260916/predictions/T1_TEST_FROZEN_HISTORY_1.npz,65,0.09557654627366916,54489.51304108798,81552.10401537569,77266.86024305558,0.4166666666666667,137940.34895833334
T1,FROZEN_HISTORY,-1,SELECTED,RAW,S3,T1_TEST_1219,2024-12-19,12,.cache/forecast_path_structure_v1_20260916/predictions/T1_TEST_FROZEN_HISTORY_1.npz,65,0.09557654627366916,54489.51304108798,81552.10401537569,77266.86024305558,0.4166666666666667,137940.34895833334
T1,FROZEN_HISTORY,-1,SELECTED,RAW,S0,T1_TEST_1220,2024-12-20,12,.cache/forecast_path_structure_v1_20260916/predictions/T1_TEST_FROZEN_HISTORY_1.npz,66,0.19444170722665818,110853.9108676422,231073.70305580102,138642.59027777778,0.625,141195.42708333334
T1,FROZEN_HISTORY,-1,SELECTED,RAW,S1,T1_TEST_1220,2024-12-20,12,.cache/forecast_path_structure_v1_20260916/predictions/T1_TEST_FROZEN_HISTORY_1.npz,66,0.19444170722665818,110853.9108676422,231073.70305580102,138642.59027777778,0.625,141195.42708333334
T1,FROZEN_HISTORY,-1,SELECTED,RAW,S2,T1_TEST_1220,2024-12-20,12,.cache/forecast_path_structure_v1_20260916/predictions/T1_TEST_FROZEN_HISTORY_1.npz,66,0.19444170722665818,110853.9108676422,231073.70305580102,138642.59027777778,0.625,141195.42708333334
T1,FROZEN_HISTORY,-1,SELECTED,RAW,S3,T1_TEST_1220,2024-12-20,12,.cache/forecast_path_structure_v1_20260916/predictions/T1_TEST_FROZEN_HISTORY_1.npz,66,0.19444170722665818,110853.9108676422,231073.70305580102,138642.59027777778,0.625,141195.42708333334
T1,FROZEN_HISTORY,-1,SELECTED,RAW,S0,T1_TEST_1221,2024-12-21,12,.cache/forecast_path_structure_v1_20260916/predictions/T1_TEST_FROZEN_HISTORY_1.npz,67,0.05632784998055293,32113.28757688492,57829.3965756837,45929.371527777774,0.75,186275.70963541666
T1,FROZEN_HISTORY,-1,SELECTED,RAW,S1,T1_TEST_1221,2024-12-21,12,.cache/forecast_path_structure_v1_20260916/predictions/T1_TEST_FROZEN_HISTORY_1.npz,67,0.05632784998055293,32113.28757688492,57829.3965756837,45929.371527777774,0.75,186275.70963541666
T1,FROZEN_HISTORY,-1,SELECTED,RAW,S2,T1_TEST_1221,2024-12-21,12,.cache/forecast_path_structure_v1_20260916/predictions/T1_TEST_FROZEN_HISTORY_1.npz,67,0.05632784998055293,32113.28757688492,57829.3965756837,45929.371527777774,0.75,186275.70963541666
T1,FROZEN_HISTORY,-1,SELECTED,RAW,S3,T1_TEST_1221,2024-12-21,12,.cache/forecast_path_structure_v1_20260916/predictions/T1_TEST_FROZEN_HISTORY_1.npz,67,0.05632784998055293,32113.28757688492,57829.3965756837,45929.371527777774,0.75,186275.70963541666
T1,FROZEN_HISTORY,-1,SELECTED,RAW,S0,T1_TEST_1222,2024-12-22,12,.cache/forecast_path_structure_v1_20260916/predictions/T1_TEST_FROZEN_HISTORY_1.npz,68,0.04668739282345306,26617.129403521816,48118.903493411046,38384.51432291666,0.6666666666666666,127540.1171875
T1,FROZEN_HISTORY,-1,SELECTED,RAW,S1,T1_TEST_1222,2024-12-22,12,.cache/forecast_path_structure_v1_20260916/predictions/T1_TEST_FROZEN_HISTORY_1.npz,68,0.04668739282345306,26617.129403521816,48118.903493411046,38384.51432291666,0.6666666666666666,127540.1171875
T1,FROZEN_HISTORY,-1,SELECTED,RAW,S2,T1_TEST_1222,2024-12-22,12,.cache/forecast_path_structure_v1_20260916/predictions/T1_TEST_FROZEN_HISTORY_1.npz,68,0.04668739282345306,26617.129403521816,48118.903493411046,38384.51432291666,0.6666666666666666,127540.1171875
T1,FROZEN_HISTORY,-1,SELECTED,RAW,S3,T1_TEST_1222,2024-12-22,12,.cache/forecast_path_structure_v1_20260916/predictions/T1_TEST_FROZEN_HISTORY_1.npz,68,0.04668739282345306,26617.129403521816,48118.903493411046,38384.51432291666,0.6666666666666666,127540.1171875
T1,FROZEN_HISTORY,-1,SELECTED,RAW,S0,T1_TEST_1223,2024-12-23,12,.cache/forecast_path_structure_v1_20260916/predictions/T1_TEST_FROZEN_HISTORY_1.npz,69,0.13888784293072134,79181.88325148808,172876.98994532463,98909.48437499999,0.625,123710.77083333333
T1,FROZEN_HISTORY,-1,SELECTED,RAW,S1,T1_TEST_1223,2024-12-23,12,.cache/forecast_path_structure_v1_20260916/predictions/T1_TEST_FROZEN_HISTORY_1.npz,69,0.13888784293072134,79181.88325148808,172876.98994532463,98909.48437499999,0.625,123710.77083333333
T1,FROZEN_HISTORY,-1,SELECTED,RAW,S2,T1_TEST_1223,2024-12-23,12,.cache/forecast_path_structure_v1_20260916/predictions/T1_TEST_FROZEN_HISTORY_1.npz,69,0.13888784293072134,79181.88325148808,172876.98994532463,98909.48437499999,0.625,123710.77083333333
T1,FROZEN_HISTORY,-1,SELECTED,RAW,S3,T1_TEST_1223,2024-12-23,12,.cache/forecast_path_structure_v1_20260916/predictions/T1_TEST_FROZEN_HISTORY_1.npz,69,0.13888784293072134,79181.88325148808,172876.98994532463,98909.48437499999,0.625,123710.77083333333
T1,FROZEN_HISTORY,-1,SELECTED,RAW,S0,T1_TEST_1224,2024-12-24,12,.cache/forecast_path_structure_v1_20260916/predictions/T1_TEST_FROZEN_HISTORY_1.npz,70,0.08985935442879601,51230.06277075067,97146.34622667596,73435.31857638889,0.5833333333333334,135386.9921875
T1,FROZEN_HISTORY,-1,SELECTED,RAW,S1,T1_TEST_1224,2024-12-24,12,.cache/forecast_path_structure_v1_20260916/predictions/T1_TEST_FROZEN_HISTORY_1.npz,70,0.08985935442879601,51230.06277075067,97146.34622667596,73435.31857638889,0.5833333333333334,135386.9921875
T1,FROZEN_HISTORY,-1,SELECTED,RAW,S2,T1_TEST_1224,2024-12-24,12,.cache/forecast_path_structure_v1_20260916/predictions/T1_TEST_FROZEN_HISTORY_1.npz,70,0.08985935442879601,51230.06277075067,97146.34622667596,73435.31857638889,0.5833333333333334,135386.9921875
T1,FROZEN_HISTORY,-1,SELECTED,RAW,S3,T1_TEST_1224,2024-12-24,12,.cache/forecast_path_structure_v1_20260916/predictions/T1_TEST_FROZEN_HISTORY_1.npz,70,0.08985935442879601,51230.06277075067,97146.34622667596,73435.31857638889,0.5833333333333334,135386.9921875
T1,FROZEN_HISTORY,-1,SELECTED,RAW,S0,T1_TEST_1225,2024-12-25,12,.cache/forecast_path_structure_v1_20260916/predictions/T1_TEST_FROZEN_HISTORY_1.npz,71,0.07286153800671742,41539.372159804894,84437.86502599811,58352.10460069444,0.7916666666666666,202563.61979166666
T1,FROZEN_HISTORY,-1,SELECTED,RAW,S1,T1_TEST_1225,2024-12-25,12,.cache/forecast_path_structure_v1_20260916/predictions/T1_TEST_FROZEN_HISTORY_1.npz,71,0.07286153800671742,41539.372159804894,84437.86502599811,58352.10460069444,0.7916666666666666,202563.61979166666
