target,seed,id,block,distinct,path_abs_temporal_diff,point_abs_temporal_diff,version_abs_difference
T0,61730,T0_TRAIN_0301,0,True,11.593402862548828,14.04373836517334,8.848529815673828
T0,61730,T0_TRAIN_0301,1,True,11.593402862548828,14.854645729064941,8.848529815673828
T0,61730,T0_TRAIN_0302,0,True,9.928719520568848,12.877976417541504,8.688519477844238
T0,61730,T0_TRAIN_0302,1,True,9.928719520568848,13.617424011230469,8.688519477844238
T0,61730,T0_TRAIN_0304,0,True,7.04827880859375,10.275903701782227,6.234129905700684
T0,61730,T0_TRAIN_0304,1,True,7.04827880859375,8.087396621704102,6.234129905700684
T0,61730,T0_TRAIN_0306,0,True,8.991284370422363,11.201411247253418,6.659716606140137
T0,61730,T0_TRAIN_0306,1,True,8.991284370422363,12.858911514282227,6.659716606140137
T0,61730,T0_TRAIN_0308,0,True,14.191478729248047,16.301136016845703,3.9966883659362793
T0,61730,T0_TRAIN_0308,1,True,14.191478729248047,15.77957820892334,3.9966883659362793
T0,61730,T0_TRAIN_0310,0,True,10.278661727905273,19.263996124267578,8.403583526611328
T0,61730,T0_TRAIN_0310,1,True,10.278661727905273,16.063247680664062,8.403583526611328
T0,61730,T0_TRAIN_0312,0,True,4.753246784210205,9.17503833770752,6.14885950088501
T0,61730,T0_TRAIN_0312,1,True,4.753246784210205,8.206905364990234,6.14885950088501
T0,61730,T0_TRAIN_0314,0,True,12.370148658752441,13.938076972961426,3.4684019088745117
T0,61730,T0_TRAIN_0314,1,True,12.370148658752441,13.349577903747559,3.4684019088745117
T0,61730,T0_TRAIN_0316,0,True,12.883161544799805,14.896319389343262,6.844056129455566
T0,61730,T0_TRAIN_0316,1,True,12.883161544799805,14.0995512008667,6.844056129455566
T0,61730,T0_TRAIN_0318,0,True,10.405438423156738,18.466064453125,8.921942710876465
T0,61730,T0_TRAIN_0318,1,True,10.405438423156738,15.146753311157227,8.921942710876465
T0,61730,T0_TRAIN_0319,0,True,10.506330490112305,14.669549942016602,6.73542594909668
T0,61730,T0_TRAIN_0319,1,True,10.506330490112305,13.449938774108887,6.73542594909668
T0,61730,T0_TRAIN_0321,0,True,7.921469688415527,12.836469650268555,7.422909259796143
T0,61730,T0_TRAIN_0321,1,True,7.921469688415527,11.179777145385742,7.422909259796143
T0,61730,T0_TRAIN_0323,0,True,13.45688533782959,13.768238067626953,3.8664770126342773
T0,61730,T0_TRAIN_0323,1,True,13.45688533782959,13.844329833984375,3.8664770126342773
T0,61730,T0_TRAIN_0325,0,True,12.353775978088379,14.647575378417969,4.950817108154297
T0,61730,T0_TRAIN_0325,1,True,12.353775978088379,14.978497505187988,4.950817108154297
T0,61730,T0_TRAIN_0327,0,True,9.107208251953125,14.547712326049805,8.678027153015137
T0,61730,T0_TRAIN_0327,1,True,9.107208251953125,14.585738182067871,8.678027153015137
T0,61730,T0_TRAIN_0329,0,True,15.135268211364746,17.36304473876953,9.55966567993164
T0,61730,T0_TRAIN_0329,1,True,15.135268211364746,18.051513671875,9.55966567993164
T0,61730,T0_TRAIN_0331,0,True,11.387201309204102,16.5999698638916,8.477103233337402
T0,61730,T0_TRAIN_0331,1,True,11.387201309204102,14.943798065185547,8.477103233337402
T0,61730,T0_TRAIN_0402,0,True,11.775374412536621,13.627225875854492,4.162869930267334
T0,61730,T0_TRAIN_0402,1,True,11.775374412536621,13.989788055419922,4.162869930267334
T0,61730,T0_TRAIN_0404,0,True,9.550415992736816,17.48406982421875,8.98923110961914
T0,61730,T0_TRAIN_0404,1,True,9.550415992736816,14.133760452270508,8.98923110961914
T0,61730,T0_TRAIN_0405,0,True,11.491772651672363,15.392719268798828,7.447567462921143
T0,61730,T0_TRAIN_0405,1,True,11.491772651672363,17.51995277404785,7.447567462921143
T0,61730,T0_TRAIN_0407,0,True,14.62486457824707,17.74404525756836,8.59201431274414
T0,61730,T0_TRAIN_0407,1,True,14.62486457824707,16.00369644165039,8.59201431274414
T0,61730,T0_TRAIN_0409,0,True,11.26023006439209,18.872583389282227,8.596901893615723
T0,61730,T0_TRAIN_0409,1,True,11.26023006439209,16.49822998046875,8.596901893615723
T0,61730,T0_TRAIN_0411,0,True,7.186954975128174,11.940265655517578,7.360734939575195
T0,61730,T0_TRAIN_0411,1,True,7.186954975128174,10.871587753295898,7.360734939575195
T0,61730,T0_TRAIN_0413,0,True,15.46235466003418,16.31737518310547,4.246390342712402
T0,61730,T0_TRAIN_0413,1,True,15.46235466003418,16.178539276123047,4.246390342712402
T0,61730,T0_TRAIN_0415,0,True,9.17717170715332,10.493083000183105,4.835081100463867
T0,61730,T0_TRAIN_0415,1,True,9.17717170715332,10.549559593200684,4.835081100463867
T0,61730,T0_TRAIN_0417,0,True,16.275053024291992,19.77386474609375,10.157029151916504
T0,61730,T0_TRAIN_0417,1,True,16.275053024291992,18.81220245361328,10.157029151916504
T0,61730,T0_TRAIN_0419,0,True,17.0419864654541,19.62520408630371,7.1284966468811035
T0,61730,T0_TRAIN_0419,1,True,17.0419864654541,18.826772689819336,7.1284966468811035
T0,61730,T0_TRAIN_0421,0,True,16.197160720825195,19.711835861206055,8.155405044555664
T0,61730,T0_TRAIN_0421,1,True,16.197160720825195,20.823833465576172,8.155405044555664
T0,61730,T0_TRAIN_0422,0,True,19.038185119628906,21.309947967529297,8.904593467712402
T0,61730,T0_TRAIN_0422,1,True,19.038185119628906,20.430212020874023,8.904593467712402
T0,61730,T0_TRAIN_0424,0,True,15.61014461517334,20.442750930786133,8.634799003601074
T0,61730,T0_TRAIN_0424,1,True,15.61014461517334,19.706287384033203,8.634799003601074
T0,61730,T0_TRAIN_0426,0,True,12.150224685668945,15.143034934997559,9.495307922363281
T0,61730,T0_TRAIN_0426,1,True,12.150224685668945,15.698840141296387,9.495307922363281
T0,61730,T0_TRAIN_0428,0,True,17.420766830444336,19.138879776000977,6.857160568237305
T0,61730,T0_TRAIN_0428,1,True,17.420766830444336,18.99534797668457,6.857160568237305
T0,61730,T0_TRAIN_0430,0,True,18.835601806640625,22.09425926208496,8.446866989135742
