scope,policy,variant,case,method,baseline,method_score,baseline_score,gain_percent,ci_low,ci_high,bootstrap_seed,replicates
ALL,SELECTED,RAW,S0,PATH,FROZEN_WEATHER,0.10092715249734714,0.09846890083306059,-2.4964751748921743,-6.737857089569248,1.879827608758679,61916,2000
ALL,SELECTED,RAW,S1,PATH,FROZEN_WEATHER,0.1069693438594685,0.10712619311150291,0.146415407360878,-3.519113115753579,4.0342504048006695,61916,2000
ALL,SELECTED,RAW,S2,PATH,FROZEN_WEATHER,0.11051567460732542,0.11049291735727003,-0.02059611656537908,-3.8567895029520263,3.775287368087506,61916,2000
ALL,SELECTED,RAW,S3,PATH,FROZEN_WEATHER,0.1177542275340503,0.1186972442851072,0.7944723205130225,-2.4464662812715914,4.039286599201266,61916,2000
ALL,SELECTED,RAW,MEAN,PATH,FROZEN_WEATHER,0.10904159962454785,0.10869631389673519,-0.31766093571552945,-3.9210682364228924,3.3212645244882433,61916,2000
ALL,SELECTED,RAW,WORST,PATH,FROZEN_WEATHER,0.11804823294595639,0.11934717730591728,1.0883745969386145,-2.2888070625132726,4.151784591629514,61916,2000
ADDITIONAL,SELECTED,RAW,S0,PATH,FROZEN_WEATHER,0.10946811230352915,0.10508823711015489,-4.167807276834631,-8.806809707201289,0.41282519483988417,61916,2000
ADDITIONAL,SELECTED,RAW,S1,PATH,FROZEN_WEATHER,0.11348446940421024,0.11187694894075766,-1.4368647685447835,-5.3335043061027205,2.807916560874867,61916,2000
ADDITIONAL,SELECTED,RAW,S2,PATH,FROZEN_WEATHER,0.11675027325466295,0.11478491391788566,-1.7122104897715538,-5.931359517516445,2.2827751845026083,61916,2000
ADDITIONAL,SELECTED,RAW,S3,PATH,FROZEN_WEATHER,0.12190736265462933,0.12064575554716095,-1.0457119703437985,-4.680365705984687,2.326361629281285,61916,2000
ADDITIONAL,SELECTED,RAW,MEAN,PATH,FROZEN_WEATHER,0.11540255440425792,0.1130989638789898,-2.036791891155479,-6.006278980616493,1.9744112593851149,61916,2000
ADDITIONAL,SELECTED,RAW,WORST,PATH,FROZEN_WEATHER,0.12234837077248846,0.12162065507837606,-0.5983487703165503,-4.534560876790739,2.679318555371966,61916,2000
T0,SELECTED,RAW,S0,POINT,FROZEN_WEATHER,0.08275631600309943,0.08523022827887197,2.9026230783730114,-0.15356417757892762,5.979189411897275,61916,2000
T0,SELECTED,RAW,S1,POINT,FROZEN_WEATHER,0.09473086859066748,0.09762468145299348,2.9642225913119886,0.476837940171407,5.641535471547507,61916,2000
T0,SELECTED,RAW,S2,POINT,FROZEN_WEATHER,0.09899944597121671,0.10190892423603877,2.854978881028322,0.1773721608016488,5.4289455970353195,61916,2000
T0,SELECTED,RAW,S3,POINT,FROZEN_WEATHER,0.11356809394272153,0.11480022176099972,1.0732799983987167,-1.2054950240557358,3.3467264798027863,61916,2000
T0,SELECTED,RAW,MEAN,POINT,FROZEN_WEATHER,0.0975136811269263,0.09989101393222599,2.37992659371009,0.09516123249401111,4.801556658804009,61916,2000
T0,SELECTED,RAW,WORST,POINT,FROZEN_WEATHER,0.11356809394272153,0.11480022176099972,1.0732799983987167,-1.2054950240557358,3.3467264798027863,61916,2000
T1,SELECTED,RAW,S0,POINT,FROZEN_WEATHER,0.07959394900700756,0.08161036915703702,2.4707891544387115,0.8882189733345482,4.022320321422424,61916,2000
T1,SELECTED,RAW,S1,POINT,FROZEN_WEATHER,0.09007937543239572,0.0940109499977998,4.182038970456198,2.4170481750737207,5.663206776398231,61916,2000
T1,SELECTED,RAW,S2,POINT,FROZEN_WEATHER,0.09236681120564537,0.09604120648989342,3.8258529005825386,1.7636923279663468,5.359731427583408,61916,2000
T1,SELECTED,RAW,S3,POINT,FROZEN_WEATHER,0.10450280665895526,0.10971268881087423,4.748659620310569,3.2415123728568433,6.254444738038932,61916,2000
T1,SELECTED,RAW,MEAN,POINT,FROZEN_WEATHER,0.09163573557600098,0.09534380361390113,3.8891547193943854,2.458530213624079,5.162710568251409,61916,2000
T1,SELECTED,RAW,WORST,POINT,FROZEN_WEATHER,0.10450280665895526,0.10971268881087423,4.748659620310569,3.2415123728568433,6.254444738038932,61916,2000
T2,SELECTED,RAW,S0,POINT,FROZEN_WEATHER,0.13693065985030783,0.12856610506327273,-6.506034217120098,-12.211920410998205,-0.5121702240114514,61916,2000
T2,SELECTED,RAW,S1,POINT,FROZEN_WEATHER,0.1358947811107622,0.12974294788371551,-4.7415549957754735,-10.161776930940597,1.026768841155042,61916,2000
T2,SELECTED,RAW,S2,POINT,FROZEN_WEATHER,0.14016723075127988,0.1335286213458779,-4.97167523972711,-10.326027366517723,0.3201733552424436,61916,2000
T2,SELECTED,RAW,S3,POINT,FROZEN_WEATHER,0.13934474479135173,0.13157882228344767,-5.902106716820034,-11.148186113883325,-0.5811194995702873,61916,2000
T2,SELECTED,RAW,MEAN,POINT,FROZEN_WEATHER,0.1380843541259254,0.13085412414407846,-5.525412385081584,-10.932969004005113,-0.014547418120095988,61916,2000
T2,SELECTED,RAW,WORST,POINT,FROZEN_WEATHER,0.14016723075127988,0.1335286213458779,-4.97167523972711,-10.626694935612344,0.08473993230685196,61916,2000
ALL,SELECTED,RAW,S0,POINT,FROZEN_WEATHER,0.09976030828680493,0.09846890083306059,-1.3114876299205693,-4.616063542102859,2.2004382224308894,61916,2000
ALL,SELECTED,RAW,S1,POINT,FROZEN_WEATHER,0.10690167504460846,0.10712619311150291,0.20958279238091124,-2.7306447621618584,3.349544954569565,61916,2000
ALL,SELECTED,RAW,S2,POINT,FROZEN_WEATHER,0.11051116264271399,0.11049291735727003,-0.01651262893617473,-3.044833158804127,3.02568391167014,61916,2000
ALL,SELECTED,RAW,S3,POINT,FROZEN_WEATHER,0.11913854846434284,0.1186972442851072,-0.37178974279777244,-2.8066020950543464,2.203426278071579,61916,2000
ALL,SELECTED,RAW,MEAN,POINT,FROZEN_WEATHER,0.10907792360961756,0.10869631389673519,-0.35107879853672874,-3.2297733755329148,2.645431104312478,61916,2000
ALL,SELECTED,RAW,WORST,POINT,FROZEN_WEATHER,0.11941271045098556,0.11934717730591728,-0.05490967323031458,-2.5320866239994633,2.36216392613365,61916,2000
ADDITIONAL,SELECTED,RAW,S0,POINT,FROZEN_WEATHER,0.1082623044286577,0.10508823711015489,-3.020383066447019,-7.124506573362196,1.2160690266523484,61916,2000
ADDITIONAL,SELECTED,RAW,S1,POINT,FROZEN_WEATHER,0.11298707827157896,0.11187694894075766,-0.9922770877575062,-4.512128075162375,2.692859669648309,61916,2000
ADDITIONAL,SELECTED,RAW,S2,POINT,FROZEN_WEATHER,0.11626702097846262,0.11478491391788566,-1.2912037043798454,-4.785483884988534,2.1367223052972357,61916,2000
ADDITIONAL,SELECTED,RAW,S3,POINT,FROZEN_WEATHER,0.12192377572515349,0.12064575554716095,-1.0593163200780473,-4.11191729879872,2.0680122876099345,61916,2000
ADDITIONAL,SELECTED,RAW,MEAN,POINT,FROZEN_WEATHER,0.11486004485096318,0.1130989638789898,-1.5571150358704056,-5.011270822590844,1.9440093170658366,61916,2000
ADDITIONAL,SELECTED,RAW,WORST,POINT,FROZEN_WEATHER,0.12233501870511757,0.12162065507837606,-0.5873703165643565,-3.809340111191634,2.2842677059698286,61916,2000
T0,SELECTED,CALIBRATED,S0,PATH,LATEST,0.08341203188563666,0.08490019461580021,1.752837831406577,-1.2234574375472274,4.915892800628032,61916,2000
T0,SELECTED,CALIBRATED,S1,PATH,LATEST,0.09176849210099478,0.09444238673844385,2.8312442429630345,-0.06142819234676512,5.652733923742546,61916,2000
T0,SELECTED,CALIBRATED,S2,PATH,LATEST,0.09603753722912427,0.09876935583420315,2.7658564561913206,-0.7937230946382524,5.709800570289818,61916,2000
T0,SELECTED,CALIBRATED,S3,PATH,LATEST,0.10692266997898545,0.11197677538692422,4.513530051633322,0.8242089030603028,7.474524591531477,61916,2000
T0,SELECTED,CALIBRATED,MEAN,PATH,LATEST,0.09453518279868528,0.09752217814384284,3.0628882598908076,0.3171585621684723,5.718104552821622,61916,2000
T0,SELECTED,CALIBRATED,WORST,PATH,LATEST,0.10692266997898545,0.11197677538692422,4.513530051633322,0.8242089030603028,7.474524591531477,61916,2000
T1,SELECTED,CALIBRATED,S0,PATH,LATEST,0.0810573447453977,0.08309025866852725,2.4466332825361214,1.291383418670599,3.7315124245563727,61916,2000
T1,SELECTED,CALIBRATED,S1,PATH,LATEST,0.088398155435606,0.09194448266521257,3.8570310330848527,2.4885475977523983,5.042831494157785,61916,2000
T1,SELECTED,CALIBRATED,S2,PATH,LATEST,0.09096263210143782,0.09404876976914617,3.2814226866376237,1.8361640337448182,4.294867866455425,61916,2000
T1,SELECTED,CALIBRATED,S3,PATH,LATEST,0.10185036227500699,0.10703579593476643,4.844578969562422,3.670765778571997,6.095684458750437,61916,2000
T1,SELECTED,CALIBRATED,MEAN,PATH,LATEST,0.09056712363936212,0.0940298267594131,3.6825582258177856,2.718597128325526,4.611165530019292,61916,2000
T1,SELECTED,CALIBRATED,WORST,PATH,LATEST,0.10185036227500699,0.10703579593476643,4.844578969562422,3.670765778571997,6.095684458750437,61916,2000
T2,SELECTED,CALIBRATED,S0,PATH,LATEST,0.13647425832854607,0.1294010008533107,-5.466153606689365,-8.367996771917543,-2.558912408330748,61916,2000
T2,SELECTED,CALIBRATED,S1,PATH,LATEST,0.13690527115439605,0.1306579230877772,-4.7814536761171444,-7.8177231896149015,-1.8016092613536165,61916,2000
T2,SELECTED,CALIBRATED,S2,PATH,LATEST,0.14108132437867035,0.13586444386912516,-3.8397687879033913,-6.435641430924039,-1.34599130099512,61916,2000
T2,SELECTED,CALIBRATED,S3,PATH,LATEST,0.13971841174431548,0.13508929476092751,-3.4267089717066694,-6.283803325253444,-0.7970854958486493,61916,2000
T2,SELECTED,CALIBRATED,MEAN,PATH,LATEST,0.13854481640148197,0.13275316564278514,-4.362721393990051,-7.04357672761899,-1.6557319671843025,61916,2000
T2,SELECTED,CALIBRATED,WORST,PATH,LATEST,0.14108132437867035,0.13586444386912516,-3.8397687879033913,-6.414371529645767,-0.9327444500727105,61916,2000
ALL,SELECTED,CALIBRATED,S0,PATH,LATEST,0.10031454498652681,0.09913048471254604,-1.1944461659944992,-3.2418694572965054,1.2318473470736275,61916,2000
ALL,SELECTED,CALIBRATED,S1,PATH,LATEST,0.1056906395636656,0.10568159749714455,-0.008555951778925028,-2.048836405679469,2.2706187912094493,61916,2000
ALL,SELECTED,CALIBRATED,S2,PATH,LATEST,0.10936049790307749,0.10956085649082482,0.1828742437442643,-2.041912142974703,2.230802744364674,61916,2000
ALL,SELECTED,CALIBRATED,S3,PATH,LATEST,0.11616381466610264,0.11803395536087273,1.584409070298792,-0.18901515463551224,3.6443630068181347,61916,2000
ALL,SELECTED,CALIBRATED,MEAN,PATH,LATEST,0.10788237427984311,0.10810172351534703,0.20291002619655268,-1.6303617851462509,2.278464321832811,61916,2000
ALL,SELECTED,CALIBRATED,WORST,PATH,LATEST,0.11661811887755426,0.1182923383969386,1.4153237158660095,-0.40193444118159244,3.585743379406853,61916,2000
ADDITIONAL,SELECTED,CALIBRATED,S0,PATH,LATEST,0.10876580153697188,0.10624562976091897,-2.3720239427484815,-4.45149385697653,-0.09393717352065582,61916,2000
ADDITIONAL,SELECTED,CALIBRATED,S1,PATH,LATEST,0.11265171329500102,0.11130120287649489,-1.2133834887703077,-3.209889948321322,0.8771660936762318,61916,2000
ADDITIONAL,SELECTED,CALIBRATED,S2,PATH,LATEST,0.11602197824005409,0.11495660681913566,-0.9267596273040646,-2.858948785652655,0.8606308100330884,61916,2000
ADDITIONAL,SELECTED,CALIBRATED,S3,PATH,LATEST,0.12078438700966124,0.12106254534784697,0.22976415817667004,-1.3098435764449203,1.9196335667899134,61916,2000
ADDITIONAL,SELECTED,CALIBRATED,MEAN,PATH,LATEST,0.11455597002042205,0.11339149620109912,-1.0269498669086623,-2.8087019602532335,0.8628706716952316,61916,2000
ADDITIONAL,SELECTED,CALIBRATED,WORST,PATH,LATEST,0.12146584332683867,0.12145011990194579,-0.012946405409541405,-1.5367750808425205,1.8427348257082647,61916,2000
T0,SELECTED,CALIBRATED,S0,PATH,DROP,0.08341203188563666,0.08554107218302512,2.488909997332193,-0.24320465565616609,5.459871507264516,61916,2000
T0,SELECTED,CALIBRATED,S1,PATH,DROP,0.09176849210099478,0.09410630770086456,2.484228376381521,-0.3298360568556146,5.204833744580393,61916,2000
T0,SELECTED,CALIBRATED,S2,PATH,DROP,0.09603753722912427,0.09869691459456338,2.694488856479008,-0.5278229998464552,5.493926853659352,61916,2000
T0,SELECTED,CALIBRATED,S3,PATH,DROP,0.10692266997898545,0.1114550207877891,4.066529059676254,0.6512540055477727,7.060426500737209,61916,2000
T0,SELECTED,CALIBRATED,MEAN,PATH,DROP,0.09453518279868528,0.09744982881656054,2.9909195873107075,0.3113989683776668,5.635822557429964,61916,2000
T0,SELECTED,CALIBRATED,WORST,PATH,DROP,0.10692266997898545,0.1114550207877891,4.066529059676254,0.6512540055477727,7.060426500737209,61916,2000
T1,SELECTED,CALIBRATED,S0,PATH,DROP,0.0810573447453977,0.08305448129911089,2.404610229905274,1.3216819056506526,3.532158427377695,61916,2000
T1,SELECTED,CALIBRATED,S1,PATH,DROP,0.088398155435606,0.09097600118154393,2.8335447947352654,1.761730330581891,3.8186950463922664,61916,2000
T1,SELECTED,CALIBRATED,S2,PATH,DROP,0.09096263210143782,0.09340181604381714,2.611495199659761,1.5720293158331267,3.3732588678429902,61916,2000
T1,SELECTED,CALIBRATED,S3,PATH,DROP,0.10185036227500699,0.10546450820147599,3.426883591553521,2.3569078791178253,4.674761769488539,61916,2000
T1,SELECTED,CALIBRATED,MEAN,PATH,DROP,0.09056712363936212,0.09322420168148698,2.850201979957019,1.928225675358744,3.7614166065933112,61916,2000
T1,SELECTED,CALIBRATED,WORST,PATH,DROP,0.10185036227500699,0.10546450820147599,3.426883591553521,2.3569078791178253,4.674761769488539,61916,2000
T2,SELECTED,CALIBRATED,S0,PATH,DROP,0.13647425832854607,0.1358940038604356,-0.42699048642822834,-3.137855833702626,2.1242568379177134,61916,2000
T2,SELECTED,CALIBRATED,S1,PATH,DROP,0.13690527115439605,0.13546329733008566,-1.0644756570458354,-4.981753468438138,1.9325446192702234,61916,2000
T2,SELECTED,CALIBRATED,S2,PATH,DROP,0.14108132437867035,0.14083876844285856,-0.17222242035594407,-3.629830838132518,2.563709464842798,61916,2000
T2,SELECTED,CALIBRATED,S3,PATH,DROP,0.13971841174431548,0.1415112971727062,1.266955687786958,-2.578328173672296,4.152526833550155,61916,2000
T2,SELECTED,CALIBRATED,MEAN,PATH,DROP,0.13854481640148197,0.1384268417015215,-0.08522530638591798,-3.44971682803092,2.5465030675733127,61916,2000
T2,SELECTED,CALIBRATED,WORST,PATH,DROP,0.14108132437867035,0.1415112971727062,0.3038434405071429,-3.5734566169353785,3.9304435284180714,61916,2000
ALL,SELECTED,CALIBRATED,S0,PATH,DROP,0.10031454498652681,0.10149651911419054,1.1645464671886208,-0.16703560290197436,2.489856464548825,61916,2000
ALL,SELECTED,CALIBRATED,S1,PATH,DROP,0.1056906395636656,0.10684853540416472,1.0836796556164947,-0.5981987102842472,2.599929213638216,61916,2000
ALL,SELECTED,CALIBRATED,S2,PATH,DROP,0.10936049790307749,0.11097916636041301,1.458533624300957,-0.4188102158441348,2.9457386778553296,61916,2000
ALL,SELECTED,CALIBRATED,S3,PATH,DROP,0.11616381466610264,0.11947694205399044,2.7730266032341495,1.4331517098399686,4.159848512659809,61916,2000
ALL,SELECTED,CALIBRATED,MEAN,PATH,DROP,0.10788237427984311,0.1097002907331897,1.6571664862475854,0.2058383054456179,2.9341455734202917,61916,2000
ALL,SELECTED,CALIBRATED,WORST,PATH,DROP,0.11661811887755426,0.11947694205399044,2.3927823455209523,0.9589986872671796,4.06442950990913,61916,2000
ADDITIONAL,SELECTED,CALIBRATED,S0,PATH,DROP,0.10876580153697188,0.10947424257977324,0.6471303441858727,-0.9546082425000538,2.2914039426335324,61916,2000
ADDITIONAL,SELECTED,CALIBRATED,S1,PATH,DROP,0.11265171329500102,0.11321964925581479,0.501623140989018,-1.8039189444600348,2.4529518064838007,61916,2000
ADDITIONAL,SELECTED,CALIBRATED,S2,PATH,DROP,0.11602197824005409,0.11712029224333785,0.9377657639393745,-1.11151677381604,2.698612797317212,61916,2000
ADDITIONAL,SELECTED,CALIBRATED,S3,PATH,DROP,0.12078438700966124,0.12348790268709109,2.18929597037562,0.1309453623731128,3.908467851969469,61916,2000
ADDITIONAL,SELECTED,CALIBRATED,MEAN,PATH,DROP,0.11455597002042205,0.11582552169150424,1.0960897499461197,-0.8387449021894002,2.775464850951579,61916,2000
ADDITIONAL,SELECTED,CALIBRATED,WORST,PATH,DROP,0.12146584332683867,0.12348790268709109,1.6374554237722878,-0.44469104366520934,3.82346086669132,61916,2000
T0,SELECTED,CALIBRATED,S0,PATH,POINT,0.08341203188563666,0.08406889358911016,0.7813373953556858,-0.9723283518658726,2.7604355441843085,61916,2000
T0,SELECTED,CALIBRATED,S1,PATH,POINT,0.09176849210099478,0.09376575881474498,2.130059777680946,0.5318290243072954,3.594934072710634,61916,2000
T0,SELECTED,CALIBRATED,S2,PATH,POINT,0.09603753722912427,0.09775830272249932,1.7602243957320771,-0.4227088450413911,3.4780048013569087,61916,2000
T0,SELECTED,CALIBRATED,S3,PATH,POINT,0.10692266997898545,0.11132768687240811,3.9568026761134685,1.883991579187874,5.7151896896290335,61916,2000
T0,SELECTED,CALIBRATED,MEAN,PATH,POINT,0.09453518279868528,0.09673016049969065,2.26917611804478,0.7513262888572094,3.686033896427789,61916,2000
T0,SELECTED,CALIBRATED,WORST,PATH,POINT,0.10692266997898545,0.11132768687240811,3.9568026761134685,1.883991579187874,5.7151896896290335,61916,2000
T1,SELECTED,CALIBRATED,S0,PATH,POINT,0.0810573447453977,0.08209331935430916,1.261947521503257,0.5073847996880282,2.1539496171713557,61916,2000
T1,SELECTED,CALIBRATED,S1,PATH,POINT,0.088398155435606,0.08987212244350665,1.6400714346400092,0.9519009775677773,2.381998136896748,61916,2000
T1,SELECTED,CALIBRATED,S2,PATH,POINT,0.09096263210143782,0.09212278452518563,1.2593544905610576,0.5730144959219937,1.9716752608925978,61916,2000
T1,SELECTED,CALIBRATED,S3,PATH,POINT,0.10185036227500699,0.10355816782330973,1.6491268474511733,1.1455281007381377,2.180029939341402,61916,2000
T1,SELECTED,CALIBRATED,MEAN,PATH,POINT,0.09056712363936212,0.0919115985365778,1.4627913327833355,0.9012188890111966,2.102596489686053,61916,2000
T1,SELECTED,CALIBRATED,WORST,PATH,POINT,0.10185036227500699,0.10355816782330973,1.6491268474511733,1.1403020401272523,2.180029939341402,61916,2000
T2,SELECTED,CALIBRATED,S0,PATH,POINT,0.13647425832854607,0.13451362494296798,-1.4575723361922404,-2.460338388737521,-0.575579011340538,61916,2000
T2,SELECTED,CALIBRATED,S1,PATH,POINT,0.13690527115439605,0.13567364190173128,-0.9077881564916153,-2.0787703859792876,0.21671939385470826,61916,2000
T2,SELECTED,CALIBRATED,S2,PATH,POINT,0.14108132437867035,0.13990768158767858,-0.8388694442458228,-2.1378592334238204,0.41817003579456,61916,2000
T2,SELECTED,CALIBRATED,S3,PATH,POINT,0.13971841174431548,0.13863394768215442,-0.7822500046290309,-1.9678491423918134,0.3419236825718728,61916,2000
T2,SELECTED,CALIBRATED,MEAN,PATH,POINT,0.13854481640148197,0.13718222402863306,-0.9932718196524574,-2.1533771603696246,0.08010096421028613,61916,2000
T2,SELECTED,CALIBRATED,WORST,PATH,POINT,0.14108132437867035,0.13990768158767858,-0.8388694442458228,-2.153784625952068,0.34741079456129054,61916,2000
ALL,SELECTED,CALIBRATED,S0,PATH,POINT,0.10031454498652681,0.10022527929546243,-0.08906504595634368,-0.9725931228167785,0.8947176247528525,61916,2000
ALL,SELECTED,CALIBRATED,S1,PATH,POINT,0.1056906395636656,0.10643717438666096,0.7013854203639189,-0.09129491001376905,1.523006548770399,61916,2000
ALL,SELECTED,CALIBRATED,S2,PATH,POINT,0.10936049790307749,0.10992958961178784,0.5176874676964354,-0.5107637102224164,1.4717184795593359,61916,2000
ALL,SELECTED,CALIBRATED,S3,PATH,POINT,0.11616381466610264,0.11783993412595743,1.4223696510753447,0.45115346531987827,2.3490643182010467,61916,2000
ALL,SELECTED,CALIBRATED,MEAN,PATH,POINT,0.10788237427984311,0.10860799435496717,0.6681092671249296,-0.11136170672408527,1.4630773085344593,61916,2000
ALL,SELECTED,CALIBRATED,WORST,PATH,POINT,0.11661811887755426,0.11826451209446548,1.3921278562381765,0.3838143699042266,2.3395884109353173,61916,2000
ADDITIONAL,SELECTED,CALIBRATED,S0,PATH,POINT,0.10876580153697188,0.10830347214863857,-0.42688325605922794,-1.1988639642363652,0.29454886295831484,61916,2000
ADDITIONAL,SELECTED,CALIBRATED,S1,PATH,POINT,0.11265171329500102,0.11277288217261897,0.10744504820979121,-0.75252927919073,0.9029454021922582,61916,2000
ADDITIONAL,SELECTED,CALIBRATED,S2,PATH,POINT,0.11602197824005409,0.1160152330564321,-0.005814049969369269,-0.8851017312928446,0.8676328180397618,61916,2000
ADDITIONAL,SELECTED,CALIBRATED,S3,PATH,POINT,0.12078438700966124,0.12109605775273208,0.2573748054682724,-0.4841223194017792,0.921883396400785,61916,2000
ADDITIONAL,SELECTED,CALIBRATED,MEAN,PATH,POINT,0.11455597002042205,0.11454691128260543,-0.007908321328953378,-0.7968598564595045,0.7182396286062326,61916,2000
ADDITIONAL,SELECTED,CALIBRATED,WORST,PATH,POINT,0.12146584332683867,0.12173292470549416,0.21939945935056482,-0.6154986518880811,0.9261483015276362,61916,2000
T0,SELECTED,CALIBRATED,S0,LATEST,FROZEN_WEATHER,0.08490019461580021,0.0896589137559294,5.307580630614625,4.129061191295678,6.601020789001556,61916,2000
T0,SELECTED,CALIBRATED,S1,LATEST,FROZEN_WEATHER,0.09444238673844385,0.0980543608282096,3.6836445205062343,1.982872459000598,5.630897622545276,61916,2000
T0,SELECTED,CALIBRATED,S2,LATEST,FROZEN_WEATHER,0.09876935583420315,0.10250785075378258,3.647032780502882,1.952870845670967,5.330250994341946,61916,2000
T0,SELECTED,CALIBRATED,S3,LATEST,FROZEN_WEATHER,0.11197677538692422,0.11422084182876524,1.9646733520010549,0.8247064923890141,3.2542223033814577,61916,2000
T0,SELECTED,CALIBRATED,MEAN,LATEST,FROZEN_WEATHER,0.09752217814384284,0.1011104917916717,3.548903367241281,2.2567569292546863,4.892187284701145,61916,2000
T0,SELECTED,CALIBRATED,WORST,LATEST,FROZEN_WEATHER,0.11197677538692422,0.11422084182876524,1.9646733520010549,0.8247064923890141,3.2865983221032367,61916,2000
T1,SELECTED,CALIBRATED,S0,LATEST,FROZEN_WEATHER,0.08309025866852725,0.08703320735057242,4.530395698463524,3.536097084552036,5.6920254088286,61916,2000
T1,SELECTED,CALIBRATED,S1,LATEST,FROZEN_WEATHER,0.09194448266521257,0.09498270472920116,3.198710831251497,1.7458922193995459,4.817342309026877,61916,2000
T1,SELECTED,CALIBRATED,S2,LATEST,FROZEN_WEATHER,0.09404876976914617,0.09684594650878871,2.8882744611192357,1.2434878249026313,4.667490573824889,61916,2000
T1,SELECTED,CALIBRATED,S3,LATEST,FROZEN_WEATHER,0.10703579593476643,0.10949725996625756,2.247968608757557,0.9252334652258517,3.8176466317783166,61916,2000
T1,SELECTED,CALIBRATED,MEAN,LATEST,FROZEN_WEATHER,0.0940298267594131,0.09708977963870496,3.151673523906127,1.898478936303838,4.544999040193257,61916,2000
T1,SELECTED,CALIBRATED,WORST,LATEST,FROZEN_WEATHER,0.10703579593476643,0.10949725996625756,2.247968608757557,0.9252334652258517,3.8176466317783166,61916,2000
T2,SELECTED,CALIBRATED,S0,LATEST,FROZEN_WEATHER,0.1294010008533107,0.13240485537487492,2.268689099851731,-1.6373342392116874,6.168694952021464,61916,2000
T2,SELECTED,CALIBRATED,S1,LATEST,FROZEN_WEATHER,0.1306579230877772,0.13579629881615904,3.7838849609135212,-0.055293531920828976,7.908054339562391,61916,2000
T2,SELECTED,CALIBRATED,S2,LATEST,FROZEN_WEATHER,0.13586444386912516,0.1397305368143764,2.766820362528985,-0.9420231405422081,6.4004312125137535,61916,2000
T2,SELECTED,CALIBRATED,S3,LATEST,FROZEN_WEATHER,0.13508929476092751,0.1372814236553199,1.5968139286610845,-2.3435589274007413,5.4217917839763485,61916,2000
T2,SELECTED,CALIBRATED,MEAN,LATEST,FROZEN_WEATHER,0.13275316564278514,0.13630327866518258,2.6045690589130945,-1.1073246104992112,6.374299326959253,61916,2000
T2,SELECTED,CALIBRATED,WORST,LATEST,FROZEN_WEATHER,0.13586444386912516,0.1397305368143764,2.766820362528985,-1.2076653875951922,6.07699143492894,61916,2000
ALL,SELECTED,CALIBRATED,S0,LATEST,FROZEN_WEATHER,0.09913048471254604,0.10303232549379225,3.78700642011744,1.6595090535000603,5.813594372831662,61916,2000
ALL,SELECTED,CALIBRATED,S1,LATEST,FROZEN_WEATHER,0.10568159749714455,0.1096111214578566,3.584968302895143,1.3430792928288566,5.866742220113182,61916,2000
ALL,SELECTED,CALIBRATED,S2,LATEST,FROZEN_WEATHER,0.10956085649082482,0.11302811135898257,3.067604002641059,0.897420643512601,5.251787316517431,61916,2000
ALL,SELECTED,CALIBRATED,S3,LATEST,FROZEN_WEATHER,0.11803395536087273,0.12033317515011423,1.9107114778391303,0.03547420159850322,3.707544769598434,61916,2000
ALL,SELECTED,CALIBRATED,MEAN,LATEST,FROZEN_WEATHER,0.10810172351534703,0.1115011833651864,3.04881055719878,1.0475600844425617,5.043524845818513,61916,2000
ALL,SELECTED,CALIBRATED,WORST,LATEST,FROZEN_WEATHER,0.1182923383969386,0.12114954620313306,2.3584139567503954,0.5127373019318094,3.985201957263407,61916,2000
ADDITIONAL,SELECTED,CALIBRATED,S0,LATEST,FROZEN_WEATHER,0.10624562976091897,0.10971903136272368,3.165723902831291,0.5171445382207077,5.698628178534985,61916,2000
ADDITIONAL,SELECTED,CALIBRATED,S1,LATEST,FROZEN_WEATHER,0.11130120287649489,0.11538950177268009,3.5430423334691574,0.8876573061021025,6.243453345109659,61916,2000
ADDITIONAL,SELECTED,CALIBRATED,S2,LATEST,FROZEN_WEATHER,0.11495660681913566,0.11828824166158255,2.8165393243214742,0.2870009708767484,5.341960759123145,61916,2000
ADDITIONAL,SELECTED,CALIBRATED,S3,LATEST,FROZEN_WEATHER,0.12106254534784697,0.12338934181078873,1.885735371301181,-0.5591361461117761,4.182439258316086,61916,2000
ADDITIONAL,SELECTED,CALIBRATED,MEAN,LATEST,FROZEN_WEATHER,0.11339149620109912,0.11669652915194377,2.832160454867823,0.3592201989587637,5.300751224786331,61916,2000
ADDITIONAL,SELECTED,CALIBRATED,WORST,LATEST,FROZEN_WEATHER,0.12145011990194579,0.12461389839031697,2.53886486919907,0.0887073431809655,4.58218284130485,61916,2000
T0,SELECTED,CALIBRATED,S0,DROP,FROZEN_WEATHER,0.08554107218302512,0.0896589137559294,4.592785480441929,3.0514739407362588,6.31666501746978,61916,2000
T0,SELECTED,CALIBRATED,S1,DROP,FROZEN_WEATHER,0.09410630770086456,0.0980543608282096,4.026392191023507,2.2446568359602606,5.923178496804306,61916,2000
T0,SELECTED,CALIBRATED,S2,DROP,FROZEN_WEATHER,0.09869691459456338,0.10250785075378258,3.7177017479108247,1.8766343470818234,5.456212440945373,61916,2000
T0,SELECTED,CALIBRATED,S3,DROP,FROZEN_WEATHER,0.1114550207877891,0.11422084182876524,2.421467918370393,1.0606642769934715,3.9990231609750664,61916,2000
