target,arm,seed,policy,variant,case,n_origins,primary,raw_2pinball,RMSE,MAE,coverage80,width80
T1,FROZEN_WEATHER,-1,SELECTED,RAW,S3,75,0.10971268881087423,62548.72372784116,153948.70218057002,89092.3347048611,0.7066666666666666,197719.73116319446
T1,FROZEN_WEATHER,-1,SELECTED,CALIBRATED,S0,75,0.08703320735057243,49618.8371711778,115143.65010263388,70813.12540219906,0.9333333333333333,295868.90463541675
T1,FROZEN_WEATHER,-1,SELECTED,CALIBRATED,S1,75,0.09498270472920117,54150.95575017086,128397.03721796464,77481.42559895832,0.9144444444444446,295949.92814236117
T1,FROZEN_WEATHER,-1,SELECTED,CALIBRATED,S2,75,0.09684594650878871,55213.21569997934,132112.96835313903,78920.38051649305,0.9072222222222223,296198.76732638903
T1,FROZEN_WEATHER,-1,SELECTED,CALIBRATED,S3,75,0.10949725996625756,62425.90475921517,154080.32423645165,88495.19728587962,0.8833333333333333,297392.9447048612
T1,FROZEN_HISTORY,-1,SELECTED,RAW,S0,75,0.1166592860765964,66509.07505941082,174330.90988550297,95409.35413339119,0.7355555555555554,266880.58897569444
T1,FROZEN_HISTORY,-1,SELECTED,RAW,S1,75,0.1166592860765964,66509.07505941082,174330.90988550297,95409.35413339119,0.7355555555555554,266880.58897569444
T1,FROZEN_HISTORY,-1,SELECTED,RAW,S2,75,0.1166592860765964,66509.07505941082,174330.90988550297,95409.35413339119,0.7355555555555554,266880.58897569444
T1,FROZEN_HISTORY,-1,SELECTED,RAW,S3,75,0.1166592860765964,66509.07505941082,174330.90988550297,95409.35413339119,0.7355555555555554,266880.58897569444
T1,FROZEN_HISTORY,-1,SELECTED,CALIBRATED,S0,75,0.11651912874239338,66429.16942159887,174280.0192085492,94414.17884982638,0.8261111111111111,303114.024912037
T1,FROZEN_HISTORY,-1,SELECTED,CALIBRATED,S1,75,0.11651912874239338,66429.16942159887,174280.0192085492,94414.17884982638,0.8261111111111111,303114.024912037
T1,FROZEN_HISTORY,-1,SELECTED,CALIBRATED,S2,75,0.11651912874239338,66429.16942159887,174280.0192085492,94414.17884982638,0.8261111111111111,303114.024912037
T1,FROZEN_HISTORY,-1,SELECTED,CALIBRATED,S3,75,0.11651912874239338,66429.16942159887,174280.0192085492,94414.17884982638,0.8261111111111111,303114.024912037
T2,FROZEN_WEATHER,-1,SELECTED,RAW,S0,75,0.1285661050632727,34789.82541081901,71020.12312571307,50115.403703703705,0.7244444444444443,136082.74081597224
T2,FROZEN_WEATHER,-1,SELECTED,RAW,S1,75,0.12974294788371551,35108.277589478625,71779.91420702824,50806.798391203694,0.7411111111111109,138487.11538194446
T2,FROZEN_WEATHER,-1,SELECTED,RAW,S2,75,0.13352862134587792,36132.67603995811,73343.94208096921,52407.44296296297,0.736111111111111,138746.8538715278
T2,FROZEN_WEATHER,-1,SELECTED,RAW,S3,75,0.13157882228344767,35605.06287990521,71713.38000175788,51667.613599537035,0.7433333333333333,141142.2076041667
T2,FROZEN_WEATHER,-1,SELECTED,CALIBRATED,S0,75,0.13240485537487495,35828.58638962164,72478.39029626337,51918.14876591435,0.6611111111111111,123913.58421614583
T2,FROZEN_WEATHER,-1,SELECTED,CALIBRATED,S1,75,0.13579629881615904,36746.306695100866,74310.97036839853,53667.90960358796,0.6738888888888889,126324.95900173612
T2,FROZEN_WEATHER,-1,SELECTED,CALIBRATED,S2,75,0.13973053681437642,37810.90652112214,75755.35076679119,55316.54447048612,0.6561111111111111,126585.2679811921
T2,FROZEN_WEATHER,-1,SELECTED,CALIBRATED,S3,75,0.13728142365531987,37148.179598089184,73990.67108046726,54450.18001880787,0.673888888888889,128978.31073148147
T2,FROZEN_HISTORY,-1,SELECTED,RAW,S0,75,0.144763519280127,39172.8252102899,82544.57244574628,56801.222395833334,0.7300000000000001,151542.82083333333
T2,FROZEN_HISTORY,-1,SELECTED,RAW,S1,75,0.144763519280127,39172.8252102899,82544.57244574628,56801.222395833334,0.7300000000000001,151542.82083333333
T2,FROZEN_HISTORY,-1,SELECTED,RAW,S2,75,0.144763519280127,39172.8252102899,82544.57244574628,56801.222395833334,0.7300000000000001,151542.82083333333
T2,FROZEN_HISTORY,-1,SELECTED,RAW,S3,75,0.144763519280127,39172.8252102899,82544.57244574628,56801.222395833334,0.7300000000000001,151542.82083333333
T2,FROZEN_HISTORY,-1,SELECTED,CALIBRATED,S0,75,0.14527405012633465,39310.97421151896,82545.12933503055,56801.5879296875,0.712777777777778,148793.8017361111
T2,FROZEN_HISTORY,-1,SELECTED,CALIBRATED,S1,75,0.14527405012633465,39310.97421151896,82545.12933503055,56801.5879296875,0.712777777777778,148793.8017361111
T2,FROZEN_HISTORY,-1,SELECTED,CALIBRATED,S2,75,0.14527405012633465,39310.97421151896,82545.12933503055,56801.5879296875,0.712777777777778,148793.8017361111
T2,FROZEN_HISTORY,-1,SELECTED,CALIBRATED,S3,75,0.14527405012633465,39310.97421151896,82545.12933503055,56801.5879296875,0.712777777777778,148793.8017361111
T0,LATEST,61730,SELECTED,RAW,S0,75,0.08299486785830897,35782.18358037161,88867.53637628407,52153.09412760416,0.7799999999999999,150486.4292621528
T0,LATEST,61730,SELECTED,RAW,S1,75,0.09507890036215391,40992.060776416445,101203.10891548391,59404.790402199076,0.7244444444444444,152395.2121267361
T0,LATEST,61730,SELECTED,RAW,S2,75,0.09930429781536115,42813.787243031446,105804.38179154898,61576.796328125,0.7188888888888889,151462.68194878474
T0,LATEST,61730,SELECTED,RAW,S3,75,0.11313792220977215,48777.97877000386,127005.4266609517,69117.3266550926,0.7044444444444444,153740.70392361112
T0,LATEST,61730,SELECTED,CALIBRATED,S0,75,0.08498062684319557,36638.31835565545,89628.72524141209,52485.821031539344,0.8827777777777777,188039.9787413195
T0,LATEST,61730,SELECTED,CALIBRATED,S1,75,0.09448025135201404,40733.96085609844,100970.80082682885,58891.082497106465,0.8561111111111113,189948.7616059028
T0,LATEST,61730,SELECTED,CALIBRATED,S2,75,0.09873892850948258,42570.03544468901,105667.44324850856,61173.952948495375,0.8383333333333334,189016.23142795142
T0,LATEST,61730,SELECTED,CALIBRATED,S3,75,0.11186584142356168,48229.537289273314,126857.45872937686,68498.49275462964,0.8227777777777777,191294.2534027778
T0,LATEST,61730,FIXED512,RAW,S0,75,0.08318319510088366,35863.37848001887,89478.19307315309,52272.120094039354,0.7694444444444444,159054.8583420139
T0,LATEST,61730,FIXED512,RAW,S1,75,0.09444021909529131,40716.70145685901,100787.04289220429,59447.132873263894,0.7205555555555555,160776.69699218753
T0,LATEST,61730,FIXED512,RAW,S2,75,0.09866937793319516,42540.0495967317,106208.1488546154,61765.71161313658,0.7111111111111112,160087.9566840278
T0,LATEST,61730,FIXED512,RAW,S3,75,0.1126299534858988,48558.97450383942,128453.14822862955,69550.80561921296,0.6894444444444445,161548.11815104168
T0,LATEST,61731,SELECTED,RAW,S0,75,0.08265464943671473,35635.50272728933,88493.8209159623,51825.45349392361,0.7844444444444444,150086.47141493054
T0,LATEST,61731,SELECTED,RAW,S1,75,0.09513199580108159,41014.95220081432,101098.73243908376,59296.24706307869,0.7266666666666667,151555.8252821181
T0,LATEST,61731,SELECTED,RAW,S2,75,0.09948000840221308,42889.54263174397,105816.27305068883,61534.96519675925,0.72,150617.41156684028
T0,LATEST,61731,SELECTED,RAW,S3,75,0.11355846027629539,48959.288418264994,127237.73799443372,69230.14218605323,0.7038888888888889,153091.90033420137
T0,LATEST,61731,SELECTED,CALIBRATED,S0,75,0.08481976238840487,36568.96368829572,89299.36290591891,52166.62810040509,0.8899999999999998,192005.83860243054
T0,LATEST,61731,SELECTED,CALIBRATED,S1,75,0.09440452212487369,40701.311161269565,100781.10725207334,58669.55806423612,0.865,193475.1924696181
T0,LATEST,61731,SELECTED,CALIBRATED,S2,75,0.0987997831589237,42596.27215418941,105607.04584326509,61048.835677083334,0.8499999999999999,192536.77875434028
T0,LATEST,61731,SELECTED,CALIBRATED,S3,75,0.11208770935028674,48325.192829061954,127029.64339237406,68523.40007957177,0.835,195011.2675217014
T0,LATEST,61731,FIXED512,RAW,S0,75,0.08303164133252056,35798.037996904626,89074.47728788166,52066.2003587963,0.7711111111111111,159290.21754774306
T0,LATEST,61731,FIXED512,RAW,S1,75,0.09462274221555847,40795.3939828621,100630.606841377,59485.80076533565,0.7222222222222223,160518.5855859375
T0,LATEST,61731,FIXED512,RAW,S2,75,0.09888115849425101,42631.35609688052,106109.18297882717,61817.897740885404,0.7077777777777778,159879.12827256942
T0,LATEST,61731,FIXED512,RAW,S3,75,0.1129584304312957,48700.59316852816,128550.0914214233,69667.21664930556,0.6855555555555555,161694.9117621528
T0,DROP,61730,SELECTED,RAW,S0,75,0.0834564134502553,35981.173102590394,88691.9871094231,52683.22094039353,0.7788888888888889,159348.78554253472
T0,DROP,61730,SELECTED,RAW,S1,75,0.09548645602163365,41167.77322470445,100920.77140222643,60037.59522714122,0.7266666666666667,162185.03582682295
T0,DROP,61730,SELECTED,RAW,S2,75,0.09981720049451391,43034.91872137345,106036.31573801792,62430.70671440972,0.715,160901.4726822917
T0,DROP,61730,SELECTED,RAW,S3,75,0.11337175057482024,48878.790900926615,127356.73495544406,70169.53039930556,0.6961111111111109,163206.67306857638
T0,DROP,61730,SELECTED,CALIBRATED,S0,75,0.08502142040586642,36655.90598228892,89688.3035625319,53011.75583333333,0.8944444444444444,196348.76731336804
T0,DROP,61730,SELECTED,CALIBRATED,S1,75,0.09389976174937097,40483.69013377218,100340.17216517213,59081.49114728009,0.8655555555555554,199185.01759765623
T0,DROP,61730,SELECTED,CALIBRATED,S2,75,0.09839978975707545,42423.820077269345,105617.16777635133,61634.83683304398,0.8427777777777778,197901.45445312496
T0,DROP,61730,SELECTED,CALIBRATED,S3,75,0.11114450748855181,47918.5433211964,126961.62798527812,68983.69008680555,0.8311111111111111,200206.6548394097
T0,DROP,61730,FIXED512,RAW,S0,75,0.0834564134502553,35981.173102590394,88691.9871094231,52683.22094039353,0.7788888888888889,159348.78554253472
T0,DROP,61730,FIXED512,RAW,S1,75,0.09548645602163365,41167.77322470445,100920.77140222643,60037.59522714122,0.7266666666666667,162185.03582682295
T0,DROP,61730,FIXED512,RAW,S2,75,0.09981720049451391,43034.91872137345,106036.31573801792,62430.70671440972,0.715,160901.4726822917
T0,DROP,61730,FIXED512,RAW,S3,75,0.11337175057482024,48878.790900926615,127356.73495544406,70169.53039930556,0.6961111111111109,163206.67306857638
T0,DROP,61731,SELECTED,RAW,S0,75,0.08405653737742691,36239.90891466118,89556.45213347409,53021.2223191551,0.7733333333333333,159714.95756510418
T0,DROP,61731,SELECTED,RAW,S1,75,0.09568197021632481,41252.06668751171,101295.16319326618,60135.45837094907,0.7294444444444443,162319.8383072917
T0,DROP,61731,SELECTED,RAW,S2,75,0.10014087345679115,43174.466209731174,106545.74266438039,62622.17957609953,0.7122222222222223,160892.8816970486
T0,DROP,61731,SELECTED,RAW,S3,75,0.11381180902653606,49068.51651543417,127945.50845450207,70272.78882233794,0.6966666666666665,163711.44552517362
T0,DROP,61731,SELECTED,CALIBRATED,S0,75,0.08606072396018381,37103.988514811375,90847.40352385232,53639.72907841436,0.8811111111111111,194024.18933593752
T0,DROP,61731,SELECTED,CALIBRATED,S1,75,0.09431285365235816,40661.78946316069,100843.67403113571,59281.706015625,0.8583333333333333,196629.07007812502
T0,DROP,61731,SELECTED,CALIBRATED,S2,75,0.0989940394320513,42680.02328008502,106276.91225648305,61961.15975549768,0.835,195202.11346788198
T0,DROP,61731,SELECTED,CALIBRATED,S3,75,0.11176553408702636,48186.29105462068,127665.4976152298,69230.00161168982,0.8227777777777778,198020.67729600696
T0,DROP,61731,FIXED512,RAW,S0,75,0.08405653737742691,36239.90891466118,89556.45213347409,53021.2223191551,0.7733333333333333,159714.95756510418
T0,DROP,61731,FIXED512,RAW,S1,75,0.09568197021632481,41252.06668751171,101295.16319326618,60135.45837094907,0.7294444444444443,162319.8383072917
T0,DROP,61731,FIXED512,RAW,S2,75,0.10014087345679115,43174.466209731174,106545.74266438039,62622.17957609953,0.7122222222222223,160892.8816970486
T0,DROP,61731,FIXED512,RAW,S3,75,0.11381180902653606,49068.51651543417,127945.50845450207,70272.78882233794,0.6966666666666665,163711.44552517362
T0,PATH,61730,SELECTED,RAW,S0,75,0.08359340273956965,36040.234295472335,86459.45161335802,52250.23946180556,0.7766666666666666,180984.668359375
T0,PATH,61730,SELECTED,RAW,S1,75,0.09392404705590093,40494.16043535811,98813.53487763388,59692.941995081004,0.7416666666666667,183625.04463975696
T0,PATH,61730,SELECTED,RAW,S2,75,0.09799201428214431,42248.012858340226,104315.39803649166,62092.203559027774,0.7333333333333333,182183.54179253473
T0,PATH,61730,SELECTED,RAW,S3,75,0.10940860685210055,47170.13180065725,122810.69098079315,69389.8486154514,0.7066666666666667,184256.71657986115
T0,PATH,61730,SELECTED,CALIBRATED,S0,75,0.08317355327033098,35859.22152718805,86636.52638410208,51852.493214699076,0.8844444444444444,206619.78914930558
T0,PATH,61730,SELECTED,CALIBRATED,S1,75,0.0914110171108855,39410.69947980806,97645.65196242902,57891.09940827545,0.8433333333333334,209227.90245225697
T0,PATH,61730,SELECTED,CALIBRATED,S2,75,0.09575154835846741,41282.06442013752,103433.5434461592,60724.62541377314,0.8227777777777778,207790.3419748264
T0,PATH,61730,SELECTED,CALIBRATED,S3,75,0.10652459435740112,45926.72642877811,121949.97346758826,67563.43229600694,0.8094444444444445,209885.63871672458
T0,PATH,61730,FIXED512,RAW,S0,75,0.08359340273956965,36040.234295472335,86459.45161335802,52250.23946180556,0.7766666666666666,180984.668359375
T0,PATH,61730,FIXED512,RAW,S1,75,0.09392404705590093,40494.16043535811,98813.53487763388,59692.941995081004,0.7416666666666667,183625.04463975696
T0,PATH,61730,FIXED512,RAW,S2,75,0.09799201428214431,42248.012858340226,104315.39803649166,62092.203559027774,0.7333333333333333,182183.54179253473
T0,PATH,61730,FIXED512,RAW,S3,75,0.10940860685210055,47170.13180065725,122810.69098079315,69389.8486154514,0.7066666666666667,184256.71657986115
T0,PATH,61731,SELECTED,RAW,S0,75,0.08409706303039664,36257.38103542838,86913.05634546389,52512.97948784722,0.771111111111111,182342.10260416666
T0,PATH,61731,SELECTED,RAW,S1,75,0.09395413848406911,40507.133972574265,98793.41735333303,59795.272203414344,0.7316666666666667,184434.2800954861
T0,PATH,61731,SELECTED,RAW,S2,75,0.09810094034315647,42294.97494662836,104371.66042409725,62251.33286168983,0.7261111111111112,182823.61856336807
T0,PATH,61731,SELECTED,RAW,S3,75,0.10948730773368394,47204.06268657132,122690.57527584533,69412.4906857639,0.6972222222222222,185381.1470963542
T0,PATH,61731,SELECTED,CALIBRATED,S0,75,0.08365051050094235,36064.85558175223,86775.689271961,51993.09540509259,0.8922222222222222,211443.66857638894
T0,PATH,61731,SELECTED,CALIBRATED,S1,75,0.09212596709110404,39718.94108682691,97988.44439152308,58567.77411603009,0.855,213525.9911950232
T0,PATH,61731,SELECTED,CALIBRATED,S2,75,0.09632352609978112,41528.66536151758,103732.97540135695,61247.359172453704,0.8366666666666666,211916.97311197923
T0,PATH,61731,SELECTED,CALIBRATED,S3,75,0.10732074560056977,46269.97692939264,122101.73580788134,68283.285390625,0.8216666666666665,214480.37147135424
T0,PATH,61731,FIXED512,RAW,S0,75,0.08409706303039664,36257.38103542838,86913.05634546389,52512.97948784722,0.771111111111111,182342.10260416666
T0,PATH,61731,FIXED512,RAW,S1,75,0.09395413848406911,40507.133972574265,98793.41735333303,59795.272203414344,0.7316666666666667,184434.2800954861
T0,PATH,61731,FIXED512,RAW,S2,75,0.09810094034315647,42294.97494662836,104371.66042409725,62251.33286168983,0.7261111111111112,182823.61856336807
T0,PATH,61731,FIXED512,RAW,S3,75,0.10948730773368394,47204.06268657132,122690.57527584533,69412.4906857639,0.6972222222222222,185381.1470963542
T0,POINT,61730,SELECTED,RAW,S0,75,0.08262980776999926,35624.79255807292,87506.3727787608,51835.91148148149,0.7488888888888889,154036.9866189236
T0,POINT,61730,SELECTED,RAW,S1,75,0.09392263690413091,40493.55246632564,99716.58797362364,58878.902802372686,0.7027777777777777,156081.0399782986
T0,POINT,61730,SELECTED,RAW,S2,75,0.09807544832888153,42283.98438831846,104063.02936534182,61281.5476815683,0.6894444444444445,155692.27297526045
T0,POINT,61730,SELECTED,RAW,S3,75,0.11198703180679741,48281.7869843812,125644.46067687222,69295.67465422452,0.6722222222222222,157112.2407074653
T0,POINT,61730,SELECTED,CALIBRATED,S0,75,0.08409406847864488,36256.08997245922,88179.04121186816,52098.391805555555,0.9044444444444446,208236.3538064236
T0,POINT,61730,SELECTED,CALIBRATED,S1,75,0.09282685796203168,40021.12128736842,99411.12292952057,58321.58862413194,0.8811111111111111,210280.4071657986
T0,POINT,61730,SELECTED,CALIBRATED,S2,75,0.09681799580999091,41741.849699323466,103857.98171596929,60820.48199291088,0.8655555555555556,209891.64016276045
T0,POINT,61730,SELECTED,CALIBRATED,S3,75,0.10990320130300335,47383.36991882922,125430.56365398287,68553.21318431712,0.8577777777777779,211311.60789496527
T0,POINT,61730,FIXED512,RAW,S0,75,0.08358602903142795,36037.05521482308,86976.06681013884,51940.42395543981,0.69,139325.7637890625
T0,POINT,61730,FIXED512,RAW,S1,75,0.09647252409224381,41592.90395430032,100057.01485920485,59492.733603877314,0.6355555555555557,142635.18838975692
T0,POINT,61730,FIXED512,RAW,S2,75,0.10057472326053771,43361.515044491294,104552.24457250653,61981.70306061921,0.6244444444444442,141907.1540755208
T0,POINT,61730,FIXED512,RAW,S3,75,0.11586776669470215,49954.91656177663,125827.67077483624,70412.47003616898,0.6066666666666668,143221.09990885423
T0,POINT,61731,SELECTED,RAW,S0,75,0.08288282423619962,35733.87739519676,86517.56221448346,51664.726357060186,0.7066666666666667,140914.22457899307
T0,POINT,61731,SELECTED,RAW,S1,75,0.09553910027720407,41190.47012712604,99337.15048921018,59240.43926649307,0.6577777777777779,143534.69254340278
T0,POINT,61731,SELECTED,RAW,S2,75,0.09992344361355189,43080.72409329186,104116.12036228145,61849.78925347221,0.6399999999999999,143145.04764322916
T0,POINT,61731,SELECTED,RAW,S3,75,0.11514915607864563,49645.09671809138,125640.2486334027,69996.5592679398,0.62,144363.59374131943
T0,POINT,61731,SELECTED,CALIBRATED,S0,75,0.08404371869957543,36234.382304450504,86776.15031880297,51692.273909143514,0.9322222222222223,217805.67249565976
T0,POINT,61731,SELECTED,CALIBRATED,S1,75,0.09470465966745831,40830.71165223076,98985.85598235966,58706.995377604166,0.8944444444444446,220426.14046006947
T0,POINT,61731,SELECTED,CALIBRATED,S2,75,0.09869860963500773,42552.65247384466,103860.24964985033,61492.26354745371,0.8811111111111111,220036.49555989588
T0,POINT,61731,SELECTED,CALIBRATED,S3,75,0.11275217244181288,48611.6676549989,125387.2077702488,69475.97896701389,0.8544444444444446,221255.04165798618
T0,POINT,61731,FIXED512,RAW,S0,75,0.08288282423619962,35733.87739519676,86517.56221448346,51664.726357060186,0.7066666666666667,140914.22457899307
T0,POINT,61731,FIXED512,RAW,S1,75,0.09553910027720407,41190.47012712604,99337.15048921018,59240.43926649307,0.6577777777777779,143534.69254340278
T0,POINT,61731,FIXED512,RAW,S2,75,0.09992344361355189,43080.72409329186,104116.12036228145,61849.78925347221,0.6399999999999999,143145.04764322916
T0,POINT,61731,FIXED512,RAW,S3,75,0.11514915607864563,49645.09671809138,125640.2486334027,69996.5592679398,0.62,144363.59374131943
T1,LATEST,61730,SELECTED,RAW,S0,75,0.08003966753822363,45631.72324348683,110873.99157933965,66614.40103587962,0.8033333333333333,200114.42632812503
T1,LATEST,61730,SELECTED,RAW,S1,75,0.09166868744161513,52261.588585832775,127280.51467849097,76041.46516203703,0.7422222222222222,200301.91206597222
T1,LATEST,61730,SELECTED,RAW,S2,75,0.09386927353727645,53516.17320342537,131795.6869104476,77884.77158130787,0.7499999999999998,200869.30500434028
T1,LATEST,61730,SELECTED,RAW,S3,75,0.10758898333403849,61337.969816059034,154390.39470377614,87950.47761574073,0.7088888888888889,201520.41325086806
T1,LATEST,61730,SELECTED,CALIBRATED,S0,75,0.08308614088096357,47368.55989861387,112123.2020783701,67360.56749421294,0.9116666666666665,285465.11382812506
T1,LATEST,61730,SELECTED,CALIBRATED,S1,75,0.09190465382834288,52396.116291720406,126692.06084566464,75275.29252314815,0.9011111111111111,285652.59956597234
T1,LATEST,61730,SELECTED,CALIBRATED,S2,75,0.0940014390372348,53591.52258582452,131040.40826112151,77009.06362413196,0.8961111111111112,286219.99250434036
T1,LATEST,61730,SELECTED,CALIBRATED,S3,75,0.10699749234232475,61000.75260782904,153949.43859083016,86884.46600694445,0.866111111111111,286871.10075086815
T1,LATEST,61730,FIXED512,RAW,S0,75,0.0805267205842159,45909.39893209463,112535.18527262448,67037.2767824074,0.7777777777777777,203229.8513064236
T1,LATEST,61730,FIXED512,RAW,S1,75,0.09084367612668821,51791.23820640983,127269.86407017593,75815.48298321759,0.7288888888888888,203686.71488715278
T1,LATEST,61730,FIXED512,RAW,S2,75,0.09315406262751989,53108.42155604194,131811.67368238917,77522.114140625,0.726111111111111,204531.11698350694
T1,LATEST,61730,FIXED512,RAW,S3,75,0.10648899581569066,60710.85169385335,155405.0135925947,87685.88533854167,0.685,204732.33659288194
T1,LATEST,61731,SELECTED,RAW,S0,75,0.0799722559121186,45593.29094159915,110765.54418012699,66510.67144097222,0.7972222222222222,198359.3525824653
T1,LATEST,61731,SELECTED,RAW,S1,75,0.09180513334896137,52339.3782877797,127381.0035695417,76038.02060474537,0.7422222222222222,198227.7230815972
T1,LATEST,61731,SELECTED,RAW,S2,75,0.09404771836242988,53617.90707022018,131894.40887944345,77950.95790219908,0.745,198840.51068576387
T1,LATEST,61731,SELECTED,RAW,S3,75,0.10782457299719034,61472.28274661733,154479.09562381284,88009.04858217595,0.7055555555555556,199608.994375
T1,LATEST,61731,SELECTED,CALIBRATED,S0,75,0.08309437645609093,47373.25511408041,112041.54336805936,67282.3274247685,0.918888888888889,287596.10258246533
T1,LATEST,61731,SELECTED,CALIBRATED,S1,75,0.09198431150208225,52441.53023500744,126737.46903429888,75224.50535011575,0.9027777777777777,287464.47308159736
T1,LATEST,61731,SELECTED,CALIBRATED,S2,75,0.09409610050105754,53645.49039768381,131070.61249687006,76984.44093460648,0.9016666666666666,288077.260685764
T1,LATEST,61731,SELECTED,CALIBRATED,S3,75,0.10707409952720812,61044.427425161215,153989.54119990746,86862.4627951389,0.8738888888888887,288845.7443750001
T1,LATEST,61731,FIXED512,RAW,S0,75,0.08038028451799083,45825.91370217841,112171.90328563297,66824.5731886574,0.7805555555555556,201526.42284722225
T1,LATEST,61731,FIXED512,RAW,S1,75,0.09115686194630704,51969.78978070024,127536.89297882121,75938.58142071759,0.7244444444444443,201737.32767361111
T1,LATEST,61731,FIXED512,RAW,S2,75,0.09355102904415703,53334.73760929509,132155.341412798,77728.66288049768,0.7238888888888889,202759.83098090277
T1,LATEST,61731,FIXED512,RAW,S3,75,0.107002229869763,61003.453537849986,155615.049034153,88028.77073206019,0.6805555555555555,203096.56366319445
T1,DROP,61730,SELECTED,RAW,S0,75,0.08066032392807307,45985.56804921875,111753.94113031392,67359.30635127315,0.7938888888888889,206764.03729166664
T1,DROP,61730,SELECTED,RAW,S1,75,0.09119561400980193,51991.88286892636,127123.05095837226,76158.634411169,0.7422222222222222,207854.1087543403
T1,DROP,61730,SELECTED,RAW,S2,75,0.0936072641617923,53366.79802887732,131607.0353557278,78197.91611400463,0.7422222222222222,208288.7037326389
T1,DROP,61730,SELECTED,RAW,S3,75,0.10627242113747977,60587.3794696222,153905.26291538248,87791.97689236111,0.7116666666666668,209000.82249565973
T1,DROP,61730,SELECTED,CALIBRATED,S0,75,0.08323785559653891,47455.0545596492,113329.11610194149,68280.03366608795,0.9061111111111109,277923.88624999986
T1,DROP,61730,SELECTED,CALIBRATED,S1,75,0.0908885118661063,51816.79968255622,126467.27230795726,75237.98036024305,0.8972222222222223,279013.95771267347
T1,DROP,61730,SELECTED,CALIBRATED,S2,75,0.09322868841922667,53150.96675367614,130760.97385167635,77117.38411747686,0.8866666666666667,279448.5526909721
T1,DROP,61730,SELECTED,CALIBRATED,S3,75,0.10516578979061934,59956.47360874533,153455.36683186633,86465.38863425926,0.861111111111111,280160.6714539929
T1,DROP,61730,FIXED512,RAW,S0,75,0.08066032392807307,45985.56804921875,111753.94113031392,67359.30635127315,0.7938888888888889,206764.03729166664
