source,method,seed,variant,crossing_reference,window,lead_start,lead_end,n_origins,n_series,scaled_pinball,pce,coverage80,coverage_deficit80,scaled_width80,scaled_mae,raw_mae,scaled_rmse,raw_quantile_crossing_rate,raw_quantile_crossing_any_rate
Electricity,F0_NATIVE,0,ordered,pre_sort_raw_q,block_1,1,64,209,32,0.14900583993618818,0.02080036591241361,0.8176701741925837,-0.017670174192583692,0.6007072280993246,0.1867537343628732,60.67204489786196,0.2917829571504145,0.001308897465610048,0.005924790669856459
Electricity,F0_NATIVE,0,ordered,pre_sort_raw_q,block_2,65,128,209,32,0.17090321534968794,0.032121845511031366,0.7303659539473684,0.06963404605263163,0.5365162961778362,0.212513666853501,71.4032244543371,0.33334250478408,0.0,0.0
Electricity,F0_NATIVE,0,ordered,pre_sort_raw_q,block_3,129,192,209,32,0.20049202616090245,0.050932069461057945,0.6765639017643541,0.12343609823564597,0.5422352248726245,0.24735320205586347,83.78039144948303,0.38366868366370055,0.0,0.0
Electricity,F0_NATIVE,0,ordered,pre_sort_raw_q,block_4,193,256,209,32,0.2025175097765356,0.06027135042862839,0.652385802930622,0.147614197069378,0.5143719068807081,0.24904145631225183,83.8674993676325,0.38696545946280936,0.0,0.0
Electricity,F0_NATIVE,0,ordered,pre_sort_raw_q,prefix_64,1,64,209,32,0.14900583993618818,0.02080036591241361,0.8176701741925837,-0.017670174192583692,0.6007072280993246,0.1867537343628732,60.67204489786196,0.2917829571504145,0.001308897465610048,0.005924790669856459
Electricity,F0_NATIVE,0,ordered,pre_sort_raw_q,prefix_128,1,128,209,32,0.15995452764293808,0.02280603111709198,0.7740180640699761,0.025981935930023962,0.5686117621385804,0.1996337006081871,66.03763467609953,0.31354241480499667,0.000654448732805024,0.0029623953349282293
Electricity,F0_NATIVE,0,ordered,pre_sort_raw_q,prefix_192,1,192,209,32,0.1734670271489262,0.03079961830475811,0.7415333433014354,0.05846665669856464,0.5598195830499286,0.21554020109074587,71.95188693389403,0.3387687646608344,0.00043629915520334927,0.001974930223285486
Electricity,F0_NATIVE,0,ordered,pre_sort_raw_q,prefix_256,1,256,209,32,0.1807296478058286,0.037824690158160555,0.7192464582087321,0.08075354179126798,0.5484576640076234,0.22391551489612238,74.93079004232865,0.35159833531868645,0.000327224366402512,0.0014811976674641146
Electricity,F0_NATIVE,0,affine,pre_sort_raw_q,full_256,1,256,209,32,0.1795074736829138,0.029216117798046254,0.8038522820723684,-0.0038522820723683737,0.6801761224333658,0.22391551489612238,74.93079004232865,0.35159833531868645,0.000327224366402512,0.0014811976674641146
Electricity,F0_NATIVE,0,affine,pre_sort_raw_q,tail_129_256,129,256,209,32,0.19923849392013426,0.03752601051634769,0.7910997308612441,0.008900269138756026,0.7246759457059213,0.2481973291840577,83.82394540855776,0.38539125793244666,0.0,0.0
Electricity,F0_NATIVE,0,affine,pre_sort_raw_q,block_1,1,64,209,32,0.14900583993618818,0.02080036591241361,0.8176701741925837,-0.017670174192583692,0.6007072280993246,0.1867537343628732,60.67204489786196,0.2917829571504145,0.001308897465610048,0.005924790669856459
Electricity,F0_NATIVE,0,affine,pre_sort_raw_q,block_2,65,128,209,32,0.17054706695519847,0.02935486651049974,0.8155394923744019,-0.01553949237440188,0.6706453702222953,0.212513666853501,71.4032244543371,0.33334250478408,0.0,0.0
