source,comparison,baseline,candidate,baseline_variant,candidate_variant,window,metric,seed,a_mean,b_mean,effect_a_minus_b,relative_gain_percent,ci95_low,ci95_high,bootstrap_seed,bootstrap_reps,block_origins,n_origins,method,positive_favors,quantile_method,scope
Electricity,general_rollout_training,F0_MEDIAN,R_ROLLOUT_LORA,raw,raw,full_256,scaled_pinball,92121,0.1842708697675306,0.17917916258471644,0.005091707182814199,2.7631644596010814,0.0033801260266691376,0.006793463433917815,3822318128,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,general_rollout_training,F0_MEDIAN,R_ROLLOUT_LORA,raw,raw,full_256,scaled_pinball,92122,0.1842708697675306,0.17909376775602237,0.005177102011508243,2.8095064716628766,0.003550048283136251,0.006734050830254398,3822318128,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,generated_state_information,R_ROLLOUT_LORA,S_STATE_ADAPTER,raw,raw,full_256,scaled_pinball,92121,0.17917916258471644,0.17882623841175252,0.00035292417296388503,0.1969671963373651,-8.084563892817122e-05,0.0007230798963840827,2653045620,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,generated_state_information,R_ROLLOUT_LORA,S_STATE_ADAPTER,raw,raw,full_256,scaled_pinball,92122,0.17909376775602237,0.17835782156708893,0.0007359461889334438,0.41092786094936357,0.0003484314017147584,0.0011164360976136892,2653045620,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,additional_width_information,S_STATE_ADAPTER,U_UNCERTAINTY_ADAPTER,raw,raw,full_256,scaled_pinball,92121,0.17882623841175252,0.17874132006083848,8.491835091405739e-05,0.047486516334661395,3.861675302736963e-05,0.00015280987572008844,3605342344,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,additional_width_information,S_STATE_ADAPTER,U_UNCERTAINTY_ADAPTER,raw,raw,full_256,scaled_pinball,92122,0.17835782156708893,0.1783802387958405,-2.2417228751586506e-05,-0.012568682749443826,-5.3160351937144506e-05,5.617144477887705e-06,3605342344,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,total_U_vs_R,R_ROLLOUT_LORA,U_UNCERTAINTY_ADAPTER,raw,raw,full_256,scaled_pinball,92121,0.17917916258471644,0.17874132006083848,0.00043784252387794246,0.24436017981216382,4.544703199190163e-05,0.0007945111687286215,3313067096,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,total_U_vs_R,R_ROLLOUT_LORA,U_UNCERTAINTY_ADAPTER,raw,raw,full_256,scaled_pinball,92122,0.17909376775602237,0.1783802387958405,0.0007135289601818573,0.3984108264190916,0.0003319419361989628,0.001114718082733198,3313067096,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,U_vs_official_F0,F0_NATIVE,U_UNCERTAINTY_ADAPTER,raw,raw,full_256,scaled_pinball,92121,0.1807312470065344,0.17874132006083848,0.001989926945695932,1.1010420049965048,0.0003994146657819499,0.0033900679431184302,650243464,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,U_vs_official_F0,F0_NATIVE,U_UNCERTAINTY_ADAPTER,raw,raw,full_256,scaled_pinball,92122,0.1807312470065344,0.1783802387958405,0.0023510082106938906,1.3008310680271515,0.000717827001654436,0.0039591557316647425,650243464,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,U_vs_official_R,R_NATIVE,U_UNCERTAINTY_ADAPTER,raw,raw,full_256,scaled_pinball,92121,0.1796540752714231,0.17874132006083848,0.0009127552105846787,0.5080626249116138,0.00034180326734471056,0.0015343347590476692,2495575695,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,U_vs_official_R,R_NATIVE,U_UNCERTAINTY_ADAPTER,raw,raw,full_256,scaled_pinball,92122,0.17896799168136795,0.1783802387958405,0.0005877528855274392,0.32841229317355586,-0.0001503806363979236,0.001366358668432472,2495575695,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,U_vs_MC16,R_MC16,U_UNCERTAINTY_ADAPTER,raw,raw,full_256,scaled_pinball,92121,0.18545889799252993,0.17874132006083848,0.00671757793169151,3.622138384518,0.005942447800110804,0.007512499836459755,3198552900,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,U_vs_MC16,R_MC16,U_UNCERTAINTY_ADAPTER,raw,raw,full_256,scaled_pinball,92122,0.1886095938404623,0.1783802387958405,0.01022935504462176,5.423560295280835,0.00916689524522275,0.011449868136831302,3198552900,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,U_vs_direct_long_model,CHRONOS2_DIRECT,U_UNCERTAINTY_ADAPTER,raw,raw,full_256,scaled_pinball,92121,0.17325484912318068,0.17874132006083848,-0.005486470937657776,-3.16670555855958,-0.008204548432096993,-0.0029843017826384557,3217193592,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,U_vs_direct_long_model,CHRONOS2_DIRECT,U_UNCERTAINTY_ADAPTER,raw,raw,full_256,scaled_pinball,92122,0.17325484912318068,0.1783802387958405,-0.005125389672659817,-2.9582950772222074,-0.007078606088815208,-0.0033887108931746485,3217193592,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,official_branching_vs_median,F0_MEDIAN,F0_NATIVE,raw,raw,full_256,scaled_pinball,0,0.1842708697675306,0.1807312470065344,0.00353962276099621,1.9208802592952803,0.00304118289286134,0.003963833064150308,3412187124,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,R_native_vs_R_median,R_ROLLOUT_LORA,R_NATIVE,raw,raw,full_256,scaled_pinball,92121,0.17917916258471644,0.1796540752714231,-0.00047491268670673626,-0.2650490603125774,-0.0008975127904393808,-0.00010438421342412495,2859534820,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,R_native_vs_R_median,R_ROLLOUT_LORA,R_NATIVE,raw,raw,full_256,scaled_pinball,92122,0.17909376775602237,0.17896799168136795,0.00012577607465441803,0.07022917448794841,-0.00037914910768094864,0.0006370715414304435,2859534820,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,general_rollout_training,F0_MEDIAN,R_ROLLOUT_LORA,raw,raw,tail_129_256,scaled_pinball,92121,0.20739353049162354,0.19870327777113528,0.008690252720488251,4.1902236293910065,0.006014235154869288,0.011451540738650753,1570095505,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,general_rollout_training,F0_MEDIAN,R_ROLLOUT_LORA,raw,raw,tail_129_256,scaled_pinball,92122,0.20739353049162354,0.19811018710522024,0.009283343386403317,4.476197191106818,0.0068449606243712454,0.011897574270203616,1570095505,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,generated_state_information,R_ROLLOUT_LORA,S_STATE_ADAPTER,raw,raw,tail_129_256,scaled_pinball,92121,0.19870327777113528,0.19826477309388885,0.00043850467724645666,0.22068316243455358,-0.0002656666925915748,0.0010842855373979399,1908364607,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,generated_state_information,R_ROLLOUT_LORA,S_STATE_ADAPTER,raw,raw,tail_129_256,scaled_pinball,92122,0.19811018710522024,0.1976115451988975,0.0004986419063226828,0.2516992758468519,-8.269617246697345e-05,0.0010587814996378432,1908364607,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,additional_width_information,S_STATE_ADAPTER,U_UNCERTAINTY_ADAPTER,raw,raw,tail_129_256,scaled_pinball,92121,0.19826477309388885,0.19812119139839723,0.0001435816954915903,0.07241916617411243,6.882375363040677e-05,0.000254956452867111,3584978050,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,additional_width_information,S_STATE_ADAPTER,U_UNCERTAINTY_ADAPTER,raw,raw,tail_129_256,scaled_pinball,92122,0.1976115451988975,0.19765134664974798,-3.980145085044947e-05,-0.020141257845228126,-9.313206571512213e-05,8.136757318118213e-06,3584978050,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,total_U_vs_R,R_ROLLOUT_LORA,U_UNCERTAINTY_ADAPTER,raw,raw,tail_129_256,scaled_pinball,92121,0.19870327777113528,0.19812119139839723,0.0005820863727380469,0.29294251170254426,-8.753817479165111e-05,0.0012112427532744506,1649347405,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,total_U_vs_R,R_ROLLOUT_LORA,U_UNCERTAINTY_ADAPTER,raw,raw,tail_129_256,scaled_pinball,92122,0.19811018710522024,0.19765134664974798,0.00045884045547223324,0.23160871340176667,-0.00015216238523153654,0.0010581176463462668,1649347405,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,U_vs_official_F0,F0_NATIVE,U_UNCERTAINTY_ADAPTER,raw,raw,tail_129_256,scaled_pinball,92121,0.20150476796871902,0.19812119139839723,0.003383576570321812,1.6791545949161202,0.0011236026625956567,0.005590991566741713,1460605836,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,U_vs_official_F0,F0_NATIVE,U_UNCERTAINTY_ADAPTER,raw,raw,tail_129_256,scaled_pinball,92122,0.20150476796871902,0.19765134664974798,0.003853421318971066,1.9123226501366255,0.0011190195752754108,0.006566367462204899,1460605836,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,U_vs_official_R,R_NATIVE,U_UNCERTAINTY_ADAPTER,raw,raw,tail_129_256,scaled_pinball,92121,0.19968742184433375,0.19812119139839723,0.001566230445936493,0.7843410623817095,0.0005481235747892321,0.0026299069176182865,4196891482,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,U_vs_official_R,R_NATIVE,U_UNCERTAINTY_ADAPTER,raw,raw,tail_129_256,scaled_pinball,92122,0.19800335630703667,0.19765134664974798,0.00035200965728868563,0.17777964164548654,-0.0009675506624266448,0.00162864999703266,4196891482,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,U_vs_MC16,R_MC16,U_UNCERTAINTY_ADAPTER,raw,raw,tail_129_256,scaled_pinball,92121,0.20735849059577882,0.19812119139839723,0.009237299197381576,4.454748474895399,0.007915636597744559,0.010531375123831182,3705896687,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,U_vs_MC16,R_MC16,U_UNCERTAINTY_ADAPTER,raw,raw,tail_129_256,scaled_pinball,92122,0.2119934022193748,0.19765134664974798,0.014342055569626824,6.765331099684599,0.012574778413920507,0.016287133571014474,3705896687,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,U_vs_direct_long_model,CHRONOS2_DIRECT,U_UNCERTAINTY_ADAPTER,raw,raw,tail_129_256,scaled_pinball,92121,0.19348812422015726,0.19812119139839723,-0.004633067178239964,-2.3944969216654894,-0.00884699347740809,-0.0008163548964974719,824797476,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,U_vs_direct_long_model,CHRONOS2_DIRECT,U_UNCERTAINTY_ADAPTER,raw,raw,tail_129_256,scaled_pinball,92122,0.19348812422015726,0.19765134664974798,-0.0041632224295907105,-2.1516681948157483,-0.007197931691312241,-0.0014660304348130591,824797476,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,official_branching_vs_median,F0_MEDIAN,F0_NATIVE,raw,raw,tail_129_256,scaled_pinball,0,0.20739353049162354,0.20150476796871902,0.005888762522904485,2.8394147632981865,0.0051130049491006965,0.006660086597966713,319540994,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,R_native_vs_R_median,R_ROLLOUT_LORA,R_NATIVE,raw,raw,tail_129_256,scaled_pinball,92121,0.19870327777113528,0.19968742184433375,-0.0009841440731984464,-0.4952832606676851,-0.0017117935624909228,-0.00035539100288241,1366148687,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,R_native_vs_R_median,R_ROLLOUT_LORA,R_NATIVE,raw,raw,tail_129_256,scaled_pinball,92122,0.19811018710522024,0.19800335630703667,0.00010683079818354764,0.053924939320161104,-0.0007865193416105512,0.000957082798087914,1366148687,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,general_rollout_training,F0_MEDIAN,R_ROLLOUT_LORA,raw,raw,block_1,scaled_pinball,92121,0.14901223701837274,0.14912429983848977,-0.00011206282011700829,-0.07520377007909176,-0.0008364409614776677,0.0004735731654260297,2951422524,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,general_rollout_training,F0_MEDIAN,R_ROLLOUT_LORA,raw,raw,block_1,scaled_pinball,92122,0.14901223701837274,0.14981844287903137,-0.0008062058606586479,-0.5410333250411141,-0.0013691883115470576,-0.00030633118832832995,2951422524,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,generated_state_information,R_ROLLOUT_LORA,S_STATE_ADAPTER,raw,raw,block_1,scaled_pinball,92121,0.14912429983848977,0.14880972607796625,0.00031457376052350974,0.21094735121251956,0.00010427602458823828,0.0005133790872112478,194376980,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,generated_state_information,R_ROLLOUT_LORA,S_STATE_ADAPTER,raw,raw,block_1,scaled_pinball,92122,0.14981844287903137,0.14847890417276594,0.001339538706265462,0.8941080153576635,0.0010022781729334676,0.001642152938409478,194376980,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
Electricity,additional_width_information,S_STATE_ADAPTER,U_UNCERTAINTY_ADAPTER,raw,raw,block_1,scaled_pinball,92121,0.14880972607796625,0.14879855721009877,1.1168867867471997e-05,0.00750546900517797,-1.4937596932646189e-05,4.1974557829137186e-05,3667298701,2000,7,209,paired_non_circular_moving_block_percentile,b,linear,origin uncertainty conditional on fixed seeds and selected series
