source,method,seed,variant,crossing_reference,window,lead_start,lead_end,series_id,n_origins,scaled_pinball,pce,coverage80,coverage_deficit80,scaled_width80,scaled_mae,raw_mae,scaled_rmse,raw_quantile_crossing_rate,raw_quantile_crossing_any_rate
Electricity,CHRONOS2_DIRECT,0,raw,pre_sort_raw_q,full_256,1,256,211,209,0.14794869927227333,0.013751827485380112,0.7765961423444976,0.023403857655502458,0.5450348983991286,0.1828481506412965,85.70397909406269,0.2951787678717535,0.0,0.0
Electricity,CHRONOS2_DIRECT,0,raw,pre_sort_raw_q,full_256,1,256,160,209,0.19913153433112854,0.022997242158426363,0.7444116327751196,0.055588367224880475,0.6710745238616692,0.24748920789288642,89.54766821747191,0.37381348949365595,0.0,0.0
Electricity,CHRONOS2_DIRECT,0,raw,pre_sort_raw_q,full_256,1,256,303,209,0.21877962782715546,0.007260516347687406,0.7821471291866029,0.017852870813397148,0.7942388087892143,0.270380763172088,115.25369455469281,0.49566720013324495,0.0017054799641148324,0.011438397129186604
Electricity,CHRONOS2_DIRECT,0,raw,pre_sort_raw_q,full_256,1,256,17,209,0.4275981710309411,0.036794756778309394,0.7798856160287081,0.02011438397129195,1.7007044900422374,0.5509584351606044,22.71243700014347,0.699231958177937,0.0,0.0
Electricity,CHRONOS2_DIRECT,0,raw,pre_sort_raw_q,full_256,1,256,109,209,0.08704995139118893,0.06551535087719297,0.7693443480861244,0.030655651913875648,0.3096892435388575,0.10648687719641205,29.542994918435383,0.2266675953742697,0.0002826891447368421,0.002205442583732057
Electricity,CHRONOS2_DIRECT,0,raw,pre_sort_raw_q,full_256,1,256,319,209,0.15520592534708175,0.013712370414673053,0.7683537679425837,0.031646232057416346,0.580796433949003,0.19355111216869583,50.34104552964845,0.30480026091749046,1.6353917464114833e-05,0.00013083133971291867
Electricity,CHRONOS2_DIRECT,0,raw,pre_sort_raw_q,full_256,1,256,152,209,0.17418882251977078,0.01416550372142478,0.7694377990430622,0.030562200956937846,0.6407876234095474,0.21585579937283567,70.51053352903521,0.3207143008153904,0.0,0.0
Electricity,CHRONOS2_DIRECT,0,raw,pre_sort_raw_q,full_256,1,256,140,209,0.23140349943556837,0.018995879851143,0.7651390550239234,0.03486094497607661,0.8193602581107235,0.28946770905817587,52.865736028794466,0.4970427101813659,0.00024530876196172247,0.001644736842105263
Electricity,CHRONOS2_DIRECT,0,raw,pre_sort_raw_q,full_256,1,256,307,209,0.18632293133629646,0.039454163343965995,0.7113860645933014,0.0886139354066986,0.5822941083407671,0.2197703439850414,101.78215889668351,0.5299773017429722,0.0030511737440191387,0.022129186602870814
Electricity,CHRONOS2_DIRECT,0,raw,pre_sort_raw_q,full_256,1,256,141,209,0.1544726345930809,0.014284705608718758,0.7763344796650717,0.023665520334928303,0.548913465345551,0.19262701513712696,44.46896835092152,0.33734987974754654,0.00024530876196172247,0.0014952153110047847
Electricity,CHRONOS2_DIRECT,0,raw,pre_sort_raw_q,full_256,1,256,190,209,0.1230123772471438,0.013284988038277507,0.7830629485645934,0.01693705143540669,0.47156537257970804,0.15425238318194096,20.034037810763675,0.22196934367223597,0.0,0.0
Electricity,CHRONOS2_DIRECT,0,raw,pre_sort_raw_q,full_256,1,256,26,209,0.18918350302294898,0.029023790536948438,0.7664099880382775,0.03359001196172251,0.710095224709154,0.2411908838995409,24.376585911905938,0.33330055068311415,0.0,0.0
Electricity,CHRONOS2_DIRECT,0,raw,pre_sort_raw_q,full_256,1,256,283,209,0.15146482469681974,0.029189925571504523,0.7323751495215312,0.06762485047846889,0.5124586224891514,0.190334851235301,28.40095822805423,0.30390482468323576,2.336273923444976e-06,1.8690191387559808e-05
Electricity,CHRONOS2_DIRECT,0,raw,pre_sort_raw_q,full_256,1,256,138,209,0.157077194625602,0.020073265550239222,0.7784838516746412,0.021516148325358864,0.5913084783869881,0.19743742599179942,45.39693674573488,0.2914711245004155,0.0,0.0
Electricity,CHRONOS2_DIRECT,0,raw,pre_sort_raw_q,full_256,1,256,207,209,0.15782242472248478,0.016100561536416796,0.7766148325358851,0.023385167464114898,0.5863368907958875,0.19900464439940518,22.163442665024807,0.2975420420826087,0.0,0.0
Electricity,CHRONOS2_DIRECT,0,raw,pre_sort_raw_q,full_256,1,256,291,209,0.12041947589619383,0.014638988569909623,0.7669893839712919,0.03301061602870814,0.40176001382893306,0.1476994076905959,50.752795512881576,0.2528171719694991,0.0,0.0
Electricity,CHRONOS2_DIRECT,0,raw,pre_sort_raw_q,full_256,1,256,83,209,0.32744913084826954,0.12368130316321106,0.7606160287081339,0.039383971291866104,1.3027064305325236,0.42984264782228343,91.90351466064533,0.9809952988039361,0.020171389055023924,0.13406474282296652
Electricity,CHRONOS2_DIRECT,0,raw,pre_sort_raw_q,full_256,1,256,87,209,0.18943223780770765,0.04482157097288676,0.6953311901913876,0.10466880980861248,0.5010531448507015,0.2267366454011228,94.81293533521406,0.44337941010237786,3.971665669856459e-05,0.0003177332535885167
Electricity,CHRONOS2_DIRECT,0,raw,pre_sort_raw_q,full_256,1,256,12,209,0.17020128073000765,0.03280045520999468,0.7480375299043063,0.05196247009569377,0.5708454621338247,0.21376876099698888,15.838404515428406,0.3453625135630492,0.0,0.0
Electricity,CHRONOS2_DIRECT,0,raw,pre_sort_raw_q,full_256,1,256,171,209,0.120749011739897,0.016746411483253596,0.7802220394736842,0.019777960526315863,0.4640395011458556,0.15229820525597515,66.4166303296979,0.21870669383622723,0.0,0.0
Electricity,CHRONOS2_DIRECT,0,raw,pre_sort_raw_q,full_256,1,256,169,209,0.14597140441200007,0.02218733386496543,0.7484487141148325,0.05155128588516755,0.49675894450262,0.18161733144508369,138.8674448072625,0.27040304425158407,0.0,0.0
Electricity,CHRONOS2_DIRECT,0,raw,pre_sort_raw_q,full_256,1,256,163,209,0.1951558298318734,0.025179841174906965,0.7480562200956937,0.05194377990430632,0.6941314259663682,0.24638481136514917,265.48189699820927,0.34331648605559556,0.0,0.0
Electricity,CHRONOS2_DIRECT,0,raw,pre_sort_raw_q,full_256,1,256,54,209,0.16077381116706016,0.02640716374269008,0.7754186602870813,0.02458133971291876,0.6107029774704137,0.20472071740206788,7.175479440383934,0.28806546933392535,0.0,0.0
Electricity,CHRONOS2_DIRECT,0,raw,pre_sort_raw_q,full_256,1,256,181,209,0.1233149493836333,0.018702651515151526,0.7668211722488039,0.03317882775119618,0.4556252095009086,0.15604005564321277,217.05484905653594,0.2288820358053772,0.0,0.0
Electricity,CHRONOS2_DIRECT,0,raw,pre_sort_raw_q,full_256,1,256,145,209,0.14497030347611087,0.019441952418926104,0.7571022727272727,0.04289772727272734,0.5360087343996992,0.18314986033102296,22.173538003526808,0.2571562877303941,0.0,0.0
Electricity,CHRONOS2_DIRECT,0,raw,pre_sort_raw_q,full_256,1,256,227,209,0.1232891520840853,0.009194743487506641,0.8074723385167464,-0.007472338516746335,0.49036700456773646,0.1541626678345749,14.510018230625317,0.23316831196152668,0.0,0.0
Electricity,CHRONOS2_DIRECT,0,raw,pre_sort_raw_q,full_256,1,256,63,209,0.19241401145017892,0.03723916799574694,0.7591768839712919,0.04082311602870814,0.7178959246816647,0.2445133456510553,28.089651300576314,0.33320811325708755,0.0,0.0
