source,method,variant,scaled_mae_full_256,scaled_mae_tail_129_256,raw_mae_full_256,raw_mae_tail_129_256,scaled_rmse_full_256,scaled_rmse_tail_129_256
ETTh1,CHRONOS2_DIRECT,affine,0.4914182379048054,0.536795730260548,1.912390774012403,2.06073031327353,0.7011766301083474,0.7452486579593743
ETTh1,CHRONOS2_DIRECT,ordered,0.4914182379048054,0.536795730260548,1.912390774012403,2.06073031327353,0.7011766301083474,0.7452486579593743
ETTh1,F0_MEDIAN,affine,0.4906181025473355,0.5385698907026397,1.8991432978189984,2.0569003291171315,0.6939016703583646,0.7415923609039796
ETTh1,F0_MEDIAN,ordered,0.4906181025473355,0.5385698907026397,1.8991432978189984,2.0569003291171315,0.6939016703583646,0.7415923609039796
ETTh1,F0_NATIVE,affine,0.4925788479656462,0.5415522434572299,1.9021478468711053,2.060218350838505,0.6939293954311048,0.7416204033830984
ETTh1,F0_NATIVE,ordered,0.4925788479656462,0.5415522434572299,1.9021478468711053,2.060218350838505,0.6939293954311048,0.7416204033830984
ETTh1,R_MC16,affine,0.5053519040597936,0.5610282135515209,1.924351906663729,2.1094294256424453,0.6979573736593199,0.7537490721288413
ETTh1,R_MC16,ordered,0.5053519040597936,0.5610282135515209,1.924351906663729,2.1094294256424453,0.6979573736593199,0.7537490721288413
ETTh1,R_NATIVE,affine,0.4883918219114165,0.5377498689694322,1.8625820787305216,2.023373356621191,0.672326001607769,0.7168875605231857
ETTh1,R_NATIVE,ordered,0.4922000289337396,0.5453662830140784,1.885167640027539,2.068544479215225,0.6805037959556488,0.7321914403667327
ETTh1,R_ROLLOUT_LORA,affine,0.4856093102342678,0.5336205060528194,1.8579695148728832,2.018775999561398,0.6741402590749259,0.7205845677723337
ETTh1,R_ROLLOUT_LORA,ordered,0.4869335407289577,0.5362689670421992,1.863388875207045,2.0296147202297226,0.6769234629175671,0.7257402937999091
ETTh1,S_STATE_ADAPTER,affine,0.4889964568098059,0.5395157079977487,1.8701954620134864,2.037805476755462,0.6743287701547098,0.7196563693603449
ETTh1,S_STATE_ADAPTER,ordered,0.487815316014999,0.5371534264081348,1.8693225133287343,2.0360595793859577,0.6767863079246306,0.724158830816128
ETTh1,U_UNCERTAINTY_ADAPTER,affine,0.4890082821708578,0.5395335718559315,1.870225992266408,2.037842689541097,0.6743314133800324,0.7196390717033478
ETTh1,U_UNCERTAINTY_ADAPTER,ordered,0.4878426131517205,0.5372022338176572,1.869398686476864,2.0361880779620103,0.6768173297688345,0.7241941443382351
Electricity,CHRONOS2_DIRECT,affine,0.2170449655470764,0.2416743202956299,72.00319943916159,81.23135845274018,0.3517584953562299,0.3865484752344453
Electricity,CHRONOS2_DIRECT,ordered,0.2170449655470764,0.2416743202956299,72.00319943916159,81.23135845274018,0.3517584953562299,0.3865484752344453
Electricity,F0_MEDIAN,affine,0.2231954173784729,0.2468461235564991,74.7573870377722,83.49869914659473,0.3516413427153916,0.3852051728628822
Electricity,F0_MEDIAN,ordered,0.2231954173784729,0.2468461235564991,74.7573870377722,83.49869914659473,0.3516413427153916,0.3852051728628822
Electricity,F0_NATIVE,affine,0.2239155148961223,0.2481973291840577,74.93079004232865,83.82394540855776,0.3515983353186864,0.3853912579324466
Electricity,F0_NATIVE,ordered,0.2239155148961223,0.2481973291840577,74.93079004232865,83.82394540855776,0.3515983353186864,0.3853912579324466
Electricity,R_MC16,affine,0.233084600986816,0.2614266215602813,78.0830432068891,88.62166662077516,0.3639651287346397,0.4019400875239585
Electricity,R_MC16,ordered,0.233084600986816,0.2614266215602813,78.0830432068891,88.62166662077516,0.3639651287346397,0.4019400875239585
Electricity,R_NATIVE,affine,0.2234540940337014,0.2478000688439453,74.40954082891564,83.18407276107898,0.3525675168403517,0.3871168138690086
Electricity,R_NATIVE,ordered,0.2234540940337014,0.2478000688439453,74.40954082891564,83.18407276107898,0.3525675168403517,0.3871168138690086
Electricity,R_ROLLOUT_LORA,affine,0.2226891067681329,0.246374428011327,74.3474411088238,83.0605267294589,0.3526921150480092,0.3870843668909989
Electricity,R_ROLLOUT_LORA,ordered,0.2226891067681329,0.246374428011327,74.3474411088238,83.0605267294589,0.3526921150480092,0.3870843668909989
Electricity,S_STATE_ADAPTER,affine,0.2224001101804438,0.2459350960074863,74.24126900154562,82.95976553161509,0.3532827714544871,0.3876758026436877
Electricity,S_STATE_ADAPTER,ordered,0.2224001101804438,0.2459350960074863,74.24126900154562,82.95976553161509,0.3532827714544871,0.3876758026436877
Electricity,U_UNCERTAINTY_ADAPTER,affine,0.2223774133493632,0.2459005656808873,74.24324591053343,82.96867356927504,0.3531970566764387,0.3875318701164613
Electricity,U_UNCERTAINTY_ADAPTER,ordered,0.2223774133493632,0.2459005656808873,74.24324591053343,82.96867356927504,0.3531970566764387,0.3875318701164613
