source,method,variant,window,seed_count,scaled_pinball,pce,coverage80,scaled_width80,scaled_mae,raw_mae,scaled_rmse,batch_size,measured_wall_seconds,peak_allocated_bytes,model_loading_seconds
Electricity,R_ROLLOUT_LORA,affine,full_256,2,0.17898311297005942,0.03248187830193382,0.7991557874177632,0.6906577664967875,0.22268910676813297,74.3474411088238,0.35269211504800924,1,0.0679034499917179,261747712,0.22926829999778414
Electricity,R_ROLLOUT_LORA,affine,full_256,2,0.17898311297005942,0.03248187830193382,0.7991557874177632,0.6906577664967875,0.22268910676813297,74.3474411088238,0.35269211504800924,8,0.07082679998711675,272458752,0.22926829999778414
Electricity,S_STATE_ADAPTER,ordered,full_256,2,0.17856573438272919,0.031202774818497477,0.7968125046725479,0.6813997884003917,0.22240011018044387,74.24126900154562,0.35328277145448717,1,0.0674420499999541,261783552,0.21990655000263354
Electricity,S_STATE_ADAPTER,ordered,full_256,2,0.17856573438272919,0.031202774818497477,0.7968125046725479,0.6813997884003917,0.22240011018044387,74.24126900154562,0.35328277145448717,8,0.0709402999927988,272494592,0.21990655000263354
Electricity,S_STATE_ADAPTER,affine,full_256,2,0.1787022488900579,0.030887085804591978,0.8059412029941687,0.7032922686844876,0.22240011018044387,74.24126900154562,0.35328277145448717,1,0.06952495001314671,261783552,0.21990655000263354
Electricity,S_STATE_ADAPTER,affine,full_256,2,0.1787022488900579,0.030887085804591978,0.8059412029941687,0.7032922686844876,0.22240011018044387,74.24126900154562,0.35328277145448717,8,0.07076469999446995,272494592,0.21990655000263354
Electricity,U_UNCERTAINTY_ADAPTER,ordered,full_256,2,0.17853440409814192,0.031419834134934876,0.7974695817135167,0.682567979252529,0.2223774133493632,74.24324591053343,0.35319705667643875,1,0.06975880000391041,261783552,0.21671865000098472
Electricity,U_UNCERTAINTY_ADAPTER,ordered,full_256,2,0.17853440409814192,0.031419834134934876,0.7974695817135167,0.682567979252529,0.2223774133493632,74.24324591053343,0.35319705667643875,8,0.07082584999443495,272494592,0.21671865000098472
Electricity,U_UNCERTAINTY_ADAPTER,affine,full_256,2,0.17867465995223697,0.031179840396148992,0.8066204746374103,0.7044950141735128,0.2223774133493632,74.24324591053343,0.35319705667643875,1,0.06977190000179685,261783552,0.21671865000098472
Electricity,U_UNCERTAINTY_ADAPTER,affine,full_256,2,0.17867465995223697,0.031179840396148992,0.8066204746374103,0.7044950141735128,0.2223774133493632,74.24324591053343,0.35319705667643875,8,0.07149614999070761,272494592,0.21671865000098472
ETTh1,CHRONOS2_DIRECT,ordered,full_256,1,0.38509942980492895,0.04647725602586714,0.7514715608465609,1.3713877292932195,0.4914182379048054,1.912390774012403,0.7011766301083474,1,0.0200004999933298,548239360,0.3423239999974612
ETTh1,CHRONOS2_DIRECT,ordered,full_256,1,0.38509942980492895,0.04647725602586714,0.7514715608465609,1.3713877292932195,0.4914182379048054,1.912390774012403,0.7011766301083474,8,0.0229652999842073,563755008,0.3423239999974612
ETTh1,CHRONOS2_DIRECT,affine,full_256,1,0.38509942980492895,0.04647725602586714,0.7514715608465609,1.3713877292932195,0.4914182379048054,1.912390774012403,0.7011766301083474,1,0.0197152000037021,548239360,0.3423239999974612
ETTh1,CHRONOS2_DIRECT,affine,full_256,1,0.38509942980492895,0.04647725602586714,0.7514715608465609,1.3713877292932195,0.4914182379048054,1.912390774012403,0.7011766301083474,8,0.0229199999885167,563755008,0.3423239999974612
ETTh1,F0_MEDIAN,ordered,full_256,1,0.424235925362194,0.1078111221340388,0.4644138558201058,0.7234184609703929,0.4906181025473355,1.8991432978189984,0.6939016703583646,1,0.0533196999749634,260568064,0.1746297000208869
ETTh1,F0_MEDIAN,ordered,full_256,1,0.424235925362194,0.1078111221340388,0.4644138558201058,0.7234184609703929,0.4906181025473355,1.8991432978189984,0.6939016703583646,8,0.054538099997444,271279104,0.1746297000208869
ETTh1,F0_MEDIAN,affine,full_256,1,0.399506041292606,0.049557245737801285,0.6787119708994709,1.2768861653152033,0.4906181025473355,1.8991432978189984,0.6939016703583646,1,0.05374319999828,260568064,0.1746297000208869
ETTh1,F0_MEDIAN,affine,full_256,1,0.399506041292606,0.049557245737801285,0.6787119708994709,1.2768861653152033,0.4906181025473355,1.8991432978189984,0.6939016703583646,8,0.0567988000111654,271279104,0.1746297000208869
ETTh1,F0_NATIVE,ordered,full_256,1,0.4019915361522382,0.06148083847736625,0.6126860119047619,1.0013632340861016,0.49257884796564627,1.9021478468711055,0.6939293954311048,1,0.0546881000045686,272656896,0.1755660999915562
ETTh1,F0_NATIVE,ordered,full_256,1,0.4019915361522382,0.06148083847736625,0.6126860119047619,1.0013632340861016,0.49257884796564627,1.9021478468711055,0.6939293954311048,8,0.0805664999934379,367998464,0.1755660999915562
ETTh1,F0_NATIVE,affine,full_256,1,0.3913802731038758,0.032578262786596125,0.7496031746031747,1.3869595398812253,0.49257884796564627,1.9021478468711055,0.6939293954311048,1,0.0551454999949783,272656896,0.1755660999915562
ETTh1,F0_NATIVE,affine,full_256,1,0.3913802731038758,0.032578262786596125,0.7496031746031747,1.3869595398812253,0.49257884796564627,1.9021478468711055,0.6939293954311048,8,0.0799153999832924,367998464,0.1755660999915562
ETTh1,R_MC16,ordered,full_256,2,0.40049387124707964,0.04165151014109349,0.7257833167989418,1.351727236430062,0.5053519040597936,1.9243519066637287,0.6979573736593199,1,0.07512004999443886,286513664,0.2221253999887267
ETTh1,R_MC16,ordered,full_256,2,0.40049387124707964,0.04165151014109349,0.7257833167989418,1.351727236430062,0.5053519040597936,1.9243519066637287,0.6979573736593199,8,0.160760200000368,357882880,0.2221253999887267
ETTh1,R_MC16,affine,full_256,2,0.40071479393524584,0.044708765064667845,0.6979208002645502,1.2579555140804084,0.5053519040597936,1.9243519066637287,0.6979573736593199,1,0.07410549999622155,286513664,0.2221253999887267
ETTh1,R_MC16,affine,full_256,2,0.40071479393524584,0.044708765064667845,0.6979208002645502,1.2579555140804084,0.5053519040597936,1.9243519066637287,0.6979573736593199,8,0.16149855002004185,357882880,0.2221253999887267
ETTh1,R_NATIVE,ordered,full_256,2,0.3898734892073916,0.057503858024691365,0.7588686342592592,1.4256409847313354,0.4922000289337396,1.885167640027539,0.6805037959556488,1,0.0699265499861212,273836544,0.22009989999060048
ETTh1,R_NATIVE,ordered,full_256,2,0.3898734892073916,0.057503858024691365,0.7588686342592592,1.4256409847313354,0.4922000289337396,1.885167640027539,0.6805037959556488,8,0.09337935000075956,369178112,0.22009989999060048
ETTh1,R_NATIVE,affine,full_256,2,0.38887634579709085,0.02822765101410935,0.7107266865079365,1.2874644890858162,0.48839182191141656,1.8625820787305218,0.672326001607769,1,0.06969294999726111,273836544,0.22009989999060048
ETTh1,R_NATIVE,affine,full_256,2,0.38887634579709085,0.02822765101410935,0.7107266865079365,1.2874644890858162,0.48839182191141656,1.8625820787305218,0.672326001607769,8,0.09332580001500901,369178112,0.22009989999060048
ETTh1,R_ROLLOUT_LORA,ordered,full_256,2,0.38715927366221864,0.048570234420928865,0.7652695105820106,1.445823362212335,0.4869335407289577,1.8633888752070455,0.6769234629175671,1,0.069456800003536,261747712,0.23594775001402007
ETTh1,R_ROLLOUT_LORA,ordered,full_256,2,0.38715927366221864,0.048570234420928865,0.7652695105820106,1.445823362212335,0.4869335407289577,1.8633888752070455,0.6769234629175671,8,0.07064779999200249,272458752,0.23594775001402007
ETTh1,R_ROLLOUT_LORA,affine,full_256,2,0.3862805215647594,0.033291538065843625,0.7668754133597884,1.487943657290472,0.4856093102342678,1.8579695148728832,0.6741402590749259,1,0.0693289000046206,261747712,0.23594775001402007
ETTh1,R_ROLLOUT_LORA,affine,full_256,2,0.3862805215647594,0.033291538065843625,0.7668754133597884,1.487943657290472,0.4856093102342678,1.8579695148728832,0.6741402590749259,8,0.06959160001133566,272458752,0.23594775001402007
ETTh1,S_STATE_ADAPTER,ordered,full_256,2,0.3904814547974795,0.0479123034244562,0.7790013227513228,1.544770244320167,0.48781531601499906,1.8693225133287343,0.6767863079246306,1,0.0689561999897705,261783552,0.21456430001126137
ETTh1,S_STATE_ADAPTER,ordered,full_256,2,0.3904814547974795,0.0479123034244562,0.7790013227513228,1.544770244320167,0.48781531601499906,1.8693225133287343,0.6767863079246306,8,0.06986600000527685,272494592,0.21456430001126137
ETTh1,S_STATE_ADAPTER,affine,full_256,2,0.3910078158676952,0.0378988921957672,0.7358961640211641,1.395480834122738,0.48899645680980597,1.8701954620134864,0.6743287701547098,1,0.06891820000600996,261783552,0.21456430001126137
ETTh1,S_STATE_ADAPTER,affine,full_256,2,0.3910078158676952,0.0378988921957672,0.7358961640211641,1.395480834122738,0.48899645680980597,1.8701954620134864,0.6743287701547098,8,0.07098344998667015,272494592,0.21456430001126137
ETTh1,U_UNCERTAINTY_ADAPTER,ordered,full_256,2,0.39047827257328127,0.04793274176954732,0.779348544973545,1.545655751673097,0.48784261315172056,1.8693986864768641,0.6768173297688345,1,0.0693633000046247,261783552,0.21933405000891065
ETTh1,U_UNCERTAINTY_ADAPTER,ordered,full_256,2,0.39047827257328127,0.04793274176954732,0.779348544973545,1.545655751673097,0.48784261315172056,1.8693986864768641,0.6768173297688345,8,0.0713455000077374,272494592,0.21933405000891065
ETTh1,U_UNCERTAINTY_ADAPTER,affine,full_256,2,0.3910059744800948,0.03783505107289829,0.7362123842592593,1.3963725757192198,0.4890082821708578,1.8702259922664077,0.6743314133800324,1,0.06982580000476446,261783552,0.21933405000891065
ETTh1,U_UNCERTAINTY_ADAPTER,affine,full_256,2,0.3910059744800948,0.03783505107289829,0.7362123842592593,1.3963725757192198,0.4890082821708578,1.8702259922664077,0.6743314133800324,8,0.07340155000565571,272494592,0.21933405000891065
