source,method,variant,window,seed_count,scaled_pinball,pce,coverage80,scaled_width80,scaled_mae,raw_mae,scaled_rmse,batch_size,measured_wall_seconds,peak_allocated_bytes,model_loading_seconds
Electricity,CHRONOS2_DIRECT,ordered,full_256,1,0.17325414048019167,0.028668754776382244,0.7610336376719498,0.6243292467755318,0.21704496554707645,72.00319943916159,0.35175849535622994,1,0.0215959000051952,548239360,0.3879482999909669
Electricity,CHRONOS2_DIRECT,ordered,full_256,1,0.17325414048019167,0.028668754776382244,0.7610336376719498,0.6243292467755318,0.21704496554707645,72.00319943916159,0.35175849535622994,8,0.0239673999894876,563017728,0.3879482999909669
Electricity,CHRONOS2_DIRECT,affine,full_256,1,0.17325414048019167,0.028668754776382244,0.7610336376719498,0.6243292467755318,0.21704496554707645,72.00319943916159,0.35175849535622994,1,0.0193050999951083,548239360,0.3879482999909669
Electricity,CHRONOS2_DIRECT,affine,full_256,1,0.17325414048019167,0.028668754776382244,0.7610336376719498,0.6243292467755318,0.21704496554707645,72.00319943916159,0.35175849535622994,8,0.023081599996658,563017728,0.3879482999909669
Electricity,F0_MEDIAN,ordered,full_256,1,0.18426567572163782,0.05465471428927432,0.6665956050014952,0.4847237006553684,0.22319541737847293,74.7573870377722,0.35164134271539166,1,0.0534215999941807,260568064,0.1710215999919455
Electricity,F0_MEDIAN,ordered,full_256,1,0.18426567572163782,0.05465471428927432,0.6665956050014952,0.4847237006553684,0.22319541737847293,74.7573870377722,0.35164134271539166,8,0.0558409999939613,271279104,0.1710215999919455
Electricity,F0_MEDIAN,affine,full_256,1,0.18046590466885004,0.029344002836755714,0.7930622009569378,0.6688347054039678,0.22319541737847293,74.7573870377722,0.35164134271539166,1,0.0536783999996259,260568064,0.1710215999919455
Electricity,F0_MEDIAN,affine,full_256,1,0.18046590466885004,0.029344002836755714,0.7930622009569378,0.6688347054039678,0.22319541737847293,74.7573870377722,0.35164134271539166,8,0.0549830000090878,271279104,0.1710215999919455
Electricity,F0_NATIVE,ordered,full_256,1,0.1807296478058286,0.037824690158160555,0.7192464582087321,0.5484576640076234,0.22391551489612238,74.93079004232865,0.35159833531868645,1,0.0547810000134632,272656896,0.166887500003213
Electricity,F0_NATIVE,ordered,full_256,1,0.1807296478058286,0.037824690158160555,0.7192464582087321,0.5484576640076234,0.22391551489612238,74.93079004232865,0.35159833531868645,8,0.0800495999865233,367998464,0.166887500003213
Electricity,F0_NATIVE,affine,full_256,1,0.1795074736829138,0.029216117798046254,0.8038522820723684,0.6801761224333658,0.22391551489612238,74.93079004232865,0.35159833531868645,1,0.0566403999982867,272656896,0.166887500003213
Electricity,F0_NATIVE,affine,full_256,1,0.1795074736829138,0.029216117798046254,0.8038522820723684,0.6801761224333658,0.22391551489612238,74.93079004232865,0.35159833531868645,8,0.0882749000156764,367998464,0.166887500003213
Electricity,R_MC16,ordered,full_256,2,0.18703424591649612,0.03394475568804825,0.7557206587357954,0.6556612429922422,0.23308460098681608,78.0830432068891,0.3639651287346397,1,0.07151799999701319,286513664,0.2153664499928709
Electricity,R_MC16,ordered,full_256,2,0.18703424591649612,0.03394475568804825,0.7557206587357954,0.6556612429922422,0.23308460098681608,78.0830432068891,0.3639651287346397,8,0.16034840000793335,357882880,0.2153664499928709
Electricity,R_MC16,affine,full_256,2,0.18708992472435992,0.03225459778708134,0.7535304019325657,0.653968318635551,0.23308460098681608,78.0830432068891,0.3639651287346397,1,0.072715349990176,286513664,0.2153664499928709
Electricity,R_MC16,affine,full_256,2,0.18708992472435992,0.03225459778708134,0.7535304019325657,0.653968318635551,0.23308460098681608,78.0830432068891,0.3639651287346397,8,0.16013854999619065,357882880,0.2153664499928709
Electricity,R_NATIVE,ordered,full_256,2,0.17929990708614446,0.0386931610513025,0.7946409380607058,0.6811742027290284,0.22345409403370145,74.40954082891564,0.3525675168403517,1,0.0703323500056285,273836544,0.2324325499939732
Electricity,R_NATIVE,ordered,full_256,2,0.17929990708614446,0.0386931610513025,0.7946409380607058,0.6811742027290284,0.22345409403370145,74.40954082891564,0.3525675168403517,8,0.0982479500089539,369178112,0.2324325499939732
Electricity,R_NATIVE,affine,full_256,2,0.1793014398060212,0.03595216011886962,0.7918242678117524,0.680378177776984,0.22345409403370145,74.40954082891564,0.3525675168403517,1,0.0715348999947309,273836544,0.2324325499939732
Electricity,R_NATIVE,affine,full_256,2,0.1793014398060212,0.03595216011886962,0.7918242678117524,0.680378177776984,0.22345409403370145,74.40954082891564,0.3525675168403517,8,0.09584099998755845,369178112,0.2324325499939732
Electricity,R_ROLLOUT_LORA,ordered,full_256,2,0.17910990248252434,0.03466833866003788,0.8021990762372906,0.6918503324131775,0.22268910676813297,74.3474411088238,0.35269211504800924,1,0.06816755000909319,261747712,0.22926829999778414
Electricity,R_ROLLOUT_LORA,ordered,full_256,2,0.17910990248252434,0.03466833866003788,0.8021990762372906,0.6918503324131775,0.22268910676813297,74.3474411088238,0.35269211504800924,8,0.07028895000985355,272458752,0.22926829999778414
