source,stride,phase_samples,spacing_s,n_compared,offline_linear_mae_to_same_dense_trace,previous_sample_hold_mae_to_same_dense_trace,offline_linear_uses_later_samples,is_model_forecast_error
transient_response.csv,2,0,60.0,25,0.1203105916975278,0.2959196298732968,True,False
transient_response.csv,2,1,60.0,25,0.14558605647820969,0.058605567709494155,True,False
transient_response.csv,10,0,300.0,25,1.4322176412807495,2.910269147314648,True,False
transient_response.csv,10,1,300.0,25,1.2324126148452774,0.5842033882751457,True,False
transient_response.csv,10,2,300.0,25,1.0719287633856698,0.497005564447245,True,False
transient_response.csv,10,3,300.0,25,0.8962796289929793,0.6487811236021548,True,False
transient_response.csv,10,4,300.0,25,0.7829077302351061,0.9803885239475517,True,False
transient_response.csv,10,5,300.0,25,0.7355971830672684,1.3310232464103207,True,False
transient_response.csv,10,6,300.0,25,0.7428357496556509,1.6649376481793388,True,False
transient_response.csv,10,7,300.0,25,0.8194622142588196,1.9856102474206956,True,False
transient_response.csv,10,8,300.0,25,0.9611330369326561,2.298715552957574,True,False
transient_response.csv,10,9,300.0,25,1.1660579696786568,2.606304551362555,True,False
transient_response.csv,20,0,600.0,25,3.0274372082751824,5.888505185296326,True,False
transient_response.csv,20,1,600.0,25,1.6867755450066033,0.9352365599318546,True,False
transient_response.csv,20,2,600.0,25,1.4357343430061746,0.4808873522010845,True,False
transient_response.csv,20,3,600.0,25,1.303696374928013,0.7371138872793586,True,False
transient_response.csv,20,4,600.0,25,1.258628186167,1.1221530851335502,True,False
transient_response.csv,20,5,600.0,25,1.2381328012128257,1.4716501125431432,True,False
transient_response.csv,20,6,600.0,25,1.2504022612474863,1.7819858478266815,True,False
transient_response.csv,20,7,600.0,25,1.2677652127399914,2.0723654811605456,True,False
transient_response.csv,20,8,600.0,25,1.2980285889215042,2.3564236299569505,True,False
transient_response.csv,20,9,600.0,25,1.3437796335737084,2.63921407300837,True,False
transient_response.csv,20,10,600.0,25,1.4061573344045792,2.923914567323195,True,False
transient_response.csv,20,11,600.0,25,1.4851162414062014,3.211420226063806,True,False
transient_response.csv,20,12,600.0,25,1.5802383460853298,3.5016281346094003,True,False
transient_response.csv,20,13,600.0,25,1.6910650192946377,3.7947569696263166,True,False
transient_response.csv,20,14,600.0,25,1.8171371113772807,4.090107581510449,True,False
transient_response.csv,20,15,600.0,25,1.958026585845314,4.387366839378567,True,False
transient_response.csv,20,16,600.0,25,2.1134341976602538,4.686078544846119,True,False
transient_response.csv,20,17,600.0,25,2.29825506033731,4.985859148506865,True,False
transient_response.csv,20,18,600.0,25,2.512241020511085,5.286376801865581,True,False
transient_response.csv,20,19,600.0,25,2.7552950844301267,5.5873401350835685,True,False
transient_response.csv,120,0,3600.0,25,5.468133240379275,6.189670235509257,True,False
transient_response.csv,120,1,3600.0,25,1.9776991308517564,0.9352365599320706,True,False
transient_response.csv,120,2,3600.0,25,1.715806675365327,0.48088735220134365,True,False
transient_response.csv,120,3,3600.0,25,1.8689107199432555,0.737113887279661,True,False
transient_response.csv,120,4,3600.0,25,1.9686149100838042,1.1221530851338957,True,False
transient_response.csv,120,5,3600.0,25,1.974506075184097,1.4716501125435526,True,False
transient_response.csv,120,6,3600.0,25,1.9249893572096721,1.7819858478271362,True,False
transient_response.csv,120,7,3600.0,25,1.8657580378986995,2.0723654811610457,True,False
transient_response.csv,120,8,3600.0,25,1.8077376121126008,2.3564236299574963,True,False
transient_response.csv,120,9,3600.0,25,1.759707279447441,2.6392140730089615,True,False
transient_response.csv,120,10,3600.0,25,1.7311101844650465,2.923914567323832,True,False
transient_response.csv,120,11,3600.0,25,1.7130257214002835,3.2114202260644538,True,False
transient_response.csv,120,12,3600.0,25,1.7045345293411083,3.5016281346100913,True,False
transient_response.csv,120,13,3600.0,25,1.7047241526017456,3.794756969627051,True,False
transient_response.csv,120,14,3600.0,25,1.7122420312380677,4.090107581511226,True,False
transient_response.csv,120,15,3600.0,25,1.7259433249920517,4.387366839379387,True,False
transient_response.csv,120,16,3600.0,25,1.7447663837525875,4.686078544847028,True,False
transient_response.csv,120,17,3600.0,25,1.769071235510653,4.985859148507811,True,False
transient_response.csv,120,18,3600.0,25,1.8015809551771713,5.286376801866563,True,False
transient_response.csv,120,19,3600.0,25,1.8363895382362012,5.587340135084587,True,False
transient_response.csv,120,20,3600.0,25,1.8729711824596733,5.888505185297381,True,False
transient_response.csv,120,21,3600.0,25,1.9108917227563142,6.1896702355101185,True,False
transient_response.csv,120,22,3600.0,25,1.9464923819979936,6.1896702355101185,True,False
transient_response.csv,120,23,3600.0,25,1.9800668730020357,6.1896702355101185,True,False
transient_response.csv,120,24,3600.0,25,2.0118795466160075,6.189670235510062,True,False
transient_response.csv,120,25,3600.0,25,2.0421680142889773,6.189670235510062,True,False
transient_response.csv,120,26,3600.0,25,2.0711458279720567,6.189670235510062,True,False
transient_response.csv,120,27,3600.0,25,2.0990048610729035,6.189670235510062,True,False
transient_response.csv,120,28,3600.0,25,2.1259174014920497,6.189670235510062,True,False
transient_response.csv,120,29,3600.0,25,2.1520380246768194,6.189670235510062,True,False
transient_response.csv,120,30,3600.0,25,2.17750529256032,6.189670235510062,True,False
transient_response.csv,120,31,3600.0,25,2.2024433015247835,6.189670235510005,True,False
transient_response.csv,120,32,3600.0,25,2.2269630917888388,6.189670235510005,True,False
transient_response.csv,120,33,3600.0,25,2.251163927569578,6.189670235510005,True,False
transient_response.csv,120,34,3600.0,25,2.2751344572388508,6.189670235509948,True,False
transient_response.csv,120,35,3600.0,25,2.2989537630397194,6.189670235509948,True,False
transient_response.csv,120,36,3600.0,25,2.3226923099531653,6.189670235509948,True,False
transient_response.csv,120,37,3600.0,25,2.3464128029259474,6.189670235509948,True,False
transient_response.csv,120,38,3600.0,25,2.370170961051922,6.189670235509948,True,False
transient_response.csv,120,39,3600.0,25,2.3940162165857144,6.189670235509948,True,False
transient_response.csv,120,40,3600.0,25,2.4179923459605197,6.189670235509948,True,False
transient_response.csv,120,41,3600.0,25,2.442138039359197,6.189670235509891,True,False
transient_response.csv,120,42,3600.0,25,2.4664874145387192,6.189670235509891,True,False
transient_response.csv,120,43,3600.0,25,2.491070480633398,6.189670235509891,True,False
transient_response.csv,120,44,3600.0,25,2.5159135564764417,6.189670235509834,True,False
transient_response.csv,120,45,3600.0,25,2.5410396478892356,6.189670235509834,True,False
transient_response.csv,120,46,3600.0,25,2.566468787931801,6.189670235509834,True,False
transient_response.csv,120,47,3600.0,25,2.592218343705276,6.189670235509834,True,False
transient_response.csv,120,48,3600.0,25,2.618303292944538,6.189670235509834,True,False
transient_response.csv,120,49,3600.0,25,2.6447364733269048,6.189670235509834,True,False
transient_response.csv,120,50,3600.0,25,2.6715288071442616,6.189670235509834,True,False
transient_response.csv,120,51,3600.0,25,2.6986895037336693,6.189670235509834,True,False
transient_response.csv,120,52,3600.0,25,2.7262262418287513,6.1896702355097775,True,False
transient_response.csv,120,53,3600.0,25,2.7541453337866186,6.1896702355097775,True,False
transient_response.csv,120,54,3600.0,25,2.7824518734557886,6.189670235509721,True,False
transient_response.csv,120,55,3600.0,25,2.811149869280093,6.189670235509721,True,False
transient_response.csv,120,56,3600.0,25,2.840242364079054,6.189670235509721,True,False
transient_response.csv,120,57,3600.0,25,2.8697315428067873,6.189670235509721,True,False
transient_response.csv,120,58,3600.0,25,2.899618829464862,6.189670235509721,True,False
transient_response.csv,120,59,3600.0,25,2.9299049742301735,6.189670235509721,True,False
transient_response.csv,120,60,3600.0,25,2.9605901317571512,6.189670235509721,True,False
transient_response.csv,120,61,3600.0,25,2.991673931520154,6.189670235509721,True,False
transient_response.csv,120,62,3600.0,25,3.023155540978087,6.189670235509664,True,False
transient_response.csv,120,63,3600.0,25,3.0550337222666983,6.189670235509664,True,False
transient_response.csv,120,64,3600.0,25,3.087306883056958,6.189670235509607,True,False
transient_response.csv,120,65,3600.0,25,3.119973122154411,6.189670235509607,True,False
transient_response.csv,120,66,3600.0,25,3.153030270359095,6.189670235509607,True,False
