arm,lr,step,validation_loss,checkpoint,checkpoint_sha256
STANDARD_LORA,3e-05,180,0.5471599166598187,/home/minjae/Documents/github/tsfm-peft-method-screen/.cache/candidate_01/STANDARD_LORA_3e-05/best.pt,f0ae8c7930d6fb98f1dfcbb258f9189936cde9ba5d23fcc3f15888a8640f1b2d
FEATURE_LORA,3e-05,120,0.5474998122351187,/home/minjae/Documents/github/tsfm-peft-method-screen/.cache/candidate_01/FEATURE_LORA_3e-05/best.pt,03c528a0f575a5ddf62218eff76e4964551342c21e04b70e190bdc52dcaa9e3f
FRESHNESS_GATED_LORA,3e-05,180,0.547199681483631,/home/minjae/Documents/github/tsfm-peft-method-screen/.cache/candidate_01/FRESHNESS_GATED_LORA_3e-05/best.pt,d647175e2906e115727ec77a2cef0d91447e77110376e7af427810227b2374cf
