arm,variant,scaled_2pinball,median_mae,qmean_mse,interval80_coverage,interval80_width,prediction_sha256
F0,block12,0.7405853897738189,3.905651258221931,25.8045380645096,0.7538194444444444,10.648772814042037,88b72182e02c40db99e3161c544fc9a32f03968fa54fac458f06a144878e25b2
F0,block24,0.7959062243892927,4.141094773179955,29.5614064382358,0.7354166666666666,10.891163245671326,0813a84d0cbf8cb55e2fa55ebd1e98d4b2a77b6c4d5a8e22bf0a919b953399c6
F0,refresh4,0.6873979981394296,3.5010070687366857,23.040002979639226,0.6694444444444445,8.425791066512465,6fd20debbb15f1fac298d4e1513e4df9096aebb63c2e28a5fac950d5aff9e1ae
F0,refresh8,0.7792485489963276,4.030504029740889,28.900877613443168,0.6845486111111111,9.797122941828436,87654d28e42a67e8064fe97114e5440fee6e5018983ba53df5460b530117156c
F0,clean,0.5838571069542349,2.9852467222760124,16.890077483965634,0.7595486111111112,8.4159925305595,b628e15e9af6d6173b11df3257f78c15cd584d1ab4847de9c5c66c1b52a33ae6
STANDARD_LORA,block12,0.7141776602511992,3.7578649647533897,24.596482141596134,0.7465277777777778,10.204298860952258,9420a5797a58f6bb1bf9752e7462f2098a64aaaea21f215976ee2608c31af092
STANDARD_LORA,block24,0.7563455642365099,3.9249823978791634,27.625296505857417,0.7335069444444445,10.417625018830101,27d4269699394824b11faa98a43b0dad124669ed1fc16c69528cc50c4c80f4ae
STANDARD_LORA,refresh4,0.6660890081724224,3.3823754272527164,21.66936815807966,0.6855902777777778,8.232488427021437,0b62168a2de375e435ca01d689688c4ffc81683aaf72e25a2211ec37f06ab309
STANDARD_LORA,refresh8,0.7814277722650866,4.069042103033927,28.876441345554323,0.7000000000000001,9.946180483367709,a65ed1f869c46cdc33000986ecea76cb7c79dbc218d59de37b0e464a411accf7
STANDARD_LORA,clean,0.5639840463736286,2.8744020020796195,15.798816863551366,0.7602430555555555,8.06425970296065,972d2d67866a87a6dc9cac060ce8efe24e42261aebbdb4bb42177e20cfc6849b
FEATURE_LORA,block12,0.7127596731724416,3.753985986775822,24.60489135338187,0.7741319444444444,10.634448424561155,7cf69518e6c9fddbf9284b935325dc6816faf776bb71102e48518a7e3e0111e0
FEATURE_LORA,block24,0.7525426775764553,3.9101926138417586,27.47396247341112,0.7598958333333333,10.819295350793334,3bc771d961a66fe6cdde72f3dcf46b9f4d444be27595ce97379f966607ec4f8a
FEATURE_LORA,refresh4,0.6608378156179837,3.3886226107676825,21.49453705390065,0.7005208333333333,8.597901831898424,ebd7e969d199ed6fbcce596625352ec180042a271ec72031b90923c99c3ec150
FEATURE_LORA,refresh8,0.7699734855031657,4.014002874038286,28.267566861726717,0.7133680555555555,10.142570281566845,b1cfa7f61b6bb2f3e730bd0baef1c433ac18991155f84fdfd70ac03a295b0abe
FEATURE_LORA,clean,0.5581533248334587,2.8569717460622392,15.53264329678046,0.778125,8.391140840161178,2491739cbeb58b1acfbdb3c7d93f8d843c1d778178ff5fb2e41189c4873d9e00
FRESHNESS_GATED_LORA,block12,0.7141101430496384,3.7574069202360176,24.592731008018546,0.7467013888888888,10.199856493373712,2cc9d767ca26ff52f6878706f67a5fde0c2db34a0a01ab213567c2db716e224e
FRESHNESS_GATED_LORA,block24,0.7562345921675853,3.924256317690015,27.61926542035961,0.7336805555555556,10.413494487727682,cf4d126c2267b8b20ce65d60fbbf281ef9f98fbeaa26b917ceb9a9d690a00f94
FRESHNESS_GATED_LORA,refresh4,0.6662507027605632,3.3825916985670723,21.676430245329406,0.6848958333333333,8.228553972848587,1c1a63aba329a26ce8f65fd5cb29ed5e189aa0b9e35d10d2e4fdd25f00ad33b5
FRESHNESS_GATED_LORA,refresh8,0.7815769628328701,4.069694964711864,28.885489562648388,0.6998263888888889,9.943867390561437,1db9b6509006b221d52ac2f4fcc7eace7c0ca05cf5584e5f3517d12f828343cd
FRESHNESS_GATED_LORA,clean,0.5639261656993995,2.8739947272257673,15.795389310344925,0.7600694444444444,8.060971535162793,fe3013bbc071fd001b6bd8ab26e77ed2e885a52219863827457caeedbbe7ac0d
