state,direction,region,factor,epsilon,phi_norm,base_loss,perturbed_loss,actual_delta,first_order_delta,actual_step_first_order,actual_step_norm,step_relative_rounding,approximation_error,numerical_floor,local_reliable,sort_ties,target_ties
beijing_233_34000_native,native_T,S,0.0001,0.0016294113255313487,16.294113255313487,0.16254916698336086,0.1626194485624463,7.028157908545163e-05,7.01909779066197e-05,7.019096689636715e-05,0.0016294114370387699,0.0002444937652837253,9.060117883192978e-08,9.5367431640625e-07,True,0,0
beijing_233_34000_native,native_T,D,0.0001,0.0016294113255313487,16.294113255313487,0.2244862426078422,0.2245111191978722,2.4876590030004087e-05,2.3845451653719846e-05,2.38454027855733e-05,0.0016294114370387699,0.0002444937652837253,1.031138376284241e-06,9.5367431640625e-07,True,0,0
beijing_233_34000_native,native_T,S,0.001,0.016294113255313488,16.294113255313487,0.16254916698336086,0.16327056904324852,0.0007214020598876603,0.0007019097790661971,0.000701909766414996,0.016294113254806075,2.516042912656072e-05,1.9492280821463166e-05,9.5367431640625e-07,True,0,0
beijing_233_34000_native,native_T,D,0.001,0.016294113255313488,16.294113255313487,0.2244862426078422,0.22477528067069874,0.00028903806285654476,0.0002384545165371985,0.00023845456054365032,0.016294113254806075,2.516042912656072e-05,5.0583546319346275e-05,9.5367431640625e-07,True,0,0
beijing_233_34000_native,eval_T,S,0.0001,0.0016294113255313487,16.294113255313487,0.16254916698336086,0.16259658207849298,4.74150951321195e-05,4.727972321034406e-05,4.7279712413259454e-05,0.0016294114303514143,0.00024422958319427916,1.3537192177543887e-07,9.5367431640625e-07,True,0,0
beijing_233_34000_native,eval_T,D,0.0001,0.0016294113255313487,16.294113255313487,0.2244862426078422,0.22452461260901224,3.8370001170046075e-05,3.750356049892188e-05,3.7503648230525555e-05,0.0016294114303514143,0.00024422958319427916,8.664406711241925e-07,9.5367431640625e-07,True,0,0
beijing_233_34000_native,eval_T,S,0.001,0.016294113255313488,16.294113255313487,0.16254916698336086,0.16303598913525658,0.0004868221518957161,0.00047279723210344064,0.0004727972125291456,0.016294113248942244,2.5174782854841092e-05,1.4024919792275453e-05,9.5367431640625e-07,True,0,0
beijing_233_34000_native,eval_T,D,0.001,0.016294113255313488,16.294113255313487,0.2244862426078422,0.22489591257466385,0.0004096699668216519,0.00037503560498921884,0.00037503554166072226,0.016294113248942244,2.5174782854841092e-05,3.463436183243307e-05,9.5367431640625e-07,True,0,0
beijing_233_34000_native_anchor,native_T,S,0.0001,0.001627784063898715,16.27784063898715,0.16359881300540874,0.16363045431175627,3.1641306347529596e-05,3.215412465476405e-05,3.215412101590497e-05,0.0016277840985249705,0.0002449361091372321,5.128183072344511e-07,9.5367431640625e-07,True,0,0
beijing_233_34000_native_anchor,native_T,D,0.0001,0.001627784063898715,16.27784063898715,0.21438566679259746,0.2144178565002943,3.21897076968336e-05,3.202640298029703e-05,3.20264007778167e-05,0.0016277840985249705,0.0002449361091372321,1.6330471653657456e-07,9.5367431640625e-07,True,0,0
beijing_233_34000_native_anchor,native_T,S,0.001,0.01627784063898715,16.27784063898715,0.16359881300540874,0.16391854479373577,0.0003197317883270323,0.0003215412465476405,0.00032154124246808354,0.016277840612520467,2.5261352344350298e-05,1.8094582206081814e-06,9.5367431640625e-07,True,0,0
beijing_233_34000_native_anchor,native_T,D,0.001,0.01627784063898715,16.27784063898715,0.21438566679259746,0.21471921719624001,0.00033355040364255184,0.00032026402980297027,0.0003202640222125289,0.016277840612520467,2.5261352344350298e-05,1.3286373839581573e-05,9.5367431640625e-07,True,0,0
beijing_233_34000_native_anchor,eval_T,S,0.0001,0.001627784063898715,16.27784063898715,0.16359881300540874,0.16361441372952362,1.560072411488367e-05,1.586164442631795e-05,1.5861665692817062e-05,0.0016277841564076335,0.0002450346021707126,2.609203114342831e-07,9.5367431640625e-07,True,0,0
