arm,seed,source,step,id,month,path_index,prediction,primary,raw_2pinball,raw_RMSE,raw_MAE,coverage80,width80
REVERSE,61710,SELECTED,120,D_0601,6,0,.cache/covariate_order_control_20260916/REVERSE_61710_EVAL120_D_0601_k0.npz,0.17559849083928686,73328.61375377192,154530.71538892807,101231.31239149306,0.6666666666666666,232568.62247721353
REVERSE,61710,SELECTED,120,D_0601,6,3,.cache/covariate_order_control_20260916/REVERSE_61710_EVAL120_D_0601_k3.npz,0.10532757183852152,43984.004623584246,91952.39677964625,61351.71457248263,0.7916666666666666,233248.71736653647
REVERSE,61710,SELECTED,120,D_0608,6,0,.cache/covariate_order_control_20260916/REVERSE_61710_EVAL120_D_0608_k0.npz,0.12887727172352068,48517.08018670298,111684.46010749778,69937.3355034722,0.9166666666666666,281834.3931070964
REVERSE,61710,SELECTED,120,D_0608,6,3,.cache/covariate_order_control_20260916/REVERSE_61710_EVAL120_D_0608_k3.npz,0.2010400200411206,75683.43620740456,168218.6383388073,111541.9004720052,0.75,261655.09236653647
REVERSE,61710,SELECTED,120,D_0615,6,0,.cache/covariate_order_control_20260916/REVERSE_61710_EVAL120_D_0615_k0.npz,0.20596943931185901,73592.93616004258,179433.3870214762,108910.28591579862,0.8333333333333334,305855.81111653644
REVERSE,61710,SELECTED,120,D_0615,6,3,.cache/covariate_order_control_20260916/REVERSE_61710_EVAL120_D_0615_k3.npz,0.20133078237766827,71935.54278767259,154790.06681576633,108265.7163628472,0.7083333333333334,272657.072265625
REVERSE,61710,SELECTED,120,D_0622,6,0,.cache/covariate_order_control_20260916/REVERSE_61710_EVAL120_D_0622_k0.npz,0.1220291518468765,46257.02378157035,90600.79239400667,66070.10872395833,1.0,344184.58121744794
REVERSE,61710,SELECTED,120,D_0622,6,3,.cache/covariate_order_control_20260916/REVERSE_61710_EVAL120_D_0622_k3.npz,0.17756565906250082,67308.98961217809,163505.95466538522,92322.16821289062,0.8333333333333334,346099.74397786456
REVERSE,61710,SELECTED,120,D_0701,7,0,.cache/covariate_order_control_20260916/REVERSE_61710_EVAL120_D_0701_k0.npz,0.11265017766957522,53803.988547505374,125869.53357426098,77250.13270399306,0.9166666666666666,288585.5540364583
REVERSE,61710,SELECTED,120,D_0701,7,3,.cache/covariate_order_control_20260916/REVERSE_61710_EVAL120_D_0701_k3.npz,0.1516245519388134,72418.93288411458,160959.7926496365,111474.36414930555,0.7083333333333334,250450.08056640625
REVERSE,61710,SELECTED,120,D_0708,7,0,.cache/covariate_order_control_20260916/REVERSE_61710_EVAL120_D_0708_k0.npz,0.0871364046951239,39036.14394619088,82914.87688148166,54954.726779513876,0.75,153165.1484375
REVERSE,61710,SELECTED,120,D_0708,7,3,.cache/covariate_order_control_20260916/REVERSE_61710_EVAL120_D_0708_k3.npz,0.16761384487537787,75089.14556232432,172110.89165916617,97360.25564236108,0.75,177657.89876302084
REVERSE,61710,SELECTED,120,D_0715,7,0,.cache/covariate_order_control_20260916/REVERSE_61710_EVAL120_D_0715_k0.npz,0.08755068513231827,32965.05376500367,61244.02137155806,44838.19818793404,1.0,258073.6064453125
REVERSE,61710,SELECTED,120,D_0715,7,3,.cache/covariate_order_control_20260916/REVERSE_61710_EVAL120_D_0715_k3.npz,0.16612272210803233,62549.418746450916,135788.8354861658,89453.1822374132,0.7916666666666666,233934.62984720865
REVERSE,61710,SELECTED,120,D_0722,7,0,.cache/covariate_order_control_20260916/REVERSE_61710_EVAL120_D_0722_k0.npz,0.13186273527729955,59617.54138968977,139181.1612651677,81133.90782335069,0.7916666666666666,232058.4884440104
REVERSE,61710,SELECTED,120,D_0722,7,3,.cache/covariate_order_control_20260916/REVERSE_61710_EVAL120_D_0722_k3.npz,0.1415385381721315,63992.14789506862,124886.92333781756,97450.31890190973,0.7083333333333334,230515.3624674479
REVERSE,61710,SELECTED,120,D_0801,8,0,.cache/covariate_order_control_20260916/REVERSE_61710_EVAL120_D_0801_k0.npz,0.22696456850099483,112867.50103412285,230440.0969268826,140571.77799479166,0.5833333333333334,146836.30631510416
REVERSE,61710,SELECTED,120,D_0801,8,3,.cache/covariate_order_control_20260916/REVERSE_61710_EVAL120_D_0801_k3.npz,0.24159466777772412,120142.92184606481,258077.26089152333,147393.74696180556,0.625,135375.58544921875
REVERSE,61710,SELECTED,120,D_0808,8,0,.cache/covariate_order_control_20260916/REVERSE_61710_EVAL120_D_0808_k0.npz,0.13349755838922456,64557.61478717139,122576.17541822456,90731.14605034723,0.5833333333333334,169423.63834635416
REVERSE,61710,SELECTED,120,D_0808,8,3,.cache/covariate_order_control_20260916/REVERSE_61710_EVAL120_D_0808_k3.npz,0.22871464064131164,110603.30874111276,206170.80669463534,147742.6881510417,0.5416666666666666,225627.69694010416
REVERSE,61710,SELECTED,120,D_0815,8,0,.cache/covariate_order_control_20260916/REVERSE_61710_EVAL120_D_0815_k0.npz,0.1260355371558731,58699.82620442709,120918.39401718465,83911.83702256944,0.7083333333333334,220188.38736979166
REVERSE,61710,SELECTED,120,D_0815,8,3,.cache/covariate_order_control_20260916/REVERSE_61710_EVAL120_D_0815_k3.npz,0.09972397213345353,46445.470577153596,94554.96825201387,66237.62272135414,0.75,217077.1513671875
REVERSE,61710,SELECTED,120,D_0822,8,0,.cache/covariate_order_control_20260916/REVERSE_61710_EVAL120_D_0822_k0.npz,0.2005862179352493,90713.62573947482,191795.01495385313,126653.11865234375,0.625,260415.2247721354
REVERSE,61710,SELECTED,120,D_0822,8,3,.cache/covariate_order_control_20260916/REVERSE_61710_EVAL120_D_0822_k3.npz,0.28501708339458004,128896.85691545758,279478.4821626482,167159.12955729166,0.6666666666666666,224433.03483072916
REVERSE,61710,SELECTED,120,D_0901,9,0,.cache/covariate_order_control_20260916/REVERSE_61710_EVAL120_D_0901_k0.npz,0.10024556690487697,43870.7541398112,95286.54826018718,62496.343098958336,0.75,206348.56844075522
REVERSE,61710,SELECTED,120,D_0901,9,3,.cache/covariate_order_control_20260916/REVERSE_61710_EVAL120_D_0901_k3.npz,0.09864153949557199,43168.77903727214,90213.66363217478,65671.63172743056,0.7916666666666666,210450.88826497397
