dataset,seed,arm,selected_epoch,mse,mae,raw_mae,forward_wall_seconds,forward_peak_allocated_mib
electricity,41000,FULL,16,0.2654228351158259,0.3492005049006064,35.19693843116514,0.4245700849860441,245.29345703125
electricity,41000,QK_ONLY,16,0.49387892528734323,0.5175154227791324,54.912382724559066,0.20107103700865991,245.29345703125
electricity,41000,V_ONLY,16,0.3751041162639889,0.4239289369220029,44.503048626761576,0.19809435799834318,245.29345703125
electricity,41000,NONE,16,1.2254838038085132,0.8240725802815319,88.32667556601123,0.20454356301343068,245.29345703125
electricity,41001,FULL,8,0.27525240094463627,0.35866948232600326,36.411211673672746,0.202102614013711,245.29345703125
electricity,41001,QK_ONLY,8,0.5532412658193214,0.5515343837464171,59.640978723214715,0.20567307900637388,245.29345703125
electricity,41001,V_ONLY,8,0.34539079011852947,0.4047636097570188,42.06566746373103,0.20456873698276468,245.29345703125
electricity,41001,NONE,8,1.4348415798738101,0.908196472240752,98.35062209001055,0.2133692979987245,245.29345703125
traffic,41000,FULL,17,0.27585937899875557,0.27544720774763143,0.014929951898263478,0.15807767800288275,245.29345703125
traffic,41000,QK_ONLY,17,0.6396257333547202,0.5860352152700733,0.03070054733179117,0.15566756398766302,245.29345703125
traffic,41000,V_ONLY,17,0.4059619933620652,0.3728340332815542,0.01981643542928007,0.15980079298606142,245.29345703125
traffic,41000,NONE,17,1.78618796189308,1.022490092471045,0.05316750517605724,0.15748106900718994,245.29345703125
traffic,41001,FULL,18,0.2754800487833187,0.27281900318786517,0.014818539049214352,0.16007974100648426,245.29345703125
traffic,41001,QK_ONLY,18,0.7171643702313032,0.6440214718599374,0.033603817908681125,0.17514039200614206,245.29345703125
traffic,41001,V_ONLY,18,0.41904421921150065,0.3860976521985222,0.020537858385330104,0.15669145100400783,245.29345703125
traffic,41001,NONE,18,1.7975531497783588,1.047464392921111,0.05446875556365185,0.1544002729933709,245.29345703125
