seed,arm,client,series_id,pinball,is_own_V_fixed_worst,is_selected_baseline_V_fixed_worst,is_TEST_worst_descriptive_only,gain_pct_vs_F_LOCAL,difference_ci_low_vs_F_LOCAL,difference_ci_high_vs_F_LOCAL,gain_pct_vs_F_SHARED,difference_ci_low_vs_F_SHARED,difference_ci_high_vs_F_SHARED
92201,F_LOCAL,0,electricity_col_148,0.166367671566279,False,False,False,0.0,0.0,0.0,0.17759952152177902,-0.0003358577503874037,0.0011893871116757037
92201,F_LOCAL,1,electricity_col_41,0.16784699253154484,True,True,True,0.0,0.0,0.0,0.3525123208109594,8.938565744689246e-05,0.0010410514839782
92201,F_LOCAL,2,electricity_col_176,0.12810753836083397,False,False,False,0.0,0.0,0.0,0.3708881653357233,-0.0003007874446304444,0.00144480318960947
92201,F_LOCAL,3,electricity_col_135,0.12764614099426305,False,False,False,0.0,0.0,0.0,0.11248125328237359,-0.00028077621824101217,0.0005136464858356879
92201,F_SHARED,0,electricity_col_148,0.1666636654386487,False,False,False,-0.1779154985959986,-0.0011893871116757041,0.00033585775038740364,0.0,0.0,0.0
92201,F_SHARED,1,electricity_col_41,0.1684407669884476,True,True,True,-0.3537593661627057,-0.0010410514839782003,-8.938565744689304e-05,0.0,0.0,0.0
92201,F_SHARED,2,electricity_col_176,0.12858444284179707,False,False,False,-0.3722688665048191,-0.0014448031896094702,0.0003007874446304438,0.0,0.0,0.0
92201,F_SHARED,3,electricity_col_135,0.12778988065359026,False,False,False,-0.11260791607767291,-0.0005136464858356879,0.00028077621824101217,0.0,0.0,0.0
92201,F_AFFINE,0,electricity_col_148,0.166698731193128,False,False,False,-0.1989927632768013,-0.0008332064991052118,3.2171866070749026e-05,-0.02103983155957971,-0.00046909458046552887,0.0004981915635487514
92201,F_AFFINE,1,electricity_col_41,0.168312041539231,True,True,True,-0.2770672269261852,-0.0007898907398752901,-8.644096787114208e-05,0.07642178999661829,-0.00023366252975660933,0.0004383771606878226
92201,F_AFFINE,2,electricity_col_176,0.12856967181919066,False,False,False,-0.3607386920939981,-0.0012466906127479467,7.545784811576079e-05,0.011487410358488636,-0.0002991514177498911,0.0002754480933526823
92201,F_AFFINE,3,electricity_col_135,0.12779543547445918,False,False,False,-0.11695965035310942,-0.0003879721965617265,0.00012310318704810252,-0.004346839390183967,-0.00035530735841879466,0.0003697171867889043
92201,F_HEAD,0,electricity_col_148,0.16684937960737412,False,False,False,-0.2895442585449768,-0.0011629797938858242,-2.2545919721199138e-05,-0.11143050780542811,-0.00042903411934962335,9.662871314366823e-05
92201,F_HEAD,1,electricity_col_41,0.16848365290028594,True,True,True,-0.37930996506919934,-0.0010059380237226255,-0.00024088571758576157,-0.02546052989730725,-0.00023954544113310416,0.00011501406531570318
92201,F_HEAD,2,electricity_col_176,0.12871131003520522,False,False,False,-0.47130066044251306,-0.0014215639857743042,-3.5972426188740346e-05,-0.09866449673405939,-0.00039841493917929416,7.750160891644308e-05
92201,F_HEAD,3,electricity_col_135,0.1279332359075685,False,False,False,-0.22491468294239308,-0.0005284830885197978,-6.869661187727878e-06,-0.11218044280582982,-0.00038889913667370827,0.00012989437049786557
92201,F_PERIODIC,0,electricity_col_148,0.16703725500451164,False,False,False,-0.4024720860301826,-0.0014177318607086608,-0.00012863746379938293,-0.22415777600935524,-0.0008725287588729275,0.00017629659475656924
92201,F_PERIODIC,1,electricity_col_41,0.1683599194298373,True,True,True,-0.3055919504760066,-0.0009277535253589071,-0.0001466818473102105,0.04799761961178721,-0.0003010815515112345,0.00033164374279572083
92201,F_PERIODIC,2,electricity_col_176,0.128726805746673,False,False,False,-0.4833965227672826,-0.0013119311458507342,-0.0001104304198023305,-0.11071549693697108,-0.000643768155242637,0.0002949315055068736
92201,F_PERIODIC,3,electricity_col_135,0.12783619374697713,False,False,False,-0.14889032385446213,-0.0005389538968722087,0.00013973253338281702,-0.03624159686980087,-0.0005045150068611477,0.00042781618882927136
92202,F_LOCAL,0,electricity_col_148,0.16632427390414456,False,False,False,0.0,0.0,0.0,0.2082065325065089,1.0235139854000223e-05,0.0007153927774224157
92202,F_LOCAL,1,electricity_col_41,0.1682609862162984,True,True,True,0.0,0.0,0.0,0.1617603205831774,-0.00013225155768357063,0.0006989940820927593
92202,F_LOCAL,2,electricity_col_176,0.12861558509500998,False,False,False,0.0,0.0,0.0,0.04125401384316875,-0.0004596518836348498,0.0008171796127450991
92202,F_LOCAL,3,electricity_col_135,0.1277389155855713,False,False,False,0.0,0.0,0.0,0.05693105058969626,-0.00036481756689436817,0.00040696470283764393
92202,F_SHARED,0,electricity_col_148,0.16667129442695464,False,False,False,-0.2086409365659219,-0.000715392777422416,-1.0235139854000298e-05,0.0,0.0,0.0
92202,F_SHARED,1,electricity_col_41,0.16853360671881715,True,True,True,-0.16202240855066555,-0.0006989940820927595,0.00013225155768356977,0.0,0.0,0.0
92202,F_SHARED,2,electricity_col_176,0.12866866608432823,False,False,False,-0.041271039803642565,-0.0008171796127450993,0.0004596518836348489,0.0,0.0,0.0
92202,F_SHARED,3,electricity_col_135,0.12781168011783872,False,False,False,-0.056963480497595996,-0.000406964702837644,0.00036481756689436785,0.0,0.0,0.0
92202,F_AFFINE,0,electricity_col_148,0.16719555559851565,False,False,False,-0.5238451814154463,-0.0018966713055569996,0.0003586214997879962,-0.3145479690210099,-0.0015585454774077626,0.0007997813094703269
92202,F_AFFINE,1,electricity_col_41,0.16844192623169293,True,True,True,-0.10753533511442759,-0.0006116385996711293,0.00025007981569177,0.054398934971571104,-0.00026337296410852565,0.00041598978560805606
92202,F_AFFINE,2,electricity_col_176,0.128686636787495,False,False,False,-0.05524345469683428,-0.001087557285611956,0.0006141127901222561,-0.013966650711217457,-0.0002920287977803483,0.00018566913928590178
92202,F_AFFINE,3,electricity_col_135,0.12786799612689292,False,False,False,-0.10105028740060033,-0.0007045621230672702,0.0006161304328822442,-0.04406170782066301,-0.00035053965990755864,0.00029114108403761126
92202,F_HEAD,0,electricity_col_148,0.1668546543201822,False,False,False,-0.3188833497288031,-0.0008819865558458289,-0.00017493876992372102,-0.11001288125708329,-0.00033100228111661425,-1.9298774235368085e-05
92202,F_HEAD,1,electricity_col_41,0.16879056568044715,True,True,True,-0.31473693103639516,-0.0009248066101350875,-0.0001622938717132322,-0.15246749098457962,-0.00039673067594164546,-0.0001331441950710765
92202,F_HEAD,2,electricity_col_176,0.12915408081411797,False,False,False,-0.41868621031440445,-0.0010340064489952143,-5.0795514990188444e-05,-0.3772594716040732,-0.0011996049018095476,0.0003884555597443084
92202,F_HEAD,3,electricity_col_135,0.12812271962439556,False,False,False,-0.3004597597097632,-0.0006484655539267162,-3.1081394656425205e-05,-0.24335765422226488,-0.0005654594632983648,-6.632953127127736e-05
92202,F_PERIODIC,0,electricity_col_148,0.1676248441879739,False,False,False,-0.7819485714868595,-0.0025470951606352287,0.00018975343299832507,-0.5721139709736737,-0.0021708929630146288,0.0006343528254299565
92202,F_PERIODIC,1,electricity_col_41,0.16848093655171345,True,True,True,-0.13071974696042055,-0.0007037668849081537,0.00017158972194508606,0.03125202630450554,-0.00032000751980380685,0.00038945628202812275
92202,F_PERIODIC,2,electricity_col_176,0.12903630756481216,False,False,False,-0.3271162429431772,-0.001260829640710385,0.000266090191693871,-0.2857272805198614,-0.0007895558344967495,7.479128590935836e-05
92202,F_PERIODIC,3,electricity_col_135,0.12783956372505825,False,False,False,-0.07879207289773421,-0.0007572496552593698,0.0006698091546625652,-0.021816165153155872,-0.00043886704577648645,0.0003819212709495559
score_mean,F_LOCAL,0,electricity_col_148,0.1663459727352118,,,,0.0,0.0,0.0,0.19290337726322818,-0.00012799320894506304,0.0009146182850075553
score_mean,F_LOCAL,1,electricity_col_41,0.16805398937392163,,,,0.0,0.0,0.0,0.2571100436777222,-6.84127637497629e-06,0.0008636654531691809
score_mean,F_LOCAL,2,electricity_col_176,0.12836156172792196,,,,0.0,0.0,0.0,0.20601712939203956,-0.00010754156879274288,0.0007803412332607823
score_mean,F_LOCAL,3,electricity_col_135,0.12769252828991717,,,,0.0,0.0,0.0,0.08470378308379878,-0.0001719452981225538,0.00032693516571270917
score_mean,F_SHARED,0,electricity_col_148,0.16666747993280168,,,,-0.19327621360672204,-0.0009146182850075561,0.0001279932089450622,0.0,0.0,0.0
score_mean,F_SHARED,1,electricity_col_41,0.16848718685363237,,,,-0.2577728034452496,-0.0008636654531691811,6.8412763749761564e-06,0.0,0.0,0.0
score_mean,F_SHARED,2,electricity_col_176,0.12862655446306265,,,,-0.20644243617288993,-0.0007803412332607826,0.00010754156879274286,0.0,0.0,0.0
score_mean,F_SHARED,3,electricity_col_135,0.1278007803857145,,,,-0.08477559121669097,-0.00032693516571270917,0.00017194529812255356,0.0,0.0,0.0
score_mean,F_AFFINE,0,electricity_col_148,0.16694714339582184,,,,-0.3613977848246375,-0.0011502883787019701,-1.0675310726872553e-05,-0.1677972590291281,-0.0010127424690538442,0.0006598410281908964
score_mean,F_AFFINE,1,electricity_col_41,0.16837698388546196,,,,-0.19219687241203498,-0.0006823812277301299,5.538350324003942e-05,0.06540732872829304,-0.00024382667136104702,0.0004256867561728574
score_mean,F_AFFINE,2,electricity_col_176,0.12862815430334285,,,,-0.2076887908125979,-0.0008602908757007399,9.781496432964132e-05,-0.001243786935657188,-0.0002928694110299084,0.00022657569827484787
score_mean,F_AFFINE,3,electricity_col_135,0.12783171580067604,,,,-0.10900207915286082,-0.0005074862424071535,0.0003227323860614825,-0.024205967184379576,-0.000350873537352498,0.0003327709220831578
score_mean,F_HEAD,0,electricity_col_148,0.16685201696377816,,,,-0.30421189058294096,-0.0009529467567941433,-0.00017869198233767556,-0.11072167830874198,-0.0003746285748928746,2.8376691562736484e-05
score_mean,F_HEAD,1,electricity_col_41,0.16863710929036654,,,,-0.3469836798384274,-0.0009541912668516034,-0.00022057973204400898,-0.08898150626991802,-0.00031089020511647407,-1.6331055002696357e-05
