run,arm,seed,series_index,series_id,pinball,nmae,nmse,coverage80,width80,raw_crossing,raw_mae,nrmse
Q_FP_92201,Q_FP,92201,0,electricity_col_148,0.16664646479262885,0.20983717561503545,0.0945360373716402,0.7629366339491916,0.5996837352253076,0.0,95.3914483942556,0.3074671321810515
Q_FP_92201,Q_FP,92201,1,electricity_col_41,0.16827936228431634,0.21332768617421397,0.09556362885649414,0.8019269630484989,0.6703962264647709,0.00010149032909930716,50.09412613586796,0.30913367473715014
Q_FP_92201,Q_FP,92201,2,electricity_col_176,0.12910401455003057,0.1610348784237244,0.06394925288300642,0.788286662817552,0.48251803249914355,0.00012629907621247114,50.62026691546892,0.2528818951269672
Q_FP_92201,Q_FP,92201,3,electricity_col_135,0.12813716634948702,0.16049927223585445,0.05556211101676323,0.8163791859122402,0.5193539176914597,0.0,236.20845146707794,0.2357161662185333
Q_FP_92201,Q_FP,92201,4,electricity_col_60,0.20264551120751823,0.2583009399757184,0.1292715683855979,0.8114535219399538,0.8390353172124658,2.25534064665127e-06,44.39879871460912,0.3595435556168375
Q_FP_92201,Q_FP,92201,5,electricity_col_316,0.1685056134826397,0.20077166500054242,0.1091928458528715,0.7778579676674365,0.5446955416994851,0.0005548137990762125,53.40300178224991,0.3304434079428299
Q_FP_92201,Q_FP,92201,6,electricity_col_4,0.2614944705191738,0.33295837633197983,0.20933247095546795,0.7787781466512702,1.006200907856251,0.0,21.710219853056497,0.4575286558844899
Q_FP_92201,Q_FP,92201,7,electricity_col_248,0.18362488219462664,0.2322987317979807,0.12563117155647296,0.7824408198614319,0.6847630055922088,1.5787384526558892e-05,56.527855256413204,0.3544448780226242
Q_FP_92201,Q_FP,92201,8,electricity_col_95,0.15105043124134504,0.186881352891458,0.09298347969593725,0.7883227482678984,0.5422988234056756,0.002598152424942263,105.63462061970118,0.30493192633100463
Q_FP_92201,Q_FP,92201,9,electricity_col_207,0.14451302283096987,0.1816045428264513,0.07555094246622246,0.7910111143187067,0.537412187120289,3.1574769053117785e-05,19.215533748234666,0.2748653169576374
Q_FP_92201,Q_FP,92201,10,electricity_col_40,0.15795824614952014,0.20173149851219266,0.07575201009512013,0.7891166281755196,0.6410573601385068,3.383010969976905e-05,226.93331095803418,0.2752308305679437
Q_FP_92201,Q_FP,92201,11,electricity_col_157,0.2219085987234115,0.27639906844552914,0.1817616933680296,0.7766491050808314,0.7718652274124437,2.029806581986143e-05,88.20668929443623,0.4263351889863533
Q_FP_92201,Q_FP,92201,12,electricity_col_234,0.11921438141883976,0.15080360266208453,0.04348429222636103,0.7888640300230947,0.478411442664165,5.638351616628175e-05,16.52481914750423,0.2085288762410641
Q_FP_92201,Q_FP,92201,13,electricity_col_200,0.16433043309459855,0.2002576194894193,0.11701195585061723,0.8041462182448037,0.5847880159940163,0.00011727771362586605,42.8523198198226,0.3420701037077301
Q_FP_92201,Q_FP,92201,14,electricity_col_206,0.10426879505545177,0.13089211629277897,0.04002460130694095,0.7860132794457275,0.39879864216710836,4.736215357967668e-05,28.167934053213987,0.2000614938136296
Q_FP_92201,Q_FP,92201,15,electricity_col_142,0.141809938911866,0.17731364571236996,0.06693544374387413,0.7911193706697459,0.5571623863334821,4.961749422632794e-05,18.819112847088114,0.2587188507702408
Q_FP_92202,Q_FP,92202,0,electricity_col_148,0.16650185675430837,0.20979852649287348,0.09436321896574226,0.7710919457274826,0.6111421868962816,2.25534064665127e-06,95.37387860124161,0.30718596804825293
Q_FP_92202,Q_FP,92202,1,electricity_col_41,0.16839496287839023,0.2134611946381613,0.09571609695314619,0.8041823036951501,0.677075435797388,0.00010149032909930716,50.12547691809938,0.30938018190108135
Q_FP_92202,Q_FP,92202,2,electricity_col_176,0.12882390348843828,0.16065472459757466,0.06359472145542112,0.7977771362586605,0.48987613764674826,6.08941974595843e-05,50.50076803214005,0.252179938645843
Q_FP_92202,Q_FP,92202,3,electricity_col_135,0.12795138414108773,0.16020575670521153,0.055464407052488174,0.8219363452655889,0.524770811605018,2.25534064665127e-06,235.7764816019882,0.2355088258483919
Q_FP_92202,Q_FP,92202,4,electricity_col_60,0.20255718628552377,0.25809956437150006,0.1289404594750091,0.8112189665127021,0.841267680309176,4.51068129330254e-06,44.364184690678094,0.359082803090052
