arm,seed,batch,median_seconds,peak_allocated,peak_reserved,finite,repetitions,warmup,base_artifact_bytes,adapter_artifact_bytes,total_artifact_bytes,small_bf16_ratio,load_seconds,fit_seconds,uploaded_bytes,downloaded_bytes,scope,inference_client,fresh_process_pid
A0,0,1,0.013302949999342673,105665024,138412032,True,20,3,95453989,0,95453989,1.0,0.33010019999346696,0.0,0,0,single deployed model plus adapter,,33456
A0,0,8,0.013126699996064417,110796800,144703488,True,20,3,95453989,0,95453989,1.0,0.33010019999346696,0.0,0,0,single deployed model plus adapter,,33456
F_AFFINE,92201,1,0.017342199993436225,106888192,136314880,True,20,3,95453989,604011,96058000,1.006327771173607,0.4698882000229787,18.016642100003082,37748736,37748736,workflow state (all four clients) plus common backbone,0.0,2112
F_AFFINE,92201,8,0.018406899995170534,111976960,142606336,True,20,3,95453989,604011,96058000,1.006327771173607,0.4698882000229787,18.016642100003082,37748736,37748736,workflow state (all four clients) plus common backbone,0.0,2112
F_AFFINE,92202,1,0.01741415000287816,106888192,136314880,True,20,3,95453989,602237,96056226,1.0063091863033613,0.5139295000117272,17.573873999994248,37748736,37748736,workflow state (all four clients) plus common backbone,0.0,48940
F_AFFINE,92202,8,0.018003849996603094,111976960,142606336,True,20,3,95453989,602237,96056226,1.0063091863033613,0.5139295000117272,17.573873999994248,37748736,37748736,workflow state (all four clients) plus common backbone,0.0,48940
F_HEAD,92201,1,0.01752749999286607,106888192,136314880,True,20,3,95453989,606059,96060048,1.0063492265367768,0.44172250002156943,17.873539000021992,37748736,37748736,workflow state (all four clients) plus common backbone,0.0,40312
F_HEAD,92201,8,0.01911870000185445,111976960,142606336,True,20,3,95453989,606059,96060048,1.0063492265367768,0.44172250002156943,17.873539000021992,37748736,37748736,workflow state (all four clients) plus common backbone,0.0,40312
F_HEAD,92202,1,0.01831315000890754,106888192,136314880,True,20,3,95453989,606059,96060048,1.0063492265367768,0.4776815000222996,17.397309199994197,37748736,37748736,workflow state (all four clients) plus common backbone,0.0,43120
F_HEAD,92202,8,0.018229999986942858,111976960,142606336,True,20,3,95453989,606059,96060048,1.0063492265367768,0.4776815000222996,17.397309199994197,37748736,37748736,workflow state (all four clients) plus common backbone,0.0,43120
F_LOCAL,92201,1,0.016047550001530908,106887680,138412032,True,20,3,95453989,4822455,100276444,1.0505212516576965,0.45819350000238046,18.062045800004853,0,0,workflow state (all four clients) plus common backbone,0.0,42624
F_LOCAL,92201,8,0.016329099991708063,111976448,144703488,True,20,3,95453989,4822455,100276444,1.0505212516576965,0.45819350000238046,18.062045800004853,0,0,workflow state (all four clients) plus common backbone,0.0,42624
F_LOCAL,92202,1,0.018145299996831454,106887680,138412032,True,20,3,95453989,4822455,100276444,1.0505212516576965,0.4852058000105899,17.332024000003003,0,0,workflow state (all four clients) plus common backbone,0.0,44612
F_LOCAL,92202,8,0.01795105000201147,111976448,144703488,True,20,3,95453989,4822455,100276444,1.0505212516576965,0.4852058000105899,17.332024000003003,0,0,workflow state (all four clients) plus common backbone,0.0,44612
F_PERIODIC,92201,1,0.01813850000326056,106888192,136314880,True,20,3,95453989,604011,96058000,1.006327771173607,0.45474689998081885,17.51753560002544,37748736,37748736,workflow state (all four clients) plus common backbone,0.0,49120
F_PERIODIC,92201,8,0.01866604998940602,111976960,142606336,True,20,3,95453989,604011,96058000,1.006327771173607,0.45474689998081885,17.51753560002544,37748736,37748736,workflow state (all four clients) plus common backbone,0.0,49120
F_PERIODIC,92202,1,0.01833710000209976,106888192,136314880,True,20,3,95453989,602237,96056226,1.0063091863033613,0.4809141999867279,17.82326090001152,37748736,37748736,workflow state (all four clients) plus common backbone,0.0,48612
F_PERIODIC,92202,8,0.019137900017085485,111976960,142606336,True,20,3,95453989,602237,96056226,1.0063091863033613,0.4809141999867279,17.82326090001152,37748736,37748736,workflow state (all four clients) plus common backbone,0.0,48612
F_SHARED,92201,1,0.017558949999511242,106887680,138412032,True,20,3,95453989,603755,96057744,1.0063250892532107,0.4579578999837395,17.636119799979497,37748736,37748736,workflow state (all four clients) plus common backbone,0.0,47920
F_SHARED,92201,8,0.01785935000225436,111976448,144703488,True,20,3,95453989,603755,96057744,1.0063250892532107,0.4579578999837395,17.636119799979497,37748736,37748736,workflow state (all four clients) plus common backbone,0.0,47920
F_SHARED,92202,1,0.017363049992127344,106887680,138412032,True,20,3,95453989,603755,96057744,1.0063250892532107,0.4369726000004448,17.674156799999764,37748736,37748736,workflow state (all four clients) plus common backbone,0.0,49900
F_SHARED,92202,8,0.017494750005425885,111976448,144703488,True,20,3,95453989,603755,96057744,1.0063250892532107,0.4369726000004448,17.674156799999764,37748736,37748736,workflow state (all four clients) plus common backbone,0.0,49900
N0,0,1,0.0238118000124814,421628928,436207616,True,20,3,410619112,0,410619112,4.301749107625036,0.9292212000000291,0.0,0,0,single deployed model plus adapter,,51112
N0,0,8,0.023970549998921342,431906304,446693376,True,20,3,410619112,0,410619112,4.301749107625036,0.9292212000000291,0.0,0,0,single deployed model plus adapter,,51112
Q_FORECAST,92201,1,0.03314919999684207,57828864,67108864,True,20,3,43515122,2378727,45893849,0.48079550661837717,0.4519090999965556,49.310119600006146,0,0,single deployed model plus adapter,,49236
Q_FORECAST,92201,8,0.03345520001312252,63574528,73400320,True,20,3,43515122,2378727,45893849,0.48079550661837717,0.4519090999965556,49.310119600006146,0,0,single deployed model plus adapter,,49236
Q_FORECAST,92202,1,0.03325059998314828,57828864,67108864,True,20,3,43515122,2378727,45893849,0.48079550661837717,0.4422305000189226,49.71661450000829,0,0,single deployed model plus adapter,,49672
Q_FORECAST,92202,8,0.03341795000596903,63574528,73400320,True,20,3,43515122,2378727,45893849,0.48079550661837717,0.4422305000189226,49.71661450000829,0,0,single deployed model plus adapter,,49672
Q_FP,92201,1,0.02669259998947382,108261888,140509184,True,20,3,95453989,2418663,97872652,1.0253385219972315,0.37030189999495633,38.37546300000395,0,0,single deployed model plus adapter,,30232
