panel,kind,condition,new,baseline,new_nmae,baseline_nmae,gain_pct,ci_low_pct,ci_high_pct,common_draw_sha256,new_seed_count,baseline_seed_count,origin_count,exploratory
electricity,shape,PAIRED_SHIFT8_D32,C0,F0,0.21137124410493027,0.3239126702860632,34.744372945257766,28.749364450857403,39.83513199009244,78e12fd70a7511db82a764e277950bb4fce2d47c4eff082c9206e43494f9c9df,3,1,64,True
electricity,shape,PAIRED_SHIFT8_D32,C0,PERSISTENCE,0.21137124410493027,0.5094778212370088,58.512179471969496,52.80416032918785,63.67504544314574,78e12fd70a7511db82a764e277950bb4fce2d47c4eff082c9206e43494f9c9df,3,1,64,True
electricity,shape,PAIRED_SHIFT8_D32,C0,SEASONAL,0.21137124410493027,0.23605420759629395,10.456481052681388,6.429395982238454,14.599224901510702,78e12fd70a7511db82a764e277950bb4fce2d47c4eff082c9206e43494f9c9df,3,1,64,True
electricity,shape,PAIRED_SHIFT8_D32,C3,C0,0.20493419528273626,0.21137124410493027,3.0453758501787886,2.3371159876892786,3.842851606011663,78e12fd70a7511db82a764e277950bb4fce2d47c4eff082c9206e43494f9c9df,3,3,64,True
electricity,shape,PAIRED_SHIFT8_D32,C3,C2,0.20493419528273626,0.2066448621003469,0.8278293494565325,0.4411664700301765,1.2789380402791402,78e12fd70a7511db82a764e277950bb4fce2d47c4eff082c9206e43494f9c9df,3,3,64,True
electricity,shape,PAIRED_SHIFT8_D32,C3,M_RECENCY,0.20493419528273626,0.20511402841804624,0.08767471279119698,-0.011934434326368313,0.1927065861272619,78e12fd70a7511db82a764e277950bb4fce2d47c4eff082c9206e43494f9c9df,3,3,64,True
electricity,shape,PAIRED_SHIFT8_D32,C3,F0,0.20493419528273626,0.3239126702860632,36.73165205246563,30.5979639688766,41.89308024193327,78e12fd70a7511db82a764e277950bb4fce2d47c4eff082c9206e43494f9c9df,3,1,64,True
electricity,shape,PAIRED_SHIFT8_D32,C3,PERSISTENCE,0.20493419528273626,0.5094778212370088,59.77563953909566,53.9812787230755,64.89699331000318,78e12fd70a7511db82a764e277950bb4fce2d47c4eff082c9206e43494f9c9df,3,1,64,True
electricity,shape,PAIRED_SHIFT8_D32,C3,SEASONAL,0.20493419528273626,0.23605420759629395,13.1834177541033,9.022476896118487,17.499772872016266,78e12fd70a7511db82a764e277950bb4fce2d47c4eff082c9206e43494f9c9df,3,1,64,True
electricity,shape,PAIRED_SHIFT8_D32,FIX_C3_GC3,FIX_C2_GC2,0.20550119296833114,0.20789415966680444,1.1510504683289624,0.6987425013415582,1.708246291079077,78e12fd70a7511db82a764e277950bb4fce2d47c4eff082c9206e43494f9c9df,3,3,64,True
electricity,shape,PAIRED_SHIFT8_D32,FIX_C3_GC3,FIX_C3_GC2,0.20550119296833114,0.20708040614506085,0.7626086920186292,0.16229466165676443,1.4450699161980944,78e12fd70a7511db82a764e277950bb4fce2d47c4eff082c9206e43494f9c9df,3,3,64,True
electricity,shape,PAIRED_SHIFT8_D32,FIX_C3_GC3,FIX_C2_GC3,0.20550119296833114,0.2076796428019199,1.0489472170686076,0.47078854342126886,1.6131642359695535,78e12fd70a7511db82a764e277950bb4fce2d47c4eff082c9206e43494f9c9df,3,3,64,True
electricity,shape,PULSE8_D32,C0,F0,2.99348744864939,2.886527138233591,-3.7055016389436535,-4.4840092822417805,-3.0105590417467867,78e12fd70a7511db82a764e277950bb4fce2d47c4eff082c9206e43494f9c9df,3,1,64,True
electricity,shape,PULSE8_D32,C0,PERSISTENCE,2.99348744864939,3.02114045594799,0.9153168381879406,0.6483438953273463,1.200209066455693,78e12fd70a7511db82a764e277950bb4fce2d47c4eff082c9206e43494f9c9df,3,1,64,True
electricity,shape,PULSE8_D32,C0,SEASONAL,2.99348744864939,3.023139405424771,0.9808332596959679,0.7087401051696379,1.2859076464182675,78e12fd70a7511db82a764e277950bb4fce2d47c4eff082c9206e43494f9c9df,3,1,64,True
electricity,shape,PULSE8_D32,C3,C0,3.0033453833773063,2.99348744864939,-0.3293127129149642,-0.3614550458084459,-0.2974501845283217,78e12fd70a7511db82a764e277950bb4fce2d47c4eff082c9206e43494f9c9df,3,3,64,True
electricity,shape,PULSE8_D32,C3,C2,3.0033453833773063,2.9846648413852037,-0.6258840769348462,-0.6514672611435018,-0.599957552853327,78e12fd70a7511db82a764e277950bb4fce2d47c4eff082c9206e43494f9c9df,3,3,64,True
electricity,shape,PULSE8_D32,C3,M_RECENCY,3.0033453833773063,3.001933512072459,-0.047032064473429,-0.0604902013280062,-0.03504221400062846,78e12fd70a7511db82a764e277950bb4fce2d47c4eff082c9206e43494f9c9df,3,3,64,True
