key,arm,seed,selected,variant,window,scaled_pinball,raw_mae,scaled_rmse,coverage80,scaled_width80,pce,crossing
CHRONOS2_DIRECT,CHRONOS2_DIRECT,0,True,raw,block1,0.1763571482010681,2.3366637460946333,0.47951296845352437,0.8699448529411765,0.7303891081613643,0.19699818729575164,0.02236758961397059
CHRONOS2_DIRECT,CHRONOS2_DIRECT,0,True,raw,block2,0.1256798706570683,1.6585551970381536,0.40113163034795196,0.8595186121323529,0.5209033585680499,0.23697533700980392,0.032488654641544115
CHRONOS2_DIRECT,CHRONOS2_DIRECT,0,True,raw,full128,0.15101850942906817,1.9976094715663937,0.4420685199264065,0.8647317325367647,0.625646233364707,0.21697654973447714,0.027428122127757353
CHRONOS2_DIRECT,CHRONOS2_DIRECT,0,True,ordered,block1,0.17634991750227674,2.3365316632153093,0.4795126942273443,0.8700310202205882,0.7305420522325177,0.19699818729575164,0.0
CHRONOS2_DIRECT,CHRONOS2_DIRECT,0,True,ordered,block2,0.12567173555479189,1.6582770936810822,0.4011309924693214,0.8596047794117647,0.5210551692789607,0.23698810253267974,0.0
CHRONOS2_DIRECT,CHRONOS2_DIRECT,0,True,ordered,full128,0.15101082652853434,1.9974043784481958,0.4420680818768793,0.8648178998161765,0.6257986107557393,0.21698293249591505,0.0
CHRONOS2_DIRECT,CHRONOS2_DIRECT,0,True,affine,block1,0.17634991750227674,2.3365316632153093,0.4795126942273443,0.8700310202205882,0.7305420522325177,0.19699818729575164,0.0
CHRONOS2_DIRECT,CHRONOS2_DIRECT,0,True,affine,block2,0.12567173555479189,1.6582770936810822,0.4011309924693214,0.8596047794117647,0.5210551692789607,0.23698810253267974,0.0
CHRONOS2_DIRECT,CHRONOS2_DIRECT,0,True,affine,full128,0.15101082652853434,1.9974043784481958,0.4420680818768793,0.8648178998161765,0.6257986107557393,0.21698293249591505,0.0
CONTINUATION_s92241,CONTINUATION,92241,True,raw,block1,0.16737719454198619,2.20442044652996,0.44763710802069956,0.9227079503676471,0.7577512766982508,0.09040798611111109,0.02471923828125
CONTINUATION_s92241,CONTINUATION,92241,True,raw,block2,0.12325867940943326,1.588607975795372,0.3925062257143215,0.8662109375,0.48050150992950114,0.07835924734477125,0.0
CONTINUATION_s92241,CONTINUATION,92241,True,raw,full128,0.14531793697570972,1.8965142111626658,0.4209799513278521,0.8944594439338235,0.6191263933138761,0.050549236621732024,0.012359619140625
CONTINUATION_s92241,CONTINUATION,92241,True,ordered,block1,0.16733701131836035,2.2040433872047127,0.44763517433762423,0.9242589613970589,0.7578324506160798,0.09181219362745097,0.0
CONTINUATION_s92241,CONTINUATION,92241,True,ordered,block2,0.12325867940943326,1.588607975795372,0.3925062257143215,0.8662109375,0.48050150992950114,0.07835924734477125,0.0
CONTINUATION_s92241,CONTINUATION,92241,True,ordered,full128,0.1452978453638968,1.8963256815000424,0.42097892263541226,0.8952349494485294,0.6191669802727906,0.05104836856617648,0.0
CONTINUATION_s92241,CONTINUATION,92241,True,affine,block1,0.16733701131836035,2.2040433872047127,0.44763517433762423,0.9242589613970589,0.7578324506160798,0.09181219362745097,0.0
CONTINUATION_s92241,CONTINUATION,92241,True,affine,block2,0.12325867940943326,1.588607975795372,0.3925062257143215,0.8662109375,0.48050150992950114,0.07835924734477125,0.0
CONTINUATION_s92241,CONTINUATION,92241,True,affine,full128,0.1452978453638968,1.8963256815000424,0.42097892263541226,0.8952349494485294,0.6191669802727906,0.05104836856617648,0.0
CONTINUATION_s92241_fixed512,CONTINUATION,92241,False,raw,block1,0.16737719454198619,2.20442044652996,0.44763710802069956,0.9227079503676471,0.7577512766982508,0.09040798611111109,0.02471923828125
CONTINUATION_s92241_fixed512,CONTINUATION,92241,False,raw,block2,0.1216592830057965,1.6044856801317484,0.3790203136679875,0.8537166819852942,0.49420615237671084,0.03654067095588235,0.0
CONTINUATION_s92241_fixed512,CONTINUATION,92241,False,raw,full128,0.1445182387738913,1.904453063330854,0.41476205261974364,0.8882123161764706,0.6259787145374809,0.060449537888071884,0.012359619140625
