key,arm,seed,selected,variant,lead,scaled_pinball
CHRONOS2_DIRECT,CHRONOS2_DIRECT,0,True,raw,1,0.008273606268061943
CHRONOS2_DIRECT,CHRONOS2_DIRECT,0,True,raw,2,0.010822105761953568
CHRONOS2_DIRECT,CHRONOS2_DIRECT,0,True,raw,3,0.01136583117900627
CHRONOS2_DIRECT,CHRONOS2_DIRECT,0,True,raw,4,0.009804518806422491
CHRONOS2_DIRECT,CHRONOS2_DIRECT,0,True,raw,5,0.008698503850061856
CHRONOS2_DIRECT,CHRONOS2_DIRECT,0,True,raw,6,0.008199006979112846
CHRONOS2_DIRECT,CHRONOS2_DIRECT,0,True,raw,7,0.02867801762919526
CHRONOS2_DIRECT,CHRONOS2_DIRECT,0,True,raw,8,0.17120934671871815
CHRONOS2_DIRECT,CHRONOS2_DIRECT,0,True,raw,9,0.3038941480624093
CHRONOS2_DIRECT,CHRONOS2_DIRECT,0,True,raw,10,0.42171571630088933
CHRONOS2_DIRECT,CHRONOS2_DIRECT,0,True,raw,11,0.4947715121516687
CHRONOS2_DIRECT,CHRONOS2_DIRECT,0,True,raw,12,0.5086819628820225
CHRONOS2_DIRECT,CHRONOS2_DIRECT,0,True,raw,13,0.5021049317647447
CHRONOS2_DIRECT,CHRONOS2_DIRECT,0,True,raw,14,0.4615932308117008
CHRONOS2_DIRECT,CHRONOS2_DIRECT,0,True,raw,15,0.36773681230766864
CHRONOS2_DIRECT,CHRONOS2_DIRECT,0,True,raw,16,0.2240959897354586
CHRONOS2_DIRECT,CHRONOS2_DIRECT,0,True,raw,17,0.026010473009703147
CHRONOS2_DIRECT,CHRONOS2_DIRECT,0,True,raw,18,0.006619993454987563
CHRONOS2_DIRECT,CHRONOS2_DIRECT,0,True,raw,19,0.004044192577639612
CHRONOS2_DIRECT,CHRONOS2_DIRECT,0,True,raw,20,0.0047344529511522395
CHRONOS2_DIRECT,CHRONOS2_DIRECT,0,True,raw,21,0.004600615461197022
CHRONOS2_DIRECT,CHRONOS2_DIRECT,0,True,raw,22,0.004807552143836382
CHRONOS2_DIRECT,CHRONOS2_DIRECT,0,True,raw,23,0.005626283564186616
CHRONOS2_DIRECT,CHRONOS2_DIRECT,0,True,raw,24,0.004775885256510716
CHRONOS2_DIRECT,CHRONOS2_DIRECT,0,True,raw,25,0.004567045093794033
CHRONOS2_DIRECT,CHRONOS2_DIRECT,0,True,raw,26,0.004377870487743933
CHRONOS2_DIRECT,CHRONOS2_DIRECT,0,True,raw,27,0.004452264916619906
CHRONOS2_DIRECT,CHRONOS2_DIRECT,0,True,raw,28,0.004491182928697872
CHRONOS2_DIRECT,CHRONOS2_DIRECT,0,True,raw,29,0.0032672773270156987
CHRONOS2_DIRECT,CHRONOS2_DIRECT,0,True,raw,30,0.0036472370025894723
CHRONOS2_DIRECT,CHRONOS2_DIRECT,0,True,raw,31,0.022724933575837946
CHRONOS2_DIRECT,CHRONOS2_DIRECT,0,True,raw,32,0.17223275451561837
CHRONOS2_DIRECT,CHRONOS2_DIRECT,0,True,raw,33,0.33437714892019726
CHRONOS2_DIRECT,CHRONOS2_DIRECT,0,True,raw,34,0.47340085396953585
CHRONOS2_DIRECT,CHRONOS2_DIRECT,0,True,raw,35,0.5391165982110051
CHRONOS2_DIRECT,CHRONOS2_DIRECT,0,True,raw,36,0.5511051152644465
CHRONOS2_DIRECT,CHRONOS2_DIRECT,0,True,raw,37,0.5443401855510014
CHRONOS2_DIRECT,CHRONOS2_DIRECT,0,True,raw,38,0.4961100853162732
CHRONOS2_DIRECT,CHRONOS2_DIRECT,0,True,raw,39,0.39285131687821623
CHRONOS2_DIRECT,CHRONOS2_DIRECT,0,True,raw,40,0.2374030031482737
CHRONOS2_DIRECT,CHRONOS2_DIRECT,0,True,raw,41,0.03505532963608356
CHRONOS2_DIRECT,CHRONOS2_DIRECT,0,True,raw,42,0.010179670241977311
CHRONOS2_DIRECT,CHRONOS2_DIRECT,0,True,raw,43,0.011905602394970339
CHRONOS2_DIRECT,CHRONOS2_DIRECT,0,True,raw,44,0.011332776083850993
CHRONOS2_DIRECT,CHRONOS2_DIRECT,0,True,raw,45,0.009488499999832001
CHRONOS2_DIRECT,CHRONOS2_DIRECT,0,True,raw,46,0.00851956681559781
CHRONOS2_DIRECT,CHRONOS2_DIRECT,0,True,raw,47,0.008643596755034044
CHRONOS2_DIRECT,CHRONOS2_DIRECT,0,True,raw,48,0.008705290145191957
