key,arm,seed,selected,tail_mixture_crps,tail_component_crps,tail_disagreement,representation
CONTINUATION_s92241,CONTINUATION,92241,True,0.11232887035605446,0.11826905207100523,0.005940181714950755,equal-weight empirical atoms; uncalibrated
CONTINUATION_s92241_fixed512,CONTINUATION,92241,False,0.11067513133648886,0.1162101027194042,0.005534971382915345,equal-weight empirical atoms; uncalibrated
CONTINUATION_s92242,CONTINUATION,92242,True,0.11019071192032338,0.11795643894354303,0.007765727023219671,equal-weight empirical atoms; uncalibrated
CONTINUATION_s92242_fixed512,CONTINUATION,92242,False,0.11128672704506519,0.11796841150432069,0.006681684459255483,equal-weight empirical atoms; uncalibrated
F0_NATIVE,F0_NATIVE,0,True,0.11472769553701208,0.12865711717555398,0.013929421638541913,equal-weight empirical atoms; uncalibrated
SHARED_s92241,SHARED,92241,True,0.11137584916937839,0.11908337132725505,0.007707522157876669,equal-weight empirical atoms; uncalibrated
SHARED_s92241_fixed512,SHARED,92241,False,0.11033776442628482,0.1178244547435931,0.007486690317308302,equal-weight empirical atoms; uncalibrated
SHARED_s92242,SHARED,92242,True,0.1102066177131675,0.11903177212369923,0.008825154410531728,equal-weight empirical atoms; uncalibrated
SHARED_s92242_fixed512,SHARED,92242,False,0.11132118189467605,0.11935426329240177,0.008033081397725713,equal-weight empirical atoms; uncalibrated
