fit,source,arm,b,i,o,step,probe_loss,gradient_norm,down_gradient_norm,up_gradient_norm,down_relative_drift,up_parameter_norm,residual_relative_norm,tanh_saturation_fraction
ettm1_MAG_ONLY_b81551_i81552_o81552_lr0.0001,ettm1,MAG_ONLY,81551,81552,81552,1024,0.21263469383120537,0.02138583955180135,0.0038034384188347474,0.02104490412260229,1.034437894821167,0.9465229511260986,0.05771329905837774,0.0
ettm1_C3_b81552_i81551_o81551_lr0.0001,ettm1,C3,81552,81551,81551,0,0.2056630775332451,0.012498814327747054,0.0,0.012498814327747052,0.0,0.0,0.0,0.0
ettm1_C3_b81552_i81551_o81551_lr0.0001,ettm1,C3,81552,81551,81551,256,0.2042064107954502,0.020640525097548733,0.0030480266529616194,0.020414230571475737,0.4177694022655487,0.37134698033332825,0.02009786246344447,0.0
ettm1_C3_b81552_i81551_o81551_lr0.0001,ettm1,C3,81552,81551,81551,512,0.203733641654253,0.027100003391683464,0.003307893778795819,0.026897360884991284,0.6612391471862793,0.5385125279426575,0.03749060444533825,0.0
ettm1_C3_b81552_i81551_o81551_lr0.0001,ettm1,C3,81552,81551,81551,768,0.203637957572937,0.027390717472239208,0.004424828978920208,0.02703095063351155,0.6856544017791748,0.575283944606781,0.03727622143924236,0.0
ettm1_C3_b81552_i81551_o81551_lr0.0001,ettm1,C3,81552,81551,81551,1024,0.2039760984480381,0.03387376120240163,0.003989494154575982,0.033638008775608796,0.8195719122886658,0.6699516773223877,0.05174805223941803,0.0
ettm1_MAG_ONLY_b81552_i81551_o81551_lr0.0001,ettm1,MAG_ONLY,81552,81551,81551,0,0.2056630775332451,0.012568406007657528,0.0,0.012568406007657528,0.0,0.0,0.0,0.0
ettm1_MAG_ONLY_b81552_i81551_o81551_lr0.0001,ettm1,MAG_ONLY,81552,81551,81551,256,0.20403800904750824,0.02056795842055027,0.0030630102226704204,0.02033860570357027,0.41764524579048157,0.3721523582935333,0.021363841369748116,0.0
ettm1_MAG_ONLY_b81552_i81551_o81551_lr0.0001,ettm1,MAG_ONLY,81552,81551,81551,512,0.20350122824311256,0.027076176870401415,0.0033068365627090916,0.026873484810585893,0.6475445032119751,0.5296599864959717,0.03975434694439173,0.0
ettm1_MAG_ONLY_b81552_i81551_o81551_lr0.0001,ettm1,MAG_ONLY,81552,81551,81551,768,0.20352651923894882,0.02819337003477272,0.004358389071700461,0.02785445312005429,0.6830780506134033,0.5661785006523132,0.0404193140566349,0.0
ettm1_MAG_ONLY_b81552_i81551_o81551_lr0.0001,ettm1,MAG_ONLY,81552,81551,81551,1024,0.20383301749825478,0.03472604687160045,0.0038838662412452136,0.03450817170394148,0.8202663064002991,0.6564496159553528,0.05552905239164829,0.0
ettm1_C3_b81552_i81551_o81552_lr0.0001,ettm1,C3,81552,81551,81552,0,0.2056630775332451,0.012498814327747054,0.0,0.012498814327747052,0.0,0.0,0.0,0.0
ettm1_C3_b81552_i81551_o81552_lr0.0001,ettm1,C3,81552,81551,81552,256,0.20408108830451965,0.020482736976621247,0.002935513359569469,0.020271291901830933,0.42550307512283325,0.3749859631061554,0.0218490450643003,0.0
ettm1_C3_b81552_i81551_o81552_lr0.0001,ettm1,C3,81552,81551,81552,512,0.2035149335861206,0.027331381390339804,0.003278502568126649,0.02713403452520469,0.652513325214386,0.5299633145332336,0.0397072983905673,0.0
ettm1_C3_b81552_i81551_o81552_lr0.0001,ettm1,C3,81552,81551,81552,768,0.20355967059731483,0.028431700130548982,0.004376469932118381,0.028092847546069846,0.6719797849655151,0.5660098195075989,0.040243422612547874,0.0
ettm1_C3_b81552_i81551_o81552_lr0.0001,ettm1,C3,81552,81551,81552,1024,0.20378975942730904,0.033196410072938054,0.004021810043377765,0.03295188440295409,0.7954592108726501,0.6533867716789246,0.054263499565422535,0.0
ettm1_MAG_ONLY_b81552_i81551_o81552_lr0.0001,ettm1,MAG_ONLY,81552,81551,81552,0,0.2056630775332451,0.012568406007657528,0.0,0.012568406007657528,0.0,0.0,0.0,0.0
ettm1_MAG_ONLY_b81552_i81551_o81552_lr0.0001,ettm1,MAG_ONLY,81552,81551,81552,256,0.20392484217882156,0.02044335181626223,0.0029547510189646986,0.02022869446848707,0.4312368929386139,0.37784096598625183,0.0232791556045413,0.0
ettm1_MAG_ONLY_b81552_i81551_o81552_lr0.0001,ettm1,MAG_ONLY,81552,81551,81552,512,0.20324746519327164,0.027680234052050195,0.003550708320906775,0.027451554192725092,0.6547515988349915,0.5244841575622559,0.04188086837530136,0.0
ettm1_MAG_ONLY_b81552_i81551_o81552_lr0.0001,ettm1,MAG_ONLY,81552,81551,81552,768,0.2033906951546669,0.029171632011576163,0.004294057326970506,0.028853859116095823,0.6944961547851562,0.5631541013717651,0.0426289327442646,0.0
ettm1_MAG_ONLY_b81552_i81551_o81552_lr0.0001,ettm1,MAG_ONLY,81552,81551,81552,1024,0.2035781368613243,0.03367688907295151,0.0038544387072081384,0.033455584883308444,0.8235248327255249,0.6489841341972351,0.05695673730224371,0.0
ettm1_C3_b81552_i81552_o81551_lr0.0001,ettm1,C3,81552,81552,81551,0,0.2056630775332451,0.012137369648243836,0.0,0.012137369648243834,0.0,0.0,0.0,0.0
ettm1_C3_b81552_i81552_o81551_lr0.0001,ettm1,C3,81552,81552,81551,256,0.2046569213271141,0.016361240524365356,0.0023796094265959747,0.01618726815966767,0.3979661762714386,0.3974322974681854,0.015492233447730541,0.0
ettm1_C3_b81552_i81552_o81551_lr0.0001,ettm1,C3,81552,81552,81551,512,0.20407217368483543,0.021960179641645462,0.003167564510547995,0.02173053209115821,0.6514848470687866,0.6032159328460693,0.030651418026536703,0.0
ettm1_C3_b81552_i81552_o81551_lr0.0001,ettm1,C3,81552,81552,81551,768,0.20386111363768578,0.021319741598392405,0.004043719534884294,0.020932742633143382,0.6727918386459351,0.6286445260047913,0.030112899374216795,0.0
ettm1_C3_b81552_i81552_o81551_lr0.0001,ettm1,C3,81552,81552,81551,1024,0.20416909828782082,0.026153703842477095,0.003937239613363695,0.02585564481707932,0.7771244645118713,0.721951425075531,0.04049109388142824,0.0
ettm1_MAG_ONLY_b81552_i81552_o81551_lr0.0001,ettm1,MAG_ONLY,81552,81552,81551,0,0.2056630775332451,0.012213209252363879,0.0,0.01221320925236388,0.0,0.0,0.0,0.0
ettm1_MAG_ONLY_b81552_i81552_o81551_lr0.0001,ettm1,MAG_ONLY,81552,81552,81551,256,0.204568300396204,0.016309647289476103,0.002460143189132701,0.016123036010506187,0.3901730477809906,0.39443206787109375,0.016024587210267782,0.0
ettm1_MAG_ONLY_b81552_i81552_o81551_lr0.0001,ettm1,MAG_ONLY,81552,81552,81551,512,0.20397237688302994,0.022104384475315323,0.0032181230251177523,0.021868870506447466,0.6254869103431702,0.5927784442901611,0.03221328742802143,0.0
ettm1_MAG_ONLY_b81552_i81552_o81551_lr0.0001,ettm1,MAG_ONLY,81552,81552,81551,768,0.20387212559580803,0.022893751970410044,0.004242765819969264,0.022497173544237824,0.6775678992271423,0.6273434162139893,0.032287560403347015,0.0
ettm1_MAG_ONLY_b81552_i81552_o81551_lr0.0001,ettm1,MAG_ONLY,81552,81552,81551,1024,0.20418058708310127,0.028009596935084643,0.003986801162531426,0.02772441048888761,0.8027741312980652,0.7233739495277405,0.04300152417272329,0.0
ettm1_C3_b81552_i81552_o81552_lr0.0001,ettm1,C3,81552,81552,81552,0,0.2056630775332451,0.012137369648243836,0.0,0.012137369648243834,0.0,0.0,0.0,0.0
ettm1_C3_b81552_i81552_o81552_lr0.0001,ettm1,C3,81552,81552,81552,256,0.20470694452524185,0.01605161322674098,0.00227293617515916,0.01588987250812727,0.396698921918869,0.39889633655548096,0.015364775201305747,0.0
ettm1_C3_b81552_i81552_o81552_lr0.0001,ettm1,C3,81552,81552,81552,512,0.20411989092826843,0.022157966062535648,0.003328888967240028,0.021906482106268662,0.6415755152702332,0.6031842827796936,0.030692503787577152,0.0
ettm1_C3_b81552_i81552_o81552_lr0.0001,ettm1,C3,81552,81552,81552,768,0.20389709621667862,0.02151556633082881,0.0040496452401150304,0.021131019094343458,0.6578060984611511,0.6253532767295837,0.031081841327250004,0.0
ettm1_C3_b81552_i81552_o81552_lr0.0001,ettm1,C3,81552,81552,81552,1024,0.20413434132933617,0.025036793939691278,0.004016982004926363,0.02471244436211561,0.7578622698783875,0.7153447866439819,0.040153794921934605,0.0
ettm1_MAG_ONLY_b81552_i81552_o81552_lr0.0001,ettm1,MAG_ONLY,81552,81552,81552,0,0.2056630775332451,0.012213209252363879,0.0,0.01221320925236388,0.0,0.0,0.0,0.0
ettm1_MAG_ONLY_b81552_i81552_o81552_lr0.0001,ettm1,MAG_ONLY,81552,81552,81552,256,0.20464029163122177,0.016052937158169092,0.0023381185105903254,0.0158817503202437,0.3886261582374573,0.3931477963924408,0.015164891490712762,0.0
ettm1_MAG_ONLY_b81552_i81552_o81552_lr0.0001,ettm1,MAG_ONLY,81552,81552,81552,512,0.20397396385669708,0.02197508433478443,0.0033118986048713845,0.021724080168143808,0.6496926546096802,0.6050828099250793,0.03060366678982973,0.0
ettm1_MAG_ONLY_b81552_i81552_o81552_lr0.0001,ettm1,MAG_ONLY,81552,81552,81552,768,0.2038852646946907,0.022963694303441265,0.004357896093552642,0.02254639655687133,0.7089077830314636,0.6471527218818665,0.03169186878949404,0.0
ettm1_MAG_ONLY_b81552_i81552_o81552_lr0.0001,ettm1,MAG_ONLY,81552,81552,81552,1024,0.20414737612009048,0.026911241061978012,0.004404266987694586,0.026548395955254902,0.8255387544631958,0.7409633994102478,0.041031574830412865,0.0
