source,init,B0,C3_MAG_gradient_cosine,C3_norm,MAG_norm,difference_norm
electricity,81551,81551,0.9909570124518717,0.005673590070044047,0.005481439201287633,0.0007741999974314416
electricity,81551,81552,0.9934969351972659,0.0025701167113581056,0.0025007006479698343,0.0002973385078133665
electricity,81552,81551,0.9911260443900163,0.005519297022146439,0.005348210872184035,0.0007437471212620505
electricity,81552,81552,0.9934892748308632,0.0025036520457459672,0.002441701373123161,0.00028886023213570285
ettm1,81551,81551,0.99768724372812,0.005288669735168541,0.005284810181183967,0.0003595777996369432
ettm1,81551,81552,0.9956635417822272,0.004283469302665348,0.004225092824369618,0.0004004631512019219
ettm1,81552,81551,0.9977835272636958,0.005144106397614764,0.005146473401429952,0.0003425834658427631
ettm1,81552,81552,0.9959711452355534,0.004145040723809104,0.004100544213434776,0.0003727414732438969
