panel,kind,arm,trained_b,received_b,i,o,condition,nmae,pinball
electricity,standard,MAG_ONLY,81551,81551,81551,81552,BURST16,0.1780687237765209,0.14829471075691
electricity,standard,MAG_ONLY,81551,81551,81551,81552,BURST4,0.17026533190424087,0.14152716004105861
electricity,standard,MAG_ONLY,81551,81551,81551,81552,BURST8,0.17980756527876854,0.14966981607325314
electricity,standard,MAG_ONLY,81551,81551,81551,81552,FAULT,0.17304289699080444,0.1439674337909054
electricity,standard,MAG_ONLY,81551,81551,81551,81552,POINT16,0.17128285300010324,0.1421560355083837
electricity,standard,MAG_ONLY,81551,81551,81551,81552,POINT4,0.1685583759893497,0.1405449320330258
electricity,standard,MAG_ONLY,81551,81551,81551,81552,POINT8,0.17027453199584344,0.14161194833280116
electricity,standard,MAG_ONLY,81551,81551,81551,81552,REFERENCE,0.1677171197523219,0.13993998904442084
electricity,standard,MAG_ONLY,81551,81551,81551,81552,SHIFT4,0.1896870996622794,0.1552945319081724
electricity,standard,MAG_ONLY,81551,81551,81551,81552,SHIFT8,0.20098818618687922,0.16527612606857264
electricity,standard,MAG_ONLY,81551,81551,81551,81552,SHIFT_POINT,0.19557903840260896,0.159867976455488
electricity,standard,MAG_ONLY,81551,81551,81552,81551,BURST16,0.17784597308289632,0.1480389176256854
electricity,standard,MAG_ONLY,81551,81551,81552,81551,BURST4,0.1701634736322889,0.14134482284798702
electricity,standard,MAG_ONLY,81551,81551,81552,81551,BURST8,0.17952921016991896,0.1493408715569733
electricity,standard,MAG_ONLY,81551,81551,81552,81551,FAULT,0.17289190083664052,0.1437485842496805
electricity,standard,MAG_ONLY,81551,81551,81552,81551,POINT16,0.17113646748673073,0.14192308928517347
electricity,standard,MAG_ONLY,81551,81551,81552,81551,POINT4,0.1684877639207616,0.1404126578630873
electricity,standard,MAG_ONLY,81551,81551,81552,81551,POINT8,0.1701885167272467,0.14143114631917658
electricity,standard,MAG_ONLY,81551,81551,81552,81551,REFERENCE,0.16765305131000807,0.13978022998235018
electricity,standard,MAG_ONLY,81551,81551,81552,81551,SHIFT4,0.18970094644587143,0.15540715353256063
electricity,standard,MAG_ONLY,81551,81551,81552,81551,SHIFT8,0.20166364003123285,0.16577813541149558
electricity,standard,MAG_ONLY,81551,81551,81552,81551,SHIFT_POINT,0.19521337759101465,0.15969620895831324
electricity,standard,MAG_ONLY,81551,81551,81552,81552,BURST16,0.1776715027186985,0.14795260902679555
electricity,standard,MAG_ONLY,81551,81551,81552,81552,BURST4,0.17005470249417423,0.14129920383384917
electricity,standard,MAG_ONLY,81551,81551,81552,81552,BURST8,0.17938950280926452,0.1492695364229797
electricity,standard,MAG_ONLY,81551,81551,81552,81552,FAULT,0.17277154837501732,0.14369579543470556
electricity,standard,MAG_ONLY,81551,81551,81552,81552,POINT16,0.17104665528159316,0.1419004548807102
electricity,standard,MAG_ONLY,81551,81551,81552,81552,POINT4,0.1683988248382441,0.14038171325924015
electricity,standard,MAG_ONLY,81551,81551,81552,81552,POINT8,0.17006810210812934,0.14137125518465868
electricity,standard,MAG_ONLY,81551,81551,81552,81552,REFERENCE,0.1675863662700934,0.13976153308291034
electricity,standard,MAG_ONLY,81551,81551,81552,81552,SHIFT4,0.18948654938804188,0.15521078544904018
electricity,standard,MAG_ONLY,81551,81551,81552,81552,SHIFT8,0.2006634935515435,0.16491752133006646
electricity,standard,MAG_ONLY,81551,81551,81552,81552,SHIFT_POINT,0.19523312943614174,0.15968330434696934
electricity,standard,MAG_ONLY,81551,81552,81551,81551,BURST16,0.17911993788488376,0.1487379297743186
electricity,standard,MAG_ONLY,81551,81552,81551,81551,BURST4,0.1696305819642556,0.1407819125755777
electricity,standard,MAG_ONLY,81551,81552,81551,81551,BURST8,0.17971835895517185,0.14947339653852543
electricity,standard,MAG_ONLY,81551,81552,81551,81551,FAULT,0.17252054484082946,0.14330990736722202
electricity,standard,MAG_ONLY,81551,81552,81551,81551,POINT16,0.17017482780008414,0.1412922504081624
electricity,standard,MAG_ONLY,81551,81552,81551,81551,POINT4,0.1675690376661248,0.13932858056635156
electricity,standard,MAG_ONLY,81551,81552,81551,81551,POINT8,0.16891052477445667,0.1402453743403965
electricity,standard,MAG_ONLY,81551,81552,81551,81551,REFERENCE,0.1670904783596013,0.13904402305511407
electricity,standard,MAG_ONLY,81551,81552,81551,81551,SHIFT4,0.1939575684541371,0.15897574862199265
electricity,standard,MAG_ONLY,81551,81552,81551,81551,SHIFT8,0.22559651484739768,0.18561950840912436
electricity,standard,MAG_ONLY,81551,81552,81551,81551,SHIFT_POINT,0.19784722170942984,0.16205296549521217
electricity,standard,MAG_ONLY,81551,81552,81551,81552,BURST16,0.17880039875156048,0.1485094145670581
electricity,standard,MAG_ONLY,81551,81552,81551,81552,BURST4,0.16960009406927,0.14076557646152268
electricity,standard,MAG_ONLY,81551,81552,81551,81552,BURST8,0.1796358587609974,0.14944097044660828
electricity,standard,MAG_ONLY,81551,81552,81551,81552,FAULT,0.1724429641910657,0.14326957356408593
electricity,standard,MAG_ONLY,81551,81552,81551,81552,POINT16,0.17014578802651215,0.14129299338022822
electricity,standard,MAG_ONLY,81551,81552,81551,81552,POINT4,0.1675753781552557,0.13934679543691716
electricity,standard,MAG_ONLY,81551,81552,81551,81552,POINT8,0.16890026738279848,0.14026169109218112
electricity,standard,MAG_ONLY,81551,81552,81551,81552,REFERENCE,0.1671112879714994,0.13907996462356748
electricity,standard,MAG_ONLY,81551,81552,81551,81552,SHIFT4,0.1932222214462818,0.15840524326299638
electricity,standard,MAG_ONLY,81551,81552,81551,81552,SHIFT8,0.22207510830367247,0.18287992015578877
electricity,standard,MAG_ONLY,81551,81552,81551,81552,SHIFT_POINT,0.19760471825468495,0.16187965546195973
electricity,standard,MAG_ONLY,81551,81552,81552,81551,BURST16,0.17880917866189028,0.1484481780879872
electricity,standard,MAG_ONLY,81551,81552,81552,81551,BURST4,0.16948074414680891,0.14061028096556538
electricity,standard,MAG_ONLY,81551,81552,81552,81551,BURST8,0.1793325096711584,0.14909665235930522
electricity,standard,MAG_ONLY,81551,81552,81552,81551,FAULT,0.17230444426829564,0.14307520854374392
electricity,standard,MAG_ONLY,81551,81552,81552,81551,POINT16,0.16996366620887096,0.14103747561483
electricity,standard,MAG_ONLY,81551,81552,81552,81551,POINT4,0.16744474997484157,0.13917381214950073
electricity,standard,MAG_ONLY,81551,81552,81552,81551,POINT8,0.16879581694620366,0.14008485208527496
electricity,standard,MAG_ONLY,81551,81552,81552,81551,REFERENCE,0.16698347068371774,0.13888190104275697
electricity,standard,MAG_ONLY,81551,81552,81552,81551,SHIFT4,0.19487470809991086,0.15968377981367907
electricity,standard,MAG_ONLY,81551,81552,81552,81551,SHIFT8,0.22327888324979941,0.18375299865933004
electricity,standard,MAG_ONLY,81551,81552,81552,81551,SHIFT_POINT,0.1987179498691256,0.16268076334854026
electricity,standard,MAG_ONLY,81551,81552,81552,81552,BURST16,0.17861819842432775,0.14831828760011675
electricity,standard,MAG_ONLY,81551,81552,81552,81552,BURST4,0.16945362358439806,0.14061385726150047
electricity,standard,MAG_ONLY,81551,81552,81552,81552,BURST8,0.1792981368504764,0.14910289465683496
electricity,standard,MAG_ONLY,81551,81552,81552,81552,FAULT,0.17226080233041782,0.14307058663855302
electricity,standard,MAG_ONLY,81551,81552,81552,81552,POINT16,0.16996025819687924,0.1410551672779177
electricity,standard,MAG_ONLY,81551,81552,81552,81552,POINT4,0.16745271470269524,0.13920871886130154
electricity,standard,MAG_ONLY,81551,81552,81552,81552,POINT8,0.16878188222373033,0.14012459417364667
electricity,standard,MAG_ONLY,81551,81552,81552,81552,REFERENCE,0.1669940473999774,0.13893386101925081
electricity,standard,MAG_ONLY,81551,81552,81552,81552,SHIFT4,0.1944077855839199,0.159321690672968
electricity,standard,MAG_ONLY,81551,81552,81552,81552,SHIFT8,0.22000752504610757,0.1812016280612282
electricity,standard,MAG_ONLY,81551,81552,81552,81552,SHIFT_POINT,0.19854645276429125,0.1625518408312375
electricity,standard,MAG_ONLY,81552,81551,81551,81551,BURST16,0.17863974579595632,0.14883940644459828
electricity,standard,MAG_ONLY,81552,81551,81551,81551,BURST4,0.17193031381812376,0.14297785105574184
electricity,standard,MAG_ONLY,81552,81551,81551,81551,BURST8,0.18076490725323302,0.15073179873513684
electricity,standard,MAG_ONLY,81552,81551,81551,81551,FAULT,0.17437393144826757,0.14520205891347454
electricity,standard,MAG_ONLY,81552,81551,81551,81551,POINT16,0.17261308615923596,0.14336819183653982
electricity,standard,MAG_ONLY,81552,81551,81551,81551,POINT4,0.17035022249852363,0.14214328377946073
electricity,standard,MAG_ONLY,81552,81551,81551,81551,POINT8,0.17194531316453268,0.14315182162936976
electricity,standard,MAG_ONLY,81552,81551,81551,81551,REFERENCE,0.16913863925732672,0.14132667049583295
electricity,standard,MAG_ONLY,81552,81551,81551,81551,SHIFT4,0.19522718930476987,0.15939139927141072
electricity,standard,MAG_ONLY,81552,81551,81551,81551,SHIFT8,0.2094125379505482,0.17041347823290498
electricity,standard,MAG_ONLY,81552,81551,81551,81551,SHIFT_POINT,0.20162010045631115,0.1639679050210964
electricity,standard,MAG_ONLY,81552,81551,81551,81552,BURST16,0.17834440207904834,0.14866546424836477
electricity,standard,MAG_ONLY,81552,81551,81551,81552,BURST4,0.17170774833004354,0.1428853312497575
electricity,standard,MAG_ONLY,81552,81551,81551,81552,BURST8,0.18052101915231858,0.15063906500260427
electricity,standard,MAG_ONLY,81552,81551,81551,81552,FAULT,0.1741424158098726,0.14511060684753557
electricity,standard,MAG_ONLY,81552,81551,81551,81552,POINT16,0.17236700626030887,0.1432815447175677
electricity,standard,MAG_ONLY,81552,81551,81551,81552,POINT4,0.1701736015432438,0.14209934870823893
electricity,standard,MAG_ONLY,81552,81551,81551,81552,POINT8,0.1717407174942725,0.14309288715868032
electricity,standard,MAG_ONLY,81552,81551,81551,81552,REFERENCE,0.16897951713905812,0.14131190425139084
electricity,standard,MAG_ONLY,81552,81551,81551,81552,SHIFT4,0.1950699917817026,0.1592568248283188
electricity,standard,MAG_ONLY,81552,81551,81551,81552,SHIFT8,0.208857846535047,0.1700013690215362
electricity,standard,MAG_ONLY,81552,81551,81551,81552,SHIFT_POINT,0.20148959796085025,0.16383685798879116
electricity,standard,MAG_ONLY,81552,81551,81552,81551,BURST16,0.17820108365328774,0.14842671461738438
electricity,standard,MAG_ONLY,81552,81551,81552,81551,BURST4,0.17143292148554226,0.1425446198612012
electricity,standard,MAG_ONLY,81552,81551,81552,81551,BURST8,0.18027248713725724,0.15024255257112287
electricity,standard,MAG_ONLY,81552,81551,81552,81551,FAULT,0.1738812761152092,0.14475600439618994
electricity,standard,MAG_ONLY,81552,81551,81552,81551,POINT16,0.1721446861078608,0.14290694581951913
electricity,standard,MAG_ONLY,81552,81551,81552,81551,POINT4,0.16981288801419608,0.1417086333450546
electricity,standard,MAG_ONLY,81552,81551,81552,81551,POINT8,0.17142359029311108,0.14270656016285752
electricity,standard,MAG_ONLY,81552,81551,81552,81551,REFERENCE,0.16867427887171046,0.14090011235749428
electricity,standard,MAG_ONLY,81552,81551,81552,81551,SHIFT4,0.19464471710985154,0.1590132904131019
electricity,standard,MAG_ONLY,81552,81551,81552,81551,SHIFT8,0.2089666849543706,0.17005047242437896
electricity,standard,MAG_ONLY,81552,81551,81552,81551,SHIFT_POINT,0.20069786953501864,0.16331995908643532
electricity,standard,MAG_ONLY,81552,81551,81552,81552,BURST16,0.17792515046213137,0.14825967610871632
electricity,standard,MAG_ONLY,81552,81551,81552,81552,BURST4,0.17127038000162484,0.14247812180833164
electricity,standard,MAG_ONLY,81552,81551,81552,81552,BURST8,0.17997607790401718,0.1500932218371725
electricity,standard,MAG_ONLY,81552,81551,81552,81552,FAULT,0.17362095355722423,0.14461673668812078
electricity,standard,MAG_ONLY,81552,81551,81552,81552,POINT16,0.1717837235320729,0.14270511930197707
electricity,standard,MAG_ONLY,81552,81551,81552,81552,POINT4,0.16956867701365866,0.14156692161630857
electricity,standard,MAG_ONLY,81552,81551,81552,81552,POINT8,0.17120171242984036,0.14259735945621851
electricity,standard,MAG_ONLY,81552,81551,81552,81552,REFERENCE,0.16846310734823183,0.14079170208449865
electricity,standard,MAG_ONLY,81552,81551,81552,81552,SHIFT4,0.1946907664403451,0.1590571861024614
electricity,standard,MAG_ONLY,81552,81551,81552,81552,SHIFT8,0.208487929084239,0.16964483760835417
electricity,standard,MAG_ONLY,81552,81551,81552,81552,SHIFT_POINT,0.20078967404558545,0.16334506837064647
electricity,standard,MAG_ONLY,81552,81552,81551,81551,BURST16,0.17681372260308334,0.14707904844652092
electricity,standard,MAG_ONLY,81552,81552,81551,81551,BURST4,0.16945261063972092,0.14083568594678086
electricity,standard,MAG_ONLY,81552,81552,81551,81551,BURST8,0.1788135465784941,0.1490319528964986
electricity,standard,MAG_ONLY,81552,81552,81551,81551,FAULT,0.17174365130308147,0.14290498336476026
electricity,standard,MAG_ONLY,81552,81552,81551,81551,POINT16,0.1695022601199626,0.14086128681897328
electricity,standard,MAG_ONLY,81552,81552,81551,81551,POINT4,0.1673259530388007,0.13940460301297572
electricity,standard,MAG_ONLY,81552,81552,81551,81551,POINT8,0.1685538148384272,0.14021732306681225
electricity,standard,MAG_ONLY,81552,81552,81551,81551,REFERENCE,0.16657034615839358,0.13896355052351694
electricity,standard,MAG_ONLY,81552,81552,81551,81551,SHIFT4,0.18857338117632258,0.15470042519597435
electricity,standard,MAG_ONLY,81552,81552,81551,81551,SHIFT8,0.20426238673761662,0.1682812318656587
electricity,standard,MAG_ONLY,81552,81552,81551,81551,SHIFT_POINT,0.19228346449000827,0.15779380280135383
electricity,standard,MAG_ONLY,81552,81552,81551,81552,BURST16,0.17667034568356937,0.14696851477039446
electricity,standard,MAG_ONLY,81552,81552,81551,81552,BURST4,0.1693904287501248,0.14082351841792767
electricity,standard,MAG_ONLY,81552,81552,81551,81552,BURST8,0.17878197414510358,0.14903926930606365
electricity,standard,MAG_ONLY,81552,81552,81551,81552,FAULT,0.17167824425472786,0.14289061417960824
electricity,standard,MAG_ONLY,81552,81552,81551,81552,POINT16,0.16942694738279532,0.1408560347422663
electricity,standard,MAG_ONLY,81552,81552,81551,81552,POINT4,0.16729620558296845,0.13942918992776202
electricity,standard,MAG_ONLY,81552,81552,81551,81552,POINT8,0.16850356398380564,0.1402271579132353
electricity,standard,MAG_ONLY,81552,81552,81551,81552,REFERENCE,0.16655895858387804,0.13901331437031203
electricity,standard,MAG_ONLY,81552,81552,81551,81552,SHIFT4,0.18837849295279532,0.1545674109452071
electricity,standard,MAG_ONLY,81552,81552,81551,81552,SHIFT8,0.20329635729759815,0.1675150212103139
electricity,standard,MAG_ONLY,81552,81552,81551,81552,SHIFT_POINT,0.19236921884653807,0.15784613258427677
electricity,standard,MAG_ONLY,81552,81552,81552,81551,BURST16,0.17649890799004475,0.14669997157740336
electricity,standard,MAG_ONLY,81552,81552,81552,81551,BURST4,0.169260440231028,0.14059146072388448
electricity,standard,MAG_ONLY,81552,81552,81552,81551,BURST8,0.1785568060484182,0.14873787429218638
electricity,standard,MAG_ONLY,81552,81552,81552,81551,FAULT,0.17152629063218974,0.14263371795892138
electricity,standard,MAG_ONLY,81552,81552,81552,81551,POINT16,0.16922746092959123,0.14053545980001866
electricity,standard,MAG_ONLY,81552,81552,81552,81551,POINT4,0.16717981423201944,0.13920573482024365
electricity,standard,MAG_ONLY,81552,81552,81552,81551,POINT8,0.16843431436203682,0.14003180653979175
electricity,standard,MAG_ONLY,81552,81552,81552,81551,REFERENCE,0.16648771114113867,0.1388164355738524
electricity,standard,MAG_ONLY,81552,81552,81552,81551,SHIFT4,0.18847511867292213,0.15464318573163244
electricity,standard,MAG_ONLY,81552,81552,81552,81551,SHIFT8,0.20376466522085548,0.16783488380536143
electricity,standard,MAG_ONLY,81552,81552,81552,81551,SHIFT_POINT,0.19190172415305692,0.1575325713668209
electricity,standard,MAG_ONLY,81552,81552,81552,81552,BURST16,0.17626835887831221,0.1465179281003317
electricity,standard,MAG_ONLY,81552,81552,81552,81552,BURST4,0.16909700702681865,0.14049614778056552
electricity,standard,MAG_ONLY,81552,81552,81552,81552,BURST8,0.17831931169562495,0.14856176944991004
electricity,standard,MAG_ONLY,81552,81552,81552,81552,FAULT,0.17133165896007613,0.1425032940406092
electricity,standard,MAG_ONLY,81552,81552,81552,81552,POINT16,0.16902154380389917,0.140413476384035
electricity,standard,MAG_ONLY,81552,81552,81552,81552,POINT4,0.16700491060992415,0.1390946769170846
electricity,standard,MAG_ONLY,81552,81552,81552,81552,POINT8,0.16827882174587772,0.13993576561172844
electricity,standard,MAG_ONLY,81552,81552,81552,81552,REFERENCE,0.16632317494680057,0.13871698238527638
electricity,standard,MAG_ONLY,81552,81552,81552,81552,SHIFT4,0.18842129116282821,0.1545910167360741
electricity,standard,MAG_ONLY,81552,81552,81552,81552,SHIFT8,0.2028300367670499,0.16707380630057386
electricity,standard,MAG_ONLY,81552,81552,81552,81552,SHIFT_POINT,0.19196752965747865,0.15753111700026637
electricity_transfer,shape,C3,81551,81551,81551,81551,PAIRED_SHIFT8_D32,0.36171581781453604,0.29315774008133116
electricity_transfer,shape,C3,81551,81551,81551,81551,PULSE8_D32,7.035548092758298,6.85699769312277
electricity_transfer,shape,C3,81551,81551,81551,81551,RAMP8_D32,0.9913142496559669,0.780627243350725
electricity_transfer,shape,C3,81551,81551,81551,81551,STEP12_D17,0.5529296416488292,0.4427458212362922
electricity_transfer,shape,C3,81551,81551,81551,81551,STEP12_D63,0.4005973254350798,0.3174469412926356
electricity_transfer,shape,C3,81551,81551,81551,81551,STEP6_D17,0.39911397229901213,0.31810634917940095
electricity_transfer,shape,C3,81551,81551,81551,81551,STEP6_D63,0.3467775822039515,0.27412466157448107
electricity_transfer,shape,C3,81551,81551,81551,81551,STEP8_D31,0.3658910135036887,0.3024097695722303
electricity_transfer,shape,C3,81551,81551,81551,81551,STEP8_D33,0.3767583846578012,0.3037426755065448
electricity_transfer,shape,C3,81551,81551,81551,81552,PAIRED_SHIFT8_D32,0.35855522497606507,0.29106477037413964
electricity_transfer,shape,C3,81551,81551,81551,81552,PULSE8_D32,7.05861616157162,6.881059417286431
electricity_transfer,shape,C3,81551,81551,81551,81552,RAMP8_D32,0.9669624625901522,0.7603850715653782
electricity_transfer,shape,C3,81551,81551,81551,81552,STEP12_D17,0.5312502288884654,0.42620843045605744
electricity_transfer,shape,C3,81551,81551,81551,81552,STEP12_D63,0.40580556530301776,0.3217870787724324
electricity_transfer,shape,C3,81551,81551,81551,81552,STEP6_D17,0.39496230572855084,0.31490966642655954
electricity_transfer,shape,C3,81551,81551,81551,81552,STEP6_D63,0.34858611277444135,0.27576149139447415
electricity_transfer,shape,C3,81551,81551,81551,81552,STEP8_D31,0.3632541977053314,0.3001468850455927
electricity_transfer,shape,C3,81551,81551,81551,81552,STEP8_D33,0.37129997874121345,0.2997610581392819
electricity_transfer,shape,C3,81551,81551,81552,81551,PAIRED_SHIFT8_D32,0.36244355354102104,0.29416989982457026
electricity_transfer,shape,C3,81551,81551,81552,81551,PULSE8_D32,7.040366863629092,6.863270144638545
electricity_transfer,shape,C3,81551,81551,81552,81551,RAMP8_D32,0.9932272719668297,0.7832355737721077
electricity_transfer,shape,C3,81551,81551,81552,81551,STEP12_D17,0.5563740026130665,0.4454105907612844
electricity_transfer,shape,C3,81551,81551,81552,81551,STEP12_D63,0.4042104633756941,0.32050129946617667
electricity_transfer,shape,C3,81551,81551,81552,81551,STEP6_D17,0.4027419567857531,0.3207488882156761
electricity_transfer,shape,C3,81551,81551,81552,81551,STEP6_D63,0.3478350415553783,0.2750905336537585
electricity_transfer,shape,C3,81551,81551,81552,81551,STEP8_D31,0.3666445933948398,0.3032348612434491
electricity_transfer,shape,C3,81551,81551,81552,81551,STEP8_D33,0.3767124886272,0.3041252499011401
electricity_transfer,shape,C3,81551,81551,81552,81552,PAIRED_SHIFT8_D32,0.3594554444829886,0.2917861139714712
electricity_transfer,shape,C3,81551,81551,81552,81552,PULSE8_D32,7.063331063911204,6.886648500160217
electricity_transfer,shape,C3,81551,81551,81552,81552,RAMP8_D32,0.9702831784338596,0.7646387608206887
electricity_transfer,shape,C3,81551,81551,81552,81552,STEP12_D17,0.5329445624902253,0.4274891709383372
electricity_transfer,shape,C3,81551,81551,81552,81552,STEP12_D63,0.4092107754977923,0.3246899209665364
electricity_transfer,shape,C3,81551,81551,81552,81552,STEP6_D17,0.3983420587549858,0.31732962076554133
electricity_transfer,shape,C3,81551,81551,81552,81552,STEP6_D63,0.3496427363901031,0.2767130132582505
electricity_transfer,shape,C3,81551,81551,81552,81552,STEP8_D31,0.3641754536070353,0.300898379600112
electricity_transfer,shape,C3,81551,81551,81552,81552,STEP8_D33,0.3717502900910596,0.3001124666907443
electricity_transfer,shape,C3,81551,81552,81551,81551,PAIRED_SHIFT8_D32,0.4347600674929887,0.3521276090098694
electricity_transfer,shape,C3,81551,81552,81551,81551,PULSE8_D32,6.843803043252902,6.643200936679104
electricity_transfer,shape,C3,81551,81552,81551,81551,RAMP8_D32,0.9538125947718342,0.7485827649789476
electricity_transfer,shape,C3,81551,81552,81551,81551,STEP12_D17,0.734813376548255,0.5858988892813001
electricity_transfer,shape,C3,81551,81552,81551,81551,STEP12_D63,0.35767727194272314,0.29011465460342245
electricity_transfer,shape,C3,81551,81552,81551,81551,STEP6_D17,0.46331635220907635,0.36658025912962766
electricity_transfer,shape,C3,81551,81552,81551,81551,STEP6_D63,0.31247342285558144,0.2503417511044868
electricity_transfer,shape,C3,81551,81552,81551,81551,STEP8_D31,0.45208874180204967,0.37090985884544675
electricity_transfer,shape,C3,81551,81552,81551,81551,STEP8_D33,0.4737500272245369,0.3851665979286884
electricity_transfer,shape,C3,81551,81552,81551,81552,PAIRED_SHIFT8_D32,0.4228903494617479,0.3421787739606801
electricity_transfer,shape,C3,81551,81552,81551,81552,PULSE8_D32,6.8658017140140535,6.6651633713681155
electricity_transfer,shape,C3,81551,81552,81551,81552,RAMP8_D32,0.9370578638736807,0.7335818318654658
electricity_transfer,shape,C3,81551,81552,81551,81552,STEP12_D17,0.702003464561876,0.559633681594886
electricity_transfer,shape,C3,81551,81552,81551,81552,STEP12_D63,0.3613662111350289,0.29264310469428495
electricity_transfer,shape,C3,81551,81552,81551,81552,STEP6_D17,0.45453037776116423,0.35985819424063026
electricity_transfer,shape,C3,81551,81552,81551,81552,STEP6_D63,0.3133703607747338,0.2510271793660945
electricity_transfer,shape,C3,81551,81552,81551,81552,STEP8_D31,0.4401187207965896,0.36057014089292033
electricity_transfer,shape,C3,81551,81552,81551,81552,STEP8_D33,0.46122096856495887,0.37444729624807
electricity_transfer,shape,C3,81551,81552,81552,81551,PAIRED_SHIFT8_D32,0.4305102016044689,0.34809463150798053
electricity_transfer,shape,C3,81551,81552,81552,81551,PULSE8_D32,6.852867595148447,6.652450520008168
electricity_transfer,shape,C3,81551,81552,81552,81551,RAMP8_D32,0.9538727359439158,0.7482794699310094
electricity_transfer,shape,C3,81551,81552,81552,81551,STEP12_D17,0.731920191146074,0.5834037149369043
electricity_transfer,shape,C3,81551,81552,81552,81551,STEP12_D63,0.36050480849363736,0.29175228712002244
electricity_transfer,shape,C3,81551,81552,81552,81551,STEP6_D17,0.4663354886718362,0.3686959865435006
electricity_transfer,shape,C3,81551,81552,81552,81551,STEP6_D63,0.31352128070553137,0.25098880870972545
electricity_transfer,shape,C3,81551,81552,81552,81551,STEP8_D31,0.4484898291857284,0.36718475666989847
electricity_transfer,shape,C3,81551,81552,81552,81551,STEP8_D33,0.46837744213475263,0.3797866541491587
electricity_transfer,shape,C3,81551,81552,81552,81552,PAIRED_SHIFT8_D32,0.41880163524144326,0.33822099836924535
electricity_transfer,shape,C3,81551,81552,81552,81552,PULSE8_D32,6.874980303957312,6.674361927307354
electricity_transfer,shape,C3,81551,81552,81552,81552,RAMP8_D32,0.93720726635529,0.7335785362341513
electricity_transfer,shape,C3,81551,81552,81552,81552,STEP12_D17,0.6961153679987687,0.5548849062172985
electricity_transfer,shape,C3,81551,81552,81552,81552,STEP12_D63,0.3641438486283787,0.2943362939620181
electricity_transfer,shape,C3,81551,81552,81552,81552,STEP6_D17,0.4569817970399586,0.3614839688254627
electricity_transfer,shape,C3,81551,81552,81552,81552,STEP6_D63,0.31466216122713053,0.25186524330348725
electricity_transfer,shape,C3,81551,81552,81552,81552,STEP8_D31,0.4368226534774907,0.3570756311582918
electricity_transfer,shape,C3,81551,81552,81552,81552,STEP8_D33,0.4563713897313237,0.36927039894474445
electricity_transfer,shape,C3,81552,81551,81551,81551,PAIRED_SHIFT8_D32,0.37964937278409366,0.3027434909567885
electricity_transfer,shape,C3,81552,81551,81551,81551,PULSE8_D32,7.053878432446733,6.878548935125847
electricity_transfer,shape,C3,81552,81551,81551,81551,RAMP8_D32,0.9271902505197039,0.7289397075770794
electricity_transfer,shape,C3,81552,81551,81551,81551,STEP12_D17,0.5379758278347171,0.43816697493870377
electricity_transfer,shape,C3,81552,81551,81551,81551,STEP12_D63,0.4028767901571663,0.31672932455227826
electricity_transfer,shape,C3,81552,81551,81551,81551,STEP6_D17,0.3992341480713919,0.31858882209736633
electricity_transfer,shape,C3,81552,81551,81551,81551,STEP6_D63,0.36037261631322826,0.28493015263265453
electricity_transfer,shape,C3,81552,81551,81551,81551,STEP8_D31,0.3805743886844631,0.3095527272685134
electricity_transfer,shape,C3,81552,81551,81551,81551,STEP8_D33,0.3896764514514017,0.3099206783575348
electricity_transfer,shape,C3,81552,81551,81551,81552,PAIRED_SHIFT8_D32,0.3790318256387945,0.3021777593502052
electricity_transfer,shape,C3,81552,81551,81551,81552,PULSE8_D32,7.061021612678476,6.886259963475033
electricity_transfer,shape,C3,81552,81551,81551,81552,RAMP8_D32,0.9176423859644215,0.7207574873703056
electricity_transfer,shape,C3,81552,81551,81551,81552,STEP12_D17,0.5286520114374871,0.4304019947253903
electricity_transfer,shape,C3,81552,81551,81551,81552,STEP12_D63,0.4030008475107214,0.3169576249895106
electricity_transfer,shape,C3,81552,81551,81551,81552,STEP6_D17,0.39785813323057706,0.31730480372790903
electricity_transfer,shape,C3,81552,81551,81551,81552,STEP6_D63,0.36021655030620786,0.2849548505173492
electricity_transfer,shape,C3,81552,81551,81551,81552,STEP8_D31,0.3805182497993243,0.3093303289649848
electricity_transfer,shape,C3,81552,81551,81551,81552,STEP8_D33,0.38831886447834224,0.30867789627161896
electricity_transfer,shape,C3,81552,81551,81552,81551,PAIRED_SHIFT8_D32,0.37893085321614794,0.3021233118169117
electricity_transfer,shape,C3,81552,81551,81552,81551,PULSE8_D32,7.065868045524413,6.891898140899224
electricity_transfer,shape,C3,81552,81551,81552,81551,RAMP8_D32,0.9243029927985594,0.7272315770585019
electricity_transfer,shape,C3,81552,81551,81552,81551,STEP12_D17,0.5331524906992492,0.43551862798889257
electricity_transfer,shape,C3,81552,81551,81552,81551,STEP12_D63,0.40521964252288256,0.31869417179617193
electricity_transfer,shape,C3,81552,81551,81552,81551,STEP6_D17,0.40122329254820926,0.320610356694066
electricity_transfer,shape,C3,81552,81551,81552,81551,STEP6_D63,0.361569465747451,0.2862353536743019
electricity_transfer,shape,C3,81552,81551,81552,81551,STEP8_D31,0.3803971999146322,0.30968874726805123
electricity_transfer,shape,C3,81552,81551,81552,81551,STEP8_D33,0.3871301038241445,0.3077342983646514
electricity_transfer,shape,C3,81552,81551,81552,81552,PAIRED_SHIFT8_D32,0.3788752128316808,0.3033118851170513
electricity_transfer,shape,C3,81552,81551,81552,81552,PULSE8_D32,7.069009443746604,6.896728755589765
electricity_transfer,shape,C3,81552,81551,81552,81552,RAMP8_D32,0.9272420997771718,0.7306051386135004
