candidate,arm,seed,condition,mode,selected,series,origin,mask_repeat,weight,scaled_pinball,raw_mae,scaled_mae,coverage80,raw_width80,scaled_width80,crossing
h1,F0,92251,CLEAN,RAW,True,160,16104,0,1.0,0.1078200194324271,49.368176778157554,0.14707866455147328,0.9583333333333334,187.07051849365234,0.5573242487895845,0.0
h1,F0,92251,CLEAN,RAW,True,160,16128,0,1.0,0.1816412404787404,77.58594512939453,0.23114560719698313,0.6666666666666666,191.12867736816406,0.5694143972769998,0.0
h1,F0,92251,CLEAN,RAW,True,160,16152,0,1.0,0.14655348952499084,68.90576680501302,0.20528544546252087,0.875,216.32076772054037,0.6444671792125665,0.0
h1,F0,92251,CLEAN,RAW,True,160,16176,0,1.0,0.07128135590282096,27.519337972005207,0.08198616482134202,0.9166666666666666,150.09566497802734,0.4471680220060475,0.0
h1,F0,92251,CLEAN,RAW,True,160,16200,0,1.0,0.07551637595431403,31.904332478841145,0.0950500285939317,0.875,131.87816874186197,0.3928940910499387,0.0
h1,F0,92251,CLEAN,RAW,True,160,16224,0,1.0,0.0816690781844443,33.80738321940104,0.1007196356112822,0.875,132.93045298258463,0.3960290774106772,0.0
h1,F0,92251,CLEAN,RAW,True,160,16248,0,1.0,0.08379181493427408,33.76387023925781,0.10059000086623421,0.8333333333333334,141.57027689615884,0.4217690144733439,0.0
h1,F0,92251,CLEAN,RAW,True,160,16272,0,1.0,0.09936753991684762,42.2253163655599,0.12579851123968924,0.875,147.60298665364584,0.4397417846395373,0.0
h1,F0,92251,CLEAN,RAW,True,160,16296,0,1.0,0.10744856499871373,42.74520619710287,0.12734737747554065,0.8333333333333334,156.2812245686849,0.4655961654674845,0.0
h1,F0,92251,CLEAN,RAW,True,160,16320,0,1.0,0.09725822140280115,41.1463623046875,0.12258406961470074,0.875,170.50638834635416,0.507976059317874,0.0
h1,F0,92251,CLEAN,RAW,True,160,16344,0,1.0,0.09751684739137681,41.064656575520836,0.12234065026409278,0.7916666666666666,141.47651163736978,0.42148966712968994,0.0
h1,F0,92251,CLEAN,RAW,True,160,16368,0,1.0,0.07541976620565759,32.581565856933594,0.09706765588624829,0.875,127.12511189778645,0.3787336885642394,0.0
h1,F0,92251,CLEAN,RAW,True,160,16392,0,1.0,0.17353587548222643,70.20937093098958,0.20916916907690505,0.6666666666666666,133.99217732747397,0.39919218791949396,0.0
h1,F0,92251,CLEAN,RAW,True,160,16416,0,1.0,0.0787658277997721,31.39991505940755,0.09354725807923006,0.9583333333333334,177.89002990722656,0.5299735526662683,0.0
h1,F0,92251,CLEAN,RAW,True,83,16104,0,1.0,0.03201401838392103,10.200984319051107,0.03491403509349418,0.9166666666666666,72.6468448638916,0.24864213213940844,0.046875
h1,F0,92251,CLEAN,RAW,True,83,16128,0,1.0,0.034089367118302065,8.291673024495443,0.028379198899498137,1.0,89.81131172180176,0.3073894823455048,0.036458333333333336
h1,F0,92251,CLEAN,RAW,True,83,16152,0,1.0,0.2063250795923307,69.33268896738689,0.23729905468169898,0.9166666666666666,248.31185817718506,0.8498757236924592,0.046875
h1,F0,92251,CLEAN,RAW,True,83,16176,0,1.0,0.2872253237515862,110.3944222132365,0.37783753123517,0.7916666666666666,233.2956895828247,0.7984811699047234,0.010416666666666666
h1,F0,92251,CLEAN,RAW,True,83,16200,0,1.0,0.24414477696085793,94.09587160746257,0.3220538784007723,0.7916666666666666,275.3268229166667,0.9423375290892453,0.041666666666666664
