candidate,arm,seed,condition,mode,selected,scaled_pinball,raw_mae,scaled_mae,coverage80,raw_width80,scaled_width80,crossing
h2,QV_LORA,92261,IID48,CAL,False,0.16534194731906812,55.32502294754607,0.20905579983633066,0.7354910714285714,164.938965065733,0.6493757650970513,0.007649739583333332
h2,QV_LORA,92261,ALIGNED48_LAST,RAW,True,0.15962212887264943,52.61190773759569,0.20212671194287052,0.7819940476190477,157.6721401782263,0.64010574444181,0.006603422619047618
h2,QV_LORA,92261,ALIGNED48_LAST,CAL,False,0.1660478244574867,54.616220650568174,0.20896613064167097,0.7083333333333334,156.58413589645158,0.6391306071588744,0.006603422619047618
h2,QV_LORA,92261,CLEAN,RAW,True,0.1374055877368889,45.64071735739708,0.17314219784700208,0.7838541666666666,132.60029253789355,0.5235022555411921,0.006603422619047619
h2,QV_LORA,92261,CLEAN,CAL,False,0.1475004954772493,48.544261342318656,0.18525147744721582,0.6904761904761905,131.34369918669125,0.5224345744901866,0.006603422619047619
h2,QV_LORA,92262,BLOCK48,RAW,True,0.14230017613922424,47.65626832381601,0.179688782979462,0.7918526785714286,142.53775269573643,0.5656868855905532,0.009812127976190476
h2,QV_LORA,92262,BLOCK48,CAL,False,0.15171474166516663,50.57967965653182,0.1912498183842982,0.699032738095238,141.14674612405426,0.564360097211394,0.009812127976190476
h2,QV_LORA,92262,IID48,RAW,True,0.15627520623874222,51.53343220267977,0.19673464844372035,0.8111979166666666,166.37987221919354,0.6517538530971985,0.006417410714285714
h2,QV_LORA,92262,IID48,CAL,False,0.1661597183159768,55.45643403834148,0.21004323657511798,0.7287946428571428,163.47340457639746,0.645678918375655,0.006417410714285714
h2,QV_LORA,92262,ALIGNED48_LAST,RAW,True,0.1603959101314213,52.69907213960375,0.20273310422867988,0.7834821428571428,159.70530981109255,0.6465055360111047,0.006510416666666666
h2,QV_LORA,92262,ALIGNED48_LAST,CAL,False,0.1658173403989759,54.320531836477144,0.20837484878371793,0.7094494047619048,158.13625288932252,0.6440094715675496,0.006510416666666666
h2,QV_LORA,92262,CLEAN,RAW,True,0.13781709947679255,45.781856803666976,0.17364053480086078,0.7912946428571429,134.40827151565324,0.5291572995941936,0.005952380952380953
h2,QV_LORA,92262,CLEAN,CAL,False,0.14701526893736871,48.391726306384925,0.18467876999673632,0.7008928571428572,132.76093961566175,0.5269379723433028,0.005952380952380953
h2,SET_BIAS,92261,BLOCK48,RAW,True,0.1429845110731924,47.875111803767226,0.18047628693195905,0.8366815476190477,158.1108312691961,0.6294361326001561,0.009044828869047618
h2,SET_BIAS,92261,BLOCK48,CAL,False,0.15217815201339185,51.005515215682856,0.1924749739164378,0.7520461309523809,157.14630495855758,0.6323027584904461,0.009044828869047618
h2,SET_BIAS,92261,IID48,RAW,True,0.16145440914173798,52.5468643371548,0.20079170840264898,0.9058779761904762,217.10314401913254,0.8449555631691397,0.0031854538690476194
h2,SET_BIAS,92261,IID48,CAL,False,0.16852404593613177,56.031514490213546,0.21161662650091362,0.8465401785714286,213.61802849566243,0.8412131800384943,0.0031854538690476194
h2,SET_BIAS,92261,ALIGNED48_LAST,RAW,True,0.1605646451571251,52.751449143602734,0.20232705094889236,0.8277529761904762,175.3857184747855,0.7127023129207204,0.005626860119047619
h2,SET_BIAS,92261,ALIGNED48_LAST,CAL,False,0.1662928142773452,54.91749675114798,0.20928193039812776,0.7626488095238095,174.38359317887915,0.7149148102466321,0.005626860119047619
h2,SET_BIAS,92261,CLEAN,RAW,True,0.13802469406475676,45.939088974680224,0.1738948148842791,0.8299851190476191,147.89732650773865,0.5845722757687972,0.00548735119047619
h2,SET_BIAS,92261,CLEAN,CAL,False,0.1471934712384903,48.75430600103419,0.18548833965933495,0.7514880952380952,146.71724307159218,0.5864512483342244,0.00548735119047619
h2,SET_BIAS,92262,BLOCK48,RAW,True,0.14306645031377732,47.88880122843243,0.180552303914366,0.8374255952380952,157.7667857259512,0.6283586163742785,0.009021577380952382
h2,SET_BIAS,92262,BLOCK48,CAL,False,0.15226809407593234,51.0216085149105,0.19259644244461882,0.7513020833333334,156.80366565166514,0.6311865097047673,0.009021577380952382
h2,SET_BIAS,92262,IID48,RAW,True,0.16144725950054928,52.54115510980289,0.20077076363161112,0.9053199404761905,217.0623975034271,0.8448161232426852,0.003138950892857143
h2,SET_BIAS,92262,IID48,CAL,False,0.16851209215184373,56.01643398503709,0.21159444160361512,0.8459821428571428,213.58665739498238,0.8410855097207086,0.003138950892857143
h2,SET_BIAS,92262,ALIGNED48_LAST,RAW,True,0.1605646451571251,52.751449143602734,0.20232705094889236,0.8277529761904762,175.3857184747855,0.7127023129207204,0.005626860119047619
h2,SET_BIAS,92262,ALIGNED48_LAST,CAL,False,0.16629402669612758,54.91717130099327,0.20928412157911067,0.7633928571428572,174.3921538386649,0.7149265569312508,0.005626860119047619
h2,SET_BIAS,92262,CLEAN,RAW,True,0.13802469406475676,45.939088974680224,0.1738948148842791,0.8299851190476191,147.89732650773865,0.5845722757687972,0.00548735119047619
h2,SET_BIAS,92262,CLEAN,CAL,False,0.14719645632122208,48.75380848074718,0.18549348175569985,0.7514880952380952,146.72436735930665,0.5864606386328177,0.00548735119047619
