candidate,arm,seed,condition,mode,selected,series,scaled_pinball,raw_mae,scaled_mae,coverage80,raw_width80,scaled_width80,crossing
h1,SHARED,92251,CLEAN,CAL,False,227,0.10538470634267397,11.132170255062125,0.13507655837796098,0.8303571428571429,38.47708769030642,0.46687684993410955,0.0
h1,SHARED,92251,CLEAN,CAL,False,145,0.11220181024429121,14.426527025955327,0.13922470693747807,0.7708333333333333,42.341797275374915,0.40862394020849324,0.0
h1,SHARED,92251,CLEAN,CAL,False,181,0.0958418884120144,157.7846126634176,0.12330912470371504,0.744047619047619,436.74759582767695,0.34131949148200463,0.0
h1,SHARED,92251,CLEAN,CAL,False,141,0.20105400831951162,49.05379438451974,0.2604484485776087,0.6071428571428571,124.98420844397607,0.6635968449406366,0.0
h1,SHARED,92251,CLEAN,CAL,False,190,0.0970188183167193,11.806979418244575,0.12088663810531322,0.7380952380952381,36.938030338042665,0.378192774597208,0.0
h1,SHARED,92251,CLEAN,CAL,False,26,0.2541411157367732,25.59131591491975,0.32018505829822086,0.7738095238095238,81.49251276730615,1.0195913738088154,0.0
h1,SHARED,92252,CLEAN,RAW,True,160,0.1047863841041415,44.356823149181544,0.13214873909246633,0.8452380952380952,151.47482990083242,0.45127685786510546,0.0
h1,SHARED,92252,CLEAN,RAW,True,83,0.16921227386282928,60.149687085832866,0.20586918086477463,0.875,182.15799434979758,0.6234565614821904,0.044642857142857144
h1,SHARED,92252,CLEAN,RAW,True,227,0.10192176948180821,10.488597234090168,0.12726751245555706,0.8601190476190476,40.68606544676281,0.4936803488062111,0.0
h1,SHARED,92252,CLEAN,RAW,True,145,0.11283236927026344,14.465054966154552,0.13959652485134547,0.7738095238095238,44.02910246167864,0.4249074552675632,0.0
h1,SHARED,92252,CLEAN,RAW,True,181,0.09369399619132335,155.67919158935547,0.12166373213093505,0.7678571428571429,461.9244159516834,0.360995248198134,0.0
h1,SHARED,92252,CLEAN,RAW,True,141,0.1818869388327252,44.806163424537296,0.2378958834287082,0.7827380952380952,135.90766607012068,0.7215943480396106,0.0
h1,SHARED,92252,CLEAN,RAW,True,190,0.08227228789236861,10.102517718360536,0.1034353800502803,0.8452380952380952,39.6199688230242,0.4056520015146102,0.0
h1,SHARED,92252,CLEAN,RAW,True,26,0.2523709702683009,25.356470970880416,0.3172468021199038,0.7648809523809524,80.11092758178711,1.002305708052508,0.0
h1,SHARED,92252,CLEAN,CAL,False,160,0.10479929554676239,44.57407006990595,0.13279596548532355,0.8303571428571429,145.1705131010207,0.4324949105391518,0.0
h1,SHARED,92252,CLEAN,CAL,False,83,0.2041090051111514,72.28148399371244,0.24739164279012069,0.45535714285714285,203.30287384614786,0.6958273290172935,0.044642857142857144
h1,SHARED,92252,CLEAN,CAL,False,227,0.10508079958429924,11.082593486610813,0.1344749991936807,0.8303571428571429,38.43773701426153,0.46639937305689666,0.0
h1,SHARED,92252,CLEAN,CAL,False,145,0.11267755412382831,14.517741101493536,0.14010497790723625,0.7738095238095238,43.17776868485348,0.4166915696721448,0.0
h1,SHARED,92252,CLEAN,CAL,False,181,0.09559041880160869,157.556891574996,0.12313116002378936,0.7291666666666667,435.4186073767406,0.34028088321811845,0.0
h1,SHARED,92252,CLEAN,CAL,False,141,0.19957508785560144,48.832968641416755,0.2592759863263435,0.6220238095238095,125.93049083708117,0.6686210797484196,0.0
h1,SHARED,92252,CLEAN,CAL,False,190,0.09788959291062034,11.934778073999064,0.12219511416013432,0.7321428571428571,36.845353642877456,0.3772438973516086,0.0
h1,SHARED,92252,CLEAN,CAL,False,26,0.2527671012265756,25.41196592077974,0.3179411256876267,0.7708333333333333,79.8514663740492,0.9990594661553784,0.0
h1,LOCAL_LORA,92251,CLEAN,RAW,True,160,0.10838557516546378,46.09651184082031,0.13733165461011487,0.7857142857142857,134.77830014910018,0.40153422083065005,0.0
h1,LOCAL_LORA,92251,CLEAN,RAW,True,83,0.18378244432041088,65.13221991629827,0.2229224691217198,0.8690476190476192,175.05804737408954,0.599156181232721,0.03757440476190476
h1,LOCAL_LORA,92251,CLEAN,RAW,True,227,0.10444426411255578,10.698948905581519,0.1298198970475177,0.8482142857142857,40.199766295296804,0.487779647126565,0.0
h1,LOCAL_LORA,92251,CLEAN,RAW,True,145,0.11431751978356434,14.605961300077892,0.14095635615452856,0.755952380952381,41.133223261152,0.3969604703629989,0.0
h1,LOCAL_LORA,92251,CLEAN,RAW,True,181,0.09273680552007847,153.19067709786552,0.11971895096008213,0.7470238095238095,449.79821232386996,0.3515185854863247,0.0
h1,LOCAL_LORA,92251,CLEAN,RAW,True,141,0.18224711090670614,44.78774806431362,0.23779810807696564,0.7857142857142857,137.25539634341285,0.7287500484942688,0.0
h1,LOCAL_LORA,92251,CLEAN,RAW,True,190,0.08289174765146505,10.393191065107073,0.1064114607590102,0.8482142857142857,37.78414440155029,0.3868557764512648,0.0003720238095238095
h1,LOCAL_LORA,92251,CLEAN,RAW,True,26,0.25719860358227276,26.15678832644508,0.32725995111155676,0.7886904761904762,80.5350463503883,1.0076120585778738,0.0
h1,LOCAL_LORA,92251,CLEAN,CAL,False,160,0.10608958386990504,45.016988788732384,0.13411551783506043,0.8035714285714286,137.2197389058094,0.4088078042472424,0.0
h1,LOCAL_LORA,92251,CLEAN,CAL,False,83,0.22382922286451326,78.67640751316738,0.26927899965640684,0.33333333333333337,183.22238053881182,0.6270995449035913,0.03757440476190476
h1,LOCAL_LORA,92251,CLEAN,CAL,False,227,0.10628860215725436,11.313542500216727,0.13727730972288646,0.8244047619047619,38.351872780002076,0.46535750565945444,0.0
h1,LOCAL_LORA,92251,CLEAN,CAL,False,145,0.11297984282958828,14.518006639464803,0.14010754050918223,0.7529761904761905,40.13766685691912,0.38735274922750457,0.0
h1,LOCAL_LORA,92251,CLEAN,CAL,False,181,0.09452610947386995,155.60026047546893,0.12160204724036842,0.7202380952380952,423.32931121860327,0.33083306379909894,0.0
h1,LOCAL_LORA,92251,CLEAN,CAL,False,141,0.19962442950845066,48.70881338969478,0.25861679078195243,0.630952380952381,127.47610418449997,0.6768274296034494,0.0
h1,LOCAL_LORA,92251,CLEAN,CAL,False,190,0.10055341156085004,12.340904631657114,0.1263532711672264,0.6904761904761905,34.85040037598136,0.3568184197531954,0.0003720238095238095
h1,LOCAL_LORA,92251,CLEAN,CAL,False,26,0.24970220512537922,25.167326265550283,0.31488032324463733,0.7916666666666667,81.83667420125515,1.0238973402999216,0.0
h1,LOCAL_LORA,92252,CLEAN,RAW,True,160,0.10543150498543419,44.80889819917225,0.13349557016804883,0.806547619047619,137.25732349214098,0.4089197770022867,0.0
h1,LOCAL_LORA,92252,CLEAN,RAW,True,83,0.17914001336064245,63.265063376653764,0.21653191239589012,0.8660714285714286,167.45897444089252,0.5731474853295061,0.03608630952380952
h1,LOCAL_LORA,92252,CLEAN,RAW,True,227,0.10221032460679945,10.462539582025437,0.12695133170376574,0.8630952380952381,40.822104090736026,0.4953310271028308,0.0
h1,LOCAL_LORA,92252,CLEAN,RAW,True,145,0.11690333250723779,14.888848486400786,0.14368638851375914,0.7321428571428571,41.05439531235468,0.3961997330039628,0.0
h1,LOCAL_LORA,92252,CLEAN,RAW,True,181,0.0927154953197178,153.09441194080173,0.11964371946534616,0.755952380952381,450.31490907214936,0.35192238546841476,0.0
h1,LOCAL_LORA,92252,CLEAN,RAW,True,141,0.1807916050519062,44.4363050914946,0.2359321407612324,0.7708333333333333,133.81411216372535,0.7104787376413592,0.0
h1,LOCAL_LORA,92252,CLEAN,RAW,True,190,0.08313568665392417,10.474315643310547,0.10724206079474632,0.8511904761904762,37.890100115821475,0.3879406119229433,0.0003720238095238095
h1,LOCAL_LORA,92252,CLEAN,RAW,True,26,0.2526907422124836,25.678912934802828,0.3212810260480333,0.7738095238095238,77.60688640957787,0.9709764645165186,0.0
h1,LOCAL_LORA,92252,CLEAN,CAL,False,160,0.10521331712211622,44.61997711286388,0.13293273267042946,0.8005952380952381,136.79736197174736,0.40754945039556284,0.0
h1,LOCAL_LORA,92252,CLEAN,CAL,False,83,0.2172826039674127,76.20923634485622,0.2608348242652927,0.3244047619047619,174.5772503655824,0.5975105985023842,0.03608630952380952
h1,LOCAL_LORA,92252,CLEAN,CAL,False,227,0.1062809040280409,11.294350459889472,0.13704443556661153,0.8422619047619048,39.12318600226353,0.4747165374661334,0.0
h1,LOCAL_LORA,92252,CLEAN,CAL,False,145,0.11387954147102472,14.628082271555442,0.14116983690187637,0.744047619047619,39.62162272789225,0.38237261142293727,0.0
h1,LOCAL_LORA,92252,CLEAN,CAL,False,181,0.09371532016833214,154.62654892674058,0.12084108888859484,0.7261904761904762,426.2980341948959,0.3331531292700922,0.0
h1,LOCAL_LORA,92252,CLEAN,CAL,False,141,0.1978365359372232,48.38817565235956,0.25691438218559015,0.625,125.26498367568597,0.6650876057352989,0.0
h1,LOCAL_LORA,92252,CLEAN,CAL,False,190,0.1007986139826016,12.403374189840576,0.1269928703911442,0.681547619047619,35.09782560954808,0.35935170143420553,0.0003720238095238095
h1,LOCAL_LORA,92252,CLEAN,CAL,False,26,0.2466638583951968,24.886945091903634,0.3113723417587209,0.7857142857142857,78.68755886099076,0.9844972687224169,0.0
h1,RIDGE,92251,CLEAN,RAW,True,160,0.10549508082623489,44.76905822753906,0.13337687812378093,0.8363095238095238,149.29953784034365,0.4447961840354075,0.0
h1,RIDGE,92251,CLEAN,RAW,True,83,0.17195083385358817,61.11961138816107,0.20918885767932244,0.8660714285714286,183.33012010937645,0.6274682959015344,0.044642857142857144
h1,RIDGE,92251,CLEAN,RAW,True,227,0.10411268908277203,10.738103185381208,0.13029499087378257,0.8511904761904762,40.67683869316465,0.4935683923689229,0.0
h1,RIDGE,92251,CLEAN,RAW,True,145,0.11314378620040692,14.537151609148298,0.14029230104016216,0.7708333333333333,43.18782583872478,0.41678862728676247,0.0
h1,RIDGE,92251,CLEAN,RAW,True,181,0.09387351565349238,155.68469456263952,0.12166803272024772,0.7589285714285714,462.61237262544176,0.36153288830031677,0.0
h1,RIDGE,92251,CLEAN,RAW,True,141,0.1840966329336568,45.1209652310326,0.23956730646824795,0.7619047619047619,135.7907427833194,0.7209735502189306,0.0
h1,RIDGE,92251,CLEAN,RAW,True,190,0.08320196694286548,10.195896920703706,0.1043914499679409,0.8333333333333333,39.87970379420689,0.4083113173609763,0.0
h1,RIDGE,92251,CLEAN,RAW,True,26,0.25389247451135055,25.53503890264602,0.3194809499782103,0.7738095238095238,81.61296453930083,1.0210984029028431,0.0
h1,RIDGE,92251,CLEAN,CAL,False,160,0.10516994324361938,44.80587114567403,0.13348655190942357,0.8154761904761905,143.73469722996103,0.428217299036377,0.0
h1,RIDGE,92251,CLEAN,CAL,False,83,0.20716608547297105,73.35149732544492,0.25105388575081655,0.43154761904761907,202.1884692613794,0.6920131519179039,0.044642857142857144
h1,RIDGE,92251,CLEAN,CAL,False,227,0.10536005645457301,11.129854815134198,0.13504846307853335,0.8303571428571429,38.44573196669388,0.4664963829511234,0.0
h1,RIDGE,92251,CLEAN,CAL,False,145,0.11218470101404465,14.423748055040678,0.13919788818820572,0.7708333333333333,42.35612318137697,0.4087621938617225,0.0
h1,RIDGE,92251,CLEAN,CAL,False,181,0.09580674622410457,157.74715828522397,0.12327985400035926,0.744047619047619,437.2057563547192,0.3416775452402877,0.0
h1,RIDGE,92251,CLEAN,CAL,False,141,0.2008751853299411,49.041589611548524,0.26038364800049774,0.6130952380952381,125.50744855437203,0.6663749597979293,0.0
h1,RIDGE,92251,CLEAN,CAL,False,190,0.0969699025219379,11.804584178313874,0.12086211426289586,0.7380952380952381,37.08302241519294,0.3796772867774799,0.0
h1,RIDGE,92251,CLEAN,CAL,False,26,0.2540886485255432,25.580390306995557,0.3200483628495858,0.7738095238095238,81.71651049024162,1.0223939152730839,0.0
h1,RIDGE,92252,CLEAN,RAW,True,160,0.10476919115973168,44.35753486269997,0.13215085944368574,0.8452380952380952,151.16368811471122,0.4503498980019834,0.0
h1,RIDGE,92252,CLEAN,RAW,True,83,0.16953926922690685,60.242116473969965,0.2061855310129718,0.875,181.69131058738344,0.621859282950151,0.04352678571428571
h1,RIDGE,92252,CLEAN,RAW,True,227,0.10191397115400945,10.48669383639381,0.12724441683231758,0.8601190476190476,40.671651340666266,0.49350544959078363,0.0
h1,RIDGE,92252,CLEAN,RAW,True,145,0.11285574907014848,14.466753914242698,0.13961292072744566,0.7708333333333333,44.007015682402105,0.424694304495625,0.0
h1,RIDGE,92252,CLEAN,RAW,True,181,0.09370734896859248,155.67713346935452,0.1216621237042858,0.7678571428571429,462.2184717087519,0.3612250536107539,0.0
h1,RIDGE,92252,CLEAN,RAW,True,141,0.18190998451205437,44.81319236755371,0.23793320321868033,0.7857142857142857,136.18758001781646,0.723080535893727,0.0
h1,RIDGE,92252,CLEAN,RAW,True,190,0.08223209570603218,10.098838760739282,0.10339771276868258,0.8482142857142857,39.716436113630024,0.4066396890539351,0.0
h1,RIDGE,92252,CLEAN,RAW,True,26,0.25235501846860153,25.35395644959949,0.31721534175477056,0.7648809523809524,80.19862797146752,1.0034029691107496,0.0
h1,RIDGE,92252,CLEAN,CAL,False,160,0.10480210840282066,44.570272675188406,0.13278465221065391,0.8273809523809524,144.95551776519753,0.43185439211328885,0.0
h1,RIDGE,92252,CLEAN,CAL,False,83,0.2044502588671599,72.40818028506744,0.2478252753322591,0.45535714285714285,202.3219812773023,0.6924701120566065,0.04352678571428571
h1,RIDGE,92252,CLEAN,CAL,False,227,0.10510106492039915,11.086406712983981,0.1345212684729858,0.8273809523809524,38.42980754046648,0.4663031576734231,0.0
h1,RIDGE,92252,CLEAN,CAL,False,145,0.11266499531303438,14.513560291993295,0.14006463056817223,0.7738095238095238,43.137931914360976,0.41630712075473203,0.0
h1,RIDGE,92252,CLEAN,CAL,False,181,0.09557111765195812,157.53026619940348,0.12311035221684417,0.7321428571428571,435.6552930400259,0.34046585373886173,0.0
h1,RIDGE,92252,CLEAN,CAL,False,141,0.19956213396822073,48.83319588040274,0.25927719283935846,0.6220238095238095,126.18104690448465,0.6699513935366948,0.0
h1,RIDGE,92252,CLEAN,CAL,False,190,0.09786828866093882,11.934148179976129,0.12218866494326877,0.7321428571428571,36.935073018731195,0.37816249586318945,0.0
h1,RIDGE,92252,CLEAN,CAL,False,26,0.252732273487494,25.40753926629419,0.3178857417195169,0.7708333333333333,79.95646722141377,1.0003731814229544,0.0
h1,UNSHRUNK,92251,CLEAN,RAW,True,160,0.10557383606550745,44.81800606137231,0.13352270449418208,0.8363095238095238,148.88713818504698,0.44356755469316766,0.0
h1,UNSHRUNK,92251,CLEAN,RAW,True,83,0.17194571162651237,61.129562559581935,0.2092229167012112,0.8630952380952381,183.39674023219519,0.6276963108884491,0.04538690476190477
h1,UNSHRUNK,92251,CLEAN,RAW,True,227,0.10412889578555946,10.739751361665272,0.1303149896678138,0.8511904761904762,40.66601412636893,0.4934370482378868,0.0
h1,UNSHRUNK,92251,CLEAN,RAW,True,145,0.11320144965016983,14.545120466323127,0.14036920532923988,0.7678571428571429,43.15290600912912,0.4164516298213977,0.0
h1,UNSHRUNK,92251,CLEAN,RAW,True,181,0.09391674945517026,155.7306576683408,0.12170395301841251,0.7619047619047619,462.1595161074684,0.3611789796402448,0.0
h1,UNSHRUNK,92251,CLEAN,RAW,True,141,0.18419595392796048,45.127031780424566,0.23959951648170733,0.7589285714285714,135.51367450895765,0.719502471312334,0.0
h1,UNSHRUNK,92251,CLEAN,RAW,True,190,0.08336381136929642,10.214248475574312,0.10457934372922625,0.8244047619047619,39.8011406489781,0.40750694274751564,0.0
h1,UNSHRUNK,92251,CLEAN,RAW,True,26,0.25390933045642605,25.537827173868813,0.31951583535835215,0.7738095238095238,81.5554435366676,1.020378730431028,0.0
h1,UNSHRUNK,92251,CLEAN,CAL,False,160,0.10514833456774884,44.7999135794921,0.13346880300850802,0.8154761904761905,143.32790779105977,0.4270053837635871,0.0
h1,UNSHRUNK,92251,CLEAN,CAL,False,83,0.2071095474140181,73.32181910522749,0.25095230864906093,0.43154761904761907,202.36601034889424,0.6926208065879002,0.04538690476190477
h1,UNSHRUNK,92251,CLEAN,CAL,False,227,0.10537130509260709,11.131339965281429,0.1350664837309278,0.8303571428571429,38.429535631905374,0.4662998583641433,0.0
h1,UNSHRUNK,92251,CLEAN,CAL,False,145,0.11220260145014514,14.426827090113164,0.13922760273799625,0.7708333333333333,42.33076991646534,0.408517519528747,0.0
h1,UNSHRUNK,92251,CLEAN,CAL,False,181,0.09583544121015011,157.77630062712032,0.1233026288236478,0.744047619047619,436.7674830079172,0.3413350333700687,0.0
h1,UNSHRUNK,92251,CLEAN,CAL,False,141,0.2009525043754539,49.046027046926135,0.26040720832186054,0.6101190476190476,125.2702405278695,0.6651155167055466,0.0
h1,UNSHRUNK,92251,CLEAN,CAL,False,190,0.09699686335726125,11.8064148027339,0.12088085724735716,0.7380952380952381,37.01159056497772,0.37894592645912306,0.0
h1,UNSHRUNK,92251,CLEAN,CAL,False,26,0.25410543766414556,25.583774711805074,0.32009070673900686,0.7738095238095238,81.6585221824706,1.0216683961256512,0.0
h1,UNSHRUNK,92252,CLEAN,RAW,True,160,0.10477325447472519,44.35716065906343,0.13214974460869033,0.8452380952380952,151.24106107439314,0.4505804090786543,0.0
h1,UNSHRUNK,92252,CLEAN,RAW,True,83,0.1693888028084476,60.19429595129831,0.2060218598068874,0.875,181.77220735095798,0.622136161372277,0.04389880952380952
h1,UNSHRUNK,92252,CLEAN,RAW,True,227,0.1019161151663829,10.487077985491071,0.1272490780562095,0.8601190476190476,40.69394270579021,0.49377593062130126,0.0
h1,UNSHRUNK,92252,CLEAN,RAW,True,145,0.11285211782324363,14.466988654363721,0.13961518611151888,0.7708333333333333,43.99590001787458,0.424587031613283,0.0
h1,UNSHRUNK,92252,CLEAN,RAW,True,181,0.09370262099869361,155.67223321823846,0.12165829414406601,0.7678571428571429,461.71804664248515,0.36083396999455386,0.0
h1,UNSHRUNK,92252,CLEAN,RAW,True,141,0.1818855653163969,44.80630347842261,0.23789662703718148,0.7857142857142857,136.02525375002907,0.7222186734192929,0.0
h1,UNSHRUNK,92252,CLEAN,RAW,True,190,0.0822469361703718,10.101956231253487,0.10342963122271771,0.8452380952380952,39.66518288566953,0.40611492906234786,0.0
h1,UNSHRUNK,92252,CLEAN,RAW,True,26,0.2523333552676119,25.35255000704811,0.31719774508675214,0.7648809523809524,80.18983341398693,1.0032929362422174,0.0
h1,UNSHRUNK,92252,CLEAN,CAL,False,160,0.1047967107259787,44.56855432322498,0.13277953286194583,0.8303571428571429,145.0111359555467,0.4320200909438956,0.0
h1,UNSHRUNK,92252,CLEAN,CAL,False,83,0.20429392137324912,72.35052341246053,0.2476279380939477,0.45535714285714285,202.53237592772908,0.6931902118017618,0.04389880952380952
h1,UNSHRUNK,92252,CLEAN,CAL,False,227,0.10509598872984006,11.08537928574864,0.13450880178124883,0.8303571428571429,38.44873642464553,0.46653283872125645,0.0
h1,UNSHRUNK,92252,CLEAN,CAL,False,145,0.11267862618943336,14.516618010103766,0.14009413939639276,0.7738095238095238,43.1348204919032,0.41627709364709464,0.0
h1,UNSHRUNK,92252,CLEAN,CAL,False,181,0.09558788676854856,157.54612794534344,0.12312274821652447,0.7291666666666667,435.2174847039092,0.3401237052758192,0.0
h1,UNSHRUNK,92252,CLEAN,CAL,False,141,0.19956009788536547,48.83068798708151,0.2592638773164125,0.6220238095238095,126.03884855464013,0.6691963991459042,0.0
h1,UNSHRUNK,92252,CLEAN,CAL,False,190,0.09788608327101252,11.93650894887028,0.12221283585141117,0.7321428571428571,36.892122893160696,0.37772274780380044,0.0
h1,UNSHRUNK,92252,CLEAN,CAL,False,26,0.2527117908405427,25.405884068722624,0.31786503275977795,0.7708333333333333,79.94560821482891,1.0002373192551786,0.0
h1,FIXED_SHRINK,92251,CLEAN,RAW,True,160,0.10557383606550745,44.81800606137231,0.13352270449418208,0.8363095238095238,148.88713818504698,0.44356755469316766,0.0
h1,FIXED_SHRINK,92251,CLEAN,RAW,True,83,0.17194571162651237,61.129562559581935,0.2092229167012112,0.8630952380952381,183.39674023219519,0.6276963108884491,0.04538690476190477
h1,FIXED_SHRINK,92251,CLEAN,RAW,True,227,0.10412889578555946,10.739751361665272,0.1303149896678138,0.8511904761904762,40.66601412636893,0.4934370482378868,0.0
h1,FIXED_SHRINK,92251,CLEAN,RAW,True,145,0.11320144965016983,14.545120466323127,0.14036920532923988,0.7678571428571429,43.15290600912912,0.4164516298213977,0.0
h1,FIXED_SHRINK,92251,CLEAN,RAW,True,181,0.09391674945517026,155.7306576683408,0.12170395301841251,0.7619047619047619,462.1595161074684,0.3611789796402448,0.0
h1,FIXED_SHRINK,92251,CLEAN,RAW,True,141,0.18419595392796048,45.127031780424566,0.23959951648170733,0.7589285714285714,135.51367450895765,0.719502471312334,0.0
