method,baseline,policy,condition,seed,method_score,baseline_score,gain_percent,ci_low,ci_high,replicates
H3,H2,selected,PRIMARY,73101,0.3820574121025961,0.38214117589976354,0.021919594759772513,-0.02400210504855244,0.17814876822975306,2000
H3,H2,selected,PRIMARY,73102,0.3796014632323502,0.3799654817317737,0.09580304446719123,-0.023740093527028192,0.41592063602491924,2000
H3,H2,selected,PRIMARY,MEAN,0.3808294376674731,0.3810533288157686,0.0587558568222638,-0.02387276338917403,0.2417705656748968,2000
H3,H1,selected,PRIMARY,73101,0.3820574121025961,0.381998757268967,-0.015354718441610633,-0.1467403017374548,0.2929294333151398,2000
H3,H1,selected,PRIMARY,73102,0.3796014632323502,0.38005306562666286,0.11882614170418392,0.004007041290427765,0.202925685744188,2000
H3,H1,selected,PRIMARY,MEAN,0.3808294376674731,0.38102591144781495,0.051564414502747125,-0.03072983266150132,0.24700126264033415,2000
H3,BLEND,selected,PRIMARY,73101,0.3820574121025961,0.38211360686989315,0.014706298411457127,-0.2704906197867401,0.5840223776305871,2000
H3,BLEND,selected,PRIMARY,73102,0.3796014632323502,0.37988788761580466,0.07539708234765155,-0.1362897203056383,0.48880909972341324,2000
H3,BLEND,selected,PRIMARY,MEAN,0.3808294376674731,0.38100074724284894,0.04496305495868716,-0.20419767529264285,0.42608282906806705,2000
H3,H2,selected,standard,73101,0.3820574121025961,0.38214117589976354,0.021919594759772513,-0.02400210504855244,0.17814876822975306,2000
H3,H2,selected,standard,73102,0.3796014632323502,0.3799654817317737,0.09580304446719123,-0.023740093527028192,0.41592063602491924,2000
H3,H2,selected,standard,MEAN,0.3808294376674731,0.3810533288157686,0.0587558568222638,-0.02387276338917403,0.2417705656748968,2000
H3,H1,selected,standard,73101,0.3820574121025961,0.381998757268967,-0.015354718441610633,-0.1467403017374548,0.2929294333151398,2000
H3,H1,selected,standard,73102,0.3796014632323502,0.38005306562666286,0.11882614170418392,0.004007041290427765,0.202925685744188,2000
H3,H1,selected,standard,MEAN,0.3808294376674731,0.38102591144781495,0.051564414502747125,-0.03072983266150132,0.24700126264033415,2000
H3,BLEND,selected,standard,73101,0.3820574121025961,0.38211360686989315,0.014706298411457127,-0.2704906197867401,0.5840223776305871,2000
H3,BLEND,selected,standard,73102,0.3796014632323502,0.37988788761580466,0.07539708234765155,-0.1362897203056383,0.48880909972341324,2000
H3,BLEND,selected,standard,MEAN,0.3808294376674731,0.38100074724284894,0.04496305495868716,-0.20419767529264285,0.42608282906806705,2000
H3,H2,fixed512,PRIMARY,73101,0.3820574121025961,0.38214117589976354,0.021919594759772513,-0.02400210504855244,0.17814876822975306,2000
H3,H2,fixed512,PRIMARY,73102,0.3796014632323502,0.3799654817317737,0.09580304446719123,-0.023740093527028192,0.41592063602491924,2000
H3,H2,fixed512,PRIMARY,MEAN,0.3808294376674731,0.3810533288157686,0.0587558568222638,-0.02387276338917403,0.2417705656748968,2000
H3,H1,fixed512,PRIMARY,73101,0.3820574121025961,0.381998757268967,-0.015354718441610633,-0.1467403017374548,0.2929294333151398,2000
H3,H1,fixed512,PRIMARY,73102,0.3796014632323502,0.38005306562666286,0.11882614170418392,0.004007041290427765,0.202925685744188,2000
H3,H1,fixed512,PRIMARY,MEAN,0.3808294376674731,0.38102591144781495,0.051564414502747125,-0.03072983266150132,0.24700126264033415,2000
H3,H2,fixed512,standard,73101,0.3820574121025961,0.38214117589976354,0.021919594759772513,-0.02400210504855244,0.17814876822975306,2000
H3,H2,fixed512,standard,73102,0.3796014632323502,0.3799654817317737,0.09580304446719123,-0.023740093527028192,0.41592063602491924,2000
H3,H2,fixed512,standard,MEAN,0.3808294376674731,0.3810533288157686,0.0587558568222638,-0.02387276338917403,0.2417705656748968,2000
H3,H1,fixed512,standard,73101,0.3820574121025961,0.381998757268967,-0.015354718441610633,-0.1467403017374548,0.2929294333151398,2000
H3,H1,fixed512,standard,73102,0.3796014632323502,0.38005306562666286,0.11882614170418392,0.004007041290427765,0.202925685744188,2000
H3,H1,fixed512,standard,MEAN,0.3808294376674731,0.38102591144781495,0.051564414502747125,-0.03072983266150132,0.24700126264033415,2000
