arm,seed,policy,condition,channel,origin,normalized_MSE,raw_MAE
H0,73101,selected,standard,0,14035,0.0939851470633874,0.00650916187632829
H0,73101,selected,standard,0,14036,0.09373985420024449,0.006300725671338538
H0,73101,selected,standard,0,14037,0.09333574821946083,0.006523749504300455
H0,73101,selected,standard,0,14038,0.09441822942409027,0.006887387270045778
H0,73101,selected,standard,0,14039,0.09465255099449997,0.008019098973522583
H0,73101,selected,standard,0,14040,0.09236492267011039,0.007079968967909615
H0,73101,selected,standard,0,14041,0.09436669869800263,0.0070247614918897555
H0,73101,selected,standard,0,14042,0.0944768562317972,0.006928238353567818
H0,73101,selected,standard,0,14043,0.09438498283941792,0.007007559728622437
H0,73101,selected,standard,0,14044,0.09267750497082533,0.006881365191253523
H0,73101,selected,standard,0,14045,0.09238986202066479,0.007243463008354108
H0,73101,selected,standard,0,14046,0.09061195303277249,0.007148339526417355
H0,73101,selected,standard,0,14047,0.08518159051107921,0.00728266154564917
H0,73101,selected,standard,0,14048,0.08721996884218569,0.006699938175206382
H0,73101,selected,standard,0,14049,0.08658218695035635,0.0064306200162197145
H0,73101,selected,standard,0,14050,0.08826145706650323,0.006507305728892485
H0,73101,selected,standard,0,14051,0.09084768431115582,0.0068329880258068436
H0,73101,selected,standard,0,14052,0.08940582538125459,0.006605716792928675
H0,73101,selected,standard,0,14053,0.08846633232362555,0.0065000439122319216
H0,73101,selected,standard,0,14054,0.08950297775732075,0.006599245825099448
H0,73101,selected,standard,0,14055,0.08620607283343061,0.0065679015922049675
H0,73101,selected,standard,0,14056,0.08763506951211057,0.0065169969695309795
H0,73101,selected,standard,0,14057,0.08850123860655161,0.006276305177869896
H0,73101,selected,standard,0,14058,0.08989448408450158,0.006306882181949913
H0,73101,selected,standard,0,15745,0.9846090561666775,0.02816502784490586
H0,73101,selected,standard,0,15746,0.8786873148001842,0.026879764057571687
H0,73101,selected,standard,0,15747,0.77796307291763,0.025148026136743527
H0,73101,selected,standard,0,15748,0.6419002553446344,0.02412568581712743
H0,73101,selected,standard,0,15749,0.7509677403506219,0.024533317243059478
H0,73101,selected,standard,0,15750,0.4923565562200071,0.01915797171803812
H0,73101,selected,standard,0,15751,0.5838297330121439,0.02111150734393547
H0,73101,selected,standard,0,15752,0.5811392368415763,0.021904287993907933
H0,73101,selected,standard,0,15753,0.36792799695222883,0.01937271324582398
H0,73101,selected,standard,0,15754,0.23719590568015914,0.015748426279922328
H0,73101,selected,standard,0,15755,0.22043555962623915,0.015237971425428987
H0,73101,selected,standard,0,15756,0.2671747194311442,0.016413082983717325
H0,73101,selected,standard,0,15757,0.2617300603287072,0.015321336140235266
H0,73101,selected,standard,0,15758,0.18882765632294227,0.013523009030955534
H0,73101,selected,standard,0,15759,0.22023578205090355,0.014941491354877748
H0,73101,selected,standard,0,15768,0.2600612787381969,0.0159288967654109
H0,73101,selected,standard,0,17473,0.00956071920804386,0.0041652071176096804
H0,73101,selected,standard,0,17474,0.010505527188041071,0.004427489924058318
H0,73101,selected,standard,0,17475,0.009254368793336869,0.004142138342124721
H0,73101,selected,standard,0,17476,0.007960033812164168,0.004118392321777841
H0,73101,selected,standard,0,17477,0.007049924439498405,0.0039992609493434425
H0,73101,selected,standard,0,17478,0.0070314491736341135,0.003708781236968935
H0,73101,selected,standard,0,17479,0.006700318406351296,0.003522576375119388
H0,73101,selected,standard,0,17480,0.006087624932013637,0.003597387887972097
H0,73101,selected,standard,0,17481,0.005878704453634751,0.0036489840795596432
H0,73101,selected,standard,0,17482,0.006446171427462045,0.0036859614810595912
H0,73101,selected,standard,0,17483,0.006960460177549806,0.0037492149973909054
H0,73101,selected,standard,0,17484,0.007565553800402854,0.0038294759124517445
H0,73101,selected,standard,0,17485,0.00672089585455847,0.0035426925827438636
H0,73101,selected,standard,0,17486,0.00725172309657347,0.0038397324059779455
H0,73101,selected,standard,0,17487,0.005439928467416551,0.003243335608765483
H0,73101,selected,standard,0,17488,0.008783535844438506,0.004422865128455063
H0,73101,selected,standard,0,17489,0.00928183414358866,0.004409983265089492
H0,73101,selected,standard,0,17490,0.009279933201653929,0.004427900636196137
H0,73101,selected,standard,0,17491,0.008330417486468409,0.004294889285415411
H0,73101,selected,standard,0,17492,0.00672972124644734,0.003939997323726615
H0,73101,selected,standard,0,17493,0.006362331801650446,0.003887181336556872
H0,73101,selected,standard,0,17494,0.006786816358246773,0.003753706721899411
H0,73101,selected,standard,0,17495,0.007718709103486962,0.0038399870435396836
H0,73101,selected,standard,0,17496,0.006919979882541743,0.0038143904674177373
H0,73101,selected,standard,1,14035,0.03407554132280809,0.0058997122624268135
H0,73101,selected,standard,1,14036,0.03000019254431387,0.005290582695230841
H0,73101,selected,standard,1,14037,0.04069319632164621,0.00603742572106421
H0,73101,selected,standard,1,14038,0.10666705065861126,0.00880494902121524
H0,73101,selected,standard,1,14039,0.15434908004746603,0.00983644212478151
H0,73101,selected,standard,1,14040,0.0774763306358819,0.007941127033283313
H0,73101,selected,standard,1,14041,0.08846598504077231,0.00830025575645268
H0,73101,selected,standard,1,14042,0.06592405192345875,0.007228411511331797
H0,73101,selected,standard,1,14043,0.08698098821822836,0.008019401788152756
H0,73101,selected,standard,1,14044,0.10551738989926644,0.008271408649161456
H0,73101,selected,standard,1,14045,0.1496546328529302,0.009031423282064499
H0,73101,selected,standard,1,14046,0.12053230320301178,0.008532534189211826
H0,73101,selected,standard,1,14047,0.15209254341167433,0.009600057504574459
H0,73101,selected,standard,1,14048,0.11507469579543166,0.008990285281836987
H0,73101,selected,standard,1,14049,0.06882648306195004,0.007097533214030165
H0,73101,selected,standard,1,14050,0.05521338846877658,0.006333067188970744
H0,73101,selected,standard,1,14051,0.06689504550482801,0.007030528280014793
H0,73101,selected,standard,1,14052,0.09248554196882593,0.008094771823845803
H0,73101,selected,standard,1,14053,0.12524855972352755,0.009223403998402257
H0,73101,selected,standard,1,14054,0.29528064397786496,0.01383159235920757
H0,73101,selected,standard,1,14055,0.34259363200056536,0.014579720959626138
H0,73101,selected,standard,1,14056,0.1542156720745587,0.010532366632980605
H0,73101,selected,standard,1,14057,0.08425538672239498,0.008132227350647251
H0,73101,selected,standard,1,14058,0.06371684457019682,0.007113873171557983
H0,73101,selected,standard,1,15745,0.33512570896357863,0.013130878629783788
H0,73101,selected,standard,1,15746,0.330601673380298,0.012609990885294972
H0,73101,selected,standard,1,15747,0.33290882933953353,0.012471063335177798
H0,73101,selected,standard,1,15748,0.33085671606816885,0.012580437292096514
H0,73101,selected,standard,1,15749,0.28673126891604744,0.011992404211250444
H0,73101,selected,standard,1,15750,0.24100031652892817,0.01117650988716632
H0,73101,selected,standard,1,15751,0.18165092806276015,0.011045238926944631
H0,73101,selected,standard,1,15752,0.1404209059405535,0.0107102709652856
H0,73101,selected,standard,1,15753,0.25124411118266654,0.01282722810395062
H0,73101,selected,standard,1,15754,0.30879488197739796,0.013247174533021946
H0,73101,selected,standard,1,15755,0.31758081072434335,0.013858702903116743
H0,73101,selected,standard,1,15756,0.3314240573218946,0.014547685185012718
H0,73101,selected,standard,1,15757,0.2741752660798816,0.013340449383233985
H0,73101,selected,standard,1,15758,0.28059848556415395,0.013184980181666714
H0,73101,selected,standard,1,15759,0.28671400289062476,0.01310076313794901
H0,73101,selected,standard,1,15768,0.23381575833748505,0.011493177849178512
H0,73101,selected,standard,1,17473,0.05909499082467241,0.0097684940972055
H0,73101,selected,standard,1,17474,0.05981698148303444,0.00965541211074839
H0,73101,selected,standard,1,17475,0.06119659261912247,0.009951928693366547
H0,73101,selected,standard,1,17476,0.06432628773877343,0.010366866093439361
H0,73101,selected,standard,1,17477,0.055903720663542524,0.009719396339977782
H0,73101,selected,standard,1,17478,0.06331849003688012,0.009942181369910638
H0,73101,selected,standard,1,17479,0.06648013878819252,0.010231425237158934
H0,73101,selected,standard,1,17480,0.06296704767748633,0.010386347821106513
H0,73101,selected,standard,1,17481,0.0594673559141396,0.010288443362278243
H0,73101,selected,standard,1,17482,0.05934385905846155,0.010177942825605473
H0,73101,selected,standard,1,17483,0.050992095726834365,0.009343062525553008
H0,73101,selected,standard,1,17484,0.043285532448823716,0.008139009630121291
H0,73101,selected,standard,1,17485,0.03194402667764097,0.006901773736687998
H0,73101,selected,standard,1,17486,0.02988689471875992,0.00657634426355362
H0,73101,selected,standard,1,17487,0.025890059627893452,0.006324572250557443
H0,73101,selected,standard,1,17488,0.019726283842297666,0.00509495154004544
H0,73101,selected,standard,1,17489,0.020240788950196317,0.005234074947734674
H0,73101,selected,standard,1,17490,0.027795281059064824,0.006055142081342638
H0,73101,selected,standard,1,17491,0.0354351257681815,0.007027454109862448
H0,73101,selected,standard,1,17492,0.037359449440071135,0.007406446030922234
H0,73101,selected,standard,1,17493,0.03783654358763634,0.007457019530547161
H0,73101,selected,standard,1,17494,0.03179604799168551,0.00674521422299246
H0,73101,selected,standard,1,17495,0.03132794236218472,0.006352625341216723
H0,73101,selected,standard,1,17496,0.028932527606224927,0.006125392809882761
H0,73101,selected,standard,2,14035,0.12422485587433063,0.02090597861322264
H0,73101,selected,standard,2,14036,0.1366314164004356,0.022180468851948774
H0,73101,selected,standard,2,14037,0.1139532884962114,0.019235826026896635
H0,73101,selected,standard,2,14038,0.11133116479708476,0.01897698453168074
H0,73101,selected,standard,2,14039,0.11196422183507297,0.01896352015820642
H0,73101,selected,standard,2,14040,0.1078004643853071,0.018209166194746895
