arm,updates,clip_fraction,gradnorm_median,gradnorm_max,contaminated_updates,minimum_boundary_free_MiB,mean_update_seconds,mean_penalty,mean_penalty_coefficient,mean_task
D0,2048,0.001953125,0.17156923562288284,1.691503882408142,0,8052,0.18060526835648716,0.02836780096577872,0.0,0.08349843399855672
D1,2048,0.00390625,0.1676444634795189,4.25292444229126,0,8053,0.1797461505855864,0.009983888107882422,0.11340176160963521,0.0854283007702179
D2,2048,0.0029296875,0.17099469900131226,1.458765983581543,0,8054,0.17983951384380248,0.016160182399814857,0.11340176160963521,0.08459629595836304
D3,2048,0.00244140625,0.17174354195594788,1.7452349662780762,0,8052,0.17964620545147625,0.014244049689860788,0.11340176160963521,0.08436203220799143
