id,arm,seed,updates,optimizer_seconds,seconds,trainable_parameters,peak_allocated_bytes,peak_reserved_bytes,status
D0_73100_1e-04,D0,73100,512,92.93678528789314,109.42448374500964,1179648,705305088,729808896,COMPLETE
D0_73100_3e-05,D0,73100,512,92.47884016871103,107.1537231260154,1179648,704584192,734003200,COMPLETE
D1_73100_1e-04,D1,73100,512,91.9040758117626,108.25973427901044,1179648,704584192,734003200,COMPLETE
D1_73100_3e-05,D1,73100,512,92.13079215577454,106.68138168597943,1179648,704584192,734003200,COMPLETE
D2_73100_1e-04,D2,73100,512,92.12687967016245,108.82360220898408,1179648,704584192,734003200,COMPLETE
D2_73100_3e-05,D2,73100,512,91.99284544988768,106.47758747800253,1179648,704584192,734003200,COMPLETE
D3_73100_1e-04,D3,73100,512,92.17764253402129,108.86964002100285,1179648,704584192,734003200,COMPLETE
D3_73100_3e-05,D3,73100,512,92.0603539305157,106.82537686699652,1179648,704584192,734003200,COMPLETE
D0_73101_3e-05,D0,73101,512,92.63602473010542,109.26282833798905,1179648,704584192,734003200,COMPLETE
D1_73101_3e-05,D1,73101,512,92.1185938019189,108.85586418598541,1179648,704584192,734003200,COMPLETE
D2_73101_3e-05,D2,73101,512,92.0714746438316,108.89812960699783,1179648,704584192,734003200,COMPLETE
D3_73101_3e-05,D3,73101,512,91.89036675097304,108.72564759798115,1179648,704584192,734003200,COMPLETE
D0_73102_3e-05,D0,73102,512,91.8279394073761,108.69816558400635,1179648,704584192,734003200,COMPLETE
D1_73102_3e-05,D1,73102,512,91.96665462982492,108.92877308899187,1179648,704584192,734003200,COMPLETE
D2_73102_3e-05,D2,73102,512,92.12012458822574,108.8497979019885,1179648,704584192,734003200,COMPLETE
D3_73102_3e-05,D3,73102,512,91.78706554911332,108.66189782798756,1179648,704584192,734003200,COMPLETE
