arm,buffers_unchanged,frozen_unchanged,id,initial_lora_hash,lr,optimizer_seconds,peak_allocated_bytes,peak_reserved_bytes,seconds,seed,started_at,status,trainable_parameters,updates
D0,True,True,D0_73100_1e-04,abb6e515ed29207a41019264de502dbf268fcb0c983b289038f3b43069dcca7e,0.0001,92.93678528789314,705305088,729808896,109.42448374500964,73100,1789567238.3792608,COMPLETE,1179648,512
D0,True,True,D0_73100_3e-05,abb6e515ed29207a41019264de502dbf268fcb0c983b289038f3b43069dcca7e,3e-05,92.47884016871103,704584192,734003200,107.1537231260154,73100,1789567348.7854288,COMPLETE,1179648,512
D1,True,True,D1_73100_1e-04,abb6e515ed29207a41019264de502dbf268fcb0c983b289038f3b43069dcca7e,0.0001,91.9040758117626,704584192,734003200,108.25973427901044,73100,1789567456.917022,COMPLETE,1179648,512
D1,True,True,D1_73100_3e-05,abb6e515ed29207a41019264de502dbf268fcb0c983b289038f3b43069dcca7e,3e-05,92.13079215577454,704584192,734003200,106.68138168597943,73100,1789567566.163514,COMPLETE,1179648,512
D2,True,True,D2_73100_1e-04,abb6e515ed29207a41019264de502dbf268fcb0c983b289038f3b43069dcca7e,0.0001,92.12687967016245,704584192,734003200,108.82360220898408,73100,1789567673.8268335,COMPLETE,1179648,512
D2,True,True,D2_73100_3e-05,abb6e515ed29207a41019264de502dbf268fcb0c983b289038f3b43069dcca7e,3e-05,91.99284544988768,704584192,734003200,106.47758747800253,73100,1789567783.625362,COMPLETE,1179648,512
D3,True,True,D3_73100_1e-04,abb6e515ed29207a41019264de502dbf268fcb0c983b289038f3b43069dcca7e,0.0001,92.17764253402129,704584192,734003200,108.86964002100285,73100,1789567891.0848353,COMPLETE,1179648,512
D3,True,True,D3_73100_3e-05,abb6e515ed29207a41019264de502dbf268fcb0c983b289038f3b43069dcca7e,3e-05,92.0603539305157,704584192,734003200,106.82537686699652,73100,1789568000.927514,COMPLETE,1179648,512
D0,True,True,D0_73101_3e-05,297d30a36576bebace5f8baa8420b9eb9bd3033cc56b787dae8754d63663bbcd,3e-05,92.63602473010542,704584192,734003200,109.26282833798905,73101,1789568108.7210512,COMPLETE,1179648,512
D1,True,True,D1_73101_3e-05,297d30a36576bebace5f8baa8420b9eb9bd3033cc56b787dae8754d63663bbcd,3e-05,92.1185938019189,704584192,734003200,108.85586418598541,73101,1789568218.9825265,COMPLETE,1179648,512
D2,True,True,D2_73101_3e-05,297d30a36576bebace5f8baa8420b9eb9bd3033cc56b787dae8754d63663bbcd,3e-05,92.0714746438316,704584192,734003200,108.89812960699783,73101,1789568328.8380558,COMPLETE,1179648,512
D3,True,True,D3_73101_3e-05,297d30a36576bebace5f8baa8420b9eb9bd3033cc56b787dae8754d63663bbcd,3e-05,91.89036675097304,704584192,734003200,108.72564759798115,73101,1789568438.7244263,COMPLETE,1179648,512
D0,True,True,D0_73102_3e-05,4fa9669a773f9f147174688e7a3778e96c97f04d54a8f8c8e422295111950a15,3e-05,91.8279394073761,704584192,734003200,108.69816558400635,73102,1789568548.4286034,COMPLETE,1179648,512
D1,True,True,D1_73102_3e-05,4fa9669a773f9f147174688e7a3778e96c97f04d54a8f8c8e422295111950a15,3e-05,91.96665462982492,704584192,734003200,108.92877308899187,73102,1789568658.1105163,COMPLETE,1179648,512
D2,True,True,D2_73102_3e-05,4fa9669a773f9f147174688e7a3778e96c97f04d54a8f8c8e422295111950a15,3e-05,92.12012458822574,704584192,734003200,108.8497979019885,73102,1789568768.0198617,COMPLETE,1179648,512
D3,True,True,D3_73102_3e-05,4fa9669a773f9f147174688e7a3778e96c97f04d54a8f8c8e422295111950a15,3e-05,91.78706554911332,704584192,734003200,108.66189782798756,73102,1789568877.8842316,COMPLETE,1179648,512
