arm,seed,policy,origin,channel,normalized_MSE,raw_MAE,revision_normalized_MSE,revision_raw_MSE,innovation_MSE,high_innovation
D0,73101,selected,17452,0,0.003378007545128452,0.002517643859734138,0.0010278326587223733,3.894845129623348e-06,0.0018576735581071976,False
D0,73101,selected,17452,1,0.03208854488371071,0.006556660826131703,0.0012344534156675758,3.0978147278104724e-06,0.0019449002293351154,False
D0,73101,selected,17452,2,0.11989402916596854,0.015341023518082997,0.016567521675701514,0.00011045215166053876,0.054039544634062305,False
D0,73101,selected,17452,3,0.086798779999263,0.008854137886253497,0.007315383588663757,9.58982278391893e-06,0.019512228623254326,False
D0,73101,selected,17453,0,0.003251969970330893,0.002390085118450225,0.0008333532931932569,3.1578895530367155e-06,0.0017882473020727687,False
D0,73101,selected,17453,1,0.03138294007089889,0.006558118234388531,0.0010867949462257083,2.727271315221992e-06,0.002426524050853416,False
D0,73101,selected,17453,2,0.12068106842565524,0.01552469001505524,0.016952535590929806,0.00011301895773984406,0.0431941519664494,False
D0,73101,selected,17453,3,0.07671833114073658,0.008430143720408281,0.007563788283792974,9.915459433878625e-06,0.01898052634356716,False
D0,73101,selected,17454,0,0.0039670354860107705,0.0026579926842823626,0.0009653003618828292,3.657886700911417e-06,0.0025442218141696793,False
D0,73101,selected,17454,1,0.0364605436805728,0.0070931613989795245,0.0006356652905043063,1.5951782982570144e-06,0.003996739741943066,False
D0,73101,selected,17454,2,0.11418214321599522,0.014862248073207837,0.010864011808126043,7.242806156293816e-05,0.04507235005435902,False
D0,73101,selected,17454,3,0.07235124885119623,0.008039411060046403,0.003949547895203466,5.1775090031225095e-06,0.015029174017456848,False
D0,73101,selected,17455,0,0.0034923455635399014,0.0024963538760008914,0.0005131143836855808,1.9443836905529608e-06,0.0012941170474095563,False
D0,73101,selected,17455,1,0.041202039376833276,0.007555596747001012,0.0010452225872896465,2.622947033602737e-06,0.0048848146210490615,False
D0,73101,selected,17455,2,0.11333889951496054,0.014377969228972992,0.024452978096786718,0.00016302281645777633,0.0541084342495217,False
D0,73101,selected,17455,3,0.07434171369096815,0.008159021077180903,0.006190892686427141,8.115714373351218e-06,0.018482457743132643,False
D0,73101,selected,17456,0,0.003441105077144234,0.0024633190786466004,0.0002016927097834483,7.642896552412295e-07,0.0008779756363806289,False
D0,73101,selected,17456,1,0.0387043401591568,0.007278289210082343,0.0008068718660918068,2.0248148034678177e-06,0.001383349678663367,False
D0,73101,selected,17456,2,0.11594055639840768,0.014744003756530585,0.025547304530672204,0.00017031845859470074,0.057399159224867345,False
D0,73101,selected,17456,3,0.06922207275369692,0.00755008880890285,0.005427386289032607,7.1148248155229335e-06,0.011184541117944985,False
D0,73101,selected,17457,0,0.0033563948437320933,0.002387344087753445,0.0003684177911866065,1.3960737942044059e-06,0.0007139118543596336,False
D0,73101,selected,17457,1,0.04077853915907419,0.007652646539950123,0.0007347797432444568,1.8439023145223599e-06,0.0018852007791637221,False
D0,73101,selected,17457,2,0.11571108057599015,0.014814341721187035,0.014257352920525254,9.505074674900048e-05,0.05510502649617194,False
D0,73101,selected,17457,3,0.07355878163885762,0.007884355115549017,0.004998133270551496,6.552111961602985e-06,0.012090574055969333,False
D0,73101,selected,17458,0,0.003783853560038134,0.0026121353077702223,0.0006192580360801887,2.3466019739099586e-06,0.000799535551344678,False
D0,73101,selected,17458,1,0.03935772907868598,0.0075454940544751785,0.009528037165528254,2.3910253302298224e-05,0.00824472389245034,False
D0,73101,selected,17458,2,0.11523123909050054,0.015304523862153292,0.008439307604934656,5.626307312199194e-05,0.046698547417953366,False
D0,73101,selected,17458,3,0.07376193220806597,0.007880429482180625,0.02091555254927979,2.741844497206669e-05,0.01849183816293301,False
D0,73101,selected,17459,0,0.00412231147944078,0.002773817749600857,0.0005187665834558341,1.965802004672493e-06,0.0008482767711225928,False
D0,73101,selected,17459,1,0.03871222104731168,0.0075630297715465235,0.004405589733291034,1.1055662844190102e-05,0.010671681458444299,False
D0,73101,selected,17459,2,0.12740298998350189,0.016420234057617684,0.02827884838280239,0.00018852908186887374,0.052790538892574894,False
D0,73101,selected,17459,3,0.0770260767832249,0.008104316588646424,0.03883611086983022,5.091071662126313e-05,0.026640545161858025,False
D0,73101,selected,17460,0,0.004099014641946291,0.0027314909434566896,0.0005638449521800529,2.136620924841007e-06,0.0007160680973311589,False
D0,73101,selected,17460,1,0.032735516909116906,0.0066773830467214195,0.01261335043895105,3.165273169557934e-05,0.01456937908780784,False
D0,73101,selected,17460,2,0.12631510826473447,0.016378569004001718,0.04719147627170402,0.00031461555906045084,0.06502399738109878,False
D0,73101,selected,17460,3,0.0859582141011188,0.008567450885102154,0.05684118014137137,7.451377467468277e-05,0.04174174643515446,False
D0,73101,selected,17461,0,0.0035349131003603413,0.002435796153855821,0.0007122138964937694,2.6988467455946997e-06,0.001236292066371718,False
D0,73101,selected,17461,1,0.02959256147025533,0.006198086871455114,0.013760752830907413,3.4532095131586515e-05,0.017825907037807908,False
D0,73101,selected,17461,2,0.11810107642407594,0.01573105033673346,0.014092877956885904,9.39542270652569e-05,0.04977909784437007,False
D0,73101,selected,17461,3,0.07227314633297315,0.007783954080970337,0.028498402009348976,3.735889192714997e-05,0.028495762394476338,False
D0,73101,selected,17462,0,0.004008021836943911,0.0026737935370455186,0.00044633243071099754,1.6913217138950973e-06,0.0015362154821839194,False
D0,73101,selected,17462,1,0.031778612231967596,0.0065009831213081876,0.009718404310748715,2.438797254116984e-05,0.021747637781292604,False
D0,73101,selected,17462,2,0.12163091171298623,0.015722557596924404,0.016137377503150457,0.00010758447173154935,0.05892342822520865,False
D0,73101,selected,17462,3,0.07428859306885624,0.007803289682821682,0.040493770184491,5.308376180352036e-05,0.040543440249548195,False
D0,73101,selected,17463,0,0.004194220822456109,0.002833332412907233,0.0006882695851527458,2.6081127300744155e-06,0.0016030404247524912,False
