arm,seed,policy,condition,channel,normalized_RMSE,raw_RMSE,raw_MAE
D0,73101,selected,early,0,0.3822742949338577,0.02353200793938128,0.006538315642601811
D0,73101,selected,early,1,0.33482487441056213,0.01677289706989728,0.00745976844157558
D0,73101,selected,early,2,0.31724556493559114,0.025903227268502114,0.015268632701180956
D0,73101,selected,early,3,0.4043628192319897,0.014640568968092975,0.006402166736811827
D0,73101,selected,late,0,0.2868913394807591,0.017660432228562624,0.006012423505475939
D0,73101,selected,late,1,0.38504206433134863,0.0192885039499525,0.008038793319093141
D0,73101,selected,late,2,0.47479542974722444,0.038767236746983166,0.021441694021133783
D0,73101,selected,late,3,0.34875204739293086,0.012627096656209823,0.006500017508027182
D0,73101,fixed512,early,0,0.41514033439184317,0.025555172749861542,0.0090337756290799
D0,73101,fixed512,early,1,0.3917153488351095,0.01962279904764131,0.010020981009479147
D0,73101,fixed512,early,2,0.4108804057313843,0.03354854947143305,0.02218787054151956
D0,73101,fixed512,early,3,0.4424391975691622,0.01601918197746749,0.008930535181129623
D0,73101,fixed512,late,0,0.2968855048340229,0.01827565219380037,0.007032032256883879
D0,73101,fixed512,late,1,0.40794791108632383,0.0204359617384349,0.009424406309959402
D0,73101,fixed512,late,2,0.4359700867397675,0.03559713196110889,0.02272161583296256
D0,73101,fixed512,late,3,0.3453453954483673,0.012503753657366853,0.007216539375430633
D1,73101,selected,early,0,0.3822742949338577,0.02353200793938128,0.006538315642601811
D1,73101,selected,early,1,0.33482487441056213,0.01677289706989728,0.00745976844157558
D1,73101,selected,early,2,0.31724556493559114,0.025903227268502114,0.015268632701180956
D1,73101,selected,early,3,0.4043628192319897,0.014640568968092975,0.006402166736811827
D1,73101,selected,late,0,0.2868913394807591,0.017660432228562624,0.006012423505475939
D1,73101,selected,late,1,0.38504206433134863,0.0192885039499525,0.008038793319093141
D1,73101,selected,late,2,0.47479542974722444,0.038767236746983166,0.021441694021133783
D1,73101,selected,late,3,0.34875204739293086,0.012627096656209823,0.006500017508027182
D1,73101,fixed512,early,0,0.3976143489129632,0.024476309653649848,0.00852433964475155
D1,73101,fixed512,early,1,0.38503251206640976,0.019288025433662797,0.009708903509175677
D1,73101,fixed512,early,2,0.39838597394726105,0.03252837411875113,0.021554887962387873
D1,73101,fixed512,early,3,0.43985649855051207,0.015925671443590535,0.008692632518229463
D1,73101,fixed512,late,0,0.2724331384629695,0.01677041554251089,0.006573584684589878
D1,73101,fixed512,late,1,0.4069133815861599,0.020384137462079777,0.009255085790682157
D1,73101,fixed512,late,2,0.42116855716362506,0.03438858115091832,0.02205845994057405
D1,73101,fixed512,late,3,0.34236162282956,0.01239572164568555,0.007008932996926402
D2,73101,selected,early,0,0.3822742949338577,0.02353200793938128,0.006538315642601811
D2,73101,selected,early,1,0.33482487441056213,0.01677289706989728,0.00745976844157558
D2,73101,selected,early,2,0.31724556493559114,0.025903227268502114,0.015268632701180956
D2,73101,selected,early,3,0.4043628192319897,0.014640568968092975,0.006402166736811827
D2,73101,selected,late,0,0.2868913394807591,0.017660432228562624,0.006012423505475939
D2,73101,selected,late,1,0.38504206433134863,0.0192885039499525,0.008038793319093141
D2,73101,selected,late,2,0.47479542974722444,0.038767236746983166,0.021441694021133783
D2,73101,selected,late,3,0.34875204739293086,0.012627096656209823,0.006500017508027182
D2,73101,fixed512,early,0,0.38384731031154024,0.02362883948376435,0.008317646226358678
D2,73101,fixed512,early,1,0.40062096644722833,0.0200689218388912,0.009890682586407637
D2,73101,fixed512,early,2,0.39378002040657456,0.032152296169870156,0.02136717231721462
D2,73101,fixed512,early,3,0.4339210842809258,0.015710770770642594,0.008555481699685334
D2,73101,fixed512,late,0,0.26886057331850743,0.01655049588676217,0.006598714609839952
D2,73101,fixed512,late,1,0.41609719942793016,0.020844196565035836,0.009356781002856831
D2,73101,fixed512,late,2,0.42164476618531993,0.03442746380801324,0.022222674054309027
D2,73101,fixed512,late,3,0.34075120564869016,0.012337414049926108,0.006960880067227602
D3,73101,selected,early,0,0.3822742949338577,0.02353200793938128,0.006538315642601811
D3,73101,selected,early,1,0.33482487441056213,0.01677289706989728,0.00745976844157558
D3,73101,selected,early,2,0.31724556493559114,0.025903227268502114,0.015268632701180956
D3,73101,selected,early,3,0.4043628192319897,0.014640568968092975,0.006402166736811827
D3,73101,selected,late,0,0.2868913394807591,0.017660432228562624,0.006012423505475939
D3,73101,selected,late,1,0.38504206433134863,0.0192885039499525,0.008038793319093141
D3,73101,selected,late,2,0.47479542974722444,0.038767236746983166,0.021441694021133783
D3,73101,selected,late,3,0.34875204739293086,0.012627096656209823,0.006500017508027182
D3,73101,fixed512,early,0,0.3908184846292769,0.024057970428653475,0.008496041336927251
D3,73101,fixed512,early,1,0.39843416062462694,0.019959374813632347,0.009893634678163411
D3,73101,fixed512,early,2,0.39790711297449965,0.03248927492879091,0.021525515237683434
D3,73101,fixed512,early,3,0.43484740290923063,0.0157443095410713,0.008614589535662284
D3,73101,fixed512,late,0,0.2746760868722051,0.016908486766428487,0.00668578768428221
D3,73101,fixed512,late,1,0.41425823146599516,0.020752074316368753,0.009353787960845511
D3,73101,fixed512,late,2,0.4258571267819702,0.03477140473558481,0.022424465408011258
D3,73101,fixed512,late,3,0.34051207228222324,0.012328755863817454,0.0069783687438583
D0,73102,selected,early,0,0.3822742949338577,0.02353200793938128,0.006538315642601811
D0,73102,selected,early,1,0.33482487441056213,0.01677289706989728,0.00745976844157558
D0,73102,selected,early,2,0.31724556493559114,0.025903227268502114,0.015268632701180956
D0,73102,selected,early,3,0.4043628192319897,0.014640568968092975,0.006402166736811827
D0,73102,selected,late,0,0.2868913394807591,0.017660432228562624,0.006012423505475939
D0,73102,selected,late,1,0.38504206433134863,0.0192885039499525,0.008038793319093141
D0,73102,selected,late,2,0.47479542974722444,0.038767236746983166,0.021441694021133783
