timestamp_utc,reason
2020-01-01 00:00:00+00:00,MISSING_OR_NONFINITE_NO_INTERPOLATION
2020-01-01 01:00:00+00:00,MISSING_OR_NONFINITE_NO_INTERPOLATION
2020-01-01 02:00:00+00:00,MISSING_OR_NONFINITE_NO_INTERPOLATION
2020-01-01 03:00:00+00:00,MISSING_OR_NONFINITE_NO_INTERPOLATION
2020-01-01 04:00:00+00:00,MISSING_OR_NONFINITE_NO_INTERPOLATION
2025-02-28 13:00:00+00:00,MISSING_OR_NONFINITE_NO_INTERPOLATION
2025-06-25 21:00:00+00:00,MISSING_OR_NONFINITE_NO_INTERPOLATION
