index,origin_utc,utc_date,year,S,bin
35097,2024-01-02T09:00:00+00:00,2024-01-02,2024,0.3329199746239547,S<1
35098,2024-01-02T10:00:00+00:00,2024-01-02,2024,0.37820247476304136,S<1
35099,2024-01-02T11:00:00+00:00,2024-01-02,2024,0.4004243639241544,S<1
35100,2024-01-02T12:00:00+00:00,2024-01-02,2024,0.4004243639241544,S<1
35101,2024-01-02T13:00:00+00:00,2024-01-02,2024,0.34609545873853853,S<1
35102,2024-01-02T14:00:00+00:00,2024-01-02,2024,0.2873012996167838,S<1
35103,2024-01-02T15:00:00+00:00,2024-01-02,2024,0.2368062316979735,S<1
35104,2024-01-02T16:00:00+00:00,2024-01-02,2024,0.1735424537168901,S<1
35105,2024-01-02T17:00:00+00:00,2024-01-02,2024,0.125604490681947,S<1
35106,2024-01-02T18:00:00+00:00,2024-01-02,2024,0.10643514420829021,S<1
35107,2024-01-02T19:00:00+00:00,2024-01-02,2024,0.0300514416957309,S<1
35108,2024-01-02T20:00:00+00:00,2024-01-02,2024,0.0357673541407693,S<1
35109,2024-01-02T21:00:00+00:00,2024-01-02,2024,0.10980796345220373,S<1
35110,2024-01-02T22:00:00+00:00,2024-01-02,2024,0.18570167736451526,S<1
35111,2024-01-02T23:00:00+00:00,2024-01-02,2024,0.28214596753519994,S<1
35112,2024-01-03T00:00:00+00:00,2024-01-03,2024,0.402750582627204,S<1
35113,2024-01-03T01:00:00+00:00,2024-01-03,2024,0.5071360031956252,S<1
35114,2024-01-03T02:00:00+00:00,2024-01-03,2024,0.6141075957034096,S<1
35115,2024-01-03T03:00:00+00:00,2024-01-03,2024,0.7474148026769437,S<1
35116,2024-01-03T04:00:00+00:00,2024-01-03,2024,0.7474148026769437,S<1
35117,2024-01-03T05:00:00+00:00,2024-01-03,2024,0.7474148026769437,S<1
35118,2024-01-03T06:00:00+00:00,2024-01-03,2024,0.6349042149985961,S<1
35119,2024-01-03T07:00:00+00:00,2024-01-03,2024,0.5276285050900614,S<1
35120,2024-01-03T08:00:00+00:00,2024-01-03,2024,0.41559367800414115,S<1
35121,2024-01-03T09:00:00+00:00,2024-01-03,2024,0.2890625452690388,S<1
35122,2024-01-03T10:00:00+00:00,2024-01-03,2024,0.19105390698579613,S<1
35123,2024-01-03T11:00:00+00:00,2024-01-03,2024,0.1585406470277614,S<1
35124,2024-01-03T12:00:00+00:00,2024-01-03,2024,0.1585406470277614,S<1
35125,2024-01-03T13:00:00+00:00,2024-01-03,2024,0.2946206929884289,S<1
35126,2024-01-03T14:00:00+00:00,2024-01-03,2024,0.47526297787160166,S<1
35127,2024-01-03T15:00:00+00:00,2024-01-03,2024,0.6064810339707054,S<1
35128,2024-01-03T16:00:00+00:00,2024-01-03,2024,0.6216752610186956,S<1
35129,2024-01-03T17:00:00+00:00,2024-01-03,2024,0.6312790839289397,S<1
35130,2024-01-03T18:00:00+00:00,2024-01-03,2024,0.7029016817941344,S<1
35131,2024-01-03T19:00:00+00:00,2024-01-03,2024,0.7422801198065262,S<1
35132,2024-01-03T20:00:00+00:00,2024-01-03,2024,0.7286033383044974,S<1
35133,2024-01-03T21:00:00+00:00,2024-01-03,2024,0.7222815716864217,S<1
35134,2024-01-03T22:00:00+00:00,2024-01-03,2024,0.7195529819821638,S<1
35135,2024-01-03T23:00:00+00:00,2024-01-03,2024,0.8246039455307993,S<1
35136,2024-01-04T00:00:00+00:00,2024-01-04,2024,0.9781033984632913,S<1
35137,2024-01-04T01:00:00+00:00,2024-01-04,2024,1.0392550505935898,1<=S<2
35138,2024-01-04T02:00:00+00:00,2024-01-04,2024,1.1231069389129025,1<=S<2
35139,2024-01-04T03:00:00+00:00,2024-01-04,2024,1.1551930132193902,1<=S<2
35140,2024-01-04T04:00:00+00:00,2024-01-04,2024,1.1328459264011523,1<=S<2
35141,2024-01-04T05:00:00+00:00,2024-01-04,2024,1.057502257977363,1<=S<2
35142,2024-01-04T06:00:00+00:00,2024-01-04,2024,0.9494912884426815,S<1
35143,2024-01-04T07:00:00+00:00,2024-01-04,2024,0.8485353659664074,S<1
35144,2024-01-04T08:00:00+00:00,2024-01-04,2024,0.7001995701825189,S<1
35145,2024-01-04T09:00:00+00:00,2024-01-04,2024,0.5571069608319853,S<1
35146,2024-01-04T10:00:00+00:00,2024-01-04,2024,0.4933585035908196,S<1
35147,2024-01-04T11:00:00+00:00,2024-01-04,2024,0.3769817823752013,S<1
35148,2024-01-04T12:00:00+00:00,2024-01-04,2024,0.3885514410595783,S<1
35149,2024-01-04T13:00:00+00:00,2024-01-04,2024,0.4941317948447121,S<1
35150,2024-01-04T14:00:00+00:00,2024-01-04,2024,0.6138243368557702,S<1
35151,2024-01-04T15:00:00+00:00,2024-01-04,2024,0.8220896631156585,S<1
35152,2024-01-04T16:00:00+00:00,2024-01-04,2024,0.9295079181166596,S<1
35153,2024-01-04T17:00:00+00:00,2024-01-04,2024,0.9618110395549313,S<1
35154,2024-01-04T18:00:00+00:00,2024-01-04,2024,1.0275630381481,1<=S<2
35155,2024-01-04T19:00:00+00:00,2024-01-04,2024,1.0275630381481,1<=S<2
35156,2024-01-04T20:00:00+00:00,2024-01-04,2024,0.8287108113700787,S<1
35157,2024-01-04T21:00:00+00:00,2024-01-04,2024,0.7982747134660872,S<1
35158,2024-01-04T22:00:00+00:00,2024-01-04,2024,0.7980916626670033,S<1
35159,2024-01-04T23:00:00+00:00,2024-01-04,2024,0.7731691719615086,S<1
35160,2024-01-05T00:00:00+00:00,2024-01-05,2024,0.908603101975689,S<1
35161,2024-01-05T01:00:00+00:00,2024-01-05,2024,1.0708361544319343,1<=S<2
35162,2024-01-05T02:00:00+00:00,2024-01-05,2024,1.1314263505873456,1<=S<2
35163,2024-01-05T03:00:00+00:00,2024-01-05,2024,1.1460790057616772,1<=S<2
35164,2024-01-05T04:00:00+00:00,2024-01-05,2024,1.1040332893434255,1<=S<2
35165,2024-01-05T05:00:00+00:00,2024-01-05,2024,0.9625148512352274,S<1
35166,2024-01-05T06:00:00+00:00,2024-01-05,2024,0.753881462539554,S<1
35167,2024-01-05T07:00:00+00:00,2024-01-05,2024,0.5822722484784667,S<1
35168,2024-01-05T08:00:00+00:00,2024-01-05,2024,0.46404141843371444,S<1
35169,2024-01-05T09:00:00+00:00,2024-01-05,2024,0.3625118709901617,S<1
35170,2024-01-05T10:00:00+00:00,2024-01-05,2024,0.28495957223444995,S<1
35171,2024-01-05T11:00:00+00:00,2024-01-05,2024,0.28057926766849073,S<1
35172,2024-01-05T12:00:00+00:00,2024-01-05,2024,0.35335922368844624,S<1
35173,2024-01-05T13:00:00+00:00,2024-01-05,2024,0.4666478849879002,S<1
35174,2024-01-05T14:00:00+00:00,2024-01-05,2024,0.5700337537160665,S<1
35175,2024-01-05T15:00:00+00:00,2024-01-05,2024,0.685244773568729,S<1
35176,2024-01-05T16:00:00+00:00,2024-01-05,2024,0.8348953234575087,S<1
35177,2024-01-05T17:00:00+00:00,2024-01-05,2024,0.92284930588942,S<1
35178,2024-01-05T18:00:00+00:00,2024-01-05,2024,0.938752520535897,S<1
35179,2024-01-05T19:00:00+00:00,2024-01-05,2024,1.0487180267102751,1<=S<2
35180,2024-01-05T20:00:00+00:00,2024-01-05,2024,1.0493299095582322,1<=S<2
35181,2024-01-05T21:00:00+00:00,2024-01-05,2024,1.0355784034361655,1<=S<2
35182,2024-01-05T22:00:00+00:00,2024-01-05,2024,0.9540408622585295,S<1
35183,2024-01-05T23:00:00+00:00,2024-01-05,2024,0.9313059349887961,S<1
35184,2024-01-06T00:00:00+00:00,2024-01-06,2024,0.9972267625050018,S<1
35185,2024-01-06T01:00:00+00:00,2024-01-06,2024,1.1335968510989474,1<=S<2
35186,2024-01-06T02:00:00+00:00,2024-01-06,2024,1.192438839714026,1<=S<2
35187,2024-01-06T03:00:00+00:00,2024-01-06,2024,1.348630488518264,1<=S<2
35188,2024-01-06T04:00:00+00:00,2024-01-06,2024,1.359071159456017,1<=S<2
35189,2024-01-06T05:00:00+00:00,2024-01-06,2024,1.340864494747629,1<=S<2
35190,2024-01-06T06:00:00+00:00,2024-01-06,2024,1.1207894362351323,1<=S<2
35191,2024-01-06T07:00:00+00:00,2024-01-06,2024,0.8894714957986011,S<1
35192,2024-01-06T08:00:00+00:00,2024-01-06,2024,0.6493583781988507,S<1
35193,2024-01-06T09:00:00+00:00,2024-01-06,2024,0.5556470539729996,S<1
35194,2024-01-06T10:00:00+00:00,2024-01-06,2024,0.5013015941548254,S<1
35195,2024-01-06T11:00:00+00:00,2024-01-06,2024,0.39822640074030047,S<1
35196,2024-01-06T12:00:00+00:00,2024-01-06,2024,0.30312614183240183,S<1
35197,2024-01-06T13:00:00+00:00,2024-01-06,2024,0.30312614183240183,S<1
35198,2024-01-06T14:00:00+00:00,2024-01-06,2024,0.38198578323140797,S<1
35199,2024-01-06T15:00:00+00:00,2024-01-06,2024,0.46723250426053164,S<1
35200,2024-01-06T16:00:00+00:00,2024-01-06,2024,0.5225090554426325,S<1
35201,2024-01-06T17:00:00+00:00,2024-01-06,2024,0.6079642143085664,S<1
35202,2024-01-06T18:00:00+00:00,2024-01-06,2024,0.6674542201700194,S<1
35203,2024-01-06T19:00:00+00:00,2024-01-06,2024,0.6816927444556473,S<1
35204,2024-01-06T20:00:00+00:00,2024-01-06,2024,0.6046314366945543,S<1
35205,2024-01-06T21:00:00+00:00,2024-01-06,2024,0.5503163790776121,S<1
35206,2024-01-06T22:00:00+00:00,2024-01-06,2024,0.5142883665404976,S<1
35207,2024-01-06T23:00:00+00:00,2024-01-06,2024,0.5067220222764875,S<1
35208,2024-01-07T00:00:00+00:00,2024-01-07,2024,0.5266002633624877,S<1
35209,2024-01-07T01:00:00+00:00,2024-01-07,2024,0.5713158228586068,S<1
35210,2024-01-07T02:00:00+00:00,2024-01-07,2024,0.6008699006204616,S<1
35211,2024-01-07T03:00:00+00:00,2024-01-07,2024,0.5866260628397977,S<1
35212,2024-01-07T04:00:00+00:00,2024-01-07,2024,0.5319809250320837,S<1
35213,2024-01-07T05:00:00+00:00,2024-01-07,2024,0.4410909779570728,S<1
35214,2024-01-07T06:00:00+00:00,2024-01-07,2024,0.3386383873075234,S<1
35215,2024-01-07T07:00:00+00:00,2024-01-07,2024,0.28210224962706815,S<1
35216,2024-01-07T08:00:00+00:00,2024-01-07,2024,0.23593712215622709,S<1
35217,2024-01-07T09:00:00+00:00,2024-01-07,2024,0.19348220013097184,S<1
35218,2024-01-07T10:00:00+00:00,2024-01-07,2024,0.04277653454993078,S<1
35219,2024-01-07T11:00:00+00:00,2024-01-07,2024,0.10611395167882243,S<1
35220,2024-01-07T12:00:00+00:00,2024-01-07,2024,0.22038954642982578,S<1
35221,2024-01-07T13:00:00+00:00,2024-01-07,2024,0.21565838738824006,S<1
35222,2024-01-07T14:00:00+00:00,2024-01-07,2024,0.09095845670624635,S<1
35223,2024-01-07T15:00:00+00:00,2024-01-07,2024,0.062120176899709605,S<1
35224,2024-01-07T16:00:00+00:00,2024-01-07,2024,0.21981545021022472,S<1
35225,2024-01-07T17:00:00+00:00,2024-01-07,2024,0.24508354407367197,S<1
35226,2024-01-07T18:00:00+00:00,2024-01-07,2024,0.2814858209762024,S<1
35227,2024-01-07T19:00:00+00:00,2024-01-07,2024,0.3273190567614902,S<1
35228,2024-01-07T20:00:00+00:00,2024-01-07,2024,0.38779577485376543,S<1
35229,2024-01-07T21:00:00+00:00,2024-01-07,2024,0.4388114613309992,S<1
35230,2024-01-07T22:00:00+00:00,2024-01-07,2024,0.45092861623003533,S<1
35231,2024-01-07T23:00:00+00:00,2024-01-07,2024,0.45849249566892236,S<1
35232,2024-01-08T00:00:00+00:00,2024-01-08,2024,0.5519413659226824,S<1
35233,2024-01-08T01:00:00+00:00,2024-01-08,2024,0.6491657735881912,S<1
35234,2024-01-08T02:00:00+00:00,2024-01-08,2024,0.694331816082136,S<1
35235,2024-01-08T03:00:00+00:00,2024-01-08,2024,0.691462483276968,S<1
35236,2024-01-08T04:00:00+00:00,2024-01-08,2024,0.6850445929684184,S<1
35237,2024-01-08T05:00:00+00:00,2024-01-08,2024,0.6525253076742783,S<1
35238,2024-01-08T06:00:00+00:00,2024-01-08,2024,0.5142037482941191,S<1
35239,2024-01-08T07:00:00+00:00,2024-01-08,2024,0.3407913501658097,S<1
35240,2024-01-08T08:00:00+00:00,2024-01-08,2024,0.10137730641212148,S<1
35241,2024-01-08T09:00:00+00:00,2024-01-08,2024,0.023784083965387486,S<1
35242,2024-01-08T10:00:00+00:00,2024-01-08,2024,0.1783752749160389,S<1
35243,2024-01-08T11:00:00+00:00,2024-01-08,2024,0.37867252507779003,S<1
35244,2024-01-08T12:00:00+00:00,2024-01-08,2024,0.24619359726307777,S<1
35245,2024-01-08T13:00:00+00:00,2024-01-08,2024,0.03616515893650241,S<1
35246,2024-01-08T14:00:00+00:00,2024-01-08,2024,0.10345632485191295,S<1
35247,2024-01-08T15:00:00+00:00,2024-01-08,2024,0.3473836032009815,S<1
35248,2024-01-08T16:00:00+00:00,2024-01-08,2024,0.4893581773318916,S<1
35249,2024-01-08T17:00:00+00:00,2024-01-08,2024,0.6192658458062773,S<1
35250,2024-01-08T18:00:00+00:00,2024-01-08,2024,0.645340963675618,S<1
35251,2024-01-08T19:00:00+00:00,2024-01-08,2024,0.6958201201528941,S<1
35252,2024-01-08T20:00:00+00:00,2024-01-08,2024,0.6958201201528941,S<1
35253,2024-01-08T21:00:00+00:00,2024-01-08,2024,0.7616128947348452,S<1
35254,2024-01-08T22:00:00+00:00,2024-01-08,2024,0.7444174827477334,S<1
35255,2024-01-08T23:00:00+00:00,2024-01-08,2024,0.8212688478752286,S<1
35256,2024-01-09T00:00:00+00:00,2024-01-09,2024,0.8868756675327724,S<1
35257,2024-01-09T01:00:00+00:00,2024-01-09,2024,0.9510225361574256,S<1
35258,2024-01-09T02:00:00+00:00,2024-01-09,2024,0.9374871871848677,S<1
35259,2024-01-09T03:00:00+00:00,2024-01-09,2024,0.8237838137865123,S<1
35260,2024-01-09T04:00:00+00:00,2024-01-09,2024,0.714250229968889,S<1
35261,2024-01-09T05:00:00+00:00,2024-01-09,2024,0.6582205725040047,S<1
35262,2024-01-09T06:00:00+00:00,2024-01-09,2024,0.5584242563561431,S<1
35263,2024-01-09T07:00:00+00:00,2024-01-09,2024,0.4668819388582395,S<1
35264,2024-01-09T08:00:00+00:00,2024-01-09,2024,0.3762490517576191,S<1
35265,2024-01-09T09:00:00+00:00,2024-01-09,2024,0.31246759295058696,S<1
35266,2024-01-09T10:00:00+00:00,2024-01-09,2024,0.22958107591255797,S<1
35267,2024-01-09T11:00:00+00:00,2024-01-09,2024,0.06714322144564266,S<1
35268,2024-01-09T12:00:00+00:00,2024-01-09,2024,0.21014459805548472,S<1
35269,2024-01-09T13:00:00+00:00,2024-01-09,2024,0.3041847900727085,S<1
35270,2024-01-09T14:00:00+00:00,2024-01-09,2024,0.3924018026287673,S<1
35271,2024-01-09T15:00:00+00:00,2024-01-09,2024,0.5228019416077184,S<1
35272,2024-01-09T16:00:00+00:00,2024-01-09,2024,0.5970926538837789,S<1
35273,2024-01-09T17:00:00+00:00,2024-01-09,2024,0.6351702422720139,S<1
35274,2024-01-09T18:00:00+00:00,2024-01-09,2024,0.6892316114644973,S<1
35275,2024-01-09T19:00:00+00:00,2024-01-09,2024,0.801934955216188,S<1
35276,2024-01-09T20:00:00+00:00,2024-01-09,2024,0.8838121906171842,S<1
35277,2024-01-09T21:00:00+00:00,2024-01-09,2024,0.9812478733381693,S<1
35278,2024-01-09T22:00:00+00:00,2024-01-09,2024,0.9643635741104037,S<1
35279,2024-01-09T23:00:00+00:00,2024-01-09,2024,0.9696724466176049,S<1
35280,2024-01-10T00:00:00+00:00,2024-01-10,2024,1.055646609648333,1<=S<2
35281,2024-01-10T01:00:00+00:00,2024-01-10,2024,1.0547800628600055,1<=S<2
35282,2024-01-10T02:00:00+00:00,2024-01-10,2024,1.019684566767698,1<=S<2
35283,2024-01-10T03:00:00+00:00,2024-01-10,2024,1.004522790335597,1<=S<2
35284,2024-01-10T04:00:00+00:00,2024-01-10,2024,1.004522790335597,1<=S<2
35285,2024-01-10T05:00:00+00:00,2024-01-10,2024,1.004522790335597,1<=S<2
35286,2024-01-10T06:00:00+00:00,2024-01-10,2024,0.9557549340622421,S<1
35287,2024-01-10T07:00:00+00:00,2024-01-10,2024,0.7721986578445539,S<1
35288,2024-01-10T08:00:00+00:00,2024-01-10,2024,0.5304714031129505,S<1
35289,2024-01-10T09:00:00+00:00,2024-01-10,2024,0.40486286257100434,S<1
35290,2024-01-10T10:00:00+00:00,2024-01-10,2024,0.31446168889225884,S<1
35291,2024-01-10T11:00:00+00:00,2024-01-10,2024,0.04965103821240271,S<1
35292,2024-01-10T12:00:00+00:00,2024-01-10,2024,0.0645168920186993,S<1
35293,2024-01-10T13:00:00+00:00,2024-01-10,2024,0.06586748596080966,S<1
35294,2024-01-10T14:00:00+00:00,2024-01-10,2024,0.0708370150957462,S<1
35295,2024-01-10T15:00:00+00:00,2024-01-10,2024,0.09780556700132789,S<1
35296,2024-01-10T16:00:00+00:00,2024-01-10,2024,0.14342530924811336,S<1
35297,2024-01-10T17:00:00+00:00,2024-01-10,2024,0.18198840653913617,S<1
35298,2024-01-10T18:00:00+00:00,2024-01-10,2024,0.20396614703566104,S<1
35299,2024-01-10T19:00:00+00:00,2024-01-10,2024,0.1467105105245424,S<1
35300,2024-01-10T20:00:00+00:00,2024-01-10,2024,0.13950242892195922,S<1
35301,2024-01-10T21:00:00+00:00,2024-01-10,2024,0.15020228148082085,S<1
35302,2024-01-10T22:00:00+00:00,2024-01-10,2024,0.18199918208625718,S<1
35303,2024-01-10T23:00:00+00:00,2024-01-10,2024,0.22426426007932196,S<1
35304,2024-01-11T00:00:00+00:00,2024-01-11,2024,0.24722977252410783,S<1
35305,2024-01-11T01:00:00+00:00,2024-01-11,2024,0.25380404753267016,S<1
35306,2024-01-11T02:00:00+00:00,2024-01-11,2024,0.276906568019156,S<1
35307,2024-01-11T03:00:00+00:00,2024-01-11,2024,0.3329673800631109,S<1
35308,2024-01-11T04:00:00+00:00,2024-01-11,2024,0.3871869794517662,S<1
35309,2024-01-11T05:00:00+00:00,2024-01-11,2024,0.4466679451171835,S<1
35310,2024-01-11T06:00:00+00:00,2024-01-11,2024,0.5230212518209241,S<1
35311,2024-01-11T07:00:00+00:00,2024-01-11,2024,0.6061768211738985,S<1
35312,2024-01-11T08:00:00+00:00,2024-01-11,2024,0.6643133343473677,S<1
35313,2024-01-11T09:00:00+00:00,2024-01-11,2024,0.7354258614556393,S<1
35314,2024-01-11T10:00:00+00:00,2024-01-11,2024,0.8026376850060462,S<1
35315,2024-01-11T11:00:00+00:00,2024-01-11,2024,0.8846991875811127,S<1
35316,2024-01-11T12:00:00+00:00,2024-01-11,2024,0.8846991875811127,S<1
35317,2024-01-11T13:00:00+00:00,2024-01-11,2024,0.8301726913809235,S<1
35318,2024-01-11T14:00:00+00:00,2024-01-11,2024,0.756829502031069,S<1
35319,2024-01-11T15:00:00+00:00,2024-01-11,2024,0.6944351997634723,S<1
35320,2024-01-11T16:00:00+00:00,2024-01-11,2024,0.6587744460019035,S<1
35321,2024-01-11T17:00:00+00:00,2024-01-11,2024,0.6084338764581131,S<1
35322,2024-01-11T18:00:00+00:00,2024-01-11,2024,0.5379874438932882,S<1
35323,2024-01-11T19:00:00+00:00,2024-01-11,2024,0.49756685372800247,S<1
35324,2024-01-11T20:00:00+00:00,2024-01-11,2024,0.45888761370706166,S<1
35325,2024-01-11T21:00:00+00:00,2024-01-11,2024,0.45888761370706166,S<1
35326,2024-01-11T22:00:00+00:00,2024-01-11,2024,0.45888761370706166,S<1
35327,2024-01-11T23:00:00+00:00,2024-01-11,2024,0.47200327153023197,S<1
35328,2024-01-12T00:00:00+00:00,2024-01-12,2024,0.4114759727976112,S<1
35329,2024-01-12T01:00:00+00:00,2024-01-12,2024,0.31676276080095334,S<1
35330,2024-01-12T02:00:00+00:00,2024-01-12,2024,0.269769647398659,S<1
35331,2024-01-12T03:00:00+00:00,2024-01-12,2024,0.24738386151674224,S<1
35332,2024-01-12T04:00:00+00:00,2024-01-12,2024,0.22039333352130616,S<1
35333,2024-01-12T05:00:00+00:00,2024-01-12,2024,0.21547027559000478,S<1
35334,2024-01-12T06:00:00+00:00,2024-01-12,2024,0.26454946274502195,S<1
35335,2024-01-12T07:00:00+00:00,2024-01-12,2024,0.36759470316724435,S<1
35336,2024-01-12T08:00:00+00:00,2024-01-12,2024,0.4935661128078756,S<1
35337,2024-01-12T09:00:00+00:00,2024-01-12,2024,0.5845661440331198,S<1
35338,2024-01-12T10:00:00+00:00,2024-01-12,2024,0.6252154242977443,S<1
35339,2024-01-12T11:00:00+00:00,2024-01-12,2024,0.729850407634756,S<1
35340,2024-01-12T12:00:00+00:00,2024-01-12,2024,0.5975451566355655,S<1
35341,2024-01-12T13:00:00+00:00,2024-01-12,2024,0.5357390609774603,S<1
35342,2024-01-12T14:00:00+00:00,2024-01-12,2024,0.4535898390084795,S<1
35343,2024-01-12T15:00:00+00:00,2024-01-12,2024,0.3992923568007554,S<1
35344,2024-01-12T16:00:00+00:00,2024-01-12,2024,0.38068354267791454,S<1
35345,2024-01-12T17:00:00+00:00,2024-01-12,2024,0.3639958302131608,S<1
35346,2024-01-12T18:00:00+00:00,2024-01-12,2024,0.35094190907488204,S<1
35347,2024-01-12T19:00:00+00:00,2024-01-12,2024,0.32961405501864344,S<1
35348,2024-01-12T20:00:00+00:00,2024-01-12,2024,0.37245748006073587,S<1
35349,2024-01-12T21:00:00+00:00,2024-01-12,2024,0.3889418490928596,S<1
35350,2024-01-12T22:00:00+00:00,2024-01-12,2024,0.4164683040867727,S<1
35351,2024-01-12T23:00:00+00:00,2024-01-12,2024,0.4235225977896214,S<1
35352,2024-01-13T00:00:00+00:00,2024-01-13,2024,0.30479156825790976,S<1
35353,2024-01-13T01:00:00+00:00,2024-01-13,2024,0.17835416178782357,S<1
35354,2024-01-13T02:00:00+00:00,2024-01-13,2024,0.1369230447689933,S<1
35355,2024-01-13T03:00:00+00:00,2024-01-13,2024,0.15406684996005773,S<1
35356,2024-01-13T04:00:00+00:00,2024-01-13,2024,0.18175996802756214,S<1
35357,2024-01-13T05:00:00+00:00,2024-01-13,2024,0.34690351451205825,S<1
35358,2024-01-13T06:00:00+00:00,2024-01-13,2024,0.5290481054289905,S<1
35359,2024-01-13T07:00:00+00:00,2024-01-13,2024,0.5948241969142244,S<1
35360,2024-01-13T08:00:00+00:00,2024-01-13,2024,0.73797387032361,S<1
35361,2024-01-13T09:00:00+00:00,2024-01-13,2024,0.9022375603106964,S<1
35362,2024-01-13T10:00:00+00:00,2024-01-13,2024,0.9550251486737185,S<1
35363,2024-01-13T11:00:00+00:00,2024-01-13,2024,0.9284745885899423,S<1
35364,2024-01-13T12:00:00+00:00,2024-01-13,2024,0.9569678725172477,S<1
35365,2024-01-13T13:00:00+00:00,2024-01-13,2024,0.8704634387515967,S<1
35366,2024-01-13T14:00:00+00:00,2024-01-13,2024,0.8417335943938046,S<1
35367,2024-01-13T15:00:00+00:00,2024-01-13,2024,0.809846263341782,S<1
35368,2024-01-13T16:00:00+00:00,2024-01-13,2024,0.7317783825013712,S<1
35369,2024-01-13T17:00:00+00:00,2024-01-13,2024,0.6362573716732655,S<1
35370,2024-01-13T18:00:00+00:00,2024-01-13,2024,0.6175413699969499,S<1
35371,2024-01-13T19:00:00+00:00,2024-01-13,2024,0.5963790403320731,S<1
35372,2024-01-13T20:00:00+00:00,2024-01-13,2024,0.6528099276830198,S<1
35373,2024-01-13T21:00:00+00:00,2024-01-13,2024,0.6744013513967997,S<1
35374,2024-01-13T22:00:00+00:00,2024-01-13,2024,0.6906003097050712,S<1
35375,2024-01-13T23:00:00+00:00,2024-01-13,2024,0.6925486993110711,S<1
35376,2024-01-14T00:00:00+00:00,2024-01-14,2024,0.6348110218660231,S<1
35377,2024-01-14T01:00:00+00:00,2024-01-14,2024,0.5877280731708301,S<1
35378,2024-01-14T02:00:00+00:00,2024-01-14,2024,0.5321132018448045,S<1
35379,2024-01-14T03:00:00+00:00,2024-01-14,2024,0.48320919133769547,S<1
35380,2024-01-14T04:00:00+00:00,2024-01-14,2024,0.48184974937085256,S<1
35381,2024-01-14T05:00:00+00:00,2024-01-14,2024,0.5306161752346599,S<1
35382,2024-01-14T06:00:00+00:00,2024-01-14,2024,0.604636765811426,S<1
35383,2024-01-14T07:00:00+00:00,2024-01-14,2024,0.6515177347234749,S<1
35384,2024-01-14T08:00:00+00:00,2024-01-14,2024,0.7413704673480567,S<1
35385,2024-01-14T09:00:00+00:00,2024-01-14,2024,0.8076936526134953,S<1
35386,2024-01-14T10:00:00+00:00,2024-01-14,2024,0.8684272322405164,S<1
