arm,updates,clip_fraction,contaminated_updates,minimum_free_MiB,gradient_norm_median,theta_nonzero_gradient_fraction
C0,2048,0.1416015625,0,7897,0.3321842849254608,
C1,2048,0.12353515625,0,7929,0.294597789645195,
C2,2048,0.12060546875,0,7929,0.3039441555738449,
C3,2048,0.12158203125,0,7898,0.3050989806652069,0.5
