arm,seed,policy,condition,channel,normalized_RMSE,raw_RMSE,raw_MAE
C0,73101,selected,delta2,0,0.9656361552282073,5.945940260153553,3.544989294197876
C0,73101,selected,delta2,1,0.4276754859651823,0.9185080022250883,0.6635468021656076
C0,73101,selected,delta2,2,0.9877061789051742,5.840989381539846,3.4085721247756737
C0,73101,selected,delta2,3,0.387530313691676,0.7626015753632381,0.5390581011239798
C0,73101,selected,irregular,0,0.9431282431377526,5.807346960859572,3.422043260477949
C0,73101,selected,irregular,1,0.43133578703000136,0.9263691397672644,0.6553146846320791
C0,73101,selected,irregular,2,0.9802301781197101,5.796778621156954,3.3357161720705335
C0,73101,selected,irregular,3,0.39108300819118275,0.7695927456701466,0.5328821688902584
C0,73101,selected,delta1,0,0.9200473056924638,5.6652252367971645,3.1838259886329374
C0,73101,selected,delta1,1,0.4158893103587648,0.8931951260715882,0.622110543345722
C0,73101,selected,delta1,2,0.9218493165251307,5.451532231145432,2.997088510301031
C0,73101,selected,delta1,3,0.39010720391306736,0.7676725091016879,0.5218908060099542
C0,73101,selected,delta4,0,0.9727916082868099,5.990000226415617,3.5692741552290195
C0,73101,selected,delta4,1,0.43082264026717393,0.9252670672299311,0.6622382560938908
C0,73101,selected,delta4,2,0.9888253960458252,5.847608086144313,3.3892273999517784
C0,73101,selected,delta4,3,0.39784341544898344,0.7828962139221751,0.540337235971189
C0,73101,fixed512,delta2,0,0.9721835820406864,5.9862562823674565,3.4727329379529692
C0,73101,fixed512,delta2,1,0.4294821596015749,0.9223881502506189,0.6557592676739054
C0,73101,fixed512,delta2,2,0.9845209224671374,5.8221527584332895,3.311618167805136
C0,73101,fixed512,delta2,3,0.385557395971805,0.7587191689860361,0.5283574242494069
C0,73101,fixed512,irregular,0,0.9591380512277784,5.905927944974981,3.395575429797949
C0,73101,fixed512,irregular,1,0.4335539790545382,0.931133095597959,0.6528950732511779
C0,73101,fixed512,irregular,2,0.9894032436560638,5.8510252984971745,3.2757928275423183
C0,73101,fixed512,irregular,3,0.3954459630821766,0.7781783869878934,0.5349797248618415
C0,73101,fixed512,delta1,0,1.0004290801157094,6.160178979092371,3.419893081552194
C0,73101,fixed512,delta1,1,0.4310907989712777,0.9258429850079394,0.643685764526405
C0,73101,fixed512,delta1,2,1.017882093911035,6.019440425880639,3.2386646528248093
C0,73101,fixed512,delta1,3,0.3966983678212534,0.7806429318074046,0.5328879807214738
C0,73101,fixed512,delta4,0,1.0298922443925558,6.341599500389875,3.70380071028679
C0,73101,fixed512,delta4,1,0.45023525986743,0.9669590674313138,0.6909904989103476
C0,73101,fixed512,delta4,2,1.0553817061198043,6.241201554241782,3.553502735338649
C0,73101,fixed512,delta4,3,0.41652364814534804,0.8196561121265088,0.5721981631419718
C1,73101,selected,delta2,0,0.9045930531988717,5.570065106768156,3.172924580906207
C1,73101,selected,delta2,1,0.4257475744439273,0.9143674746101882,0.636776980701446
C1,73101,selected,delta2,2,0.9155622340363134,5.414352366482894,3.036723541915611
C1,73101,selected,delta2,3,0.3978813878627337,0.7829709379412343,0.5378063159854113
C1,73101,selected,irregular,0,0.9349335467238333,5.756887815286524,3.308226341071228
C1,73101,selected,irregular,1,0.42497055782120646,0.9126986953388668,0.6418239464207242
C1,73101,selected,irregular,2,0.9533465816612242,5.637797332181243,3.1628789177808962
C1,73101,selected,irregular,3,0.39756404063454803,0.7823464461592983,0.5408931006519803
C1,73101,selected,delta1,0,0.9024861480518976,5.55709176057571,3.1304260698573976
C1,73101,selected,delta1,1,0.41035453517758563,0.88130822709968,0.620018697809428
C1,73101,selected,delta1,2,0.9099156262535014,5.380960071481071,2.9504236577134484
C1,73101,selected,delta1,3,0.3856577065724711,0.758916565213869,0.5212116803947234
C1,73101,selected,delta4,0,0.9357193642755705,5.761726515859936,3.444600317743607
C1,73101,selected,delta4,1,0.44036401408491566,0.9457588384242478,0.6680872436263599
C1,73101,selected,delta4,2,0.9568975977196138,5.6587969447519795,3.2897025647738096
C1,73101,selected,delta4,3,0.4109294379532997,0.8086475449134589,0.5563886606008358
C1,73101,fixed512,delta2,0,0.9045930531988717,5.570065106768156,3.172924580906207
C1,73101,fixed512,delta2,1,0.4257475744439273,0.9143674746101882,0.636776980701446
C1,73101,fixed512,delta2,2,0.9155622340363134,5.414352366482894,3.036723541915611
C1,73101,fixed512,delta2,3,0.3978813878627337,0.7829709379412343,0.5378063159854113
C1,73101,fixed512,irregular,0,0.9349335467238333,5.756887815286524,3.308226341071228
C1,73101,fixed512,irregular,1,0.42497055782120646,0.9126986953388668,0.6418239464207242
C1,73101,fixed512,irregular,2,0.9533465816612242,5.637797332181243,3.1628789177808962
C1,73101,fixed512,irregular,3,0.39756404063454803,0.7823464461592983,0.5408931006519803
C1,73101,fixed512,delta1,0,0.9024861480518976,5.55709176057571,3.1304260698573976
C1,73101,fixed512,delta1,1,0.41035453517758563,0.88130822709968,0.620018697809428
C1,73101,fixed512,delta1,2,0.9099156262535014,5.380960071481071,2.9504236577134484
