arm,seed,OLD_MODEL_OLD_E,NEW_MODEL_NEW_E,OLD_MODEL_NEW_E,NEW_MODEL_OLD_E,E_change_only_score_delta,new_TRAIN_V_on_new_E_score_delta,new_TRAIN_V_on_old_E_score_delta
C0,73101,0.9266089536873112,0.6892906687836109,0.7342089655860822,0.8391930122159516,-0.19239998810122905,-0.04491829680247128,-0.08741594147135967
C0,73102,0.8596981333590328,0.68539635582348,0.7148330381855914,0.8113359228020309,-0.14486509517344137,-0.029436682362111388,-0.04836221055700185
C1,73101,0.682060252853784,0.6693248720478322,0.7357392231992621,0.6584763906303498,0.05367897034547808,-0.0664143511514299,-0.023583862223434227
C1,73102,0.6953936804436531,0.6675268624501648,0.7393786801290125,0.6463396783007598,0.043984999685359405,-0.07185181767884774,-0.04905400214289335
C2,73101,0.6444093899584322,0.6686816306423919,0.7364361708560019,0.5170920420404183,0.09202678089756966,-0.06775454021360994,-0.12731734791801397
C2,73102,0.6384142131810375,0.6784061906343006,0.7318629886068859,0.490730320598319,0.0934487754258484,-0.05345679797258529,-0.14768389258271852
C3,73101,0.651315234165029,0.6685674727647326,0.7416645405570056,0.5219868593256989,0.09034930639197658,-0.07309706779227299,-0.12932837483933013
C3,73102,0.6447976806378013,0.6785050447128411,0.7328848377525881,0.4940477771734894,0.08808715711478676,-0.05437979303974694,-0.15074990346431189
