arm,seed,policy,condition,channel,origin,normalized_MSE,raw_MAE
C0,73101,selected,delta2,0,55775,2.466891137074835,5.680869756887357
C0,73101,selected,delta2,0,55873,2.4399913556247297,5.833202963074048
C0,73101,selected,delta2,0,56163,0.061263116411620515,1.247064740707477
C0,73101,selected,delta2,0,56356,0.4930119640574597,3.208893190448483
C0,73101,selected,delta2,0,56550,1.2570466128069901,4.7260027925173445
C0,73101,selected,delta2,0,56839,0.1568276225748194,1.7159648935000102
C0,73101,selected,delta2,0,57033,5.21900624366047,10.17695651948452
C0,73101,selected,delta2,0,57226,4.812053106773855,9.532880537211895
C0,73101,selected,delta2,0,57420,0.2756364749492362,2.452427089214325
C0,73101,selected,delta2,0,57709,5.198703935078065,10.099569790065289
C0,73101,selected,delta2,0,57903,3.0591963516058414,8.495578028261662
C0,73101,selected,delta2,0,58096,2.8388172010048898,8.190040970842043
C0,73101,selected,delta2,0,58386,2.1427359074730905,6.772105196490884
C0,73101,selected,delta2,0,58579,2.8790732301604662,8.204738010962805
C0,73101,selected,delta2,0,58773,2.496876930262273,6.681486617773771
C0,73101,selected,delta2,0,59062,3.91158444670031,9.325036278615395
C0,73101,selected,delta2,0,59256,3.103572904703171,9.539546121532718
C0,73101,selected,delta2,0,59449,0.3293344892533873,2.9811103803416095
C0,73101,selected,delta2,0,59643,2.35011281179967,7.93396127410233
C0,73101,selected,delta2,0,59932,1.1944956103274273,4.844581673542659
C0,73101,selected,delta2,0,60126,0.08223166255587051,1.155076156059901
C0,73101,selected,delta2,0,60319,3.023056451628502,8.587348710124692
C0,73101,selected,delta2,0,60609,0.31975466400048147,2.619198721523086
C0,73101,selected,delta2,0,60802,0.49840665286667196,3.5239590952793756
C0,73101,selected,delta2,0,60996,0.27636350758522876,2.424061248699824
C0,73101,selected,delta2,0,61285,1.1404018472528115,6.012100209792455
C0,73101,selected,delta2,0,61479,0.303609752038074,2.246378864472111
C0,73101,selected,delta2,0,61672,0.15255982354678757,1.92866026237607
C0,73101,selected,delta2,0,61866,0.42188429563978974,2.8124633884678283
