source,arm,seed,condition,origin,channel,history_subset,nmae,mae,normalized_mse,pinball,crossing
electricity,A0,81501,REFERENCE,21068,0,False,0.19843034672339518,4.7932655066251755,0.15740452440306055,0.19841355108524905,0.037109375
electricity,A0,81501,REFERENCE,21068,1,False,0.15717378880634864,4.340478301048279,0.03496797641322898,0.11919209981055173,0.0
electricity,A0,81501,REFERENCE,21068,2,False,0.0050470170377663135,0.31689953058958054,8.443213584581845e-05,0.004154827387170127,0.0
electricity,A0,81501,REFERENCE,21068,3,False,0.16453649632746328,23.321243286132812,0.04135091130590272,0.12270789404927841,0.0
electricity,A0,81501,REFERENCE,21117,0,False,0.10684973410001056,2.5810525119304657,0.04395716882144526,0.09294228782535995,0.005859375
electricity,A0,81501,REFERENCE,21117,1,False,0.19752141593507994,5.454709887504578,0.06800685119976028,0.15701831231771562,0.0
electricity,A0,81501,REFERENCE,21117,2,False,0.010031078927708187,0.6298461407423019,0.0004044234395485425,0.008778454643860392,0.0
electricity,A0,81501,REFERENCE,21117,3,False,0.22030893511805943,31.226374626159668,0.07793698218727581,0.16944112327051788,0.0
electricity,A0,81501,REFERENCE,21147,0,False,0.10257205155857854,2.4777211993932724,0.03180105674172321,0.08674596033799581,0.0
electricity,A0,81501,REFERENCE,21147,1,False,0.19188503901229245,5.299056887626648,0.0650721256448451,0.15110007606766407,0.0
electricity,A0,81501,REFERENCE,21147,2,False,0.009062301520587013,0.569017119705677,0.00039965577175538595,0.008180606970862436,0.0
electricity,A0,81501,REFERENCE,21147,3,False,0.1910633336336213,27.08113145828247,0.058210651443330395,0.14956408916199138,0.0
electricity,A0,81501,REFERENCE,21190,0,False,0.5399717254410665,13.043508157134056,1.0225456002871685,0.49372840828054204,0.0
electricity,A0,81501,REFERENCE,21190,1,False,0.1529978706180722,4.225157022476196,0.041600979442194784,0.1223075894215877,0.0
electricity,A0,81501,REFERENCE,21190,2,False,0.00397237926662953,0.24942359328269958,3.6307522942786754e-05,0.003369735995627454,0.0
electricity,A0,81501,REFERENCE,21190,3,False,0.1860705311339382,26.373456478118896,0.06282815059603193,0.1463202889364793,0.0
electricity,A0,81501,REFERENCE,21216,0,True,0.5580301917605058,13.47972683608532,0.9803835873867521,0.49136490727006227,0.015625
electricity,A0,81501,REFERENCE,21216,1,False,0.13389087090483914,3.6975021362304688,0.02950115329293625,0.10475101687910081,0.0
electricity,A0,81501,REFERENCE,21216,2,False,0.005168695809405168,0.3245396763086319,7.395104859157752e-05,0.00411531536939343,0.0
electricity,A0,81501,REFERENCE,21216,3,False,0.16106647467078597,22.829405784606934,0.04892559735185046,0.12736233986806614,0.0
electricity,A0,81501,REFERENCE,21282,0,False,0.5767108276874664,13.930974587798119,1.0459057299769174,0.5119512919321257,0.001953125
electricity,A0,81501,REFERENCE,21282,1,False,0.37244165160100406,10.2852703332901,0.19659182164773964,0.30628757139056567,0.0
electricity,A0,81501,REFERENCE,21282,2,False,0.010534999435267102,0.6614870429039001,0.0005018415720051737,0.009511326643531744,0.0
electricity,A0,81501,REFERENCE,21282,3,False,0.18142882064684634,25.715544939041138,0.05125234825650118,0.13913918452145185,0.0
electricity,A0,81501,REFERENCE,21303,0,False,0.48393729911239897,11.689945623278618,0.3814668465072139,0.4500981102687461,0.033203125
electricity,A0,81501,REFERENCE,21303,1,False,0.26299435767218043,7.262796878814697,0.0923458563188265,0.1985128534524448,0.0
electricity,A0,81501,REFERENCE,21303,2,False,0.010490671133143059,0.6587036922574043,0.00039661828806133515,0.009137430092257679,0.0
electricity,A0,81501,REFERENCE,21303,3,False,0.20086731269261893,28.47073793411255,0.06204969824122615,0.15159817136892512,0.0
electricity,A0,81501,REFERENCE,21346,0,True,0.10404441406194728,2.513287454843521,0.028066638365627308,0.08745488858089596,0.0
electricity,A0,81501,REFERENCE,21346,1,False,0.2859382974754449,7.896411895751953,0.1531280395248584,0.22618690792116716,0.0
electricity,A0,81501,REFERENCE,21346,2,False,0.005090613565442926,0.3196369335055351,4.303247940488893e-05,0.0039087740244300295,0.0
electricity,A0,81501,REFERENCE,21346,3,False,0.23678006777827312,33.5609769821167,0.11505663618145427,0.18801568080390252,0.0
electricity,A0,81501,REFERENCE,21402,0,False,0.08537375453554195,2.0622806921601295,0.02804339199362406,0.07244032114431942,0.009765625
electricity,A0,81501,REFERENCE,21402,1,False,0.2931915490328786,8.096716165542603,0.16034876365885944,0.23532713923755116,0.0
electricity,A0,81501,REFERENCE,21402,2,False,0.0048264832155629584,0.3030523285269737,9.516646704902907e-05,0.0041783699672414175,0.0078125
electricity,A0,81501,REFERENCE,21402,3,False,0.24154939380231713,34.236976623535156,0.09608440714100558,0.18404385261414172,0.0
electricity,A0,81501,REFERENCE,21449,0,False,0.07927871109383618,1.9150493741035461,0.014275719000391021,0.06238662850756625,0.0
electricity,A0,81501,REFERENCE,21449,1,False,0.28124081740727547,7.766687273979187,0.1520084282181423,0.22077183545540768,0.0
electricity,A0,81501,REFERENCE,21449,2,False,0.010709575401513665,0.6724485754966736,0.0004907845627807598,0.00957260157246305,0.0
electricity,A0,81501,REFERENCE,21449,3,False,0.25820399261534255,36.597583293914795,0.11457707819770276,0.20297784348464917,0.0
electricity,A0,81501,REFERENCE,21470,0,False,0.0746290792232339,1.8027332872152328,0.010278735107592137,0.05788016638299112,0.00390625
electricity,A0,81501,REFERENCE,21470,1,False,0.27559773232086693,7.610849022865295,0.1502784259086953,0.22573945882676189,0.0
electricity,A0,81501,REFERENCE,21470,2,False,0.0102385230410386,0.6428714469075203,0.0003719515072500643,0.008765240940861578,0.0
electricity,A0,81501,REFERENCE,21470,3,False,0.2726610009818434,38.646705627441406,0.10584339236008539,0.20480130606969235,0.0
electricity,A0,81501,REFERENCE,21512,0,False,0.28475324542837055,6.87847363948822,0.4105000012232118,0.255471715566055,0.0
electricity,A0,81501,REFERENCE,21512,1,False,0.17626855928693144,4.867795467376709,0.04588374002714438,0.137128955779325,0.0
electricity,A0,81501,REFERENCE,21512,2,False,0.0052553529974964175,0.32998083531856537,4.791363452391564e-05,0.00408024277271695,0.0
electricity,A0,81501,REFERENCE,21512,3,False,0.22251749955542424,31.539414405822754,0.08152885528152798,0.17226636704500237,0.0
electricity,A0,81501,REFERENCE,21573,0,False,0.4225135030723335,10.206197962164879,0.7537128832385249,0.3838894715935601,0.0625
electricity,A0,81501,REFERENCE,21573,1,False,0.11488150216755073,3.1725434064865112,0.022315574448771903,0.09295816259897485,0.0
electricity,A0,81501,REFERENCE,21573,2,False,0.005281052080725811,0.33159446716308594,9.111340554848628e-05,0.004368216808281065,0.001953125
