source,arm,seed,condition,nmae,mae,normalized_mse,pinball,crossing,nrmse
electricity,A0,81501,BURST16,0.18181904765544904,12.50933184949099,0.1590959390801164,0.15092607643104078,0.0015544891357421875,0.3384572844673325
electricity,A0,81501,BURST4,0.17102034506959427,11.172920542041538,0.14250821358617125,0.14167797101978938,0.0009136199951171875,0.31479552763959806
electricity,A0,81501,BURST8,0.18289434665635942,12.554819216122269,0.17525481950858346,0.15202045549384754,0.00091552734375,0.3563357213009504
electricity,A0,81501,POINT16,0.1728299745099684,11.172240445172065,0.15267616615730886,0.14300554153410988,0.00070953369140625,0.33075903417106767
electricity,A0,81501,POINT4,0.16791232897737068,10.891733324933739,0.14093009011701946,0.13954568231883432,0.0008087158203125,0.3120307957428067
electricity,A0,81501,POINT8,0.16941030431962076,11.005640155475703,0.14229806154226332,0.14056665455383713,0.0007343292236328125,0.3141316582551487
electricity,A0,81501,REFERENCE,0.16717187689313964,10.834253531822469,0.14089595770225585,0.1389763706076118,0.001338958740234375,0.31133002052644765
electricity,A0,81501,SHIFT4,0.1928472425240161,12.531848639018504,0.1488400137499704,0.15740322214067992,0.0011310577392578125,0.3276156464464436
electricity,A0,81501,SHIFT8,0.23189258742269783,15.128557615057,0.17474532787608663,0.18841684860795874,0.00128173828125,0.3643309130809523
electricity,A0,81501,SHIFT_POINT,0.19363681701110994,12.67044597084907,0.14554714408007108,0.15780682629420986,0.0007781982421875,0.3253100198741726
electricity,A0,81502,BURST16,0.18169583159694308,12.39079862032304,0.15795896973476298,0.15049098039335046,0.00146484375,0.3369714802162832
electricity,A0,81502,BURST4,0.17056103166191902,11.128168632276356,0.14201595187752775,0.1412443688969336,0.0009174346923828125,0.3142933153682977
electricity,A0,81502,BURST8,0.1816776745422875,12.417556570151646,0.1712958316286828,0.1508651814785718,0.001018524169921875,0.35225014115172537
electricity,A0,81502,POINT16,0.17223749712122316,11.147064895667427,0.151327029618735,0.14237470344069292,0.0008373260498046875,0.3291623691323029
electricity,A0,81502,POINT4,0.1677063138318867,10.885747153333796,0.14100191114190527,0.13934304327293692,0.00090789794921875,0.31207721589279896
electricity,A0,81502,POINT8,0.16917365938867454,10.99254042677785,0.142647575206869,0.14035640121905046,0.0007991790771484375,0.3144104667354674
electricity,A0,81502,REFERENCE,0.16690601594982923,10.818637241187389,0.14109434939314108,0.13872886290757458,0.001285552978515625,0.3114573909813323
electricity,A0,81502,SHIFT4,0.19427211366860994,12.588448868771465,0.14898786703377465,0.15875737284109132,0.0012264251708984375,0.3281480612041178
