dataset,seed,role,head_epoch,lora_head_epoch,head_updates,lora_head_updates,head_mse,lora_head_mse,lora_added_gain_percent,head_mae,lora_head_mae,head_raw_mae,lora_head_raw_mae,head_trainable,lora_head_trainable,head_peak_mib,lora_head_peak_mib,head_adaptation_step_seconds,lora_head_adaptation_step_seconds
electricity,41000,selected,16,16,1024,1024,0.2984525082223107,0.2782832353239307,6.757950542454933,0.36776703999949567,0.35361118533144786,37.59545785252207,35.85855305994083,589920,761952,286.373046875,1069.60009765625,22.060015856462996,49.448118027008604
electricity,41000,matched_old_epoch,1,1,64,64,0.35193987571991486,0.3217427022293644,8.580208033767205,0.40681379093952824,0.38189383389567777,42.08123815776141,39.30932375012256,589920,761952,286.373046875,1069.60009765625,1.3835836879734416,3.0826596771075856
electricity,41001,selected,16,8,1024,512,0.29600847365712485,0.28173688138016956,4.821345855621177,0.3672752986013241,0.3580261500237164,37.42089163689995,36.42566299950786,589920,761952,286.138671875,1069.10009765625,22.19395921684918,24.868052841629833
electricity,41001,matched_old_epoch,3,3,192,192,0.3383593632082896,0.3029703911916921,10.458990016130416,0.4048608422011074,0.37593997781414284,41.56400656400912,38.41199744622621,589920,761952,286.138671875,1069.10009765625,4.172011078975629,9.338161310937721
traffic,41000,selected,18,17,1134,1071,0.433988607100922,0.38590845762630666,11.07866628015757,0.35689784746251474,0.32684200184692974,0.018723731101550768,0.017181649686479575,589920,761952,286.138671875,1067.10009765625,24.444773183815414,51.956497447012225
traffic,41000,matched_old_epoch,1,1,63,63,0.5617041612051538,0.5092211071594134,9.343540189044774,0.44704166250905786,0.41105849199839534,0.023290076797973444,0.021507216579214384,589920,761952,286.138671875,1067.10009765625,1.3417893889709376,3.079922335979063
traffic,41001,selected,17,18,1071,1134,0.43976437744365987,0.3871869517414405,11.955817341970876,0.35397475657644784,0.31966774616876503,0.018579056523722517,0.016784660113393513,589920,761952,286.138671875,1069.85009765625,23.256453364243498,54.90172501752386
traffic,41001,matched_old_epoch,1,1,63,63,0.5462674000301888,0.5049074319486706,7.571377695105455,0.4324867384200846,0.41113918607883937,0.022523358070234745,0.02153446432969953,589920,761952,286.138671875,1069.85009765625,1.4234771991323214,3.05870860099094
