method,baseline,policy,condition,seed,method_score,baseline_score,gain_percent,ci_low,ci_high,replicates
A3,A0,selected,d12_c1,73102,0.3301364730861278,0.2895097273612661,-14.032946697561359,-58.7379604952015,21.634291529935062,2000
A3,A0,selected,d12_c1,MEAN,0.32033597581533935,0.29627077476475305,-8.122705005140892,-57.47228512018965,25.19081583346314,2000
A3,A2,selected,d12_c2,73101,0.11493072867582137,0.1143596653449547,-0.4993572945007382,-0.740943007915456,-0.40321988695023375,2000
A3,A2,selected,d12_c2,73102,0.13740828196459615,0.13722379896738227,-0.13443950583071362,-0.383341561572357,-0.05711790722866907,2000
A3,A2,selected,d12_c2,MEAN,0.12616950532020876,0.12579173215616848,-0.3003163702136479,-0.4306820055247449,-0.22758468963392006,2000
A3,A1,selected,d12_c2,73101,0.11493072867582137,0.09708944143449541,-18.376135424945428,-20.790064845707846,-17.392349864250495,2000
A3,A1,selected,d12_c2,73102,0.13740828196459615,0.12398737573010475,-10.824413498117721,-11.911494040846364,-10.448179722073096,2000
A3,A1,selected,d12_c2,MEAN,0.12616950532020876,0.11053840858230007,-14.140873691220857,-15.7613226303154,-13.544459446711086,2000
A3,A0,selected,d12_c2,73101,0.11493072867582137,0.01004771212296688,-1043.849736828295,-1707.9959663990892,-817.4609752576334,2000
A3,A0,selected,d12_c2,73102,0.13740828196459615,0.008614592989374587,-1495.0641212426206,-2527.2042681985895,-1341.3565161550714,2000
A3,A0,selected,d12_c2,MEAN,0.12616950532020876,0.009331152556170733,-1252.1320604363316,-2080.244739897199,-1044.7564839149234,2000
A3,A2,selected,d12_c3,73101,0.4647739040900636,0.4632299909545872,-0.3332930003721883,-0.4023852970938018,-0.022994504061663232,2000
A3,A2,selected,d12_c3,73102,0.49270186892161266,0.49195874902186737,-0.1510532948591308,-0.18490966203292747,-0.00885233258725424,2000
A3,A2,selected,d12_c3,MEAN,0.47873788650583815,0.4775943699882273,-0.23943257908150004,-0.28966101105037234,-0.0158970744879102,2000
A3,A1,selected,d12_c3,73101,0.4647739040900636,0.4552061421473535,-2.10185255795888,-2.662132570969432,0.1195341189967866,2000
A3,A1,selected,d12_c3,73102,0.49270186892161266,0.4813021593430648,-2.3685141147314734,-2.834765748327228,-0.26554536845101023,2000
A3,A1,selected,d12_c3,MEAN,0.47873788650583815,0.46825415074520915,-2.2388986288630908,-2.7514477521780543,-0.07333889030027367,2000
A3,A0,selected,d12_c3,73101,0.4647739040900636,0.39257447866494527,-18.391268243073725,-43.74531669540639,14.142143929497468,2000
A3,A0,selected,d12_c3,73102,0.49270186892161266,0.38264908659192504,-28.760759187974514,-58.17391524447915,12.671981538382488,2000
