arm,seed,policy,condition,channel,origin,normalized_MSE,raw_MAE
A0,73101,selected,d0_c0,0,21043,0.18819478909727425,6.219996690750122
A0,73101,selected,d0_c0,0,21044,0.18919698967586976,6.2717046936353045
A0,73101,selected,d0_c0,0,21045,0.1949369579333422,6.299308359622955
A0,73101,selected,d0_c0,0,21046,0.14045239973423684,5.7521984577178955
A0,73101,selected,d0_c0,0,21047,0.17291018768421565,6.105649967988332
A0,73101,selected,d0_c0,0,21048,0.24095249849160436,6.951642453670502
A0,73101,selected,d0_c0,0,21049,0.30028811994797294,7.903163333733876
A0,73101,selected,d0_c0,0,21050,0.20334547931810576,6.717142045497894
A0,73101,selected,d0_c0,0,21051,0.17549664615104352,6.290402253468831
A0,73101,selected,d0_c0,0,21052,0.1796948735248133,6.021722813447316
A0,73101,selected,d0_c0,0,21053,0.1887000225299071,6.033328215281169
A0,73101,selected,d0_c0,0,21054,0.22904506615285056,6.946852405865987
A0,73101,selected,d0_c0,0,21055,0.2325559270820897,7.10773225625356
A0,73101,selected,d0_c0,0,21056,0.1922533962834949,6.4765812158584595
A0,73101,selected,d0_c0,0,21057,0.09459466040508265,4.643986205259959
A0,73101,selected,d0_c0,0,21058,0.11631449460878712,4.8713687260945635
A0,73101,selected,d0_c0,0,21059,0.08871535395675288,4.587768216927846
A0,73101,selected,d0_c0,0,21060,0.10840510512031552,4.739326775074005
A0,73101,selected,d0_c0,0,21061,0.11353465621037777,4.871536314487457
A0,73101,selected,d0_c0,0,21062,0.1290063517887338,5.129391252994537
A0,73101,selected,d0_c0,0,21063,0.11843530679445992,4.813454747200012
A0,73101,selected,d0_c0,0,21064,0.16911861704923267,5.505002439022064
A0,73101,selected,d0_c0,0,21065,0.1578402545587083,5.22687949736913
A0,73101,selected,d0_c0,0,21066,0.14690690166545925,4.980343600114186
A0,73101,selected,d0_c0,0,23640,0.30125308780425186,9.536526600519815
A0,73101,selected,d0_c0,0,23641,0.27956217899678276,9.110297044118246
A0,73101,selected,d0_c0,0,23642,0.24750423514204792,8.384900649388632
A0,73101,selected,d0_c0,0,23643,0.2741646772366813,9.07374350229899
A0,73101,selected,d0_c0,0,23644,0.26414936285562507,8.60153841972351
A0,73101,selected,d0_c0,0,23645,0.2641974227840494,8.770431518554688
A0,73101,selected,d0_c0,0,23646,0.24289311235412483,7.947958628336589
A0,73101,selected,d0_c0,0,23647,0.27080488839766875,8.778165102005005
A0,73101,selected,d0_c0,0,23648,0.27497701634664456,8.726215442021688
A0,73101,selected,d0_c0,0,23649,0.2702942102989235,8.891423145929972
A0,73101,selected,d0_c0,0,23650,0.2665210777858297,8.979948043823242
A0,73101,selected,d0_c0,0,23651,0.24405460790235864,7.860908269882202
A0,73101,selected,d0_c0,0,23652,0.26778063470905383,7.97046701113383
A0,73101,selected,d0_c0,0,23653,0.26367762799736877,8.230343580245972
A0,73101,selected,d0_c0,0,23654,0.3515655571287228,9.730482419331869
A0,73101,selected,d0_c0,0,23655,0.4034746587196227,11.546679099400839
A0,73101,selected,d0_c0,0,26233,0.012707805678590867,2.2944954137007394
A0,73101,selected,d0_c0,0,26234,0.01135147384156109,2.128430485725403
A0,73101,selected,d0_c0,0,26235,0.00990707877526653,1.9205252627531688
A0,73101,selected,d0_c0,0,26236,0.010170363293855266,1.9322029054164886
A0,73101,selected,d0_c0,0,26237,0.011932200766279004,2.2466185291608176
A0,73101,selected,d0_c0,0,26238,0.009413478261274923,1.9969738324483235
A0,73101,selected,d0_c0,0,26239,0.009741940642606937,2.0295050342877707
A0,73101,selected,d0_c0,0,26240,0.009806425538993335,1.9141798615455627
A0,73101,selected,d0_c0,0,26241,0.010525137572740373,2.0295168658097587
A0,73101,selected,d0_c0,0,26242,0.008975111575258798,1.8869326611359913
A0,73101,selected,d0_c0,0,26243,0.010650043323962919,2.0593201418717704
A0,73101,selected,d0_c0,0,26244,0.01051432492207178,2.126196026802063
A0,73101,selected,d0_c0,0,26245,0.008659936150273898,1.9412375489870708
A0,73101,selected,d0_c0,0,26246,0.008803801247679195,1.9340280592441559
A0,73101,selected,d0_c0,0,26247,0.011330766845908918,2.201312243938446
A0,73101,selected,d0_c0,0,26248,0.009703740054371728,2.0544894337654114
A0,73101,selected,d0_c0,0,26249,0.008922038142749233,1.9836904406547546
A0,73101,selected,d0_c0,0,26250,0.008089101411495254,1.8300419251124065
A0,73101,selected,d0_c0,0,26251,0.006634128798545716,1.6389294068018596
A0,73101,selected,d0_c0,0,26252,0.00751680483851556,1.7299006879329681
A0,73101,selected,d0_c0,0,26253,0.008511754700416686,1.9594309826691945
A0,73101,selected,d0_c0,0,26254,0.005976727805602984,1.4660557607809703
A0,73101,selected,d0_c0,0,26255,0.005077080075327592,1.2950403094291687
A0,73101,selected,d0_c0,0,26256,0.005028499765446218,1.2484320898850758
A0,73101,selected,d0_c1,1,21043,0.06172319560021869,5.640412171681722
A0,73101,selected,d0_c1,1,21044,0.038768757071042,4.485474427541097
A0,73101,selected,d0_c1,1,21045,0.04970567133499448,5.103768189748128
A0,73101,selected,d0_c1,1,21046,0.050588721076467925,5.175715605417888
A0,73101,selected,d0_c1,1,21047,0.04998476933204841,5.097541809082031
A0,73101,selected,d0_c1,1,21048,0.06591664607887458,5.881548086802165
A0,73101,selected,d0_c1,1,21049,0.052489544315688495,5.370209217071533
A0,73101,selected,d0_c1,1,21050,0.053588177274688065,5.291875998179118
A0,73101,selected,d0_c1,1,21051,0.05649181349706942,5.522081216176351
A0,73101,selected,d0_c1,1,21052,0.03677391345271936,4.417869885762532
A0,73101,selected,d0_c1,1,21053,0.03687616222698226,4.317273139953613
A0,73101,selected,d0_c1,1,21054,0.05188400639763228,5.269927183787028
A0,73101,selected,d0_c1,1,21055,0.04785242029165348,5.142965157826741
A0,73101,selected,d0_c1,1,21056,0.05469827791274925,5.6363905270894366
A0,73101,selected,d0_c1,1,21057,0.049938639383748935,5.366089979807536
A0,73101,selected,d0_c1,1,21058,0.04936683792059407,5.133940060933431
A0,73101,selected,d0_c1,1,21059,0.05407059293769869,5.552659352620442
A0,73101,selected,d0_c1,1,21060,0.04729028110367315,5.2098720868428545
A0,73101,selected,d0_c1,1,21061,0.042431778540006924,4.803594907124837
A0,73101,selected,d0_c1,1,21062,0.06681889710599154,6.312540690104167
A0,73101,selected,d0_c1,1,21063,0.06713492845503581,6.354770183563232
A0,73101,selected,d0_c1,1,21064,0.06819593637498254,6.21446434656779
A0,73101,selected,d0_c1,1,21065,0.04600342442010132,5.100801467895508
A0,73101,selected,d0_c1,1,21066,0.04190519779720203,4.8390021324157715
A0,73101,selected,d0_c1,1,23640,0.2512968635148262,11.829581260681152
A0,73101,selected,d0_c1,1,23641,0.30791711812026507,13.64571762084961
A0,73101,selected,d0_c1,1,23642,0.2683057577629997,12.213639895121256
A0,73101,selected,d0_c1,1,23643,0.29256351932375496,12.8979279200236
A0,73101,selected,d0_c1,1,23644,0.2585303645659858,11.896071116129557
A0,73101,selected,d0_c1,1,23645,0.2388255755866612,11.523969809214273
A0,73101,selected,d0_c1,1,23646,0.2279638149640583,10.99709685643514
A0,73101,selected,d0_c1,1,23647,0.1810689716511907,9.618122736612955
A0,73101,selected,d0_c1,1,23648,0.10672544800698773,6.540205160776774
A0,73101,selected,d0_c1,1,23649,0.09462252252980868,6.274926662445068
A0,73101,selected,d0_c1,1,23650,0.06682689162945805,4.880851586659749
A0,73101,selected,d0_c1,1,23651,0.047126459543359,4.409385999043782
A0,73101,selected,d0_c1,1,23652,0.05802610543820161,4.950430234273274
A0,73101,selected,d0_c1,1,23653,0.08049042718261333,5.708746910095215
A0,73101,selected,d0_c1,1,23654,0.0906799630659932,6.081560452779134
A0,73101,selected,d0_c1,1,23655,0.06401952681266034,5.530528704325358
A0,73101,selected,d0_c1,1,26233,0.060401326266781886,5.246747811635335
A0,73101,selected,d0_c1,1,26234,0.06539761799308146,5.5384260813395185
A0,73101,selected,d0_c1,1,26235,0.057884859664227344,5.277257124582927
A0,73101,selected,d0_c1,1,26236,0.05500704796891968,5.064344088236491
A0,73101,selected,d0_c1,1,26237,0.05874894235543728,5.043478171030681
A0,73101,selected,d0_c1,1,26238,0.04497134305299547,4.379974842071533
A0,73101,selected,d0_c1,1,26239,0.04285817887242835,4.380243301391602
A0,73101,selected,d0_c1,1,26240,0.05855280954931651,5.231668472290039
A0,73101,selected,d0_c1,1,26241,0.09070673200202573,6.50657860438029
A0,73101,selected,d0_c1,1,26242,0.049956163096825434,4.622466246287028
A0,73101,selected,d0_c1,1,26243,0.03262660984228741,3.7445594469706216
A0,73101,selected,d0_c1,1,26244,0.02317575656254286,3.032938798268636
A0,73101,selected,d0_c1,1,26245,0.03387090311735633,3.7048277854919434
A0,73101,selected,d0_c1,1,26246,0.026039548963527327,3.2508190472920737
A0,73101,selected,d0_c1,1,26247,0.019531927103958593,2.9601845741271973
A0,73101,selected,d0_c1,1,26248,0.03132920436827594,3.4131749471028647
A0,73101,selected,d0_c1,1,26249,0.05679750898401501,4.394545237223308
A0,73101,selected,d0_c1,1,26250,0.05680077589357622,4.119533856709798
A0,73101,selected,d0_c1,1,26251,0.05646206700383392,3.916020075480143
A0,73101,selected,d0_c1,1,26252,0.0544708224883269,4.0176628430684405
A0,73101,selected,d0_c1,1,26253,0.059090599774633816,4.197251001993815
