arm,seed,policy,condition,channel,normalized_RMSE,raw_RMSE,raw_MAE
A0,73101,selected,d0_c0,0,0.3703401978302619,8.94590432002328,5.1320937081861
A0,73101,selected,d0_c1,1,0.2831314987047982,7.818899931117626,5.821251722673575
A0,73101,selected,d0_c2,2,0.010932207497266845,0.6864275270457616,0.5969279184937477
A0,73101,selected,d0_c3,3,0.35034496502096685,49.65755528830899,38.309368416666985
A0,73101,selected,d6_c0,0,0.3683397504865322,8.897581694936676,5.364268332254142
A0,73101,selected,d6_c1,1,0.3255306551690314,8.989786120305943,6.78584370513757
A0,73101,selected,d6_c2,2,0.012545731557255317,0.78773984942929,0.6681323923791448
A0,73101,selected,d6_c3,3,0.3966485614194533,56.220582098378266,44.93510483702024
A0,73101,selected,d24_c0,0,0.3864527640350116,9.335118011818615,5.66624942716832
A0,73101,selected,d24_c1,1,0.3576126087215043,9.875754603392625,6.995357416570187
A0,73101,selected,d24_c2,2,0.010287144934287937,0.6459243898700252,0.5700095202773809
A0,73101,selected,d24_c3,3,0.38410913899991705,54.443256535716564,44.34367933372656
A0,73101,selected,d12_c0,0,0.36954854208365717,8.92678115541675,5.31608858363082
A0,73101,selected,d12_c1,1,0.30303182216823993,8.368463079228373,6.244153447449207
A0,73101,selected,d12_c2,2,0.01004771212296688,0.6308905302758109,0.5497101938041548
A0,73101,selected,d12_c3,3,0.3925744786649452,55.64312556316297,44.90807117521763
A0,73101,selected,all24,0,0.37595746481729225,9.08159451325753,5.345914418809116
A0,73101,selected,all24,1,0.33978880488435037,9.383536184629262,6.570919267833233
A0,73101,selected,all24,2,0.008186991412933666,0.5140568609706629,0.43615510609621805
A0,73101,selected,all24,3,0.3625757471065494,51.39113446961027,41.38466424246629
A0,73101,fixed512,d0_c0,0,0.4487151193863161,10.839121835803573,6.0729487932597594
A0,73101,fixed512,d0_c1,1,0.3063310542852116,8.45957397960554,6.1770983164509135
A0,73101,fixed512,d0_c2,2,0.013656377167312158,0.857476699898525,0.5566014971894523
A0,73101,fixed512,d0_c3,3,0.3350389910731299,47.48810139731146,36.81372978786627
A0,73101,fixed512,d6_c0,0,0.45279688877039315,10.937720687832835,6.579484446284671
A0,73101,fixed512,d6_c1,1,0.3651969465437708,10.085202081851818,7.255037449300289
A0,73101,fixed512,d6_c2,2,0.016247624797853535,1.0201797681892064,0.6349754471642276
A0,73101,fixed512,d6_c3,3,0.3712828004605954,52.62526376072459,41.81411390006542
A0,73101,fixed512,d24_c0,0,0.4932376811957155,11.914604811626143,7.096697327525665
A0,73101,fixed512,d24_c1,1,0.3926475834883562,10.843273099371977,7.50411469489336
A0,73101,fixed512,d24_c2,2,0.015318815810667128,0.9618603431022202,0.5755920813729366
A0,73101,fixed512,d24_c3,3,0.35422397736429617,50.207362732784134,40.36878521243731
A0,73101,fixed512,d12_c0,0,0.45844663133217833,11.074195358113316,6.61658467600743
A0,73101,fixed512,d12_c1,1,0.3452387612574644,9.53404103380807,6.879648153980573
A0,73101,fixed512,d12_c2,2,0.014539069184655714,0.9129004648389228,0.5606997068195293
A0,73101,fixed512,d12_c3,3,0.37463556103473444,53.1004807902281,42.44649827480316
A0,73101,fixed512,all24,0,0.4639605688148883,11.207389533187774,6.525222052043925
A0,73101,fixed512,all24,1,0.3829137212959659,10.57446480791112,7.1792601346969604
A0,73101,fixed512,all24,2,0.014159628909206185,0.8890756106177146,0.5029843475203961
A0,73101,fixed512,all24,3,0.351475596371416,49.81780987850202,39.928841223319374
A1,73101,selected,d0_c0,0,0.35376175738355015,8.545437012179312,4.591198075717936
A1,73101,selected,d0_c1,1,0.22807857095940834,6.298569855073855,4.632744414110978
A1,73101,selected,d0_c2,2,0.004905474538103144,0.3080121518931959,0.23326702850560346
A1,73101,selected,d0_c3,3,0.33203718274259714,47.06262799817351,36.07670295238495
A1,73101,selected,d6_c0,0,0.3905380834147295,9.433802617221467,5.404318588630606
A1,73101,selected,d6_c1,1,0.24709878135252733,6.823827985705439,5.085026574631532
A1,73101,selected,d6_c2,2,0.04694422563364235,2.9476031001822487,0.9774516760371625
A1,73101,selected,d6_c3,3,0.4236643484869526,60.049773535113324,44.44950697819392
A1,73101,selected,d24_c0,0,0.7621246085384648,18.409813106610557,13.466171752971908
A1,73101,selected,d24_c1,1,0.4054469399886704,11.19673743702591,7.958578320840995
A1,73101,selected,d24_c2,2,0.13542670997847361,8.503371496535191,4.424397309310734
A1,73101,selected,d24_c3,3,0.5516099662196818,78.18466120526898,55.0037190814813
A1,73101,selected,d12_c0,0,0.48989980733033284,11.833975432458113,7.886884813196957
A1,73101,selected,d12_c1,1,0.2932822229447144,8.099220197224879,5.890759115417798
A1,73101,selected,d12_c2,2,0.0970894414344954,6.096194680058609,2.61868809380879
A1,73101,selected,d12_c3,3,0.45520614214735355,64.52047675326877,47.63262868920962
A1,73101,selected,all24,0,0.8805511440210152,21.270513785569282,17.051905622084934
A1,73101,selected,all24,1,0.67809625682693,18.726163637918646,13.936949126422405
A1,73101,selected,all24,2,0.3260844462188016,20.474669922064606,17.72030913596973
A1,73101,selected,all24,3,0.6923612334267363,98.13460920242537,66.64654275774956
A1,73101,fixed512,d0_c0,0,0.43345059225881233,10.470393299249634,5.822423593762021
A1,73101,fixed512,d0_c1,1,0.27865841758986676,7.695372263650691,5.7729431216915446
A1,73101,fixed512,d0_c2,2,0.010787707194653596,0.6773544294664324,0.5681339603227874
A1,73101,fixed512,d0_c3,3,0.36132765268178774,51.21423077727685,39.86953894297282
A1,73101,fixed512,d6_c0,0,0.4501975991735814,10.874932483448477,5.976106408517808
A1,73101,fixed512,d6_c1,1,0.2882772743382778,7.9610045889540535,6.087239225705464
A1,73101,fixed512,d6_c2,2,0.016152637367374954,1.0142155576653809,0.6227207647946974
A1,73101,fixed512,d6_c3,3,0.4011812672813186,56.86304342767908,43.86496668060621
A1,73101,fixed512,d24_c0,0,0.6246374428522289,15.088685568562484,10.329408992702762
A1,73101,fixed512,d24_c1,1,0.30892563702377135,8.531225430922708,6.5658596232533455
A1,73101,fixed512,d24_c2,2,0.0495002199480322,3.108092631396168,1.6348646871435146
A1,73101,fixed512,d24_c3,3,0.4708923113370049,66.74381914881387,50.474777479966484
A1,73101,fixed512,d12_c0,0,0.49067878858040775,11.852792433072926,7.040764241168897
A1,73101,fixed512,d12_c1,1,0.29634649970586174,8.1838426199022,6.256302977601687
A1,73101,fixed512,d12_c2,2,0.021790819879083653,1.3682340557146038,0.7738401104385654
A1,73101,fixed512,d12_c3,3,0.4242433890570649,60.131846183489486,46.20211379726728
A1,73101,fixed512,all24,0,0.6972668129116247,16.843114062097804,12.5861518268163
A1,73101,fixed512,all24,1,0.3535286986370811,9.762974201269017,7.2856234932939214
A1,73101,fixed512,all24,2,0.1912475395971901,12.008331866377967,6.941525034839287
A1,73101,fixed512,all24,3,0.47631830136368625,67.5128937085913,49.218266516923904
A2,73101,selected,d0_c0,0,0.3530585452483292,8.528450283449288,4.591946857826163
A2,73101,selected,d0_c1,1,0.22816628820802345,6.300992236166358,4.617114022374153
A2,73101,selected,d0_c2,2,0.004761870818985269,0.29899535031736585,0.22899684170261025
A2,73101,selected,d0_c3,3,0.3326979190168002,47.15628011635156,36.18340729673704
A2,73101,selected,d6_c0,0,0.3984513002537952,9.62495356740356,5.62133715627715
A2,73101,selected,d6_c1,1,0.24965913898247033,6.8945342836199295,5.125732019543648
A2,73101,selected,d6_c2,2,0.05911228265476168,3.711628965227982,1.2570287728061278
A2,73101,selected,d6_c3,3,0.4295889668535255,60.889523191805594,45.119366000096
A2,73101,selected,d24_c0,0,0.8001808148624262,19.329095384234822,14.413701214206716
A2,73101,selected,d24_c1,1,0.43116375598681717,11.90692761987845,8.567450135946274
A2,73101,selected,d24_c2,2,0.14850334835776108,9.324446704539625,5.148763736399512
A2,73101,selected,d24_c3,3,0.5618541913150497,79.63666772698014,56.00923223296801
A2,73101,selected,d12_c0,0,0.5211442498934113,12.588713360825995,8.687987081396082
A2,73101,selected,d12_c1,1,0.30962383982855557,8.550506852760995,6.132651162644227
