panel,kind,condition,factor,excluded,removed_cells,gain_pct,change_pp
electricity,standard,POINT8,index_week,130,48,-0.019976118164421665,0.002818949667644715
electricity,standard,POINT8,index_week,131,48,-0.02018362404753561,0.0026114437845307682
electricity,standard,POINT8,index_week,132,48,-0.02333283562103738,-0.0005377677889710011
electricity,standard,POINT8,index_week,133,48,-0.022606090640914726,0.00018897719115165343
electricity,standard,POINT8,index_week,134,48,-0.020837119995934638,0.0019579478361317418
electricity,standard,POINT8,index_week,135,48,-0.017382186853211096,0.005412880978855283
electricity,standard,POINT8,index_week,136,60,-0.02228429442762885,0.0005107734044375312
electricity,standard,POINT8,index_week,137,48,-0.018971532748170213,0.0038235350838961672
electricity,standard,POINT8,index_week,138,48,-0.02290403657600807,-0.00010896874394169045
electricity,standard,POINT8,index_week,139,48,-0.02362385742223372,-0.0008287895901673385
electricity,standard,POINT8,index_week,140,48,-0.02438053642819552,-0.0015854685961291387
electricity,standard,POINT8,index_week,141,48,-0.021249773037090712,0.0015452947949756678
electricity,standard,POINT8,index_week,142,48,-0.024704116268545784,-0.0019090484364794047
electricity,standard,POINT8,index_week,143,60,-0.023506608422145484,-0.0007115405900791037
electricity,standard,POINT8,index_week,144,48,-0.02540703659013822,-0.0026119687580718406
electricity,standard,POINT8,index_week,145,48,-0.019981166037979642,0.002813901794086738
electricity,standard,POINT8,index_week,146,48,-0.02396770539863456,-0.001172637566568182
electricity,standard,POINT8,index_week,147,48,-0.023784063870155484,-0.0009889960380891037
electricity,standard,POINT8,index_week,148,48,-0.02473149978236072,-0.0019364319502943386
electricity,standard,POINT8,index_week,149,60,-0.028528561765304883,-0.005733493933238503
electricity,standard,POINT8,index_week,150,48,-0.021491474746940332,0.0013035930851260473
electricity,standard,POINT8,index_week,151,48,-0.025231030066741895,-0.002435962234675515
electricity,standard,POINT8,index_week,152,48,-0.02321524140079078,-0.0004201735687244003
electricity,standard,POINT8,index_week,153,48,-0.023877237794388547,-0.0010821699623221673
electricity,standard,POINT8,index_week,154,48,-0.02450650553508835,-0.0017114377030219702
electricity,standard,POINT8,index_week,155,48,-0.022983263313549676,-0.00018819548148329632
electricity,standard,POINT8,index_week,156,12,-0.02139275799512663,0.001402309836939751
electricity,standard,REFERENCE,seed,81551,512,-0.05090059060842399,-0.020875557147268728
electricity,standard,REFERENCE,seed,81552,512,-0.017227910312112012,0.012797123149043247
electricity,standard,REFERENCE,seed,81553,512,-0.021969683901820886,0.008055349559334374
electricity,standard,REFERENCE,channel,0,384,-0.02260816781385723,0.007416865647298029
electricity,standard,REFERENCE,channel,1,384,-0.02219062391857223,0.007834409542583031
electricity,standard,REFERENCE,channel,2,384,-0.029471753924299023,0.0005532795368562368
electricity,standard,REFERENCE,channel,3,384,-0.04637980867092413,-0.01635477520976887
electricity,standard,REFERENCE,index_week,125,36,-0.02875726882863937,0.001267764632515888
electricity,standard,REFERENCE,index_week,126,48,-0.03151469903863255,-0.0014896655774772893
electricity,standard,REFERENCE,index_week,127,48,-0.024684843264762134,0.005340190196393126
electricity,standard,REFERENCE,index_week,128,48,-0.03504360446813494,-0.00501857100697968
electricity,standard,REFERENCE,index_week,129,60,-0.02883191668675316,0.001193116774402099
electricity,standard,REFERENCE,index_week,130,48,-0.027250530297695554,0.002774503163459705
electricity,standard,REFERENCE,index_week,131,48,-0.027271286163295445,0.002753747297859814
electricity,standard,REFERENCE,index_week,132,48,-0.03246416860261014,-0.0024391351414548776
electricity,standard,REFERENCE,index_week,133,48,-0.029714561724004277,0.0003104717371509823
electricity,standard,REFERENCE,index_week,134,48,-0.027272629827880018,0.0027524036332752418
electricity,standard,REFERENCE,index_week,135,48,-0.026564627622001537,0.003460405839153722
electricity,standard,REFERENCE,index_week,136,60,-0.029537700547280287,0.00048733291387497227
electricity,standard,REFERENCE,index_week,137,48,-0.025884462871725047,0.004140570589430213
electricity,standard,REFERENCE,index_week,138,48,-0.02989445479686205,0.00013057866429320997
electricity,standard,REFERENCE,index_week,139,48,-0.0306958757811752,-0.000670842320019939
electricity,standard,REFERENCE,index_week,140,48,-0.03294645910901159,-0.0029214256478563294
electricity,standard,REFERENCE,index_week,141,48,-0.029619422634159086,0.0004056108269961736
electricity,standard,REFERENCE,index_week,142,48,-0.030337005808151737,-0.00031197234699647733
electricity,standard,REFERENCE,index_week,143,60,-0.02992152695973799,0.00010350650141726855
electricity,standard,REFERENCE,index_week,144,48,-0.031939208035134135,-0.001914174573978876
electricity,standard,REFERENCE,index_week,145,48,-0.027558723082558936,0.0024663103785963238
electricity,standard,REFERENCE,index_week,146,48,-0.031567422981525255,-0.0015423895203699953
electricity,standard,REFERENCE,index_week,147,48,-0.03076997243182384,-0.0007449389706685808
electricity,standard,REFERENCE,index_week,148,48,-0.03169889358032443,-0.0016738601191691738
electricity,standard,REFERENCE,index_week,149,60,-0.0362202591170824,-0.006195225655927138
electricity,standard,REFERENCE,index_week,150,48,-0.030222121070141217,-0.00019708760898595745
electricity,standard,REFERENCE,index_week,151,48,-0.0322589126786655,-0.00223387921751024
electricity,standard,REFERENCE,index_week,152,48,-0.029675998003811568,0.0003490354573436917
electricity,standard,REFERENCE,index_week,153,48,-0.03070156689281309,-0.000676533431657831
electricity,standard,REFERENCE,index_week,154,48,-0.03153819671337858,-0.0015131632522233235
electricity,standard,REFERENCE,index_week,155,48,-0.0295270451905896,0.000497988270565658
electricity,standard,REFERENCE,index_week,156,12,-0.02863069572345506,0.0013943377377001985
electricity,standard,SHIFT4,seed,81551,512,-0.05014786865226481,-0.014703913026553224
electricity,standard,SHIFT4,seed,81552,512,-0.04013454933912278,-0.004690593713411191
electricity,standard,SHIFT4,seed,81553,512,-0.016003117056551507,0.01944083856916008
electricity,standard,SHIFT4,channel,0,384,-0.024798293278566187,0.0106456623471454
electricity,standard,SHIFT4,channel,1,384,-0.02205642833558487,0.013387527290126718
electricity,standard,SHIFT4,channel,2,384,-0.046447672113686056,-0.01100371648797447
electricity,standard,SHIFT4,channel,3,384,-0.044067209468141154,-0.008623253842429568
electricity,standard,SHIFT4,index_week,125,36,-0.02748262817162688,0.007961327454084705
electricity,standard,SHIFT4,index_week,126,48,-0.02595515343267807,0.009488802193033517
electricity,standard,SHIFT4,index_week,127,48,-0.03433727804322754,0.0011066775824840475
electricity,standard,SHIFT4,index_week,128,48,-0.03764229555004113,-0.002198339924329544
electricity,standard,SHIFT4,index_week,129,60,-0.03246318692265056,0.0029807687030610278
electricity,standard,SHIFT4,index_week,130,48,-0.03210274453079836,0.0033412110949132268
electricity,standard,SHIFT4,index_week,131,48,-0.053295276107283227,-0.01785132048157164
electricity,standard,SHIFT4,index_week,132,48,-0.039595424935077554,-0.004151469309365968
electricity,standard,SHIFT4,index_week,133,48,-0.04041088141235628,-0.004966925786644691
electricity,standard,SHIFT4,index_week,134,48,-0.03819010308752555,-0.0027461474618139664
electricity,standard,SHIFT4,index_week,135,48,-0.03049464711502944,0.004949308510682145
electricity,standard,SHIFT4,index_week,136,60,-0.04561111789208547,-0.010167162266373882
electricity,standard,SHIFT4,index_week,137,48,-0.024599373465862356,0.01084458215984923
electricity,standard,SHIFT4,index_week,138,48,-0.03552735741515556,-8.340178944397231e-05
electricity,standard,SHIFT4,index_week,139,48,-0.02776249595540118,0.007681459670310406
electricity,standard,SHIFT4,index_week,140,48,-0.029134309627342377,0.006309645998369209
electricity,standard,SHIFT4,index_week,141,48,-0.024897962361341543,0.010545993264370043
electricity,standard,SHIFT4,index_week,142,48,-0.03491385940830946,0.0005300962174021248
electricity,standard,SHIFT4,index_week,143,60,-0.044223283074325805,-0.008779327448614219
electricity,standard,SHIFT4,index_week,144,48,-0.027839098595318277,0.007604857030393309
electricity,standard,SHIFT4,index_week,145,48,-0.05671176593691944,-0.021267810311207856
electricity,standard,SHIFT4,index_week,146,48,-0.03268504980828861,0.0027589058174229755
electricity,standard,SHIFT4,index_week,147,48,-0.02857552693158506,0.006868428694126526
electricity,standard,SHIFT4,index_week,148,48,-0.031382272549360955,0.004061683076350631
electricity,standard,SHIFT4,index_week,149,60,-0.03610281776776618,-0.0006588621420545934
electricity,standard,SHIFT4,index_week,150,48,-0.02344080339274282,0.012003152232968765
electricity,standard,SHIFT4,index_week,151,48,-0.03651716994654808,-0.0010732143208364922
electricity,standard,SHIFT4,index_week,152,48,-0.04010250544429639,-0.004658549818584802
electricity,standard,SHIFT4,index_week,153,48,-0.04557665960929927,-0.010132703983587683
electricity,standard,SHIFT4,index_week,154,48,-0.03997045195544818,-0.004526496329736597
electricity,standard,SHIFT4,index_week,155,48,-0.04232799719271593,-0.006884041567004347
electricity,standard,SHIFT4,index_week,156,12,-0.03435649007056903,0.0010874655551425527
electricity,standard,SHIFT8,seed,81551,512,0.07982615952084651,0.0023924507272041484
electricity,standard,SHIFT8,seed,81552,512,0.01063902126812154,-0.06679468752552083
electricity,standard,SHIFT8,seed,81553,512,0.14136111429224918,0.06392740549860682
electricity,standard,SHIFT8,channel,0,384,0.15748086351199572,0.08004715471835336
electricity,standard,SHIFT8,channel,1,384,0.03321890402519858,-0.044214804768443784
electricity,standard,SHIFT8,channel,2,384,0.0640413872933463,-0.013392321500296067
electricity,standard,SHIFT8,channel,3,384,0.06628938691403302,-0.011144321879609342
electricity,standard,SHIFT8,index_week,125,36,0.08140579908332599,0.003972090289683622
electricity,standard,SHIFT8,index_week,126,48,0.07838828364426312,0.0009545748506207541
electricity,standard,SHIFT8,index_week,127,48,0.07992523826599449,0.002491529472352122
electricity,standard,SHIFT8,index_week,128,48,0.07681855231042584,-0.0006151564832165279
electricity,standard,SHIFT8,index_week,129,60,0.07145868898768733,-0.005975019805955037
electricity,standard,SHIFT8,index_week,130,48,0.07213469505570604,-0.005299013737936328
electricity,standard,SHIFT8,index_week,131,48,0.07207363175969994,-0.005360077033942423
electricity,standard,SHIFT8,index_week,132,48,0.07539145020062749,-0.0020422585930148784
electricity,standard,SHIFT8,index_week,133,48,0.07638308950352389,-0.0010506192901184735
electricity,standard,SHIFT8,index_week,134,48,0.06519394348688484,-0.012239765306757522
electricity,standard,SHIFT8,index_week,135,48,0.07774484468869909,0.00031113589505672723
electricity,standard,SHIFT8,index_week,136,60,0.0887731812046611,0.011339472411018736
electricity,standard,SHIFT8,index_week,137,48,0.07764788227560611,0.00021417348196374475
electricity,standard,SHIFT8,index_week,138,48,0.07901100035558212,0.0015772915619397532
electricity,standard,SHIFT8,index_week,139,48,0.08311151005052096,0.005677801256878598
electricity,standard,SHIFT8,index_week,140,48,0.08352089405407281,0.00608718526043045
electricity,standard,SHIFT8,index_week,141,48,0.07453547175338483,-0.0028982370402575314
electricity,standard,SHIFT8,index_week,142,48,0.09513131157908482,0.017697602785442454
electricity,standard,SHIFT8,index_week,143,60,0.0784245276143283,0.0009908188206859403
electricity,standard,SHIFT8,index_week,144,48,0.08133731868128433,0.0039036098876419623
electricity,standard,SHIFT8,index_week,145,48,0.07874456374463082,0.0013108549509884548
electricity,standard,SHIFT8,index_week,146,48,0.07642988672132442,-0.0010038220723179447
electricity,standard,SHIFT8,index_week,147,48,0.08223736610176087,0.004803657308118506
electricity,standard,SHIFT8,index_week,148,48,0.0741574031985417,-0.0032763055951006703
electricity,standard,SHIFT8,index_week,149,60,0.06566940262719519,-0.011764306166447178
electricity,standard,SHIFT8,index_week,150,48,0.0797608618477173,0.0023271530540749374
electricity,standard,SHIFT8,index_week,151,48,0.07494124135238067,-0.002492467441261692
electricity,standard,SHIFT8,index_week,152,48,0.07714416510533532,-0.0002895436883070396
electricity,standard,SHIFT8,index_week,153,48,0.07910549174432156,0.0016717829506791987
electricity,standard,SHIFT8,index_week,154,48,0.06989119006848257,-0.007542518725159791
electricity,standard,SHIFT8,index_week,155,48,0.07477714980532264,-0.002656558988319721
electricity,standard,SHIFT8,index_week,156,12,0.07659686820264186,-0.0008368405910005039
electricity,standard,SHIFT_POINT,seed,81551,512,-0.03066886147174607,0.017504296933431786
electricity,standard,SHIFT_POINT,seed,81552,512,-0.06819480505943804,-0.020021646654260178
electricity,standard,SHIFT_POINT,seed,81553,512,-0.04553266350418864,0.002640494900989214
electricity,standard,SHIFT_POINT,channel,0,384,-0.045133947989684314,0.003039210415493543
electricity,standard,SHIFT_POINT,channel,1,384,-0.03267401303616421,0.015499145369013645
electricity,standard,SHIFT_POINT,channel,2,384,-0.05545920485274727,-0.0072860464475694095
electricity,standard,SHIFT_POINT,channel,3,384,-0.05734298601125664,-0.009169827606078783
electricity,standard,SHIFT_POINT,index_week,125,36,-0.044927621353914364,0.003245537051263493
electricity,standard,SHIFT_POINT,index_week,126,48,-0.05143165165759953,-0.003258493252421675
electricity,standard,SHIFT_POINT,index_week,127,48,-0.046533421311105674,0.0016397370940721828
electricity,standard,SHIFT_POINT,index_week,128,48,-0.038483387521045666,0.009689770884132191
electricity,standard,SHIFT_POINT,index_week,129,60,-0.04851073417074429,-0.0003375757655664294
electricity,standard,SHIFT_POINT,index_week,130,48,-0.04073515957514744,0.007437998830030421
electricity,standard,SHIFT_POINT,index_week,131,48,-0.06637067393925024,-0.01819751553407238
electricity,standard,SHIFT_POINT,index_week,132,48,-0.05053142227313106,-0.0023582638679532017
electricity,standard,SHIFT_POINT,index_week,133,48,-0.04526784763837359,0.002905310766804267
electricity,standard,SHIFT_POINT,index_week,134,48,-0.050184371838236506,-0.0020112134330586492
electricity,standard,SHIFT_POINT,index_week,135,48,-0.04330270221325448,0.004870456191923375
electricity,standard,SHIFT_POINT,index_week,136,60,-0.04558228211951696,0.0025908762856608966
electricity,standard,SHIFT_POINT,index_week,137,48,-0.04569389543953055,0.002479262965647308
electricity,standard,SHIFT_POINT,index_week,138,48,-0.046257406727720364,0.0019157516774574931
electricity,standard,SHIFT_POINT,index_week,139,48,-0.0491693562770526,-0.0009961978718747433
electricity,standard,SHIFT_POINT,index_week,140,48,-0.047247735594409423,0.0009254228107684337
electricity,standard,SHIFT_POINT,index_week,141,48,-0.04191195160551158,0.006261206799666276
electricity,standard,SHIFT_POINT,index_week,142,48,-0.055499485157449305,-0.007326326752271448
electricity,standard,SHIFT_POINT,index_week,143,60,-0.046691148421795545,0.0014820099833823125
electricity,standard,SHIFT_POINT,index_week,144,48,-0.03150976838574606,0.016663390019431797
electricity,standard,SHIFT_POINT,index_week,145,48,-0.045822923308009314,0.002350235097168543
electricity,standard,SHIFT_POINT,index_week,146,48,-0.04846031601684671,-0.0002871576116688507
electricity,standard,SHIFT_POINT,index_week,147,48,-0.052478360678967606,-0.004305202273789749
electricity,standard,SHIFT_POINT,index_week,148,48,-0.053977765928161774,-0.005804607522983916
electricity,standard,SHIFT_POINT,index_week,149,60,-0.05498106181682122,-0.006807903411643362
electricity,standard,SHIFT_POINT,index_week,150,48,-0.038327207696327005,0.009845950708850852
electricity,standard,SHIFT_POINT,index_week,151,48,-0.05227697102509293,-0.004103812619915076
electricity,standard,SHIFT_POINT,index_week,152,48,-0.05914029314296613,-0.010967134737788271
electricity,standard,SHIFT_POINT,index_week,153,48,-0.04768366101856138,0.0004894973866164803
electricity,standard,SHIFT_POINT,index_week,154,48,-0.05371304587679362,-0.005539887471615761
electricity,standard,SHIFT_POINT,index_week,155,48,-0.05602301462760537,-0.007849856222427516
electricity,standard,SHIFT_POINT,index_week,156,12,-0.0430553346265582,0.005117823778619655
electricity_transfer,shape,PAIRED_SHIFT8_D32,seed,81551,1024,0.27716260402142867,0.03589386098144992
electricity_transfer,shape,PAIRED_SHIFT8_D32,seed,81552,1024,0.05465493930259515,-0.1866138037373836
electricity_transfer,shape,PAIRED_SHIFT8_D32,seed,81553,1024,0.38741844023244426,0.1461496971924655
electricity_transfer,shape,PAIRED_SHIFT8_D32,channel,100,192,0.24327903424548156,0.0020102912055028066
electricity_transfer,shape,PAIRED_SHIFT8_D32,channel,11,192,0.2738010978095613,0.03253235476958255
electricity_transfer,shape,PAIRED_SHIFT8_D32,channel,129,192,0.2731621567364419,0.031893413696463147
electricity_transfer,shape,PAIRED_SHIFT8_D32,channel,14,192,0.23877047610744426,-0.002498266932534493
electricity_transfer,shape,PAIRED_SHIFT8_D32,channel,144,192,0.22261336804915188,-0.018655374990826867
electricity_transfer,shape,PAIRED_SHIFT8_D32,channel,147,192,0.2177124888580796,-0.02355625418189916
electricity_transfer,shape,PAIRED_SHIFT8_D32,channel,149,192,0.23295696033110627,-0.008311782708872478
electricity_transfer,shape,PAIRED_SHIFT8_D32,channel,189,192,0.2341584381794948,-0.007110304860483946
electricity_transfer,shape,PAIRED_SHIFT8_D32,channel,21,192,0.24661934293072377,0.005350599890745017
electricity_transfer,shape,PAIRED_SHIFT8_D32,channel,225,192,0.23146490928152907,-0.009803833758449676
electricity_transfer,shape,PAIRED_SHIFT8_D32,channel,262,192,0.2314287572878625,-0.009839985752116254
electricity_transfer,shape,PAIRED_SHIFT8_D32,channel,288,192,0.2266464024697393,-0.01462234057023945
electricity_transfer,shape,PAIRED_SHIFT8_D32,channel,313,192,0.2163363417261225,-0.02493240131385624
electricity_transfer,shape,PAIRED_SHIFT8_D32,channel,43,192,0.2405203470932656,-0.0007483959467131374
electricity_transfer,shape,PAIRED_SHIFT8_D32,channel,79,192,0.2780485698681027,0.036779826828123974
electricity_transfer,shape,PAIRED_SHIFT8_D32,channel,83,192,0.25760387583012956,0.016335132790150808
electricity_transfer,shape,PAIRED_SHIFT8_D32,index_week,125,96,0.23736244414360164,-0.003906298896377114
electricity_transfer,shape,PAIRED_SHIFT8_D32,index_week,126,96,0.246875860957516,0.005607117917537263
electricity_transfer,shape,PAIRED_SHIFT8_D32,index_week,127,96,0.2447741264645219,0.0035053834245431514
electricity_transfer,shape,PAIRED_SHIFT8_D32,index_week,128,96,0.2525150868894226,0.01124634384944384
electricity_transfer,shape,PAIRED_SHIFT8_D32,index_week,129,96,0.23749178833276444,-0.003776954707214314
electricity_transfer,shape,PAIRED_SHIFT8_D32,index_week,130,96,0.23124967009374242,-0.01001907294623633
electricity_transfer,shape,PAIRED_SHIFT8_D32,index_week,131,96,0.22643882569538126,-0.014829917344597487
electricity_transfer,shape,PAIRED_SHIFT8_D32,index_week,132,96,0.24846164756391775,0.007192904523939003
electricity_transfer,shape,PAIRED_SHIFT8_D32,index_week,133,96,0.2351208909192371,-0.006147852120741648
electricity_transfer,shape,PAIRED_SHIFT8_D32,index_week,134,96,0.23750547375228176,-0.003763269287696991
electricity_transfer,shape,PAIRED_SHIFT8_D32,index_week,135,96,0.22531164111604723,-0.015957101923931516
electricity_transfer,shape,PAIRED_SHIFT8_D32,index_week,136,144,0.25082701101000093,0.009558267970022183
electricity_transfer,shape,PAIRED_SHIFT8_D32,index_week,137,96,0.24521062976386182,0.00394188672388307
electricity_transfer,shape,PAIRED_SHIFT8_D32,index_week,138,96,0.22708999456698864,-0.01417874847299011
electricity_transfer,shape,PAIRED_SHIFT8_D32,index_week,139,96,0.24220409728163317,0.000935354241654418
electricity_transfer,shape,PAIRED_SHIFT8_D32,index_week,140,96,0.2336762079232816,-0.007592535116697163
electricity_transfer,shape,PAIRED_SHIFT8_D32,index_week,141,96,0.24768919060290603,0.006420447562927284
electricity_transfer,shape,PAIRED_SHIFT8_D32,index_week,142,96,0.2381527918285059,-0.003115951211472845
electricity_transfer,shape,PAIRED_SHIFT8_D32,index_week,143,96,0.2369625186463437,-0.004306224393635039
electricity_transfer,shape,PAIRED_SHIFT8_D32,index_week,144,96,0.24756431072473226,0.006295567684753506
electricity_transfer,shape,PAIRED_SHIFT8_D32,index_week,145,96,0.24712344713592996,0.0058547040959512076
electricity_transfer,shape,PAIRED_SHIFT8_D32,index_week,146,96,0.23655151471611532,-0.004717228323863426
electricity_transfer,shape,PAIRED_SHIFT8_D32,index_week,147,96,0.25297407480764894,0.01170533176767019
electricity_transfer,shape,PAIRED_SHIFT8_D32,index_week,148,96,0.241856482489055,0.0005877394490762522
electricity_transfer,shape,PAIRED_SHIFT8_D32,index_week,149,144,0.23096702926736656,-0.010301713772612187
electricity_transfer,shape,PAIRED_SHIFT8_D32,index_week,150,96,0.24940303951129433,0.008134296471315583
electricity_transfer,shape,PAIRED_SHIFT8_D32,index_week,151,96,0.24137238763379582,0.00010364459381706492
electricity_transfer,shape,PAIRED_SHIFT8_D32,index_week,152,96,0.25012811199107193,0.008859368951093183
electricity_transfer,shape,PAIRED_SHIFT8_D32,index_week,153,96,0.24308368570521263,0.0018149426652338818
electricity_transfer,shape,PAIRED_SHIFT8_D32,index_week,154,96,0.2387099544070669,-0.0025587886329118403
electricity_transfer,shape,PAIRED_SHIFT8_D32,index_week,155,48,0.25499929826243156,0.013730555222452812
electricity_transfer,shape,PAIRED_SHIFT8_D32,index_week,156,48,0.24107367816561645,-0.00019506487436229958
electricity_transfer,shape,PULSE8_D32,seed,81551,1024,-0.05308377594050438,-0.021514883957391213
electricity_transfer,shape,PULSE8_D32,seed,81552,1024,-0.006654894771843879,0.02491399721126929
electricity_transfer,shape,PULSE8_D32,seed,81553,1024,-0.03511062612801587,-0.0035417341449026987
electricity_transfer,shape,PULSE8_D32,channel,100,192,-0.030817849079954447,0.0007510429031587218
electricity_transfer,shape,PULSE8_D32,channel,11,192,-0.033332324136672836,-0.0017634321535596673
electricity_transfer,shape,PULSE8_D32,channel,129,192,-0.034252642988111086,-0.002683751004997917
electricity_transfer,shape,PULSE8_D32,channel,14,192,-0.03162281119661716,-5.391921350399176e-05
electricity_transfer,shape,PULSE8_D32,channel,144,192,-0.030295358130322577,0.001273533852790592
electricity_transfer,shape,PULSE8_D32,channel,147,192,-0.030182534247567037,0.0013863577355461322
electricity_transfer,shape,PULSE8_D32,channel,149,192,-0.031552665280127644,1.6226702985525088e-05
electricity_transfer,shape,PULSE8_D32,channel,189,192,-0.031044241597050718,0.0005246503860624509
electricity_transfer,shape,PULSE8_D32,channel,21,192,-0.030832294120481572,0.0007365978626315967
electricity_transfer,shape,PULSE8_D32,channel,225,192,-0.030473343772029395,0.0010955482110837737
electricity_transfer,shape,PULSE8_D32,channel,262,192,-0.03066882267248191,0.0009000693106312602
electricity_transfer,shape,PULSE8_D32,channel,288,192,-0.032607016062491896,-0.0010381240793787272
electricity_transfer,shape,PULSE8_D32,channel,313,192,-0.03153991022149015,2.8981761623018965e-05
electricity_transfer,shape,PULSE8_D32,channel,43,192,-0.030328527928583936,0.0012403640545292326
electricity_transfer,shape,PULSE8_D32,channel,79,192,-0.0320562533874821,-0.0004873614043689328
electricity_transfer,shape,PULSE8_D32,channel,83,192,-0.03346432555046116,-0.00189543356734799
electricity_transfer,shape,PULSE8_D32,index_week,125,96,-0.031567524901415275,1.367081697893624e-06
electricity_transfer,shape,PULSE8_D32,index_week,126,96,-0.031142271066824524,0.00042662091628864474
electricity_transfer,shape,PULSE8_D32,index_week,127,96,-0.03135442365670477,0.00021446832640839575
electricity_transfer,shape,PULSE8_D32,index_week,128,96,-0.03128725613655289,0.00028163584656027557
electricity_transfer,shape,PULSE8_D32,index_week,129,96,-0.03168273710803159,-0.00011384512491842413
electricity_transfer,shape,PULSE8_D32,index_week,130,96,-0.03172598628155245,-0.00015709429843928369
electricity_transfer,shape,PULSE8_D32,index_week,131,96,-0.03191346639034508,-0.0003445744072319082
electricity_transfer,shape,PULSE8_D32,index_week,132,96,-0.031083357973479605,0.00048553400963356405
electricity_transfer,shape,PULSE8_D32,index_week,133,96,-0.03129021933424624,0.0002786726488669261
electricity_transfer,shape,PULSE8_D32,index_week,134,96,-0.0316941842246968,-0.0001252922415836341
electricity_transfer,shape,PULSE8_D32,index_week,135,96,-0.031417195334182614,0.0001516966489305549
electricity_transfer,shape,PULSE8_D32,index_week,136,144,-0.03171256985781623,-0.00014367787470306176
electricity_transfer,shape,PULSE8_D32,index_week,137,96,-0.0311221803835263,0.0004467115995868687
electricity_transfer,shape,PULSE8_D32,index_week,138,96,-0.031158434683685166,0.0004104572994280027
electricity_transfer,shape,PULSE8_D32,index_week,139,96,-0.031446200702422135,0.00012269128069103408
electricity_transfer,shape,PULSE8_D32,index_week,140,96,-0.031236756750485317,0.0003321352326278518
electricity_transfer,shape,PULSE8_D32,index_week,141,96,-0.03143624040147587,0.00013265158163729834
electricity_transfer,shape,PULSE8_D32,index_week,142,96,-0.03142035269647165,0.00014853928664151916
electricity_transfer,shape,PULSE8_D32,index_week,143,96,-0.03218165997997195,-0.0006127679968587832
electricity_transfer,shape,PULSE8_D32,index_week,144,96,-0.031667435362026444,-9.85433789132753e-05
electricity_transfer,shape,PULSE8_D32,index_week,145,96,-0.03184493528539802,-0.0002760433022848535
electricity_transfer,shape,PULSE8_D32,index_week,146,96,-0.031928625185461766,-0.0003597332023485972
electricity_transfer,shape,PULSE8_D32,index_week,147,96,-0.03114422984849253,0.0004246621346206403
electricity_transfer,shape,PULSE8_D32,index_week,148,96,-0.031918199798879936,-0.00034930781576676673
electricity_transfer,shape,PULSE8_D32,index_week,149,144,-0.03186030965571247,-0.00029141767259929785
electricity_transfer,shape,PULSE8_D32,index_week,150,96,-0.031765553836327225,-0.00019666185321405572
electricity_transfer,shape,PULSE8_D32,index_week,151,96,-0.03167902538674729,-0.0001101334036341245
electricity_transfer,shape,PULSE8_D32,index_week,152,96,-0.03148755328459685,8.133869851632142e-05
electricity_transfer,shape,PULSE8_D32,index_week,153,96,-0.031725135209273274,-0.0001562432261601049
electricity_transfer,shape,PULSE8_D32,index_week,154,96,-0.03171935305911524,-0.00015046107600207026
electricity_transfer,shape,PULSE8_D32,index_week,155,48,-0.031689266361131944,-0.00012037437801877549
electricity_transfer,shape,PULSE8_D32,index_week,156,48,-0.0318988957627139,-0.0003300037796007335
electricity_transfer,shape,RAMP8_D32,seed,81551,1024,0.12706104837834328,-0.01671995386767211
electricity_transfer,shape,RAMP8_D32,seed,81552,1024,-0.3048000432413885,-0.44858104548740385
electricity_transfer,shape,RAMP8_D32,seed,81553,1024,0.6189039933213126,0.4751229910752972
electricity_transfer,shape,RAMP8_D32,channel,100,192,0.12082464932595238,-0.02295635292006301
electricity_transfer,shape,RAMP8_D32,channel,11,192,0.13942300089345122,-0.0043580013525641725
electricity_transfer,shape,RAMP8_D32,channel,129,192,0.1712304520298187,0.027449449783803315
electricity_transfer,shape,RAMP8_D32,channel,14,192,0.13558893520395482,-0.008192067042060575
electricity_transfer,shape,RAMP8_D32,channel,144,192,0.1392081851016297,-0.004572817144385705
electricity_transfer,shape,RAMP8_D32,channel,147,192,0.14313701869255271,-0.0006439835534626792
electricity_transfer,shape,RAMP8_D32,channel,149,192,0.15190927527228357,0.008128273026268173
electricity_transfer,shape,RAMP8_D32,channel,189,192,0.16151266344062623,0.017731661194610837
electricity_transfer,shape,RAMP8_D32,channel,21,192,0.12742772886948808,-0.01635327337652731
electricity_transfer,shape,RAMP8_D32,channel,225,192,0.12878771710261597,-0.014993285143399426
electricity_transfer,shape,RAMP8_D32,channel,262,192,0.10831000734232386,-0.03547099490369153
electricity_transfer,shape,RAMP8_D32,channel,288,192,0.1914181072080625,0.047637104962047094
electricity_transfer,shape,RAMP8_D32,channel,313,192,0.17630275152690061,0.03252174928088522
electricity_transfer,shape,RAMP8_D32,channel,43,192,0.12698506572458493,-0.016795936521430466
electricity_transfer,shape,RAMP8_D32,channel,79,192,0.12587612893244435,-0.017904873313571046
electricity_transfer,shape,RAMP8_D32,channel,83,192,0.1543142234905927,0.010533221244577312
electricity_transfer,shape,RAMP8_D32,index_week,125,96,0.14081641000966777,-0.002964592236347624
electricity_transfer,shape,RAMP8_D32,index_week,126,96,0.1408454584599723,-0.0029355437860431044
electricity_transfer,shape,RAMP8_D32,index_week,127,96,0.1368307448077604,-0.006950257438255003
electricity_transfer,shape,RAMP8_D32,index_week,128,96,0.14737901144485657,0.003598009198841179
