kind,condition,new,baseline,seed,new_nmae,baseline_nmae,gain_pct
shape,STEP8_D31,C3,PERSISTENCE,81553,0.3444012457768241,0.7571994887985696,54.516445022529346
shape,STEP8_D31,C3,SEASONAL,81551,0.35664350878962536,0.3799453620237059,6.132948461317611
shape,STEP8_D31,C3,SEASONAL,81552,0.3542494615636969,0.3799453620237059,6.763051488020466
shape,STEP8_D31,C3,SEASONAL,81553,0.3444012457768241,0.3799453620237059,9.355059911131136
shape,STEP8_D31,C0,F0,81551,0.36141012062552474,0.5679019538913879,36.36047241093927
shape,STEP8_D31,C0,F0,81552,0.3835683554605703,0.5679019538913879,32.458701219061425
shape,STEP8_D31,C0,F0,81553,0.3457082606812251,0.5679019538913879,39.12536163815658
shape,STEP8_D31,C0,PERSISTENCE,81551,0.36141012062552474,0.7571994887985696,52.27015786830951
shape,STEP8_D31,C0,PERSISTENCE,81552,0.3835683554605703,0.7571994887985696,49.34381743057315
shape,STEP8_D31,C0,PERSISTENCE,81553,0.3457082606812251,0.7571994887985696,54.34383332326964
shape,STEP8_D31,C0,SEASONAL,81551,0.36141012062552474,0.3799453620237059,4.878396540875441
shape,STEP8_D31,C0,SEASONAL,81552,0.3835683554605703,0.3799453620237059,-0.9535564317898704
shape,STEP8_D31,C0,SEASONAL,81553,0.3457082606812251,0.3799453620237059,9.01105915864413
shape,STEP8_D33,C3,C0,81551,0.3631747125885388,0.37537334237344866,3.2497325749823225
shape,STEP8_D33,C3,C0,81552,0.3702514755627373,0.4071738800401969,9.067969800473097
shape,STEP8_D33,C3,C0,81553,0.35001917702915164,0.3518053012539232,0.5077024758880389
shape,STEP8_D33,C3,C1,81551,0.3631747125885388,0.37537334237344866,3.2497325749823225
shape,STEP8_D33,C3,C1,81552,0.3702514755627373,0.4071738800401969,9.067969800473097
shape,STEP8_D33,C3,C1,81553,0.35001917702915164,0.3518053012539232,0.5077024758880389
shape,STEP8_D33,C3,C2,81551,0.3631747125885388,0.36966526502477315,1.7557918068930256
shape,STEP8_D33,C3,C2,81552,0.3702514755627373,0.3874936623099696,4.449669355737673
shape,STEP8_D33,C3,C2,81553,0.35001917702915164,0.3579901247538476,2.226583129961135
shape,STEP8_D33,C3,M_MEAN,81551,0.3631747125885388,0.36991388160095895,1.8218210636631316
shape,STEP8_D33,C3,M_MEAN,81552,0.3702514755627373,0.38375153234593545,3.517916059036985
shape,STEP8_D33,C3,M_MEAN,81553,0.35001917702915164,0.35769247636420376,2.145222458422391
shape,STEP8_D33,C3,M_ROTATE16,81551,0.3631747125885388,0.3714982069541368,2.2405207373250136
shape,STEP8_D33,C3,M_ROTATE16,81552,0.3702514755627373,0.38778675450933425,4.521887027519622
shape,STEP8_D33,C3,M_ROTATE16,81553,0.35001917702915164,0.3581926601247442,2.2818678341276044
shape,STEP8_D33,C3,M_RECENCY,81551,0.3631747125885388,0.364742835262687,0.42992555920087216
shape,STEP8_D33,C3,M_RECENCY,81552,0.3702514755627373,0.37184754064461567,0.4292256657423388
shape,STEP8_D33,C3,M_RECENCY,81553,0.35001917702915164,0.35035003176928325,0.0944354816983406
shape,STEP8_D33,C3,F0,81551,0.3631747125885388,0.567291369423712,35.98092053516114
shape,STEP8_D33,C3,F0,81552,0.3702514755627373,0.567291369423712,34.733455236792956
shape,STEP8_D33,C3,F0,81553,0.35001917702915164,0.567291369423712,38.29992912024702
shape,STEP8_D33,C3,PERSISTENCE,81551,0.3631747125885388,0.7571994887985696,52.03711598316324
shape,STEP8_D33,C3,PERSISTENCE,81552,0.3702514755627373,0.7571994887985696,51.10251907985219
shape,STEP8_D33,C3,PERSISTENCE,81553,0.35001917702915164,0.7571994887985696,53.7745095966033
shape,STEP8_D33,C3,SEASONAL,81551,0.3631747125885388,0.3799453620237059,4.4139634567037405
shape,STEP8_D33,C3,SEASONAL,81552,0.3702514755627373,0.3799453620237059,2.551389602267007
shape,STEP8_D33,C3,SEASONAL,81553,0.35001917702915164,0.3799453620237059,7.876444348513212
shape,STEP8_D33,C0,F0,81551,0.37537334237344866,0.567291369423712,33.83059171959994
shape,STEP8_D33,C0,F0,81552,0.4071738800401969,0.567291369423712,28.224911925977636
shape,STEP8_D33,C0,F0,81553,0.3518053012539232,0.567291369423712,37.98507782494423
shape,STEP8_D33,C0,PERSISTENCE,81551,0.37537334237344866,0.7571994887985696,50.42609669889706
shape,STEP8_D33,C0,PERSISTENCE,81552,0.4071738800401969,0.7571994887985696,46.22633981353448
shape,STEP8_D33,C0,PERSISTENCE,81553,0.3518053012539232,0.7571994887985696,53.538624040525406
shape,STEP8_D33,C0,SEASONAL,81551,0.37537334237344866,0.3799453620237059,1.2033360865112863
shape,STEP8_D33,C0,SEASONAL,81552,0.4071738800401969,0.3799453620237059,-7.166429897041926
shape,STEP8_D33,C0,SEASONAL,81553,0.3518053012539232,0.3799453620237059,7.406344064815029
standard,BURST16,C3,C0,81551,0.31958537777813933,0.31664729277083115,-0.9278730860442286
standard,BURST16,C3,C0,81552,0.31963709947881913,0.32138028604869967,0.5424061915286216
standard,BURST16,C3,C0,81553,0.3241006857111103,0.3211852725218879,-0.9077045053563992
standard,BURST16,C3,C1,81551,0.31958537777813933,0.31664729277083115,-0.9278730860442286
standard,BURST16,C3,C1,81552,0.31963709947881913,0.32138028604869967,0.5424061915286216
standard,BURST16,C3,C1,81553,0.3241006857111103,0.3211852725218879,-0.9077045053563992
standard,BURST16,C3,C2,81551,0.31958537777813933,0.3181408594118825,-0.4540499352793548
standard,BURST16,C3,C2,81552,0.31963709947881913,0.3204130380171851,0.24216821611496853
standard,BURST16,C3,C2,81553,0.3241006857111103,0.3241548654539137,0.016714153812735777
standard,BURST16,C3,M_MEAN,81551,0.31958537777813933,0.31796278142880474,-0.5103101507803132
standard,BURST16,C3,M_MEAN,81552,0.31963709947881913,0.3209031827912243,0.3945374743225538
standard,BURST16,C3,M_MEAN,81553,0.3241006857111103,0.3243306457634011,0.07090296747923608
standard,BURST16,C3,M_ROTATE16,81551,0.31958537777813933,0.31811864792308897,-0.4610637775013249
standard,BURST16,C3,M_ROTATE16,81552,0.31963709947881913,0.3208468418339062,0.3770466769042802
standard,BURST16,C3,M_ROTATE16,81553,0.3241006857111103,0.32402828084883695,-0.02234522927555549
standard,BURST16,C3,M_RECENCY,81551,0.31958537777813933,0.31741935992738934,-0.682383661552799
standard,BURST16,C3,M_RECENCY,81552,0.31963709947881913,0.31880561639019156,-0.2608119323750824
standard,BURST16,C3,M_RECENCY,81553,0.3241006857111103,0.3219727394458477,-0.6609088300223886
standard,BURST16,C3,F0,81551,0.31958537777813933,0.3053929150414544,-4.6472796314736
standard,BURST16,C3,F0,81552,0.31963709947881913,0.3053929150414544,-4.664215748237388
standard,BURST16,C3,F0,81553,0.3241006857111103,0.3053929150414544,-6.125803759107007
standard,BURST16,C3,PERSISTENCE,81551,0.31958537777813933,0.7948586627882006,59.79343338133856
standard,BURST16,C3,PERSISTENCE,81552,0.31963709947881913,0.7948586627882006,59.78692635020193
standard,BURST16,C3,PERSISTENCE,81553,0.3241006857111103,0.7948586627882006,59.22536912735759
standard,BURST16,C3,SEASONAL,81551,0.31958537777813933,0.5954610934304778,46.32976338773138
standard,BURST16,C3,SEASONAL,81552,0.31963709947881913,0.5954610934304778,46.3210773961107
standard,BURST16,C3,SEASONAL,81553,0.3241006857111103,0.5954610934304778,45.57147573757475
standard,BURST16,C0,F0,81551,0.31664729277083115,0.3053929150414544,-3.685212450933606
standard,BURST16,C0,F0,81552,0.32138028604869967,0.3053929150414544,-5.235016996080333
standard,BURST16,C0,F0,81553,0.3211852725218879,0.3053929150414544,-5.171160397840224
standard,BURST16,C0,PERSISTENCE,81551,0.31664729277083115,0.7948586627882006,60.16306953740711
standard,BURST16,C0,PERSISTENCE,81552,0.32138028604869967,0.7948586627882006,59.56761861016099
standard,BURST16,C0,PERSISTENCE,81553,0.3211852725218879,0.7948586627882006,59.59215297531814
standard,BURST16,C0,SEASONAL,81551,0.31664729277083115,0.5954610934304778,46.82317681805003
standard,BURST16,C0,SEASONAL,81552,0.32138028604869967,0.5954610934304778,46.02833172571972
standard,BURST16,C0,SEASONAL,81553,0.3211852725218879,0.5954610934304778,46.061081728862376
standard,BURST4,C3,C0,81551,0.2713135557106415,0.26951700903727793,-0.6665800721746162
standard,BURST4,C3,C0,81552,0.2681168487012034,0.2686407673808784,0.19502575308392167
standard,BURST4,C3,C0,81553,0.2798236247444146,0.2761555789772926,-1.3282533638125704
standard,BURST4,C3,C1,81551,0.2713135557106415,0.26951700903727793,-0.6665800721746162
standard,BURST4,C3,C1,81552,0.2681168487012034,0.2686407673808784,0.19502575308392167
standard,BURST4,C3,C1,81553,0.2798236247444146,0.2761555789772926,-1.3282533638125704
standard,BURST4,C3,C2,81551,0.2713135557106415,0.27081105373796877,-0.18555445419849992
standard,BURST4,C3,C2,81552,0.2681168487012034,0.2680002468635041,-0.04350810831852403
standard,BURST4,C3,C2,81553,0.2798236247444146,0.27968135343135764,-0.050869073433545964
standard,BURST4,C3,M_MEAN,81551,0.2713135557106415,0.2707361193128719,-0.21328384230190345
standard,BURST4,C3,M_MEAN,81552,0.2681168487012034,0.2681140446852559,-0.0010458295651050165
standard,BURST4,C3,M_MEAN,81553,0.2798236247444146,0.27981798181446327,-0.0020166430744428254
standard,BURST4,C3,M_ROTATE16,81551,0.2713135557106415,0.27084743649228404,-0.1720965959265186
standard,BURST4,C3,M_ROTATE16,81552,0.2681168487012034,0.26815341790955904,0.0136374201905487
standard,BURST4,C3,M_ROTATE16,81553,0.2798236247444146,0.27978625210424474,-0.01335756846119196
standard,BURST4,C3,M_RECENCY,81551,0.2713135557106415,0.270940812874322,-0.13757352846373028
standard,BURST4,C3,M_RECENCY,81552,0.2681168487012034,0.2679634780454889,-0.05723565645332496
standard,BURST4,C3,M_RECENCY,81553,0.2798236247444146,0.2795272825301134,-0.10601548858446552
standard,BURST4,C3,F0,81551,0.2713135557106415,0.2528504981224917,-7.301966072934318
standard,BURST4,C3,F0,81552,0.2681168487012034,0.2528504981224917,-6.0376984392239486
standard,BURST4,C3,F0,81553,0.2798236247444146,0.2528504981224917,-10.667618542264412
standard,BURST4,C3,PERSISTENCE,81551,0.2713135557106415,0.760020969114935,64.30183287882261
standard,BURST4,C3,PERSISTENCE,81552,0.2681168487012034,0.760020969114935,64.72244061720656
standard,BURST4,C3,PERSISTENCE,81553,0.2798236247444146,0.760020969114935,63.1821178473172
standard,BURST4,C3,SEASONAL,81551,0.2713135557106415,0.4243233944366195,36.05972254467172
standard,BURST4,C3,SEASONAL,81552,0.2681168487012034,0.4243233944366195,36.813088267926844
standard,BURST4,C3,SEASONAL,81553,0.2798236247444146,0.4243233944366195,34.054160479192866
standard,BURST4,C0,F0,81551,0.26951700903727793,0.2528504981224917,-6.591448717143611
standard,BURST4,C0,F0,81552,0.2686407673808784,0.2528504981224917,-6.244903362119225
standard,BURST4,C0,F0,81553,0.2761555789772926,0.2528504981224917,-9.216940851550493
standard,BURST4,C0,PERSISTENCE,81551,0.26951700903727793,0.760020969114935,64.5382140770224
standard,BURST4,C0,PERSISTENCE,81552,0.2686407673808784,0.760020969114935,64.65350585080331
standard,BURST4,C0,PERSISTENCE,81553,0.2761555789772926,0.760020969114935,63.66474213219626
standard,BURST4,C0,SEASONAL,81551,0.26951700903727793,0.4243233944366195,36.483113452860714
standard,BURST4,C0,SEASONAL,81552,0.2686407673808784,0.4243233944366195,36.689616716147185
standard,BURST4,C0,SEASONAL,81553,0.2761555789772926,0.4243233944366195,34.91860628048838
standard,BURST8,C3,C0,81551,0.2669798175708879,0.264102635938399,-1.0894179917083413
standard,BURST8,C3,C0,81552,0.2616898341022002,0.26278877372849985,0.41818362737024994
standard,BURST8,C3,C0,81553,0.27206650682247013,0.26940213168726423,-0.9889955652982119
standard,BURST8,C3,C1,81551,0.2669798175708879,0.264102635938399,-1.0894179917083413
standard,BURST8,C3,C1,81552,0.2616898341022002,0.26278877372849985,0.41818362737024994
standard,BURST8,C3,C1,81553,0.27206650682247013,0.26940213168726423,-0.9889955652982119
standard,BURST8,C3,C2,81551,0.2669798175708879,0.2669037840240538,-0.02848724948285586
standard,BURST8,C3,C2,81552,0.2616898341022002,0.26133190591973643,-0.13696306281625326
standard,BURST8,C3,C2,81553,0.27206650682247013,0.2714905451452353,-0.2121479688829364
standard,BURST8,C3,M_MEAN,81551,0.2669798175708879,0.26693192697252555,-0.01794112787687485
standard,BURST8,C3,M_MEAN,81552,0.2616898341022002,0.26157964379141474,-0.042124956356826004
standard,BURST8,C3,M_MEAN,81553,0.27206650682247013,0.271599843049964,-0.1718203395354223
standard,BURST8,C3,M_ROTATE16,81551,0.2669798175708879,0.2671317220206516,0.056864998516337195
standard,BURST8,C3,M_ROTATE16,81552,0.2616898341022002,0.2615794008774657,-0.04221785980245141
standard,BURST8,C3,M_ROTATE16,81553,0.27206650682247013,0.2716235211329661,-0.16308811831033942
standard,BURST8,C3,M_RECENCY,81551,0.2669798175708879,0.2665108404951573,-0.17596923069218562
standard,BURST8,C3,M_RECENCY,81552,0.2616898341022002,0.2617692123275232,0.030323743811278003
standard,BURST8,C3,M_RECENCY,81553,0.27206650682247013,0.27165352751124316,-0.1520242770305602
standard,BURST8,C3,F0,81551,0.2669798175708879,0.24918109534918476,-7.142886259794823
standard,BURST8,C3,F0,81552,0.2616898341022002,0.24918109534918476,-5.019938906475474
standard,BURST8,C3,F0,81553,0.27206650682247013,0.24918109534918476,-9.184248685164253
standard,BURST8,C3,PERSISTENCE,81551,0.2669798175708879,0.7525549495973376,64.52354506289034
standard,BURST8,C3,PERSISTENCE,81552,0.2616898341022002,0.7525549495973376,65.22648156892463
standard,BURST8,C3,PERSISTENCE,81553,0.27206650682247013,0.7525549495973376,63.847622427034445
standard,BURST8,C3,SEASONAL,81551,0.2669798175708879,0.43867370932277183,39.13931655875763
standard,BURST8,C3,SEASONAL,81552,0.2616898341022002,0.43867370932277183,40.34522048148288
standard,BURST8,C3,SEASONAL,81553,0.27206650682247013,0.43867370932277183,37.97975555852465
standard,BURST8,C0,F0,81551,0.264102635938399,0.24918109534918476,-5.988231397853139
standard,BURST8,C0,F0,81552,0.26278877372849985,0.24918109534918476,-5.460959371836083
standard,BURST8,C0,F0,81553,0.26940213168726423,0.24918109534918476,-8.114996167643906
standard,BURST8,C0,PERSISTENCE,81551,0.264102635938399,0.7525549495973376,64.90586686331545
standard,BURST8,C0,PERSISTENCE,81552,0.26278877372849985,0.7525549495973376,65.08045374372891
standard,BURST8,C0,PERSISTENCE,81553,0.26940213168726423,0.7525549495973376,64.20166635919269
standard,BURST8,C0,SEASONAL,81551,0.264102635938399,0.43867370932277183,39.79519849819063
standard,BURST8,C0,SEASONAL,81552,0.26278877372849985,0.43867370932277183,40.09470635151685
standard,BURST8,C0,SEASONAL,81553,0.26940213168726423,0.43867370932277183,38.58712615735064
standard,FAULT,C3,C0,81551,0.2719742613496488,0.27003211840462443,-0.7192266447779483
standard,FAULT,C3,C0,81552,0.26939071626061445,0.27024575318071636,0.31639236141118854
standard,FAULT,C3,C0,81553,0.2782185121784022,0.27562215746504676,-0.9419978194912471
standard,FAULT,C3,C1,81551,0.2719742613496488,0.27003211840462443,-0.7192266447779483
standard,FAULT,C3,C1,81552,0.26939071626061445,0.27024575318071636,0.31639236141118854
standard,FAULT,C3,C1,81553,0.2782185121784022,0.27562215746504676,-0.9419978194912471
standard,FAULT,C3,C2,81551,0.2719742613496488,0.27164716550676327,-0.12041202133485918
standard,FAULT,C3,C2,81552,0.26939071626061445,0.26955842432459015,0.06221584964221094
standard,FAULT,C3,C2,81553,0.2782185121784022,0.277999510395746,-0.07877775840123835
standard,FAULT,C3,M_MEAN,81551,0.2719742613496488,0.2715953902490791,-0.13949835460103088
standard,FAULT,C3,M_MEAN,81552,0.26939071626061445,0.2697691936376695,0.14029673735221904
standard,FAULT,C3,M_MEAN,81553,0.2782185121784022,0.27811488739142204,-0.03725970513557275
standard,FAULT,C3,M_ROTATE16,81551,0.2719742613496488,0.2717091960511842,-0.09755477632589216
standard,FAULT,C3,M_ROTATE16,81552,0.26939071626061445,0.26975004098835487,0.13320655167423645
standard,FAULT,C3,M_ROTATE16,81553,0.2782185121784022,0.27807787083031316,-0.05057624602387012
standard,FAULT,C3,M_RECENCY,81551,0.2719742613496488,0.27140020686549576,-0.21151586094314556
standard,FAULT,C3,M_RECENCY,81552,0.26939071626061445,0.26919273617327244,-0.07354585051455587
standard,FAULT,C3,M_RECENCY,81553,0.2782185121784022,0.27777975703927577,-0.15795072463269388
standard,FAULT,C3,F0,81551,0.2719742613496488,0.2564693668336168,-6.045515184700667
standard,FAULT,C3,F0,81552,0.26939071626061445,0.2564693668336168,-5.0381648251115685
standard,FAULT,C3,F0,81553,0.2782185121784022,0.2564693668336168,-8.480211735733345
standard,FAULT,C3,PERSISTENCE,81551,0.2719742613496488,0.7760849274751361,64.95560579504203
standard,FAULT,C3,PERSISTENCE,81552,0.26939071626061445,0.7760849274751361,65.28850043035463
standard,FAULT,C3,PERSISTENCE,81553,0.2782185121784022,0.7760849274751361,64.15102235221342
standard,FAULT,C3,SEASONAL,81551,0.2719742613496488,0.44656654175982236,39.09658787291656
standard,FAULT,C3,SEASONAL,81552,0.26939071626061445,0.44656654175982236,39.675123174476134
standard,FAULT,C3,SEASONAL,81553,0.2782185121784022,0.44656654175982236,37.69830783067556
standard,FAULT,C0,F0,81551,0.27003211840462443,0.2564693668336168,-5.288254008053284
standard,FAULT,C0,F0,81552,0.27024575318071636,0.2564693668336168,-5.371552367904009
standard,FAULT,C0,F0,81553,0.27562215746504676,0.2564693668336168,-7.467866774067877
standard,FAULT,C0,PERSISTENCE,81551,0.27003211840462443,0.7760849274751361,65.20585455987025
standard,FAULT,C0,PERSISTENCE,81552,0.27024575318071636,0.7760849274751361,65.17832731787277
standard,FAULT,C0,PERSISTENCE,81553,0.27562215746504676,0.7760849274751361,64.48556753166979
standard,FAULT,C0,SEASONAL,81551,0.27003211840462443,0.44656654175982236,39.53149348348263
standard,FAULT,C0,SEASONAL,81552,0.27024575318071636,0.44656654175982236,39.48365407857557
standard,FAULT,C0,SEASONAL,81553,0.27562215746504676,0.44656654175982236,38.27971160157245
standard,POINT16,C3,C0,81551,0.2619760108151351,0.26016984746538996,-0.694224702570656
standard,POINT16,C3,C0,81552,0.2591428307921608,0.2595711510632753,0.16501073765706753
standard,POINT16,C3,C0,81553,0.26795168007353753,0.2665253020420806,-0.5351754675928522
standard,POINT16,C3,C1,81551,0.2619760108151351,0.26016984746538996,-0.694224702570656
standard,POINT16,C3,C1,81552,0.2591428307921608,0.2595711510632753,0.16501073765706753
standard,POINT16,C3,C1,81553,0.26795168007353753,0.2665253020420806,-0.5351754675928522
standard,POINT16,C3,C2,81551,0.2619760108151351,0.2619481501120313,-0.010635961006744132
standard,POINT16,C3,C2,81552,0.2591428307921608,0.2596246322129019,0.18557615917813575
standard,POINT16,C3,C2,81553,0.26795168007353753,0.26802398308585573,0.026976321852156815
standard,POINT16,C3,M_MEAN,81551,0.2619760108151351,0.2619416888971473,-0.013102884894844458
standard,POINT16,C3,M_MEAN,81552,0.2591428307921608,0.25981388514958803,0.25828271535250913
standard,POINT16,C3,M_MEAN,81553,0.26795168007353753,0.2681342538653292,0.06809043945700255
standard,POINT16,C3,M_ROTATE16,81551,0.2619760108151351,0.2619941361974947,0.006918239706676932
standard,POINT16,C3,M_ROTATE16,81552,0.2591428307921608,0.2598351466076426,0.2664442530275535
standard,POINT16,C3,M_ROTATE16,81553,0.26795168007353753,0.2680879211378773,0.05081954597638827
standard,POINT16,C3,M_RECENCY,81551,0.2619760108151351,0.26178385523598907,-0.07340237959778673
standard,POINT16,C3,M_RECENCY,81552,0.2591428307921608,0.2589943365190752,-0.05733494989943466
standard,POINT16,C3,M_RECENCY,81553,0.26795168007353753,0.26800078646059383,0.018323224981853237
standard,POINT16,C3,F0,81551,0.2619760108151351,0.24888815467056818,-5.258529142092039
standard,POINT16,C3,F0,81552,0.2591428307921608,0.24888815467056818,-4.12019452479202
standard,POINT16,C3,F0,81553,0.26795168007353753,0.24888815467056818,-7.659474766166396
standard,POINT16,C3,PERSISTENCE,81551,0.2619760108151351,0.8256738212300221,68.27124657714538
standard,POINT16,C3,PERSISTENCE,81552,0.2591428307921608,0.8256738212300221,68.614382080552
standard,POINT16,C3,PERSISTENCE,81553,0.26795168007353753,0.8256738212300221,67.54751414131493
standard,POINT16,C3,SEASONAL,81551,0.2619760108151351,0.4272966739180803,38.689901699220776
standard,POINT16,C3,SEASONAL,81552,0.2591428307921608,0.4272966739180803,39.35294922472467
standard,POINT16,C3,SEASONAL,81553,0.26795168007353753,0.4272966739180803,37.2914191873845
standard,POINT16,C0,F0,81551,0.26016984746538996,0.24888815467056818,-4.532836369715687
standard,POINT16,C0,F0,81552,0.2595711510632753,0.24888815467056818,-4.292287998537847
standard,POINT16,C0,F0,81553,0.2665253020420806,0.24888815467056818,-7.086374759319969
standard,POINT16,C0,PERSISTENCE,81551,0.26016984746538996,0.8256738212300221,68.48999680311894
standard,POINT16,C0,PERSISTENCE,81552,0.2595711510632753,0.8256738212300221,68.56250684118976
standard,POINT16,C0,PERSISTENCE,81553,0.2665253020420806,0.8256738212300221,67.72026735145451
standard,POINT16,C0,SEASONAL,81551,0.26016984746538996,0.4272966739180803,39.11259709096899
standard,POINT16,C0,SEASONAL,81552,0.2595711510632753,0.4272966739180803,39.25270967284915
standard,POINT16,C0,SEASONAL,81553,0.2665253020420806,0.4272966739180803,37.62523363493866
standard,POINT4,C3,C0,81551,0.2559822768690007,0.2549678452114458,-0.39786650615243335
standard,POINT4,C3,C0,81552,0.25466519620051725,0.25510734190779766,0.17331751566765918
standard,POINT4,C3,C0,81553,0.26252829758766416,0.25984188998663116,-1.033862400389407
standard,POINT4,C3,C1,81551,0.2559822768690007,0.2549678452114458,-0.39786650615243335
standard,POINT4,C3,C1,81552,0.25466519620051725,0.25510734190779766,0.17331751566765918
standard,POINT4,C3,C1,81553,0.26252829758766416,0.25984188998663116,-1.033862400389407
standard,POINT4,C3,C2,81551,0.2559822768690007,0.2558320443386213,-0.05872310904906364
standard,POINT4,C3,C2,81552,0.25466519620051725,0.25476397975875376,0.038774538822183846
standard,POINT4,C3,C2,81553,0.26252829758766416,0.262092345224468,-0.16633540473025565
standard,POINT4,C3,M_MEAN,81551,0.2559822768690007,0.25578553293131445,-0.07691753924921052
standard,POINT4,C3,M_MEAN,81552,0.25466519620051725,0.25487204412328035,0.08115755632385202
standard,POINT4,C3,M_MEAN,81553,0.26252829758766416,0.2621723511543154,-0.13576810513449278
standard,POINT4,C3,M_ROTATE16,81551,0.2559822768690007,0.25585490996958715,-0.04978090880831676
standard,POINT4,C3,M_ROTATE16,81552,0.25466519620051725,0.2548082741959188,0.05615123600402061
standard,POINT4,C3,M_ROTATE16,81553,0.26252829758766416,0.26224184125687355,-0.10923364838260063
standard,POINT4,C3,M_RECENCY,81551,0.2559822768690007,0.2558171342004325,-0.06455496778368097
standard,POINT4,C3,M_RECENCY,81552,0.25466519620051725,0.2546250299551268,-0.015774664964207652
standard,POINT4,C3,M_RECENCY,81553,0.26252829758766416,0.2626183301309336,0.03428265773548489
standard,POINT4,C3,F0,81551,0.2559822768690007,0.2409859142869274,-6.222920798689535
standard,POINT4,C3,F0,81552,0.25466519620051725,0.2409859142869274,-5.676382353743192
standard,POINT4,C3,F0,81553,0.26252829758766416,0.2409859142869274,-8.939270730606918
standard,POINT4,C3,PERSISTENCE,81551,0.2559822768690007,0.7708462125229836,66.79204324930528
standard,POINT4,C3,PERSISTENCE,81552,0.25466519620051725,0.7708462125229836,66.96290491367964
standard,POINT4,C3,PERSISTENCE,81553,0.26252829758766416,0.7708462125229836,65.94284393920707
standard,POINT4,C3,SEASONAL,81551,0.2559822768690007,0.3867205050490809,33.80690355777423
standard,POINT4,C3,SEASONAL,81552,0.25466519620051725,0.3867205050490809,34.14748044761778
standard,POINT4,C3,SEASONAL,81553,0.26252829758766416,0.3867205050490809,32.11420285191622
standard,POINT4,C0,F0,81551,0.2549678452114458,0.2409859142869274,-5.801970196428541
standard,POINT4,C0,F0,81552,0.25510734190779766,0.2409859142869274,-5.85985602629735
standard,POINT4,C0,F0,81553,0.25984188998663116,0.2409859142869274,-7.824513625826723
standard,POINT4,C0,PERSISTENCE,81551,0.2549678452114458,0.7708462125229836,66.92364299528246
standard,POINT4,C0,PERSISTENCE,81552,0.25510734190779766,0.7708462125229836,66.90554642892646
standard,POINT4,C0,PERSISTENCE,81553,0.25984188998663116,0.7708462125229836,66.29134504842835
standard,POINT4,C0,SEASONAL,81551,0.2549678452114458,0.3867205050490809,34.069220048446525
standard,POINT4,C0,SEASONAL,81552,0.25510734190779766,0.3867205050490809,34.03314833915504
standard,POINT4,C0,SEASONAL,81553,0.25984188998663116,0.3867205050490809,32.808866715341836
standard,POINT8,C3,C0,81551,0.2560085293540886,0.2547880800044028,-0.4790056699923717
standard,POINT8,C3,C0,81552,0.25309248828878594,0.2539861989551476,0.35187371205137596
standard,POINT8,C3,C0,81553,0.2628402781312168,0.2606227695751242,-0.8508498930111408
standard,POINT8,C3,C1,81551,0.2560085293540886,0.2547880800044028,-0.4790056699923717
standard,POINT8,C3,C1,81552,0.25309248828878594,0.2539861989551476,0.35187371205137596
standard,POINT8,C3,C1,81553,0.2628402781312168,0.2606227695751242,-0.8508498930111408
standard,POINT8,C3,C2,81551,0.2560085293540886,0.25624710141602197,0.0931023455933877
standard,POINT8,C3,C2,81552,0.25309248828878594,0.25321674317545934,0.04907056504841467
standard,POINT8,C3,C2,81553,0.2628402781312168,0.2625539700336455,-0.1090473313104301
standard,POINT8,C3,M_MEAN,81551,0.2560085293540886,0.25621429195181045,0.08030879001885705
standard,POINT8,C3,M_MEAN,81552,0.25309248828878594,0.2533323612852536,0.09468707244928432
standard,POINT8,C3,M_MEAN,81553,0.2628402781312168,0.2626342487010591,-0.0784472821715676
standard,POINT8,C3,M_ROTATE16,81551,0.2560085293540886,0.2563083237039988,0.11696629495984157
standard,POINT8,C3,M_ROTATE16,81552,0.25309248828878594,0.2532771645056369,0.07291467322426692
standard,POINT8,C3,M_ROTATE16,81553,0.2628402781312168,0.26269940850108053,-0.053623885542819494
standard,POINT8,C3,M_RECENCY,81551,0.2560085293540886,0.2559292384596846,-0.03098156931233831
standard,POINT8,C3,M_RECENCY,81552,0.25309248828878594,0.25299874380222914,-0.037053340719395145
standard,POINT8,C3,M_RECENCY,81553,0.2628402781312168,0.26290587615692307,0.0249511447462325
standard,POINT8,C3,F0,81551,0.2560085293540886,0.24151762353107445,-5.999937234870023
standard,POINT8,C3,F0,81552,0.25309248828878594,0.24151762353107445,-4.792554923521863
standard,POINT8,C3,F0,81553,0.2628402781312168,0.24151762353107445,-8.828612292716986
standard,POINT8,C3,PERSISTENCE,81551,0.2560085293540886,0.7525549495973376,65.98141710567864
standard,POINT8,C3,PERSISTENCE,81552,0.25309248828878594,0.7525549495973376,66.36890257326648
standard,POINT8,C3,PERSISTENCE,81553,0.2628402781312168,0.7525549495973376,65.0736098045927
standard,POINT8,C3,SEASONAL,81551,0.2560085293540886,0.40692387440190375,37.08687411610596
standard,POINT8,C3,SEASONAL,81552,0.25309248828878594,0.40692387440190375,37.803480156876766
standard,POINT8,C3,SEASONAL,81553,0.2628402781312168,0.40692387440190375,35.40799774465454
standard,POINT8,C0,F0,81551,0.2547880800044028,0.24151762353107445,-5.494612061558701
standard,POINT8,C0,F0,81552,0.2539861989551476,0.24151762353107445,-5.162594448296609
standard,POINT8,C0,F0,81553,0.2606227695751242,0.24151762353107445,-7.910456290818724
