source,role,days,count,full_days,phase_histogram,date_deciles,week_blocks,first_origin,last_origin,first_timestamp,last_timestamp,unique_target_timestamps,total_target_timestamps,max_overlap,missing_input_values,missing_target_values
neso_2026_h1,E_DISCOVERY,128,128,178,"[6, 5, 5, 6, 5, 5, 6, 5, 5, 6, 5, 5, 6, 5, 5, 6, 5, 5, 6, 5, 5, 6, 5, 5]","[13, 13, 13, 12, 13, 13, 12, 13, 13, 13]",26,8773,13030,2026-01-01 13:00:00+00:00,2026-06-27 22:00:00+00:00,4315,8192,3,0,0
