panel,kind,condition,stratum,seed,contexts,C3_nmae,RECENCY_nmae,gain_pct,total,gate,weights
electricity,shape,PAIRED_SHIFT8_D32,ALL,81552,512,0.20495632134116148,0.205033786832507,0.03778181759321875,7.746549134551861e-05,3.116965953411932e-06,7.434852539210668e-05
electricity,shape,PAIRED_SHIFT8_D32,ALL,81553,512,0.20506294612476456,0.20502694343610575,-0.017559979218062516,-3.600268865880385e-05,0.00013554855838154856,-0.0001715512470403524
electricity,shape,PAIRED_SHIFT8_D32,EQUAL,81551,227,0.11316984729827737,0.11377120477759257,0.5285673826613491,0.0006013574793152093,0.0,0.0006013574793152093
electricity,shape,PAIRED_SHIFT8_D32,EQUAL,81552,227,0.1162806809179027,0.11659212112964969,0.26711943202463173,0.0003114402117469911,0.0,0.0003114402117469911
electricity,shape,PAIRED_SHIFT8_D32,EQUAL,81553,227,0.11164414104202224,0.11171746838195035,0.06563641388418473,7.332733992811147e-05,0.0,7.332733992811147e-05
electricity,shape,PAIRED_SHIFT8_D32,DIFFERENT,81551,285,0.2777526444737541,0.2781683869055293,0.14945710991824956,0.0004157424317752234,0.000366962596094228,4.877983568099542e-05
electricity,shape,PAIRED_SHIFT8_D32,DIFFERENT,81552,285,0.27558569108179204,0.27547679776074774,-0.03952903545034747,-0.00010889332104430105,5.599601993561132e-06,-0.00011449292303786218
electricity,shape,PAIRED_SHIFT8_D32,DIFFERENT,81553,285,0.27947020490996627,0.2793471218125731,-0.0440609864152286,-0.0001230830973931729,0.0002435117961099298,-0.0003665948935031027
electricity_transfer,standard,REFERENCE,ALL,81551,4096,0.24194120200666783,0.24161854394715165,-0.1335402714730094,-0.0003226580595161732,-7.265005618961595e-05,-0.00025000800332655726
electricity_transfer,standard,REFERENCE,ALL,81552,4096,0.2384292296622153,0.2381500640896367,-0.11722254774346741,-0.00027916557257859353,-2.7170158468231564e-05,-0.00025199541411036197
electricity_transfer,standard,REFERENCE,ALL,81553,4096,0.2465087768323285,0.24637527971561493,-0.054184460741213414,-0.00013349711671356568,-8.553263758775964e-05,-4.7964479125806037e-05
electricity_transfer,standard,REFERENCE,EQUAL,81551,2672,0.21306092257685383,0.2127995251088042,-0.12283743016623383,-0.0002613974680496234,0.0,-0.0002613974680496234
electricity_transfer,standard,REFERENCE,EQUAL,81552,2672,0.21007726552019781,0.20977641653758886,-0.14341411087792633,-0.00030084898260895887,0.0,-0.00030084898260895887
electricity_transfer,standard,REFERENCE,EQUAL,81553,2672,0.21768501080208635,0.21760460745821222,-0.03694928375519435,-8.040334387413028e-05,0.0,-8.040334387413028e-05
electricity_transfer,standard,REFERENCE,DIFFERENT,81551,1424,0.29613228812778003,0.2956946804191071,-0.1479930947870578,-0.00043760770867290466,-0.00020897094814081862,-0.00022863676053208604
electricity_transfer,standard,REFERENCE,DIFFERENT,81552,1424,0.29162898260285425,0.2913905038783113,-0.08184162536832851,-0.0002384787245429676,-7.81523659306449e-05,-0.0001603263586123227
electricity_transfer,standard,REFERENCE,DIFFERENT,81553,1424,0.30059382095649056,0.30036069844579744,-0.07761418584368851,-0.00023312251069312895,-0.0002460264631737319,1.2903952480602943e-05
electricity_transfer,standard,POINT4,ALL,81551,4096,0.2437309011377525,0.24340150320205828,-0.13533110164105633,-0.0003293979356942256,-6.866072530591072e-05,-0.0002607372103883149
electricity_transfer,standard,POINT4,ALL,81552,4096,0.2398359964525645,0.23955960804398466,-0.11537354349364648,-0.0002763884085798529,-3.217389046536456e-05,-0.00024421451811448835
electricity_transfer,standard,POINT4,ALL,81553,4096,0.24857171248095059,0.2483820790235408,-0.07634747971965172,-0.00018963345740977133,-8.122009922839624e-05,-0.0001084133581813751
electricity_transfer,standard,POINT4,EQUAL,81551,96,0.1869682375147783,0.1867864486836708,-0.09732442176004774,-0.00018178883110750443,0.0,-0.00018178883110750443
electricity_transfer,standard,POINT4,EQUAL,81552,96,0.18291327214672481,0.18280117035020838,-0.0613244413598002,-0.00011210179651643948,0.0,-0.00011210179651643948
electricity_transfer,standard,POINT4,EQUAL,81553,96,0.18970748666121443,0.18959750434240144,-0.058008315665580845,-0.00010998231881298448,0.0,-0.00010998231881298448
electricity_transfer,standard,POINT4,DIFFERENT,81551,4000,0.2450932050647039,0.2447602645104997,-0.1360272080396907,-0.00033294055420418633,-7.03085827132438e-05,-0.00026263197149094253
electricity_transfer,standard,POINT4,DIFFERENT,81552,4000,0.24120214183590472,0.24092181054863526,-0.11635778704761623,-0.000280331287269453,-3.2946063836553074e-05,-0.0002473852234328999
electricity_transfer,standard,POINT4,DIFFERENT,81553,4000,0.2499844539006242,0.24979290881588814,-0.07668155418985023,-0.00019154508473606668,-8.316938160993215e-05,-0.00010837570312613454
electricity_transfer,standard,POINT8,ALL,81551,4096,0.24613278524966517,0.2457468971553223,-0.1570266395261921,-0.00038588809434286775,-7.958060869706074e-05,-0.000306307485645807
electricity_transfer,standard,POINT8,ALL,81552,4096,0.24194983920696933,0.24167363663968838,-0.11428742130146219,-0.0002762025672809476,-2.7718017944697304e-05,-0.0002484845493362503
electricity_transfer,standard,POINT8,ALL,81553,4096,0.2508479394585986,0.2505957727650237,-0.10062687442511375,-0.00025216669357491783,-0.00010735146620530212,-0.00014481522736961572
electricity_transfer,standard,POINT8,EQUAL,81551,7,0.2103423744796866,0.20898157444581208,-0.6511579011131197,-0.0013608000338745097,0.0,-0.0013608000338745097
electricity_transfer,standard,POINT8,EQUAL,81552,7,0.2315480782976623,0.2277849900852532,-1.6520351981931247,-0.003763088212409116,0.0,-0.003763088212409116
electricity_transfer,standard,POINT8,EQUAL,81553,7,0.21500324998358036,0.21367363210697835,-0.6222657720987845,-0.0013296178766020184,0.0,-0.0013296178766020184
electricity_transfer,standard,POINT8,DIFFERENT,81551,4089,0.24619405521185395,0.24580983607901186,-0.15630746880226365,-0.00038421913284208964,-7.971684353709485e-05,-0.0003045022893049948
electricity_transfer,standard,POINT8,DIFFERENT,81552,4089,0.24196764608551302,0.2416974127526454,-0.11180646486448342,-0.00027023333286763096,-2.776546869681651e-05,-0.00024246786417081445
electricity_transfer,standard,POINT8,DIFFERENT,81553,4089,0.25090930234104547,0.25065898014692795,-0.09986563975119545,-0.0002503221941175249,-0.00010753524225406985,-0.00014278695186345502
electricity_transfer,standard,POINT16,ALL,81551,4096,0.2493189271671307,0.24894480727773857,-0.15028226275664025,-0.0003741198893921216,-0.00010873823172574681,-0.0002653816576663748
electricity_transfer,standard,POINT16,ALL,81552,4096,0.2447769502763997,0.24450198651631014,-0.1124587018728418,-0.0002749637600895638,-3.619563201316678e-05,-0.00023876812807639702
electricity_transfer,standard,POINT16,ALL,81553,4096,0.25429949692161186,0.2540435518340025,-0.10074850778993838,-0.00025594508760934387,-0.00011521087268076546,-0.0001407342149285784
electricity_transfer,standard,POINT16,EQUAL,81551,8,0.20214783548547077,0.2012323405811637,-0.45494422102485554,-0.0009154949043070626,0.0,-0.0009154949043070626
electricity_transfer,standard,POINT16,EQUAL,81552,8,0.20660819218752355,0.20387347310445558,-1.3413805344194119,-0.0027347190830679657,0.0,-0.0027347190830679657
electricity_transfer,standard,POINT16,EQUAL,81553,8,0.2088890031418947,0.20915806431420259,0.12864011396839237,0.0002690611723078773,0.0,0.0002690611723078773
electricity_transfer,standard,POINT16,DIFFERENT,81551,4088,0.24941123850114563,0.24903817805405284,-0.14980050448802906,-0.00037306044709278785,-0.00010895102669970791,-0.00026410942039307994
electricity_transfer,standard,POINT16,DIFFERENT,81552,4088,0.24485164451923502,0.24458149437034507,-0.11045404297060912,-0.0002701501488899527,-3.6266464952527944e-05,-0.00023388368393742476
electricity_transfer,standard,POINT16,DIFFERENT,81553,4088,0.2543883628585585,0.25413139036143845,-0.10111796766016923,-0.0002569724971200338,-0.0001154363342711906,-0.00014153616284884318
electricity_transfer,standard,BURST4,ALL,81551,4096,0.2532438590270134,0.25270450427045116,-0.21343298099072427,-0.0005393547565622492,-0.00012859647498464355,-0.00041075828157760563
electricity_transfer,standard,BURST4,ALL,81552,4096,0.24934306230855047,0.24893500958493553,-0.16391937971895754,-0.00040805272361493783,-4.609857554693786e-05,-0.00036195414806799997
electricity_transfer,standard,BURST4,ALL,81553,4096,0.2586016468423741,0.25836432454247477,-0.09185567717973075,-0.00023732229989931186,-0.00015536152018147398,-8.196077971783788e-05
electricity_transfer,standard,BURST4,EQUAL,81551,121,0.36886450702880164,0.3657961659210484,-0.8388117190969879,-0.003068341107753225,0.0,-0.003068341107753225
electricity_transfer,standard,BURST4,EQUAL,81552,121,0.36540682190018353,0.3635796641560591,-0.5025467385161964,-0.0018271577441244524,0.0,-0.0018271577441244524
electricity_transfer,standard,BURST4,EQUAL,81553,121,0.37671074592087295,0.37660410039386055,-0.028317675484901272,-0.00010664552701239449,0.0,-0.00010664552701239449
electricity_transfer,standard,BURST4,DIFFERENT,81551,3975,0.24972433741488353,0.24926196563907432,-0.18549632095845592,-0.0004623717758092116,-0.00013251098403455064,-0.000329860791774661
electricity_transfer,standard,BURST4,DIFFERENT,81552,3975,0.24581005226815106,0.24544519745836793,-0.14865021339234286,-0.00036485480978312723,-4.750182778381906e-05,-0.00031735298199930817
electricity_transfer,standard,BURST4,DIFFERENT,81553,3975,0.25500637615344357,0.254765076019703,-0.09471476134426116,-0.00024130013374057402,-0.00016009076394024602,-8.1209369800328e-05
electricity_transfer,standard,BURST8,ALL,81551,4096,0.2668069481144237,0.2662012674368591,-0.22752734552935472,-0.0006056806775645573,-0.00015905808257646314,-0.0004466225949880942
electricity_transfer,standard,BURST8,ALL,81552,4096,0.26220827207216385,0.2619625391874355,-0.09380458957626292,-0.00024573288472834465,2.7025015113479878e-05,-0.0002727578998418245
electricity_transfer,standard,BURST8,ALL,81553,4096,0.2728905137708586,0.27249149258070554,-0.14643436621599726,-0.00039902119015305937,-0.0001817190254030654,-0.00021730216474999398
electricity_transfer,standard,BURST8,EQUAL,81551,83,0.7935261513218191,0.7881715280469394,-0.6793728375533048,-0.005354623274879788,0.0,-0.005354623274879788
electricity_transfer,standard,BURST8,EQUAL,81552,83,0.7915154697018427,0.7906701602868762,-0.10691049914668405,-0.0008453094149665219,0.0,-0.0008453094149665219
electricity_transfer,standard,BURST8,EQUAL,81553,83,0.8520517445364261,0.8479378610349176,-0.4851633227566321,-0.004113883501508431,0.0,-0.004113883501508431
electricity_transfer,standard,BURST8,DIFFERENT,81551,4013,0.25591293020607236,0.2554054708680487,-0.19868773221611846,-0.0005074593380236525,-0.0001623478460584804,-0.0003451114919651721
electricity_transfer,standard,BURST8,DIFFERENT,81552,4013,0.25126072724204584,0.2510273952673624,-0.09295080102111886,-0.00023333197468344835,2.758396758159587e-05,-0.0002609159422650442
electricity_transfer,standard,BURST8,DIFFERENT,81553,4013,0.2609118488933249,0.2605896613866613,-0.12363786995583936,-0.0003221875066636293,-0.000185477480202062,-0.00013671002646156727
electricity_transfer,standard,BURST16,ALL,81551,4096,0.2900267649792483,0.28892612678502916,-0.38094104069654744,-0.001100638194219128,-0.00031491025920787896,-0.0007857279350112489
electricity_transfer,standard,BURST16,ALL,81552,4096,0.2800504169093278,0.2795145078114949,-0.19172854462148337,-0.0005359090978329095,-0.0001043323029231713,-0.0004315767949097382
electricity_transfer,standard,BURST16,ALL,81553,4096,0.29867901830220184,0.29810485028915423,-0.1926060620921488,-0.0005741680130476046,-0.00031308097539717306,-0.0002610870376504315
electricity_transfer,standard,BURST16,EQUAL,81551,71,1.1073587878596391,1.09242302362483,-1.367214340215006,-0.014935764234809135,0.0,-0.014935764234809135
electricity_transfer,standard,BURST16,EQUAL,81552,71,1.0227825720152026,1.020963369791615,-0.17818486709850756,-0.0018192022235876681,0.0,-0.0018192022235876681
electricity_transfer,standard,BURST16,EQUAL,81553,71,1.2290540976828441,1.2161543790835063,-1.060697459236959,-0.012899718599337806,0.0,-0.012899718599337806
electricity_transfer,standard,BURST16,DIFFERENT,81551,4025,0.27560923115949487,0.27475264115133347,-0.3117677066076352,-0.0008565900081614064,-0.00032046519794179384,-0.0005361248102196126
electricity_transfer,standard,BURST16,DIFFERENT,81552,4025,0.26694880622298817,0.266435534097063,-0.19264402087530996,-0.0005132721259251682,-0.00010617269882562397,-0.0004070994270995443
electricity_transfer,standard,BURST16,DIFFERENT,81553,4025,0.2822674330510155,0.2819106846880614,-0.126546591644372,-0.00035674836295407353,-0.0003186036460189612,-3.8144716935112344e-05
electricity_transfer,standard,SHIFT4,ALL,81551,4096,0.32040094554991694,0.3212802922513007,0.2737007910513123,0.0008793467013837875,-2.6257973422261216e-06,0.0008819724987260136
electricity_transfer,standard,SHIFT4,ALL,81552,4096,0.3188698854221857,0.3172630236189504,-0.5064762306385973,-0.001606861803235271,-0.0024098082820045996,0.0008029464787693286
electricity_transfer,standard,SHIFT4,ALL,81553,4096,0.32047798445343184,0.32079204533548955,0.0979017050529607,0.00031406088205770955,-0.00011611527941329802,0.00043017616147100757
electricity_transfer,standard,SHIFT4,EQUAL,81551,1912,0.2975728611453446,0.29805064572250284,0.16030315116414284,0.00047778457715824674,0.0,0.00047778457715824674
electricity_transfer,standard,SHIFT4,EQUAL,81552,1912,0.2893890459045767,0.2893487661780954,-0.013920821924817695,-4.027972648129596e-05,0.0,-4.027972648129596e-05
electricity_transfer,standard,SHIFT4,EQUAL,81553,1912,0.2965570485040518,0.2970383388909228,0.16202971935139754,0.0004812903868710028,0.0,0.0004812903868710028
electricity_transfer,standard,SHIFT4,DIFFERENT,81551,2184,0.34038597182351676,0.34161686924903945,0.36031517653929424,0.0012308974255226812,-4.924572304776387e-06,0.0012358219978274576
electricity_transfer,standard,SHIFT4,DIFFERENT,81552,2184,0.34467911855298594,0.3417007801331053,-0.8716217793592662,-0.002978338419880655,-0.004519493920829093,0.001541155500948438
electricity_transfer,standard,SHIFT4,DIFFERENT,81553,2184,0.34141975621864046,0.3415874147136999,0.04908216399014398,0.00016765849505945285,-0.00021776931523684318,0.000385427810296296
electricity_transfer,standard,SHIFT8,ALL,81551,4096,0.36140159416027656,0.36286754879479344,0.4039916601486726,0.001465954634516875,-0.00010935293688929537,0.0015753075714061704
electricity_transfer,standard,SHIFT8,ALL,81552,4096,0.3676752283120139,0.36822157247842857,0.14837375299262545,0.0005463441664146917,2.7538153982320512e-05,0.0005188060124323712
electricity_transfer,standard,SHIFT8,ALL,81553,4096,0.34690385008438784,0.34683608473092314,-0.019538149704723118,-6.776535346469936e-05,-8.16110229564515e-05,1.3845669491752144e-05
electricity_transfer,standard,SHIFT8,EQUAL,81551,2905,0.3348008624728402,0.3366083453547313,0.5369691235629581,0.001807482881891087,0.0,0.001807482881891087
electricity_transfer,standard,SHIFT8,EQUAL,81552,2905,0.34389713265975075,0.34436630778452043,0.13624303950874328,0.00046917512476968293,0.0,0.00046917512476968293
electricity_transfer,standard,SHIFT8,EQUAL,81553,2905,0.31416397430008836,0.3141807875223289,0.005351448245183299,1.6813222240563697e-05,0.0,1.6813222240563697e-05
electricity_transfer,standard,SHIFT8,DIFFERENT,81551,1191,0.42628415129881747,0.4269170752375979,0.14825453829134805,0.0006329239387804497,-0.0003760786141886463,0.001009002552969096
electricity_transfer,standard,SHIFT8,DIFFERENT,81552,1191,0.42567301829507226,0.42640758753787694,0.17226927106203105,0.0007345692428046835,9.470720294918467e-05,0.0006398620398554988
electricity_transfer,standard,SHIFT8,DIFFERENT,81553,1191,0.4267605580217425,0.4264864947989048,-0.06426070372214099,-0.0002740632228376838,-0.0002806706549367266,6.607432099042798e-06
electricity_transfer,standard,SHIFT_POINT,ALL,81551,4096,0.33601449991044335,0.33695514468658816,0.27916023571021853,0.0009406447761448056,1.9126884098635832e-05,0.0009215178920461697
electricity_transfer,standard,SHIFT_POINT,ALL,81552,4096,0.33412654154847693,0.33337334757245785,-0.22593107142596658,-0.0007531939760190842,-0.0017098435632114661,0.0009566495871923819
electricity_transfer,standard,SHIFT_POINT,ALL,81553,4096,0.3351244665890855,0.3358530981294639,0.21694947714834267,0.0007286315403783883,0.00021842305351485458,0.0005102084868635337
electricity_transfer,standard,SHIFT_POINT,EQUAL,81551,19,0.658578282669263,0.6577279924060675,-0.12927688543178384,-0.0008502902631954967,0.0,-0.0008502902631954967
electricity_transfer,standard,SHIFT_POINT,EQUAL,81552,19,0.6514525839721671,0.6530506321836903,0.24470510137623025,0.0015980482115232064,0.0,0.0015980482115232064
electricity_transfer,standard,SHIFT_POINT,EQUAL,81553,19,0.695436254364889,0.6954904337270785,0.007790094523540958,5.417936218954367e-05,0.0,5.417936218954367e-05
electricity_transfer,standard,SHIFT_POINT,DIFFERENT,81551,4077,0.33451125932363496,0.3354602503754107,0.28289225048683253,0.0009489910517757605,1.9216020914425425e-05,0.0009297750308613351
electricity_transfer,standard,SHIFT_POINT,DIFFERENT,81552,4077,0.3326477103475816,0.33188355890245197,-0.23024685153332225,-0.0007641514451296461,-0.0017178119290936211,0.0009536604839639751
electricity_transfer,standard,SHIFT_POINT,DIFFERENT,81553,4077,0.3334453093735495,0.334177084056284,0.21897811598932115,0.0007317746827344984,0.00021944096816212122,0.0005123337145723772
electricity_transfer,standard,FAULT,ALL,81551,24576,0.25821003094587236,0.25765418435457643,-0.21573357820223737,-0.0005558465912959276,-0.00014325739708304086,-0.00041258919421288676
electricity_transfer,standard,FAULT,ALL,81552,24576,0.25302742287099583,0.25269121463064154,-0.133051020727315,-0.00033620824035429653,-3.6582233963300403e-05,-0.0002996260063909961
electricity_transfer,standard,FAULT,ALL,81553,24576,0.26398172129609926,0.2636636785058171,-0.12062442278151231,-0.0003180427902821359,-0.0001589906598492563,-0.00015905213043287958
electricity_transfer,standard,FAULT,EQUAL,81551,386,0.5444463211266601,0.5394969854950991,-0.9173981995504565,-0.00494933563156108,0.0,-0.00494933563156108
electricity_transfer,standard,FAULT,EQUAL,81552,386,0.5268418348702689,0.525599888577593,-0.23629120166615003,-0.0012419462926759328,0.0,-0.0012419462926759328
electricity_transfer,standard,FAULT,EQUAL,81553,386,0.5827802836345278,0.5794436266440861,-0.5758380689708131,-0.003336656990441722,0.0,-0.003336656990441722
electricity_transfer,standard,FAULT,DIFFERENT,81551,24190,0.2536425564518754,0.25315681679607116,-0.19187303030259173,-0.0004857396558042293,-0.00014554335637509408,-0.0003401962994291352
electricity_transfer,standard,FAULT,DIFFERENT,81552,24190,0.24865816437443883,0.24833640900255038,-0.12956431687998204,-0.0003217553718884436,-3.71659769277527e-05,-0.0002845893949606909
electricity_transfer,standard,FAULT,DIFFERENT,81553,24190,0.2588946503964452,0.2586247756541686,-0.1043499183688068,-0.00026987474227663233,-0.0001615276749258876,-0.00010834706735074473
electricity_transfer,shape,STEP6_D17,ALL,81551,2048,0.40074108733693914,0.4037243207520974,0.7389283384267809,0.0029832334151582707,-7.26861642406651e-05,0.0030559195793989358
electricity_transfer,shape,STEP6_D17,ALL,81552,2048,0.40805035702754566,0.4117101628268934,0.8889277287251529,0.003659805799347715,-0.00013718952780911176,0.003796995327156827
electricity_transfer,shape,STEP6_D17,ALL,81553,2048,0.38624410457315306,0.38677548730405054,0.13738790288945202,0.0005313827308974783,6.926884898642016e-05,0.0004621138819110582
electricity_transfer,shape,STEP6_D17,EQUAL,81551,1393,0.3700225939187144,0.37295821835243453,0.787118848510282,0.002935624433720141,0.0,0.002935624433720141
electricity_transfer,shape,STEP6_D17,EQUAL,81552,1393,0.38301951128676326,0.387079638111825,1.0489125299556035,0.004060126825061738,0.0,0.004060126825061738
electricity_transfer,shape,STEP6_D17,EQUAL,81553,1393,0.35021887366787874,0.35088689683568564,0.1903813376421759,0.0006680231678068971,0.0,0.0006680231678068971
electricity_transfer,shape,STEP6_D17,DIFFERENT,81551,655,0.46607064662180503,0.46915513089367034,0.6574550865488415,0.0030844842718653065,-0.00022726910590051275,0.0033117533777658192
electricity_transfer,shape,STEP6_D17,DIFFERENT,81552,655,0.46128389613733145,0.46409233218275614,0.6051459700305406,0.0028084360454246893,-0.0004289529052716734,0.0032373889506963627
electricity_transfer,shape,STEP6_D17,DIFFERENT,81553,655,0.462859595643454,0.4631003827581457,0.051994583389802784,0.00024078711469166514,0.00021658412629646517,2.4202988395199965e-05
electricity_transfer,shape,STEP6_D63,ALL,81551,2048,0.35204694845432705,0.3520516969060874,0.0013487938851253212,4.748451760350214e-06,0.0003262933388128164,-0.0003215448870524662
electricity_transfer,shape,STEP6_D63,ALL,81552,2048,0.3376336348955967,0.3371770405048652,-0.13541680953361723,-0.00045659439073153507,0.0001704091080561576,-0.0006270034987876927
electricity_transfer,shape,STEP6_D63,ALL,81553,2048,0.3567230453515878,0.3569100174440836,0.05238633923329017,0.00018697209249585178,-0.00016439910953996995,0.00035137120203582173
electricity_transfer,shape,STEP6_D63,EQUAL,81551,1304,0.3390806118446489,0.3387025565655213,-0.11161866711639767,-0.0003780552791275982,0.0,-0.0003780552791275982
electricity_transfer,shape,STEP6_D63,EQUAL,81552,1304,0.3223720720301612,0.3217089285674207,-0.2061315070406966,-0.0006631434627404897,0.0,-0.0006631434627404897
electricity_transfer,shape,STEP6_D63,EQUAL,81553,1304,0.34605129375868,0.34644239597958504,0.11289098142829301,0.00039110222090504854,0.0,0.00039110222090504854
electricity_transfer,shape,STEP6_D63,DIFFERENT,81551,744,0.37477289326483854,0.3754485772879402,0.1799671283834514,0.0006756840231016414,0.000898183814366571,-0.00022249979126492958
electricity_transfer,shape,STEP6_D63,DIFFERENT,81552,744,0.36438239561673613,0.36428781734146176,-0.025962513916777397,-9.457827527437068e-05,0.0004690831361549297,-0.0005636614114293004
electricity_transfer,shape,STEP6_D63,DIFFERENT,81553,744,0.3754272981434582,0.3752564937743334,-0.04551669910008993,-0.00017080436912481067,-0.0004525394843250541,0.0002817351152002434
electricity_transfer,shape,STEP12_D17,ALL,81551,2048,0.5466698307211066,0.5544311859061196,1.3998770960779172,0.007761355185012975,-2.705834653465855e-05,0.007788413531547633
electricity_transfer,shape,STEP12_D17,ALL,81552,2048,0.5964889819700575,0.6071134637653456,1.7499993706933337,0.010624481795288077,0.00029928571256787606,0.0103251960827202
electricity_transfer,shape,STEP12_D17,ALL,81553,2048,0.4817654453336683,0.4841491138461229,0.4923418104638366,0.0023836685124546397,0.0001291361156975368,0.002254532396757103
electricity_transfer,shape,STEP12_D17,EQUAL,81551,1394,0.5473778456141649,0.5568422586098243,1.699657820383027,0.009464412995659366,0.0,0.009464412995659366
electricity_transfer,shape,STEP12_D17,EQUAL,81552,1394,0.6089147248447601,0.6215904449981732,2.039239865318454,0.012675720153413117,0.0,0.012675720153413117
electricity_transfer,shape,STEP12_D17,EQUAL,81553,1394,0.4614134849564797,0.46426149912322556,0.6134504308723532,0.002848014166745849,0.0,0.002848014166745849
electricity_transfer,shape,STEP12_D17,DIFFERENT,81551,654,0.545160698059144,0.5492919881248282,0.7521118376016211,0.0041312900656841345,-8.47331708001553e-05,0.00421602323648429
electricity_transfer,shape,STEP12_D17,DIFFERENT,81552,654,0.5700035300322354,0.5762558004036301,1.0849817679952967,0.0062522703713947525,0.0009372127512832229,0.00531505762011153
electricity_transfer,shape,STEP12_D17,DIFFERENT,81553,654,0.5251456177584409,0.5265395342187815,0.26473158609233716,0.001393916460340594,0.0004043895488506366,0.0009895269114899574
electricity_transfer,shape,STEP12_D63,ALL,81551,2048,0.41358668457826026,0.41156785739878077,-0.49052109954335066,-0.0020188271794794876,-3.324569919413434e-05,-0.0019855814802853533
electricity_transfer,shape,STEP12_D63,ALL,81552,2048,0.3909753700784095,0.388813753752354,-0.5559516105575479,-0.0021616163260554933,-9.23131638235486e-05,-0.0020693031622319447
electricity_transfer,shape,STEP12_D63,ALL,81553,2048,0.4460141864361605,0.44595747804122055,-0.012716099119813862,-5.670839493993052e-05,-4.7350903071119443e-05,-9.357491868811074e-06
electricity_transfer,shape,STEP12_D63,EQUAL,81551,1610,0.39289642299514105,0.390421024864464,-0.634032998488343,-0.0024753981306770423,0.0,-0.0024753981306770423
electricity_transfer,shape,STEP12_D63,EQUAL,81552,1610,0.3677081523421577,0.3652697458487138,-0.6675632244817375,-0.002438406493443901,0.0,-0.002438406493443901
electricity_transfer,shape,STEP12_D63,EQUAL,81553,1610,0.4308537845156653,0.43064063889577425,-0.049495008282907094,-0.00021314561989105307,0.0,-0.00021314561989105307
electricity_transfer,shape,STEP12_D63,DIFFERENT,81551,438,0.4896399292102747,0.4892993651162458,-0.06960239851283578,-0.00034056409402893895,-0.00015545020993026903,-0.0001851138840986699
electricity_transfer,shape,STEP12_D63,DIFFERENT,81552,438,0.4765009877847234,0.47535679650317697,-0.24070157194833186,-0.001144191281546414,-0.0004316378071024529,-0.000712553474443961
electricity_transfer,shape,STEP12_D63,DIFFERENT,81553,438,0.501740777970402,0.5022591013840707,0.10319841138576313,0.0005183234136687531,-0.00022140330933778651,0.0007397267230065396
electricity_transfer,shape,STEP8_D31,ALL,81551,2048,0.3668678431773039,0.36839058531092905,0.41334990478649747,0.0015227421336251323,-7.91784633767667e-05,0.001601920597001899
electricity_transfer,shape,STEP8_D31,ALL,81552,2048,0.370238983435861,0.3709139970111601,0.1819865469457671,0.0006750135752991437,7.813917562707329e-05,0.0005968743996720705
electricity_transfer,shape,STEP8_D31,ALL,81553,2048,0.35360301779350617,0.35324414892227557,-0.10159230445161427,-0.00035886887123059985,-6.123888179707104e-05,-0.0002976299894335288
electricity_transfer,shape,STEP8_D31,EQUAL,81551,1450,0.3386274444714164,0.34043757638870525,0.5317074385531639,0.0018101319172888486,0.0,0.0018101319172888486
electricity_transfer,shape,STEP8_D31,EQUAL,81552,1450,0.34561482922114356,0.34606065348461856,0.12882835970683404,0.00044582426347500315,0.0,0.00044582426347500315
electricity_transfer,shape,STEP8_D31,EQUAL,81553,1450,0.31997319440390687,0.3195552439476702,-0.13079129951787394,-0.00041795045623665983,0.0,-0.00041795045623665983
electricity_transfer,shape,STEP8_D31,DIFFERENT,81551,598,0.4353437263270313,0.4361696203230102,0.18935156358833583,0.0008258939959789324,-0.0002711663762469674,0.0010970603722258998
electricity_transfer,shape,STEP8_D31,DIFFERENT,81552,598,0.42994638077923963,0.4311771209467544,0.2854372617945078,0.0012307401675147878,0.0002676070763947269,0.0009631330911200608
electricity_transfer,shape,STEP8_D31,DIFFERENT,81553,598,0.43514690393885613,0.43493129309146955,-0.049573542030989515,-0.00021561084738658254,-0.00020972780923186884,-5.883038154713693e-06
electricity_transfer,shape,STEP8_D33,ALL,81551,2048,0.3739908195765827,0.3756420954584596,0.4395875493830359,0.0016512758818769124,-0.00010252231547638879,0.0017537981973533012
electricity_transfer,shape,STEP8_D33,ALL,81552,2048,0.3876976065917132,0.3895527040811972,0.47621219671916126,0.0018550974894839811,6.841913023009072e-05,0.0017866783592538904
electricity_transfer,shape,STEP8_D33,ALL,81553,2048,0.3506294231425668,0.35076963565143626,0.03997281823128196,0.000140212508869475,-4.10008901370329e-05,0.0001812133990065079
electricity_transfer,shape,STEP8_D33,EQUAL,81551,1459,0.350509311829066,0.35257397818660413,0.5855980546713546,0.0020646663575381585,0.0,0.0020646663575381585
electricity_transfer,shape,STEP8_D33,EQUAL,81552,1459,0.36969582021379166,0.3718244754430661,0.5724892711105101,0.0021286552292744676,0.0,0.0021286552292744676
electricity_transfer,shape,STEP8_D33,EQUAL,81553,1459,0.3196735434647448,0.3198680824777209,0.06081851351632528,0.00019453901297611376,0.0,0.00019453901297611376
electricity_transfer,shape,STEP8_D33,DIFFERENT,81551,589,0.43215638800379313,0.432783662690441,0.14493954849135182,0.0006272746866478607,-0.0003564782718092907,0.0009837529584571514
electricity_transfer,shape,STEP8_D33,DIFFERENT,81552,589,0.4322894679251386,0.43346694106427525,0.271640816770391,0.001177473139136631,0.00023789877540075777,0.0009395743637358733
