panel,kind,condition,arm,seed,nmae,mae,normalized_mse,pinball,crossing,nrmse
neso_2026_h1,shape,PAIRED_SHIFT8_D32,C0,81551,0.366884635187706,2421.909360199737,0.21872317862618884,0.29473683867006145,0.0022430419921875,0.46767849921306925
neso_2026_h1,shape,PAIRED_SHIFT8_D32,C0,81552,0.38555771744721934,2545.175663475036,0.24027705348900344,0.3115962760363114,0.001251220703125,0.49018063353115393
neso_2026_h1,shape,PAIRED_SHIFT8_D32,C0,81553,0.34750019448378366,2293.947178411865,0.20206266897524203,0.27698759358954134,0.00091552734375,0.4495138139982375
neso_2026_h1,shape,PAIRED_SHIFT8_D32,C1,81551,0.366884635187706,2421.909360199737,0.21872317862618884,0.29473683867006145,0.0022430419921875,0.46767849921306925
neso_2026_h1,shape,PAIRED_SHIFT8_D32,C1,81552,0.38555771744721934,2545.175663475036,0.24027705348900344,0.3115962760363114,0.001251220703125,0.49018063353115393
neso_2026_h1,shape,PAIRED_SHIFT8_D32,C1,81553,0.34750019448378366,2293.947178411865,0.20206266897524203,0.27698759358954134,0.00091552734375,0.4495138139982375
neso_2026_h1,shape,PAIRED_SHIFT8_D32,C2,81551,0.3598283799220983,2375.3290212139123,0.21085971405292506,0.2903360583244604,0.003082275390625,0.4591946363503444
neso_2026_h1,shape,PAIRED_SHIFT8_D32,C2,81552,0.369411427148687,2438.589429394912,0.22140245795703703,0.2988436406968166,0.002960205078125,0.47053422612710866
neso_2026_h1,shape,PAIRED_SHIFT8_D32,C2,81553,0.34700254077899145,2290.662025395965,0.2010583025704245,0.28062260628545305,0.001983642578125,0.4483952526180719
neso_2026_h1,shape,PAIRED_SHIFT8_D32,C3,81551,0.3543379410042518,2339.085079300308,0.2046523013579191,0.28587576321928726,0.0042572021484375,0.45238512504051137
neso_2026_h1,shape,PAIRED_SHIFT8_D32,C3,81552,0.35580802254209193,2348.789503784942,0.20815916501634157,0.2861712113451195,0.0028076171875,0.4562446328630525
neso_2026_h1,shape,PAIRED_SHIFT8_D32,C3,81553,0.3417000914231768,2255.6590558105468,0.1959638026099235,0.27524364133330204,0.002105712890625,0.44267798975092887
neso_2026_h1,shape,PAIRED_SHIFT8_D32,C3_W_RECENCY_G,81551,0.3543379410042518,2339.085079300308,0.2046523013579191,0.28587576321928726,0.0042572021484375,0.45238512504051137
neso_2026_h1,shape,PAIRED_SHIFT8_D32,C3_W_RECENCY_G,81552,0.35580802254209193,2348.789503784942,0.20815916501634157,0.2861712113451195,0.0028076171875,0.4562446328630525
neso_2026_h1,shape,PAIRED_SHIFT8_D32,C3_W_RECENCY_G,81553,0.3417000914231768,2255.6590558105468,0.1959638026099235,0.27524364133330204,0.002105712890625,0.44267798975092887
neso_2026_h1,shape,PAIRED_SHIFT8_D32,F0,0,0.5603259621016268,3698.87033203926,0.5071042236138722,0.517302333361893,0.0,0.7121125076937437
neso_2026_h1,shape,PAIRED_SHIFT8_D32,M_MEAN,81551,0.3601305403630536,2377.3236678413386,0.21133715892527927,0.2905581236574057,0.003082275390625,0.45971421440420923
neso_2026_h1,shape,PAIRED_SHIFT8_D32,M_MEAN,81552,0.3664384843261851,2418.964192035293,0.2185047423935666,0.2961751848696263,0.0029449462890625,0.46744490840479436
neso_2026_h1,shape,PAIRED_SHIFT8_D32,M_MEAN,81553,0.3469305322514731,2290.1866767166134,0.20106153853016107,0.2805528011850406,0.00201416015625,0.4483988609822298
neso_2026_h1,shape,PAIRED_SHIFT8_D32,M_RECENCY,81551,0.3556332725017351,2347.6359292881007,0.20550055963433358,0.28676809090796773,0.0040283203125,0.45332169552574203
neso_2026_h1,shape,PAIRED_SHIFT8_D32,M_RECENCY,81552,0.35640770681710143,2352.7481894847865,0.20849973804291827,0.2866384964190513,0.0029754638671875,0.45661771542825436
neso_2026_h1,shape,PAIRED_SHIFT8_D32,M_RECENCY,81553,0.3413937329531896,2253.636696804809,0.19550960469457485,0.2750588862311647,0.002105712890625,0.4421646805145961
neso_2026_h1,shape,PAIRED_SHIFT8_D32,M_ROTATE16,81551,0.3617529691869669,2388.0337798984524,0.2129460856031635,0.29229436221550265,0.0033721923828125,0.46146081697492314
neso_2026_h1,shape,PAIRED_SHIFT8_D32,M_ROTATE16,81552,0.36966604343916115,2440.2702236228934,0.22179008765622304,0.29894133399789297,0.00286865234375,0.4709459498246301
neso_2026_h1,shape,PAIRED_SHIFT8_D32,M_ROTATE16,81553,0.34735483645501614,2292.987628905868,0.20138969766570114,0.2809062855158203,0.001983642578125,0.4487646350434726
neso_2026_h1,shape,PAIRED_SHIFT8_D32,PERSISTENCE,0,0.7571994887985696,4998.488226473331,0.9244837949832664,0.7571994887985696,0.0,0.9615008034230997
neso_2026_h1,shape,PAIRED_SHIFT8_D32,RECENCY_W_C3_G,81551,0.3556332725017351,2347.6359292881007,0.20550055963433358,0.28676809090796773,0.0040283203125,0.45332169552574203
neso_2026_h1,shape,PAIRED_SHIFT8_D32,RECENCY_W_C3_G,81552,0.35640770681710143,2352.7481894847865,0.20849973804291827,0.2866384964190513,0.0029754638671875,0.45661771542825436
neso_2026_h1,shape,PAIRED_SHIFT8_D32,RECENCY_W_C3_G,81553,0.3413937329531896,2253.636696804809,0.19550960469457485,0.2750588862311647,0.002105712890625,0.4421646805145961
neso_2026_h1,shape,PAIRED_SHIFT8_D32,SEASONAL,0,0.3799453620237059,2508.126916186884,0.27390617456533195,0.3799453620237059,0.0,0.5233604633188601
neso_2026_h1,shape,PULSE8_D32,C0,81551,6.538432886455007,43162.04683971405,46.35438282603024,6.383829944163306,0.0022430419921875,6.808405307120768
neso_2026_h1,shape,PULSE8_D32,C0,81552,6.432888553474257,42465.31881284714,44.832130838403515,6.258862735229391,0.001251220703125,6.695680013143065
neso_2026_h1,shape,PULSE8_D32,C0,81553,6.6320484215059,43780.029493808746,47.772807564266095,6.484991244912756,0.00091552734375,6.911787580956615
neso_2026_h1,shape,PULSE8_D32,C1,81551,6.538432886455007,43162.04683971405,46.35438282603024,6.383829944163306,0.0022430419921875,6.808405307120768
neso_2026_h1,shape,PULSE8_D32,C1,81552,6.432888553474257,42465.31881284714,44.832130838403515,6.258862735229391,0.001251220703125,6.695680013143065
neso_2026_h1,shape,PULSE8_D32,C1,81553,6.6320484215059,43780.029493808746,47.772807564266095,6.484991244912756,0.00091552734375,6.911787580956615
neso_2026_h1,shape,PULSE8_D32,C2,81551,6.540259454630644,43174.104533433914,46.390742792759234,6.381457856662502,0.003082275390625,6.811075010067004
neso_2026_h1,shape,PULSE8_D32,C2,81552,6.4671243302733,42691.31886935234,45.33761091172273,6.307140598263127,0.002960205078125,6.73332094227824
neso_2026_h1,shape,PULSE8_D32,C2,81553,6.563914787928426,43330.26008653641,46.798018471228986,6.4204919882125795,0.001983642578125,6.8409077227535375
neso_2026_h1,shape,PULSE8_D32,C3,81551,6.551598565157124,43248.95721268654,46.55881872088424,6.397972407618496,0.0042572021484375,6.823402283383579
neso_2026_h1,shape,PULSE8_D32,C3,81552,6.519302369641293,43035.76088142395,46.070939851822125,6.3537100862898335,0.0028076171875,6.78755772364568
neso_2026_h1,shape,PULSE8_D32,C3,81553,6.597502623230939,43551.982897758484,47.275089597990366,6.456547249877223,0.002105712890625,6.875688299944258
neso_2026_h1,shape,PULSE8_D32,C3_W_RECENCY_G,81551,6.551598565157124,43248.95721268654,46.55881872088424,6.397972407618496,0.0042572021484375,6.823402283383579
neso_2026_h1,shape,PULSE8_D32,C3_W_RECENCY_G,81552,6.519302369641293,43035.76088142395,46.070939851822125,6.3537100862898335,0.0028076171875,6.78755772364568
neso_2026_h1,shape,PULSE8_D32,C3_W_RECENCY_G,81553,6.597502623230939,43551.982897758484,47.275089597990366,6.456547249877223,0.002105712890625,6.875688299944258
neso_2026_h1,shape,PULSE8_D32,F0,0,6.3485605581872235,41908.64583849907,44.368502274580955,5.464421839953772,0.0,6.66096856880296
neso_2026_h1,shape,PULSE8_D32,M_MEAN,81551,6.542437013787847,43188.479218006134,46.4227829679363,6.382803846139152,0.003082275390625,6.813426668566728
neso_2026_h1,shape,PULSE8_D32,M_MEAN,81552,6.477204673880713,42757.86207175255,45.47970086318483,6.316877326124337,0.0029449462890625,6.743863941627591
neso_2026_h1,shape,PULSE8_D32,M_MEAN,81553,6.565841151471176,43342.97655773163,46.82639464870235,6.42236599406669,0.00201416015625,6.842981415194867
neso_2026_h1,shape,PULSE8_D32,M_RECENCY,81551,6.545255376529453,43207.08402848244,46.46956706414044,6.390755493159945,0.0040283203125,6.8168590321452625
neso_2026_h1,shape,PULSE8_D32,M_RECENCY,81552,6.516558668262165,43017.648931741714,46.032917303353194,6.350611654628423,0.0029754638671875,6.784756244947433
neso_2026_h1,shape,PULSE8_D32,M_RECENCY,81553,6.5924964500980225,43518.93573141098,47.20212421350151,6.451214483950007,0.002105712890625,6.87038020880224
neso_2026_h1,shape,PULSE8_D32,M_ROTATE16,81551,6.538215547788216,43160.61212563515,46.3592898294984,6.379333449885638,0.0033721923828125,6.808765661226593
neso_2026_h1,shape,PULSE8_D32,M_ROTATE16,81552,6.468763585257289,42702.14005565643,45.36104435109613,6.308864741195048,0.00286865234375,6.735060827572097
neso_2026_h1,shape,PULSE8_D32,M_ROTATE16,81553,6.563202071377304,43325.55524277687,46.788473880672655,6.419574321856675,0.001983642578125,6.840210075770528
neso_2026_h1,shape,PULSE8_D32,PERSISTENCE,0,6.628165694913384,43754.39851617813,48.33752563662803,6.628165694913384,0.0,6.9525193733371236
neso_2026_h1,shape,PULSE8_D32,RECENCY_W_C3_G,81551,6.545255376529453,43207.08402848244,46.46956706414044,6.390755493159945,0.0040283203125,6.8168590321452625
neso_2026_h1,shape,PULSE8_D32,RECENCY_W_C3_G,81552,6.516558668262165,43017.648931741714,46.032917303353194,6.350611654628423,0.0029754638671875,6.784756244947433
neso_2026_h1,shape,PULSE8_D32,RECENCY_W_C3_G,81553,6.5924964500980225,43518.93573141098,47.20212421350151,6.451214483950007,0.002105712890625,6.87038020880224
neso_2026_h1,shape,PULSE8_D32,SEASONAL,0,6.628165695844525,43754.39852232486,47.68694801677724,6.628165695844525,0.0,6.90557369208216
neso_2026_h1,shape,RAMP8_D32,C0,81551,1.0938409244192433,7220.753662973974,1.6713886989275655,0.8499145350191061,0.0,1.2928219904254281
neso_2026_h1,shape,RAMP8_D32,C0,81552,0.9213010443375853,6081.769059915541,1.2275783291562652,0.7210094820054276,0.0,1.1079613391974763
neso_2026_h1,shape,RAMP8_D32,C0,81553,0.9514533008068716,6280.812642475889,1.3799138263992745,0.7434998525980455,0.0,1.1746973339542721
neso_2026_h1,shape,RAMP8_D32,C1,81551,1.0938409244192433,7220.753662973974,1.6713886989275655,0.8499145350191061,0.0,1.2928219904254281
neso_2026_h1,shape,RAMP8_D32,C1,81552,0.9213010443375853,6081.769059915541,1.2275783291562652,0.7210094820054276,0.0,1.1079613391974763
neso_2026_h1,shape,RAMP8_D32,C1,81553,0.9514533008068716,6280.812642475889,1.3799138263992745,0.7434998525980455,0.0,1.1746973339542721
neso_2026_h1,shape,RAMP8_D32,C2,81551,1.1300551086998056,7459.813747450446,1.8109906038249468,0.8838514549810892,0.0,1.3457305093609742
neso_2026_h1,shape,RAMP8_D32,C2,81552,0.865057274333743,5710.48800870571,1.0901877251049281,0.6804645387685047,0.0,1.0441205510404095
neso_2026_h1,shape,RAMP8_D32,C2,81553,1.0030776370368262,6621.599503352354,1.4923430719330446,0.7977074878612775,0.0,1.2216149442164845
neso_2026_h1,shape,RAMP8_D32,C3,81551,1.1123265710092576,7342.782650322531,1.7530092046656685,0.8702060627198529,0.0,1.3240125394669298
neso_2026_h1,shape,RAMP8_D32,C3,81552,0.8484812031294101,5601.064669174002,1.0572721162042937,0.6657480202493565,0.0,1.0282373831972331
neso_2026_h1,shape,RAMP8_D32,C3,81553,0.9840827641324239,6496.208968915174,1.457825599848006,0.7768151031921968,0.0,1.2074044889133078
neso_2026_h1,shape,RAMP8_D32,C3_W_RECENCY_G,81551,1.1123265710092576,7342.782650322531,1.7530092046656685,0.8702060627198529,0.0,1.3240125394669298
neso_2026_h1,shape,RAMP8_D32,C3_W_RECENCY_G,81552,0.8484812031294101,5601.064669174002,1.0572721162042937,0.6657480202493565,0.0,1.0282373831972331
neso_2026_h1,shape,RAMP8_D32,C3_W_RECENCY_G,81553,0.9840827641324239,6496.208968915174,1.457825599848006,0.7768151031921968,0.0,1.2074044889133078
neso_2026_h1,shape,RAMP8_D32,F0,0,1.0582094147747787,6985.539978754616,1.8138344919083125,0.8540624437267669,0.0,1.3467867284422996
neso_2026_h1,shape,RAMP8_D32,M_MEAN,81551,1.1336268245868257,7483.391655351446,1.8275846531955213,0.8862279398300811,0.0,1.351881893212392
neso_2026_h1,shape,RAMP8_D32,M_MEAN,81552,0.8599167897117846,5676.5542141887645,1.0801114492698831,0.6763774166954069,0.0,1.0392841042130314
neso_2026_h1,shape,RAMP8_D32,M_MEAN,81553,1.0028943235283998,6620.389398978041,1.4932944965539625,0.7979604775610215,0.0,1.222004294818133
neso_2026_h1,shape,RAMP8_D32,M_RECENCY,81551,1.1221881749850213,7407.881890478132,1.7839393242203971,0.8774786760146582,0.0,1.335641914668897
neso_2026_h1,shape,RAMP8_D32,M_RECENCY,81552,0.8467713378553197,5589.777364351652,1.048193042112669,0.6642597447073363,0.0,1.0238129917678662
neso_2026_h1,shape,RAMP8_D32,M_RECENCY,81553,0.9857162554466039,6506.99210760288,1.4630447263704223,0.7776599067840664,0.0,1.209563857913431
neso_2026_h1,shape,RAMP8_D32,M_ROTATE16,81551,1.1342138677406612,7487.26689343109,1.8252349816295712,0.8878409237859699,0.0,1.3510125764142875
neso_2026_h1,shape,RAMP8_D32,M_ROTATE16,81552,0.8671439869749694,5724.2629897027955,1.095289606534521,0.6824749698694299,0.0,1.0465608470292211
neso_2026_h1,shape,RAMP8_D32,M_ROTATE16,81553,1.0037058970285684,6625.746825449561,1.4966131067044035,0.7982382128619597,0.0,1.2233613966054362
neso_2026_h1,shape,RAMP8_D32,PERSISTENCE,0,0.7571994887985696,4998.488226473331,0.9244837949832664,0.7571994887985696,0.0,0.9615008034230997
