panel,kind,condition,arm,seed,nmae,mae,normalized_mse,pinball,crossing,nrmse
neso_2026_h1,shape,RAMP8_D32,RECENCY_W_C3_G,81551,1.1221881749850213,7407.881890478132,1.7839393242203971,0.8774786760146582,0.0,1.335641914668897
neso_2026_h1,shape,RAMP8_D32,RECENCY_W_C3_G,81552,0.8467713378553197,5589.777364351652,1.048193042112669,0.6642597447073363,0.0,1.0238129917678662
neso_2026_h1,shape,RAMP8_D32,RECENCY_W_C3_G,81553,0.9857162554466039,6506.99210760288,1.4630447263704223,0.7776599067840664,0.0,1.209563857913431
neso_2026_h1,shape,RAMP8_D32,SEASONAL,0,2.698083961046469,17810.81618890916,10.166013230218347,2.698083961046469,0.0,3.1884186096274036
neso_2026_h1,shape,STEP12_D17,C0,81551,0.550567174614513,3634.4498126377084,0.466266552164782,0.4485028343578335,0.0016632080078125,0.6828371344360104
neso_2026_h1,shape,STEP12_D17,C0,81552,0.6818745133400491,4501.2467352169015,0.6819795245663338,0.5497758771410041,0.001708984375,0.8258205159514589
neso_2026_h1,shape,STEP12_D17,C0,81553,0.4888593223548572,3227.0988073032368,0.37304212748711957,0.39660300846719815,0.000457763671875,0.6107717474532688
neso_2026_h1,shape,STEP12_D17,C1,81551,0.550567174614513,3634.4498126377084,0.466266552164782,0.4485028343578335,0.0016632080078125,0.6828371344360104
neso_2026_h1,shape,STEP12_D17,C1,81552,0.6818745133400491,4501.2467352169015,0.6819795245663338,0.5497758771410041,0.001708984375,0.8258205159514589
neso_2026_h1,shape,STEP12_D17,C1,81553,0.4888593223548572,3227.0988073032368,0.37304212748711957,0.39660300846719815,0.000457763671875,0.6107717474532688
neso_2026_h1,shape,STEP12_D17,C2,81551,0.5596726562744,3694.5576752902966,0.4747968780998655,0.44587900704641603,0.00140380859375,0.6890550617329978
neso_2026_h1,shape,STEP12_D17,C2,81552,0.58930226095116,3890.1510853794075,0.5169152434585411,0.479363516739327,0.0044097900390625,0.7189681797260162
neso_2026_h1,shape,STEP12_D17,C2,81553,0.5079336180525913,3353.0136340877516,0.39727670005528565,0.40445039290038254,0.0010833740234375,0.6302988973933602
neso_2026_h1,shape,STEP12_D17,C3,81551,0.5333841050281696,3521.019504914854,0.4320897720572914,0.4273762728896218,0.0019989013671875,0.6573353573765003
neso_2026_h1,shape,STEP12_D17,C3,81552,0.5737715895323262,3787.628725836561,0.49565498137726,0.46422444171279287,0.0032196044921875,0.7040276850928946
neso_2026_h1,shape,STEP12_D17,C3,81553,0.4840855104379078,3195.5855231353744,0.36497966589023806,0.39020988360979286,0.00091552734375,0.6041354698163633
neso_2026_h1,shape,STEP12_D17,C3_W_RECENCY_G,81551,0.5333841050281696,3521.019504914854,0.4320897720572914,0.4273762728896218,0.0019989013671875,0.6573353573765003
neso_2026_h1,shape,STEP12_D17,C3_W_RECENCY_G,81552,0.5737715895323262,3787.628725836561,0.49565498137726,0.46422444171279287,0.0032196044921875,0.7040276850928946
neso_2026_h1,shape,STEP12_D17,C3_W_RECENCY_G,81553,0.4840855104379078,3195.5855231353744,0.36497966589023806,0.39020988360979286,0.00091552734375,0.6041354698163633
neso_2026_h1,shape,STEP12_D17,F0,0,0.835273057637993,5513.873960900877,1.156666475027437,0.8337894597508713,0.0,1.0754842978990613
neso_2026_h1,shape,STEP12_D17,M_MEAN,81551,0.5604666523946795,3699.7990685001355,0.4768506825314731,0.44591895677693083,0.001434326171875,0.6905437585928014
neso_2026_h1,shape,STEP12_D17,M_MEAN,81552,0.5784036700353477,3818.206400809858,0.5001772273440165,0.47030172439917894,0.0045928955078125,0.7072320887403346
neso_2026_h1,shape,STEP12_D17,M_MEAN,81553,0.5091333321608141,3360.9332866149884,0.3993144644709771,0.4052463506402947,0.001220703125,0.6319133362028191
neso_2026_h1,shape,STEP12_D17,M_RECENCY,81551,0.5431320244835676,3585.368281361769,0.4464182842118069,0.43471880699849513,0.00189208984375,0.6681454064885928
neso_2026_h1,shape,STEP12_D17,M_RECENCY,81552,0.5856155039947439,3865.8137588054633,0.5137001792788694,0.47341941082295086,0.0029144287109375,0.7167288045550209
neso_2026_h1,shape,STEP12_D17,M_RECENCY,81553,0.4885706224904306,3225.1930177528366,0.37047860861114096,0.39336778467045486,0.0008544921875,0.6086695397431524
neso_2026_h1,shape,STEP12_D17,M_ROTATE16,81551,0.5636788175844766,3721.003480442045,0.4809822370516699,0.4482224983589361,0.0014495849609375,0.6935288292866202
neso_2026_h1,shape,STEP12_D17,M_ROTATE16,81552,0.5877377887206381,3879.823561205671,0.5147289837000668,0.47832529554946523,0.0044708251953125,0.7174461538680563
neso_2026_h1,shape,STEP12_D17,M_ROTATE16,81553,0.5078400094701939,3352.3956973300915,0.3971659697857296,0.4041724904637801,0.0010986328125,0.6302110517800601
neso_2026_h1,shape,STEP12_D17,PERSISTENCE,0,0.7571994872365092,4998.488216161728,0.9244837891173593,0.7571994872365092,0.0,0.9615008003727086
neso_2026_h1,shape,STEP12_D17,RECENCY_W_C3_G,81551,0.5431320244835676,3585.368281361769,0.4464182842118069,0.43471880699849513,0.00189208984375,0.6681454064885928
neso_2026_h1,shape,STEP12_D17,RECENCY_W_C3_G,81552,0.5856155039947439,3865.8137588054633,0.5137001792788694,0.47341941082295086,0.0029144287109375,0.7167288045550209
neso_2026_h1,shape,STEP12_D17,RECENCY_W_C3_G,81553,0.4885706224904306,3225.1930177528366,0.37047860861114096,0.39336778467045486,0.0008544921875,0.6086695397431524
neso_2026_h1,shape,STEP12_D17,SEASONAL,0,3.5151107887284097,23204.24161945305,35.27806601082979,3.5151107887284097,0.0,5.939534157729021
neso_2026_h1,shape,STEP12_D63,C0,81551,0.3686896828671189,2433.824991030503,0.23042530993712712,0.29143154919866116,0.000213623046875,0.48002636379383073
neso_2026_h1,shape,STEP12_D63,C0,81552,0.3529000050831617,2329.592857133866,0.2102551340206835,0.2798702344171265,0.0019683837890625,0.4585358590346926
neso_2026_h1,shape,STEP12_D63,C0,81553,0.41178039538359656,2718.2789854801194,0.281587630007608,0.33010972331965316,0.0007171630859375,0.5306483110381187
neso_2026_h1,shape,STEP12_D63,C1,81551,0.3686896828671189,2433.824991030503,0.23042530993712712,0.29143154919866116,0.000213623046875,0.48002636379383073
neso_2026_h1,shape,STEP12_D63,C1,81552,0.3529000050831617,2329.592857133866,0.2102551340206835,0.2798702344171265,0.0019683837890625,0.4585358590346926
neso_2026_h1,shape,STEP12_D63,C1,81553,0.41178039538359656,2718.2789854801194,0.281587630007608,0.33010972331965316,0.0007171630859375,0.5306483110381187
neso_2026_h1,shape,STEP12_D63,C2,81551,0.38755339849154047,2558.3497191253678,0.2524595917492068,0.3083412278011249,0.00286865234375,0.5024535717349482
neso_2026_h1,shape,STEP12_D63,C2,81552,0.34230900009231435,2259.6786343479157,0.19936697410262222,0.2722490151535764,0.004119873046875,0.44650529011717455
neso_2026_h1,shape,STEP12_D63,C2,81553,0.40517860228367514,2674.6986799308793,0.27258402843169194,0.3264934405149008,0.0020904541015625,0.522095803882479
neso_2026_h1,shape,STEP12_D63,C3,81551,0.37894887252944487,2501.548806879426,0.24086088495739352,0.30093456314479217,0.0021820068359375,0.4907757990746829
neso_2026_h1,shape,STEP12_D63,C3,81552,0.36244988997127225,2392.63435132866,0.22203817732417686,0.2870484891534166,0.0033416748046875,0.47120927126296747
neso_2026_h1,shape,STEP12_D63,C3,81553,0.4044262695955863,2669.7323188339246,0.2718932476572445,0.3262490616378567,0.001678466796875,0.5214338382357291
neso_2026_h1,shape,STEP12_D63,C3_W_RECENCY_G,81551,0.37894887252944487,2501.548806879426,0.24086088495739352,0.30093456314479217,0.0021820068359375,0.4907757990746829
neso_2026_h1,shape,STEP12_D63,C3_W_RECENCY_G,81552,0.36244988997127225,2392.63435132866,0.22203817732417686,0.2870484891534166,0.0033416748046875,0.47120927126296747
neso_2026_h1,shape,STEP12_D63,C3_W_RECENCY_G,81553,0.4044262695955863,2669.7323188339246,0.2718932476572445,0.3262490616378567,0.001678466796875,0.5214338382357291
neso_2026_h1,shape,STEP12_D63,F0,0,0.46417577603775967,3064.15572892189,0.3554878901805677,0.43097132399095506,0.00054931640625,0.5962280521583732
neso_2026_h1,shape,STEP12_D63,M_MEAN,81551,0.38687767339791346,2553.889066450883,0.2516469022787918,0.30774897634339826,0.0028533935546875,0.5016441988888058
neso_2026_h1,shape,STEP12_D63,M_MEAN,81552,0.3435532223381514,2267.892097694016,0.2008621865657391,0.2730695322409556,0.0038299560546875,0.4481765127332523
neso_2026_h1,shape,STEP12_D63,M_MEAN,81553,0.4066868007571904,2684.6547251007096,0.2744242564523871,0.32763666956264603,0.0020904541015625,0.5238551865280968
neso_2026_h1,shape,STEP12_D63,M_RECENCY,81551,0.3770645977422759,2489.11017547722,0.23871775768594958,0.29914832664064295,0.0022125244140625,0.48858751282237
neso_2026_h1,shape,STEP12_D63,M_RECENCY,81552,0.36053455995910494,2379.9907155929577,0.21996158312581435,0.28549742401657524,0.0037841796875,0.46900062166889966
neso_2026_h1,shape,STEP12_D63,M_RECENCY,81553,0.4031364611681233,2661.2179281951917,0.2704694616084293,0.3250459060083406,0.0016937255859375,0.520066785719324
neso_2026_h1,shape,STEP12_D63,M_ROTATE16,81551,0.3893595355763926,2570.2725414299025,0.2546536951299266,0.3096705017456798,0.003326416015625,0.5046322375056181
neso_2026_h1,shape,STEP12_D63,M_ROTATE16,81552,0.3419647998090963,2257.406470818138,0.1996230644604714,0.27199700680415834,0.0035400390625,0.44679197000446574
neso_2026_h1,shape,STEP12_D63,M_ROTATE16,81553,0.40411842549210886,2667.7001527408615,0.2714512181910048,0.3255042292699683,0.0020599365234375,0.5210098062330544
neso_2026_h1,shape,STEP12_D63,PERSISTENCE,0,0.7571994872365092,4998.488216161728,0.9244837891173593,0.7571994872365092,0.0,0.9615008003727086
neso_2026_h1,shape,STEP12_D63,RECENCY_W_C3_G,81551,0.3770645977422759,2489.11017547722,0.23871775768594958,0.29914832664064295,0.0022125244140625,0.48858751282237
neso_2026_h1,shape,STEP12_D63,RECENCY_W_C3_G,81552,0.36053455995910494,2379.9907155929577,0.21996158312581435,0.28549742401657524,0.0037841796875,0.46900062166889966
neso_2026_h1,shape,STEP12_D63,RECENCY_W_C3_G,81553,0.4031364611681233,2661.2179281951917,0.2704694616084293,0.3250459060083406,0.0016937255859375,0.520066785719324
neso_2026_h1,shape,STEP12_D63,SEASONAL,0,0.3799453751677564,2508.127002954483,0.2739061863108978,0.3799453751677564,0.0,0.5233604745401566
neso_2026_h1,shape,STEP6_D17,C0,81551,0.3948141046610074,2606.279696417808,0.24477930122110345,0.31689960427849484,0.0001373291015625,0.4947517571682828
neso_2026_h1,shape,STEP6_D17,C0,81552,0.43953523797347777,2901.496560195159,0.2999445522776616,0.3479350065610605,1.52587890625e-05,0.547671938552325
neso_2026_h1,shape,STEP6_D17,C0,81553,0.3859596857940721,2547.8291703498835,0.23747545792275762,0.3083422271381782,0.0,0.4873145369499638
neso_2026_h1,shape,STEP6_D17,C1,81551,0.3948141046610074,2606.279696417808,0.24477930122110345,0.31689960427849484,0.0001373291015625,0.4947517571682828
neso_2026_h1,shape,STEP6_D17,C1,81552,0.43953523797347777,2901.496560195159,0.2999445522776616,0.3479350065610605,1.52587890625e-05,0.547671938552325
neso_2026_h1,shape,STEP6_D17,C1,81553,0.3859596857940721,2547.8291703498835,0.23747545792275762,0.3083422271381782,0.0,0.4873145369499638
neso_2026_h1,shape,STEP6_D17,C2,81551,0.40882176299760203,2698.748215363883,0.2617010944122489,0.32449553234092976,0.0001373291015625,0.5115672921642361
neso_2026_h1,shape,STEP6_D17,C2,81552,0.4081073652523495,2694.0322735658638,0.2605238527038582,0.32324994848339245,0.0001678466796875,0.5104153727150644
neso_2026_h1,shape,STEP6_D17,C2,81553,0.38299352118620494,2528.2486779043193,0.234677566993431,0.3046218702188781,1.52587890625e-05,0.4844353073356968
neso_2026_h1,shape,STEP6_D17,C3,81551,0.3937954241075191,2599.555097644996,0.24365180707716183,0.31342940501437794,0.0001373291015625,0.4936109875976849
neso_2026_h1,shape,STEP6_D17,C3,81552,0.4025308931806365,2657.2204024433127,0.25465473239055997,0.3183380366839966,0.000152587890625,0.5046332652437411
neso_2026_h1,shape,STEP6_D17,C3,81553,0.37547306881593795,2478.6040423933023,0.2274417362235933,0.30011345358652486,1.52587890625e-05,0.47690851976410875
neso_2026_h1,shape,STEP6_D17,C3_W_RECENCY_G,81551,0.3937954241075191,2599.555097644996,0.24365180707716183,0.31342940501437794,0.0001373291015625,0.4936109875976849
neso_2026_h1,shape,STEP6_D17,C3_W_RECENCY_G,81552,0.4025308931806365,2657.2204024433127,0.25465473239055997,0.3183380366839966,0.000152587890625,0.5046332652437411
neso_2026_h1,shape,STEP6_D17,C3_W_RECENCY_G,81553,0.37547306881593795,2478.6040423933023,0.2274417362235933,0.30011345358652486,1.52587890625e-05,0.47690851976410875
neso_2026_h1,shape,STEP6_D17,F0,0,0.71649801558139,4729.806277151107,0.8741981116029948,0.6334210970825234,0.0,0.9349856210675086
neso_2026_h1,shape,STEP6_D17,M_MEAN,81551,0.40985961558723333,2705.599374175834,0.2632320114515517,0.3251150996953847,0.0001373291015625,0.5130614109943874
neso_2026_h1,shape,STEP6_D17,M_MEAN,81552,0.40478834104262085,2672.122454976272,0.25684369414491587,0.32043893060698553,0.00018310546875,0.5067974882977577
neso_2026_h1,shape,STEP6_D17,M_MEAN,81553,0.3829978068628587,2528.2769688693993,0.2348077631724399,0.304585709246736,1.52587890625e-05,0.4845696680276634
