panel,kind,condition,stratum,contexts,fraction,status,C3_nmae,RECENCY_nmae,gain_pct,ci_low_pct,ci_high_pct,total,gate,weights,weighted_total,weighted_gate,weighted_weights,bootstrap_nonempty,posthoc,gate_low,gate_high,weights_low,weights_high,total_low,total_high
electricity,standard,SHIFT_POINT,ALL,1024,1.0,SCORED,0.19362999136858625,0.19376495726375442,0.06965443962319018,-0.02952540035080664,0.16497146531365883,0.00013496589516817648,6.572940640967029e-05,6.923648875850619e-05,0.00013496589516817648,6.572940640967029e-05,6.923648875850619e-05,2000.0,True,-0.00016510538327104,0.0002939732362939875,-9.68390913403911e-05,0.0002329223631632671,-5.706891983082024e-05,0.00031955992500521584
electricity,standard,SHIFT_POINT,EQUAL,1,0.0009765625,SCORED,0.18459742001372245,0.1932512457261141,4.478018074282586,4.478018074282586,4.478018074282586,0.00865382571239165,0.0,0.00865382571239165,8.45100167225747e-06,0.0,8.45100167225747e-06,1268.0,True,0.0,0.0,0.00865382571239165,0.00865382571239165,0.00865382571239165,0.00865382571239165
electricity,standard,SHIFT_POINT,DIFFERENT,1023,0.9990234375,SCORED,0.19363882086160178,0.1937654594255703,0.06535662462440195,-0.034163700917824724,0.16013445176254554,0.00012663856396852302,6.579365802884818e-05,6.084490593967484e-05,0.0001265148934958975,6.572940640967938e-05,6.078548708621813e-05,2000.0,True,-0.00016542682811888156,0.0002942512149998247,-0.00010468347071112202,0.00022245673757102365,-6.597242078987611e-05,0.0003096174072038736
electricity,standard,FAULT,ALL,6144,1.0,SCORED,0.17289327411919977,0.17271990665140144,-0.10037491981063074,-0.21668677626375643,-0.009660874693829324,-0.00017336746779833545,-3.1228839362934524e-06,-0.000170244583862042,-0.00017336746779833545,-3.1228839362934524e-06,-0.000170244583862042,2000.0,True,-0.00011172829518918368,0.00011673999321016378,-0.0003074377907208544,-4.8611137923695284e-05,-0.0003949801165482783,-1.6059412794179088e-05
electricity,standard,FAULT,EQUAL,39,0.00634765625,SCORED,0.08969633389340155,0.08935144469006705,-0.3859917481254138,-0.7283060050911672,-0.0992453410170602,-0.000344889203334503,0.0,-0.000344889203334503,-2.189238107103779e-06,0.0,-2.189238107103779e-06,2000.0,True,0.0,0.0,-0.0006520253189762134,-8.777398263051048e-05,-0.0006520253189762134,-8.777398263051048e-05
electricity,standard,FAULT,DIFFERENT,6105,0.99365234375,SCORED,0.17342475334422947,0.17325248159267773,-0.09943393016254021,-0.21621619241857015,-0.008202266635489761,-0.00017227175155173913,-3.142833563452019e-06,-0.0001691289179882871,-0.0001711782296913033,-3.122883936340263e-06,-0.00016805534575496303,2000.0,True,-0.00011257382017980586,0.00011737699277950499,-0.00030737492888918835,-4.5831271703367117e-05,-0.00039453177476914125,-1.3112987869764346e-05
electricity,shape,STEP6_D17,ALL,512,1.0,SCORED,0.23605903374839388,0.2366581631597158,0.2531623685921969,0.08254329051179149,0.47256124406846556,0.0005991294113219248,6.157802727251027e-05,0.0005375513840494145,0.0005991294113219248,6.157802727251027e-05,0.0005375513840494145,2000.0,True,-0.00020403419314490474,0.00040450250028262744,0.0002975030406772921,0.0008013818989032102,0.00020703014916477678,0.0010468035616670176
electricity,shape,STEP6_D17,EQUAL,215,0.419921875,SCORED,0.12463954119374554,0.12532091091127281,0.5436999400759923,0.3656845393923677,0.7410143573667368,0.0006813697175272748,0.0,0.0006813697175272748,0.0002861220493522736,0.0,0.0002861220493522736,2000.0,True,0.0,0.0,0.0004511083390997768,0.0008944286767566719,0.0004511083390997768,0.0008944286767566719
electricity,shape,STEP6_D17,DIFFERENT,297,0.580078125,SCORED,0.3167162421633751,0.31725583734629914,0.17008203456161386,-0.03159399148460473,0.43309616356803265,0.0005395951829240686,0.0001061547136818608,0.0004334404692422078,0.00031300736196962573,6.157802727248566e-05,0.0002514293346971401,2000.0,True,-0.00034391080740178855,0.0006862275152698605,8.545265192882873e-05,0.0008223031839952322,-0.00010532648592734006,0.0012881390970455708
electricity,shape,STEP6_D63,ALL,512,1.0,SCORED,0.19604961762979942,0.1957739272873247,-0.1408207652033644,-0.2310583505192071,-0.053084028981260724,-0.00027569034247471036,-7.603588658242066e-06,-0.0002680867538164683,-0.00027569034247471036,-7.603588658242066e-06,-0.0002680867538164683,2000.0,True,-0.000146798268175196,0.00013423456471548897,-0.0004059229391526073,-0.00014623885468935226,-0.0004312401815199679,-0.00010612682697551876
electricity,shape,STEP6_D63,EQUAL,225,0.439453125,SCORED,0.10571571127255248,0.10560001197393547,-0.10956371732757653,-0.19156512521308233,-0.015588591236553912,-0.00011569929861701689,0.0,-0.00011569929861701689,-5.084441833755625e-05,0.0,-5.084441833755625e-05,2000.0,True,0.0,0.0,-0.00020514072646831452,-1.5833368946208487e-05,-0.00020514072646831452,-1.5833368946208487e-05
electricity,shape,STEP6_D63,DIFFERENT,287,0.560546875,SCORED,0.2668688821955854,0.2664677633344069,-0.15053185276865388,-0.26865732898893324,-0.04331440034216484,-0.0004011188611784955,-1.3564590219533601e-05,-0.0003875542709589619,-0.00022484592413716446,-7.603588658215124e-06,-0.00021724233547894934,2000.0,True,-0.00026191438308957664,0.00023832595165879585,-0.0006494216577611997,-0.00015125747534106083,-0.000658815472579799,-0.00012900811812792284
electricity,shape,STEP12_D17,ALL,512,1.0,SCORED,0.29322235051179013,0.29489161207957904,0.5660593585613549,0.2866064049345682,0.8493661866587978,0.0016692615677889044,-0.00025479825990648575,0.0019240598276953902,0.0016692615677889044,-0.00025479825990648575,0.0019240598276953902,2000.0,True,-0.0008353464935057231,0.00023686724843621957,0.0015620286112640637,0.002304216235166513,0.0008887582934664198,0.002343666447671998
electricity,shape,STEP12_D17,EQUAL,215,0.419921875,SCORED,0.18093735753674653,0.18364139924229075,1.4724575812976703,1.2264272063302357,1.739858403900715,0.0027040417055442245,0.0,0.0027040417055442245,0.0011354862630703288,0.0,0.0011354862630703288,2000.0,True,0.0,0.0,0.002152736746792485,0.0032270890537777074,0.002152736746792485,0.0032270890537777074
electricity,shape,STEP12_D17,DIFFERENT,297,0.580078125,SCORED,0.37450609963513815,0.375426277938222,0.2451022629894939,-0.040460518134494694,0.5566672179391469,0.0009201783030838295,-0.0004392481786940905,0.00135942648177792,0.0005337753047185496,-0.00025479825990653296,0.0007885735646250825,2000.0,True,-0.0014116634645347493,0.000404777174567979,0.000897114510592921,0.0018379157275314705,-0.000155915629566615,0.001927419600267552
electricity,shape,STEP12_D63,ALL,512,1.0,SCORED,0.22132219668924547,0.2209144992128207,-0.18454989503970953,-0.26399914795655677,-0.09987978810133304,-0.00040769747642477316,2.1646164624508635e-05,-0.0004293436410492818,-0.00040769747642477316,2.1646164624508635e-05,-0.0004293436410492818,2000.0,True,-0.00013163267865945114,0.00020764471542246378,-0.0005432737629867294,-0.00032138795232741215,-0.0005692515022580232,-0.00022520318138720557
electricity,shape,STEP12_D63,EQUAL,261,0.509765625,SCORED,0.15176349878005668,0.1511133008302537,-0.4302718200387634,-0.5990318102770603,-0.2730629251142248,-0.0006501979498029775,0.0,-0.0006501979498029775,-0.00033144856425503346,0.0,-0.00033144856425503346,2000.0,True,0.0,0.0,-0.0008752890739953765,-0.00043199593566325425,-0.0008752890739953765,-0.00043199593566325425
electricity,shape,STEP12_D63,DIFFERENT,251,0.490234375,SCORED,0.2936521574633421,0.29349662183373704,-0.05299401016383154,-0.17931714575476265,0.07140714700360419,-0.00015553562960507472,4.415472624599848e-05,-0.0001996903558510732,-7.62489121696753e-05,2.164616462450316e-05,-9.789507679417846e-05,2000.0,True,-0.00025871655253787774,0.0004368445350196664,-0.0004343785016672513,4.4399698898784345e-05,-0.0004954069218833998,0.0002234509946714105
electricity,shape,STEP8_D31,ALL,512,1.0,SCORED,0.20771639665978858,0.2079250150166981,0.1003334576615389,-0.0003344824368156638,0.2240862790542117,0.00020861835690952346,9.579352047978107e-05,0.00011282483642974239,0.00020861835690952346,9.579352047978107e-05,0.00011282483642974239,2000.0,True,-6.370992597232137e-05,0.0002882041068790076,-6.7614117986e-06,0.00024231461161946182,-7.179258226713831e-07,0.00044581327274816686
electricity,shape,STEP8_D31,EQUAL,228,0.4453125,SCORED,0.1176755815994815,0.117959619759175,0.24079270539647535,0.10801160908244845,0.36589451309296744,0.00028403815969350876,0.0,0.00028403815969350876,0.00012648574298851562,0.0,0.00012648574298851562,2000.0,True,0.0,0.0,0.00012900460200528235,0.00042646634201384673,0.00012900460200528235,0.00042646634201384673
electricity,shape,STEP8_D31,DIFFERENT,284,0.5546875,SCORED,0.28000268480679585,0.2801507548713292,0.05285370892587071,-0.0750664919563071,0.20130791435001172,0.00014807006453332328,0.00017269817776621732,-2.4628113232894044e-05,8.213261392082775e-05,9.579352047969867e-05,-1.3660906558870915e-05,2000.0,True,-0.00011759798659483345,0.0005212259284444068,-0.00022791585183360162,0.00017860054570446486,-0.00021327332950445144,0.0005461999563330488
electricity,shape,STEP8_D33,ALL,512,1.0,SCORED,0.20688393894823762,0.2073073197312649,0.20422857406874328,0.1019688658913745,0.3190707240187764,0.0004233807830272829,0.0001308547764874296,0.0002925260065398533,0.0004233807830272829,0.0001308547764874296,0.0002925260065398533,2000.0,True,-6.396172027346089e-05,0.0003643630459825297,0.00014524416379279556,0.000427061477515544,0.00021500080971915067,0.0006423157443149687
electricity,shape,STEP8_D33,EQUAL,232,0.453125,SCORED,0.1214769506577439,0.12216784908940419,0.5655321238852928,0.42418467336132,0.7104988016759173,0.0006908984316602862,0.0,0.0006908984316602862,0.0003130633518460672,0.0,0.0003130633518460672,2000.0,True,0.0,0.0,0.0005426324560479131,0.0008214177643352297,0.0005426324560479131,0.0008214177643352297
electricity,shape,STEP8_D33,DIFFERENT,280,0.546875,SCORED,0.2776497292460753,0.27785145254880667,0.07260113304462523,-0.05500384239982559,0.21365914306417874,0.0002017233027313825,0.00023927730557704585,-3.755400284566335e-05,0.0001103174311812248,0.00013085477648744695,-2.0537345306222143e-05,2000.0,True,-0.00012041294354194279,0.000657945684779098,-0.00027595387491195983,0.00016945014927005695,-0.0001492587112318769,0.0005776604860835351
electricity,shape,RAMP8_D32,ALL,512,1.0,SCORED,0.4848126867766815,0.4854955316767902,0.14064905968348418,-0.00027332879139640943,0.28324315624906143,0.0006828449001087256,0.00023618940262651322,0.00044665549748221234,0.0006828449001087256,0.00023618940262651322,0.00044665549748221234,2000.0,True,-0.0003240026729052534,0.000884333045530635,7.91264119873826e-05,0.0008200238132885238,-1.2691947083920381e-06,0.0013747035748334522
electricity,shape,RAMP8_D32,EQUAL,224,0.4375,SCORED,0.3618745982127947,0.3612506683099091,-0.1727138404489681,-0.32097293019515305,-0.0275943305427364,-0.0006239299028856227,0.0,-0.0006239299028856227,-0.0002729693325124599,0.0,-0.0002729693325124599,2000.0,True,0.0,0.0,-0.0011432162832476459,-9.782332916381509e-05,-0.0011432162832476459,-9.782332916381509e-05
electricity,shape,RAMP8_D32,DIFFERENT,288,0.5625,SCORED,0.5804312001041487,0.5821304254065868,0.2918976965086917,0.10806488416525623,0.4978079220674751,0.0016992253024380455,0.00041989227133620854,0.001279333031101837,0.0009558142326214006,0.0002361894026266173,0.0007196248299947833,2000.0,True,-0.0005591565343171248,0.0015599985448968103,0.0007467984992781326,0.0018551718240807724,0.0006514228707664438,0.0028633881986058285
electricity,shape,PULSE8_D32,ALL,512,1.0,SCORED,3.0033453833773067,3.0019335120724597,-0.0470320644734068,-0.06007473863162194,-0.035011380031625405,-0.00141187130484699,-0.0004269255117805848,-0.0009849457930664052,-0.00141187130484699,-0.0004269255117805848,-0.0009849457930664052,2000.0,True,-0.0008006447679931694,-0.00013831522336836834,-0.0012151432287470898,-0.0007644516521101098,-0.0018313942521685166,-0.0010355299697766384
electricity,shape,PULSE8_D32,EQUAL,227,0.443359375,SCORED,2.7229736169590377,2.7215750032259183,-0.051389865480899743,-0.05836850662002624,-0.045394261586076956,-0.001398613733119447,0.0,-0.001398613733119447,-0.0006200885105822548,0.0,-0.0006200885105822548,2000.0,True,0.0,0.0,-0.0015762163668971763,-0.0012200474061303203,-0.0015762163668971763,-0.0012200474061303203
electricity,shape,PULSE8_D32,DIFFERENT,285,0.556640625,SCORED,3.226659035927998,3.225236605083564,-0.044103147105301055,-0.06642773667791813,-0.022502441208608896,-0.0014224308444341638,-0.0007669679369541882,-0.0006554629074799756,-0.0007917827942651107,-0.0004269255117811399,-0.0003648572824839708,2000.0,True,-0.0014406135986822833,-0.00024938222255593834,-0.0010310921612295854,-0.0002598091734183519,-0.0021555567808074216,-0.0007200665513455664
electricity,shape,PAIRED_SHIFT8_D32,ALL,512,1.0,SCORED,0.2049341952827363,0.2051140284180463,0.08767471279120809,-0.011292865016780396,0.19616168169608594,0.00017983313531000356,0.00011431060439219543,6.552253091780813e-05,0.00017983313531000356,0.00011431060439219543,6.552253091780813e-05,2000.0,True,-5.4688152127672224e-05,0.0002998211730335508,-6.2362754575096e-05,0.00019184844558567385,-2.10301456525043e-05,0.00038451014039365196
electricity,shape,PAIRED_SHIFT8_D32,EQUAL,227,0.443359375,SCORED,0.11369822308606743,0.11402693142973086,0.28827255065264623,0.1667033115162278,0.4004425121632735,0.00032870834366342805,0.0,0.00032870834366342805,0.00014573592580390267,0.0,0.00014573592580390267,2000.0,True,0.0,0.0,0.00019411247251353362,0.00045046260389097943,0.00019411247251353362,0.00045046260389097943
electricity,shape,PAIRED_SHIFT8_D32,DIFFERENT,285,0.556640625,SCORED,0.27760284682183745,0.27766410215961673,0.022060949652058515,-0.09990056014603343,0.1562402191779296,6.125533777928682e-05,0.00020535799806595256,-0.00014410266028666574,3.409720950604833e-05,0.00011431060439218063,-8.02133948861323e-05,2000.0,True,-0.00010221357626565564,0.0005359373984553562,-0.0003499713157693905,5.965643744129212e-05,-0.0002764465135533231,0.0004248158157999225
electricity_transfer,standard,REFERENCE,ALL,4096,1.0,SCORED,0.24229306950040388,0.2420479625841344,-0.10126377997676794,-0.1437033416507888,-0.06139025015657164,-0.0002451069162694719,-6.17842840818783e-05,-0.0001833226321875936,-0.0002451069162694719,-6.17842840818783e-05,-0.0001833226321875936,2000.0,True,-9.294724014938458e-05,-3.24085706505613e-05,-0.00029001548130159897,-8.408883263044507e-05,-0.0003473646680352695,-0.00014834748749642735
electricity_transfer,standard,REFERENCE,EQUAL,2672,0.65234375,SCORED,0.21360773296637933,0.21339351636820178,-0.10038571078603287,-0.1526161218451716,-0.05017088911080827,-0.00021421659817755234,0.0,-0.00021421659817755234,-0.00013974285896738766,0.0,-0.00013974285896738766,2000.0,True,0.0,0.0,-0.000330703043280136,-0.0001027600126785468,-0.000330703043280136,-0.0001027600126785468
electricity_transfer,standard,REFERENCE,DIFFERENT,1424,0.34765625,SCORED,0.2961183638957083,0.2958152942477386,-0.10245232544192628,-0.1615368521754157,-0.04842102866909004,-0.00030306964796966707,-0.00017771659241505589,-0.00012535305555461118,-0.00010536405730195457,-6.178428408179677e-05,-4.3579773220157794e-05,2000.0,True,-0.00026526460367349707,-9.440640871826873e-05,-0.0002842178823654007,3.2107844156994946e-05,-0.00047187189031711594,-0.00014575178077824166
electricity_transfer,standard,POINT4,ALL,4096,1.0,SCORED,0.24404620335708918,0.24378106342319458,-0.10876149696432691,-0.15147267163502953,-0.06898038915670204,-0.0002651399338945981,-6.0684904999872e-05,-0.0002044550288947261,-0.0002651399338945981,-6.0684904999872e-05,-0.0002044550288947261,2000.0,True,-9.393105582667546e-05,-2.994602746784515e-05,-0.00031013971877357356,-0.0001033463442448601,-0.0003708463510741375,-0.00016858989759042313
electricity_transfer,standard,POINT4,EQUAL,96,0.0234375,SCORED,0.18652966544090585,0.18639504112542685,-0.07222526665202622,-0.1909813654458764,0.06274581184162836,-0.0001346243154790039,0.0,-0.0001346243154790039,-3.1552573940391536e-06,0.0,-3.1552573940391536e-06,2000.0,True,0.0,0.0,-0.0003646866128316641,0.00011426740049120656,-0.0003646866128316641,0.00011426740049120656
electricity_transfer,standard,POINT4,DIFFERENT,4000,0.9765625,SCORED,0.2454266002670776,0.24515832795834103,-0.10942818503076879,-0.1516983870937566,-0.07026445624603528,-0.0002682723087365779,-6.21413427198958e-05,-0.00020613096601668213,-0.0002619846765005644,-6.068490499989824e-05,-0.00020129977150066614,2000.0,True,-9.636543750910394e-05,-3.073048211165131e-05,-0.00031300392132676825,-0.00010389210448672545,-0.00037454518688808736,-0.00017022354739130652
electricity_transfer,standard,POINT8,ALL,4096,1.0,SCORED,0.2463101879717444,0.2460054355200115,-0.12388037324813084,-0.17180940651659427,-0.07987244666556595,-0.00030475245173289256,-7.155003094899692e-05,-0.00023320242078389564,-0.00030475245173289256,-7.155003094899692e-05,-0.00023320242078389564,2000.0,True,-0.00011137257766675908,-3.6691716713921384e-05,-0.0003400876691567075,-0.00012879161657408937,-0.00042011248852194744,-0.00019629537962380657
