panel,kind,condition,stratum,contexts,fraction,status,C3_nmae,RECENCY_nmae,gain_pct,ci_low_pct,ci_high_pct,total,gate,weights,weighted_total,weighted_gate,weighted_weights,bootstrap_nonempty,posthoc,gate_low,gate_high,weights_low,weights_high,total_low,total_high
electricity,standard,REFERENCE,ALL,1024,1.0,SCORED,0.16749555483628273,0.1673959045723357,-0.059529690527160284,-0.1728368489372184,0.031673737015288625,-9.965026394703758e-05,4.648863560216543e-05,-0.000146138899549203,-9.965026394703758e-05,4.648863560216543e-05,-0.000146138899549203,2000.0,True,-3.9207785065890896e-05,0.0001579697206610667,-0.0002993182708864336,-2.2680359568756425e-05,-0.00030300699160189655,5.25600058270112e-05
electricity,standard,REFERENCE,EQUAL,408,0.3984375,SCORED,0.06663853311663313,0.06663281711387609,-0.008578359740174513,-0.11951260281692744,0.09662865157279932,-5.7160027570474226e-06,0.0,-5.7160027570474226e-06,-2.2774698485110824e-06,0.0,-2.2774698485110824e-06,2000.0,True,0.0,0.0,-7.903657611195401e-05,6.445764144520055e-05,-7.903657611195401e-05,6.445764144520055e-05
electricity,standard,REFERENCE,DIFFERENT,616,0.6015625,SCORED,0.23429695883241422,0.23413509236949726,-0.06913378993249619,-0.19755139443893788,0.038552942164732644,-0.00016186646291696527,7.727980983228411e-05,-0.00023914627274924938,-9.737279409848692e-05,4.648863560223341e-05,-0.00014386142970072033,2000.0,True,-6.581971548892188e-05,0.00025648536067456447,-0.0004798054143736387,-4.291377659707135e-05,-0.0004857881583601585,8.609990412549229e-05
electricity,standard,POINT4,ALL,1024,1.0,SCORED,0.16834729700375772,0.16825061267348218,-0.057464474416613065,-0.16244168397498482,0.02946103632912753,-9.668433027554268e-05,5.0608991141787296e-05,-0.00014729332141732998,-9.668433027554268e-05,5.0608991141787296e-05,-0.00014729332141732998,2000.0,True,-2.8008471479953888e-05,0.000162470734284735,-0.0002987026092944163,-2.641674436080733e-05,-0.0002864698188708652,4.5611557679541694e-05
electricity,standard,POINT4,EQUAL,10,0.009765625,SCORED,0.19884337588012424,0.1985957118792324,-0.12470762764629217,-0.39380194404389557,0.10765578795249946,-0.0002476640008918507,0.0,-0.0002476640008918507,-2.4185937587094795e-06,0.0,-2.4185937587094795e-06,2000.0,True,0.0,0.0,-0.000747293344351583,0.0002153630427174134,-0.000747293344351583,0.0002153630427174134
electricity,standard,POINT4,DIFFERENT,1014,0.990234375,SCORED,0.16804654671898092,0.16795135134009218,-0.05668032923176192,-0.16219565154498683,0.030134399292787373,-9.519537888874607e-05,5.110809361855151e-05,-0.00014630347250729758,-9.426573651678566e-05,5.060899114180784e-05,-0.0001448747276585935,2000.0,True,-2.8270041803736893e-05,0.00016370446505094345,-0.00029958503175150155,-2.442597010561899e-05,-0.0002870376154468751,4.799161977983715e-05
electricity,standard,POINT8,ALL,1024,1.0,SCORED,0.1697957970510627,0.16965540338937826,-0.08275224889962018,-0.20317967672108805,0.013650754791072448,-0.0001403936616844459,2.6065754666959595e-05,-0.0001664594163514055,-0.0001403936616844459,2.6065754666959595e-05,-0.0001664594163514055,2000.0,True,-8.251555197329244e-05,0.00015463844073972214,-0.00031097094031122335,-5.052566190839644e-05,-0.0003635148444901287,2.2687620626335437e-05
electricity,standard,POINT8,EQUAL,0,0.0,EMPTY_INPUT_STRATUM,,,,,,,,,,,,,,,,,,,
electricity,standard,POINT8,DIFFERENT,1024,1.0,SCORED,0.1697957970510627,0.16965540338937826,-0.08275224889962018,-0.20317967672108805,0.013650754791072448,-0.0001403936616844459,2.6065754666959595e-05,-0.0001664594163514055,-0.0001403936616844459,2.6065754666959595e-05,-0.0001664594163514055,2000.0,True,-8.251555197329244e-05,0.00015463844073972214,-0.00031097094031122335,-5.052566190839644e-05,-0.0003635148444901287,2.2687620626335437e-05
electricity,standard,POINT16,ALL,1024,1.0,SCORED,0.1706838011741724,0.17042453155017787,-0.15213163365404014,-0.3912461530641981,0.006013285983950329,-0.00025926962399452913,-6.273121510277924e-05,-0.0001965384088917499,-0.00025926962399452913,-6.273121510277924e-05,-0.0001965384088917499,2000.0,True,-0.00030859097679160374,0.0001233927369030991,-0.00039679284632568936,-4.776019251485215e-05,-0.0006858286303166629,9.939418854115602e-06
electricity,standard,POINT16,EQUAL,0,0.0,EMPTY_INPUT_STRATUM,,,,,,,,,,,,,,,,,,,
electricity,standard,POINT16,DIFFERENT,1024,1.0,SCORED,0.1706838011741724,0.17042453155017787,-0.15213163365404014,-0.3912461530641981,0.006013285983950329,-0.00025926962399452913,-6.273121510277924e-05,-0.0001965384088917499,-0.00025926962399452913,-6.273121510277924e-05,-0.0001965384088917499,2000.0,True,-0.00030859097679160374,0.0001233927369030991,-0.00039679284632568936,-4.776019251485215e-05,-0.0006858286303166629,9.939418854115602e-06
electricity,standard,BURST4,ALL,1024,1.0,SCORED,0.17006097129678388,0.16985238734679228,-0.12280307227341414,-0.3071752681682216,0.00241123966275041,-0.00020858394999159757,-1.633561743091816e-05,-0.00019224833256067941,-0.00020858394999159757,-1.633561743091816e-05,-0.00019224833256067941,2000.0,True,-0.0001748663258600347,0.00011703626517396591,-0.00037837861549418276,-4.603183810125991e-05,-0.0005403472768628875,3.7363977908738286e-06
electricity,standard,BURST4,EQUAL,11,0.0107421875,SCORED,0.020456981459625958,0.020477006667632674,0.09779362937049063,-0.47636658051775804,0.3530032603194493,2.0025208006715922e-05,0.0,2.0025208006715922e-05,2.151145391346437e-07,0.0,2.151145391346437e-07,2000.0,True,0.0,0.0,-5.6413437013365894e-05,0.00013196963218898162,-5.6413437013365894e-05,0.00013196963218898162
electricity,standard,BURST4,DIFFERENT,1013,0.9892578125,SCORED,0.17168549635918148,0.17147442998003096,-0.1230891271515544,-0.30714360871554713,0.0022127788415853868,-0.00021106637915052628,-1.651300320754112e-05,-0.00019455337594298516,-0.00020879906453074524,-1.6335617430897613e-05,-0.00019246344709984763,2000.0,True,-0.00017685447884258285,0.00011787133423813413,-0.0003817161931360599,-4.624421983551801e-05,-0.0005434099724273341,3.731333983475388e-06
electricity,standard,BURST8,ALL,1024,1.0,SCORED,0.17990124371522076,0.17977171861905386,-0.07204976242196626,-0.13513956410427908,0.003954355984953032,-0.00012952509616689922,5.1051169962526566e-05,-0.0001805762661294258,-0.00012952509616689922,5.1051169962526566e-05,-0.0001805762661294258,2000.0,True,-3.92490871053492e-05,0.00015529608166195682,-0.0002977807756045198,-5.94959495041913e-05,-0.0002617594008189485,6.692438189018098e-06
electricity,standard,BURST8,EQUAL,11,0.0107421875,SCORED,0.0705203066848472,0.07014829664026187,-0.5303194267040956,-0.9263899181186613,-0.035209506240801075,-0.0003720100445853275,0.0,-0.0003720100445853275,-3.996201650818948e-06,0.0,-3.996201650818948e-06,2000.0,True,0.0,0.0,-0.0009306474276458719,-1.2479989629613173e-05,-0.0009306474276458719,-1.2479989629613173e-05
electricity,standard,BURST8,DIFFERENT,1013,0.9892578125,SCORED,0.1810889932782357,0.18096210128614842,-0.07012075522190298,-0.13370222359975426,0.005213791734820129,-0.00012689199208726354,5.160552620103731e-05,-0.00017849751828830085,-0.00012552889451601364,5.1051169962549605e-05,-0.00017658006447856324,2000.0,True,-3.988786756524663e-05,0.0001568622544064728,-0.00029615850967098096,-5.7164749008234826e-05,-0.000260039813189545,9.19562715291208e-06
electricity,standard,BURST16,ALL,1024,1.0,SCORED,0.1785705344742012,0.1783647863295239,-0.11535244647291609,-0.2192066158996192,-0.030834431406509013,-0.0002057481446773035,-6.739638685564209e-05,-0.00013835175782166143,-0.0002057481446773035,-6.739638685564209e-05,-0.00013835175782166143,2000.0,True,-0.000191930235980187,4.277480273586415e-05,-0.0002771718590335075,1.6068964406807173e-05,-0.00038751899475229085,-5.3320227027415386e-05
electricity,standard,BURST16,EQUAL,7,0.0068359375,SCORED,0.07271044192174482,0.07169584110477871,-1.4151459852229653,-3.470367841096045,1.9902696492499787,-0.0010146008169661103,0.0,-0.0010146008169661103,-6.935747772229269e-06,0.0,-6.935747772229269e-06,1997.0,True,0.0,0.0,-0.002203901735303812,0.0003594692600202435,-0.002203901735303812,0.0003594692600202435
electricity,standard,BURST16,DIFFERENT,1017,0.9931640625,SCORED,0.1792991683462437,0.17909898752576114,-0.11177105088535644,-0.21604510751895845,-0.026552573306988854,-0.00020018082048256503,-6.786027545739592e-05,-0.0001323205450251691,-0.0001988123969050475,-6.739638685563638e-05,-0.0001314160100494111,2000.0,True,-0.00019294900121540856,4.306801290109642e-05,-0.00027219441834605703,2.1169989364726467e-05,-0.00038265230678076885,-4.658263589264884e-05
electricity,standard,SHIFT4,ALL,1024,1.0,SCORED,0.1894954045683174,0.1895749440555756,0.04195675101181795,-0.10325899733681476,0.18693738980706193,7.95394872581956e-05,1.4236266532699493e-05,6.53032207254961e-05,7.95394872581956e-05,1.4236266532699493e-05,6.53032207254961e-05,2000.0,True,-0.0002324246817210475,0.00024546124903417375,-0.00011353787417979835,0.00027786111581499514,-0.00019936924243933382,0.00035398050728930377
electricity,standard,SHIFT4,EQUAL,384,0.375,SCORED,0.07710595602838587,0.07723738084838223,0.17015701277385276,-0.05255301981624494,0.38896633855248824,0.00013142481999636746,0.0,0.00013142481999636746,4.92843074986378e-05,0.0,4.92843074986378e-05,2000.0,True,0.0,0.0,-4.2261565576108205e-05,0.000289591778820079,-4.2261565576108205e-05,0.000289591778820079
electricity,standard,SHIFT4,DIFFERENT,640,0.625,SCORED,0.25692907369227647,0.2569774819798916,0.01883756010144788,-0.15423875848809665,0.18649437199676341,4.84082876151537e-05,2.2778026452341393e-05,2.5630261162812307e-05,3.0255179759471063e-05,1.423626653271337e-05,1.601891322675769e-05,2000.0,True,-0.00036893281916515057,0.0003887800913288726,-0.0002605857812015288,0.0003645061857642077,-0.00039981546743794586,0.0004773854192255428
electricity,standard,SHIFT8,ALL,1024,1.0,SCORED,0.20089122722097222,0.20117550025329026,0.14130599002369904,0.04173440823351443,0.24464200546659506,0.0002842730323180387,0.0001312038557356593,0.0001530691765823794,0.0002842730323180387,0.0001312038557356593,0.0001530691765823794,2000.0,True,-3.0962777595974765e-05,0.0003797989944470036,2.3165756107586602e-05,0.0002622681638273296,8.318262466355183e-05,0.000530191833298485
electricity,standard,SHIFT8,EQUAL,456,0.4453125,SCORED,0.11267224244991764,0.11296968810830328,0.2632968749108011,0.16258606800600317,0.3737360858178345,0.00029744565838564496,0.0,0.00029744565838564496,0.00013245626974985752,0.0,0.00013245626974985752,2000.0,True,0.0,0.0,0.0001908779327631425,0.0004126676102012296,0.0001908779327631425,0.0004126676102012296
electricity,standard,SHIFT8,DIFFERENT,568,0.5546875,SCORED,0.27171491922026964,0.27198861704574445,0.10062841175032533,-0.032197106211552806,0.2346670414196374,0.0002736978254748168,0.00023653652865013308,3.716129682468372e-05,0.00015181676256806245,0.0001312038557356207,2.061290683244175e-05,2000.0,True,-5.6587873844199385e-05,0.0006697269512885781,-0.00017144349716863294,0.00021846272618269638,-8.816487069720005e-05,0.000706489299501157
