panel,kind,stage,arm,seed,step,condition,nmae,mae,pinball
electricity,shape,fixed1024,B0,81551,768,PULSE8_D32,2.993564815341061,227.36221388525155,2.8912659557006837
electricity,shape,fixed1024,B0,81551,768,RAMP8_D32,0.5137246579801916,36.76724838205068,0.39746082808685784
electricity,shape,fixed1024,B0,81551,768,STEP12_D17,0.30498695349387034,19.8735306752847,0.2523173215938363
electricity,shape,fixed1024,B0,81551,768,STEP12_D63,0.2257596413913575,15.364967168408434,0.1831782863092198
electricity,shape,fixed1024,B0,81551,768,STEP6_D17,0.2393722619533945,15.512925326592558,0.196686729901585
electricity,shape,fixed1024,B0,81551,768,STEP6_D63,0.20223268501427122,13.700167134195562,0.16447501379181395
electricity,shape,fixed1024,B0,81551,768,STEP8_D31,0.20999537202876958,13.688779888348945,0.1722665866673837
electricity,shape,fixed1024,B0,81551,768,STEP8_D33,0.21485539999825579,13.995491208493348,0.17505109402192956
electricity,shape,fixed1024,B0,81552,512,PAIRED_SHIFT8_D32,0.21438705495349572,13.806072913704034,0.17636629834536
electricity,shape,fixed1024,B0,81552,512,PULSE8_D32,2.9513351355726445,223.56778593568015,2.8377340143590426
electricity,shape,fixed1024,B0,81552,512,RAMP8_D32,0.4598948315492489,33.43505424337167,0.3585019199293509
electricity,shape,fixed1024,B0,81552,512,STEP12_D17,0.341316569364508,23.03958914577913,0.27943486593235956
electricity,shape,fixed1024,B0,81552,512,STEP12_D63,0.21207998090346422,14.313653775212273,0.1741910707320354
electricity,shape,fixed1024,B0,81552,512,STEP6_D17,0.24596103995155696,16.070248990015344,0.2021856278611353
electricity,shape,fixed1024,B0,81552,512,STEP6_D63,0.19075685138602153,12.777834841871591,0.15619711405474937
electricity,shape,fixed1024,B0,81552,512,STEP8_D31,0.21530502116197592,13.84023701110496,0.178001569663412
electricity,shape,fixed1024,B0,81552,512,STEP8_D33,0.21906307285666615,14.10002509186054,0.17964536880492146
electricity,shape,fixed1024,C3,81551,1024,PAIRED_SHIFT8_D32,0.20549214519604123,13.397298962514139,0.1691515535918283
electricity,shape,fixed1024,C3,81551,1024,PULSE8_D32,2.9864796282574626,226.48744640991208,2.884320678580109
electricity,shape,fixed1024,C3,81551,1024,RAMP8_D32,0.5391172877823662,39.06582774891709,0.41878138355209876
electricity,shape,fixed1024,C3,81551,1024,STEP12_D17,0.29943224991193484,19.724470857428468,0.24542427613640505
electricity,shape,fixed1024,C3,81551,1024,STEP12_D63,0.21850421552823887,14.816822806554171,0.17759164843874975
electricity,shape,fixed1024,C3,81551,1024,STEP6_D17,0.23887303821924483,15.569201813179376,0.1954491532588574
electricity,shape,fixed1024,C3,81551,1024,STEP6_D63,0.19671155873702054,13.165184152198988,0.1603060757314189
electricity,shape,fixed1024,C3,81551,1024,STEP8_D31,0.20803865911221822,13.523597349189599,0.17118215329230121
electricity,shape,fixed1024,C3,81551,1024,STEP8_D33,0.20904097034571312,13.602872780682974,0.1713797565663159
electricity,shape,fixed1024,C3,81552,1024,PAIRED_SHIFT8_D32,0.20594848758418766,13.259556825058754,0.16950484409804845
electricity,shape,fixed1024,C3,81552,1024,PULSE8_D32,2.9794661049227735,225.92800219499622,2.873101420317185
electricity,shape,fixed1024,C3,81552,1024,RAMP8_D32,0.4363061336969255,31.584334418600736,0.3418616483443678
electricity,shape,fixed1024,C3,81552,1024,STEP12_D17,0.3010858627054494,20.02149112555604,0.24886239360924767
electricity,shape,fixed1024,C3,81552,1024,STEP12_D63,0.21120575431728247,14.38433555739571,0.17280783531552601
electricity,shape,fixed1024,C3,81552,1024,STEP6_D17,0.2341843314157159,15.327043872775977,0.19321196914922448
electricity,shape,fixed1024,C3,81552,1024,STEP6_D63,0.1919691918074674,12.943326454895148,0.15692585652894878
electricity,shape,fixed1024,C3,81552,1024,STEP8_D31,0.20793945759001917,13.375324261162227,0.17168290501330455
electricity,shape,fixed1024,C3,81552,1024,STEP8_D33,0.21064018693066053,13.546245710938468,0.17276910128452477
electricity,shape,fixed1024,IDEAL,81551,1024,PAIRED_SHIFT8_D32,0.20233094539212623,13.39009237462302,0.16851055040929783
electricity,shape,fixed1024,IDEAL,81551,1024,PULSE8_D32,3.025132644512433,229.16870875368477,2.955829188458313
electricity,shape,fixed1024,IDEAL,81551,1024,RAMP8_D32,0.38000891470690845,26.768637207428768,0.3055594148972623
electricity,shape,fixed1024,IDEAL,81551,1024,STEP12_D17,0.24134465091036522,16.667880727469733,0.19831505030430133
electricity,shape,fixed1024,IDEAL,81551,1024,STEP12_D63,0.20550237188716214,13.863322209121531,0.17226296904687272
electricity,shape,fixed1024,IDEAL,81551,1024,STEP6_D17,0.2151235191371277,14.414779084664985,0.17694873219407414
electricity,shape,fixed1024,IDEAL,81551,1024,STEP6_D63,0.1914661663009176,12.832514107487503,0.159401741207784
electricity,shape,fixed1024,IDEAL,81551,1024,STEP8_D31,0.20701642533620185,13.744169036576405,0.17267627300721697
electricity,shape,fixed1024,IDEAL,81551,1024,STEP8_D33,0.20317711603230787,13.456681608095433,0.16951942735106115
electricity,shape,fixed1024,IDEAL,81552,1024,PAIRED_SHIFT8_D32,0.20451271013647812,13.470615673574375,0.16887834878801505
electricity,shape,fixed1024,IDEAL,81552,1024,PULSE8_D32,3.036513667293477,230.25156113039702,2.960776279946504
electricity,shape,fixed1024,IDEAL,81552,1024,RAMP8_D32,0.36777472184485455,25.423154152186413,0.2966115129136279
electricity,shape,fixed1024,IDEAL,81552,1024,STEP12_D17,0.2397257402354941,16.248986764168023,0.19736175514952842
electricity,shape,fixed1024,IDEAL,81552,1024,STEP12_D63,0.2041281439922064,13.747616237649925,0.17157684126015318
electricity,shape,fixed1024,IDEAL,81552,1024,STEP6_D17,0.21409224863052248,14.29060039220525,0.17551823502202238
electricity,shape,fixed1024,IDEAL,81552,1024,STEP6_D63,0.1918778975798212,12.829702626687109,0.15928074285808969
electricity,shape,fixed1024,IDEAL,81552,1024,STEP8_D31,0.2093546483615352,13.799920728651893,0.17354975058287964
electricity,shape,fixed1024,IDEAL,81552,1024,STEP8_D33,0.20417515614782425,13.457276514986468,0.16941846597582605
electricity,shape,fixed1024,MAG_ONLY,81551,1024,PAIRED_SHIFT8_D32,0.20558481886616045,13.385123727282101,0.1691750105650321
electricity,shape,fixed1024,MAG_ONLY,81551,1024,PULSE8_D32,2.985563775685048,226.5025353035744,2.88343145362442
electricity,shape,fixed1024,MAG_ONLY,81551,1024,RAMP8_D32,0.5378923284382192,38.880235407506305,0.41755893920906045
electricity,shape,fixed1024,MAG_ONLY,81551,1024,STEP12_D17,0.30090430207206453,19.76001880590731,0.2465101570509788
electricity,shape,fixed1024,MAG_ONLY,81551,1024,STEP12_D63,0.21725425273288776,14.708851911013664,0.17668686608528758
electricity,shape,fixed1024,MAG_ONLY,81551,1024,STEP6_D17,0.2389582317281187,15.535682008726313,0.1955394827900343
electricity,shape,fixed1024,MAG_ONLY,81551,1024,STEP6_D63,0.19644446053883338,13.15079447716813,0.16008890126018757
electricity,shape,fixed1024,MAG_ONLY,81551,1024,STEP8_D31,0.20803554718910747,13.514627782541462,0.17114284241128214
electricity,shape,fixed1024,MAG_ONLY,81551,1024,STEP8_D33,0.2093428024939328,13.603669814968846,0.17152369053097935
electricity,shape,fixed1024,MAG_ONLY,81552,1024,PAIRED_SHIFT8_D32,0.20588890323084488,13.262719339121583,0.16945965466387838
electricity,shape,fixed1024,MAG_ONLY,81552,1024,PULSE8_D32,2.980330714815212,225.98549909162102,2.873598334162415
electricity,shape,fixed1024,MAG_ONLY,81552,1024,RAMP8_D32,0.4266079724157542,30.76964582815304,0.3346593933855778
electricity,shape,fixed1024,MAG_ONLY,81552,1024,STEP12_D17,0.2905752954697104,19.316167086531372,0.24096805284614706
electricity,shape,fixed1024,MAG_ONLY,81552,1024,STEP12_D63,0.21258166095414088,14.49262039887085,0.17372161352000534
electricity,shape,fixed1024,MAG_ONLY,81552,1024,STEP6_D17,0.2318954641173776,15.181489102271625,0.19135822505885716
electricity,shape,fixed1024,MAG_ONLY,81552,1024,STEP6_D63,0.19274692581281974,13.020641375195126,0.15745509785572795
electricity,shape,fixed1024,MAG_ONLY,81552,1024,STEP8_D31,0.20790827189945799,13.376848693690974,0.17168994507039295
electricity,shape,fixed1024,MAG_ONLY,81552,1024,STEP8_D33,0.20969436278714648,13.495057836198729,0.1719888927377637
electricity,shape,fixed1024,PLAIN,81551,1024,PAIRED_SHIFT8_D32,0.2088059125347873,13.624492612900493,0.17224520116614203
electricity,shape,fixed1024,PLAIN,81551,1024,PULSE8_D32,2.965597166711496,224.7705938845029,2.865672846553756
electricity,shape,fixed1024,PLAIN,81551,1024,RAMP8_D32,0.5501787954038578,40.12333257008529,0.4294931860946955
electricity,shape,fixed1024,PLAIN,81551,1024,STEP12_D17,0.31502181316451155,20.889104160836954,0.2562783856860399
electricity,shape,fixed1024,PLAIN,81551,1024,STEP12_D63,0.21965510897842205,14.921916140311746,0.17840397070713648
electricity,shape,fixed1024,PLAIN,81551,1024,STEP6_D17,0.24449451407095524,15.988532587216595,0.19918443310575643
electricity,shape,fixed1024,PLAIN,81551,1024,STEP6_D63,0.19604808108212107,13.129203267582644,0.15989925781302822
electricity,shape,fixed1024,PLAIN,81551,1024,STEP8_D31,0.20947825353068836,13.641326546731083,0.17307468253520922
electricity,shape,fixed1024,PLAIN,81551,1024,STEP8_D33,0.21220320419907684,13.813947242925295,0.17447263761158407
electricity,shape,fixed1024,PLAIN,81552,1024,PAIRED_SHIFT8_D32,0.21016006454604297,13.523435527442944,0.17282261470309276
electricity,shape,fixed1024,PLAIN,81552,1024,PULSE8_D32,2.9610386759809084,224.5384540480154,2.8574467732403
electricity,shape,fixed1024,PLAIN,81552,1024,RAMP8_D32,0.4443455181722987,32.17388202533489,0.347134917422677
electricity,shape,fixed1024,PLAIN,81552,1024,STEP12_D17,0.3085662856970167,20.529050959794798,0.2550143042219458
electricity,shape,fixed1024,PLAIN,81552,1024,STEP12_D63,0.20870337557453714,14.156927107377358,0.17147495578102542
electricity,shape,fixed1024,PLAIN,81552,1024,STEP6_D17,0.23501083375833873,15.33074615829172,0.19371325116928276
electricity,shape,fixed1024,PLAIN,81552,1024,STEP6_D63,0.1911179285676325,12.875231045803435,0.15648384393262157
electricity,shape,fixed1024,PLAIN,81552,1024,STEP8_D31,0.20999575991061223,13.470534433388842,0.17343686743026276
electricity,shape,fixed1024,PLAIN,81552,1024,STEP8_D33,0.21504565827045094,13.833939388939253,0.17637174146497597
electricity,shape,fixed1024,SHUFFLE,81551,1024,PAIRED_SHIFT8_D32,0.21146255806091857,13.78544578388733,0.17305111029608072
electricity,shape,fixed1024,SHUFFLE,81551,1024,PULSE8_D32,2.9932245516998055,227.33492304291576,2.890947402410094
electricity,shape,fixed1024,SHUFFLE,81551,1024,RAMP8_D32,0.5139239658107576,36.78515527853017,0.39763000463431697
electricity,shape,fixed1024,SHUFFLE,81551,1024,STEP12_D17,0.3051074918960257,19.88235328427806,0.2524055608259211
electricity,shape,fixed1024,SHUFFLE,81551,1024,STEP12_D63,0.22569153971578781,15.358183224588084,0.18313352294014867
electricity,shape,fixed1024,SHUFFLE,81551,1024,STEP6_D17,0.23940090575349604,15.514528756085861,0.19670711584785713
electricity,shape,fixed1024,SHUFFLE,81551,1024,STEP6_D63,0.20219478058851048,13.696436945645823,0.16444938017101315
electricity,shape,fixed1024,SHUFFLE,81551,1024,STEP8_D31,0.21002053970232695,13.689220761709604,0.17229652058818437
electricity,shape,fixed1024,SHUFFLE,81551,1024,STEP8_D33,0.21491104182110082,13.997782340403784,0.17510020914275204
electricity,shape,fixed1024,SHUFFLE,81552,1024,PAIRED_SHIFT8_D32,0.21366886807386334,13.758340477998916,0.17579996146137944
electricity,shape,fixed1024,SHUFFLE,81552,1024,PULSE8_D32,2.953970248827701,223.77149977475347,2.8402353354820846
electricity,shape,fixed1024,SHUFFLE,81552,1024,RAMP8_D32,0.45869059367864334,33.33560944055611,0.3575766423740658
electricity,shape,fixed1024,SHUFFLE,81552,1024,STEP12_D17,0.33936740438036117,22.894970005985122,0.2780670494219408
electricity,shape,fixed1024,SHUFFLE,81552,1024,STEP12_D63,0.21295605038881305,14.386287578685543,0.17477612277429727
electricity,shape,fixed1024,SHUFFLE,81552,1024,STEP6_D17,0.2454972008684857,16.04113420043527,0.20186506011374325
electricity,shape,fixed1024,SHUFFLE,81552,1024,STEP6_D63,0.19105606418421886,12.806785856896395,0.15640141302533817
electricity,shape,fixed1024,SHUFFLE,81552,1024,STEP8_D31,0.21451190749508475,13.785662421891653,0.1773544265563202
electricity,shape,fixed1024,SHUFFLE,81552,1024,STEP8_D33,0.21812549727894331,14.036681474754442,0.17890554743374465
electricity,shape,fixed1024,TRP,81551,1024,PAIRED_SHIFT8_D32,0.21142150287735134,13.78403415332365,0.1730149647147075
electricity,shape,fixed1024,TRP,81551,1024,PULSE8_D32,2.993591010326603,227.3645518450212,2.891294270168422
electricity,shape,fixed1024,TRP,81551,1024,RAMP8_D32,0.513715717706908,36.76597770521862,0.39745904784268704
electricity,shape,fixed1024,TRP,81551,1024,STEP12_D17,0.30500569368152985,19.87467919886427,0.25233346220934183
electricity,shape,fixed1024,TRP,81551,1024,STEP12_D63,0.22575284803289977,15.364390040061657,0.18317398234310747
electricity,shape,fixed1024,TRP,81551,1024,STEP6_D17,0.2393733748091706,15.512884987791658,0.1966873315644513
electricity,shape,fixed1024,TRP,81551,1024,STEP6_D63,0.2022263679858044,13.699570586773307,0.1644713619893989
electricity,shape,fixed1024,TRP,81551,1024,STEP8_D31,0.20999775228383796,13.688942863167528,0.17226792396217724
electricity,shape,fixed1024,TRP,81551,1024,STEP8_D33,0.21485381851824115,13.9953788667767,0.17505061548681275
electricity,shape,fixed1024,TRP,81552,1024,PAIRED_SHIFT8_D32,0.21438907790622255,13.806232842282519,0.17636831741007566
electricity,shape,fixed1024,TRP,81552,1024,PULSE8_D32,2.9513168503298544,223.56665475704358,2.837714604811913
electricity,shape,fixed1024,TRP,81552,1024,RAMP8_D32,0.45984727180289076,33.43085959826196,0.3584601974031108
electricity,shape,fixed1024,TRP,81552,1024,STEP12_D17,0.34128115061786823,23.036551740690143,0.27941161362449113
electricity,shape,fixed1024,TRP,81552,1024,STEP12_D63,0.21207650785360044,14.31349351265151,0.17418929092915333
electricity,shape,fixed1024,TRP,81552,1024,STEP6_D17,0.24594947180363314,16.069259216173737,0.20217916689279442
electricity,shape,fixed1024,TRP,81552,1024,STEP6_D63,0.19075576654177706,12.777783486304482,0.15619715134484996
electricity,shape,fixed1024,TRP,81552,1024,STEP8_D31,0.21530083256908128,13.839897722342332,0.17799912472996954
electricity,shape,fixed1024,TRP,81552,1024,STEP8_D33,0.21906176080890957,14.099998680535592,0.17964498416931104
electricity,shape,selected,ANCHOR,81551,1024,PAIRED_SHIFT8_D32,0.21141691447561936,13.7836700691955,0.1730113064483007
electricity,shape,selected,ANCHOR,81551,1024,PULSE8_D32,2.9935713055057027,227.3629001838126,2.8912673944411598
electricity,shape,selected,ANCHOR,81551,1024,RAMP8_D32,0.5137710333538217,36.77066136011949,0.39749417149382893
electricity,shape,selected,ANCHOR,81551,1024,STEP12_D17,0.3049969746311403,19.874000610722074,0.2523250559943013
electricity,shape,selected,ANCHOR,81551,1024,STEP12_D63,0.22575423358651897,15.364451525409144,0.1831744256521561
electricity,shape,selected,ANCHOR,81551,1024,STEP6_D17,0.23937957894277698,15.513348999210338,0.19669218408877015
electricity,shape,selected,ANCHOR,81551,1024,STEP6_D63,0.20222865831518136,13.699684263513246,0.1644716275389914
electricity,shape,selected,ANCHOR,81551,1024,STEP8_D31,0.2099932452171571,13.6886454565046,0.1722649432808205
electricity,shape,selected,ANCHOR,81551,1024,STEP8_D33,0.21485166213414342,13.995172602634028,0.1750482004759207
electricity,shape,selected,ANCHOR,81552,0,PAIRED_SHIFT8_D32,0.21438705495349572,13.806072913704034,0.17636629834536
electricity,shape,selected,ANCHOR,81552,0,PULSE8_D32,2.9513351355726445,223.56778593568015,2.8377340143590426
electricity,shape,selected,ANCHOR,81552,0,RAMP8_D32,0.4598948315492489,33.43505424337167,0.3585019199293509
electricity,shape,selected,ANCHOR,81552,0,STEP12_D17,0.341316569364508,23.03958914577913,0.27943486593235956
electricity,shape,selected,ANCHOR,81552,0,STEP12_D63,0.21207998090346422,14.313653775212273,0.1741910707320354
electricity,shape,selected,ANCHOR,81552,0,STEP6_D17,0.24596103995155696,16.070248990015344,0.2021856278611353
electricity,shape,selected,ANCHOR,81552,0,STEP6_D63,0.19075685138602153,12.777834841871591,0.15619711405474937
electricity,shape,selected,ANCHOR,81552,0,STEP8_D31,0.21530502116197592,13.84023701110496,0.178001569663412
electricity,shape,selected,ANCHOR,81552,0,STEP8_D33,0.21906307285666615,14.10002509186054,0.17964536880492146
electricity,shape,selected,B0,81551,768,PAIRED_SHIFT8_D32,0.21142078463748248,13.783960023444152,0.17301395010613096
electricity,shape,selected,B0,81551,768,PULSE8_D32,2.993564815341061,227.36221388525155,2.8912659557006837
electricity,shape,selected,B0,81551,768,RAMP8_D32,0.5137246579801916,36.76724838205068,0.39746082808685784
electricity,shape,selected,B0,81551,768,STEP12_D17,0.30498695349387034,19.8735306752847,0.2523173215938363
electricity,shape,selected,B0,81551,768,STEP12_D63,0.2257596413913575,15.364967168408434,0.1831782863092198
electricity,shape,selected,B0,81551,768,STEP6_D17,0.2393722619533945,15.512925326592558,0.196686729901585
electricity,shape,selected,B0,81551,768,STEP6_D63,0.20223268501427122,13.700167134195562,0.16447501379181395
electricity,shape,selected,B0,81551,768,STEP8_D31,0.20999537202876958,13.688779888348945,0.1722665866673837
electricity,shape,selected,B0,81551,768,STEP8_D33,0.21485539999825579,13.995491208493348,0.17505109402192956
electricity,shape,selected,B0,81552,512,PAIRED_SHIFT8_D32,0.21438705495349572,13.806072913704034,0.17636629834536
electricity,shape,selected,B0,81552,512,PULSE8_D32,2.9513351355726445,223.56778593568015,2.8377340143590426
electricity,shape,selected,B0,81552,512,RAMP8_D32,0.4598948315492489,33.43505424337167,0.3585019199293509
electricity,shape,selected,B0,81552,512,STEP12_D17,0.341316569364508,23.03958914577913,0.27943486593235956
electricity,shape,selected,B0,81552,512,STEP12_D63,0.21207998090346422,14.313653775212273,0.1741910707320354
electricity,shape,selected,B0,81552,512,STEP6_D17,0.24596103995155696,16.070248990015344,0.2021856278611353
electricity,shape,selected,B0,81552,512,STEP6_D63,0.19075685138602153,12.777834841871591,0.15619711405474937
electricity,shape,selected,B0,81552,512,STEP8_D31,0.21530502116197592,13.84023701110496,0.178001569663412
electricity,shape,selected,B0,81552,512,STEP8_D33,0.21906307285666615,14.10002509186054,0.17964536880492146
electricity,shape,selected,C3,81551,768,PAIRED_SHIFT8_D32,0.20478331838228298,13.391985777561056,0.16845487683833463
electricity,shape,selected,C3,81551,768,PULSE8_D32,2.9980059546766236,227.37603820032382,2.8964183603650717
electricity,shape,selected,C3,81551,768,RAMP8_D32,0.5301479703551113,38.36182504271318,0.41177671638038627
electricity,shape,selected,C3,81551,768,STEP12_D17,0.2969892494415744,19.583761856034958,0.2439933189701285
electricity,shape,selected,C3,81551,768,STEP12_D63,0.22143728812210642,15.040737799325537,0.17964694220611738
electricity,shape,selected,C3,81551,768,STEP6_D17,0.23902000299599513,15.581409455911487,0.1955912649317344
electricity,shape,selected,C3,81551,768,STEP6_D63,0.19716696559272237,13.230394666425006,0.1606477007817783
electricity,shape,selected,C3,81551,768,STEP8_D31,0.20789581644530947,13.55654183761228,0.17082638966805191
electricity,shape,selected,C3,81551,768,STEP8_D33,0.20726381115118317,13.529395959915094,0.16980647558470677
electricity,shape,selected,C3,81552,768,PAIRED_SHIFT8_D32,0.2049563213411614,13.207620875162494,0.16860810190435135
electricity,shape,selected,C3,81552,768,PULSE8_D32,2.990601584052126,226.72282574337441,2.882819510401034
electricity,shape,selected,C3,81552,768,RAMP8_D32,0.43087547298681134,31.040567174925414,0.33758344203338025
electricity,shape,selected,C3,81552,768,STEP12_D17,0.30332845133441727,20.229791282387545,0.251194403757026
electricity,shape,selected,C3,81552,768,STEP12_D63,0.2172209187176435,14.818850706280175,0.17683001061800796
electricity,shape,selected,C3,81552,768,STEP6_D17,0.2346741849754628,15.334660678150804,0.19360744199431798
electricity,shape,selected,C3,81552,768,STEP6_D63,0.19436920089812967,13.189843375151167,0.15858643382783022
electricity,shape,selected,C3,81552,768,STEP8_D31,0.2067941801108488,13.297746395106454,0.1705857709794938
electricity,shape,selected,C3,81552,768,STEP8_D33,0.20801859429334696,13.394328023991424,0.1706936646777181
electricity,shape,selected,IDEAL,81551,512,PAIRED_SHIFT8_D32,0.2037390705288425,13.54410757553674,0.16912267865717087
electricity,shape,selected,IDEAL,81551,512,PULSE8_D32,3.0306734921328933,229.74556013045367,2.957815357963509
electricity,shape,selected,IDEAL,81551,512,RAMP8_D32,0.36608832267978875,25.476795336508072,0.2951652255322843
electricity,shape,selected,IDEAL,81551,512,STEP12_D17,0.24699731482153336,16.96006479948639,0.20301035924974925
electricity,shape,selected,IDEAL,81551,512,STEP12_D63,0.20602598682243772,13.888599597752869,0.17300276244089413
electricity,shape,selected,IDEAL,81551,512,STEP6_D17,0.22004038310720345,14.779672448643456,0.18063652934181967
electricity,shape,selected,IDEAL,81551,512,STEP6_D63,0.1916204045877977,12.832488069048173,0.15966222467186902
electricity,shape,selected,IDEAL,81551,512,STEP8_D31,0.2081252285036165,13.85592745554995,0.17299722849847285
electricity,shape,selected,IDEAL,81551,512,STEP8_D33,0.20368127524466836,13.543914361392194,0.16957018423134396
electricity,shape,selected,IDEAL,81552,512,PAIRED_SHIFT8_D32,0.20400594168119698,13.347325967749713,0.16846182461561487
electricity,shape,selected,IDEAL,81552,512,PULSE8_D32,3.031998167269332,229.86078861018177,2.9526141087885924
electricity,shape,selected,IDEAL,81552,512,RAMP8_D32,0.3689619225288556,25.37460568023073,0.29824762674181343
electricity,shape,selected,IDEAL,81552,512,STEP12_D17,0.24590095245041477,16.330233374289627,0.20276978793190698
electricity,shape,selected,IDEAL,81552,512,STEP12_D63,0.20276436164384778,13.639363523784581,0.1702658827484417
electricity,shape,selected,IDEAL,81552,512,STEP6_D17,0.2171452807289315,14.35780337658457,0.17731137178483983
electricity,shape,selected,IDEAL,81552,512,STEP6_D63,0.19004142098280957,12.695284207751046,0.157521875361706
electricity,shape,selected,IDEAL,81552,512,STEP8_D31,0.2093138081228229,13.676062953732046,0.17342695627731053
electricity,shape,selected,IDEAL,81552,512,STEP8_D33,0.20467252299829292,13.386108245978043,0.16998669964577862
electricity,shape,selected,MAG_ONLY,81551,768,PAIRED_SHIFT8_D32,0.204623093178736,13.369926046186931,0.1682833458911296
electricity,shape,selected,MAG_ONLY,81551,768,PULSE8_D32,2.998370158958871,227.47182003916532,2.8964778467322656
electricity,shape,selected,MAG_ONLY,81551,768,RAMP8_D32,0.5288581419875704,38.195375971405646,0.4103965290362461
electricity,shape,selected,MAG_ONLY,81551,768,STEP12_D17,0.2973773903823255,19.562945650809894,0.24419179772758481
electricity,shape,selected,MAG_ONLY,81551,768,STEP12_D63,0.22059949053546246,14.968713034264377,0.17903128912269023
electricity,shape,selected,MAG_ONLY,81551,768,STEP6_D17,0.23927092701151537,15.572933350019284,0.19575129976291555
electricity,shape,selected,MAG_ONLY,81551,768,STEP6_D63,0.19691358909000642,13.216966657407486,0.16042619578886233
electricity,shape,selected,MAG_ONLY,81551,768,STEP8_D31,0.20785851367300873,13.54690703209798,0.1707474994950454
electricity,shape,selected,MAG_ONLY,81551,768,STEP8_D33,0.20726267315553618,13.516883632040509,0.16975035422647303
electricity,shape,selected,MAG_ONLY,81552,768,PAIRED_SHIFT8_D32,0.20470281626954887,13.196565845051493,0.1683761673465109
electricity,shape,selected,MAG_ONLY,81552,768,PULSE8_D32,2.992174020015917,226.82484868579195,2.884247202530381
electricity,shape,selected,MAG_ONLY,81552,768,RAMP8_D32,0.424319231284178,30.535245524208225,0.33295939935732694
electricity,shape,selected,MAG_ONLY,81552,768,STEP12_D17,0.29347326117411676,19.576966303934675,0.2433904865857917
electricity,shape,selected,MAG_ONLY,81552,768,STEP12_D63,0.21922411596039454,14.970084429039996,0.17821611426187312
electricity,shape,selected,MAG_ONLY,81552,768,STEP6_D17,0.23304609494013473,15.249430705562808,0.19213993449712402
electricity,shape,selected,MAG_ONLY,81552,768,STEP6_D63,0.19518129462457415,13.24784526459803,0.15912085295608774
electricity,shape,selected,MAG_ONLY,81552,768,STEP8_D31,0.2067761628209813,13.299600480801454,0.17056919488711797
electricity,shape,selected,MAG_ONLY,81552,768,STEP8_D33,0.20728839576279726,13.355785315570934,0.1700461246961148
electricity,shape,selected,PLAIN,81551,512,PAIRED_SHIFT8_D32,0.20505801983541475,13.429455710805604,0.16889890633188676
electricity,shape,selected,PLAIN,81551,512,PULSE8_D32,2.988170780966064,226.39645462145563,2.8849178424565673
electricity,shape,selected,PLAIN,81551,512,RAMP8_D32,0.5417752375211132,39.546307764454816,0.4202993893946363
electricity,shape,selected,PLAIN,81551,512,STEP12_D17,0.307403281977952,20.40298266048272,0.2514278560146887
electricity,shape,selected,PLAIN,81551,512,STEP12_D63,0.22401693357117947,15.244009353972244,0.18153044529092202
electricity,shape,selected,PLAIN,81551,512,STEP6_D17,0.24243372337926059,15.829599962711155,0.19803133374055124
