episode,building,days,seed,arm,physical_fit,reference_replicated,step,train_seconds,primary,raw_RMSE,raw_MAE,scaled_2pinball
Fox_assembly_Johnnie_Wednesday_H3,Fox_assembly_Johnnie,3,61681,STD_FIXED120,STD_Fox_assembly_Johnnie_Wednesday_H3_lr3e-05_seed61681,False,120,12.678618728095898,0.3338219430842615,31.479499812142812,26.41092717488607,0.27472778646711943
Fox_assembly_Johnnie_Wednesday_H3,Fox_assembly_Johnnie,3,61681,SIMPLE,SIMPLE_Fox_assembly_Johnnie_Wednesday_H3_lr3e-05_seed61681,False,0,0.0,0.5536041606386056,52.2050225632579,44.89563354492187,0.40553173832587663
Fox_assembly_Johnnie_Wednesday_H3,Fox_assembly_Johnnie,3,61681,SIMPLE_FIXED120,SIMPLE_Fox_assembly_Johnnie_Wednesday_H3_lr3e-05_seed61681,False,120,12.651272485061781,0.35727356045869546,33.69099369391737,26.11223070780436,0.3179837283168516
Fox_assembly_Johnnie_Wednesday_H3,Fox_assembly_Johnnie,3,61681,CANDIDATE,CANDIDATE_Fox_assembly_Johnnie_Wednesday_H3_lr3e-05_seed61681,False,0,0.0,0.5536041606386056,52.2050225632579,44.89563354492187,0.40553173832587663
Fox_assembly_Johnnie_Wednesday_H3,Fox_assembly_Johnnie,3,61681,CANDIDATE_FIXED120,CANDIDATE_Fox_assembly_Johnnie_Wednesday_H3_lr3e-05_seed61681,False,120,12.680981676967349,0.3570115989769212,33.666290655105385,26.027375768025717,0.3191183388797795
Fox_assembly_Johnnie_Wednesday_H3,Fox_assembly_Johnnie,3,61681,F0,REFERENCE_Fox_assembly_Johnnie_Wednesday_H3,True,0,0.0,0.5536041606386056,52.2050225632579,44.89563354492187,0.40553173832587663
Fox_assembly_Johnnie_Wednesday_H3,Fox_assembly_Johnnie,3,61681,AFFINE,REFERENCE_Fox_assembly_Johnnie_Wednesday_H3,True,0,0.0,0.4637318033137481,43.73003488154468,33.209055988285435,0.40174546583705023
Fox_assembly_Johnnie_Wednesday_H3,Fox_assembly_Johnnie,3,61681,SEASONAL24,REFERENCE_Fox_assembly_Johnnie_Wednesday_H3,True,0,0.0,0.15623909393096475,14.733388951629554,11.054166666666662,0.11722306319557599
Fox_assembly_Johnnie_Wednesday_H14,Fox_assembly_Johnnie,14,61680,STD,STD_Fox_assembly_Johnnie_Wednesday_H14_lr3e-05_seed61680,False,0,0.0,0.5300028862581713,52.2050225632579,44.89563354492187,0.388243093285415
Fox_assembly_Johnnie_Wednesday_H14,Fox_assembly_Johnnie,14,61680,STD_FIXED120,STD_Fox_assembly_Johnnie_Wednesday_H14_lr3e-05_seed61680,False,120,12.649290702131111,0.22037688788660073,21.707014627343785,18.136290486653646,0.16186195053679006
Fox_assembly_Johnnie_Wednesday_H14,Fox_assembly_Johnnie,14,61680,SIMPLE,SIMPLE_Fox_assembly_Johnnie_Wednesday_H14_lr3e-05_seed61680,False,0,0.0,0.5300028862581713,52.2050225632579,44.89563354492187,0.388243093285415
Fox_assembly_Johnnie_Wednesday_H14,Fox_assembly_Johnnie,14,61680,SIMPLE_FIXED120,SIMPLE_Fox_assembly_Johnnie_Wednesday_H14_lr3e-05_seed61680,False,120,12.581385566707468,0.36268866550593526,35.724654444527246,28.982052561442057,0.3123375914909569
Fox_assembly_Johnnie_Wednesday_H14,Fox_assembly_Johnnie,14,61680,CANDIDATE,CANDIDATE_Fox_assembly_Johnnie_Wednesday_H14_lr3e-05_seed61680,False,0,0.0,0.5300028862581713,52.2050225632579,44.89563354492187,0.388243093285415
Fox_assembly_Johnnie_Wednesday_H14,Fox_assembly_Johnnie,14,61680,CANDIDATE_FIXED120,CANDIDATE_Fox_assembly_Johnnie_Wednesday_H14_lr3e-05_seed61680,False,120,12.628906860772986,0.35588334598729815,35.05433383263614,28.31916898091634,0.3096323975986162
Fox_assembly_Johnnie_Wednesday_H14,Fox_assembly_Johnnie,14,61680,F0,REFERENCE_Fox_assembly_Johnnie_Wednesday_H14,True,0,0.0,0.5300028862581713,52.2050225632579,44.89563354492187,0.388243093285415
Fox_assembly_Johnnie_Wednesday_H14,Fox_assembly_Johnnie,14,61680,AFFINE,REFERENCE_Fox_assembly_Johnnie_Wednesday_H14,True,0,0.0,0.33310240130023033,32.81042203095325,23.37713035408527,0.37904410745594813
Fox_assembly_Johnnie_Wednesday_H14,Fox_assembly_Johnnie,14,61680,SEASONAL24,REFERENCE_Fox_assembly_Johnnie_Wednesday_H14,True,0,0.0,0.14957830272491324,14.733388951629554,11.054166666666662,0.11222560494850937
Fox_assembly_Johnnie_Wednesday_H14,Fox_assembly_Johnnie,14,61681,STD,STD_Fox_assembly_Johnnie_Wednesday_H14_lr3e-05_seed61681,False,0,0.0,0.5300028862581713,52.2050225632579,44.89563354492187,0.388243093285415
Fox_assembly_Johnnie_Wednesday_H14,Fox_assembly_Johnnie,14,61681,STD_FIXED120,STD_Fox_assembly_Johnnie_Wednesday_H14_lr3e-05_seed61681,False,120,12.547287420020439,0.20906051253523913,20.592357243639736,17.18929761250814,0.1456151148426208
Fox_assembly_Johnnie_Wednesday_H14,Fox_assembly_Johnnie,14,61681,SIMPLE,SIMPLE_Fox_assembly_Johnnie_Wednesday_H14_lr3e-05_seed61681,False,0,0.0,0.5300028862581713,52.2050225632579,44.89563354492187,0.388243093285415
Fox_assembly_Johnnie_Wednesday_H14,Fox_assembly_Johnnie,14,61681,SIMPLE_FIXED120,SIMPLE_Fox_assembly_Johnnie_Wednesday_H14_lr3e-05_seed61681,False,120,12.603667930088704,0.3620137139863623,35.65817205316297,29.185803807576495,0.31328921713338315
Fox_assembly_Johnnie_Wednesday_H14,Fox_assembly_Johnnie,14,61681,CANDIDATE,CANDIDATE_Fox_assembly_Johnnie_Wednesday_H14_lr3e-05_seed61681,False,0,0.0,0.5300028862581713,52.2050225632579,44.89563354492187,0.388243093285415
Fox_assembly_Johnnie_Wednesday_H14,Fox_assembly_Johnnie,14,61681,CANDIDATE_FIXED120,CANDIDATE_Fox_assembly_Johnnie_Wednesday_H14_lr3e-05_seed61681,False,120,12.667274015053408,0.3536827331206727,34.837574552009855,28.38128224690755,0.3100672416782434
Fox_assembly_Johnnie_Wednesday_H14,Fox_assembly_Johnnie,14,61681,F0,REFERENCE_Fox_assembly_Johnnie_Wednesday_H14,True,0,0.0,0.5300028862581713,52.2050225632579,44.89563354492187,0.388243093285415
Fox_assembly_Johnnie_Wednesday_H14,Fox_assembly_Johnnie,14,61681,AFFINE,REFERENCE_Fox_assembly_Johnnie_Wednesday_H14,True,0,0.0,0.33310240130023033,32.81042203095325,23.37713035408527,0.37904410745594813
Fox_assembly_Johnnie_Wednesday_H14,Fox_assembly_Johnnie,14,61681,SEASONAL24,REFERENCE_Fox_assembly_Johnnie_Wednesday_H14,True,0,0.0,0.14957830272491324,14.733388951629554,11.054166666666662,0.11222560494850937
Panther_education_Alecia_Saturday_H3,Panther_education_Alecia,3,61680,STD,STD_Panther_education_Alecia_Saturday_H3_lr3e-05_seed61680,False,0,0.0,0.3194906042871031,11.365645428775496,9.440186494954427,0.21470020194733846
Panther_education_Alecia_Saturday_H3,Panther_education_Alecia,3,61680,STD_FIXED120,STD_Panther_education_Alecia_Saturday_H3_lr3e-05_seed61680,False,120,12.459796980867395,0.3606053412706013,12.828272235890859,10.367229702758788,0.1904242472187412
Panther_education_Alecia_Saturday_H3,Panther_education_Alecia,3,61680,SIMPLE,SIMPLE_Panther_education_Alecia_Saturday_H3_lr3e-05_seed61680,False,0,0.0,0.3194906042871031,11.365645428775496,9.440186494954427,0.21470020194733846
Panther_education_Alecia_Saturday_H3,Panther_education_Alecia,3,61680,SIMPLE_FIXED120,SIMPLE_Panther_education_Alecia_Saturday_H3_lr3e-05_seed61680,False,120,12.7981877377606,0.3205450442129434,11.403156360747303,9.540236467488606,0.20971573074200492
Panther_education_Alecia_Saturday_H3,Panther_education_Alecia,3,61680,CANDIDATE,CANDIDATE_Panther_education_Alecia_Saturday_H3_lr3e-05_seed61680,False,0,0.0,0.3194906042871031,11.365645428775496,9.440186494954427,0.21470020194733846
Panther_education_Alecia_Saturday_H3,Panther_education_Alecia,3,61680,CANDIDATE_FIXED120,CANDIDATE_Panther_education_Alecia_Saturday_H3_lr3e-05_seed61680,False,120,12.671026366995648,0.31890088457264876,11.344666579673493,9.48778247273763,0.20946584814034055
Panther_education_Alecia_Saturday_H3,Panther_education_Alecia,3,61680,F0,REFERENCE_Panther_education_Alecia_Saturday_H3,True,0,0.0,0.3194906042871031,11.365645428775496,9.440186494954427,0.21470020194733846
Panther_education_Alecia_Saturday_H3,Panther_education_Alecia,3,61680,AFFINE,REFERENCE_Panther_education_Alecia_Saturday_H3,True,0,0.0,0.3084190447920351,10.971782767789522,9.381181663134976,0.2106468064858408
Panther_education_Alecia_Saturday_H3,Panther_education_Alecia,3,61680,SEASONAL24,REFERENCE_Panther_education_Alecia_Saturday_H3,True,0,0.0,0.5081025790494248,18.07537898589543,14.286087500000002,0.40158482480173346
Panther_education_Alecia_Saturday_H3,Panther_education_Alecia,3,61681,STD,STD_Panther_education_Alecia_Saturday_H3_lr3e-05_seed61681,False,0,0.0,0.3194906042871031,11.365645428775496,9.440186494954427,0.21470020194733846
Panther_education_Alecia_Saturday_H3,Panther_education_Alecia,3,61681,STD_FIXED120,STD_Panther_education_Alecia_Saturday_H3_lr3e-05_seed61681,False,120,12.493471897061681,0.36070726992735336,12.831898273577508,10.407465222167968,0.19055997954607165
Panther_education_Alecia_Saturday_H3,Panther_education_Alecia,3,61681,SIMPLE,SIMPLE_Panther_education_Alecia_Saturday_H3_lr3e-05_seed61681,False,0,0.0,0.3194906042871031,11.365645428775496,9.440186494954427,0.21470020194733846
Panther_education_Alecia_Saturday_H3,Panther_education_Alecia,3,61681,SIMPLE_FIXED120,SIMPLE_Panther_education_Alecia_Saturday_H3_lr3e-05_seed61681,False,120,12.598867131920997,0.3232679135600305,11.500020453564455,9.64989184773763,0.20993822263106426
Panther_education_Alecia_Saturday_H3,Panther_education_Alecia,3,61681,CANDIDATE,CANDIDATE_Panther_education_Alecia_Saturday_H3_lr3e-05_seed61681,False,0,0.0,0.3194906042871031,11.365645428775496,9.440186494954427,0.21470020194733846
Panther_education_Alecia_Saturday_H3,Panther_education_Alecia,3,61681,CANDIDATE_FIXED120,CANDIDATE_Panther_education_Alecia_Saturday_H3_lr3e-05_seed61681,False,120,12.686736441159155,0.3212391184119853,11.42784754459346,9.589653963216145,0.209678035455552
Panther_education_Alecia_Saturday_H3,Panther_education_Alecia,3,61681,F0,REFERENCE_Panther_education_Alecia_Saturday_H3,True,0,0.0,0.3194906042871031,11.365645428775496,9.440186494954427,0.21470020194733846
Panther_education_Alecia_Saturday_H3,Panther_education_Alecia,3,61681,AFFINE,REFERENCE_Panther_education_Alecia_Saturday_H3,True,0,0.0,0.3084190447920351,10.971782767789522,9.381181663134976,0.2106468064858408
Panther_education_Alecia_Saturday_H3,Panther_education_Alecia,3,61681,SEASONAL24,REFERENCE_Panther_education_Alecia_Saturday_H3,True,0,0.0,0.5081025790494248,18.07537898589543,14.286087500000002,0.40158482480173346
Panther_education_Alecia_Saturday_H14,Panther_education_Alecia,14,61680,STD,STD_Panther_education_Alecia_Saturday_H14_lr3e-05_seed61680,False,0,0.0,0.32979804358539094,11.365645428775496,9.440186494954427,0.22162688232293307
Panther_education_Alecia_Saturday_H14,Panther_education_Alecia,14,61680,STD_FIXED120,STD_Panther_education_Alecia_Saturday_H14_lr3e-05_seed61680,False,120,12.544813942047767,0.38279417893175494,13.192021585813594,10.61777654724121,0.2122470162680695
Panther_education_Alecia_Saturday_H14,Panther_education_Alecia,14,61680,SIMPLE,SIMPLE_Panther_education_Alecia_Saturday_H14_lr3e-05_seed61680,False,0,0.0,0.32979804358539094,11.365645428775496,9.440186494954427,0.22162688232293307
Panther_education_Alecia_Saturday_H14,Panther_education_Alecia,14,61680,SIMPLE_FIXED120,SIMPLE_Panther_education_Alecia_Saturday_H14_lr3e-05_seed61680,False,120,12.590229309076676,0.3809462794477296,13.128338459937163,10.581753089396157,0.212196982910666
Panther_education_Alecia_Saturday_H14,Panther_education_Alecia,14,61680,CANDIDATE,CANDIDATE_Panther_education_Alecia_Saturday_H14_lr3e-05_seed61680,False,0,0.0,0.32979804358539094,11.365645428775496,9.440186494954427,0.22162688232293307
Panther_education_Alecia_Saturday_H14,Panther_education_Alecia,14,61680,CANDIDATE_FIXED120,CANDIDATE_Panther_education_Alecia_Saturday_H14_lr3e-05_seed61680,False,120,12.606577504921006,0.38094298105071256,13.128224789126472,10.581767076619466,0.21219786119455733
Panther_education_Alecia_Saturday_H14,Panther_education_Alecia,14,61680,F0,REFERENCE_Panther_education_Alecia_Saturday_H14,True,0,0.0,0.32979804358539094,11.365645428775496,9.440186494954427,0.22162688232293307
Panther_education_Alecia_Saturday_H14,Panther_education_Alecia,14,61680,AFFINE,REFERENCE_Panther_education_Alecia_Saturday_H14,True,0,0.0,0.45518127234413774,15.686657479952167,13.934940901474603,0.2990499897083611
Panther_education_Alecia_Saturday_H14,Panther_education_Alecia,14,61680,SEASONAL24,REFERENCE_Panther_education_Alecia_Saturday_H14,True,0,0.0,0.5244950376087042,18.07537898589543,14.286087500000002,0.41454079643036307
Panther_education_Alecia_Saturday_H14,Panther_education_Alecia,14,61681,STD,STD_Panther_education_Alecia_Saturday_H14_lr3e-05_seed61681,False,0,0.0,0.32979804358539094,11.365645428775496,9.440186494954427,0.22162688232293307
Panther_education_Alecia_Saturday_H14,Panther_education_Alecia,14,61681,STD_FIXED120,STD_Panther_education_Alecia_Saturday_H14_lr3e-05_seed61681,False,120,12.594630873209098,0.3837755356642237,13.225841533740283,10.617255841064452,0.21181294191195452
Panther_education_Alecia_Saturday_H14,Panther_education_Alecia,14,61681,SIMPLE,SIMPLE_Panther_education_Alecia_Saturday_H14_lr3e-05_seed61681,False,0,0.0,0.32979804358539094,11.365645428775496,9.440186494954427,0.22162688232293307
Panther_education_Alecia_Saturday_H14,Panther_education_Alecia,14,61681,SIMPLE_FIXED120,SIMPLE_Panther_education_Alecia_Saturday_H14_lr3e-05_seed61681,False,120,12.701635554112727,0.38185326293810923,13.15959532443927,10.580798779296874,0.2116816063329584
Panther_education_Alecia_Saturday_H14,Panther_education_Alecia,14,61681,CANDIDATE,CANDIDATE_Panther_education_Alecia_Saturday_H14_lr3e-05_seed61681,False,0,0.0,0.32979804358539094,11.365645428775496,9.440186494954427,0.22162688232293307
Panther_education_Alecia_Saturday_H14,Panther_education_Alecia,14,61681,CANDIDATE_FIXED120,CANDIDATE_Panther_education_Alecia_Saturday_H14_lr3e-05_seed61681,False,120,12.731076805008342,0.381853718145249,13.159611011988202,10.580818488566079,0.21168196648426027
Panther_education_Alecia_Saturday_H14,Panther_education_Alecia,14,61681,F0,REFERENCE_Panther_education_Alecia_Saturday_H14,True,0,0.0,0.32979804358539094,11.365645428775496,9.440186494954427,0.22162688232293307
Panther_education_Alecia_Saturday_H14,Panther_education_Alecia,14,61681,AFFINE,REFERENCE_Panther_education_Alecia_Saturday_H14,True,0,0.0,0.45518127234413774,15.686657479952167,13.934940901474603,0.2990499897083611
Panther_education_Alecia_Saturday_H14,Panther_education_Alecia,14,61681,SEASONAL24,REFERENCE_Panther_education_Alecia_Saturday_H14,True,0,0.0,0.5244950376087042,18.07537898589543,14.286087500000002,0.41454079643036307
Panther_lodging_Edison_Wednesday_H3,Panther_lodging_Edison,3,61680,STD,STD_Panther_lodging_Edison_Wednesday_H3_lr3e-05_seed61680,False,0,0.0,1.0464085315958687,10.422030648142277,7.426392325337729,0.5300145991054344
Panther_lodging_Edison_Wednesday_H3,Panther_lodging_Edison,3,61680,STD_FIXED120,STD_Panther_lodging_Edison_Wednesday_H3_lr3e-05_seed61680,False,120,12.713171003910247,1.0666978721444422,10.624108634552936,7.289890377298992,0.5474642344354538
Panther_lodging_Edison_Wednesday_H3,Panther_lodging_Edison,3,61680,SIMPLE,SIMPLE_Panther_lodging_Edison_Wednesday_H3_lr3e-05_seed61680,False,0,0.0,1.0464085315958687,10.422030648142277,7.426392325337729,0.5300145991054344
Panther_lodging_Edison_Wednesday_H3,Panther_lodging_Edison,3,61680,SIMPLE_FIXED120,SIMPLE_Panther_lodging_Edison_Wednesday_H3_lr3e-05_seed61680,False,120,12.708431041857693,1.051653965932754,10.474274179966756,7.287440705871583,0.525650683015398
Panther_lodging_Edison_Wednesday_H3,Panther_lodging_Edison,3,61680,CANDIDATE,CANDIDATE_Panther_lodging_Edison_Wednesday_H3_lr3e-05_seed61680,False,0,0.0,1.0464085315958687,10.422030648142277,7.426392325337729,0.5300145991054344
Panther_lodging_Edison_Wednesday_H3,Panther_lodging_Edison,3,61680,CANDIDATE_FIXED120,CANDIDATE_Panther_lodging_Edison_Wednesday_H3_lr3e-05_seed61680,False,120,12.552876860951073,1.0612927307867754,10.570274451070858,7.315033046976726,0.5297186427122516
Panther_lodging_Edison_Wednesday_H3,Panther_lodging_Edison,3,61680,F0,REFERENCE_Panther_lodging_Edison_Wednesday_H3,True,0,0.0,1.0464085315958687,10.422030648142277,7.426392325337729,0.5300145991054344
Panther_lodging_Edison_Wednesday_H3,Panther_lodging_Edison,3,61680,AFFINE,REFERENCE_Panther_lodging_Edison_Wednesday_H3,True,0,0.0,1.2809447473381648,12.757966905119913,9.486022067856387,0.6791535957313529
Panther_lodging_Edison_Wednesday_H3,Panther_lodging_Edison,3,61680,SEASONAL24,REFERENCE_Panther_lodging_Edison_Wednesday_H3,True,0,0.0,1.049519528668146,10.453015589352674,7.526454166666668,0.7556824690463874
Panther_lodging_Edison_Wednesday_H3,Panther_lodging_Edison,3,61681,STD,STD_Panther_lodging_Edison_Wednesday_H3_lr3e-05_seed61681,False,0,0.0,1.0464085315958687,10.422030648142277,7.426392325337729,0.5300145991054344
Panther_lodging_Edison_Wednesday_H3,Panther_lodging_Edison,3,61681,STD_FIXED120,STD_Panther_lodging_Edison_Wednesday_H3_lr3e-05_seed61681,False,120,12.51300907091354,1.0769221609261541,10.72594061300207,7.338179994201661,0.554849576996022
Panther_lodging_Edison_Wednesday_H3,Panther_lodging_Edison,3,61681,SIMPLE,SIMPLE_Panther_lodging_Edison_Wednesday_H3_lr3e-05_seed61681,False,0,0.0,1.0464085315958687,10.422030648142277,7.426392325337729,0.5300145991054344
Panther_lodging_Edison_Wednesday_H3,Panther_lodging_Edison,3,61681,SIMPLE_FIXED120,SIMPLE_Panther_lodging_Edison_Wednesday_H3_lr3e-05_seed61681,False,120,12.570417574199382,1.0516711874017621,10.47444570253408,7.278329619344077,0.5256059107441441
Panther_lodging_Edison_Wednesday_H3,Panther_lodging_Edison,3,61681,CANDIDATE,CANDIDATE_Panther_lodging_Edison_Wednesday_H3_lr3e-05_seed61681,False,0,0.0,1.0464085315958687,10.422030648142277,7.426392325337729,0.5300145991054344
Panther_lodging_Edison_Wednesday_H3,Panther_lodging_Edison,3,61681,CANDIDATE_FIXED120,CANDIDATE_Panther_lodging_Edison_Wednesday_H3_lr3e-05_seed61681,False,120,12.605484619125491,1.0635697210308943,10.592952842342703,7.329140751139324,0.5314524645494065
Panther_lodging_Edison_Wednesday_H3,Panther_lodging_Edison,3,61681,F0,REFERENCE_Panther_lodging_Edison_Wednesday_H3,True,0,0.0,1.0464085315958687,10.422030648142277,7.426392325337729,0.5300145991054344
Panther_lodging_Edison_Wednesday_H3,Panther_lodging_Edison,3,61681,AFFINE,REFERENCE_Panther_lodging_Edison_Wednesday_H3,True,0,0.0,1.2809447473381648,12.757966905119913,9.486022067856387,0.6791535957313529
Panther_lodging_Edison_Wednesday_H3,Panther_lodging_Edison,3,61681,SEASONAL24,REFERENCE_Panther_lodging_Edison_Wednesday_H3,True,0,0.0,1.049519528668146,10.453015589352674,7.526454166666668,0.7556824690463874
Panther_lodging_Edison_Wednesday_H14,Panther_lodging_Edison,14,61680,STD,STD_Panther_lodging_Edison_Wednesday_H14_lr3e-05_seed61680,False,0,0.0,0.4728336728394023,10.422030648142277,7.426392325337729,0.2394941764965588
Panther_lodging_Edison_Wednesday_H14,Panther_lodging_Edison,14,61680,STD_FIXED120,STD_Panther_lodging_Edison_Wednesday_H14_lr3e-05_seed61680,False,120,12.527010229910957,0.4684720825761919,10.325894036033315,7.347758381144207,0.2392681678780096
Panther_lodging_Edison_Wednesday_H14,Panther_lodging_Edison,14,61680,SIMPLE,SIMPLE_Panther_lodging_Edison_Wednesday_H14_lr3e-05_seed61680,False,0,0.0,0.4728336728394023,10.422030648142277,7.426392325337729,0.2394941764965588
Panther_lodging_Edison_Wednesday_H14,Panther_lodging_Edison,14,61680,SIMPLE_FIXED120,SIMPLE_Panther_lodging_Edison_Wednesday_H14_lr3e-05_seed61680,False,120,12.501537082687719,0.4681663016658768,10.319154122609248,7.342417487080893,0.23756433961776682
Panther_lodging_Edison_Wednesday_H14,Panther_lodging_Edison,14,61680,CANDIDATE,CANDIDATE_Panther_lodging_Edison_Wednesday_H14_lr3e-05_seed61680,False,0,0.0,0.4728336728394023,10.422030648142277,7.426392325337729,0.2394941764965588
Panther_lodging_Edison_Wednesday_H14,Panther_lodging_Edison,14,61680,CANDIDATE_FIXED120,CANDIDATE_Panther_lodging_Edison_Wednesday_H14_lr3e-05_seed61680,False,120,12.622374185972149,0.46784812472296855,10.312140980269769,7.338425406392417,0.2373013052154427
Panther_lodging_Edison_Wednesday_H14,Panther_lodging_Edison,14,61680,F0,REFERENCE_Panther_lodging_Edison_Wednesday_H14,True,0,0.0,0.4728336728394023,10.422030648142277,7.426392325337729,0.2394941764965588
Panther_lodging_Edison_Wednesday_H14,Panther_lodging_Edison,14,61680,AFFINE,REFERENCE_Panther_lodging_Edison_Wednesday_H14,True,0,0.0,0.49761212867412663,10.968188506512167,7.670936295754699,0.25134086205623274
Panther_lodging_Edison_Wednesday_H14,Panther_lodging_Edison,14,61680,SEASONAL24,REFERENCE_Panther_lodging_Edison_Wednesday_H14,True,0,0.0,0.47423941842295,10.453015589352674,7.526454166666668,0.3414652179819459
Panther_lodging_Edison_Wednesday_H14,Panther_lodging_Edison,14,61681,STD,STD_Panther_lodging_Edison_Wednesday_H14_lr3e-05_seed61681,False,0,0.0,0.4728336728394023,10.422030648142277,7.426392325337729,0.2394941764965588
Panther_lodging_Edison_Wednesday_H14,Panther_lodging_Edison,14,61681,STD_FIXED120,STD_Panther_lodging_Edison_Wednesday_H14_lr3e-05_seed61681,False,120,12.539629906939808,0.46931495211281715,10.34447226480104,7.3541839207967135,0.2401080878987524
Panther_lodging_Edison_Wednesday_H14,Panther_lodging_Edison,14,61681,SIMPLE,SIMPLE_Panther_lodging_Edison_Wednesday_H14_lr3e-05_seed61681,False,0,0.0,0.4728336728394023,10.422030648142277,7.426392325337729,0.2394941764965588
Panther_lodging_Edison_Wednesday_H14,Panther_lodging_Edison,14,61681,SIMPLE_FIXED120,SIMPLE_Panther_lodging_Edison_Wednesday_H14_lr3e-05_seed61681,False,120,12.730905261996668,0.46852869105234457,10.327141779811512,7.343383559163413,0.23790572258937748
Panther_lodging_Edison_Wednesday_H14,Panther_lodging_Edison,14,61681,CANDIDATE,CANDIDATE_Panther_lodging_Edison_Wednesday_H14_lr3e-05_seed61681,False,0,0.0,0.4728336728394023,10.422030648142277,7.426392325337729,0.2394941764965588
Panther_lodging_Edison_Wednesday_H14,Panther_lodging_Edison,14,61681,CANDIDATE_FIXED120,CANDIDATE_Panther_lodging_Edison_Wednesday_H14_lr3e-05_seed61681,False,120,12.664395021041855,0.46811793704605725,10.318088086962891,7.338131992594402,0.23756433536524518
Panther_lodging_Edison_Wednesday_H14,Panther_lodging_Edison,14,61681,F0,REFERENCE_Panther_lodging_Edison_Wednesday_H14,True,0,0.0,0.4728336728394023,10.422030648142277,7.426392325337729,0.2394941764965588
Panther_lodging_Edison_Wednesday_H14,Panther_lodging_Edison,14,61681,AFFINE,REFERENCE_Panther_lodging_Edison_Wednesday_H14,True,0,0.0,0.49761212867412663,10.968188506512167,7.670936295754699,0.25134086205623274
Panther_lodging_Edison_Wednesday_H14,Panther_lodging_Edison,14,61681,SEASONAL24,REFERENCE_Panther_lodging_Edison_Wednesday_H14,True,0,0.0,0.47423941842295,10.453015589352674,7.526454166666668,0.3414652179819459
Rat_office_Annis_Saturday_H3,Rat_office_Annis,3,61680,STD,STD_Rat_office_Annis_Saturday_H3_lr3e-05_seed61680,False,0,0.0,0.9778160146544838,2.799430004101215,2.2702142651875814,0.5196115777296398
Rat_office_Annis_Saturday_H3,Rat_office_Annis,3,61680,STD_FIXED120,STD_Rat_office_Annis_Saturday_H3_lr3e-05_seed61680,False,120,12.671065433882177,1.005641003542755,2.879091318285288,2.44474227587382,0.5949257414255917
Rat_office_Annis_Saturday_H3,Rat_office_Annis,3,61680,SIMPLE,SIMPLE_Rat_office_Annis_Saturday_H3_lr3e-05_seed61680,False,0,0.0,0.9778160146544838,2.799430004101215,2.2702142651875814,0.5196115777296398
