fit,grad_norm,loss,update,window
STD_Rat_education_Irma_H3_lr3e-05_seed61680,3.5062553882598877,5.971634864807129,41,1
STD_Rat_education_Irma_H3_lr3e-05_seed61680,4.4251885414123535,5.1067633628845215,42,0
STD_Rat_education_Irma_H3_lr3e-05_seed61680,4.482338905334473,5.094432830810547,43,0
STD_Rat_education_Irma_H3_lr3e-05_seed61680,3.6358044147491455,5.9461212158203125,44,1
STD_Rat_education_Irma_H3_lr3e-05_seed61680,3.5704474449157715,5.937466144561768,45,1
STD_Rat_education_Irma_H3_lr3e-05_seed61680,4.568392753601074,5.056581497192383,46,0
STD_Rat_education_Irma_H3_lr3e-05_seed61680,3.529118776321411,5.919279098510742,47,1
STD_Rat_education_Irma_H3_lr3e-05_seed61680,4.636652946472168,5.031854629516602,48,0
STD_Rat_education_Irma_H3_lr3e-05_seed61680,4.64495325088501,5.018342018127441,49,0
STD_Rat_education_Irma_H3_lr3e-05_seed61680,3.6236746311187744,5.893559455871582,50,1
STD_Rat_education_Irma_H3_lr3e-05_seed61680,3.6778924465179443,5.884583950042725,51,1
STD_Rat_education_Irma_H3_lr3e-05_seed61680,4.850209712982178,4.976655960083008,52,0
STD_Rat_education_Irma_H3_lr3e-05_seed61680,4.971517086029053,4.962040901184082,53,0
STD_Rat_education_Irma_H3_lr3e-05_seed61680,3.939561128616333,5.856870174407959,54,1
STD_Rat_education_Irma_H3_lr3e-05_seed61680,5.059683322906494,4.9302544593811035,55,0
STD_Rat_education_Irma_H3_lr3e-05_seed61680,4.02887487411499,5.837903022766113,56,1
STD_Rat_education_Irma_H3_lr3e-05_seed61680,5.223696708679199,4.897989273071289,57,0
STD_Rat_education_Irma_H3_lr3e-05_seed61680,4.058311462402344,5.818357467651367,58,1
STD_Rat_education_Irma_H3_lr3e-05_seed61680,5.475244522094727,4.864683151245117,59,0
STD_Rat_education_Irma_H3_lr3e-05_seed61680,4.070950984954834,5.798274993896484,60,1
STD_Rat_education_Irma_H3_lr3e-05_seed61680,4.063807964324951,5.787622451782227,61,1
STD_Rat_education_Irma_H3_lr3e-05_seed61680,5.4931769371032715,4.815831184387207,62,0
STD_Rat_education_Irma_H3_lr3e-05_seed61680,4.052872180938721,5.7654290199279785,63,1
STD_Rat_education_Irma_H3_lr3e-05_seed61680,5.761807918548584,4.783398151397705,64,0
STD_Rat_education_Irma_H3_lr3e-05_seed61680,4.140327453613281,5.743463516235352,65,1
STD_Rat_education_Irma_H3_lr3e-05_seed61680,5.848581790924072,4.749317169189453,66,0
STD_Rat_education_Irma_H3_lr3e-05_seed61680,5.899292945861816,4.730905532836914,67,0
STD_Rat_education_Irma_H3_lr3e-05_seed61680,3.9768879413604736,5.712206840515137,68,1
STD_Rat_education_Irma_H3_lr3e-05_seed61680,3.9513039588928223,5.701828956604004,69,1
STD_Rat_education_Irma_H3_lr3e-05_seed61680,5.907629013061523,4.676599502563477,70,0
STD_Rat_education_Irma_H3_lr3e-05_seed61680,6.024844646453857,4.657598972320557,71,0
STD_Rat_education_Irma_H3_lr3e-05_seed61680,3.817518472671509,5.670883655548096,72,1
STD_Rat_education_Irma_H3_lr3e-05_seed61680,3.854118824005127,5.660647869110107,73,1
STD_Rat_education_Irma_H3_lr3e-05_seed61680,6.3331403732299805,4.59853458404541,74,0
STD_Rat_education_Irma_H3_lr3e-05_seed61680,6.424048900604248,4.577951431274414,75,0
STD_Rat_education_Irma_H3_lr3e-05_seed61680,3.8278071880340576,5.62949275970459,76,1
STD_Rat_education_Irma_H3_lr3e-05_seed61680,6.922614574432373,4.532928466796875,77,0
STD_Rat_education_Irma_H3_lr3e-05_seed61680,3.7841897010803223,5.60999870300293,78,1
STD_Rat_education_Irma_H3_lr3e-05_seed61680,7.172432899475098,4.485282897949219,79,0
STD_Rat_education_Irma_H3_lr3e-05_seed61680,3.8713767528533936,5.58989143371582,80,1
STD_Rat_education_Irma_H3_lr3e-05_seed61680,7.249268531799316,4.436942100524902,81,0
STD_Rat_education_Irma_H3_lr3e-05_seed61680,3.696775197982788,5.56953239440918,82,1
STD_Rat_education_Irma_H3_lr3e-05_seed61680,3.7977633476257324,5.558693885803223,83,1
STD_Rat_education_Irma_H3_lr3e-05_seed61680,7.388532638549805,4.366134166717529,84,0
STD_Rat_education_Irma_H3_lr3e-05_seed61680,3.592454195022583,5.536379814147949,85,1
STD_Rat_education_Irma_H3_lr3e-05_seed61680,7.10197639465332,4.321820259094238,86,0
STD_Rat_education_Irma_H3_lr3e-05_seed61680,3.759901523590088,5.513856887817383,87,1
STD_Rat_education_Irma_H3_lr3e-05_seed61680,7.385750770568848,4.276983261108398,88,0
STD_Rat_education_Irma_H3_lr3e-05_seed61680,7.469881534576416,4.252318859100342,89,0
STD_Rat_education_Irma_H3_lr3e-05_seed61680,3.5443809032440186,5.482216835021973,90,1
STD_Rat_education_Irma_H3_lr3e-05_seed61680,7.617806434631348,4.199254512786865,91,0
STD_Rat_education_Irma_H3_lr3e-05_seed61680,3.535766124725342,5.462545394897461,92,1
STD_Rat_education_Irma_H3_lr3e-05_seed61680,3.594881057739258,5.451752662658691,93,1
STD_Rat_education_Irma_H3_lr3e-05_seed61680,7.9016032218933105,4.12120246887207,94,0
STD_Rat_education_Irma_H3_lr3e-05_seed61680,8.25677490234375,4.093545913696289,95,0
STD_Rat_education_Irma_H3_lr3e-05_seed61680,3.6854066848754883,5.418573379516602,96,1
STD_Rat_education_Irma_H3_lr3e-05_seed61680,8.390419006347656,4.034453392028809,97,0
STD_Rat_education_Irma_H3_lr3e-05_seed61680,3.7230024337768555,5.397272109985352,98,1
STD_Rat_education_Irma_H3_lr3e-05_seed61680,3.6623547077178955,5.385951995849609,99,1
STD_Rat_education_Irma_H3_lr3e-05_seed61680,8.073166847229004,3.950873374938965,100,0
STD_Rat_education_Irma_H3_lr3e-05_seed61680,8.20194149017334,3.923283100128174,101,0
STD_Rat_education_Irma_H3_lr3e-05_seed61680,3.607126235961914,5.352250576019287,102,1
STD_Rat_education_Irma_H3_lr3e-05_seed61680,8.23953628540039,3.8649773597717285,103,0
STD_Rat_education_Irma_H3_lr3e-05_seed61680,3.5346953868865967,5.331391334533691,104,1
STD_Rat_education_Irma_H3_lr3e-05_seed61680,3.5712013244628906,5.320229530334473,105,1
STD_Rat_education_Irma_H3_lr3e-05_seed61680,8.239983558654785,3.782792091369629,106,0
STD_Rat_education_Irma_H3_lr3e-05_seed61680,7.954061985015869,3.7553601264953613,107,0
STD_Rat_education_Irma_H3_lr3e-05_seed61680,3.537001371383667,5.286650657653809,108,1
STD_Rat_education_Irma_H3_lr3e-05_seed61680,8.086040496826172,3.698235034942627,109,0
STD_Rat_education_Irma_H3_lr3e-05_seed61680,3.7664713859558105,5.264427185058594,110,1
STD_Rat_education_Irma_H3_lr3e-05_seed61680,3.859767436981201,5.252254009246826,111,1
STD_Rat_education_Irma_H3_lr3e-05_seed61680,8.049931526184082,3.619129180908203,112,0
STD_Rat_education_Irma_H3_lr3e-05_seed61680,3.892822265625,5.226409435272217,113,1
STD_Rat_education_Irma_H3_lr3e-05_seed61680,7.522840976715088,3.56862735748291,114,0
STD_Rat_education_Irma_H3_lr3e-05_seed61680,7.310253143310547,3.542628526687622,115,0
STD_Rat_education_Irma_H3_lr3e-05_seed61680,3.9558210372924805,5.1893720626831055,116,1
STD_Rat_education_Irma_H3_lr3e-05_seed61680,3.8421881198883057,5.177036762237549,117,1
STD_Rat_education_Irma_H3_lr3e-05_seed61680,7.032458305358887,3.4667301177978516,118,0
STD_Rat_education_Irma_H3_lr3e-05_seed61680,6.599267482757568,3.4429900646209717,119,0
STD_Rat_education_Irma_H3_lr3e-05_seed61680,3.896744728088379,5.140498638153076,120,1
STD_Rat_education_Irma_H3_lr0.0001_seed61680,2.9285378456115723,5.447569370269775,1,0
STD_Rat_education_Irma_H3_lr0.0001_seed61680,2.9490325450897217,6.23626708984375,2,1
STD_Rat_education_Irma_H3_lr0.0001_seed61680,2.8683674335479736,5.39430570602417,3,0
STD_Rat_education_Irma_H3_lr0.0001_seed61680,2.907453775405884,6.206145286560059,4,1
STD_Rat_education_Irma_H3_lr0.0001_seed61680,2.928774833679199,6.186684608459473,5,1
STD_Rat_education_Irma_H3_lr0.0001_seed61680,3.092365264892578,5.334054470062256,6,0
STD_Rat_education_Irma_H3_lr0.0001_seed61680,3.06551456451416,6.142351150512695,7,1
STD_Rat_education_Irma_H3_lr0.0001_seed61680,3.3309993743896484,5.291531085968018,8,0
STD_Rat_education_Irma_H3_lr0.0001_seed61680,3.3878719806671143,5.26470947265625,9,0
STD_Rat_education_Irma_H3_lr0.0001_seed61680,2.963948965072632,6.079155921936035,10,1
STD_Rat_education_Irma_H3_lr0.0001_seed61680,3.5903801918029785,5.202933311462402,11,0
STD_Rat_education_Irma_H3_lr0.0001_seed61680,3.013735055923462,6.039129257202148,12,1
STD_Rat_education_Irma_H3_lr0.0001_seed61680,3.132667064666748,6.015860080718994,13,1
STD_Rat_education_Irma_H3_lr0.0001_seed61680,4.065883159637451,5.108438491821289,14,0
STD_Rat_education_Irma_H3_lr0.0001_seed61680,3.305487871170044,5.96335506439209,15,1
STD_Rat_education_Irma_H3_lr0.0001_seed61680,4.260983467102051,5.0397419929504395,16,0
STD_Rat_education_Irma_H3_lr0.0001_seed61680,4.384082794189453,5.0003862380981445,17,0
STD_Rat_education_Irma_H3_lr0.0001_seed61680,3.416673183441162,5.886816024780273,18,1
STD_Rat_education_Irma_H3_lr0.0001_seed61680,3.6547577381134033,5.859153747558594,19,1
STD_Rat_education_Irma_H3_lr0.0001_seed61680,4.895312786102295,4.8696393966674805,20,0
STD_Rat_education_Irma_H3_lr0.0001_seed61680,5.1183319091796875,4.820687294006348,21,0
STD_Rat_education_Irma_H3_lr0.0001_seed61680,3.759648084640503,5.769318580627441,22,1
STD_Rat_education_Irma_H3_lr0.0001_seed61680,5.255601406097412,4.711663246154785,23,0
STD_Rat_education_Irma_H3_lr0.0001_seed61680,3.6107122898101807,5.7116827964782715,24,1
STD_Rat_education_Irma_H3_lr0.0001_seed61680,5.766118049621582,4.598516464233398,25,0
STD_Rat_education_Irma_H3_lr0.0001_seed61680,3.458979606628418,5.6541748046875,26,1
STD_Rat_education_Irma_H3_lr0.0001_seed61680,6.377450942993164,4.47092342376709,27,0
STD_Rat_education_Irma_H3_lr0.0001_seed61680,3.445612668991089,5.596346855163574,28,1
STD_Rat_education_Irma_H3_lr0.0001_seed61680,3.425666332244873,5.5656328201293945,29,1
STD_Rat_education_Irma_H3_lr0.0001_seed61680,6.498178482055664,4.271856307983398,30,0
STD_Rat_education_Irma_H3_lr0.0001_seed61680,3.2067883014678955,5.501436710357666,31,1
STD_Rat_education_Irma_H3_lr0.0001_seed61680,7.24941873550415,4.139011383056641,32,0
STD_Rat_education_Irma_H3_lr0.0001_seed61680,3.399315118789673,5.437405109405518,33,1
STD_Rat_education_Irma_H3_lr0.0001_seed61680,7.552474498748779,3.9909586906433105,34,0
STD_Rat_education_Irma_H3_lr0.0001_seed61680,3.2722549438476562,5.374485969543457,35,1
STD_Rat_education_Irma_H3_lr0.0001_seed61680,7.483660697937012,3.8389816284179688,36,0
STD_Rat_education_Irma_H3_lr0.0001_seed61680,7.437499523162842,3.7585155963897705,37,0
STD_Rat_education_Irma_H3_lr0.0001_seed61680,3.4699463844299316,5.285656929016113,38,1
STD_Rat_education_Irma_H3_lr0.0001_seed61680,6.913885593414307,3.596135139465332,39,0
STD_Rat_education_Irma_H3_lr0.0001_seed61680,3.538419485092163,5.22273063659668,40,1
STD_Rat_education_Irma_H3_lr0.0001_seed61680,3.5891666412353516,5.188893795013428,41,1
STD_Rat_education_Irma_H3_lr0.0001_seed61680,5.583860397338867,3.3871216773986816,42,0
STD_Rat_education_Irma_H3_lr0.0001_seed61680,5.222168445587158,3.329775333404541,43,0
STD_Rat_education_Irma_H3_lr0.0001_seed61680,3.521230459213257,5.090680122375488,44,1
STD_Rat_education_Irma_H3_lr0.0001_seed61680,3.5669705867767334,5.057950019836426,45,1
STD_Rat_education_Irma_H3_lr0.0001_seed61680,3.9817843437194824,3.175670623779297,46,0
STD_Rat_education_Irma_H3_lr0.0001_seed61680,3.6336581707000732,4.9877142906188965,47,1
STD_Rat_education_Irma_H3_lr0.0001_seed61680,3.3581361770629883,3.1007022857666016,48,0
STD_Rat_education_Irma_H3_lr0.0001_seed61680,3.213183879852295,3.065538167953491,49,0
STD_Rat_education_Irma_H3_lr0.0001_seed61680,3.6642723083496094,4.889286041259766,50,1
STD_Rat_education_Irma_H3_lr0.0001_seed61680,3.740849733352661,4.854621887207031,51,1
STD_Rat_education_Irma_H3_lr0.0001_seed61680,2.9001176357269287,2.976816415786743,52,0
STD_Rat_education_Irma_H3_lr0.0001_seed61680,2.973560333251953,2.9532508850097656,53,0
STD_Rat_education_Irma_H3_lr0.0001_seed61680,3.8425848484039307,4.749881744384766,54,1
STD_Rat_education_Irma_H3_lr0.0001_seed61680,3.354810953140259,2.903176784515381,55,0
STD_Rat_education_Irma_H3_lr0.0001_seed61680,4.070138454437256,4.678734302520752,56,1
STD_Rat_education_Irma_H3_lr0.0001_seed61680,3.4994351863861084,2.8514277935028076,57,0
STD_Rat_education_Irma_H3_lr0.0001_seed61680,4.241112232208252,4.602743148803711,58,1
STD_Rat_education_Irma_H3_lr0.0001_seed61680,3.63332462310791,2.796067476272583,59,0
STD_Rat_education_Irma_H3_lr0.0001_seed61680,4.271699905395508,4.5232014656066895,60,1
STD_Rat_education_Irma_H3_lr0.0001_seed61680,4.292389869689941,4.48057746887207,61,1
STD_Rat_education_Irma_H3_lr0.0001_seed61680,3.479025363922119,2.707664966583252,62,0
STD_Rat_education_Irma_H3_lr0.0001_seed61680,4.3624982833862305,4.391809940338135,63,1
STD_Rat_education_Irma_H3_lr0.0001_seed61680,3.5528485774993896,2.6494646072387695,64,0
STD_Rat_education_Irma_H3_lr0.0001_seed61680,4.3929243087768555,4.3032026290893555,65,1
STD_Rat_education_Irma_H3_lr0.0001_seed61680,3.6504359245300293,2.5881872177124023,66,0
STD_Rat_education_Irma_H3_lr0.0001_seed61680,3.728769063949585,2.5538177490234375,67,0
STD_Rat_education_Irma_H3_lr0.0001_seed61680,4.387704849243164,4.180430889129639,68,1
STD_Rat_education_Irma_H3_lr0.0001_seed61680,4.450819492340088,4.1396284103393555,69,1
STD_Rat_education_Irma_H3_lr0.0001_seed61680,3.5222105979919434,2.451575756072998,70,0
STD_Rat_education_Irma_H3_lr0.0001_seed61680,3.464623212814331,2.417232036590576,71,0
STD_Rat_education_Irma_H3_lr0.0001_seed61680,4.917871475219727,4.008049011230469,72,1
STD_Rat_education_Irma_H3_lr0.0001_seed61680,5.020578861236572,3.96152925491333,73,1
STD_Rat_education_Irma_H3_lr0.0001_seed61680,3.280108690261841,2.319429397583008,74,0
STD_Rat_education_Irma_H3_lr0.0001_seed61680,3.248474359512329,2.2868874073028564,75,0
STD_Rat_education_Irma_H3_lr0.0001_seed61680,5.135995388031006,3.820500135421753,76,1
STD_Rat_education_Irma_H3_lr0.0001_seed61680,3.083052158355713,2.220759630203247,77,0
STD_Rat_education_Irma_H3_lr0.0001_seed61680,5.037012577056885,3.729116439819336,78,1
STD_Rat_education_Irma_H3_lr0.0001_seed61680,3.0587713718414307,2.1550331115722656,79,0
STD_Rat_education_Irma_H3_lr0.0001_seed61680,5.18124532699585,3.6366827487945557,80,1
STD_Rat_education_Irma_H3_lr0.0001_seed61680,3.024677276611328,2.0896239280700684,81,0
STD_Rat_education_Irma_H3_lr0.0001_seed61680,5.309274196624756,3.541861057281494,82,1
STD_Rat_education_Irma_H3_lr0.0001_seed61680,5.271085262298584,3.490786552429199,83,1
STD_Rat_education_Irma_H3_lr0.0001_seed61680,2.88028621673584,1.9988185167312622,84,0
STD_Rat_education_Irma_H3_lr0.0001_seed61680,5.426878452301025,3.382996082305908,85,1
STD_Rat_education_Irma_H3_lr0.0001_seed61680,2.7975640296936035,1.9411524534225464,86,0
STD_Rat_education_Irma_H3_lr0.0001_seed61680,5.427134037017822,3.2733376026153564,87,1
STD_Rat_education_Irma_H3_lr0.0001_seed61680,2.762889862060547,1.8841582536697388,88,0
STD_Rat_education_Irma_H3_lr0.0001_seed61680,2.704190731048584,1.8555896282196045,89,0
STD_Rat_education_Irma_H3_lr0.0001_seed61680,5.8866868019104,3.1088368892669678,90,1
STD_Rat_education_Irma_H3_lr0.0001_seed61680,2.686262369155884,1.797804832458496,91,0
STD_Rat_education_Irma_H3_lr0.0001_seed61680,5.785837650299072,2.999318838119507,92,1
STD_Rat_education_Irma_H3_lr0.0001_seed61680,5.954030513763428,2.939997673034668,93,1
STD_Rat_education_Irma_H3_lr0.0001_seed61680,2.758613109588623,1.7198545932769775,94,0
STD_Rat_education_Irma_H3_lr0.0001_seed61680,2.7903974056243896,1.694217324256897,95,0
STD_Rat_education_Irma_H3_lr0.0001_seed61680,5.814667224884033,2.7606201171875,96,1
STD_Rat_education_Irma_H3_lr0.0001_seed61680,2.779250383377075,1.6425254344940186,97,0
STD_Rat_education_Irma_H3_lr0.0001_seed61680,5.683836936950684,2.6495285034179688,98,1
STD_Rat_education_Irma_H3_lr0.0001_seed61680,5.730963230133057,2.591160297393799,99,1
STD_Rat_education_Irma_H3_lr0.0001_seed61680,2.922978401184082,1.5757417678833008,100,0
STD_Rat_education_Irma_H3_lr0.0001_seed61680,3.0094616413116455,1.5534636974334717,101,0
STD_Rat_education_Irma_H3_lr0.0001_seed61680,5.679052352905273,2.4148077964782715,102,1
STD_Rat_education_Irma_H3_lr0.0001_seed61680,3.014857769012451,1.5059185028076172,103,0
STD_Rat_education_Irma_H3_lr0.0001_seed61680,5.600670337677002,2.3110649585723877,104,1
STD_Rat_education_Irma_H3_lr0.0001_seed61680,5.355806827545166,2.2585952281951904,105,1
STD_Rat_education_Irma_H3_lr0.0001_seed61680,3.3268468379974365,1.4416007995605469,106,0
STD_Rat_education_Irma_H3_lr0.0001_seed61680,3.58189058303833,1.419311761856079,107,0
STD_Rat_education_Irma_H3_lr0.0001_seed61680,5.425673007965088,2.107320785522461,108,1
STD_Rat_education_Irma_H3_lr0.0001_seed61680,3.4894468784332275,1.3716602325439453,109,0
STD_Rat_education_Irma_H3_lr0.0001_seed61680,5.436377048492432,2.0185041427612305,110,1
STD_Rat_education_Irma_H3_lr0.0001_seed61680,5.613125324249268,1.9723857641220093,111,1
STD_Rat_education_Irma_H3_lr0.0001_seed61680,3.7818832397460938,1.307671308517456,112,0
STD_Rat_education_Irma_H3_lr0.0001_seed61680,5.321341037750244,1.8755038976669312,113,1
STD_Rat_education_Irma_H3_lr0.0001_seed61680,3.5647430419921875,1.267362117767334,114,0
STD_Rat_education_Irma_H3_lr0.0001_seed61680,3.6410422325134277,1.2454715967178345,115,0
STD_Rat_education_Irma_H3_lr0.0001_seed61680,4.288195610046387,1.764897346496582,116,1
STD_Rat_education_Irma_H3_lr0.0001_seed61680,4.2068681716918945,1.730555534362793,117,1
STD_Rat_education_Irma_H3_lr0.0001_seed61680,3.3998842239379883,1.182754397392273,118,0
STD_Rat_education_Irma_H3_lr0.0001_seed61680,3.0991320610046387,1.162825584411621,119,0
STD_Rat_education_Irma_H3_lr0.0001_seed61680,4.046132564544678,1.6431390047073364,120,1
STD_Rat_education_Irma_H14_lr3e-05_seed61680,2.571758270263672,11.474231719970703,1,10
STD_Rat_education_Irma_H14_lr3e-05_seed61680,5.700234413146973,27.23555564880371,2,4
STD_Rat_education_Irma_H14_lr3e-05_seed61680,1.7684777975082397,2.461684226989746,3,7
STD_Rat_education_Irma_H14_lr3e-05_seed61680,0.9762251377105713,1.8011200428009033,4,8
STD_Rat_education_Irma_H14_lr3e-05_seed61680,5.422095775604248,9.671716690063477,5,2
STD_Rat_education_Irma_H14_lr3e-05_seed61680,5.735842227935791,7.620673179626465,6,3
STD_Rat_education_Irma_H14_lr3e-05_seed61680,1.3113508224487305,2.641322612762451,7,1
STD_Rat_education_Irma_H14_lr3e-05_seed61680,1.4562913179397583,1.9059172868728638,8,0
STD_Rat_education_Irma_H14_lr3e-05_seed61680,3.5291690826416016,9.56579875946045,9,9
STD_Rat_education_Irma_H14_lr3e-05_seed61680,1.345560073852539,2.6880340576171875,10,5
STD_Rat_education_Irma_H14_lr3e-05_seed61680,3.016360282897949,6.231583595275879,11,12
STD_Rat_education_Irma_H14_lr3e-05_seed61680,2.103339195251465,2.5132791996002197,12,6
STD_Rat_education_Irma_H14_lr3e-05_seed61680,2.938213348388672,5.447296142578125,13,11
STD_Rat_education_Irma_H14_lr3e-05_seed61680,5.375143051147461,9.640069961547852,14,2
STD_Rat_education_Irma_H14_lr3e-05_seed61680,3.4809975624084473,9.550392150878906,15,9
STD_Rat_education_Irma_H14_lr3e-05_seed61680,1.2878289222717285,2.633078098297119,16,1
STD_Rat_education_Irma_H14_lr3e-05_seed61680,1.726937174797058,2.4611692428588867,17,7
STD_Rat_education_Irma_H14_lr3e-05_seed61680,2.6159613132476807,11.443452835083008,18,10
STD_Rat_education_Irma_H14_lr3e-05_seed61680,2.9542014598846436,5.4376678466796875,19,11
STD_Rat_education_Irma_H14_lr3e-05_seed61680,0.9648984670639038,1.7940493822097778,20,8
STD_Rat_education_Irma_H14_lr3e-05_seed61680,5.756786346435547,27.16522216796875,21,4
STD_Rat_education_Irma_H14_lr3e-05_seed61680,1.4735852479934692,1.8991215229034424,22,0
STD_Rat_education_Irma_H14_lr3e-05_seed61680,2.1605756282806396,2.516735553741455,23,6
STD_Rat_education_Irma_H14_lr3e-05_seed61680,3.0136678218841553,6.219188690185547,24,12
STD_Rat_education_Irma_H14_lr3e-05_seed61680,1.3585808277130127,2.68222713470459,25,5
STD_Rat_education_Irma_H14_lr3e-05_seed61680,6.023807525634766,7.562456130981445,26,3
STD_Rat_education_Irma_H14_lr3e-05_seed61680,0.9951092004776001,1.7907962799072266,27,8
STD_Rat_education_Irma_H14_lr3e-05_seed61680,1.803902506828308,2.4632349014282227,28,7
STD_Rat_education_Irma_H14_lr3e-05_seed61680,3.0822980403900146,6.209808349609375,29,12
STD_Rat_education_Irma_H14_lr3e-05_seed61680,3.025210380554199,5.42161750793457,30,11
STD_Rat_education_Irma_H14_lr3e-05_seed61680,1.3899275064468384,2.6775014400482178,31,5
STD_Rat_education_Irma_H14_lr3e-05_seed61680,1.5377603769302368,1.8978300094604492,32,0
STD_Rat_education_Irma_H14_lr3e-05_seed61680,3.7185146808624268,9.522852897644043,33,9
STD_Rat_education_Irma_H14_lr3e-05_seed61680,6.036592483520508,27.123863220214844,34,4
STD_Rat_education_Irma_H14_lr3e-05_seed61680,2.234330177307129,2.511775016784668,35,6
STD_Rat_education_Irma_H14_lr3e-05_seed61680,5.797910690307617,9.602471351623535,36,2
STD_Rat_education_Irma_H14_lr3e-05_seed61680,6.292875289916992,7.520636558532715,37,3
STD_Rat_education_Irma_H14_lr3e-05_seed61680,1.4210319519042969,2.620551347732544,38,1
STD_Rat_education_Irma_H14_lr3e-05_seed61680,2.807025194168091,11.428361892700195,39,10
STD_Rat_education_Irma_H14_lr3e-05_seed61680,3.145036220550537,5.407984733581543,40,11
STD_Rat_education_Irma_H14_lr3e-05_seed61680,1.4559385776519775,2.617487668991089,41,1
STD_Rat_education_Irma_H14_lr3e-05_seed61680,3.9773168563842773,9.503290176391602,42,9
STD_Rat_education_Irma_H14_lr3e-05_seed61680,1.6468007564544678,1.8929516077041626,43,0
STD_Rat_education_Irma_H14_lr3e-05_seed61680,3.2029128074645996,6.185868263244629,44,12
STD_Rat_education_Irma_H14_lr3e-05_seed61680,2.0118205547332764,2.4693827629089355,45,7
STD_Rat_education_Irma_H14_lr3e-05_seed61680,1.1204496622085571,1.7813634872436523,46,8
STD_Rat_education_Irma_H14_lr3e-05_seed61680,6.516457557678223,7.475350856781006,47,3
