building,arm,primary,raw_RMSE,raw_MAE,scaled_2pinball
Fox_assembly_Johnnie,STD,0.5418035234483884,52.2050225632579,44.89563354492187,0.3968874158056458
Panther_education_Alecia,STD,0.324644323936247,11.365645428775496,9.440186494954427,0.21816354213513578
Panther_lodging_Edison,STD,0.7596211022176355,10.422030648142277,7.426392325337729,0.3847543878009966
Rat_office_Annis,STD,0.8395531014309126,2.799430004101215,2.2702142651875814,0.44613864478020127
Rat_office_Kasey,STD,0.3278659905634439,9.573140443638051,7.5969846725463865,0.19752842109669444
Rat_office_Olivia,STD,1.0635648567356109,25.910879262665066,19.02994739850362,0.5634004022683817
Fox_assembly_Johnnie,STD_FIXED120,0.2755559143149867,26.43582461118564,22.037450211842856,0.2164931826287178
Panther_education_Alecia,STD_FIXED120,0.37197058144848333,13.019508407255561,10.502431828308104,0.20126104623620922
Panther_lodging_Edison,STD_FIXED120,0.7703517669399014,10.50510388709734,7.332503168360393,0.3954225168020594
Rat_office_Annis,STD_FIXED120,0.8479337107674563,2.816886728437751,2.3451619640986126,0.48749354396637157
Rat_office_Kasey,STD_FIXED120,0.3084911942389499,9.01708658814606,7.424975140889486,0.18800356303581375
Rat_office_Olivia,STD_FIXED120,1.0586255383966459,25.829718544921214,19.276373550097148,0.5953936424526757
Fox_assembly_Johnnie,SIMPLE,0.5418035234483884,52.2050225632579,44.89563354492187,0.3968874158056458
Panther_education_Alecia,SIMPLE,0.324644323936247,11.365645428775496,9.440186494954427,0.21816354213513578
Panther_lodging_Edison,SIMPLE,0.7596211022176355,10.422030648142277,7.426392325337729,0.3847543878009966
Rat_office_Annis,SIMPLE,0.8395531014309126,2.799430004101215,2.2702142651875814,0.44613864478020127
Rat_office_Kasey,SIMPLE,0.3278659905634439,9.573140443638051,7.5969846725463865,0.19752842109669444
Rat_office_Olivia,SIMPLE,1.0635648567356109,25.910879262665066,19.02994739850362,0.5634004022683817
Fox_assembly_Johnnie,SIMPLE_FIXED120,0.36239253798372056,34.934513531189474,27.763551031748452,0.31622290447140844
Panther_education_Alecia,SIMPLE_FIXED120,0.35165312503970314,12.297777649672048,10.088170045979817,0.21088313565417338
Panther_lodging_Edison,SIMPLE_FIXED120,0.7600050365131844,10.3987539462304,7.312892842864992,0.3816816639916716
Rat_office_Annis,SIMPLE_FIXED120,0.8421470862095002,2.8028522367627544,2.3056069668134054,0.4606239483874763
Rat_office_Kasey,SIMPLE_FIXED120,0.3085373268148627,9.018157519352847,7.426486714680989,0.18781741498592175
Rat_office_Olivia,SIMPLE_FIXED120,1.0675358720776191,26.033825767726004,19.372490013440448,0.5784480724353248
Fox_assembly_Johnnie,CANDIDATE,0.5418035234483884,52.2050225632579,44.89563354492187,0.3968874158056458
Panther_education_Alecia,CANDIDATE,0.324644323936247,11.365645428775496,9.440186494954427,0.21816354213513578
Panther_lodging_Edison,CANDIDATE,0.7596211022176355,10.422030648142277,7.426392325337729,0.3847543878009966
Rat_office_Annis,CANDIDATE,0.8395531014309126,2.799430004101215,2.2702142651875814,0.44613864478020127
Rat_office_Kasey,CANDIDATE,0.3278659905634439,9.573140443638051,7.5969846725463865,0.19752842109669444
Rat_office_Olivia,CANDIDATE,1.0635648567356109,25.910879262665066,19.02994739850362,0.5634004022683817
Fox_assembly_Johnnie,CANDIDATE_FIXED120,0.358763447979531,34.57639913914752,27.395104446411132,0.3157869587828145
Panther_education_Alecia,CANDIDATE_FIXED120,0.3507341755451489,12.265087481345407,10.06000550028483,0.21075592781867752
Panther_lodging_Edison,CANDIDATE_FIXED120,0.7652071283966739,10.448364090161554,7.330182799275717,0.3840091869605865
Rat_office_Annis,CANDIDATE_FIXED120,0.8564017254301286,2.8435622667616425,2.3527052100499475,0.4743080107691806
Rat_office_Kasey,CANDIDATE_FIXED120,0.3085441431760861,9.018310164332767,7.428104225794474,0.18786654533488137
Rat_office_Olivia,CANDIDATE_FIXED120,1.0653878393117129,25.984616117056945,19.329744304021197,0.5764922481777119
Fox_assembly_Johnnie,F0,0.5418035234483884,52.2050225632579,44.89563354492187,0.3968874158056458
Panther_education_Alecia,F0,0.324644323936247,11.365645428775496,9.440186494954427,0.21816354213513578
Panther_lodging_Edison,F0,0.7596211022176355,10.422030648142277,7.426392325337729,0.3847543878009966
Rat_office_Annis,F0,0.8395531014309126,2.799430004101215,2.2702142651875814,0.44613864478020127
Rat_office_Kasey,F0,0.3278659905634439,9.573140443638051,7.5969846725463865,0.19752842109669444
Rat_office_Olivia,F0,1.0635648567356109,25.910879262665066,19.02994739850362,0.5634004022683817
Fox_assembly_Johnnie,AFFINE,0.39841710230698923,38.270228456248965,28.293093171185355,0.3903947866464992
Panther_education_Alecia,AFFINE,0.3818001585680864,13.329220123870844,11.65806128230479,0.25484839809710097
Panther_lodging_Edison,AFFINE,0.8892784380061457,11.863077705816039,8.578479181805543,0.46524722889379283
Rat_office_Annis,AFFINE,0.8800588648098935,2.899978672468794,2.437471411852763,0.4843420855136287
Rat_office_Kasey,AFFINE,0.47180261377670113,13.599017947549662,10.425822758519013,0.2856416037327132
Rat_office_Olivia,AFFINE,1.007998902569463,24.567211058365878,20.047221126053707,0.6362308983543484
Fox_assembly_Johnnie,SEASONAL24,0.152908698327939,14.733388951629554,11.054166666666662,0.11472433407204269
Panther_education_Alecia,SEASONAL24,0.5162988083290645,18.07537898589543,14.286087500000002,0.40806281061604827
Panther_lodging_Edison,SEASONAL24,0.761879473545548,10.453015589352674,7.526454166666668,0.5485738435141666
Rat_office_Annis,SEASONAL24,0.7922347606789324,2.641650367983369,2.1375000000000006,0.6410393371791885
Rat_office_Kasey,SEASONAL24,0.33033770512375393,9.645310388992154,8.367083333333332,0.28656030707596036
Rat_office_Olivia,SEASONAL24,1.1276782894641078,27.472829532103166,20.300416666666667,0.8332719829722912
